,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,extra_type,over,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,date,winning_team,batting_team,bowling_team
123,Shafiqullah,PKD Chase,Hazratullah,1,0,1,255,7,2,2,-,19,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
124,Hazratullah,PKD Chase,Shafiqullah,1,0,1,256,158,72,3,-,19,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
125,Shafiqullah,PKD Chase,Hazratullah,0,0,0,256,7,3,4,-,19,caught,Shafiqullah,L Tucker,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
126,Mohammad Nabi,PKD Chase,Hazratullah,4,0,4,260,4,1,5,-,19,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
127,Mohammad Nabi,PKD Chase,Hazratullah,1,0,1,261,5,2,6,-,19,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
128,Mohammad Nabi,J Little,Hazratullah,6,0,6,267,11,3,1,-,20,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
129,Mohammad Nabi,J Little,Hazratullah,6,0,6,273,17,4,2,-,20,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
130,Mohammad Nabi,J Little,Hazratullah,0,0,0,273,17,5,3,-,20,bowled,Mohammad Nabi,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
131,Najibullah Zadran,J Little,Hazratullah,0,0,0,273,0,1,4,-,20,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
132,Najibullah Zadran,J Little,Hazratullah,1,0,1,274,1,2,5,-,20,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
133,Hazratullah,J Little,Najibullah Zadran,4,0,4,278,162,73,6,-,20,0,,,bat,Afghanistan,1,"Rajiv Gandhi International Cricket Stadium, Dehradun",2019-02-23,Afghanistan,Afghanistan,Ireland
