,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,wicket_type,player_out,fielder,over,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,team_final
33,Shoaib Malik,CR Woakes,Mohammad Rizwan,2,0,2,26,128,10,14,3,6,-,0,,,5,bat,England,2,Sharjah Cricket Stadium,2015,11,England_Pakistan_2015-11-30,tie,Pakistan,England,154
34,Mohammad Rizwan,CJ Jordan,Shoaib Malik,1,0,1,27,127,8,10,3,1,-,0,,,6,bat,England,2,Sharjah Cricket Stadium,2015,11,England_Pakistan_2015-11-30,tie,Pakistan,England,154
35,Shoaib Malik,CJ Jordan,Mohammad Rizwan,1,0,1,28,126,11,15,3,2,-,0,,,6,bat,England,2,Sharjah Cricket Stadium,2015,11,England_Pakistan_2015-11-30,tie,Pakistan,England,154
36,Mohammad Rizwan,CJ Jordan,Shoaib Malik,4,0,4,32,122,12,11,3,3,-,0,,,6,bat,England,2,Sharjah Cricket Stadium,2015,11,England_Pakistan_2015-11-30,tie,Pakistan,England,154
37,Mohammad Rizwan,CJ Jordan,Shoaib Malik,4,0,4,36,118,16,12,3,4,-,0,,,6,bat,England,2,Sharjah Cricket Stadium,2015,11,England_Pakistan_2015-11-30,tie,Pakistan,England,154
38,Mohammad Rizwan,CJ Jordan,Shoaib Malik,0,0,0,36,118,16,13,3,5,-,0,,,6,bat,England,2,Sharjah Cricket Stadium,2015,11,England_Pakistan_2015-11-30,tie,Pakistan,England,154
39,Mohammad Rizwan,CJ Jordan,Shoaib Malik,4,0,4,40,114,20,14,3,6,-,0,,,6,bat,England,2,Sharjah Cricket Stadium,2015,11,England_Pakistan_2015-11-30,tie,Pakistan,England,154
40,Shoaib Malik,AU Rashid,Mohammad Rizwan,2,0,2,42,112,13,16,3,1,-,0,,,7,bat,England,2,Sharjah Cricket Stadium,2015,11,England_Pakistan_2015-11-30,tie,Pakistan,England,154
41,Shoaib Malik,AU Rashid,Mohammad Rizwan,1,0,1,43,111,14,17,3,2,-,0,,,7,bat,England,2,Sharjah Cricket Stadium,2015,11,England_Pakistan_2015-11-30,tie,Pakistan,England,154
42,Mohammad Rizwan,AU Rashid,Shoaib Malik,1,0,1,44,110,21,15,3,3,-,0,,,7,bat,England,2,Sharjah Cricket Stadium,2015,11,England_Pakistan_2015-11-30,tie,Pakistan,England,154
43,Shoaib Malik,AU Rashid,Mohammad Rizwan,1,0,1,45,109,15,18,3,4,-,0,,,7,bat,England,2,Sharjah Cricket Stadium,2015,11,England_Pakistan_2015-11-30,tie,Pakistan,England,154
44,Mohammad Rizwan,AU Rashid,Shoaib Malik,0,0,0,45,109,21,16,3,5,-,0,,,7,bat,England,2,Sharjah Cricket Stadium,2015,11,England_Pakistan_2015-11-30,tie,Pakistan,England,154
45,Mohammad Rizwan,AU Rashid,Shoaib Malik,1,0,1,46,108,22,17,3,6,-,0,,,7,bat,England,2,Sharjah Cricket Stadium,2015,11,England_Pakistan_2015-11-30,tie,Pakistan,England,154
46,Mohammad Rizwan,MM Ali,Shoaib Malik,0,0,0,46,108,22,18,3,1,-,0,,,8,bat,England,2,Sharjah Cricket Stadium,2015,11,England_Pakistan_2015-11-30,tie,Pakistan,England,154
47,Mohammad Rizwan,MM Ali,Shoaib Malik,0,1,1,47,107,22,19,3,2,wides,0,,,8,bat,England,2,Sharjah Cricket Stadium,2015,11,England_Pakistan_2015-11-30,tie,Pakistan,England,154
48,Mohammad Rizwan,MM Ali,Shoaib Malik,0,0,0,47,107,22,20,3,3,-,0,,,8,bat,England,2,Sharjah Cricket Stadium,2015,11,England_Pakistan_2015-11-30,tie,Pakistan,England,154
49,Mohammad Rizwan,MM Ali,Shoaib Malik,1,0,1,48,106,23,21,3,4,-,0,,,8,bat,England,2,Sharjah Cricket Stadium,2015,11,England_Pakistan_2015-11-30,tie,Pakistan,England,154
50,Shoaib Malik,MM Ali,Mohammad Rizwan,1,0,1,49,105,16,19,3,5,-,0,,,8,bat,England,2,Sharjah Cricket Stadium,2015,11,England_Pakistan_2015-11-30,tie,Pakistan,England,154
51,Mohammad Rizwan,MM Ali,Shoaib Malik,0,0,0,49,105,23,22,3,6,-,0,,,8,bat,England,2,Sharjah Cricket Stadium,2015,11,England_Pakistan_2015-11-30,tie,Pakistan,England,154
52,Mohammad Rizwan,MM Ali,Shoaib Malik,1,0,1,50,104,24,23,3,7,-,0,,,8,bat,England,2,Sharjah Cricket Stadium,2015,11,England_Pakistan_2015-11-30,tie,Pakistan,England,154
53,Mohammad Rizwan,AU Rashid,Shoaib Malik,0,0,0,50,104,24,24,4,1,-,caught and bowled,Mohammad Rizwan,,9,bat,England,2,Sharjah Cricket Stadium,2015,11,England_Pakistan_2015-11-30,tie,Pakistan,England,154
54,Umar Akmal,AU Rashid,Shoaib Malik,1,0,1,51,103,1,1,4,2,-,0,,,9,bat,England,2,Sharjah Cricket Stadium,2015,11,England_Pakistan_2015-11-30,tie,Pakistan,England,154
55,Shoaib Malik,AU Rashid,Umar Akmal,0,0,0,51,103,16,20,4,3,-,0,,,9,bat,England,2,Sharjah Cricket Stadium,2015,11,England_Pakistan_2015-11-30,tie,Pakistan,England,154
56,Shoaib Malik,AU Rashid,Umar Akmal,0,0,0,51,103,16,21,4,4,-,0,,,9,bat,England,2,Sharjah Cricket Stadium,2015,11,England_Pakistan_2015-11-30,tie,Pakistan,England,154
57,Shoaib Malik,AU Rashid,Umar Akmal,1,0,1,52,102,17,22,4,5,-,0,,,9,bat,England,2,Sharjah Cricket Stadium,2015,11,England_Pakistan_2015-11-30,tie,Pakistan,England,154
58,Umar Akmal,AU Rashid,Shoaib Malik,0,0,0,52,102,1,2,4,6,-,0,,,9,bat,England,2,Sharjah Cricket Stadium,2015,11,England_Pakistan_2015-11-30,tie,Pakistan,England,154
59,Shoaib Malik,MM Ali,Umar Akmal,1,0,1,53,101,18,23,4,1,-,0,,,10,bat,England,2,Sharjah Cricket Stadium,2015,11,England_Pakistan_2015-11-30,tie,Pakistan,England,154
60,Umar Akmal,MM Ali,Shoaib Malik,0,0,0,53,101,1,3,4,2,-,0,,,10,bat,England,2,Sharjah Cricket Stadium,2015,11,England_Pakistan_2015-11-30,tie,Pakistan,England,154
61,Umar Akmal,MM Ali,Shoaib Malik,1,0,1,54,100,2,4,4,3,-,0,,,10,bat,England,2,Sharjah Cricket Stadium,2015,11,England_Pakistan_2015-11-30,tie,Pakistan,England,154
62,Shoaib Malik,MM Ali,Umar Akmal,1,0,1,55,99,19,24,4,4,-,0,,,10,bat,England,2,Sharjah Cricket Stadium,2015,11,England_Pakistan_2015-11-30,tie,Pakistan,England,154
63,Umar Akmal,MM Ali,Shoaib Malik,0,0,0,55,99,2,5,4,5,-,0,,,10,bat,England,2,Sharjah Cricket Stadium,2015,11,England_Pakistan_2015-11-30,tie,Pakistan,England,154
64,Umar Akmal,MM Ali,Shoaib Malik,0,0,0,55,99,2,6,4,6,-,0,,,10,bat,England,2,Sharjah Cricket Stadium,2015,11,England_Pakistan_2015-11-30,tie,Pakistan,England,154
65,Shoaib Malik,AU Rashid,Umar Akmal,6,0,6,61,93,25,25,4,1,-,0,,,11,bat,England,2,Sharjah Cricket Stadium,2015,11,England_Pakistan_2015-11-30,tie,Pakistan,England,154
66,Shoaib Malik,AU Rashid,Umar Akmal,1,0,1,62,92,26,26,4,2,-,0,,,11,bat,England,2,Sharjah Cricket Stadium,2015,11,England_Pakistan_2015-11-30,tie,Pakistan,England,154
67,Umar Akmal,AU Rashid,Shoaib Malik,1,0,1,63,91,3,7,4,3,-,0,,,11,bat,England,2,Sharjah Cricket Stadium,2015,11,England_Pakistan_2015-11-30,tie,Pakistan,England,154
68,Shoaib Malik,AU Rashid,Umar Akmal,1,0,1,64,90,27,27,4,4,-,0,,,11,bat,England,2,Sharjah Cricket Stadium,2015,11,England_Pakistan_2015-11-30,tie,Pakistan,England,154
69,Umar Akmal,AU Rashid,Shoaib Malik,1,0,1,65,89,4,8,4,5,-,0,,,11,bat,England,2,Sharjah Cricket Stadium,2015,11,England_Pakistan_2015-11-30,tie,Pakistan,England,154
70,Shoaib Malik,AU Rashid,Umar Akmal,0,0,0,65,89,27,28,4,6,-,0,,,11,bat,England,2,Sharjah Cricket Stadium,2015,11,England_Pakistan_2015-11-30,tie,Pakistan,England,154
71,Umar Akmal,MM Ali,Shoaib Malik,0,0,0,65,89,4,9,5,1,-,caught,Umar Akmal,CJ Jordan,12,bat,England,2,Sharjah Cricket Stadium,2015,11,England_Pakistan_2015-11-30,tie,Pakistan,England,154
72,Shoaib Malik,MM Ali,Shahid Afridi,0,0,0,65,89,27,29,5,2,-,0,,,12,bat,England,2,Sharjah Cricket Stadium,2015,11,England_Pakistan_2015-11-30,tie,Pakistan,England,154
73,Shoaib Malik,MM Ali,Shahid Afridi,1,0,1,66,88,28,30,5,3,-,0,,,12,bat,England,2,Sharjah Cricket Stadium,2015,11,England_Pakistan_2015-11-30,tie,Pakistan,England,154
74,Shahid Afridi,MM Ali,Shoaib Malik,0,0,0,66,88,0,1,5,4,-,0,,,12,bat,England,2,Sharjah Cricket Stadium,2015,11,England_Pakistan_2015-11-30,tie,Pakistan,England,154
75,Shahid Afridi,MM Ali,Shoaib Malik,1,0,1,67,87,1,2,5,5,-,0,,,12,bat,England,2,Sharjah Cricket Stadium,2015,11,England_Pakistan_2015-11-30,tie,Pakistan,England,154
76,Shoaib Malik,MM Ali,Shahid Afridi,0,0,0,67,87,28,31,5,6,-,0,,,12,bat,England,2,Sharjah Cricket Stadium,2015,11,England_Pakistan_2015-11-30,tie,Pakistan,England,154
77,Shahid Afridi,AU Rashid,Shoaib Malik,0,0,0,67,87,1,3,5,1,-,0,,,13,bat,England,2,Sharjah Cricket Stadium,2015,11,England_Pakistan_2015-11-30,tie,Pakistan,England,154
78,Shahid Afridi,AU Rashid,Shoaib Malik,0,0,0,67,87,1,4,5,2,-,0,,,13,bat,England,2,Sharjah Cricket Stadium,2015,11,England_Pakistan_2015-11-30,tie,Pakistan,England,154
79,Shahid Afridi,AU Rashid,Shoaib Malik,6,0,6,73,81,7,5,5,3,-,0,,,13,bat,England,2,Sharjah Cricket Stadium,2015,11,England_Pakistan_2015-11-30,tie,Pakistan,England,154
80,Shahid Afridi,AU Rashid,Shoaib Malik,0,0,0,73,81,7,6,5,4,-,0,,,13,bat,England,2,Sharjah Cricket Stadium,2015,11,England_Pakistan_2015-11-30,tie,Pakistan,England,154
81,Shahid Afridi,AU Rashid,Shoaib Malik,1,0,1,74,80,8,7,5,5,-,0,,,13,bat,England,2,Sharjah Cricket Stadium,2015,11,England_Pakistan_2015-11-30,tie,Pakistan,England,154
82,Shoaib Malik,AU Rashid,Shahid Afridi,4,0,4,78,76,32,32,5,6,-,0,,,13,bat,England,2,Sharjah Cricket Stadium,2015,11,England_Pakistan_2015-11-30,tie,Pakistan,England,154
83,Shahid Afridi,MM Ali,Shoaib Malik,0,0,0,78,76,8,8,5,1,-,0,,,14,bat,England,2,Sharjah Cricket Stadium,2015,11,England_Pakistan_2015-11-30,tie,Pakistan,England,154
84,Shahid Afridi,MM Ali,Shoaib Malik,6,0,6,84,70,14,9,5,2,-,0,,,14,bat,England,2,Sharjah Cricket Stadium,2015,11,England_Pakistan_2015-11-30,tie,Pakistan,England,154
85,Shahid Afridi,MM Ali,Shoaib Malik,0,1,1,85,69,14,10,5,3,legbyes,0,,,14,bat,England,2,Sharjah Cricket Stadium,2015,11,England_Pakistan_2015-11-30,tie,Pakistan,England,154
86,Shoaib Malik,MM Ali,Shahid Afridi,0,0,0,85,69,32,33,5,4,-,0,,,14,bat,England,2,Sharjah Cricket Stadium,2015,11,England_Pakistan_2015-11-30,tie,Pakistan,England,154
87,Shoaib Malik,MM Ali,Shahid Afridi,6,0,6,91,63,38,34,5,5,-,0,,,14,bat,England,2,Sharjah Cricket Stadium,2015,11,England_Pakistan_2015-11-30,tie,Pakistan,England,154
88,Shoaib Malik,MM Ali,Shahid Afridi,1,0,1,92,62,39,35,5,6,-,0,,,14,bat,England,2,Sharjah Cricket Stadium,2015,11,England_Pakistan_2015-11-30,tie,Pakistan,England,154
89,Shoaib Malik,CR Woakes,Shahid Afridi,4,0,4,96,58,43,36,5,1,-,0,,,15,bat,England,2,Sharjah Cricket Stadium,2015,11,England_Pakistan_2015-11-30,tie,Pakistan,England,154
90,Shoaib Malik,CR Woakes,Shahid Afridi,4,0,4,100,54,47,37,5,2,-,0,,,15,bat,England,2,Sharjah Cricket Stadium,2015,11,England_Pakistan_2015-11-30,tie,Pakistan,England,154
91,Shoaib Malik,CR Woakes,Shahid Afridi,2,0,2,102,52,49,38,5,3,-,0,,,15,bat,England,2,Sharjah Cricket Stadium,2015,11,England_Pakistan_2015-11-30,tie,Pakistan,England,154
92,Shoaib Malik,CR Woakes,Shahid Afridi,1,0,1,103,51,50,39,5,4,-,0,,,15,bat,England,2,Sharjah Cricket Stadium,2015,11,England_Pakistan_2015-11-30,tie,Pakistan,England,154
93,Shahid Afridi,CR Woakes,Shoaib Malik,1,0,1,104,50,15,11,5,5,-,0,,,15,bat,England,2,Sharjah Cricket Stadium,2015,11,England_Pakistan_2015-11-30,tie,Pakistan,England,154
94,Shoaib Malik,CR Woakes,Shahid Afridi,0,0,0,104,50,50,40,5,6,-,0,,,15,bat,England,2,Sharjah Cricket Stadium,2015,11,England_Pakistan_2015-11-30,tie,Pakistan,England,154
95,Shahid Afridi,DJ Willey,Shoaib Malik,1,0,1,105,49,16,12,5,1,-,0,,,16,bat,England,2,Sharjah Cricket Stadium,2015,11,England_Pakistan_2015-11-30,tie,Pakistan,England,154
96,Shoaib Malik,DJ Willey,Shahid Afridi,1,0,1,106,48,51,41,5,2,-,0,,,16,bat,England,2,Sharjah Cricket Stadium,2015,11,England_Pakistan_2015-11-30,tie,Pakistan,England,154
97,Shahid Afridi,DJ Willey,Shoaib Malik,1,0,1,107,47,17,13,5,3,-,0,,,16,bat,England,2,Sharjah Cricket Stadium,2015,11,England_Pakistan_2015-11-30,tie,Pakistan,England,154
98,Shoaib Malik,DJ Willey,Shahid Afridi,1,0,1,108,46,52,42,5,4,-,0,,,16,bat,England,2,Sharjah Cricket Stadium,2015,11,England_Pakistan_2015-11-30,tie,Pakistan,England,154
99,Shahid Afridi,DJ Willey,Shoaib Malik,6,0,6,114,40,23,14,5,5,-,0,,,16,bat,England,2,Sharjah Cricket Stadium,2015,11,England_Pakistan_2015-11-30,tie,Pakistan,England,154
100,Shahid Afridi,DJ Willey,Shoaib Malik,1,0,1,115,39,24,15,5,6,-,0,,,16,bat,England,2,Sharjah Cricket Stadium,2015,11,England_Pakistan_2015-11-30,tie,Pakistan,England,154
101,Shahid Afridi,CJ Jordan,Shoaib Malik,2,0,2,117,37,26,16,5,1,-,0,,,17,bat,England,2,Sharjah Cricket Stadium,2015,11,England_Pakistan_2015-11-30,tie,Pakistan,England,154
102,Shahid Afridi,CJ Jordan,Shoaib Malik,1,0,1,118,36,27,17,5,2,-,0,,,17,bat,England,2,Sharjah Cricket Stadium,2015,11,England_Pakistan_2015-11-30,tie,Pakistan,England,154
103,Shoaib Malik,CJ Jordan,Shahid Afridi,4,0,4,122,32,56,43,5,3,-,0,,,17,bat,England,2,Sharjah Cricket Stadium,2015,11,England_Pakistan_2015-11-30,tie,Pakistan,England,154
104,Shoaib Malik,CJ Jordan,Shahid Afridi,2,0,2,124,30,58,44,5,4,-,0,,,17,bat,England,2,Sharjah Cricket Stadium,2015,11,England_Pakistan_2015-11-30,tie,Pakistan,England,154
105,Shoaib Malik,CJ Jordan,Shahid Afridi,1,0,1,125,29,59,45,5,5,-,0,,,17,bat,England,2,Sharjah Cricket Stadium,2015,11,England_Pakistan_2015-11-30,tie,Pakistan,England,154
106,Shahid Afridi,CJ Jordan,Shoaib Malik,1,0,1,126,28,28,18,5,6,-,0,,,17,bat,England,2,Sharjah Cricket Stadium,2015,11,England_Pakistan_2015-11-30,tie,Pakistan,England,154
107,Shahid Afridi,DJ Willey,Shoaib Malik,1,0,1,127,27,29,19,5,1,-,0,,,18,bat,England,2,Sharjah Cricket Stadium,2015,11,England_Pakistan_2015-11-30,tie,Pakistan,England,154
108,Shoaib Malik,DJ Willey,Shahid Afridi,1,0,1,128,26,60,46,5,2,-,0,,,18,bat,England,2,Sharjah Cricket Stadium,2015,11,England_Pakistan_2015-11-30,tie,Pakistan,England,154
109,Shahid Afridi,DJ Willey,Shoaib Malik,0,0,0,128,26,29,20,6,3,-,bowled,Shahid Afridi,,18,bat,England,2,Sharjah Cricket Stadium,2015,11,England_Pakistan_2015-11-30,tie,Pakistan,England,154
110,Sohail Tanvir,DJ Willey,Shoaib Malik,1,0,1,129,25,1,1,6,4,-,0,,,18,bat,England,2,Sharjah Cricket Stadium,2015,11,England_Pakistan_2015-11-30,tie,Pakistan,England,154
111,Shoaib Malik,DJ Willey,Sohail Tanvir,4,0,4,133,21,64,47,6,5,-,0,,,18,bat,England,2,Sharjah Cricket Stadium,2015,11,England_Pakistan_2015-11-30,tie,Pakistan,England,154
112,Shoaib Malik,DJ Willey,Sohail Tanvir,4,0,4,137,17,68,48,6,6,-,0,,,18,bat,England,2,Sharjah Cricket Stadium,2015,11,England_Pakistan_2015-11-30,tie,Pakistan,England,154
113,Sohail Tanvir,CJ Jordan,Shoaib Malik,1,0,1,138,16,2,2,6,1,-,0,,,19,bat,England,2,Sharjah Cricket Stadium,2015,11,England_Pakistan_2015-11-30,tie,Pakistan,England,154
114,Shoaib Malik,CJ Jordan,Sohail Tanvir,1,0,1,139,15,69,49,6,2,-,0,,,19,bat,England,2,Sharjah Cricket Stadium,2015,11,England_Pakistan_2015-11-30,tie,Pakistan,England,154
115,Sohail Tanvir,CJ Jordan,Shoaib Malik,1,0,1,140,14,3,3,6,3,-,0,,,19,bat,England,2,Sharjah Cricket Stadium,2015,11,England_Pakistan_2015-11-30,tie,Pakistan,England,154
116,Shoaib Malik,CJ Jordan,Sohail Tanvir,0,0,0,140,14,69,50,6,4,-,0,,,19,bat,England,2,Sharjah Cricket Stadium,2015,11,England_Pakistan_2015-11-30,tie,Pakistan,England,154
117,Shoaib Malik,CJ Jordan,Sohail Tanvir,4,0,4,144,10,73,51,6,5,-,0,,,19,bat,England,2,Sharjah Cricket Stadium,2015,11,England_Pakistan_2015-11-30,tie,Pakistan,England,154
118,Shoaib Malik,CJ Jordan,Sohail Tanvir,1,0,1,145,9,74,52,6,6,-,0,,,19,bat,England,2,Sharjah Cricket Stadium,2015,11,England_Pakistan_2015-11-30,tie,Pakistan,England,154
119,Shoaib Malik,CR Woakes,Sohail Tanvir,1,0,1,146,8,75,53,6,1,-,0,,,20,bat,England,2,Sharjah Cricket Stadium,2015,11,England_Pakistan_2015-11-30,tie,Pakistan,England,154
120,Sohail Tanvir,CR Woakes,Shoaib Malik,6,0,6,152,2,9,4,6,2,-,0,,,20,bat,England,2,Sharjah Cricket Stadium,2015,11,England_Pakistan_2015-11-30,tie,Pakistan,England,154
121,Sohail Tanvir,CR Woakes,Shoaib Malik,0,0,0,152,2,9,5,6,3,-,0,,,20,bat,England,2,Sharjah Cricket Stadium,2015,11,England_Pakistan_2015-11-30,tie,Pakistan,England,154
122,Sohail Tanvir,CR Woakes,Shoaib Malik,1,0,1,153,1,10,6,6,4,-,0,,,20,bat,England,2,Sharjah Cricket Stadium,2015,11,England_Pakistan_2015-11-30,tie,Pakistan,England,154
123,Shoaib Malik,CR Woakes,Sohail Tanvir,0,0,0,153,1,75,54,7,5,-,caught,Shoaib Malik,SW Billings,20,bat,England,2,Sharjah Cricket Stadium,2015,11,England_Pakistan_2015-11-30,tie,Pakistan,England,154
124,Sohail Tanvir,CR Woakes,Anwar Ali,0,1,1,154,0,10,7,7,6,byes,0,,,20,bat,England,2,Sharjah Cricket Stadium,2015,11,England_Pakistan_2015-11-30,tie,Pakistan,England,154
