,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,extra_type,review,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_final
23,TWM Latham,Zaman Khan,CJ Bowes,0,0,0,21,171,7,12,0,5,4,-,,0,,,bat,Pakistan,2,"Gaddafi Stadium, Lahore",2023,04,Pakistan_New Zealand_2023-04-15,Pakistan,New Zealand,Pakistan,154
24,TWM Latham,Zaman Khan,CJ Bowes,0,0,0,21,171,7,13,0,6,4,-,,0,,,bat,Pakistan,2,"Gaddafi Stadium, Lahore",2023,04,Pakistan_New Zealand_2023-04-15,Pakistan,New Zealand,Pakistan,154
25,TWM Latham,Zaman Khan,CJ Bowes,0,0,0,21,171,7,14,0,7,4,-,,0,,,bat,Pakistan,2,"Gaddafi Stadium, Lahore",2023,04,Pakistan_New Zealand_2023-04-15,Pakistan,New Zealand,Pakistan,154
26,CJ Bowes,Haris Rauf,TWM Latham,1,0,1,22,170,12,13,0,1,5,-,,0,,,bat,Pakistan,2,"Gaddafi Stadium, Lahore",2023,04,Pakistan_New Zealand_2023-04-15,Pakistan,New Zealand,Pakistan,154
27,TWM Latham,Haris Rauf,CJ Bowes,2,0,2,24,168,9,15,0,2,5,-,,0,,,bat,Pakistan,2,"Gaddafi Stadium, Lahore",2023,04,Pakistan_New Zealand_2023-04-15,Pakistan,New Zealand,Pakistan,154
28,TWM Latham,Haris Rauf,CJ Bowes,0,1,1,25,167,9,16,0,3,5,wides,,0,,,bat,Pakistan,2,"Gaddafi Stadium, Lahore",2023,04,Pakistan_New Zealand_2023-04-15,Pakistan,New Zealand,Pakistan,154
29,TWM Latham,Haris Rauf,CJ Bowes,1,0,1,26,166,10,17,0,4,5,-,,0,,,bat,Pakistan,2,"Gaddafi Stadium, Lahore",2023,04,Pakistan_New Zealand_2023-04-15,Pakistan,New Zealand,Pakistan,154
30,CJ Bowes,Haris Rauf,TWM Latham,0,0,0,26,166,12,14,0,5,5,-,,0,,,bat,Pakistan,2,"Gaddafi Stadium, Lahore",2023,04,Pakistan_New Zealand_2023-04-15,Pakistan,New Zealand,Pakistan,154
31,CJ Bowes,Haris Rauf,TWM Latham,4,0,4,30,162,16,15,0,6,5,-,,0,,,bat,Pakistan,2,"Gaddafi Stadium, Lahore",2023,04,Pakistan_New Zealand_2023-04-15,Pakistan,New Zealand,Pakistan,154
32,CJ Bowes,Haris Rauf,TWM Latham,1,0,1,31,161,17,16,0,7,5,-,,0,,,bat,Pakistan,2,"Gaddafi Stadium, Lahore",2023,04,Pakistan_New Zealand_2023-04-15,Pakistan,New Zealand,Pakistan,154
33,CJ Bowes,Zaman Khan,TWM Latham,1,0,1,32,160,18,17,0,1,6,-,,0,,,bat,Pakistan,2,"Gaddafi Stadium, Lahore",2023,04,Pakistan_New Zealand_2023-04-15,Pakistan,New Zealand,Pakistan,154
34,TWM Latham,Zaman Khan,CJ Bowes,1,0,1,33,159,11,18,0,2,6,-,,0,,,bat,Pakistan,2,"Gaddafi Stadium, Lahore",2023,04,Pakistan_New Zealand_2023-04-15,Pakistan,New Zealand,Pakistan,154
35,CJ Bowes,Zaman Khan,TWM Latham,1,0,1,34,158,19,18,0,3,6,-,,0,,,bat,Pakistan,2,"Gaddafi Stadium, Lahore",2023,04,Pakistan_New Zealand_2023-04-15,Pakistan,New Zealand,Pakistan,154
36,TWM Latham,Zaman Khan,CJ Bowes,0,0,0,34,158,11,19,0,4,6,-,,0,,,bat,Pakistan,2,"Gaddafi Stadium, Lahore",2023,04,Pakistan_New Zealand_2023-04-15,Pakistan,New Zealand,Pakistan,154
37,TWM Latham,Zaman Khan,CJ Bowes,0,1,1,35,157,11,20,0,5,6,wides,,0,,,bat,Pakistan,2,"Gaddafi Stadium, Lahore",2023,04,Pakistan_New Zealand_2023-04-15,Pakistan,New Zealand,Pakistan,154
38,TWM Latham,Zaman Khan,CJ Bowes,4,0,4,39,153,15,21,0,6,6,-,,0,,,bat,Pakistan,2,"Gaddafi Stadium, Lahore",2023,04,Pakistan_New Zealand_2023-04-15,Pakistan,New Zealand,Pakistan,154
39,TWM Latham,Zaman Khan,CJ Bowes,4,0,4,43,149,19,22,0,7,6,-,,0,,,bat,Pakistan,2,"Gaddafi Stadium, Lahore",2023,04,Pakistan_New Zealand_2023-04-15,Pakistan,New Zealand,Pakistan,154
40,CJ Bowes,Shadab Khan,TWM Latham,1,0,1,44,148,20,19,0,1,7,-,,0,,,bat,Pakistan,2,"Gaddafi Stadium, Lahore",2023,04,Pakistan_New Zealand_2023-04-15,Pakistan,New Zealand,Pakistan,154
41,TWM Latham,Shadab Khan,CJ Bowes,0,0,0,44,148,19,23,1,2,7,-,"{'by': 'New Zealand', 'umpire': 'Asif Yaqoob', 'batter': 'TWM Latham', 'decision': 'struck down', 'type': 'wicket'}",lbw,TWM Latham,,bat,Pakistan,2,"Gaddafi Stadium, Lahore",2023,04,Pakistan_New Zealand_2023-04-15,Pakistan,New Zealand,Pakistan,154
42,WA Young,Shadab Khan,CJ Bowes,1,0,1,45,147,1,1,1,3,7,-,,0,,,bat,Pakistan,2,"Gaddafi Stadium, Lahore",2023,04,Pakistan_New Zealand_2023-04-15,Pakistan,New Zealand,Pakistan,154
43,CJ Bowes,Shadab Khan,WA Young,4,0,4,49,143,24,20,1,4,7,-,,0,,,bat,Pakistan,2,"Gaddafi Stadium, Lahore",2023,04,Pakistan_New Zealand_2023-04-15,Pakistan,New Zealand,Pakistan,154
44,CJ Bowes,Shadab Khan,WA Young,0,0,0,49,143,24,21,1,5,7,-,,0,,,bat,Pakistan,2,"Gaddafi Stadium, Lahore",2023,04,Pakistan_New Zealand_2023-04-15,Pakistan,New Zealand,Pakistan,154
45,CJ Bowes,Shadab Khan,WA Young,1,0,1,50,142,25,22,1,6,7,-,,0,,,bat,Pakistan,2,"Gaddafi Stadium, Lahore",2023,04,Pakistan_New Zealand_2023-04-15,Pakistan,New Zealand,Pakistan,154
46,CJ Bowes,Imad Wasim,WA Young,1,0,1,51,141,26,23,1,1,8,-,,0,,,bat,Pakistan,2,"Gaddafi Stadium, Lahore",2023,04,Pakistan_New Zealand_2023-04-15,Pakistan,New Zealand,Pakistan,154
47,WA Young,Imad Wasim,CJ Bowes,0,0,0,51,141,1,2,1,2,8,-,,0,,,bat,Pakistan,2,"Gaddafi Stadium, Lahore",2023,04,Pakistan_New Zealand_2023-04-15,Pakistan,New Zealand,Pakistan,154
48,WA Young,Imad Wasim,CJ Bowes,0,0,0,51,141,1,3,1,3,8,-,,0,,,bat,Pakistan,2,"Gaddafi Stadium, Lahore",2023,04,Pakistan_New Zealand_2023-04-15,Pakistan,New Zealand,Pakistan,154
49,WA Young,Imad Wasim,CJ Bowes,1,0,1,52,140,2,4,1,4,8,-,,0,,,bat,Pakistan,2,"Gaddafi Stadium, Lahore",2023,04,Pakistan_New Zealand_2023-04-15,Pakistan,New Zealand,Pakistan,154
50,CJ Bowes,Imad Wasim,WA Young,0,0,0,52,140,26,24,2,5,8,-,,bowled,CJ Bowes,,bat,Pakistan,2,"Gaddafi Stadium, Lahore",2023,04,Pakistan_New Zealand_2023-04-15,Pakistan,New Zealand,Pakistan,154
51,MS Chapman,Imad Wasim,WA Young,1,0,1,53,139,1,1,2,6,8,-,,0,,,bat,Pakistan,2,"Gaddafi Stadium, Lahore",2023,04,Pakistan_New Zealand_2023-04-15,Pakistan,New Zealand,Pakistan,154
52,MS Chapman,Shadab Khan,WA Young,4,0,4,57,135,5,2,2,1,9,-,,0,,,bat,Pakistan,2,"Gaddafi Stadium, Lahore",2023,04,Pakistan_New Zealand_2023-04-15,Pakistan,New Zealand,Pakistan,154
53,MS Chapman,Shadab Khan,WA Young,1,0,1,58,134,6,3,2,2,9,-,,0,,,bat,Pakistan,2,"Gaddafi Stadium, Lahore",2023,04,Pakistan_New Zealand_2023-04-15,Pakistan,New Zealand,Pakistan,154
54,WA Young,Shadab Khan,MS Chapman,1,0,1,59,133,3,5,2,3,9,-,,0,,,bat,Pakistan,2,"Gaddafi Stadium, Lahore",2023,04,Pakistan_New Zealand_2023-04-15,Pakistan,New Zealand,Pakistan,154
55,MS Chapman,Shadab Khan,WA Young,0,0,0,59,133,6,4,2,4,9,-,,0,,,bat,Pakistan,2,"Gaddafi Stadium, Lahore",2023,04,Pakistan_New Zealand_2023-04-15,Pakistan,New Zealand,Pakistan,154
56,MS Chapman,Shadab Khan,WA Young,1,0,1,60,132,7,5,2,5,9,-,,0,,,bat,Pakistan,2,"Gaddafi Stadium, Lahore",2023,04,Pakistan_New Zealand_2023-04-15,Pakistan,New Zealand,Pakistan,154
57,WA Young,Shadab Khan,MS Chapman,0,0,0,60,132,3,6,2,6,9,-,,0,,,bat,Pakistan,2,"Gaddafi Stadium, Lahore",2023,04,Pakistan_New Zealand_2023-04-15,Pakistan,New Zealand,Pakistan,154
58,MS Chapman,Imad Wasim,WA Young,0,0,0,60,132,7,6,2,1,10,-,,0,,,bat,Pakistan,2,"Gaddafi Stadium, Lahore",2023,04,Pakistan_New Zealand_2023-04-15,Pakistan,New Zealand,Pakistan,154
59,MS Chapman,Imad Wasim,WA Young,6,0,6,66,126,13,7,2,2,10,-,,0,,,bat,Pakistan,2,"Gaddafi Stadium, Lahore",2023,04,Pakistan_New Zealand_2023-04-15,Pakistan,New Zealand,Pakistan,154
60,MS Chapman,Imad Wasim,WA Young,1,0,1,67,125,14,8,2,3,10,-,,0,,,bat,Pakistan,2,"Gaddafi Stadium, Lahore",2023,04,Pakistan_New Zealand_2023-04-15,Pakistan,New Zealand,Pakistan,154
61,WA Young,Imad Wasim,MS Chapman,1,0,1,68,124,4,7,2,4,10,-,,0,,,bat,Pakistan,2,"Gaddafi Stadium, Lahore",2023,04,Pakistan_New Zealand_2023-04-15,Pakistan,New Zealand,Pakistan,154
62,MS Chapman,Imad Wasim,WA Young,0,0,0,68,124,14,9,2,5,10,-,,0,,,bat,Pakistan,2,"Gaddafi Stadium, Lahore",2023,04,Pakistan_New Zealand_2023-04-15,Pakistan,New Zealand,Pakistan,154
63,MS Chapman,Imad Wasim,WA Young,3,0,3,71,121,17,10,2,6,10,-,,0,,,bat,Pakistan,2,"Gaddafi Stadium, Lahore",2023,04,Pakistan_New Zealand_2023-04-15,Pakistan,New Zealand,Pakistan,154
64,MS Chapman,Shadab Khan,WA Young,0,0,0,71,121,17,11,2,1,11,-,,0,,,bat,Pakistan,2,"Gaddafi Stadium, Lahore",2023,04,Pakistan_New Zealand_2023-04-15,Pakistan,New Zealand,Pakistan,154
65,MS Chapman,Shadab Khan,WA Young,1,0,1,72,120,18,12,2,2,11,-,,0,,,bat,Pakistan,2,"Gaddafi Stadium, Lahore",2023,04,Pakistan_New Zealand_2023-04-15,Pakistan,New Zealand,Pakistan,154
66,WA Young,Shadab Khan,MS Chapman,1,0,1,73,119,5,8,2,3,11,-,,0,,,bat,Pakistan,2,"Gaddafi Stadium, Lahore",2023,04,Pakistan_New Zealand_2023-04-15,Pakistan,New Zealand,Pakistan,154
67,MS Chapman,Shadab Khan,WA Young,6,0,6,79,113,24,13,2,4,11,-,,0,,,bat,Pakistan,2,"Gaddafi Stadium, Lahore",2023,04,Pakistan_New Zealand_2023-04-15,Pakistan,New Zealand,Pakistan,154
68,MS Chapman,Shadab Khan,WA Young,1,0,1,80,112,25,14,2,5,11,-,,0,,,bat,Pakistan,2,"Gaddafi Stadium, Lahore",2023,04,Pakistan_New Zealand_2023-04-15,Pakistan,New Zealand,Pakistan,154
69,WA Young,Shadab Khan,MS Chapman,4,0,4,84,108,9,9,2,6,11,-,,0,,,bat,Pakistan,2,"Gaddafi Stadium, Lahore",2023,04,Pakistan_New Zealand_2023-04-15,Pakistan,New Zealand,Pakistan,154
70,MS Chapman,Haris Rauf,WA Young,1,0,1,85,107,26,15,2,1,12,-,,0,,,bat,Pakistan,2,"Gaddafi Stadium, Lahore",2023,04,Pakistan_New Zealand_2023-04-15,Pakistan,New Zealand,Pakistan,154
71,WA Young,Haris Rauf,MS Chapman,0,0,0,85,107,9,10,2,2,12,-,,0,,,bat,Pakistan,2,"Gaddafi Stadium, Lahore",2023,04,Pakistan_New Zealand_2023-04-15,Pakistan,New Zealand,Pakistan,154
72,WA Young,Haris Rauf,MS Chapman,0,0,0,85,107,9,11,2,3,12,-,,0,,,bat,Pakistan,2,"Gaddafi Stadium, Lahore",2023,04,Pakistan_New Zealand_2023-04-15,Pakistan,New Zealand,Pakistan,154
73,WA Young,Haris Rauf,MS Chapman,0,0,0,85,107,9,12,3,4,12,-,,caught,WA Young,Shadab Khan,bat,Pakistan,2,"Gaddafi Stadium, Lahore",2023,04,Pakistan_New Zealand_2023-04-15,Pakistan,New Zealand,Pakistan,154
74,DJ Mitchell,Haris Rauf,MS Chapman,1,0,1,86,106,1,1,3,5,12,-,,0,,,bat,Pakistan,2,"Gaddafi Stadium, Lahore",2023,04,Pakistan_New Zealand_2023-04-15,Pakistan,New Zealand,Pakistan,154
75,MS Chapman,Haris Rauf,DJ Mitchell,1,0,1,87,105,27,16,3,6,12,-,,0,,,bat,Pakistan,2,"Gaddafi Stadium, Lahore",2023,04,Pakistan_New Zealand_2023-04-15,Pakistan,New Zealand,Pakistan,154
76,MS Chapman,Faheem Ashraf,DJ Mitchell,4,0,4,91,101,31,17,3,1,13,-,,0,,,bat,Pakistan,2,"Gaddafi Stadium, Lahore",2023,04,Pakistan_New Zealand_2023-04-15,Pakistan,New Zealand,Pakistan,154
77,MS Chapman,Faheem Ashraf,DJ Mitchell,1,0,1,92,100,32,18,3,2,13,-,,0,,,bat,Pakistan,2,"Gaddafi Stadium, Lahore",2023,04,Pakistan_New Zealand_2023-04-15,Pakistan,New Zealand,Pakistan,154
78,DJ Mitchell,Faheem Ashraf,MS Chapman,1,0,1,93,99,2,2,3,3,13,-,,0,,,bat,Pakistan,2,"Gaddafi Stadium, Lahore",2023,04,Pakistan_New Zealand_2023-04-15,Pakistan,New Zealand,Pakistan,154
79,MS Chapman,Faheem Ashraf,DJ Mitchell,4,0,4,97,95,36,19,3,4,13,-,,0,,,bat,Pakistan,2,"Gaddafi Stadium, Lahore",2023,04,Pakistan_New Zealand_2023-04-15,Pakistan,New Zealand,Pakistan,154
80,MS Chapman,Faheem Ashraf,DJ Mitchell,2,0,2,99,93,38,20,3,5,13,-,,0,,,bat,Pakistan,2,"Gaddafi Stadium, Lahore",2023,04,Pakistan_New Zealand_2023-04-15,Pakistan,New Zealand,Pakistan,154
81,MS Chapman,Faheem Ashraf,DJ Mitchell,0,0,0,99,93,38,21,3,6,13,-,,0,,,bat,Pakistan,2,"Gaddafi Stadium, Lahore",2023,04,Pakistan_New Zealand_2023-04-15,Pakistan,New Zealand,Pakistan,154
82,DJ Mitchell,Zaman Khan,MS Chapman,2,0,2,101,91,4,3,3,1,14,-,,0,,,bat,Pakistan,2,"Gaddafi Stadium, Lahore",2023,04,Pakistan_New Zealand_2023-04-15,Pakistan,New Zealand,Pakistan,154
83,DJ Mitchell,Zaman Khan,MS Chapman,0,1,1,102,90,4,4,3,2,14,legbyes,,0,,,bat,Pakistan,2,"Gaddafi Stadium, Lahore",2023,04,Pakistan_New Zealand_2023-04-15,Pakistan,New Zealand,Pakistan,154
84,MS Chapman,Zaman Khan,DJ Mitchell,0,0,0,102,90,38,22,3,3,14,-,,0,,,bat,Pakistan,2,"Gaddafi Stadium, Lahore",2023,04,Pakistan_New Zealand_2023-04-15,Pakistan,New Zealand,Pakistan,154
85,MS Chapman,Zaman Khan,DJ Mitchell,1,0,1,103,89,39,23,3,4,14,-,,0,,,bat,Pakistan,2,"Gaddafi Stadium, Lahore",2023,04,Pakistan_New Zealand_2023-04-15,Pakistan,New Zealand,Pakistan,154
86,DJ Mitchell,Zaman Khan,MS Chapman,4,0,4,107,85,8,5,3,5,14,-,,0,,,bat,Pakistan,2,"Gaddafi Stadium, Lahore",2023,04,Pakistan_New Zealand_2023-04-15,Pakistan,New Zealand,Pakistan,154
87,DJ Mitchell,Zaman Khan,MS Chapman,1,0,1,108,84,9,6,3,6,14,-,,0,,,bat,Pakistan,2,"Gaddafi Stadium, Lahore",2023,04,Pakistan_New Zealand_2023-04-15,Pakistan,New Zealand,Pakistan,154
88,DJ Mitchell,Haris Rauf,MS Chapman,0,0,0,108,84,9,7,4,1,15,-,,caught,DJ Mitchell,Shadab Khan,bat,Pakistan,2,"Gaddafi Stadium, Lahore",2023,04,Pakistan_New Zealand_2023-04-15,Pakistan,New Zealand,Pakistan,154
89,JDS Neesham,Haris Rauf,MS Chapman,1,0,1,109,83,1,1,4,2,15,-,,0,,,bat,Pakistan,2,"Gaddafi Stadium, Lahore",2023,04,Pakistan_New Zealand_2023-04-15,Pakistan,New Zealand,Pakistan,154
90,MS Chapman,Haris Rauf,JDS Neesham,2,0,2,111,81,41,24,4,3,15,-,,0,,,bat,Pakistan,2,"Gaddafi Stadium, Lahore",2023,04,Pakistan_New Zealand_2023-04-15,Pakistan,New Zealand,Pakistan,154
91,MS Chapman,Haris Rauf,JDS Neesham,0,0,0,111,81,41,25,4,4,15,-,,0,,,bat,Pakistan,2,"Gaddafi Stadium, Lahore",2023,04,Pakistan_New Zealand_2023-04-15,Pakistan,New Zealand,Pakistan,154
92,MS Chapman,Haris Rauf,JDS Neesham,1,0,1,112,80,42,26,4,5,15,-,,0,,,bat,Pakistan,2,"Gaddafi Stadium, Lahore",2023,04,Pakistan_New Zealand_2023-04-15,Pakistan,New Zealand,Pakistan,154
93,JDS Neesham,Haris Rauf,MS Chapman,0,0,0,112,80,1,2,5,6,15,-,,caught,JDS Neesham,Shaheen Shah Afridi,bat,Pakistan,2,"Gaddafi Stadium, Lahore",2023,04,Pakistan_New Zealand_2023-04-15,Pakistan,New Zealand,Pakistan,154
94,MS Chapman,Faheem Ashraf,R Ravindra,0,0,0,112,80,42,27,5,1,16,-,,0,,,bat,Pakistan,2,"Gaddafi Stadium, Lahore",2023,04,Pakistan_New Zealand_2023-04-15,Pakistan,New Zealand,Pakistan,154
95,MS Chapman,Faheem Ashraf,R Ravindra,1,0,1,113,79,43,28,5,2,16,-,,0,,,bat,Pakistan,2,"Gaddafi Stadium, Lahore",2023,04,Pakistan_New Zealand_2023-04-15,Pakistan,New Zealand,Pakistan,154
96,R Ravindra,Faheem Ashraf,MS Chapman,1,0,1,114,78,1,1,5,3,16,-,,0,,,bat,Pakistan,2,"Gaddafi Stadium, Lahore",2023,04,Pakistan_New Zealand_2023-04-15,Pakistan,New Zealand,Pakistan,154
97,MS Chapman,Faheem Ashraf,R Ravindra,6,0,6,120,72,49,29,5,4,16,-,,0,,,bat,Pakistan,2,"Gaddafi Stadium, Lahore",2023,04,Pakistan_New Zealand_2023-04-15,Pakistan,New Zealand,Pakistan,154
98,MS Chapman,Faheem Ashraf,R Ravindra,1,0,1,121,71,50,30,5,5,16,-,,0,,,bat,Pakistan,2,"Gaddafi Stadium, Lahore",2023,04,Pakistan_New Zealand_2023-04-15,Pakistan,New Zealand,Pakistan,154
99,R Ravindra,Faheem Ashraf,MS Chapman,2,0,2,123,69,3,2,5,6,16,-,,0,,,bat,Pakistan,2,"Gaddafi Stadium, Lahore",2023,04,Pakistan_New Zealand_2023-04-15,Pakistan,New Zealand,Pakistan,154
100,MS Chapman,Shaheen Shah Afridi,R Ravindra,0,1,1,124,68,50,31,5,1,17,legbyes,,0,,,bat,Pakistan,2,"Gaddafi Stadium, Lahore",2023,04,Pakistan_New Zealand_2023-04-15,Pakistan,New Zealand,Pakistan,154
101,R Ravindra,Shaheen Shah Afridi,MS Chapman,1,0,1,125,67,4,3,5,2,17,-,,0,,,bat,Pakistan,2,"Gaddafi Stadium, Lahore",2023,04,Pakistan_New Zealand_2023-04-15,Pakistan,New Zealand,Pakistan,154
102,MS Chapman,Shaheen Shah Afridi,R Ravindra,0,0,0,125,67,50,32,5,3,17,-,,0,,,bat,Pakistan,2,"Gaddafi Stadium, Lahore",2023,04,Pakistan_New Zealand_2023-04-15,Pakistan,New Zealand,Pakistan,154
103,MS Chapman,Shaheen Shah Afridi,R Ravindra,1,0,1,126,66,51,33,5,4,17,-,,0,,,bat,Pakistan,2,"Gaddafi Stadium, Lahore",2023,04,Pakistan_New Zealand_2023-04-15,Pakistan,New Zealand,Pakistan,154
104,R Ravindra,Shaheen Shah Afridi,MS Chapman,1,0,1,127,65,5,4,5,5,17,-,,0,,,bat,Pakistan,2,"Gaddafi Stadium, Lahore",2023,04,Pakistan_New Zealand_2023-04-15,Pakistan,New Zealand,Pakistan,154
105,MS Chapman,Shaheen Shah Afridi,R Ravindra,4,0,4,131,61,55,34,5,6,17,-,,0,,,bat,Pakistan,2,"Gaddafi Stadium, Lahore",2023,04,Pakistan_New Zealand_2023-04-15,Pakistan,New Zealand,Pakistan,154
106,R Ravindra,Haris Rauf,MS Chapman,0,0,0,131,61,5,5,5,1,18,-,,0,,,bat,Pakistan,2,"Gaddafi Stadium, Lahore",2023,04,Pakistan_New Zealand_2023-04-15,Pakistan,New Zealand,Pakistan,154
107,R Ravindra,Haris Rauf,MS Chapman,0,0,0,131,61,5,6,6,2,18,-,,caught,R Ravindra,Fakhar Zaman,bat,Pakistan,2,"Gaddafi Stadium, Lahore",2023,04,Pakistan_New Zealand_2023-04-15,Pakistan,New Zealand,Pakistan,154
