,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,over,wicket_type,player_out,fielder,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team
16,AJ Finch,K Rabada,DA Warner,1,0,1,27,131,20,12,0,4,-,3,0,,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
17,DA Warner,K Rabada,AJ Finch,4,0,4,31,127,8,6,0,5,-,3,0,,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
18,DA Warner,K Rabada,AJ Finch,1,0,1,32,126,9,7,0,6,-,3,0,,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
19,DA Warner,A Nortje,AJ Finch,1,0,1,33,125,10,8,0,1,-,4,0,,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
20,AJ Finch,A Nortje,DA Warner,4,0,4,37,121,24,13,0,2,-,4,0,,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
21,AJ Finch,A Nortje,DA Warner,1,0,1,38,120,25,14,0,3,-,4,0,,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
22,DA Warner,A Nortje,AJ Finch,4,0,4,42,116,14,9,0,4,-,4,0,,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
23,DA Warner,A Nortje,AJ Finch,4,0,4,46,112,18,10,0,5,-,4,0,,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
24,DA Warner,A Nortje,AJ Finch,4,0,4,50,108,22,11,0,6,-,4,0,,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
25,AJ Finch,L Ngidi,DA Warner,4,0,4,54,104,29,15,0,1,-,5,0,,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
26,AJ Finch,L Ngidi,DA Warner,4,0,4,58,100,33,16,0,2,-,5,0,,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
27,AJ Finch,L Ngidi,DA Warner,1,0,1,59,99,34,17,0,3,-,5,0,,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
28,DA Warner,L Ngidi,AJ Finch,0,1,1,60,98,22,12,0,4,wides,5,0,,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
29,DA Warner,L Ngidi,AJ Finch,0,1,1,61,97,22,13,0,5,legbyes,5,0,,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
30,AJ Finch,L Ngidi,DA Warner,1,0,1,62,96,35,18,0,6,-,5,0,,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
31,DA Warner,L Ngidi,AJ Finch,1,0,1,63,95,23,14,0,7,-,5,0,,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
32,DA Warner,D Pretorius,AJ Finch,6,0,6,69,89,29,15,0,1,-,6,0,,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
33,DA Warner,D Pretorius,AJ Finch,1,0,1,70,88,30,16,0,2,-,6,0,,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
34,AJ Finch,D Pretorius,DA Warner,0,1,1,71,87,35,19,0,3,wides,6,0,,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
35,AJ Finch,D Pretorius,DA Warner,1,0,1,72,86,36,20,0,4,-,6,0,,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
36,DA Warner,D Pretorius,AJ Finch,0,0,0,72,86,30,17,0,5,-,6,0,,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
37,DA Warner,D Pretorius,AJ Finch,1,0,1,73,85,31,18,0,6,-,6,0,,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
38,AJ Finch,D Pretorius,DA Warner,2,0,2,75,83,38,21,0,7,-,6,0,,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
39,DA Warner,T Shamsi,AJ Finch,1,0,1,76,82,32,19,0,1,-,7,0,,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
40,AJ Finch,T Shamsi,DA Warner,4,0,4,80,78,42,22,0,2,-,7,0,,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
41,AJ Finch,T Shamsi,DA Warner,0,0,0,80,78,42,23,0,3,-,7,0,,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
42,AJ Finch,T Shamsi,DA Warner,2,0,2,82,76,44,24,0,4,-,7,0,,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
43,AJ Finch,T Shamsi,DA Warner,1,0,1,83,75,45,25,0,5,-,7,0,,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
44,DA Warner,T Shamsi,AJ Finch,1,0,1,84,74,33,20,0,6,-,7,0,,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
45,DA Warner,L Ngidi,AJ Finch,1,0,1,85,73,34,21,0,1,-,8,0,,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
46,AJ Finch,L Ngidi,DA Warner,0,1,1,86,72,45,26,0,2,wides,8,0,,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
47,AJ Finch,L Ngidi,DA Warner,1,0,1,87,71,46,27,0,3,-,8,0,,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
48,DA Warner,L Ngidi,AJ Finch,2,0,2,89,69,36,22,0,4,-,8,0,,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
49,DA Warner,L Ngidi,AJ Finch,0,1,1,90,68,36,23,0,5,wides,8,0,,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
50,DA Warner,L Ngidi,AJ Finch,1,0,1,91,67,37,24,0,6,-,8,0,,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
51,AJ Finch,L Ngidi,DA Warner,1,0,1,92,66,47,28,0,7,-,8,0,,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
52,DA Warner,L Ngidi,AJ Finch,1,0,1,93,65,38,25,0,8,-,8,0,,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
53,DA Warner,T Shamsi,AJ Finch,0,0,0,93,65,38,26,0,1,-,9,0,,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
54,DA Warner,T Shamsi,AJ Finch,4,0,4,97,61,42,27,0,2,-,9,0,,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
55,DA Warner,T Shamsi,AJ Finch,1,0,1,98,60,43,28,0,3,-,9,0,,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
56,AJ Finch,T Shamsi,DA Warner,1,0,1,99,59,48,29,0,4,-,9,0,,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
57,DA Warner,T Shamsi,AJ Finch,2,0,2,101,57,45,29,0,5,-,9,0,,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
58,DA Warner,T Shamsi,AJ Finch,1,0,1,102,56,46,30,0,6,-,9,0,,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
59,DA Warner,D Pretorius,AJ Finch,1,0,1,103,55,47,31,0,1,-,10,0,,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
60,AJ Finch,D Pretorius,DA Warner,2,0,2,105,53,50,30,0,2,-,10,0,,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
61,AJ Finch,D Pretorius,DA Warner,1,0,1,106,52,51,31,0,3,-,10,0,,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
62,DA Warner,D Pretorius,AJ Finch,6,0,6,112,46,53,32,0,4,-,10,0,,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
63,DA Warner,D Pretorius,AJ Finch,1,0,1,113,45,54,33,0,5,-,10,0,,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
64,AJ Finch,D Pretorius,DA Warner,1,0,1,114,44,52,32,0,6,-,10,0,,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
65,AJ Finch,T Shamsi,DA Warner,1,0,1,115,43,53,33,0,1,-,11,0,,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
66,DA Warner,T Shamsi,AJ Finch,2,0,2,117,41,56,34,0,2,-,11,0,,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
67,DA Warner,T Shamsi,AJ Finch,1,0,1,118,40,57,35,0,3,-,11,0,,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
68,AJ Finch,T Shamsi,DA Warner,0,1,1,119,39,53,34,0,4,legbyes,11,0,,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
69,DA Warner,T Shamsi,AJ Finch,0,0,0,119,39,57,36,0,5,-,11,0,,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
70,DA Warner,T Shamsi,AJ Finch,0,0,0,119,39,57,37,0,6,-,11,0,,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
71,AJ Finch,A Nortje,DA Warner,1,0,1,120,38,54,35,0,1,-,12,0,,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
72,DA Warner,A Nortje,AJ Finch,0,0,0,120,38,57,38,0,2,-,12,0,,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
73,DA Warner,A Nortje,AJ Finch,0,0,0,120,38,57,39,1,3,-,12,caught,DA Warner,DA Miller,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
74,AJ Finch,A Nortje,MS Wade,0,0,0,120,38,54,36,1,4,-,12,0,,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
75,AJ Finch,A Nortje,MS Wade,0,0,0,120,38,54,37,1,5,-,12,0,,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
76,AJ Finch,A Nortje,MS Wade,1,0,1,121,37,55,38,1,6,-,12,0,,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
77,AJ Finch,T Shamsi,MS Wade,0,1,1,122,36,55,39,1,1,legbyes,13,0,,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
78,MS Wade,T Shamsi,AJ Finch,0,0,0,122,36,0,1,1,2,-,13,0,,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
79,MS Wade,T Shamsi,AJ Finch,1,0,1,123,35,1,2,1,3,-,13,0,,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
80,AJ Finch,T Shamsi,MS Wade,0,0,0,123,35,55,40,2,4,-,13,lbw,AJ Finch,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
81,MR Marsh,T Shamsi,MS Wade,1,0,1,124,34,1,1,2,5,-,13,0,,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
82,MS Wade,T Shamsi,MR Marsh,1,0,1,125,33,2,3,2,6,-,13,0,,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
83,MS Wade,K Rabada,MR Marsh,0,0,0,125,33,2,4,2,1,-,14,0,,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
84,MS Wade,K Rabada,MR Marsh,1,0,1,126,32,3,5,2,2,-,14,0,,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
85,MR Marsh,K Rabada,MS Wade,0,0,0,126,32,1,2,2,3,-,14,0,,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
86,MR Marsh,K Rabada,MS Wade,2,0,2,128,30,3,3,2,4,-,14,0,,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
87,MR Marsh,K Rabada,MS Wade,6,0,6,134,24,9,4,2,5,-,14,0,,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
88,MR Marsh,K Rabada,MS Wade,1,0,1,135,23,10,5,2,6,-,14,0,,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
89,MR Marsh,D Pretorius,MS Wade,1,0,1,136,22,11,6,2,1,-,15,0,,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
90,MS Wade,D Pretorius,MR Marsh,1,0,1,137,21,4,6,2,2,-,15,0,,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
91,MR Marsh,D Pretorius,MS Wade,0,0,0,137,21,11,7,2,3,-,15,0,,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
92,MR Marsh,D Pretorius,MS Wade,0,1,1,138,20,11,8,2,4,wides,15,0,,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
93,MR Marsh,D Pretorius,MS Wade,1,0,1,139,19,12,9,2,5,-,15,0,,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
94,MS Wade,D Pretorius,MR Marsh,0,0,0,139,19,4,7,2,6,-,15,0,,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
95,MS Wade,D Pretorius,MR Marsh,6,0,6,145,13,10,8,2,7,-,15,0,,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
96,MR Marsh,L Ngidi,MS Wade,1,0,1,146,12,13,10,2,1,-,16,0,,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
97,MS Wade,L Ngidi,MR Marsh,0,0,0,146,12,10,9,3,2,-,16,caught,MS Wade,Q de Kock,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
98,MR Marsh,L Ngidi,SPD Smith,4,0,4,150,8,17,11,3,3,-,16,0,,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
99,MR Marsh,L Ngidi,SPD Smith,0,0,0,150,8,17,12,3,4,-,16,0,,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
100,MR Marsh,L Ngidi,SPD Smith,0,0,0,150,8,17,13,3,5,-,16,0,,,"{'by': 'Australia', 'umpire': 'AT Holdstock', 'batter': 'MR Marsh', 'decision': 'upheld'}",field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
101,MR Marsh,L Ngidi,SPD Smith,1,0,1,151,7,18,14,3,6,-,16,0,,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
102,MR Marsh,D Pretorius,SPD Smith,0,1,1,152,6,18,15,3,1,wides,17,0,,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
103,MR Marsh,D Pretorius,SPD Smith,0,1,1,153,5,18,16,3,2,wides,17,0,,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
104,MR Marsh,D Pretorius,SPD Smith,0,0,0,153,5,18,17,3,3,-,17,0,,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
105,MR Marsh,D Pretorius,SPD Smith,1,0,1,154,4,19,18,3,4,-,17,0,,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
106,SPD Smith,D Pretorius,MR Marsh,1,0,1,155,3,1,1,3,5,-,17,0,,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
107,MR Marsh,D Pretorius,SPD Smith,0,0,0,155,3,19,19,4,6,-,17,caught,MR Marsh,T Shamsi,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
108,SPD Smith,D Pretorius,AT Carey,3,0,3,158,0,4,2,4,7,-,17,0,,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
109,AT Carey,D Pretorius,SPD Smith,1,0,1,159,-1,1,1,4,8,-,17,0,,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
110,AT Carey,L Ngidi,SPD Smith,2,0,2,161,-3,3,2,4,1,-,18,0,,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
111,AT Carey,L Ngidi,SPD Smith,1,0,1,162,-4,4,3,4,2,-,18,0,,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
112,SPD Smith,L Ngidi,AT Carey,0,0,0,162,-4,4,3,4,3,-,18,0,,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
113,SPD Smith,L Ngidi,AT Carey,1,0,1,163,-5,5,4,4,4,-,18,0,,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
114,AT Carey,L Ngidi,SPD Smith,1,0,1,164,-6,5,4,4,5,-,18,0,,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
115,SPD Smith,L Ngidi,AT Carey,1,0,1,165,-7,6,5,4,6,-,18,0,,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
116,SPD Smith,K Rabada,AT Carey,0,1,1,166,-8,6,6,4,1,noballs,19,0,,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
117,SPD Smith,K Rabada,AT Carey,2,0,2,168,-10,8,7,4,2,-,19,0,,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
118,SPD Smith,K Rabada,AT Carey,1,0,1,169,-11,9,8,4,3,-,19,0,,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
119,AT Carey,K Rabada,SPD Smith,2,0,2,171,-13,7,5,4,4,-,19,0,,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
120,AT Carey,K Rabada,SPD Smith,0,0,0,171,-13,7,6,5,5,-,19,bowled,AT Carey,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
121,AC Agar,K Rabada,SPD Smith,1,0,1,172,-14,1,1,5,6,-,19,0,,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
122,SPD Smith,K Rabada,AC Agar,1,0,1,173,-15,10,9,5,7,-,19,0,,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
123,SPD Smith,A Nortje,AC Agar,6,0,6,179,-21,16,10,5,1,-,20,0,,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
124,SPD Smith,A Nortje,AC Agar,2,0,2,181,-23,18,11,5,2,-,20,0,,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
125,SPD Smith,A Nortje,AC Agar,2,0,2,183,-25,20,12,5,3,-,20,0,,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
126,SPD Smith,A Nortje,AC Agar,6,0,6,189,-31,26,13,5,4,-,20,0,,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
127,SPD Smith,A Nortje,AC Agar,2,0,2,191,-33,28,14,5,5,-,20,0,,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
128,SPD Smith,A Nortje,AC Agar,2,0,2,193,-35,30,15,5,6,-,20,0,,,,field,South Africa,1,Newlands,2020,02,South Africa_Australia_2020-02-26,Australia,Australia,South Africa
