,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,extra_type,wicket_type,player_out,fielder,over,toss_decision,toss_winner,innings,venue,date,winning_team,batting_team,bowling_team
16,KA Pollard,SCJ Broad,DJ Bravo,1,0,1,22,1,1,4,-,0,,,3,bat,England,2,Kennington Oval,2009-06-15,West Indies,West Indies,England
17,DJ Bravo,SCJ Broad,KA Pollard,1,0,1,23,6,4,5,-,0,,,3,bat,England,2,Kennington Oval,2009-06-15,West Indies,West Indies,England
18,KA Pollard,SCJ Broad,DJ Bravo,0,0,0,23,1,2,6,-,0,,,3,bat,England,2,Kennington Oval,2009-06-15,West Indies,West Indies,England
19,DJ Bravo,GP Swann,KA Pollard,0,0,0,23,6,5,1,-,0,,,4,bat,England,2,Kennington Oval,2009-06-15,West Indies,West Indies,England
20,DJ Bravo,GP Swann,KA Pollard,0,0,0,23,6,6,2,-,0,,,4,bat,England,2,Kennington Oval,2009-06-15,West Indies,West Indies,England
21,DJ Bravo,GP Swann,KA Pollard,1,0,1,24,7,7,3,-,0,,,4,bat,England,2,Kennington Oval,2009-06-15,West Indies,West Indies,England
22,KA Pollard,GP Swann,DJ Bravo,0,1,1,25,1,3,4,legbyes,0,,,4,bat,England,2,Kennington Oval,2009-06-15,West Indies,West Indies,England
23,DJ Bravo,GP Swann,KA Pollard,1,0,1,26,8,8,5,-,0,,,4,bat,England,2,Kennington Oval,2009-06-15,West Indies,West Indies,England
24,KA Pollard,GP Swann,DJ Bravo,6,0,6,32,7,4,6,-,0,,,4,bat,England,2,Kennington Oval,2009-06-15,West Indies,West Indies,England
25,DJ Bravo,AU Rashid,KA Pollard,6,0,6,38,14,9,1,-,0,,,5,bat,England,2,Kennington Oval,2009-06-15,West Indies,West Indies,England
26,DJ Bravo,AU Rashid,KA Pollard,1,0,1,39,15,10,2,-,0,,,5,bat,England,2,Kennington Oval,2009-06-15,West Indies,West Indies,England
27,KA Pollard,AU Rashid,DJ Bravo,2,0,2,41,9,5,3,-,0,,,5,bat,England,2,Kennington Oval,2009-06-15,West Indies,West Indies,England
28,KA Pollard,AU Rashid,DJ Bravo,0,0,0,41,9,6,4,-,bowled,KA Pollard,,5,bat,England,2,Kennington Oval,2009-06-15,West Indies,West Indies,England
29,S Chanderpaul,AU Rashid,DJ Bravo,1,0,1,42,1,1,5,-,0,,,5,bat,England,2,Kennington Oval,2009-06-15,West Indies,West Indies,England
30,DJ Bravo,AU Rashid,S Chanderpaul,1,0,1,43,16,11,6,-,0,,,5,bat,England,2,Kennington Oval,2009-06-15,West Indies,West Indies,England
31,DJ Bravo,GP Swann,S Chanderpaul,2,0,2,45,18,12,1,-,0,,,6,bat,England,2,Kennington Oval,2009-06-15,West Indies,West Indies,England
32,DJ Bravo,GP Swann,S Chanderpaul,0,0,0,45,18,13,2,-,stumped,DJ Bravo,JS Foster,6,bat,England,2,Kennington Oval,2009-06-15,West Indies,West Indies,England
33,RR Sarwan,GP Swann,S Chanderpaul,0,1,1,46,0,1,3,wides,0,,,6,bat,England,2,Kennington Oval,2009-06-15,West Indies,West Indies,England
34,RR Sarwan,GP Swann,S Chanderpaul,2,0,2,48,2,2,4,-,0,,,6,bat,England,2,Kennington Oval,2009-06-15,West Indies,West Indies,England
35,RR Sarwan,GP Swann,S Chanderpaul,1,0,1,49,3,3,5,-,0,,,6,bat,England,2,Kennington Oval,2009-06-15,West Indies,West Indies,England
36,S Chanderpaul,GP Swann,RR Sarwan,1,0,1,50,2,2,6,-,0,,,6,bat,England,2,Kennington Oval,2009-06-15,West Indies,West Indies,England
37,RR Sarwan,GP Swann,S Chanderpaul,1,0,1,51,4,4,7,-,0,,,6,bat,England,2,Kennington Oval,2009-06-15,West Indies,West Indies,England
38,RR Sarwan,JM Anderson,S Chanderpaul,1,0,1,52,5,5,1,-,0,,,7,bat,England,2,Kennington Oval,2009-06-15,West Indies,West Indies,England
39,S Chanderpaul,JM Anderson,RR Sarwan,1,0,1,53,3,3,2,-,0,,,7,bat,England,2,Kennington Oval,2009-06-15,West Indies,West Indies,England
40,RR Sarwan,JM Anderson,S Chanderpaul,0,1,1,54,5,6,3,wides,0,,,7,bat,England,2,Kennington Oval,2009-06-15,West Indies,West Indies,England
41,RR Sarwan,JM Anderson,S Chanderpaul,4,0,4,58,9,7,4,-,0,,,7,bat,England,2,Kennington Oval,2009-06-15,West Indies,West Indies,England
42,RR Sarwan,JM Anderson,S Chanderpaul,4,0,4,62,13,8,5,-,0,,,7,bat,England,2,Kennington Oval,2009-06-15,West Indies,West Indies,England
43,RR Sarwan,JM Anderson,S Chanderpaul,1,0,1,63,14,9,6,-,0,,,7,bat,England,2,Kennington Oval,2009-06-15,West Indies,West Indies,England
44,S Chanderpaul,JM Anderson,RR Sarwan,1,0,1,64,4,4,7,-,0,,,7,bat,England,2,Kennington Oval,2009-06-15,West Indies,West Indies,England
45,S Chanderpaul,SCJ Broad,RR Sarwan,3,0,3,67,7,5,1,-,0,,,8,bat,England,2,Kennington Oval,2009-06-15,West Indies,West Indies,England
46,RR Sarwan,SCJ Broad,S Chanderpaul,1,0,1,68,15,10,2,-,0,,,8,bat,England,2,Kennington Oval,2009-06-15,West Indies,West Indies,England
47,S Chanderpaul,SCJ Broad,RR Sarwan,2,0,2,70,9,6,3,-,0,,,8,bat,England,2,Kennington Oval,2009-06-15,West Indies,West Indies,England
48,S Chanderpaul,SCJ Broad,RR Sarwan,2,0,2,72,11,7,4,-,0,,,8,bat,England,2,Kennington Oval,2009-06-15,West Indies,West Indies,England
49,S Chanderpaul,SCJ Broad,RR Sarwan,4,0,4,76,15,8,5,-,0,,,8,bat,England,2,Kennington Oval,2009-06-15,West Indies,West Indies,England
50,S Chanderpaul,SCJ Broad,RR Sarwan,1,0,1,77,16,9,6,-,0,,,8,bat,England,2,Kennington Oval,2009-06-15,West Indies,West Indies,England
51,S Chanderpaul,RJ Sidebottom,RR Sarwan,1,0,1,78,17,10,1,-,0,,,9,bat,England,2,Kennington Oval,2009-06-15,West Indies,West Indies,England
52,RR Sarwan,RJ Sidebottom,S Chanderpaul,4,0,4,82,19,11,2,-,0,,,9,bat,England,2,Kennington Oval,2009-06-15,West Indies,West Indies,England
