,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,wicket_type,player_out,fielder,over,extra_type,toss_decision,toss_winner,innings,venue,date,batting_team,bowling_team
59,T Bavuma,HV Patel,H Klaasen,1,0,1,57,25,25,6,0,,,10,-,field,South Africa,2,"Barabati Stadium, Cuttack",2022-06-12,South Africa,India
60,T Bavuma,HH Pandya,H Klaasen,4,0,4,61,29,26,1,0,,,11,-,field,South Africa,2,"Barabati Stadium, Cuttack",2022-06-12,South Africa,India
61,T Bavuma,HH Pandya,H Klaasen,1,0,1,62,30,27,2,0,,,11,-,field,South Africa,2,"Barabati Stadium, Cuttack",2022-06-12,South Africa,India
62,H Klaasen,HH Pandya,T Bavuma,4,0,4,66,27,21,3,0,,,11,-,field,South Africa,2,"Barabati Stadium, Cuttack",2022-06-12,South Africa,India
63,H Klaasen,HH Pandya,T Bavuma,0,0,0,66,27,22,4,0,,,11,-,field,South Africa,2,"Barabati Stadium, Cuttack",2022-06-12,South Africa,India
64,H Klaasen,HH Pandya,T Bavuma,0,0,0,66,27,23,5,0,,,11,-,field,South Africa,2,"Barabati Stadium, Cuttack",2022-06-12,South Africa,India
65,H Klaasen,HH Pandya,T Bavuma,4,0,4,70,31,24,6,0,,,11,-,field,South Africa,2,"Barabati Stadium, Cuttack",2022-06-12,South Africa,India
66,T Bavuma,AR Patel,H Klaasen,1,0,1,71,31,28,1,0,,,12,-,field,South Africa,2,"Barabati Stadium, Cuttack",2022-06-12,South Africa,India
67,H Klaasen,AR Patel,T Bavuma,4,0,4,75,35,25,2,0,,,12,-,field,South Africa,2,"Barabati Stadium, Cuttack",2022-06-12,South Africa,India
68,H Klaasen,AR Patel,T Bavuma,6,0,6,81,41,26,3,0,,,12,-,field,South Africa,2,"Barabati Stadium, Cuttack",2022-06-12,South Africa,India
69,H Klaasen,AR Patel,T Bavuma,4,0,4,85,45,27,4,0,,,12,-,field,South Africa,2,"Barabati Stadium, Cuttack",2022-06-12,South Africa,India
70,H Klaasen,AR Patel,T Bavuma,2,0,2,87,47,28,5,0,,,12,-,field,South Africa,2,"Barabati Stadium, Cuttack",2022-06-12,South Africa,India
71,H Klaasen,AR Patel,T Bavuma,2,0,2,89,49,29,6,0,,,12,-,field,South Africa,2,"Barabati Stadium, Cuttack",2022-06-12,South Africa,India
72,T Bavuma,YS Chahal,H Klaasen,4,0,4,93,35,29,1,0,,,13,-,field,South Africa,2,"Barabati Stadium, Cuttack",2022-06-12,South Africa,India
73,T Bavuma,YS Chahal,H Klaasen,0,0,0,93,35,30,2,bowled,T Bavuma,,13,-,field,South Africa,2,"Barabati Stadium, Cuttack",2022-06-12,South Africa,India
74,DA Miller,YS Chahal,H Klaasen,4,0,4,97,4,1,3,0,,,13,-,field,South Africa,2,"Barabati Stadium, Cuttack",2022-06-12,South Africa,India
75,DA Miller,YS Chahal,H Klaasen,0,0,0,97,4,2,4,0,,,13,-,field,South Africa,2,"Barabati Stadium, Cuttack",2022-06-12,South Africa,India
76,DA Miller,YS Chahal,H Klaasen,1,0,1,98,5,3,5,0,,,13,-,field,South Africa,2,"Barabati Stadium, Cuttack",2022-06-12,South Africa,India
77,H Klaasen,YS Chahal,DA Miller,0,0,0,98,49,30,6,0,,,13,-,field,South Africa,2,"Barabati Stadium, Cuttack",2022-06-12,South Africa,India
78,DA Miller,HH Pandya,H Klaasen,1,0,1,99,6,4,1,0,,,14,-,field,South Africa,2,"Barabati Stadium, Cuttack",2022-06-12,South Africa,India
79,H Klaasen,HH Pandya,DA Miller,0,0,0,99,49,31,2,0,,,14,-,field,South Africa,2,"Barabati Stadium, Cuttack",2022-06-12,South Africa,India
80,H Klaasen,HH Pandya,DA Miller,1,0,1,100,50,32,3,0,,,14,-,field,South Africa,2,"Barabati Stadium, Cuttack",2022-06-12,South Africa,India
81,DA Miller,HH Pandya,H Klaasen,1,0,1,101,7,5,4,0,,,14,-,field,South Africa,2,"Barabati Stadium, Cuttack",2022-06-12,South Africa,India
82,H Klaasen,HH Pandya,DA Miller,6,0,6,107,56,33,5,0,,,14,-,field,South Africa,2,"Barabati Stadium, Cuttack",2022-06-12,South Africa,India
83,H Klaasen,HH Pandya,DA Miller,1,0,1,108,57,34,6,0,,,14,-,field,South Africa,2,"Barabati Stadium, Cuttack",2022-06-12,South Africa,India
84,H Klaasen,Avesh Khan,DA Miller,0,0,0,108,57,35,1,0,,,15,-,field,South Africa,2,"Barabati Stadium, Cuttack",2022-06-12,South Africa,India
85,H Klaasen,Avesh Khan,DA Miller,1,0,1,109,58,36,2,0,,,15,-,field,South Africa,2,"Barabati Stadium, Cuttack",2022-06-12,South Africa,India
86,DA Miller,Avesh Khan,H Klaasen,0,0,0,109,7,6,3,0,,,15,-,field,South Africa,2,"Barabati Stadium, Cuttack",2022-06-12,South Africa,India
87,DA Miller,Avesh Khan,H Klaasen,0,1,1,110,7,7,4,0,,,15,legbyes,field,South Africa,2,"Barabati Stadium, Cuttack",2022-06-12,South Africa,India
88,H Klaasen,Avesh Khan,DA Miller,4,0,4,114,62,37,5,0,,,15,-,field,South Africa,2,"Barabati Stadium, Cuttack",2022-06-12,South Africa,India
89,H Klaasen,Avesh Khan,DA Miller,1,0,1,115,63,38,6,0,,,15,-,field,South Africa,2,"Barabati Stadium, Cuttack",2022-06-12,South Africa,India
90,H Klaasen,YS Chahal,DA Miller,1,0,1,116,64,39,1,0,,,16,-,field,South Africa,2,"Barabati Stadium, Cuttack",2022-06-12,South Africa,India
91,DA Miller,YS Chahal,H Klaasen,0,1,1,117,7,8,2,0,,,16,wides,field,South Africa,2,"Barabati Stadium, Cuttack",2022-06-12,South Africa,India
92,DA Miller,YS Chahal,H Klaasen,6,0,6,123,13,9,3,0,,,16,-,field,South Africa,2,"Barabati Stadium, Cuttack",2022-06-12,South Africa,India
93,DA Miller,YS Chahal,H Klaasen,1,0,1,124,14,10,4,0,,,16,-,field,South Africa,2,"Barabati Stadium, Cuttack",2022-06-12,South Africa,India
94,H Klaasen,YS Chahal,DA Miller,6,0,6,130,70,40,5,0,,,16,-,field,South Africa,2,"Barabati Stadium, Cuttack",2022-06-12,South Africa,India
95,H Klaasen,YS Chahal,DA Miller,2,0,2,132,72,41,6,0,,,16,-,field,South Africa,2,"Barabati Stadium, Cuttack",2022-06-12,South Africa,India
96,H Klaasen,YS Chahal,DA Miller,6,0,6,138,78,42,7,0,,,16,-,field,South Africa,2,"Barabati Stadium, Cuttack",2022-06-12,South Africa,India
97,DA Miller,HV Patel,H Klaasen,1,0,1,139,15,11,1,0,,,17,-,field,South Africa,2,"Barabati Stadium, Cuttack",2022-06-12,South Africa,India
98,H Klaasen,HV Patel,DA Miller,0,1,1,140,78,43,2,0,,,17,wides,field,South Africa,2,"Barabati Stadium, Cuttack",2022-06-12,South Africa,India
99,H Klaasen,HV Patel,DA Miller,2,0,2,142,80,44,3,0,,,17,-,field,South Africa,2,"Barabati Stadium, Cuttack",2022-06-12,South Africa,India
100,H Klaasen,HV Patel,DA Miller,0,0,0,142,80,45,4,0,,,17,-,field,South Africa,2,"Barabati Stadium, Cuttack",2022-06-12,South Africa,India
101,H Klaasen,HV Patel,DA Miller,1,0,1,143,81,46,5,0,,,17,-,field,South Africa,2,"Barabati Stadium, Cuttack",2022-06-12,South Africa,India
102,DA Miller,HV Patel,H Klaasen,1,0,1,144,16,12,6,0,,,17,-,field,South Africa,2,"Barabati Stadium, Cuttack",2022-06-12,South Africa,India
103,H Klaasen,HV Patel,DA Miller,0,0,0,144,81,47,7,caught,H Klaasen,Ravi Bishnoi,17,-,field,South Africa,2,"Barabati Stadium, Cuttack",2022-06-12,South Africa,India
104,DA Miller,B Kumar,WD Parnell,1,0,1,145,17,13,1,0,,,18,-,field,South Africa,2,"Barabati Stadium, Cuttack",2022-06-12,South Africa,India
105,WD Parnell,B Kumar,DA Miller,0,0,0,145,0,1,2,0,,,18,-,field,South Africa,2,"Barabati Stadium, Cuttack",2022-06-12,South Africa,India
106,WD Parnell,B Kumar,DA Miller,1,0,1,146,1,2,3,0,,,18,-,field,South Africa,2,"Barabati Stadium, Cuttack",2022-06-12,South Africa,India
107,DA Miller,B Kumar,WD Parnell,1,0,1,147,18,14,4,0,,,18,-,field,South Africa,2,"Barabati Stadium, Cuttack",2022-06-12,South Africa,India
108,WD Parnell,B Kumar,DA Miller,0,0,0,147,1,3,5,0,,,18,-,field,South Africa,2,"Barabati Stadium, Cuttack",2022-06-12,South Africa,India
109,WD Parnell,B Kumar,DA Miller,0,0,0,147,1,4,6,bowled,WD Parnell,,18,-,field,South Africa,2,"Barabati Stadium, Cuttack",2022-06-12,South Africa,India
110,DA Miller,SS Iyer,K Rabada,0,0,0,147,18,15,1,0,,,19,-,field,South Africa,2,"Barabati Stadium, Cuttack",2022-06-12,South Africa,India
111,DA Miller,SS Iyer,K Rabada,2,0,2,149,20,16,2,0,,,19,-,field,South Africa,2,"Barabati Stadium, Cuttack",2022-06-12,South Africa,India
