,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,wicket_type,player_out,fielder,over,extra_type,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_final
103,MD Shanaka,Mohammed Siraj,C Karunaratne,2,0,2,101,82,35,25,5,5,0,,,17,-,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
104,MD Shanaka,Mohammed Siraj,C Karunaratne,2,0,2,103,80,37,26,5,6,0,,,17,-,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
105,C Karunaratne,Ravi Bishnoi,MD Shanaka,1,0,1,104,79,9,16,5,1,0,,,18,-,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
106,MD Shanaka,Ravi Bishnoi,C Karunaratne,1,0,1,105,78,38,27,5,2,0,,,18,-,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
107,C Karunaratne,Ravi Bishnoi,MD Shanaka,1,0,1,106,77,10,17,5,3,0,,,18,-,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
108,MD Shanaka,Ravi Bishnoi,C Karunaratne,4,0,4,110,73,42,28,5,4,0,,,18,-,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
109,MD Shanaka,Ravi Bishnoi,C Karunaratne,4,0,4,114,69,46,29,5,5,0,,,18,-,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
110,MD Shanaka,Ravi Bishnoi,C Karunaratne,1,0,1,115,68,47,30,5,6,0,,,18,-,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
111,MD Shanaka,Avesh Khan,C Karunaratne,4,0,4,119,64,51,31,5,1,0,,,19,-,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
112,MD Shanaka,Avesh Khan,C Karunaratne,4,0,4,123,60,55,32,5,2,0,,,19,-,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
113,MD Shanaka,Avesh Khan,C Karunaratne,0,1,1,124,59,55,33,5,3,0,,,19,wides,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
114,MD Shanaka,Avesh Khan,C Karunaratne,6,0,6,130,53,61,34,5,4,0,,,19,-,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
115,MD Shanaka,Avesh Khan,C Karunaratne,1,0,1,131,52,62,35,5,5,0,,,19,-,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
116,C Karunaratne,Avesh Khan,MD Shanaka,0,1,1,132,51,10,18,5,6,0,,,19,wides,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
117,C Karunaratne,Avesh Khan,MD Shanaka,2,0,2,134,49,12,19,5,7,0,,,19,-,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
118,C Karunaratne,Avesh Khan,MD Shanaka,0,0,0,134,49,12,20,5,8,0,,,19,-,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
119,MD Shanaka,HV Patel,C Karunaratne,0,0,0,134,49,62,36,5,1,0,,,20,-,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
120,MD Shanaka,HV Patel,C Karunaratne,6,0,6,140,43,68,37,5,2,0,,,20,-,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
121,MD Shanaka,HV Patel,C Karunaratne,2,0,2,142,41,70,38,5,3,0,,,20,-,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
122,MD Shanaka,HV Patel,C Karunaratne,0,0,0,142,41,70,39,5,4,0,,,20,-,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
123,MD Shanaka,HV Patel,C Karunaratne,4,0,4,146,37,74,40,5,5,0,,,20,-,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
124,MD Shanaka,HV Patel,C Karunaratne,0,0,0,146,37,74,41,5,6,0,,,20,-,,bat,Sri Lanka,1,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2022,02,Sri Lanka_India_2022-02-27,India,Sri Lanka,India,146
