,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,wicket_type,player_out,fielder,over,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,team_final
21,C Munro,S Badree,KS Williamson,0,0,0,37,150,27,10,1,3,-,0,,,4,field,West Indies,1,Bay Oval,2018,01,New Zealand_West Indies_2018-01-01,no result,New Zealand,,102
22,C Munro,S Badree,KS Williamson,0,0,0,37,150,27,11,1,4,-,0,,,4,field,West Indies,1,Bay Oval,2018,01,New Zealand_West Indies_2018-01-01,no result,New Zealand,,102
23,C Munro,S Badree,KS Williamson,4,0,4,41,146,31,12,1,5,-,0,,,4,field,West Indies,1,Bay Oval,2018,01,New Zealand_West Indies_2018-01-01,no result,New Zealand,,102
24,C Munro,S Badree,KS Williamson,0,0,0,41,146,31,13,1,6,-,0,,,4,field,West Indies,1,Bay Oval,2018,01,New Zealand_West Indies_2018-01-01,no result,New Zealand,,102
25,KS Williamson,CR Brathwaite,C Munro,1,0,1,42,145,8,8,1,1,-,0,,,5,field,West Indies,1,Bay Oval,2018,01,New Zealand_West Indies_2018-01-01,no result,New Zealand,,102
26,C Munro,CR Brathwaite,KS Williamson,6,0,6,48,139,37,14,1,2,-,0,,,5,field,West Indies,1,Bay Oval,2018,01,New Zealand_West Indies_2018-01-01,no result,New Zealand,,102
27,C Munro,CR Brathwaite,KS Williamson,4,0,4,52,135,41,15,1,3,-,0,,,5,field,West Indies,1,Bay Oval,2018,01,New Zealand_West Indies_2018-01-01,no result,New Zealand,,102
28,C Munro,CR Brathwaite,KS Williamson,4,0,4,56,131,45,16,1,4,-,0,,,5,field,West Indies,1,Bay Oval,2018,01,New Zealand_West Indies_2018-01-01,no result,New Zealand,,102
29,C Munro,CR Brathwaite,KS Williamson,0,1,1,57,130,45,17,1,5,wides,0,,,5,field,West Indies,1,Bay Oval,2018,01,New Zealand_West Indies_2018-01-01,no result,New Zealand,,102
30,C Munro,CR Brathwaite,KS Williamson,4,0,4,61,126,49,18,1,6,-,0,,,5,field,West Indies,1,Bay Oval,2018,01,New Zealand_West Indies_2018-01-01,no result,New Zealand,,102
31,C Munro,CR Brathwaite,KS Williamson,1,0,1,62,125,50,19,1,7,-,0,,,5,field,West Indies,1,Bay Oval,2018,01,New Zealand_West Indies_2018-01-01,no result,New Zealand,,102
32,C Munro,KOK Williams,KS Williamson,4,0,4,66,121,54,20,1,1,-,0,,,6,field,West Indies,1,Bay Oval,2018,01,New Zealand_West Indies_2018-01-01,no result,New Zealand,,102
33,C Munro,KOK Williams,KS Williamson,4,0,4,70,117,58,21,1,2,-,0,,,6,field,West Indies,1,Bay Oval,2018,01,New Zealand_West Indies_2018-01-01,no result,New Zealand,,102
34,C Munro,KOK Williams,KS Williamson,4,0,4,74,113,62,22,1,3,-,0,,,6,field,West Indies,1,Bay Oval,2018,01,New Zealand_West Indies_2018-01-01,no result,New Zealand,,102
35,C Munro,KOK Williams,KS Williamson,4,0,4,78,109,66,23,1,4,-,0,,,6,field,West Indies,1,Bay Oval,2018,01,New Zealand_West Indies_2018-01-01,no result,New Zealand,,102
36,C Munro,KOK Williams,KS Williamson,0,0,0,78,109,66,24,2,5,-,caught,C Munro,R Powell,6,field,West Indies,1,Bay Oval,2018,01,New Zealand_West Indies_2018-01-01,no result,New Zealand,,102
37,KS Williamson,KOK Williams,GD Phillips,1,1,2,80,107,9,9,2,6,noballs,0,,,6,field,West Indies,1,Bay Oval,2018,01,New Zealand_West Indies_2018-01-01,no result,New Zealand,,102
38,GD Phillips,KOK Williams,KS Williamson,6,0,6,86,101,6,1,2,7,-,0,,,6,field,West Indies,1,Bay Oval,2018,01,New Zealand_West Indies_2018-01-01,no result,New Zealand,,102
39,KS Williamson,AR Nurse,GD Phillips,1,0,1,87,100,10,10,2,1,-,0,,,7,field,West Indies,1,Bay Oval,2018,01,New Zealand_West Indies_2018-01-01,no result,New Zealand,,102
40,GD Phillips,AR Nurse,KS Williamson,1,0,1,88,99,7,2,2,2,-,0,,,7,field,West Indies,1,Bay Oval,2018,01,New Zealand_West Indies_2018-01-01,no result,New Zealand,,102
41,KS Williamson,AR Nurse,GD Phillips,0,0,0,88,99,10,11,2,3,-,0,,,7,field,West Indies,1,Bay Oval,2018,01,New Zealand_West Indies_2018-01-01,no result,New Zealand,,102
42,KS Williamson,AR Nurse,GD Phillips,1,0,1,89,98,11,12,2,4,-,0,,,7,field,West Indies,1,Bay Oval,2018,01,New Zealand_West Indies_2018-01-01,no result,New Zealand,,102
43,GD Phillips,AR Nurse,KS Williamson,2,0,2,91,96,9,3,2,5,-,0,,,7,field,West Indies,1,Bay Oval,2018,01,New Zealand_West Indies_2018-01-01,no result,New Zealand,,102
44,GD Phillips,AR Nurse,KS Williamson,1,0,1,92,95,10,4,2,6,-,0,,,7,field,West Indies,1,Bay Oval,2018,01,New Zealand_West Indies_2018-01-01,no result,New Zealand,,102
45,GD Phillips,S Badree,KS Williamson,0,0,0,92,95,10,5,3,1,-,lbw,GD Phillips,,8,field,West Indies,1,Bay Oval,2018,01,New Zealand_West Indies_2018-01-01,no result,New Zealand,,102
46,TC Bruce,S Badree,KS Williamson,0,0,0,92,95,0,1,3,2,-,0,,,8,field,West Indies,1,Bay Oval,2018,01,New Zealand_West Indies_2018-01-01,no result,New Zealand,,102
47,TC Bruce,S Badree,KS Williamson,0,0,0,92,95,0,2,3,3,-,0,,,8,field,West Indies,1,Bay Oval,2018,01,New Zealand_West Indies_2018-01-01,no result,New Zealand,,102
48,TC Bruce,S Badree,KS Williamson,0,0,0,92,95,0,3,3,4,-,0,,,8,field,West Indies,1,Bay Oval,2018,01,New Zealand_West Indies_2018-01-01,no result,New Zealand,,102
49,TC Bruce,S Badree,KS Williamson,1,0,1,93,94,1,4,3,5,-,0,,,8,field,West Indies,1,Bay Oval,2018,01,New Zealand_West Indies_2018-01-01,no result,New Zealand,,102
50,KS Williamson,S Badree,TC Bruce,2,0,2,95,92,13,13,3,6,-,0,,,8,field,West Indies,1,Bay Oval,2018,01,New Zealand_West Indies_2018-01-01,no result,New Zealand,,102
51,TC Bruce,AR Nurse,KS Williamson,0,0,0,95,92,1,5,3,1,-,0,,,9,field,West Indies,1,Bay Oval,2018,01,New Zealand_West Indies_2018-01-01,no result,New Zealand,,102
52,TC Bruce,AR Nurse,KS Williamson,2,0,2,97,90,3,6,3,2,-,0,,,9,field,West Indies,1,Bay Oval,2018,01,New Zealand_West Indies_2018-01-01,no result,New Zealand,,102
53,TC Bruce,AR Nurse,KS Williamson,0,0,0,97,90,3,7,4,3,-,caught,TC Bruce,CR Brathwaite,9,field,West Indies,1,Bay Oval,2018,01,New Zealand_West Indies_2018-01-01,no result,New Zealand,,102
54,AK Kitchen,AR Nurse,KS Williamson,1,0,1,98,89,1,1,4,4,-,0,,,9,field,West Indies,1,Bay Oval,2018,01,New Zealand_West Indies_2018-01-01,no result,New Zealand,,102
55,KS Williamson,AR Nurse,AK Kitchen,0,0,0,98,89,13,14,4,5,-,0,,,9,field,West Indies,1,Bay Oval,2018,01,New Zealand_West Indies_2018-01-01,no result,New Zealand,,102
56,KS Williamson,AR Nurse,AK Kitchen,4,0,4,102,85,17,15,4,6,-,0,,,9,field,West Indies,1,Bay Oval,2018,01,New Zealand_West Indies_2018-01-01,no result,New Zealand,,102
