,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,over,wicket_type,player_out,fielder,extras,extra_type,toss_decision,toss_winner,innings,venue,date,batting_team,bowling_team
48,MS Dhoni,KA Pollard,Yuvraj Singh,0,0,0,47,3,8,5,8,0,,,,-,bat,India,1,Lord's,2009-06-12,India,West Indies
49,MS Dhoni,KA Pollard,Yuvraj Singh,0,0,0,47,3,9,6,8,0,,,,-,bat,India,1,Lord's,2009-06-12,India,West Indies
50,Yuvraj Singh,CH Gayle,MS Dhoni,1,0,1,48,18,16,1,9,0,,,,-,bat,India,1,Lord's,2009-06-12,India,West Indies
51,MS Dhoni,CH Gayle,Yuvraj Singh,0,0,0,48,3,10,2,9,0,,,,-,bat,India,1,Lord's,2009-06-12,India,West Indies
52,MS Dhoni,CH Gayle,Yuvraj Singh,1,0,1,49,4,11,3,9,0,,,,-,bat,India,1,Lord's,2009-06-12,India,West Indies
53,Yuvraj Singh,CH Gayle,MS Dhoni,1,0,1,50,19,17,4,9,0,,,,-,bat,India,1,Lord's,2009-06-12,India,West Indies
54,MS Dhoni,CH Gayle,Yuvraj Singh,0,0,0,50,4,12,5,9,0,,,,-,bat,India,1,Lord's,2009-06-12,India,West Indies
55,MS Dhoni,CH Gayle,Yuvraj Singh,0,0,0,50,4,13,6,9,0,,,,-,bat,India,1,Lord's,2009-06-12,India,West Indies
56,Yuvraj Singh,KA Pollard,MS Dhoni,1,0,1,51,20,18,1,10,0,,,,-,bat,India,1,Lord's,2009-06-12,India,West Indies
57,MS Dhoni,KA Pollard,Yuvraj Singh,0,0,0,51,4,14,2,10,0,,,,-,bat,India,1,Lord's,2009-06-12,India,West Indies
58,MS Dhoni,KA Pollard,Yuvraj Singh,1,0,1,52,5,15,3,10,0,,,,-,bat,India,1,Lord's,2009-06-12,India,West Indies
59,Yuvraj Singh,KA Pollard,MS Dhoni,2,0,2,54,22,19,4,10,0,,,,-,bat,India,1,Lord's,2009-06-12,India,West Indies
60,Yuvraj Singh,KA Pollard,MS Dhoni,0,0,0,54,22,20,5,10,0,,,,-,bat,India,1,Lord's,2009-06-12,India,West Indies
61,Yuvraj Singh,KA Pollard,MS Dhoni,0,0,0,54,22,21,6,10,0,,,,-,bat,India,1,Lord's,2009-06-12,India,West Indies
62,MS Dhoni,CH Gayle,Yuvraj Singh,2,0,2,56,7,16,1,11,0,,,,-,bat,India,1,Lord's,2009-06-12,India,West Indies
63,MS Dhoni,CH Gayle,Yuvraj Singh,1,0,1,57,8,17,2,11,0,,,,-,bat,India,1,Lord's,2009-06-12,India,West Indies
64,Yuvraj Singh,CH Gayle,MS Dhoni,1,0,1,58,23,22,3,11,0,,,,-,bat,India,1,Lord's,2009-06-12,India,West Indies
65,MS Dhoni,CH Gayle,Yuvraj Singh,1,0,1,59,9,18,4,11,0,,,,-,bat,India,1,Lord's,2009-06-12,India,West Indies
66,Yuvraj Singh,CH Gayle,MS Dhoni,1,0,1,60,24,23,5,11,0,,,,-,bat,India,1,Lord's,2009-06-12,India,West Indies
67,MS Dhoni,CH Gayle,Yuvraj Singh,0,0,0,60,9,19,6,11,0,,,,-,bat,India,1,Lord's,2009-06-12,India,West Indies
68,Yuvraj Singh,SJ Benn,MS Dhoni,0,0,0,60,24,24,1,12,0,,,,-,bat,India,1,Lord's,2009-06-12,India,West Indies
69,Yuvraj Singh,SJ Benn,MS Dhoni,3,0,3,63,27,25,2,12,0,,,,-,bat,India,1,Lord's,2009-06-12,India,West Indies
70,MS Dhoni,SJ Benn,Yuvraj Singh,0,0,0,63,9,20,3,12,0,,,,-,bat,India,1,Lord's,2009-06-12,India,West Indies
71,MS Dhoni,SJ Benn,Yuvraj Singh,1,0,1,64,10,21,4,12,0,,,,-,bat,India,1,Lord's,2009-06-12,India,West Indies
72,Yuvraj Singh,SJ Benn,MS Dhoni,1,0,1,65,28,26,5,12,0,,,,-,bat,India,1,Lord's,2009-06-12,India,West Indies
73,MS Dhoni,SJ Benn,Yuvraj Singh,1,0,1,66,11,22,6,12,0,,,,-,bat,India,1,Lord's,2009-06-12,India,West Indies
74,MS Dhoni,DJ Bravo,Yuvraj Singh,0,0,0,66,11,23,1,13,caught,MS Dhoni,ADS Fletcher,,-,bat,India,1,Lord's,2009-06-12,India,West Indies
75,YK Pathan,DJ Bravo,Yuvraj Singh,1,0,1,67,1,1,2,13,0,,,,-,bat,India,1,Lord's,2009-06-12,India,West Indies
76,Yuvraj Singh,DJ Bravo,YK Pathan,4,0,4,71,32,27,3,13,0,,,,-,bat,India,1,Lord's,2009-06-12,India,West Indies
77,Yuvraj Singh,DJ Bravo,YK Pathan,1,0,1,72,33,28,4,13,0,,,,-,bat,India,1,Lord's,2009-06-12,India,West Indies
78,YK Pathan,DJ Bravo,Yuvraj Singh,0,0,0,72,1,2,5,13,0,,,,-,bat,India,1,Lord's,2009-06-12,India,West Indies
79,YK Pathan,DJ Bravo,Yuvraj Singh,1,0,1,73,2,3,6,13,0,,,,-,bat,India,1,Lord's,2009-06-12,India,West Indies
80,YK Pathan,SJ Benn,Yuvraj Singh,0,0,0,73,2,4,1,14,0,,,,-,bat,India,1,Lord's,2009-06-12,India,West Indies
81,YK Pathan,SJ Benn,Yuvraj Singh,1,0,1,74,3,5,2,14,0,,,,-,bat,India,1,Lord's,2009-06-12,India,West Indies
82,Yuvraj Singh,SJ Benn,YK Pathan,0,1,1,75,33,29,3,14,0,,,{'wides': 1},wides,bat,India,1,Lord's,2009-06-12,India,West Indies
83,Yuvraj Singh,SJ Benn,YK Pathan,0,0,0,75,33,30,4,14,0,,,,-,bat,India,1,Lord's,2009-06-12,India,West Indies
84,Yuvraj Singh,SJ Benn,YK Pathan,0,0,0,75,33,31,5,14,0,,,,-,bat,India,1,Lord's,2009-06-12,India,West Indies
85,Yuvraj Singh,SJ Benn,YK Pathan,0,0,0,75,33,32,6,14,0,,,,-,bat,India,1,Lord's,2009-06-12,India,West Indies
86,Yuvraj Singh,SJ Benn,YK Pathan,6,0,6,81,39,33,7,14,0,,,,-,bat,India,1,Lord's,2009-06-12,India,West Indies
87,YK Pathan,DJ Bravo,Yuvraj Singh,0,0,0,81,3,6,1,15,0,,,,-,bat,India,1,Lord's,2009-06-12,India,West Indies
88,YK Pathan,DJ Bravo,Yuvraj Singh,1,0,1,82,4,7,2,15,0,,,,-,bat,India,1,Lord's,2009-06-12,India,West Indies
89,Yuvraj Singh,DJ Bravo,YK Pathan,4,0,4,86,43,34,3,15,0,,,,-,bat,India,1,Lord's,2009-06-12,India,West Indies
90,Yuvraj Singh,DJ Bravo,YK Pathan,1,0,1,87,44,35,4,15,0,,,,-,bat,India,1,Lord's,2009-06-12,India,West Indies
91,YK Pathan,DJ Bravo,Yuvraj Singh,4,0,4,91,8,8,5,15,0,,,,-,bat,India,1,Lord's,2009-06-12,India,West Indies
92,YK Pathan,DJ Bravo,Yuvraj Singh,6,0,6,97,14,9,6,15,0,,,,-,bat,India,1,Lord's,2009-06-12,India,West Indies
93,Yuvraj Singh,SJ Benn,YK Pathan,1,0,1,98,45,36,1,16,0,,,,-,bat,India,1,Lord's,2009-06-12,India,West Indies
94,YK Pathan,SJ Benn,Yuvraj Singh,0,0,0,98,14,10,2,16,0,,,,-,bat,India,1,Lord's,2009-06-12,India,West Indies
95,YK Pathan,SJ Benn,Yuvraj Singh,4,0,4,102,18,11,3,16,0,,,,-,bat,India,1,Lord's,2009-06-12,India,West Indies
96,YK Pathan,SJ Benn,Yuvraj Singh,1,0,1,103,19,12,4,16,0,,,,-,bat,India,1,Lord's,2009-06-12,India,West Indies
97,Yuvraj Singh,SJ Benn,YK Pathan,2,0,2,105,47,37,5,16,0,,,,-,bat,India,1,Lord's,2009-06-12,India,West Indies
98,Yuvraj Singh,SJ Benn,YK Pathan,4,0,4,109,51,38,6,16,0,,,,-,bat,India,1,Lord's,2009-06-12,India,West Indies
99,YK Pathan,JE Taylor,Yuvraj Singh,1,0,1,110,20,13,1,17,0,,,,-,bat,India,1,Lord's,2009-06-12,India,West Indies
100,Yuvraj Singh,JE Taylor,YK Pathan,4,0,4,114,55,39,2,17,0,,,,-,bat,India,1,Lord's,2009-06-12,India,West Indies
101,Yuvraj Singh,JE Taylor,YK Pathan,2,0,2,116,57,40,3,17,0,,,,-,bat,India,1,Lord's,2009-06-12,India,West Indies
102,Yuvraj Singh,JE Taylor,YK Pathan,0,0,0,116,57,41,4,17,0,,,,-,bat,India,1,Lord's,2009-06-12,India,West Indies
103,Yuvraj Singh,JE Taylor,YK Pathan,4,0,4,120,61,42,5,17,0,,,,-,bat,India,1,Lord's,2009-06-12,India,West Indies
104,Yuvraj Singh,JE Taylor,YK Pathan,6,0,6,126,67,43,6,17,0,,,,-,bat,India,1,Lord's,2009-06-12,India,West Indies
105,YK Pathan,FH Edwards,Yuvraj Singh,0,0,0,126,20,14,1,18,0,,,,-,bat,India,1,Lord's,2009-06-12,India,West Indies
106,YK Pathan,FH Edwards,Yuvraj Singh,2,0,2,128,22,15,2,18,0,,,,-,bat,India,1,Lord's,2009-06-12,India,West Indies
107,YK Pathan,FH Edwards,Yuvraj Singh,0,1,1,129,22,16,3,18,0,,,{'wides': 1},wides,bat,India,1,Lord's,2009-06-12,India,West Indies
108,YK Pathan,FH Edwards,Yuvraj Singh,1,0,1,130,23,17,4,18,0,,,,-,bat,India,1,Lord's,2009-06-12,India,West Indies
109,Yuvraj Singh,FH Edwards,YK Pathan,0,0,0,130,67,44,5,18,caught and bowled,Yuvraj Singh,,,-,bat,India,1,Lord's,2009-06-12,India,West Indies
110,YK Pathan,FH Edwards,IK Pathan,1,0,1,131,24,18,6,18,0,,,,-,bat,India,1,Lord's,2009-06-12,India,West Indies
111,IK Pathan,FH Edwards,YK Pathan,0,0,0,131,0,1,7,18,0,,,,-,bat,India,1,Lord's,2009-06-12,India,West Indies
112,YK Pathan,JE Taylor,IK Pathan,4,0,4,135,28,19,1,19,0,,,,-,bat,India,1,Lord's,2009-06-12,India,West Indies
113,YK Pathan,JE Taylor,IK Pathan,2,0,2,137,30,20,2,19,0,,,,-,bat,India,1,Lord's,2009-06-12,India,West Indies
114,YK Pathan,JE Taylor,IK Pathan,0,0,0,137,30,21,3,19,0,,,,-,bat,India,1,Lord's,2009-06-12,India,West Indies
115,YK Pathan,JE Taylor,IK Pathan,0,0,0,137,30,22,4,19,0,,,,-,bat,India,1,Lord's,2009-06-12,India,West Indies
116,YK Pathan,JE Taylor,IK Pathan,1,0,1,138,31,23,5,19,0,,,,-,bat,India,1,Lord's,2009-06-12,India,West Indies
117,IK Pathan,JE Taylor,YK Pathan,2,0,2,140,2,2,6,19,0,,,,-,bat,India,1,Lord's,2009-06-12,India,West Indies
118,YK Pathan,DJ Bravo,IK Pathan,0,0,0,140,31,24,1,20,bowled,YK Pathan,,,-,bat,India,1,Lord's,2009-06-12,India,West Indies
119,Harbhajan Singh,DJ Bravo,IK Pathan,1,0,1,141,1,1,2,20,0,,,,-,bat,India,1,Lord's,2009-06-12,India,West Indies
120,IK Pathan,DJ Bravo,Harbhajan Singh,0,0,0,141,2,3,3,20,caught,IK Pathan,LMP Simmons,,-,bat,India,1,Lord's,2009-06-12,India,West Indies
121,Harbhajan Singh,DJ Bravo,Z Khan,4,0,4,145,5,2,4,20,0,,,,-,bat,India,1,Lord's,2009-06-12,India,West Indies
122,Harbhajan Singh,DJ Bravo,Z Khan,4,0,4,149,9,3,5,20,0,,,,-,bat,India,1,Lord's,2009-06-12,India,West Indies
123,Harbhajan Singh,DJ Bravo,Z Khan,4,0,4,153,13,4,6,20,0,,,,-,bat,India,1,Lord's,2009-06-12,India,West Indies
