,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,over,wicket_type,player_out,fielder,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_final
11,CJ Bowes,Zaman Khan,TWM Latham,0,1,1,20,143,6,5,0,5,wides,2,0,,,,field,Pakistan,1,Rawalpindi Cricket Stadium,2023,04,New Zealand_Pakistan_2023-04-20,no result,New Zealand,,164
12,CJ Bowes,Zaman Khan,TWM Latham,2,0,2,22,141,8,6,0,6,-,2,0,,,,field,Pakistan,1,Rawalpindi Cricket Stadium,2023,04,New Zealand_Pakistan_2023-04-20,no result,New Zealand,,164
13,CJ Bowes,Zaman Khan,TWM Latham,0,0,0,22,141,8,7,0,7,-,2,0,,,,field,Pakistan,1,Rawalpindi Cricket Stadium,2023,04,New Zealand_Pakistan_2023-04-20,no result,New Zealand,,164
14,TWM Latham,Imad Wasim,CJ Bowes,1,0,1,23,140,13,8,0,1,-,3,0,,,,field,Pakistan,1,Rawalpindi Cricket Stadium,2023,04,New Zealand_Pakistan_2023-04-20,no result,New Zealand,,164
15,CJ Bowes,Imad Wasim,TWM Latham,0,0,0,23,140,8,8,0,2,-,3,0,,,,field,Pakistan,1,Rawalpindi Cricket Stadium,2023,04,New Zealand_Pakistan_2023-04-20,no result,New Zealand,,164
16,CJ Bowes,Imad Wasim,TWM Latham,0,0,0,23,140,8,9,0,3,-,3,0,,,,field,Pakistan,1,Rawalpindi Cricket Stadium,2023,04,New Zealand_Pakistan_2023-04-20,no result,New Zealand,,164
17,CJ Bowes,Imad Wasim,TWM Latham,1,0,1,24,139,9,10,0,4,-,3,0,,,,field,Pakistan,1,Rawalpindi Cricket Stadium,2023,04,New Zealand_Pakistan_2023-04-20,no result,New Zealand,,164
18,TWM Latham,Imad Wasim,CJ Bowes,0,0,0,24,139,13,9,1,5,-,3,caught,TWM Latham,Haris Rauf,,field,Pakistan,1,Rawalpindi Cricket Stadium,2023,04,New Zealand_Pakistan_2023-04-20,no result,New Zealand,,164
19,WA Young,Imad Wasim,CJ Bowes,1,0,1,25,138,1,1,1,6,-,3,0,,,,field,Pakistan,1,Rawalpindi Cricket Stadium,2023,04,New Zealand_Pakistan_2023-04-20,no result,New Zealand,,164
20,WA Young,Shaheen Shah Afridi,CJ Bowes,1,0,1,26,137,2,2,1,1,-,4,0,,,,field,Pakistan,1,Rawalpindi Cricket Stadium,2023,04,New Zealand_Pakistan_2023-04-20,no result,New Zealand,,164
21,CJ Bowes,Shaheen Shah Afridi,WA Young,4,0,4,30,133,13,11,1,2,-,4,0,,,,field,Pakistan,1,Rawalpindi Cricket Stadium,2023,04,New Zealand_Pakistan_2023-04-20,no result,New Zealand,,164
22,CJ Bowes,Shaheen Shah Afridi,WA Young,4,0,4,34,129,17,12,1,3,-,4,0,,,,field,Pakistan,1,Rawalpindi Cricket Stadium,2023,04,New Zealand_Pakistan_2023-04-20,no result,New Zealand,,164
23,CJ Bowes,Shaheen Shah Afridi,WA Young,4,0,4,38,125,21,13,1,4,-,4,0,,,,field,Pakistan,1,Rawalpindi Cricket Stadium,2023,04,New Zealand_Pakistan_2023-04-20,no result,New Zealand,,164
24,CJ Bowes,Shaheen Shah Afridi,WA Young,1,0,1,39,124,22,14,1,5,-,4,0,,,,field,Pakistan,1,Rawalpindi Cricket Stadium,2023,04,New Zealand_Pakistan_2023-04-20,no result,New Zealand,,164
25,WA Young,Shaheen Shah Afridi,CJ Bowes,0,0,0,39,124,2,3,1,6,-,4,0,,,,field,Pakistan,1,Rawalpindi Cricket Stadium,2023,04,New Zealand_Pakistan_2023-04-20,no result,New Zealand,,164
26,CJ Bowes,Imad Wasim,WA Young,1,0,1,40,123,23,15,1,1,-,5,0,,,,field,Pakistan,1,Rawalpindi Cricket Stadium,2023,04,New Zealand_Pakistan_2023-04-20,no result,New Zealand,,164
27,WA Young,Imad Wasim,CJ Bowes,0,0,0,40,123,2,4,1,2,-,5,0,,,,field,Pakistan,1,Rawalpindi Cricket Stadium,2023,04,New Zealand_Pakistan_2023-04-20,no result,New Zealand,,164
28,WA Young,Imad Wasim,CJ Bowes,0,0,0,40,123,2,5,1,3,-,5,0,,,,field,Pakistan,1,Rawalpindi Cricket Stadium,2023,04,New Zealand_Pakistan_2023-04-20,no result,New Zealand,,164
29,WA Young,Imad Wasim,CJ Bowes,0,0,0,40,123,2,6,1,4,-,5,0,,,,field,Pakistan,1,Rawalpindi Cricket Stadium,2023,04,New Zealand_Pakistan_2023-04-20,no result,New Zealand,,164
30,WA Young,Imad Wasim,CJ Bowes,4,0,4,44,119,6,7,1,5,-,5,0,,,,field,Pakistan,1,Rawalpindi Cricket Stadium,2023,04,New Zealand_Pakistan_2023-04-20,no result,New Zealand,,164
31,WA Young,Imad Wasim,CJ Bowes,0,0,0,44,119,6,8,2,6,-,5,bowled,WA Young,,,field,Pakistan,1,Rawalpindi Cricket Stadium,2023,04,New Zealand_Pakistan_2023-04-20,no result,New Zealand,,164
32,CJ Bowes,Zaman Khan,DJ Mitchell,1,0,1,45,118,24,16,2,1,-,6,0,,,,field,Pakistan,1,Rawalpindi Cricket Stadium,2023,04,New Zealand_Pakistan_2023-04-20,no result,New Zealand,,164
33,DJ Mitchell,Zaman Khan,CJ Bowes,0,0,0,45,118,0,1,2,2,-,6,0,,,,field,Pakistan,1,Rawalpindi Cricket Stadium,2023,04,New Zealand_Pakistan_2023-04-20,no result,New Zealand,,164
34,DJ Mitchell,Zaman Khan,CJ Bowes,0,0,0,45,118,0,2,2,3,-,6,0,,,,field,Pakistan,1,Rawalpindi Cricket Stadium,2023,04,New Zealand_Pakistan_2023-04-20,no result,New Zealand,,164
35,DJ Mitchell,Zaman Khan,CJ Bowes,1,0,1,46,117,1,3,2,4,-,6,0,,,,field,Pakistan,1,Rawalpindi Cricket Stadium,2023,04,New Zealand_Pakistan_2023-04-20,no result,New Zealand,,164
36,CJ Bowes,Zaman Khan,DJ Mitchell,0,0,0,46,117,24,17,2,5,-,6,0,,,,field,Pakistan,1,Rawalpindi Cricket Stadium,2023,04,New Zealand_Pakistan_2023-04-20,no result,New Zealand,,164
37,CJ Bowes,Zaman Khan,DJ Mitchell,4,0,4,50,113,28,18,2,6,-,6,0,,,,field,Pakistan,1,Rawalpindi Cricket Stadium,2023,04,New Zealand_Pakistan_2023-04-20,no result,New Zealand,,164
38,DJ Mitchell,Imad Wasim,CJ Bowes,1,0,1,51,112,2,4,2,1,-,7,0,,,,field,Pakistan,1,Rawalpindi Cricket Stadium,2023,04,New Zealand_Pakistan_2023-04-20,no result,New Zealand,,164
39,CJ Bowes,Imad Wasim,DJ Mitchell,1,0,1,52,111,29,19,2,2,-,7,0,,,,field,Pakistan,1,Rawalpindi Cricket Stadium,2023,04,New Zealand_Pakistan_2023-04-20,no result,New Zealand,,164
40,DJ Mitchell,Imad Wasim,CJ Bowes,1,0,1,53,110,3,5,2,3,-,7,0,,,,field,Pakistan,1,Rawalpindi Cricket Stadium,2023,04,New Zealand_Pakistan_2023-04-20,no result,New Zealand,,164
41,CJ Bowes,Imad Wasim,DJ Mitchell,1,0,1,54,109,30,20,2,4,-,7,0,,,,field,Pakistan,1,Rawalpindi Cricket Stadium,2023,04,New Zealand_Pakistan_2023-04-20,no result,New Zealand,,164
42,DJ Mitchell,Imad Wasim,CJ Bowes,0,0,0,54,109,3,6,3,5,-,7,stumped,DJ Mitchell,Mohammad Rizwan,,field,Pakistan,1,Rawalpindi Cricket Stadium,2023,04,New Zealand_Pakistan_2023-04-20,no result,New Zealand,,164
43,MS Chapman,Imad Wasim,CJ Bowes,0,0,0,54,109,0,1,3,6,-,7,0,,,,field,Pakistan,1,Rawalpindi Cricket Stadium,2023,04,New Zealand_Pakistan_2023-04-20,no result,New Zealand,,164
44,CJ Bowes,Shadab Khan,MS Chapman,1,0,1,55,108,31,21,3,1,-,8,0,,,,field,Pakistan,1,Rawalpindi Cricket Stadium,2023,04,New Zealand_Pakistan_2023-04-20,no result,New Zealand,,164
45,MS Chapman,Shadab Khan,CJ Bowes,1,0,1,56,107,1,2,3,2,-,8,0,,,,field,Pakistan,1,Rawalpindi Cricket Stadium,2023,04,New Zealand_Pakistan_2023-04-20,no result,New Zealand,,164
46,CJ Bowes,Shadab Khan,MS Chapman,1,0,1,57,106,32,22,3,3,-,8,0,,,,field,Pakistan,1,Rawalpindi Cricket Stadium,2023,04,New Zealand_Pakistan_2023-04-20,no result,New Zealand,,164
47,MS Chapman,Shadab Khan,CJ Bowes,2,0,2,59,104,3,3,3,4,-,8,0,,,,field,Pakistan,1,Rawalpindi Cricket Stadium,2023,04,New Zealand_Pakistan_2023-04-20,no result,New Zealand,,164
48,MS Chapman,Shadab Khan,CJ Bowes,1,0,1,60,103,4,4,3,5,-,8,0,,,,field,Pakistan,1,Rawalpindi Cricket Stadium,2023,04,New Zealand_Pakistan_2023-04-20,no result,New Zealand,,164
49,CJ Bowes,Shadab Khan,MS Chapman,0,1,1,61,102,32,23,3,6,legbyes,8,0,,,,field,Pakistan,1,Rawalpindi Cricket Stadium,2023,04,New Zealand_Pakistan_2023-04-20,no result,New Zealand,,164
50,CJ Bowes,Haris Rauf,MS Chapman,0,0,0,61,102,32,24,3,1,-,9,0,,,,field,Pakistan,1,Rawalpindi Cricket Stadium,2023,04,New Zealand_Pakistan_2023-04-20,no result,New Zealand,,164
51,CJ Bowes,Haris Rauf,MS Chapman,1,0,1,62,101,33,25,3,2,-,9,0,,,,field,Pakistan,1,Rawalpindi Cricket Stadium,2023,04,New Zealand_Pakistan_2023-04-20,no result,New Zealand,,164
52,MS Chapman,Haris Rauf,CJ Bowes,0,0,0,62,101,4,5,3,3,-,9,0,,,,field,Pakistan,1,Rawalpindi Cricket Stadium,2023,04,New Zealand_Pakistan_2023-04-20,no result,New Zealand,,164
53,MS Chapman,Haris Rauf,CJ Bowes,1,0,1,63,100,5,6,3,4,-,9,0,,,,field,Pakistan,1,Rawalpindi Cricket Stadium,2023,04,New Zealand_Pakistan_2023-04-20,no result,New Zealand,,164
54,CJ Bowes,Haris Rauf,MS Chapman,4,0,4,67,96,37,26,3,5,-,9,0,,,,field,Pakistan,1,Rawalpindi Cricket Stadium,2023,04,New Zealand_Pakistan_2023-04-20,no result,New Zealand,,164
55,CJ Bowes,Haris Rauf,MS Chapman,1,0,1,68,95,38,27,3,6,-,9,0,,,,field,Pakistan,1,Rawalpindi Cricket Stadium,2023,04,New Zealand_Pakistan_2023-04-20,no result,New Zealand,,164
56,CJ Bowes,Shadab Khan,MS Chapman,0,0,0,68,95,38,28,3,1,-,10,0,,,,field,Pakistan,1,Rawalpindi Cricket Stadium,2023,04,New Zealand_Pakistan_2023-04-20,no result,New Zealand,,164
57,CJ Bowes,Shadab Khan,MS Chapman,0,0,0,68,95,38,29,3,2,-,10,0,,,,field,Pakistan,1,Rawalpindi Cricket Stadium,2023,04,New Zealand_Pakistan_2023-04-20,no result,New Zealand,,164
58,CJ Bowes,Shadab Khan,MS Chapman,1,0,1,69,94,39,30,3,3,-,10,0,,,,field,Pakistan,1,Rawalpindi Cricket Stadium,2023,04,New Zealand_Pakistan_2023-04-20,no result,New Zealand,,164
59,MS Chapman,Shadab Khan,CJ Bowes,0,0,0,69,94,5,7,3,4,-,10,0,,,,field,Pakistan,1,Rawalpindi Cricket Stadium,2023,04,New Zealand_Pakistan_2023-04-20,no result,New Zealand,,164
60,MS Chapman,Shadab Khan,CJ Bowes,4,0,4,73,90,9,8,3,5,-,10,0,,,,field,Pakistan,1,Rawalpindi Cricket Stadium,2023,04,New Zealand_Pakistan_2023-04-20,no result,New Zealand,,164
61,MS Chapman,Shadab Khan,CJ Bowes,1,0,1,74,89,10,9,3,6,-,10,0,,,,field,Pakistan,1,Rawalpindi Cricket Stadium,2023,04,New Zealand_Pakistan_2023-04-20,no result,New Zealand,,164
62,MS Chapman,Imad Wasim,CJ Bowes,4,0,4,78,85,14,10,3,1,-,11,0,,,,field,Pakistan,1,Rawalpindi Cricket Stadium,2023,04,New Zealand_Pakistan_2023-04-20,no result,New Zealand,,164
63,MS Chapman,Imad Wasim,CJ Bowes,1,0,1,79,84,15,11,3,2,-,11,0,,,,field,Pakistan,1,Rawalpindi Cricket Stadium,2023,04,New Zealand_Pakistan_2023-04-20,no result,New Zealand,,164
64,CJ Bowes,Imad Wasim,MS Chapman,1,0,1,80,83,40,31,3,3,-,11,0,,,,field,Pakistan,1,Rawalpindi Cricket Stadium,2023,04,New Zealand_Pakistan_2023-04-20,no result,New Zealand,,164
65,MS Chapman,Imad Wasim,CJ Bowes,0,0,0,80,83,15,12,3,4,-,11,0,,,,field,Pakistan,1,Rawalpindi Cricket Stadium,2023,04,New Zealand_Pakistan_2023-04-20,no result,New Zealand,,164
66,MS Chapman,Imad Wasim,CJ Bowes,0,0,0,80,83,15,13,3,5,-,11,0,,,,field,Pakistan,1,Rawalpindi Cricket Stadium,2023,04,New Zealand_Pakistan_2023-04-20,no result,New Zealand,,164
67,MS Chapman,Imad Wasim,CJ Bowes,1,0,1,81,82,16,14,3,6,-,11,0,,,,field,Pakistan,1,Rawalpindi Cricket Stadium,2023,04,New Zealand_Pakistan_2023-04-20,no result,New Zealand,,164
68,MS Chapman,Shadab Khan,CJ Bowes,1,0,1,82,81,17,15,3,1,-,12,0,,,,field,Pakistan,1,Rawalpindi Cricket Stadium,2023,04,New Zealand_Pakistan_2023-04-20,no result,New Zealand,,164
69,CJ Bowes,Shadab Khan,MS Chapman,0,0,0,82,81,40,32,3,2,-,12,0,,,,field,Pakistan,1,Rawalpindi Cricket Stadium,2023,04,New Zealand_Pakistan_2023-04-20,no result,New Zealand,,164
70,CJ Bowes,Shadab Khan,MS Chapman,4,0,4,86,77,44,33,3,3,-,12,0,,,,field,Pakistan,1,Rawalpindi Cricket Stadium,2023,04,New Zealand_Pakistan_2023-04-20,no result,New Zealand,,164
71,CJ Bowes,Shadab Khan,MS Chapman,6,0,6,92,71,50,34,3,4,-,12,0,,,,field,Pakistan,1,Rawalpindi Cricket Stadium,2023,04,New Zealand_Pakistan_2023-04-20,no result,New Zealand,,164
72,CJ Bowes,Shadab Khan,MS Chapman,1,0,1,93,70,51,35,3,5,-,12,0,,,,field,Pakistan,1,Rawalpindi Cricket Stadium,2023,04,New Zealand_Pakistan_2023-04-20,no result,New Zealand,,164
73,MS Chapman,Shadab Khan,CJ Bowes,1,0,1,94,69,18,16,3,6,-,12,0,,,,field,Pakistan,1,Rawalpindi Cricket Stadium,2023,04,New Zealand_Pakistan_2023-04-20,no result,New Zealand,,164
74,MS Chapman,Haris Rauf,CJ Bowes,1,0,1,95,68,19,17,3,1,-,13,0,,,,field,Pakistan,1,Rawalpindi Cricket Stadium,2023,04,New Zealand_Pakistan_2023-04-20,no result,New Zealand,,164
75,CJ Bowes,Haris Rauf,MS Chapman,1,0,1,96,67,52,36,3,2,-,13,0,,,,field,Pakistan,1,Rawalpindi Cricket Stadium,2023,04,New Zealand_Pakistan_2023-04-20,no result,New Zealand,,164
76,MS Chapman,Haris Rauf,CJ Bowes,4,0,4,100,63,23,18,3,3,-,13,0,,,,field,Pakistan,1,Rawalpindi Cricket Stadium,2023,04,New Zealand_Pakistan_2023-04-20,no result,New Zealand,,164
77,MS Chapman,Haris Rauf,CJ Bowes,2,0,2,102,61,25,19,3,4,-,13,0,,,,field,Pakistan,1,Rawalpindi Cricket Stadium,2023,04,New Zealand_Pakistan_2023-04-20,no result,New Zealand,,164
78,MS Chapman,Haris Rauf,CJ Bowes,0,0,0,102,61,25,20,3,5,-,13,0,,,,field,Pakistan,1,Rawalpindi Cricket Stadium,2023,04,New Zealand_Pakistan_2023-04-20,no result,New Zealand,,164
79,MS Chapman,Haris Rauf,CJ Bowes,1,0,1,103,60,26,21,3,6,-,13,0,,,,field,Pakistan,1,Rawalpindi Cricket Stadium,2023,04,New Zealand_Pakistan_2023-04-20,no result,New Zealand,,164
80,MS Chapman,Shaheen Shah Afridi,CJ Bowes,1,0,1,104,59,27,22,3,1,-,14,0,,,,field,Pakistan,1,Rawalpindi Cricket Stadium,2023,04,New Zealand_Pakistan_2023-04-20,no result,New Zealand,,164
81,CJ Bowes,Shaheen Shah Afridi,MS Chapman,1,0,1,105,58,53,37,3,2,-,14,0,,,,field,Pakistan,1,Rawalpindi Cricket Stadium,2023,04,New Zealand_Pakistan_2023-04-20,no result,New Zealand,,164
82,MS Chapman,Shaheen Shah Afridi,CJ Bowes,1,0,1,106,57,28,23,3,3,-,14,0,,,,field,Pakistan,1,Rawalpindi Cricket Stadium,2023,04,New Zealand_Pakistan_2023-04-20,no result,New Zealand,,164
83,CJ Bowes,Shaheen Shah Afridi,MS Chapman,1,0,1,107,56,54,38,3,4,-,14,0,,,,field,Pakistan,1,Rawalpindi Cricket Stadium,2023,04,New Zealand_Pakistan_2023-04-20,no result,New Zealand,,164
84,MS Chapman,Shaheen Shah Afridi,CJ Bowes,1,0,1,108,55,29,24,3,5,-,14,0,,,,field,Pakistan,1,Rawalpindi Cricket Stadium,2023,04,New Zealand_Pakistan_2023-04-20,no result,New Zealand,,164
85,CJ Bowes,Shaheen Shah Afridi,MS Chapman,0,0,0,108,55,54,39,4,6,-,14,caught and bowled,CJ Bowes,,,field,Pakistan,1,Rawalpindi Cricket Stadium,2023,04,New Zealand_Pakistan_2023-04-20,no result,New Zealand,,164
86,MS Chapman,Faheem Ashraf,R Ravindra,4,0,4,112,51,33,25,4,1,-,15,0,,,,field,Pakistan,1,Rawalpindi Cricket Stadium,2023,04,New Zealand_Pakistan_2023-04-20,no result,New Zealand,,164
87,MS Chapman,Faheem Ashraf,R Ravindra,1,0,1,113,50,34,26,4,2,-,15,0,,,,field,Pakistan,1,Rawalpindi Cricket Stadium,2023,04,New Zealand_Pakistan_2023-04-20,no result,New Zealand,,164
88,R Ravindra,Faheem Ashraf,MS Chapman,2,0,2,115,48,2,1,4,3,-,15,0,,,,field,Pakistan,1,Rawalpindi Cricket Stadium,2023,04,New Zealand_Pakistan_2023-04-20,no result,New Zealand,,164
89,R Ravindra,Faheem Ashraf,MS Chapman,1,0,1,116,47,3,2,4,4,-,15,0,,,,field,Pakistan,1,Rawalpindi Cricket Stadium,2023,04,New Zealand_Pakistan_2023-04-20,no result,New Zealand,,164
90,MS Chapman,Faheem Ashraf,R Ravindra,1,0,1,117,46,35,27,4,5,-,15,0,,,,field,Pakistan,1,Rawalpindi Cricket Stadium,2023,04,New Zealand_Pakistan_2023-04-20,no result,New Zealand,,164
91,R Ravindra,Faheem Ashraf,MS Chapman,0,0,0,117,46,3,3,4,6,-,15,0,,,,field,Pakistan,1,Rawalpindi Cricket Stadium,2023,04,New Zealand_Pakistan_2023-04-20,no result,New Zealand,,164
92,MS Chapman,Haris Rauf,R Ravindra,1,0,1,118,45,36,28,4,1,-,16,0,,,,field,Pakistan,1,Rawalpindi Cricket Stadium,2023,04,New Zealand_Pakistan_2023-04-20,no result,New Zealand,,164
93,R Ravindra,Haris Rauf,MS Chapman,1,0,1,119,44,4,4,4,2,-,16,0,,,,field,Pakistan,1,Rawalpindi Cricket Stadium,2023,04,New Zealand_Pakistan_2023-04-20,no result,New Zealand,,164
94,MS Chapman,Haris Rauf,R Ravindra,4,0,4,123,40,40,29,4,3,-,16,0,,,,field,Pakistan,1,Rawalpindi Cricket Stadium,2023,04,New Zealand_Pakistan_2023-04-20,no result,New Zealand,,164
95,MS Chapman,Haris Rauf,R Ravindra,4,0,4,127,36,44,30,4,4,-,16,0,,,,field,Pakistan,1,Rawalpindi Cricket Stadium,2023,04,New Zealand_Pakistan_2023-04-20,no result,New Zealand,,164
96,MS Chapman,Haris Rauf,R Ravindra,1,0,1,128,35,45,31,4,5,-,16,0,,,,field,Pakistan,1,Rawalpindi Cricket Stadium,2023,04,New Zealand_Pakistan_2023-04-20,no result,New Zealand,,164
97,R Ravindra,Haris Rauf,MS Chapman,1,0,1,129,34,5,5,4,6,-,16,0,,,,field,Pakistan,1,Rawalpindi Cricket Stadium,2023,04,New Zealand_Pakistan_2023-04-20,no result,New Zealand,,164
98,R Ravindra,Zaman Khan,MS Chapman,0,1,1,130,33,5,6,4,1,legbyes,17,0,,,,field,Pakistan,1,Rawalpindi Cricket Stadium,2023,04,New Zealand_Pakistan_2023-04-20,no result,New Zealand,,164
99,MS Chapman,Zaman Khan,R Ravindra,0,1,1,131,32,45,32,4,2,wides,17,0,,,,field,Pakistan,1,Rawalpindi Cricket Stadium,2023,04,New Zealand_Pakistan_2023-04-20,no result,New Zealand,,164
100,MS Chapman,Zaman Khan,R Ravindra,0,0,0,131,32,45,33,4,3,-,17,0,,,,field,Pakistan,1,Rawalpindi Cricket Stadium,2023,04,New Zealand_Pakistan_2023-04-20,no result,New Zealand,,164
101,MS Chapman,Zaman Khan,R Ravindra,4,0,4,135,28,49,34,4,4,-,17,0,,,,field,Pakistan,1,Rawalpindi Cricket Stadium,2023,04,New Zealand_Pakistan_2023-04-20,no result,New Zealand,,164
102,MS Chapman,Zaman Khan,R Ravindra,4,0,4,139,24,53,35,4,5,-,17,0,,,,field,Pakistan,1,Rawalpindi Cricket Stadium,2023,04,New Zealand_Pakistan_2023-04-20,no result,New Zealand,,164
103,MS Chapman,Zaman Khan,R Ravindra,4,1,5,144,19,57,36,4,6,noballs,17,0,,,,field,Pakistan,1,Rawalpindi Cricket Stadium,2023,04,New Zealand_Pakistan_2023-04-20,no result,New Zealand,,164
104,MS Chapman,Zaman Khan,R Ravindra,2,0,2,146,17,59,37,4,7,-,17,0,,,,field,Pakistan,1,Rawalpindi Cricket Stadium,2023,04,New Zealand_Pakistan_2023-04-20,no result,New Zealand,,164
105,MS Chapman,Zaman Khan,R Ravindra,1,0,1,147,16,60,38,4,8,-,17,0,,,,field,Pakistan,1,Rawalpindi Cricket Stadium,2023,04,New Zealand_Pakistan_2023-04-20,no result,New Zealand,,164
106,MS Chapman,Shaheen Shah Afridi,R Ravindra,0,1,1,148,15,60,39,4,1,wides,18,0,,,,field,Pakistan,1,Rawalpindi Cricket Stadium,2023,04,New Zealand_Pakistan_2023-04-20,no result,New Zealand,,164
107,MS Chapman,Shaheen Shah Afridi,R Ravindra,0,0,0,148,15,60,40,4,2,-,18,0,,,,field,Pakistan,1,Rawalpindi Cricket Stadium,2023,04,New Zealand_Pakistan_2023-04-20,no result,New Zealand,,164
108,MS Chapman,Shaheen Shah Afridi,R Ravindra,4,0,4,152,11,64,41,4,3,-,18,0,,,,field,Pakistan,1,Rawalpindi Cricket Stadium,2023,04,New Zealand_Pakistan_2023-04-20,no result,New Zealand,,164
109,MS Chapman,Shaheen Shah Afridi,R Ravindra,0,1,1,153,10,64,42,4,4,legbyes,18,0,,,"{'by': 'Pakistan', 'umpire': 'Rashid Riaz', 'batter': 'MS Chapman', 'decision': 'struck down', 'type': 'wicket', 'umpires_call': True}",field,Pakistan,1,Rawalpindi Cricket Stadium,2023,04,New Zealand_Pakistan_2023-04-20,no result,New Zealand,,164
110,R Ravindra,Shaheen Shah Afridi,MS Chapman,2,0,2,155,8,7,7,4,5,-,18,0,,,,field,Pakistan,1,Rawalpindi Cricket Stadium,2023,04,New Zealand_Pakistan_2023-04-20,no result,New Zealand,,164
111,R Ravindra,Shaheen Shah Afridi,MS Chapman,0,0,0,155,8,7,8,4,6,-,18,0,,,,field,Pakistan,1,Rawalpindi Cricket Stadium,2023,04,New Zealand_Pakistan_2023-04-20,no result,New Zealand,,164
112,R Ravindra,Shaheen Shah Afridi,MS Chapman,1,0,1,156,7,8,9,4,7,-,18,0,,,,field,Pakistan,1,Rawalpindi Cricket Stadium,2023,04,New Zealand_Pakistan_2023-04-20,no result,New Zealand,,164
113,R Ravindra,Haris Rauf,MS Chapman,0,0,0,156,7,8,10,4,1,-,19,0,,,,field,Pakistan,1,Rawalpindi Cricket Stadium,2023,04,New Zealand_Pakistan_2023-04-20,no result,New Zealand,,164
114,R Ravindra,Haris Rauf,MS Chapman,0,1,1,157,6,8,11,4,2,legbyes,19,0,,,,field,Pakistan,1,Rawalpindi Cricket Stadium,2023,04,New Zealand_Pakistan_2023-04-20,no result,New Zealand,,164
115,MS Chapman,Haris Rauf,R Ravindra,6,0,6,163,0,70,43,4,3,-,19,0,,,,field,Pakistan,1,Rawalpindi Cricket Stadium,2023,04,New Zealand_Pakistan_2023-04-20,no result,New Zealand,,164
116,MS Chapman,Haris Rauf,R Ravindra,1,0,1,164,-1,71,44,4,4,-,19,0,,,,field,Pakistan,1,Rawalpindi Cricket Stadium,2023,04,New Zealand_Pakistan_2023-04-20,no result,New Zealand,,164
