,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,wicket_type,player_out,fielder,extra_type,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,team_final
13,FH Allen,PJ Cummins,DP Conway,4,0,4,34,112,23,9,0,2,3,0,,,-,,field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
14,FH Allen,PJ Cummins,DP Conway,4,0,4,38,108,27,10,0,3,3,0,,,-,,field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
15,FH Allen,PJ Cummins,DP Conway,0,0,0,38,108,27,11,0,4,3,0,,,-,,field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
16,FH Allen,PJ Cummins,DP Conway,6,0,6,44,102,33,12,0,5,3,0,,,-,,field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
17,FH Allen,PJ Cummins,DP Conway,2,0,2,46,100,35,13,0,6,3,0,,,-,,field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
18,DP Conway,MP Stoinis,FH Allen,2,0,2,48,98,13,6,0,1,4,0,,,-,,field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
19,DP Conway,MP Stoinis,FH Allen,0,0,0,48,98,13,7,0,2,4,0,,,-,,field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
20,DP Conway,MP Stoinis,FH Allen,0,0,0,48,98,13,8,0,3,4,0,,,-,,field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
21,DP Conway,MP Stoinis,FH Allen,1,0,1,49,97,14,9,0,4,4,0,,,-,,field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
22,FH Allen,MP Stoinis,DP Conway,6,0,6,55,91,41,14,0,5,4,0,,,-,,field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
23,FH Allen,MP Stoinis,DP Conway,1,0,1,56,90,42,15,0,6,4,0,,,-,,field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
24,FH Allen,JR Hazlewood,DP Conway,0,0,0,56,90,42,16,1,1,5,bowled,FH Allen,,-,,field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
25,KS Williamson,JR Hazlewood,DP Conway,0,0,0,56,90,0,1,1,2,5,0,,,-,,field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
26,KS Williamson,JR Hazlewood,DP Conway,0,0,0,56,90,0,2,1,3,5,0,,,-,,field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
27,KS Williamson,JR Hazlewood,DP Conway,0,0,0,56,90,0,3,1,4,5,0,,,-,,field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
28,KS Williamson,JR Hazlewood,DP Conway,4,0,4,60,86,4,4,1,5,5,0,,,-,,field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
29,KS Williamson,JR Hazlewood,DP Conway,0,0,0,60,86,4,5,1,6,5,0,,,-,,field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
30,DP Conway,PJ Cummins,KS Williamson,0,0,0,60,86,14,10,1,1,6,0,,,-,,field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
31,DP Conway,PJ Cummins,KS Williamson,4,0,4,64,82,18,11,1,2,6,0,,,-,,field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
32,DP Conway,PJ Cummins,KS Williamson,0,0,0,64,82,18,12,1,3,6,0,,,-,,field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
33,DP Conway,PJ Cummins,KS Williamson,1,0,1,65,81,19,13,1,4,6,0,,,-,,field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
34,KS Williamson,PJ Cummins,DP Conway,0,0,0,65,81,4,6,1,5,6,0,,,-,,field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
35,KS Williamson,PJ Cummins,DP Conway,0,0,0,65,81,4,7,1,6,6,0,,,-,,field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
36,DP Conway,A Zampa,KS Williamson,4,0,4,69,77,23,14,1,1,7,0,,,-,,field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
37,DP Conway,A Zampa,KS Williamson,1,0,1,70,76,24,15,1,2,7,0,,,-,,field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
38,KS Williamson,A Zampa,DP Conway,1,0,1,71,75,5,8,1,3,7,0,,,-,,field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
39,DP Conway,A Zampa,KS Williamson,1,0,1,72,74,25,16,1,4,7,0,,,-,,field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
40,KS Williamson,A Zampa,DP Conway,1,0,1,73,73,6,9,1,5,7,0,,,-,,field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
41,DP Conway,A Zampa,KS Williamson,1,0,1,74,72,26,17,1,6,7,0,,,-,,field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
42,DP Conway,MP Stoinis,KS Williamson,2,0,2,76,70,28,18,1,1,8,0,,,-,,field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
43,DP Conway,MP Stoinis,KS Williamson,1,0,1,77,69,29,19,1,2,8,0,,,-,,field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
44,KS Williamson,MP Stoinis,DP Conway,1,0,1,78,68,7,10,1,3,8,0,,,-,,field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
45,DP Conway,MP Stoinis,KS Williamson,1,0,1,79,67,30,20,1,4,8,0,,,-,,field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
46,KS Williamson,MP Stoinis,DP Conway,0,0,0,79,67,7,11,1,5,8,0,,,-,,field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
47,KS Williamson,MP Stoinis,DP Conway,0,1,1,80,66,7,12,1,6,8,0,,,wides,,field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
48,KS Williamson,MP Stoinis,DP Conway,1,0,1,81,65,8,13,1,7,8,0,,,-,,field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
49,KS Williamson,A Zampa,DP Conway,1,0,1,82,64,9,14,1,1,9,0,,,-,,field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
50,DP Conway,A Zampa,KS Williamson,1,0,1,83,63,31,21,1,2,9,0,,,-,,field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
51,KS Williamson,A Zampa,DP Conway,1,0,1,84,62,10,15,1,3,9,0,,,-,,field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
52,DP Conway,A Zampa,KS Williamson,0,0,0,84,62,31,22,1,4,9,0,,,-,,field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
53,DP Conway,A Zampa,KS Williamson,6,0,6,90,56,37,23,1,5,9,0,,,-,,field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
54,DP Conway,A Zampa,KS Williamson,0,0,0,90,56,37,24,1,6,9,0,,,-,"{'by': 'Australia', 'umpire': 'AT Holdstock', 'batter': 'DP Conway', 'decision': 'struck down'}",field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
55,KS Williamson,MA Starc,DP Conway,1,0,1,91,55,11,16,1,1,10,0,,,-,,field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
56,DP Conway,MA Starc,KS Williamson,2,0,2,93,53,39,25,1,2,10,0,,,-,,field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
57,DP Conway,MA Starc,KS Williamson,1,0,1,94,52,40,26,1,3,10,0,,,-,,field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
58,KS Williamson,MA Starc,DP Conway,1,0,1,95,51,12,17,1,4,10,0,,,-,,field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
59,DP Conway,MA Starc,KS Williamson,0,0,0,95,51,40,27,1,5,10,0,,,-,,field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
60,DP Conway,MA Starc,KS Williamson,2,0,2,97,49,42,28,1,6,10,0,,,-,,field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
61,KS Williamson,MP Stoinis,DP Conway,6,0,6,103,43,18,18,1,1,11,0,,,-,,field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
62,KS Williamson,MP Stoinis,DP Conway,1,0,1,104,42,19,19,1,2,11,0,,,-,,field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
63,DP Conway,MP Stoinis,KS Williamson,1,0,1,105,41,43,29,1,3,11,0,,,-,,field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
64,KS Williamson,MP Stoinis,DP Conway,1,0,1,106,40,20,20,1,4,11,0,,,-,,field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
65,DP Conway,MP Stoinis,KS Williamson,2,0,2,108,38,45,30,1,5,11,0,,,-,,field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
66,DP Conway,MP Stoinis,KS Williamson,1,0,1,109,37,46,31,1,6,11,0,,,-,,field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
67,DP Conway,MA Starc,KS Williamson,0,0,0,109,37,46,32,1,1,12,0,,,-,,field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
68,DP Conway,MA Starc,KS Williamson,1,0,1,110,36,47,33,1,2,12,0,,,-,,field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
69,KS Williamson,MA Starc,DP Conway,1,0,1,111,35,21,21,1,3,12,0,,,-,,field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
70,DP Conway,MA Starc,KS Williamson,1,0,1,112,34,48,34,1,4,12,0,,,-,,field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
71,KS Williamson,MA Starc,DP Conway,1,0,1,113,33,22,22,1,5,12,0,,,-,,field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
72,DP Conway,MA Starc,KS Williamson,1,0,1,114,32,49,35,1,6,12,0,,,-,,field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
73,DP Conway,A Zampa,KS Williamson,6,0,6,120,26,55,36,1,1,13,0,,,-,,field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
74,DP Conway,A Zampa,KS Williamson,2,0,2,122,24,57,37,1,2,13,0,,,-,,field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
75,DP Conway,A Zampa,KS Williamson,1,0,1,123,23,58,38,1,3,13,0,,,-,,field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
76,KS Williamson,A Zampa,DP Conway,1,0,1,124,22,23,23,1,4,13,0,,,-,,field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
77,DP Conway,A Zampa,KS Williamson,1,0,1,125,21,59,39,1,5,13,0,,,-,,field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
78,KS Williamson,A Zampa,DP Conway,0,0,0,125,21,23,24,2,6,13,lbw,KS Williamson,,-,"{'by': 'New Zealand', 'umpire': 'AT Holdstock', 'batter': 'KS Williamson', 'decision': 'struck down'}",field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
79,DP Conway,PJ Cummins,GD Phillips,3,0,3,128,18,62,40,2,1,14,0,,,-,,field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
80,GD Phillips,PJ Cummins,DP Conway,0,0,0,128,18,0,1,2,2,14,0,,,-,,field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
81,GD Phillips,PJ Cummins,DP Conway,0,0,0,128,18,0,2,2,3,14,0,,,-,,field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
82,GD Phillips,PJ Cummins,DP Conway,4,0,4,132,14,4,3,2,4,14,0,,,-,,field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
83,GD Phillips,PJ Cummins,DP Conway,2,0,2,134,12,6,4,2,5,14,0,,,-,,field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
84,GD Phillips,PJ Cummins,DP Conway,0,0,0,134,12,6,5,2,6,14,0,,,-,,field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
85,DP Conway,A Zampa,GD Phillips,1,0,1,135,11,63,41,2,1,15,0,,,-,,field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
86,GD Phillips,A Zampa,DP Conway,1,0,1,136,10,7,6,2,2,15,0,,,-,,field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
87,DP Conway,A Zampa,GD Phillips,0,1,1,137,9,63,42,2,3,15,0,,,wides,,field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
88,DP Conway,A Zampa,GD Phillips,0,0,0,137,9,63,43,2,4,15,0,,,-,,field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
89,DP Conway,A Zampa,GD Phillips,4,0,4,141,5,67,44,2,5,15,0,,,-,,field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
90,DP Conway,A Zampa,GD Phillips,2,0,2,143,3,69,45,2,6,15,0,,,-,,field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
91,DP Conway,A Zampa,GD Phillips,1,0,1,144,2,70,46,2,7,15,0,,,-,,field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
92,DP Conway,JR Hazlewood,GD Phillips,1,0,1,145,1,71,47,2,1,16,0,,,-,,field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
93,GD Phillips,JR Hazlewood,DP Conway,0,0,0,145,1,7,7,2,2,16,0,,,-,"{'by': 'Australia', 'umpire': 'HDPK Dharmasena', 'batter': 'GD Phillips', 'decision': 'struck down'}",field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
94,GD Phillips,JR Hazlewood,DP Conway,4,0,4,149,-3,11,8,2,3,16,0,,,-,,field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
95,GD Phillips,JR Hazlewood,DP Conway,1,0,1,150,-4,12,9,2,4,16,0,,,-,,field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
96,DP Conway,JR Hazlewood,GD Phillips,1,0,1,151,-5,72,48,2,5,16,0,,,-,,field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
97,GD Phillips,JR Hazlewood,DP Conway,0,1,1,152,-6,12,10,2,6,16,0,,,wides,,field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
98,GD Phillips,JR Hazlewood,DP Conway,0,0,0,152,-6,12,11,3,7,16,caught and bowled,GD Phillips,,-,,field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
99,DP Conway,MP Stoinis,JDS Neesham,4,0,4,156,-10,76,49,3,1,17,0,,,-,,field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
100,DP Conway,MP Stoinis,JDS Neesham,1,0,1,157,-11,77,50,3,2,17,0,,,-,,field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
101,JDS Neesham,MP Stoinis,DP Conway,1,0,1,158,-12,1,1,3,3,17,0,,,-,,field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
102,DP Conway,MP Stoinis,JDS Neesham,1,0,1,159,-13,78,51,3,4,17,0,,,-,,field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
103,JDS Neesham,MP Stoinis,DP Conway,1,0,1,160,-14,2,2,3,5,17,0,,,-,,field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
104,DP Conway,MP Stoinis,JDS Neesham,1,0,1,161,-15,79,52,3,6,17,0,,,-,,field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
105,DP Conway,PJ Cummins,JDS Neesham,1,0,1,162,-16,80,53,3,1,18,0,,,-,,field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
106,JDS Neesham,PJ Cummins,DP Conway,6,0,6,168,-22,8,3,3,2,18,0,,,-,,field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
107,JDS Neesham,PJ Cummins,DP Conway,0,1,1,169,-23,8,4,3,3,18,0,,,wides,,field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
108,JDS Neesham,PJ Cummins,DP Conway,1,0,1,170,-24,9,5,3,4,18,0,,,-,,field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
109,DP Conway,PJ Cummins,JDS Neesham,0,1,1,171,-25,80,54,3,5,18,0,,,wides,,field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
110,DP Conway,PJ Cummins,JDS Neesham,1,0,1,172,-26,81,55,3,6,18,0,,,-,,field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
111,JDS Neesham,PJ Cummins,DP Conway,2,0,2,174,-28,11,6,3,7,18,0,,,-,,field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
112,JDS Neesham,PJ Cummins,DP Conway,2,0,2,176,-30,13,7,3,8,18,0,,,-,,field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
113,DP Conway,MA Starc,JDS Neesham,1,0,1,177,-31,82,56,3,1,19,0,,,-,,field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
114,JDS Neesham,MA Starc,DP Conway,1,0,1,178,-32,14,8,3,2,19,0,,,-,,field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
115,DP Conway,MA Starc,JDS Neesham,2,0,2,180,-34,84,57,3,3,19,0,,,-,,field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
116,DP Conway,MA Starc,JDS Neesham,1,0,1,181,-35,85,58,3,4,19,0,,,-,,field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
117,JDS Neesham,MA Starc,DP Conway,1,0,1,182,-36,15,9,3,5,19,0,,,-,,field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
118,DP Conway,MA Starc,JDS Neesham,4,0,4,186,-40,89,59,3,6,19,0,,,-,,field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
119,JDS Neesham,JR Hazlewood,DP Conway,0,0,0,186,-40,15,10,3,1,20,0,,,-,,field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
120,JDS Neesham,JR Hazlewood,DP Conway,2,0,2,188,-42,17,11,3,2,20,0,,,-,,field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
121,JDS Neesham,JR Hazlewood,DP Conway,1,0,1,189,-43,18,12,3,3,20,0,,,-,,field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
122,DP Conway,JR Hazlewood,JDS Neesham,3,0,3,192,-46,92,60,3,4,20,0,,,-,,field,Australia,1,Sydney Cricket Ground,2022,10,New Zealand_Australia_2022-10-22,New Zealand,New Zealand,Australia,200
