,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,extra_type,over,wicket_type,player_out,fielder,review,toss_decision,toss_winner,innings,venue,date,winning_team,batting_team,bowling_team
18,D Pretorius,B Kumar,Q de Kock,0,0,0,26,4,4,6,-,3,0,,,,field,South Africa,2,"Arun Jaitley Stadium, Delhi",2022-06-09,South Africa,South Africa,India
19,Q de Kock,YS Chahal,D Pretorius,1,0,1,27,7,8,1,-,4,0,,,,field,South Africa,2,"Arun Jaitley Stadium, Delhi",2022-06-09,South Africa,South Africa,India
20,D Pretorius,YS Chahal,Q de Kock,6,0,6,33,10,5,2,-,4,0,,,,field,South Africa,2,"Arun Jaitley Stadium, Delhi",2022-06-09,South Africa,South Africa,India
21,D Pretorius,YS Chahal,Q de Kock,1,0,1,34,11,6,3,-,4,0,,,,field,South Africa,2,"Arun Jaitley Stadium, Delhi",2022-06-09,South Africa,South Africa,India
22,Q de Kock,YS Chahal,D Pretorius,0,0,0,34,7,9,4,-,4,0,,,,field,South Africa,2,"Arun Jaitley Stadium, Delhi",2022-06-09,South Africa,South Africa,India
23,Q de Kock,YS Chahal,D Pretorius,4,0,4,38,11,10,5,-,4,0,,,,field,South Africa,2,"Arun Jaitley Stadium, Delhi",2022-06-09,South Africa,South Africa,India
24,Q de Kock,YS Chahal,D Pretorius,4,0,4,42,15,11,6,-,4,0,,,,field,South Africa,2,"Arun Jaitley Stadium, Delhi",2022-06-09,South Africa,South Africa,India
25,D Pretorius,HH Pandya,Q de Kock,0,0,0,42,11,7,1,-,5,0,,,,field,South Africa,2,"Arun Jaitley Stadium, Delhi",2022-06-09,South Africa,South Africa,India
26,D Pretorius,HH Pandya,Q de Kock,6,0,6,48,17,8,2,-,5,0,,,,field,South Africa,2,"Arun Jaitley Stadium, Delhi",2022-06-09,South Africa,South Africa,India
27,D Pretorius,HH Pandya,Q de Kock,6,0,6,54,23,9,3,-,5,0,,,,field,South Africa,2,"Arun Jaitley Stadium, Delhi",2022-06-09,South Africa,South Africa,India
28,D Pretorius,HH Pandya,Q de Kock,0,0,0,54,23,10,4,-,5,0,,,,field,South Africa,2,"Arun Jaitley Stadium, Delhi",2022-06-09,South Africa,South Africa,India
29,D Pretorius,HH Pandya,Q de Kock,6,0,6,60,29,11,5,-,5,0,,,,field,South Africa,2,"Arun Jaitley Stadium, Delhi",2022-06-09,South Africa,South Africa,India
30,D Pretorius,HH Pandya,Q de Kock,0,0,0,60,29,12,6,-,5,0,,,,field,South Africa,2,"Arun Jaitley Stadium, Delhi",2022-06-09,South Africa,South Africa,India
31,Q de Kock,HV Patel,D Pretorius,1,0,1,61,16,12,1,-,6,0,,,,field,South Africa,2,"Arun Jaitley Stadium, Delhi",2022-06-09,South Africa,South Africa,India
32,D Pretorius,HV Patel,Q de Kock,0,0,0,61,29,13,2,-,6,bowled,D Pretorius,,,field,South Africa,2,"Arun Jaitley Stadium, Delhi",2022-06-09,South Africa,South Africa,India
33,HE van der Dussen,HV Patel,Q de Kock,0,0,0,61,0,1,3,-,6,0,,,,field,South Africa,2,"Arun Jaitley Stadium, Delhi",2022-06-09,South Africa,South Africa,India
34,HE van der Dussen,HV Patel,Q de Kock,0,0,0,61,0,2,4,-,6,0,,,,field,South Africa,2,"Arun Jaitley Stadium, Delhi",2022-06-09,South Africa,South Africa,India
35,HE van der Dussen,HV Patel,Q de Kock,0,0,0,61,0,3,5,-,6,0,,,,field,South Africa,2,"Arun Jaitley Stadium, Delhi",2022-06-09,South Africa,South Africa,India
36,HE van der Dussen,HV Patel,Q de Kock,0,0,0,61,0,4,6,-,6,0,,,,field,South Africa,2,"Arun Jaitley Stadium, Delhi",2022-06-09,South Africa,South Africa,India
37,Q de Kock,AR Patel,HE van der Dussen,1,0,1,62,17,13,1,-,7,0,,,,field,South Africa,2,"Arun Jaitley Stadium, Delhi",2022-06-09,South Africa,South Africa,India
38,HE van der Dussen,AR Patel,Q de Kock,1,0,1,63,1,5,2,-,7,0,,,,field,South Africa,2,"Arun Jaitley Stadium, Delhi",2022-06-09,South Africa,South Africa,India
39,Q de Kock,AR Patel,HE van der Dussen,0,0,0,63,17,14,3,-,7,0,,,,field,South Africa,2,"Arun Jaitley Stadium, Delhi",2022-06-09,South Africa,South Africa,India
40,Q de Kock,AR Patel,HE van der Dussen,1,0,1,64,18,15,4,-,7,0,,,,field,South Africa,2,"Arun Jaitley Stadium, Delhi",2022-06-09,South Africa,South Africa,India
41,HE van der Dussen,AR Patel,Q de Kock,1,0,1,65,2,6,5,-,7,0,,,,field,South Africa,2,"Arun Jaitley Stadium, Delhi",2022-06-09,South Africa,South Africa,India
42,Q de Kock,AR Patel,HE van der Dussen,2,0,2,67,20,16,6,-,7,0,,,,field,South Africa,2,"Arun Jaitley Stadium, Delhi",2022-06-09,South Africa,South Africa,India
43,HE van der Dussen,YS Chahal,Q de Kock,0,0,0,67,2,7,1,-,8,0,,,,field,South Africa,2,"Arun Jaitley Stadium, Delhi",2022-06-09,South Africa,South Africa,India
44,HE van der Dussen,YS Chahal,Q de Kock,0,0,0,67,2,8,2,-,8,0,,,,field,South Africa,2,"Arun Jaitley Stadium, Delhi",2022-06-09,South Africa,South Africa,India
45,HE van der Dussen,YS Chahal,Q de Kock,0,0,0,67,2,9,3,-,8,0,,,,field,South Africa,2,"Arun Jaitley Stadium, Delhi",2022-06-09,South Africa,South Africa,India
46,HE van der Dussen,YS Chahal,Q de Kock,4,0,4,71,6,10,4,-,8,0,,,,field,South Africa,2,"Arun Jaitley Stadium, Delhi",2022-06-09,South Africa,South Africa,India
47,HE van der Dussen,YS Chahal,Q de Kock,1,0,1,72,7,11,5,-,8,0,,,,field,South Africa,2,"Arun Jaitley Stadium, Delhi",2022-06-09,South Africa,South Africa,India
48,Q de Kock,YS Chahal,HE van der Dussen,1,0,1,73,21,17,6,-,8,0,,,,field,South Africa,2,"Arun Jaitley Stadium, Delhi",2022-06-09,South Africa,South Africa,India
49,Q de Kock,AR Patel,HE van der Dussen,1,0,1,74,22,18,1,-,9,0,,,,field,South Africa,2,"Arun Jaitley Stadium, Delhi",2022-06-09,South Africa,South Africa,India
50,HE van der Dussen,AR Patel,Q de Kock,6,0,6,80,13,12,2,-,9,0,,,,field,South Africa,2,"Arun Jaitley Stadium, Delhi",2022-06-09,South Africa,South Africa,India
51,HE van der Dussen,AR Patel,Q de Kock,1,0,1,81,14,13,3,-,9,0,,,,field,South Africa,2,"Arun Jaitley Stadium, Delhi",2022-06-09,South Africa,South Africa,India
52,Q de Kock,AR Patel,HE van der Dussen,0,0,0,81,22,19,4,-,9,caught,Q de Kock,Ishan Kishan,,field,South Africa,2,"Arun Jaitley Stadium, Delhi",2022-06-09,South Africa,South Africa,India
53,DA Miller,AR Patel,HE van der Dussen,0,0,0,81,0,1,5,-,9,0,,,,field,South Africa,2,"Arun Jaitley Stadium, Delhi",2022-06-09,South Africa,South Africa,India
54,DA Miller,AR Patel,HE van der Dussen,1,0,1,82,1,2,6,-,9,0,,,,field,South Africa,2,"Arun Jaitley Stadium, Delhi",2022-06-09,South Africa,South Africa,India
55,DA Miller,Avesh Khan,HE van der Dussen,2,0,2,84,3,3,1,-,10,0,,,,field,South Africa,2,"Arun Jaitley Stadium, Delhi",2022-06-09,South Africa,South Africa,India
56,DA Miller,Avesh Khan,HE van der Dussen,1,0,1,85,4,4,2,-,10,0,,,,field,South Africa,2,"Arun Jaitley Stadium, Delhi",2022-06-09,South Africa,South Africa,India
57,HE van der Dussen,Avesh Khan,DA Miller,0,0,0,85,14,14,3,-,10,0,,,,field,South Africa,2,"Arun Jaitley Stadium, Delhi",2022-06-09,South Africa,South Africa,India
58,HE van der Dussen,Avesh Khan,DA Miller,0,0,0,85,14,15,4,-,10,0,,,,field,South Africa,2,"Arun Jaitley Stadium, Delhi",2022-06-09,South Africa,South Africa,India
59,HE van der Dussen,Avesh Khan,DA Miller,1,0,1,86,15,16,5,-,10,0,,,,field,South Africa,2,"Arun Jaitley Stadium, Delhi",2022-06-09,South Africa,South Africa,India
60,DA Miller,Avesh Khan,HE van der Dussen,0,0,0,86,4,5,6,-,10,0,,,,field,South Africa,2,"Arun Jaitley Stadium, Delhi",2022-06-09,South Africa,South Africa,India
61,HE van der Dussen,AR Patel,DA Miller,1,0,1,87,16,17,1,-,11,0,,,,field,South Africa,2,"Arun Jaitley Stadium, Delhi",2022-06-09,South Africa,South Africa,India
62,DA Miller,AR Patel,HE van der Dussen,1,0,1,88,5,6,2,-,11,0,,,,field,South Africa,2,"Arun Jaitley Stadium, Delhi",2022-06-09,South Africa,South Africa,India
63,HE van der Dussen,AR Patel,DA Miller,1,0,1,89,17,18,3,-,11,0,,,,field,South Africa,2,"Arun Jaitley Stadium, Delhi",2022-06-09,South Africa,South Africa,India
64,DA Miller,AR Patel,HE van der Dussen,1,0,1,90,6,7,4,-,11,0,,,,field,South Africa,2,"Arun Jaitley Stadium, Delhi",2022-06-09,South Africa,South Africa,India
65,HE van der Dussen,AR Patel,DA Miller,1,0,1,91,18,19,5,-,11,0,,,,field,South Africa,2,"Arun Jaitley Stadium, Delhi",2022-06-09,South Africa,South Africa,India
66,DA Miller,AR Patel,HE van der Dussen,1,0,1,92,7,8,6,-,11,0,,,,field,South Africa,2,"Arun Jaitley Stadium, Delhi",2022-06-09,South Africa,South Africa,India
67,DA Miller,HV Patel,HE van der Dussen,1,0,1,93,8,9,1,-,12,0,,,,field,South Africa,2,"Arun Jaitley Stadium, Delhi",2022-06-09,South Africa,South Africa,India
68,HE van der Dussen,HV Patel,DA Miller,1,0,1,94,19,20,2,-,12,0,,,,field,South Africa,2,"Arun Jaitley Stadium, Delhi",2022-06-09,South Africa,South Africa,India
69,DA Miller,HV Patel,HE van der Dussen,1,0,1,95,9,10,3,-,12,0,,,,field,South Africa,2,"Arun Jaitley Stadium, Delhi",2022-06-09,South Africa,South Africa,India
70,HE van der Dussen,HV Patel,DA Miller,1,0,1,96,20,21,4,-,12,0,,,,field,South Africa,2,"Arun Jaitley Stadium, Delhi",2022-06-09,South Africa,South Africa,India
71,DA Miller,HV Patel,HE van der Dussen,4,0,4,100,13,11,5,-,12,0,,,,field,South Africa,2,"Arun Jaitley Stadium, Delhi",2022-06-09,South Africa,South Africa,India
72,DA Miller,HV Patel,HE van der Dussen,6,0,6,106,19,12,6,-,12,0,,,,field,South Africa,2,"Arun Jaitley Stadium, Delhi",2022-06-09,South Africa,South Africa,India
73,HE van der Dussen,AR Patel,DA Miller,1,0,1,107,21,22,1,-,13,0,,,,field,South Africa,2,"Arun Jaitley Stadium, Delhi",2022-06-09,South Africa,South Africa,India
74,DA Miller,AR Patel,HE van der Dussen,1,0,1,108,20,13,2,-,13,0,,,,field,South Africa,2,"Arun Jaitley Stadium, Delhi",2022-06-09,South Africa,South Africa,India
75,HE van der Dussen,AR Patel,DA Miller,1,0,1,109,22,23,3,-,13,0,,,,field,South Africa,2,"Arun Jaitley Stadium, Delhi",2022-06-09,South Africa,South Africa,India
76,DA Miller,AR Patel,HE van der Dussen,4,0,4,113,24,14,4,-,13,0,,,,field,South Africa,2,"Arun Jaitley Stadium, Delhi",2022-06-09,South Africa,South Africa,India
77,DA Miller,AR Patel,HE van der Dussen,6,0,6,119,30,15,5,-,13,0,,,,field,South Africa,2,"Arun Jaitley Stadium, Delhi",2022-06-09,South Africa,South Africa,India
78,DA Miller,AR Patel,HE van der Dussen,6,0,6,125,36,16,6,-,13,0,,,,field,South Africa,2,"Arun Jaitley Stadium, Delhi",2022-06-09,South Africa,South Africa,India
79,HE van der Dussen,Avesh Khan,DA Miller,0,1,1,126,22,24,1,wides,14,0,,,,field,South Africa,2,"Arun Jaitley Stadium, Delhi",2022-06-09,South Africa,South Africa,India
80,HE van der Dussen,Avesh Khan,DA Miller,0,0,0,126,22,25,2,-,14,0,,,,field,South Africa,2,"Arun Jaitley Stadium, Delhi",2022-06-09,South Africa,South Africa,India
81,HE van der Dussen,Avesh Khan,DA Miller,0,0,0,126,22,26,3,-,14,0,,,,field,South Africa,2,"Arun Jaitley Stadium, Delhi",2022-06-09,South Africa,South Africa,India
82,HE van der Dussen,Avesh Khan,DA Miller,0,0,0,126,22,27,4,-,14,0,,,,field,South Africa,2,"Arun Jaitley Stadium, Delhi",2022-06-09,South Africa,South Africa,India
83,HE van der Dussen,Avesh Khan,DA Miller,1,0,1,127,23,28,5,-,14,0,,,,field,South Africa,2,"Arun Jaitley Stadium, Delhi",2022-06-09,South Africa,South Africa,India
84,DA Miller,Avesh Khan,HE van der Dussen,1,0,1,128,37,17,6,-,14,0,,,,field,South Africa,2,"Arun Jaitley Stadium, Delhi",2022-06-09,South Africa,South Africa,India
85,HE van der Dussen,Avesh Khan,DA Miller,4,1,5,133,27,29,7,noballs,14,0,,,,field,South Africa,2,"Arun Jaitley Stadium, Delhi",2022-06-09,South Africa,South Africa,India
86,HE van der Dussen,Avesh Khan,DA Miller,1,0,1,134,28,30,8,-,14,0,,,,field,South Africa,2,"Arun Jaitley Stadium, Delhi",2022-06-09,South Africa,South Africa,India
87,HE van der Dussen,B Kumar,DA Miller,1,0,1,135,29,31,1,-,15,0,,,,field,South Africa,2,"Arun Jaitley Stadium, Delhi",2022-06-09,South Africa,South Africa,India
88,DA Miller,B Kumar,HE van der Dussen,0,0,0,135,37,18,2,-,15,0,,,,field,South Africa,2,"Arun Jaitley Stadium, Delhi",2022-06-09,South Africa,South Africa,India
89,DA Miller,B Kumar,HE van der Dussen,4,0,4,139,41,19,3,-,15,0,,,,field,South Africa,2,"Arun Jaitley Stadium, Delhi",2022-06-09,South Africa,South Africa,India
90,DA Miller,B Kumar,HE van der Dussen,6,0,6,145,47,20,4,-,15,0,,,,field,South Africa,2,"Arun Jaitley Stadium, Delhi",2022-06-09,South Africa,South Africa,India
91,DA Miller,B Kumar,HE van der Dussen,2,0,2,147,49,21,5,-,15,0,,,,field,South Africa,2,"Arun Jaitley Stadium, Delhi",2022-06-09,South Africa,South Africa,India
92,DA Miller,B Kumar,HE van der Dussen,1,0,1,148,50,22,6,-,15,0,,,,field,South Africa,2,"Arun Jaitley Stadium, Delhi",2022-06-09,South Africa,South Africa,India
93,DA Miller,Avesh Khan,HE van der Dussen,1,0,1,149,51,23,1,-,16,0,,,,field,South Africa,2,"Arun Jaitley Stadium, Delhi",2022-06-09,South Africa,South Africa,India
94,HE van der Dussen,Avesh Khan,DA Miller,1,0,1,150,30,32,2,-,16,0,,,,field,South Africa,2,"Arun Jaitley Stadium, Delhi",2022-06-09,South Africa,South Africa,India
95,DA Miller,Avesh Khan,HE van der Dussen,1,0,1,151,52,24,3,-,16,0,,,,field,South Africa,2,"Arun Jaitley Stadium, Delhi",2022-06-09,South Africa,South Africa,India
96,HE van der Dussen,Avesh Khan,DA Miller,0,1,1,152,30,33,4,legbyes,16,0,,,,field,South Africa,2,"Arun Jaitley Stadium, Delhi",2022-06-09,South Africa,South Africa,India
97,DA Miller,Avesh Khan,HE van der Dussen,4,0,4,156,56,25,5,-,16,0,,,,field,South Africa,2,"Arun Jaitley Stadium, Delhi",2022-06-09,South Africa,South Africa,India
98,DA Miller,Avesh Khan,HE van der Dussen,0,0,0,156,56,26,6,-,16,0,,,,field,South Africa,2,"Arun Jaitley Stadium, Delhi",2022-06-09,South Africa,South Africa,India
99,HE van der Dussen,HV Patel,DA Miller,6,0,6,162,36,34,1,-,17,0,,,,field,South Africa,2,"Arun Jaitley Stadium, Delhi",2022-06-09,South Africa,South Africa,India
100,HE van der Dussen,HV Patel,DA Miller,6,0,6,168,42,35,2,-,17,0,,,,field,South Africa,2,"Arun Jaitley Stadium, Delhi",2022-06-09,South Africa,South Africa,India
101,HE van der Dussen,HV Patel,DA Miller,4,0,4,172,46,36,3,-,17,0,,,,field,South Africa,2,"Arun Jaitley Stadium, Delhi",2022-06-09,South Africa,South Africa,India
102,HE van der Dussen,HV Patel,DA Miller,0,0,0,172,46,37,4,-,17,0,,,,field,South Africa,2,"Arun Jaitley Stadium, Delhi",2022-06-09,South Africa,South Africa,India
103,HE van der Dussen,HV Patel,DA Miller,6,0,6,178,52,38,5,-,17,0,,,,field,South Africa,2,"Arun Jaitley Stadium, Delhi",2022-06-09,South Africa,South Africa,India
104,HE van der Dussen,HV Patel,DA Miller,0,0,0,178,52,39,6,-,17,0,,,,field,South Africa,2,"Arun Jaitley Stadium, Delhi",2022-06-09,South Africa,South Africa,India
105,DA Miller,B Kumar,HE van der Dussen,6,0,6,184,62,27,1,-,18,0,,,,field,South Africa,2,"Arun Jaitley Stadium, Delhi",2022-06-09,South Africa,South Africa,India
106,DA Miller,B Kumar,HE van der Dussen,0,1,1,185,62,28,2,wides,18,0,,,"{'by': 'India', 'umpire': 'Nitin Menon', 'batter': 'DA Miller', 'decision': 'struck down'}",field,South Africa,2,"Arun Jaitley Stadium, Delhi",2022-06-09,South Africa,South Africa,India
107,DA Miller,B Kumar,HE van der Dussen,0,0,0,185,62,29,3,-,18,0,,,,field,South Africa,2,"Arun Jaitley Stadium, Delhi",2022-06-09,South Africa,South Africa,India
108,DA Miller,B Kumar,HE van der Dussen,1,0,1,186,63,30,4,-,18,0,,,,field,South Africa,2,"Arun Jaitley Stadium, Delhi",2022-06-09,South Africa,South Africa,India
109,HE van der Dussen,B Kumar,DA Miller,6,0,6,192,58,40,5,-,18,0,,,,field,South Africa,2,"Arun Jaitley Stadium, Delhi",2022-06-09,South Africa,South Africa,India
110,HE van der Dussen,B Kumar,DA Miller,4,0,4,196,62,41,6,-,18,0,,,,field,South Africa,2,"Arun Jaitley Stadium, Delhi",2022-06-09,South Africa,South Africa,India
111,HE van der Dussen,B Kumar,DA Miller,4,0,4,200,66,42,7,-,18,0,,,,field,South Africa,2,"Arun Jaitley Stadium, Delhi",2022-06-09,South Africa,South Africa,India
112,DA Miller,HV Patel,HE van der Dussen,0,0,0,200,63,31,1,-,19,0,,,,field,South Africa,2,"Arun Jaitley Stadium, Delhi",2022-06-09,South Africa,South Africa,India
113,DA Miller,HV Patel,HE van der Dussen,1,0,1,201,64,32,2,-,19,0,,,,field,South Africa,2,"Arun Jaitley Stadium, Delhi",2022-06-09,South Africa,South Africa,India
114,HE van der Dussen,HV Patel,DA Miller,0,0,0,201,66,43,3,-,19,0,,,,field,South Africa,2,"Arun Jaitley Stadium, Delhi",2022-06-09,South Africa,South Africa,India
115,HE van der Dussen,HV Patel,DA Miller,0,2,2,203,66,44,4,legbyes,19,0,,,"{'by': 'India', 'umpire': 'J Madanagopal', 'batter': 'HE van der Dussen', 'decision': 'struck down', 'umpires_call': True}",field,South Africa,2,"Arun Jaitley Stadium, Delhi",2022-06-09,South Africa,South Africa,India
116,HE van der Dussen,HV Patel,DA Miller,4,0,4,207,70,45,5,-,19,0,,,,field,South Africa,2,"Arun Jaitley Stadium, Delhi",2022-06-09,South Africa,South Africa,India
117,HE van der Dussen,HV Patel,DA Miller,1,0,1,208,71,46,6,-,19,0,,,,field,South Africa,2,"Arun Jaitley Stadium, Delhi",2022-06-09,South Africa,South Africa,India
118,HE van der Dussen,YS Chahal,DA Miller,4,0,4,212,75,47,1,-,20,0,,,,field,South Africa,2,"Arun Jaitley Stadium, Delhi",2022-06-09,South Africa,South Africa,India
