,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,extra_type,wicket_type,player_out,fielder,over,toss_decision,toss_winner,innings,venue,date,batting_team,bowling_team
97,CJ Anderson,Raza Hasan,L Ronchi,0,0,0,112,48,39,4,-,caught,CJ Anderson,Saad Nasim,16,field,Pakistan,1,Dubai International Cricket Stadium,2014-12-04,New Zealand,Pakistan
98,L Ronchi,Raza Hasan,JDS Neesham,0,0,0,112,22,19,5,-,0,,,16,field,Pakistan,1,Dubai International Cricket Stadium,2014-12-04,New Zealand,Pakistan
99,L Ronchi,Raza Hasan,JDS Neesham,1,0,1,113,23,20,6,-,0,,,16,field,Pakistan,1,Dubai International Cricket Stadium,2014-12-04,New Zealand,Pakistan
100,L Ronchi,Sohail Tanvir,JDS Neesham,0,0,0,113,23,21,1,-,0,,,17,field,Pakistan,1,Dubai International Cricket Stadium,2014-12-04,New Zealand,Pakistan
101,L Ronchi,Sohail Tanvir,JDS Neesham,0,0,0,113,23,22,2,-,0,,,17,field,Pakistan,1,Dubai International Cricket Stadium,2014-12-04,New Zealand,Pakistan
102,L Ronchi,Sohail Tanvir,JDS Neesham,2,0,2,115,25,23,3,-,0,,,17,field,Pakistan,1,Dubai International Cricket Stadium,2014-12-04,New Zealand,Pakistan
103,L Ronchi,Sohail Tanvir,JDS Neesham,1,0,1,116,26,24,4,-,0,,,17,field,Pakistan,1,Dubai International Cricket Stadium,2014-12-04,New Zealand,Pakistan
104,JDS Neesham,Sohail Tanvir,L Ronchi,1,0,1,117,1,1,5,-,0,,,17,field,Pakistan,1,Dubai International Cricket Stadium,2014-12-04,New Zealand,Pakistan
105,L Ronchi,Sohail Tanvir,JDS Neesham,4,0,4,121,30,25,6,-,0,,,17,field,Pakistan,1,Dubai International Cricket Stadium,2014-12-04,New Zealand,Pakistan
106,JDS Neesham,Raza Hasan,L Ronchi,0,0,0,121,1,2,1,-,0,,,18,field,Pakistan,1,Dubai International Cricket Stadium,2014-12-04,New Zealand,Pakistan
107,JDS Neesham,Raza Hasan,L Ronchi,1,0,1,122,2,3,2,-,0,,,18,field,Pakistan,1,Dubai International Cricket Stadium,2014-12-04,New Zealand,Pakistan
108,L Ronchi,Raza Hasan,JDS Neesham,1,0,1,123,31,26,3,-,0,,,18,field,Pakistan,1,Dubai International Cricket Stadium,2014-12-04,New Zealand,Pakistan
109,JDS Neesham,Raza Hasan,L Ronchi,0,0,0,123,2,4,4,-,0,,,18,field,Pakistan,1,Dubai International Cricket Stadium,2014-12-04,New Zealand,Pakistan
110,JDS Neesham,Raza Hasan,L Ronchi,2,0,2,125,4,5,5,-,0,,,18,field,Pakistan,1,Dubai International Cricket Stadium,2014-12-04,New Zealand,Pakistan
111,JDS Neesham,Raza Hasan,L Ronchi,1,0,1,126,5,6,6,-,0,,,18,field,Pakistan,1,Dubai International Cricket Stadium,2014-12-04,New Zealand,Pakistan
112,JDS Neesham,Mohammad Irfan,L Ronchi,1,0,1,127,6,7,1,-,0,,,19,field,Pakistan,1,Dubai International Cricket Stadium,2014-12-04,New Zealand,Pakistan
113,L Ronchi,Mohammad Irfan,JDS Neesham,1,0,1,128,32,27,2,-,0,,,19,field,Pakistan,1,Dubai International Cricket Stadium,2014-12-04,New Zealand,Pakistan
114,JDS Neesham,Mohammad Irfan,L Ronchi,0,0,0,128,6,8,3,-,0,,,19,field,Pakistan,1,Dubai International Cricket Stadium,2014-12-04,New Zealand,Pakistan
115,JDS Neesham,Mohammad Irfan,L Ronchi,0,0,0,128,6,9,4,-,caught,JDS Neesham,Umar Akmal,19,field,Pakistan,1,Dubai International Cricket Stadium,2014-12-04,New Zealand,Pakistan
116,L Ronchi,Mohammad Irfan,NL McCullum,1,0,1,129,33,28,5,-,0,,,19,field,Pakistan,1,Dubai International Cricket Stadium,2014-12-04,New Zealand,Pakistan
117,NL McCullum,Mohammad Irfan,L Ronchi,0,1,1,130,0,1,6,wides,0,,,19,field,Pakistan,1,Dubai International Cricket Stadium,2014-12-04,New Zealand,Pakistan
118,NL McCullum,Mohammad Irfan,L Ronchi,0,0,0,130,0,2,7,-,0,,,19,field,Pakistan,1,Dubai International Cricket Stadium,2014-12-04,New Zealand,Pakistan
119,L Ronchi,Sohail Tanvir,NL McCullum,0,0,0,130,33,29,1,-,bowled,L Ronchi,,20,field,Pakistan,1,Dubai International Cricket Stadium,2014-12-04,New Zealand,Pakistan
120,AF Milne,Sohail Tanvir,NL McCullum,1,0,1,131,1,1,2,-,0,,,20,field,Pakistan,1,Dubai International Cricket Stadium,2014-12-04,New Zealand,Pakistan
121,NL McCullum,Sohail Tanvir,AF Milne,0,1,1,132,0,3,3,byes,0,,,20,field,Pakistan,1,Dubai International Cricket Stadium,2014-12-04,New Zealand,Pakistan
122,AF Milne,Sohail Tanvir,NL McCullum,0,1,1,133,1,2,4,byes,0,,,20,field,Pakistan,1,Dubai International Cricket Stadium,2014-12-04,New Zealand,Pakistan
123,NL McCullum,Sohail Tanvir,AF Milne,1,0,1,134,1,4,5,-,0,,,20,field,Pakistan,1,Dubai International Cricket Stadium,2014-12-04,New Zealand,Pakistan
124,AF Milne,Sohail Tanvir,NL McCullum,1,0,1,135,2,3,6,-,0,,,20,field,Pakistan,1,Dubai International Cricket Stadium,2014-12-04,New Zealand,Pakistan
