,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,wicket_type,player_out,fielder,over,extra_type,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
14,Haider Ali,BC Fortuin,Mohammad Rizwan,0,0,0,14,,7,5,1,3,0,,,2,-,,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-11,Pakistan,Pakistan,South Africa,True,169
15,Haider Ali,BC Fortuin,Mohammad Rizwan,0,0,0,14,,7,6,1,4,0,,,2,-,,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-11,Pakistan,Pakistan,South Africa,True,169
16,Haider Ali,BC Fortuin,Mohammad Rizwan,6,0,6,20,,13,7,1,5,0,,,2,-,,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-11,Pakistan,Pakistan,South Africa,True,169
17,Haider Ali,BC Fortuin,Mohammad Rizwan,1,0,1,21,,14,8,1,6,0,,,2,-,,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-11,Pakistan,Pakistan,South Africa,True,169
18,Haider Ali,AL Phehlukwayo,Mohammad Rizwan,0,1,1,22,,14,9,1,1,0,,,3,legbyes,,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-11,Pakistan,Pakistan,South Africa,True,169
19,Mohammad Rizwan,AL Phehlukwayo,Haider Ali,0,0,0,22,,7,10,1,2,0,,,3,-,,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-11,Pakistan,Pakistan,South Africa,True,169
20,Mohammad Rizwan,AL Phehlukwayo,Haider Ali,0,0,0,22,,7,11,1,3,0,,,3,-,,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-11,Pakistan,Pakistan,South Africa,True,169
21,Mohammad Rizwan,AL Phehlukwayo,Haider Ali,4,0,4,26,,11,12,1,4,0,,,3,-,,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-11,Pakistan,Pakistan,South Africa,True,169
22,Mohammad Rizwan,AL Phehlukwayo,Haider Ali,0,0,0,26,,11,13,1,5,0,,,3,-,,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-11,Pakistan,Pakistan,South Africa,True,169
23,Mohammad Rizwan,AL Phehlukwayo,Haider Ali,4,0,4,30,,15,14,1,6,0,,,3,-,,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-11,Pakistan,Pakistan,South Africa,True,169
24,Haider Ali,L Sipamla,Mohammad Rizwan,0,0,0,30,,14,10,1,1,0,,,4,-,,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-11,Pakistan,Pakistan,South Africa,True,169
25,Haider Ali,L Sipamla,Mohammad Rizwan,0,0,0,30,,14,11,1,2,0,,,4,-,,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-11,Pakistan,Pakistan,South Africa,True,169
26,Haider Ali,L Sipamla,Mohammad Rizwan,6,0,6,36,,20,12,1,3,0,,,4,-,,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-11,Pakistan,Pakistan,South Africa,True,169
27,Haider Ali,L Sipamla,Mohammad Rizwan,0,0,0,36,,20,13,1,4,0,,,4,-,,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-11,Pakistan,Pakistan,South Africa,True,169
28,Haider Ali,L Sipamla,Mohammad Rizwan,0,0,0,36,,20,14,1,5,0,,,4,-,,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-11,Pakistan,Pakistan,South Africa,True,169
29,Haider Ali,L Sipamla,Mohammad Rizwan,1,0,1,37,,21,15,1,6,0,,,4,-,,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-11,Pakistan,Pakistan,South Africa,True,169
30,Haider Ali,AL Phehlukwayo,Mohammad Rizwan,0,0,0,37,,21,16,2,1,caught,Haider Ali,GJ Snyman,5,-,,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-11,Pakistan,Pakistan,South Africa,True,169
31,Mohammad Rizwan,AL Phehlukwayo,Hussain Talat,6,0,6,43,,21,15,2,2,0,,,5,-,,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-11,Pakistan,Pakistan,South Africa,True,169
32,Mohammad Rizwan,AL Phehlukwayo,Hussain Talat,0,0,0,43,,21,16,2,3,0,,,5,-,,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-11,Pakistan,Pakistan,South Africa,True,169
33,Mohammad Rizwan,AL Phehlukwayo,Hussain Talat,0,0,0,43,,21,17,2,4,0,,,5,-,,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-11,Pakistan,Pakistan,South Africa,True,169
34,Mohammad Rizwan,AL Phehlukwayo,Hussain Talat,1,0,1,44,,22,18,2,5,0,,,5,-,,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-11,Pakistan,Pakistan,South Africa,True,169
35,Hussain Talat,AL Phehlukwayo,Mohammad Rizwan,1,0,1,45,,1,1,2,6,0,,,5,-,,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-11,Pakistan,Pakistan,South Africa,True,169
36,Hussain Talat,GJ Snyman,Mohammad Rizwan,1,0,1,46,,2,2,2,1,0,,,6,-,,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-11,Pakistan,Pakistan,South Africa,True,169
37,Mohammad Rizwan,GJ Snyman,Hussain Talat,1,0,1,47,,23,19,2,2,0,,,6,-,,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-11,Pakistan,Pakistan,South Africa,True,169
38,Hussain Talat,GJ Snyman,Mohammad Rizwan,4,0,4,51,,6,3,2,3,0,,,6,-,,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-11,Pakistan,Pakistan,South Africa,True,169
39,Hussain Talat,GJ Snyman,Mohammad Rizwan,4,0,4,55,,10,4,2,4,0,,,6,-,,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-11,Pakistan,Pakistan,South Africa,True,169
40,Hussain Talat,GJ Snyman,Mohammad Rizwan,1,0,1,56,,11,5,2,5,0,,,6,-,,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-11,Pakistan,Pakistan,South Africa,True,169
41,Mohammad Rizwan,GJ Snyman,Hussain Talat,1,0,1,57,,24,20,2,6,0,,,6,-,,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-11,Pakistan,Pakistan,South Africa,True,169
42,Mohammad Rizwan,CJ Dala,Hussain Talat,1,0,1,58,,25,21,2,1,0,,,7,-,,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-11,Pakistan,Pakistan,South Africa,True,169
43,Hussain Talat,CJ Dala,Mohammad Rizwan,1,0,1,59,,12,6,2,2,0,,,7,-,,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-11,Pakistan,Pakistan,South Africa,True,169
44,Mohammad Rizwan,CJ Dala,Hussain Talat,2,0,2,61,,27,22,2,3,0,,,7,-,,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-11,Pakistan,Pakistan,South Africa,True,169
45,Mohammad Rizwan,CJ Dala,Hussain Talat,0,0,0,61,,27,23,2,4,0,,,7,-,,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-11,Pakistan,Pakistan,South Africa,True,169
46,Mohammad Rizwan,CJ Dala,Hussain Talat,0,1,1,62,,27,24,2,5,0,,,7,wides,,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-11,Pakistan,Pakistan,South Africa,True,169
47,Mohammad Rizwan,CJ Dala,Hussain Talat,0,0,0,62,,27,25,2,6,0,,,7,-,,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-11,Pakistan,Pakistan,South Africa,True,169
48,Mohammad Rizwan,CJ Dala,Hussain Talat,0,1,1,63,,27,26,2,7,0,,,7,legbyes,,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-11,Pakistan,Pakistan,South Africa,True,169
49,Mohammad Rizwan,L Sipamla,Hussain Talat,1,0,1,64,,28,27,2,1,0,,,8,-,,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-11,Pakistan,Pakistan,South Africa,True,169
50,Hussain Talat,L Sipamla,Mohammad Rizwan,1,0,1,65,,13,7,2,2,0,,,8,-,,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-11,Pakistan,Pakistan,South Africa,True,169
51,Mohammad Rizwan,L Sipamla,Hussain Talat,1,0,1,66,,29,28,2,3,0,,,8,-,,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-11,Pakistan,Pakistan,South Africa,True,169
52,Hussain Talat,L Sipamla,Mohammad Rizwan,1,0,1,67,,14,8,2,4,0,,,8,-,,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-11,Pakistan,Pakistan,South Africa,True,169
53,Mohammad Rizwan,L Sipamla,Hussain Talat,1,0,1,68,,30,29,2,5,0,,,8,-,,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-11,Pakistan,Pakistan,South Africa,True,169
54,Hussain Talat,L Sipamla,Mohammad Rizwan,1,0,1,69,,15,9,2,6,0,,,8,-,,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-11,Pakistan,Pakistan,South Africa,True,169
55,Hussain Talat,T Shamsi,Mohammad Rizwan,0,0,0,69,,15,10,2,1,0,,,9,-,,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-11,Pakistan,Pakistan,South Africa,True,169
56,Hussain Talat,T Shamsi,Mohammad Rizwan,0,0,0,69,,15,11,3,2,stumped,Hussain Talat,H Klaasen,9,-,,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-11,Pakistan,Pakistan,South Africa,True,169
57,Iftikhar Ahmed,T Shamsi,Mohammad Rizwan,1,0,1,70,,1,1,3,3,0,,,9,-,,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-11,Pakistan,Pakistan,South Africa,True,169
58,Mohammad Rizwan,T Shamsi,Iftikhar Ahmed,0,0,0,70,,30,30,3,4,0,,,9,-,,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-11,Pakistan,Pakistan,South Africa,True,169
59,Mohammad Rizwan,T Shamsi,Iftikhar Ahmed,1,0,1,71,,31,31,3,5,0,,,9,-,,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-11,Pakistan,Pakistan,South Africa,True,169
60,Iftikhar Ahmed,T Shamsi,Mohammad Rizwan,0,0,0,71,,1,2,3,6,0,,,9,-,,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-11,Pakistan,Pakistan,South Africa,True,169
61,Mohammad Rizwan,CJ Dala,Iftikhar Ahmed,0,0,0,71,,31,32,3,1,0,,,10,-,,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-11,Pakistan,Pakistan,South Africa,True,169
62,Mohammad Rizwan,CJ Dala,Iftikhar Ahmed,6,0,6,77,,37,33,3,2,0,,,10,-,,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-11,Pakistan,Pakistan,South Africa,True,169
63,Mohammad Rizwan,CJ Dala,Iftikhar Ahmed,6,0,6,83,,43,34,3,3,0,,,10,-,,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-11,Pakistan,Pakistan,South Africa,True,169
64,Mohammad Rizwan,CJ Dala,Iftikhar Ahmed,1,0,1,84,,44,35,3,4,0,,,10,-,,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-11,Pakistan,Pakistan,South Africa,True,169
65,Iftikhar Ahmed,CJ Dala,Mohammad Rizwan,1,0,1,85,,2,3,3,5,0,,,10,-,,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-11,Pakistan,Pakistan,South Africa,True,169
66,Mohammad Rizwan,CJ Dala,Iftikhar Ahmed,6,0,6,91,,50,36,3,6,0,,,10,-,,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-11,Pakistan,Pakistan,South Africa,True,169
67,Iftikhar Ahmed,T Shamsi,Mohammad Rizwan,1,0,1,92,,3,4,3,1,0,,,11,-,,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-11,Pakistan,Pakistan,South Africa,True,169
68,Mohammad Rizwan,T Shamsi,Iftikhar Ahmed,4,0,4,96,,54,37,3,2,0,,,11,-,,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-11,Pakistan,Pakistan,South Africa,True,169
69,Mohammad Rizwan,T Shamsi,Iftikhar Ahmed,1,0,1,97,,55,38,3,3,0,,,11,-,,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-11,Pakistan,Pakistan,South Africa,True,169
70,Iftikhar Ahmed,T Shamsi,Mohammad Rizwan,0,0,0,97,,3,5,3,4,0,,,11,-,,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-11,Pakistan,Pakistan,South Africa,True,169
71,Iftikhar Ahmed,T Shamsi,Mohammad Rizwan,0,1,1,98,,3,6,3,5,0,,,11,wides,,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-11,Pakistan,Pakistan,South Africa,True,169
72,Iftikhar Ahmed,T Shamsi,Mohammad Rizwan,1,0,1,99,,4,7,3,6,0,,,11,-,,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-11,Pakistan,Pakistan,South Africa,True,169
73,Mohammad Rizwan,T Shamsi,Iftikhar Ahmed,0,0,0,99,,55,39,3,7,0,,,11,-,,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-11,Pakistan,Pakistan,South Africa,True,169
74,Iftikhar Ahmed,BC Fortuin,Mohammad Rizwan,0,0,0,99,,4,8,3,1,0,,,12,-,,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-11,Pakistan,Pakistan,South Africa,True,169
75,Iftikhar Ahmed,BC Fortuin,Mohammad Rizwan,0,0,0,99,,4,9,4,2,caught,Iftikhar Ahmed,RR Hendricks,12,-,,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-11,Pakistan,Pakistan,South Africa,True,169
76,Mohammad Rizwan,BC Fortuin,Khushdil Shah,1,0,1,100,,56,40,4,3,0,,,12,-,,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-11,Pakistan,Pakistan,South Africa,True,169
77,Khushdil Shah,BC Fortuin,Mohammad Rizwan,1,0,1,101,,1,1,4,4,0,,,12,-,,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-11,Pakistan,Pakistan,South Africa,True,169
78,Mohammad Rizwan,BC Fortuin,Khushdil Shah,4,0,4,105,,60,41,4,5,0,,,12,-,,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-11,Pakistan,Pakistan,South Africa,True,169
79,Mohammad Rizwan,BC Fortuin,Khushdil Shah,1,0,1,106,,61,42,4,6,0,,,12,-,,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-11,Pakistan,Pakistan,South Africa,True,169
80,Mohammad Rizwan,T Shamsi,Khushdil Shah,0,1,1,107,,61,43,4,1,0,,,13,legbyes,"{'by': 'South Africa', 'umpire': 'Aleem Dar', 'batter': 'Mohammad Rizwan', 'decision': 'struck down'}",field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-11,Pakistan,Pakistan,South Africa,True,169
81,Khushdil Shah,T Shamsi,Mohammad Rizwan,1,0,1,108,,2,2,4,2,0,,,13,-,,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-11,Pakistan,Pakistan,South Africa,True,169
82,Mohammad Rizwan,T Shamsi,Khushdil Shah,4,0,4,112,,65,44,4,3,0,,,13,-,,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-11,Pakistan,Pakistan,South Africa,True,169
83,Mohammad Rizwan,T Shamsi,Khushdil Shah,1,0,1,113,,66,45,4,4,0,,,13,-,,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-11,Pakistan,Pakistan,South Africa,True,169
84,Khushdil Shah,T Shamsi,Mohammad Rizwan,0,0,0,113,,2,3,4,5,0,,,13,-,,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-11,Pakistan,Pakistan,South Africa,True,169
85,Khushdil Shah,T Shamsi,Mohammad Rizwan,0,0,0,113,,2,4,4,6,0,,,13,-,,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-11,Pakistan,Pakistan,South Africa,True,169
86,Mohammad Rizwan,D Pretorius,Khushdil Shah,1,0,1,114,,67,46,4,1,0,,,14,-,,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-11,Pakistan,Pakistan,South Africa,True,169
87,Khushdil Shah,D Pretorius,Mohammad Rizwan,1,0,1,115,,3,5,4,2,0,,,14,-,,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-11,Pakistan,Pakistan,South Africa,True,169
88,Mohammad Rizwan,D Pretorius,Khushdil Shah,0,0,0,115,,67,47,4,3,0,,,14,-,,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-11,Pakistan,Pakistan,South Africa,True,169
89,Mohammad Rizwan,D Pretorius,Khushdil Shah,6,0,6,121,,73,48,4,4,0,,,14,-,,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-11,Pakistan,Pakistan,South Africa,True,169
90,Mohammad Rizwan,D Pretorius,Khushdil Shah,1,0,1,122,,74,49,4,5,0,,,14,-,,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-11,Pakistan,Pakistan,South Africa,True,169
91,Khushdil Shah,D Pretorius,Mohammad Rizwan,1,0,1,123,,4,6,4,6,0,,,14,-,,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-11,Pakistan,Pakistan,South Africa,True,169
92,Khushdil Shah,T Shamsi,Mohammad Rizwan,1,0,1,124,,5,7,4,1,0,,,15,-,,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-11,Pakistan,Pakistan,South Africa,True,169
93,Mohammad Rizwan,T Shamsi,Khushdil Shah,1,0,1,125,,75,50,4,2,0,,,15,-,,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-11,Pakistan,Pakistan,South Africa,True,169
94,Khushdil Shah,T Shamsi,Mohammad Rizwan,0,0,0,125,,5,8,4,3,0,,,15,-,,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-11,Pakistan,Pakistan,South Africa,True,169
95,Khushdil Shah,T Shamsi,Mohammad Rizwan,1,0,1,126,,6,9,4,4,0,,,15,-,,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-11,Pakistan,Pakistan,South Africa,True,169
96,Mohammad Rizwan,T Shamsi,Khushdil Shah,1,0,1,127,,76,51,4,5,0,,,15,-,,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-11,Pakistan,Pakistan,South Africa,True,169
97,Khushdil Shah,T Shamsi,Mohammad Rizwan,0,0,0,127,,6,10,4,6,0,,,15,-,,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-11,Pakistan,Pakistan,South Africa,True,169
98,Mohammad Rizwan,L Sipamla,Khushdil Shah,1,0,1,128,,77,52,4,1,0,,,16,-,,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-11,Pakistan,Pakistan,South Africa,True,169
99,Khushdil Shah,L Sipamla,Mohammad Rizwan,6,0,6,134,,12,11,4,2,0,,,16,-,,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-11,Pakistan,Pakistan,South Africa,True,169
100,Khushdil Shah,L Sipamla,Mohammad Rizwan,0,0,0,134,,12,12,5,3,caught,Khushdil Shah,BC Fortuin,16,-,,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-11,Pakistan,Pakistan,South Africa,True,169
101,Faheem Ashraf,L Sipamla,Mohammad Rizwan,1,0,1,135,,1,1,5,4,0,,,16,-,,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-11,Pakistan,Pakistan,South Africa,True,169
102,Mohammad Rizwan,L Sipamla,Faheem Ashraf,1,0,1,136,,78,53,5,5,0,,,16,-,,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-11,Pakistan,Pakistan,South Africa,True,169
103,Faheem Ashraf,L Sipamla,Mohammad Rizwan,1,0,1,137,,2,2,5,6,0,,,16,-,,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-11,Pakistan,Pakistan,South Africa,True,169
104,Faheem Ashraf,AL Phehlukwayo,Mohammad Rizwan,1,0,1,138,,3,3,5,1,0,,,17,-,,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-11,Pakistan,Pakistan,South Africa,True,169
105,Mohammad Rizwan,AL Phehlukwayo,Faheem Ashraf,2,0,2,140,,80,54,5,2,0,,,17,-,,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-11,Pakistan,Pakistan,South Africa,True,169
106,Mohammad Rizwan,AL Phehlukwayo,Faheem Ashraf,1,0,1,141,,81,55,5,3,0,,,17,-,,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-11,Pakistan,Pakistan,South Africa,True,169
107,Faheem Ashraf,AL Phehlukwayo,Mohammad Rizwan,1,0,1,142,,4,4,5,4,0,,,17,-,,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-11,Pakistan,Pakistan,South Africa,True,169
108,Mohammad Rizwan,AL Phehlukwayo,Faheem Ashraf,1,0,1,143,,82,56,5,5,0,,,17,-,,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-11,Pakistan,Pakistan,South Africa,True,169
109,Faheem Ashraf,AL Phehlukwayo,Mohammad Rizwan,0,0,0,143,,4,5,6,6,caught,Faheem Ashraf,DA Miller,17,-,,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-11,Pakistan,Pakistan,South Africa,True,169
110,Mohammad Nawaz (3),L Sipamla,Mohammad Rizwan,1,0,1,144,,1,1,6,1,0,,,18,-,,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-11,Pakistan,Pakistan,South Africa,True,169
111,Mohammad Rizwan,L Sipamla,Mohammad Nawaz (3),1,0,1,145,,83,57,6,2,0,,,18,-,,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-11,Pakistan,Pakistan,South Africa,True,169
112,Mohammad Nawaz (3),L Sipamla,Mohammad Rizwan,1,0,1,146,,2,2,6,3,0,,,18,-,,field,South Africa,1,Gaddafi Stadium,2021,02,Pakistan_South Africa_2021-02-11,Pakistan,Pakistan,South Africa,True,169
