,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,wicket_type,player_out,fielder,over,review,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
34,WIA Fernando,PJ Cummins,MDKJ Perera,0,0,0,36,,3,5,2,4,0,,,5,,-,field,Australia,1,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Sri Lanka,Australia,False,142
35,WIA Fernando,PJ Cummins,MDKJ Perera,1,0,1,37,,4,6,2,5,0,,,5,,-,field,Australia,1,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Sri Lanka,Australia,False,142
36,MDKJ Perera,PJ Cummins,WIA Fernando,4,0,4,41,,18,12,2,6,0,,,5,,-,field,Australia,1,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Sri Lanka,Australia,False,142
37,WIA Fernando,AC Agar,MDKJ Perera,1,0,1,42,,5,7,2,1,0,,,6,,-,field,Australia,1,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Sri Lanka,Australia,False,142
38,MDKJ Perera,AC Agar,WIA Fernando,0,0,0,42,,18,13,2,2,0,,,6,,-,field,Australia,1,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Sri Lanka,Australia,False,142
39,MDKJ Perera,AC Agar,WIA Fernando,1,0,1,43,,19,14,2,3,0,,,6,,-,field,Australia,1,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Sri Lanka,Australia,False,142
40,WIA Fernando,AC Agar,MDKJ Perera,2,0,2,45,,7,8,2,4,0,,,6,,-,field,Australia,1,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Sri Lanka,Australia,False,142
41,WIA Fernando,AC Agar,MDKJ Perera,1,0,1,46,,8,9,2,5,0,,,6,,-,field,Australia,1,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Sri Lanka,Australia,False,142
42,MDKJ Perera,AC Agar,WIA Fernando,1,0,1,47,,20,15,2,6,0,,,6,,-,field,Australia,1,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Sri Lanka,Australia,False,142
43,MDKJ Perera,A Zampa,WIA Fernando,0,0,0,47,,20,16,2,1,0,,,7,,-,field,Australia,1,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Sri Lanka,Australia,False,142
44,MDKJ Perera,A Zampa,WIA Fernando,0,0,0,47,,20,17,2,2,0,,,7,,-,field,Australia,1,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Sri Lanka,Australia,False,142
45,MDKJ Perera,A Zampa,WIA Fernando,1,0,1,48,,21,18,2,3,0,,,7,,-,field,Australia,1,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Sri Lanka,Australia,False,142
46,WIA Fernando,A Zampa,MDKJ Perera,1,0,1,49,,9,10,2,4,0,,,7,,-,field,Australia,1,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Sri Lanka,Australia,False,142
47,MDKJ Perera,A Zampa,WIA Fernando,1,0,1,50,,22,19,2,5,0,,,7,,-,field,Australia,1,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Sri Lanka,Australia,False,142
48,WIA Fernando,A Zampa,MDKJ Perera,1,0,1,51,,10,11,2,6,0,,,7,,-,field,Australia,1,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Sri Lanka,Australia,False,142
49,WIA Fernando,AC Agar,MDKJ Perera,1,0,1,52,,11,12,2,1,0,,,8,,-,field,Australia,1,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Sri Lanka,Australia,False,142
50,MDKJ Perera,AC Agar,WIA Fernando,2,0,2,54,,24,20,2,2,0,,,8,,-,field,Australia,1,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Sri Lanka,Australia,False,142
51,MDKJ Perera,AC Agar,WIA Fernando,1,0,1,55,,25,21,2,3,0,,,8,,-,field,Australia,1,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Sri Lanka,Australia,False,142
52,WIA Fernando,AC Agar,MDKJ Perera,1,0,1,56,,12,13,2,4,0,,,8,,-,field,Australia,1,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Sri Lanka,Australia,False,142
53,MDKJ Perera,AC Agar,WIA Fernando,2,0,2,58,,27,22,2,5,0,,,8,,-,field,Australia,1,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Sri Lanka,Australia,False,142
54,MDKJ Perera,AC Agar,WIA Fernando,1,0,1,59,,28,23,2,6,0,,,8,,-,field,Australia,1,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Sri Lanka,Australia,False,142
55,MDKJ Perera,A Zampa,WIA Fernando,1,0,1,60,,29,24,2,1,0,,,9,,-,field,Australia,1,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Sri Lanka,Australia,False,142
56,WIA Fernando,A Zampa,MDKJ Perera,1,0,1,61,,13,14,2,2,0,,,9,,-,field,Australia,1,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Sri Lanka,Australia,False,142
57,MDKJ Perera,A Zampa,WIA Fernando,1,0,1,62,,30,25,2,3,0,,,9,,-,field,Australia,1,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Sri Lanka,Australia,False,142
58,WIA Fernando,A Zampa,MDKJ Perera,1,0,1,63,,14,15,2,4,0,,,9,,-,field,Australia,1,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Sri Lanka,Australia,False,142
59,MDKJ Perera,A Zampa,WIA Fernando,1,0,1,64,,31,26,2,5,0,,,9,,-,field,Australia,1,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Sri Lanka,Australia,False,142
60,WIA Fernando,A Zampa,MDKJ Perera,1,0,1,65,,15,16,2,6,0,,,9,,-,field,Australia,1,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Sri Lanka,Australia,False,142
61,WIA Fernando,AC Agar,MDKJ Perera,1,0,1,66,,16,17,2,1,0,,,10,,-,field,Australia,1,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Sri Lanka,Australia,False,142
62,MDKJ Perera,AC Agar,WIA Fernando,1,0,1,67,,32,27,2,2,0,,,10,,-,field,Australia,1,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Sri Lanka,Australia,False,142
63,WIA Fernando,AC Agar,MDKJ Perera,0,0,0,67,,16,18,2,3,0,,,10,,-,field,Australia,1,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Sri Lanka,Australia,False,142
64,WIA Fernando,AC Agar,MDKJ Perera,1,0,1,68,,17,19,2,4,0,,,10,,-,field,Australia,1,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Sri Lanka,Australia,False,142
65,MDKJ Perera,AC Agar,WIA Fernando,0,1,1,69,,32,28,2,5,0,,,10,,legbyes,field,Australia,1,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Sri Lanka,Australia,False,142
66,WIA Fernando,AC Agar,MDKJ Perera,2,0,2,71,,19,20,2,6,0,,,10,,-,field,Australia,1,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Sri Lanka,Australia,False,142
67,MDKJ Perera,PJ Cummins,WIA Fernando,0,0,0,71,,32,29,2,1,0,,,11,,-,field,Australia,1,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Sri Lanka,Australia,False,142
68,MDKJ Perera,PJ Cummins,WIA Fernando,2,0,2,73,,34,30,2,2,0,,,11,,-,field,Australia,1,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Sri Lanka,Australia,False,142
69,MDKJ Perera,PJ Cummins,WIA Fernando,1,0,1,74,,35,31,2,3,0,,,11,,-,field,Australia,1,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Sri Lanka,Australia,False,142
70,WIA Fernando,PJ Cummins,MDKJ Perera,1,0,1,75,,20,21,2,4,0,,,11,,-,field,Australia,1,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Sri Lanka,Australia,False,142
71,MDKJ Perera,PJ Cummins,WIA Fernando,1,0,1,76,,36,32,2,5,0,,,11,,-,field,Australia,1,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Sri Lanka,Australia,False,142
72,WIA Fernando,PJ Cummins,MDKJ Perera,0,0,0,76,,20,22,3,6,caught,WIA Fernando,BR McDermott,11,,-,field,Australia,1,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Sri Lanka,Australia,False,142
73,MDKJ Perera,MA Starc,BOP Fernando,2,0,2,78,,38,33,3,1,0,,,12,,-,field,Australia,1,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Sri Lanka,Australia,False,142
74,MDKJ Perera,MA Starc,BOP Fernando,1,0,1,79,,39,34,3,2,0,,,12,,-,field,Australia,1,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Sri Lanka,Australia,False,142
75,BOP Fernando,MA Starc,MDKJ Perera,1,0,1,80,,1,1,3,3,0,,,12,,-,field,Australia,1,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Sri Lanka,Australia,False,142
76,MDKJ Perera,MA Starc,BOP Fernando,4,0,4,84,,43,35,3,4,0,,,12,,-,field,Australia,1,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Sri Lanka,Australia,False,142
77,MDKJ Perera,MA Starc,BOP Fernando,0,0,0,84,,43,36,3,5,0,,,12,,-,field,Australia,1,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Sri Lanka,Australia,False,142
78,MDKJ Perera,MA Starc,BOP Fernando,1,0,1,85,,44,37,3,6,0,,,12,,-,field,Australia,1,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Sri Lanka,Australia,False,142
79,MDKJ Perera,A Zampa,BOP Fernando,4,0,4,89,,48,38,3,1,0,,,13,,-,field,Australia,1,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Sri Lanka,Australia,False,142
80,MDKJ Perera,A Zampa,BOP Fernando,2,0,2,91,,50,39,3,2,0,,,13,,-,field,Australia,1,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Sri Lanka,Australia,False,142
81,MDKJ Perera,A Zampa,BOP Fernando,1,0,1,92,,51,40,3,3,0,,,13,,-,field,Australia,1,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Sri Lanka,Australia,False,142
82,BOP Fernando,A Zampa,MDKJ Perera,1,0,1,93,,2,2,3,4,0,,,13,,-,field,Australia,1,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Sri Lanka,Australia,False,142
83,MDKJ Perera,A Zampa,BOP Fernando,1,0,1,94,,52,41,3,5,0,,,13,,-,field,Australia,1,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Sri Lanka,Australia,False,142
84,BOP Fernando,A Zampa,MDKJ Perera,4,0,4,98,,6,3,3,6,0,,,13,,-,field,Australia,1,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Sri Lanka,Australia,False,142
85,MDKJ Perera,KW Richardson,BOP Fernando,1,0,1,99,,53,42,3,1,0,,,14,,-,field,Australia,1,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Sri Lanka,Australia,False,142
86,BOP Fernando,KW Richardson,MDKJ Perera,0,0,0,99,,6,4,4,2,caught,BOP Fernando,AT Carey,14,"{'by': 'Sri Lanka', 'umpire': 'P Wilson', 'batter': 'BOP Fernando', 'decision': 'struck down'}",-,field,Australia,1,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Sri Lanka,Australia,False,142
87,GSNFG Jayasuriya,KW Richardson,MDKJ Perera,0,0,0,99,,0,1,4,3,0,,,14,,-,field,Australia,1,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Sri Lanka,Australia,False,142
88,GSNFG Jayasuriya,KW Richardson,MDKJ Perera,1,0,1,100,,1,2,4,4,0,,,14,,-,field,Australia,1,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Sri Lanka,Australia,False,142
89,MDKJ Perera,KW Richardson,GSNFG Jayasuriya,3,0,3,103,,56,43,4,5,0,,,14,,-,field,Australia,1,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Sri Lanka,Australia,False,142
90,GSNFG Jayasuriya,KW Richardson,MDKJ Perera,1,0,1,104,,2,3,4,6,0,,,14,,-,field,Australia,1,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Sri Lanka,Australia,False,142
91,GSNFG Jayasuriya,AC Agar,MDKJ Perera,1,0,1,105,,3,4,4,1,0,,,15,,-,field,Australia,1,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Sri Lanka,Australia,False,142
92,MDKJ Perera,AC Agar,GSNFG Jayasuriya,0,1,1,106,,56,44,4,2,0,,,15,,legbyes,field,Australia,1,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Sri Lanka,Australia,False,142
93,GSNFG Jayasuriya,AC Agar,MDKJ Perera,1,0,1,107,,4,5,4,3,0,,,15,,-,field,Australia,1,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Sri Lanka,Australia,False,142
94,MDKJ Perera,AC Agar,GSNFG Jayasuriya,1,0,1,108,,57,45,4,4,0,,,15,,-,field,Australia,1,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Sri Lanka,Australia,False,142
95,GSNFG Jayasuriya,AC Agar,MDKJ Perera,0,0,0,108,,4,6,4,5,0,,,15,,-,field,Australia,1,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Sri Lanka,Australia,False,142
96,GSNFG Jayasuriya,AC Agar,MDKJ Perera,2,0,2,110,,6,7,4,6,0,,,15,,-,field,Australia,1,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Sri Lanka,Australia,False,142
97,MDKJ Perera,PJ Cummins,GSNFG Jayasuriya,0,0,0,110,,57,46,5,1,caught,MDKJ Perera,AJ Turner,16,,-,field,Australia,1,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Sri Lanka,Australia,False,142
98,GSNFG Jayasuriya,PJ Cummins,PBB Rajapaksa,0,0,0,110,,6,8,5,2,0,,,16,,-,field,Australia,1,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Sri Lanka,Australia,False,142
99,GSNFG Jayasuriya,PJ Cummins,PBB Rajapaksa,0,0,0,110,,6,9,5,3,0,,,16,,-,field,Australia,1,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Sri Lanka,Australia,False,142
100,GSNFG Jayasuriya,PJ Cummins,PBB Rajapaksa,1,0,1,111,,7,10,5,4,0,,,16,,-,field,Australia,1,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Sri Lanka,Australia,False,142
101,PBB Rajapaksa,PJ Cummins,GSNFG Jayasuriya,0,0,0,111,,0,1,5,5,0,,,16,,-,field,Australia,1,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Sri Lanka,Australia,False,142
102,PBB Rajapaksa,PJ Cummins,GSNFG Jayasuriya,0,0,0,111,,0,2,5,6,0,,,16,,-,field,Australia,1,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Sri Lanka,Australia,False,142
103,GSNFG Jayasuriya,A Zampa,PBB Rajapaksa,1,0,1,112,,8,11,5,1,0,,,17,,-,field,Australia,1,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Sri Lanka,Australia,False,142
104,PBB Rajapaksa,A Zampa,GSNFG Jayasuriya,1,0,1,113,,1,3,5,2,0,,,17,,-,field,Australia,1,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Sri Lanka,Australia,False,142
105,GSNFG Jayasuriya,A Zampa,PBB Rajapaksa,2,0,2,115,,10,12,5,3,0,,,17,,-,field,Australia,1,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Sri Lanka,Australia,False,142
106,GSNFG Jayasuriya,A Zampa,PBB Rajapaksa,1,0,1,116,,11,13,5,4,0,,,17,,-,field,Australia,1,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Sri Lanka,Australia,False,142
107,PBB Rajapaksa,A Zampa,GSNFG Jayasuriya,0,0,0,116,,1,4,5,5,0,,,17,,-,field,Australia,1,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Sri Lanka,Australia,False,142
108,PBB Rajapaksa,A Zampa,GSNFG Jayasuriya,2,0,2,118,,3,5,5,6,0,,,17,,-,field,Australia,1,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Sri Lanka,Australia,False,142
109,GSNFG Jayasuriya,MA Starc,PBB Rajapaksa,1,0,1,119,,12,14,5,1,0,,,18,,-,field,Australia,1,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Sri Lanka,Australia,False,142
110,PBB Rajapaksa,MA Starc,GSNFG Jayasuriya,6,0,6,125,,9,6,5,2,0,,,18,,-,field,Australia,1,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Sri Lanka,Australia,False,142
111,PBB Rajapaksa,MA Starc,GSNFG Jayasuriya,4,0,4,129,,13,7,5,3,0,,,18,,-,field,Australia,1,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Sri Lanka,Australia,False,142
112,PBB Rajapaksa,MA Starc,GSNFG Jayasuriya,2,0,2,131,,15,8,5,4,0,,,18,,-,field,Australia,1,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Sri Lanka,Australia,False,142
113,PBB Rajapaksa,MA Starc,GSNFG Jayasuriya,1,0,1,132,,16,9,5,5,0,,,18,,-,field,Australia,1,Melbourne Cricket Ground,2019,11,Australia_Sri Lanka_2019-11-01,Australia,Sri Lanka,Australia,False,142
