,batter,bowler,non_striker,review,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,over,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total,batter_type,non_striker_type,bowler_type
21,LMP Simmons,JR Hazlewood,CH Gayle,,1,0,1,24,,14,13,1,-,4.0,3,0,,,field,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-10,West Indies,West Indies,Australia,True,196,Right hand Bat,Left hand Bat,Right arm Fast
22,CH Gayle,JR Hazlewood,LMP Simmons,,1,0,1,25,,1,3,1,-,5.0,3,0,,,field,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-10,West Indies,West Indies,Australia,True,196,Left hand Bat,Right hand Bat,Right arm Fast
23,LMP Simmons,JR Hazlewood,CH Gayle,,2,0,2,27,,16,14,1,-,6.0,3,0,,,field,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-10,West Indies,West Indies,Australia,True,196,Right hand Bat,Left hand Bat,Right arm Fast
24,CH Gayle,MA Starc,LMP Simmons,,0,0,0,27,,1,4,1,-,1.0,4,0,,,field,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-10,West Indies,West Indies,Australia,True,196,Left hand Bat,Right hand Bat,Left arm Fast
25,CH Gayle,MA Starc,LMP Simmons,,1,0,1,28,,2,5,1,-,2.0,4,0,,,field,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-10,West Indies,West Indies,Australia,True,196,Left hand Bat,Right hand Bat,Left arm Fast
26,LMP Simmons,MA Starc,CH Gayle,,6,0,6,34,,22,15,1,-,3.0,4,0,,,field,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-10,West Indies,West Indies,Australia,True,196,Right hand Bat,Left hand Bat,Left arm Fast
27,LMP Simmons,MA Starc,CH Gayle,,0,1,1,35,,22,16,1,noballs,3.0,4,0,,,field,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-10,West Indies,West Indies,Australia,True,196,Right hand Bat,Left hand Bat,Left arm Fast
28,LMP Simmons,MA Starc,CH Gayle,,0,0,0,35,,22,17,1,-,4.0,4,0,,,field,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-10,West Indies,West Indies,Australia,True,196,Right hand Bat,Left hand Bat,Left arm Fast
29,LMP Simmons,MA Starc,CH Gayle,,0,0,0,35,,22,18,1,-,5.0,4,0,,,field,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-10,West Indies,West Indies,Australia,True,196,Right hand Bat,Left hand Bat,Left arm Fast
30,LMP Simmons,MA Starc,CH Gayle,,2,0,2,37,,24,19,1,-,6.0,4,0,,,field,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-10,West Indies,West Indies,Australia,True,196,Right hand Bat,Left hand Bat,Left arm Fast
31,CH Gayle,JR Hazlewood,LMP Simmons,,1,0,1,38,,3,6,1,-,1.0,5,0,,,field,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-10,West Indies,West Indies,Australia,True,196,Left hand Bat,Right hand Bat,Right arm Fast
32,LMP Simmons,JR Hazlewood,CH Gayle,,6,0,6,44,,30,20,1,-,2.0,5,0,,,field,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-10,West Indies,West Indies,Australia,True,196,Right hand Bat,Left hand Bat,Right arm Fast
33,LMP Simmons,JR Hazlewood,CH Gayle,,0,0,0,44,,30,21,2,-,3.0,5,caught,LMP Simmons,MS Wade,field,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-10,West Indies,West Indies,Australia,True,196,Right hand Bat,Left hand Bat,Right arm Fast
34,SO Hetmyer,JR Hazlewood,CH Gayle,,1,0,1,45,,1,1,2,-,4.0,5,0,,,field,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-10,West Indies,West Indies,Australia,True,196,,Left hand Bat,Right arm Fast
35,CH Gayle,JR Hazlewood,SO Hetmyer,,0,0,0,45,,3,7,2,-,5.0,5,0,,,field,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-10,West Indies,West Indies,Australia,True,196,Left hand Bat,,Right arm Fast
36,CH Gayle,JR Hazlewood,SO Hetmyer,,1,0,1,46,,4,8,2,-,6.0,5,0,,,field,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-10,West Indies,West Indies,Australia,True,196,Left hand Bat,,Right arm Fast
37,CH Gayle,A Zampa,SO Hetmyer,,1,0,1,47,,5,9,2,-,1.0,6,0,,,field,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-10,West Indies,West Indies,Australia,True,196,Left hand Bat,,Right arm Legbreak
38,SO Hetmyer,A Zampa,CH Gayle,,1,0,1,48,,2,2,2,-,2.0,6,0,,,field,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-10,West Indies,West Indies,Australia,True,196,,Left hand Bat,Right arm Legbreak
39,CH Gayle,A Zampa,SO Hetmyer,,0,1,1,49,,5,10,2,wides,2.0,6,0,,,field,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-10,West Indies,West Indies,Australia,True,196,Left hand Bat,,Right arm Legbreak
40,CH Gayle,A Zampa,SO Hetmyer,,4,0,4,53,,9,11,2,-,3.0,6,0,,,field,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-10,West Indies,West Indies,Australia,True,196,Left hand Bat,,Right arm Legbreak
41,CH Gayle,A Zampa,SO Hetmyer,,0,0,0,53,,9,12,2,-,4.0,6,0,,,field,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-10,West Indies,West Indies,Australia,True,196,Left hand Bat,,Right arm Legbreak
42,CH Gayle,A Zampa,SO Hetmyer,,0,0,0,53,,9,13,2,-,5.0,6,0,,,field,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-10,West Indies,West Indies,Australia,True,196,Left hand Bat,,Right arm Legbreak
43,CH Gayle,A Zampa,SO Hetmyer,,0,0,0,53,,9,14,2,-,6.0,6,0,,,field,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-10,West Indies,West Indies,Australia,True,196,Left hand Bat,,Right arm Legbreak
44,SO Hetmyer,MR Marsh,CH Gayle,,1,0,1,54,,3,3,2,-,1.0,7,0,,,field,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-10,West Indies,West Indies,Australia,True,196,,Left hand Bat,Right arm Medium
45,CH Gayle,MR Marsh,SO Hetmyer,,4,0,4,58,,13,15,2,-,2.0,7,0,,,field,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-10,West Indies,West Indies,Australia,True,196,Left hand Bat,,Right arm Medium
46,CH Gayle,MR Marsh,SO Hetmyer,,0,1,1,59,,13,16,2,wides,2.0,7,0,,,field,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-10,West Indies,West Indies,Australia,True,196,Left hand Bat,,Right arm Medium
47,CH Gayle,MR Marsh,SO Hetmyer,,0,0,0,59,,13,17,2,-,3.0,7,0,,,field,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-10,West Indies,West Indies,Australia,True,196,Left hand Bat,,Right arm Medium
48,CH Gayle,MR Marsh,SO Hetmyer,,0,0,0,59,,13,18,3,-,4.0,7,bowled,CH Gayle,,field,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-10,West Indies,West Indies,Australia,True,196,Left hand Bat,,Right arm Medium
49,DJ Bravo,MR Marsh,SO Hetmyer,,0,0,0,59,,0,1,3,-,5.0,7,0,,,field,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-10,West Indies,West Indies,Australia,True,196,Right hand Bat,,Right arm Medium
50,DJ Bravo,MR Marsh,SO Hetmyer,,0,0,0,59,,0,2,3,-,6.0,7,0,,,field,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-10,West Indies,West Indies,Australia,True,196,Right hand Bat,,Right arm Medium
51,SO Hetmyer,AC Agar,DJ Bravo,,1,0,1,60,,4,4,3,-,1.0,8,0,,,field,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-10,West Indies,West Indies,Australia,True,196,,Right hand Bat,Left arm Orthodox
52,DJ Bravo,AC Agar,SO Hetmyer,,0,1,1,61,,0,3,3,wides,1.0,8,0,,,field,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-10,West Indies,West Indies,Australia,True,196,Right hand Bat,,Left arm Orthodox
53,DJ Bravo,AC Agar,SO Hetmyer,,0,0,0,61,,0,4,3,-,2.0,8,0,,,field,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-10,West Indies,West Indies,Australia,True,196,Right hand Bat,,Left arm Orthodox
54,DJ Bravo,AC Agar,SO Hetmyer,,1,0,1,62,,1,5,3,-,3.0,8,0,,,field,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-10,West Indies,West Indies,Australia,True,196,Right hand Bat,,Left arm Orthodox
55,SO Hetmyer,AC Agar,DJ Bravo,,1,0,1,63,,5,5,3,-,4.0,8,0,,,field,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-10,West Indies,West Indies,Australia,True,196,,Right hand Bat,Left arm Orthodox
56,DJ Bravo,AC Agar,SO Hetmyer,,1,0,1,64,,2,6,3,-,5.0,8,0,,,field,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-10,West Indies,West Indies,Australia,True,196,Right hand Bat,,Left arm Orthodox
57,SO Hetmyer,AC Agar,DJ Bravo,,1,0,1,65,,6,6,3,-,6.0,8,0,,,field,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-10,West Indies,West Indies,Australia,True,196,,Right hand Bat,Left arm Orthodox
58,SO Hetmyer,A Zampa,DJ Bravo,,3,0,3,68,,9,7,3,-,1.0,9,0,,,field,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-10,West Indies,West Indies,Australia,True,196,,Right hand Bat,Right arm Legbreak
59,DJ Bravo,A Zampa,SO Hetmyer,,0,0,0,68,,2,7,3,-,2.0,9,0,,,field,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-10,West Indies,West Indies,Australia,True,196,Right hand Bat,,Right arm Legbreak
60,DJ Bravo,A Zampa,SO Hetmyer,,1,0,1,69,,3,8,3,-,3.0,9,0,,,field,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-10,West Indies,West Indies,Australia,True,196,Right hand Bat,,Right arm Legbreak
61,SO Hetmyer,A Zampa,DJ Bravo,,2,0,2,71,,11,8,3,-,4.0,9,0,,,field,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-10,West Indies,West Indies,Australia,True,196,,Right hand Bat,Right arm Legbreak
62,SO Hetmyer,A Zampa,DJ Bravo,,1,0,1,72,,12,9,3,-,5.0,9,0,,,field,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-10,West Indies,West Indies,Australia,True,196,,Right hand Bat,Right arm Legbreak
63,DJ Bravo,A Zampa,SO Hetmyer,,1,0,1,73,,4,9,3,-,6.0,9,0,,,field,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-10,West Indies,West Indies,Australia,True,196,Right hand Bat,,Right arm Legbreak
64,DJ Bravo,AC Agar,SO Hetmyer,,1,0,1,74,,5,10,3,-,1.0,10,0,,,field,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-10,West Indies,West Indies,Australia,True,196,Right hand Bat,,Left arm Orthodox
65,SO Hetmyer,AC Agar,DJ Bravo,,0,0,0,74,,12,10,3,-,2.0,10,0,,,field,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-10,West Indies,West Indies,Australia,True,196,,Right hand Bat,Left arm Orthodox
66,SO Hetmyer,AC Agar,DJ Bravo,,1,0,1,75,,13,11,3,-,3.0,10,0,,,field,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-10,West Indies,West Indies,Australia,True,196,,Right hand Bat,Left arm Orthodox
67,DJ Bravo,AC Agar,SO Hetmyer,,2,0,2,77,,7,11,3,-,4.0,10,0,,,field,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-10,West Indies,West Indies,Australia,True,196,Right hand Bat,,Left arm Orthodox
68,DJ Bravo,AC Agar,SO Hetmyer,,0,0,0,77,,7,12,3,-,5.0,10,0,,,field,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-10,West Indies,West Indies,Australia,True,196,Right hand Bat,,Left arm Orthodox
69,DJ Bravo,AC Agar,SO Hetmyer,,1,0,1,78,,8,13,3,-,6.0,10,0,,,field,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-10,West Indies,West Indies,Australia,True,196,Right hand Bat,,Left arm Orthodox
70,DJ Bravo,A Zampa,SO Hetmyer,,1,0,1,79,,9,14,3,-,1.0,11,0,,,field,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-10,West Indies,West Indies,Australia,True,196,Right hand Bat,,Right arm Legbreak
71,SO Hetmyer,A Zampa,DJ Bravo,,1,0,1,80,,14,12,3,-,2.0,11,0,,,field,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-10,West Indies,West Indies,Australia,True,196,,Right hand Bat,Right arm Legbreak
72,DJ Bravo,A Zampa,SO Hetmyer,,6,0,6,86,,15,15,3,-,3.0,11,0,,,field,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-10,West Indies,West Indies,Australia,True,196,Right hand Bat,,Right arm Legbreak
73,DJ Bravo,A Zampa,SO Hetmyer,,0,0,0,86,,15,16,3,-,4.0,11,0,,,field,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-10,West Indies,West Indies,Australia,True,196,Right hand Bat,,Right arm Legbreak
74,DJ Bravo,A Zampa,SO Hetmyer,,2,0,2,88,,17,17,3,-,5.0,11,0,,,field,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-10,West Indies,West Indies,Australia,True,196,Right hand Bat,,Right arm Legbreak
75,DJ Bravo,A Zampa,SO Hetmyer,,0,0,0,88,,17,18,3,-,6.0,11,0,,,field,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-10,West Indies,West Indies,Australia,True,196,Right hand Bat,,Right arm Legbreak
76,SO Hetmyer,AC Agar,DJ Bravo,,0,0,0,88,,14,13,3,-,1.0,12,0,,,field,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-10,West Indies,West Indies,Australia,True,196,,Right hand Bat,Left arm Orthodox
77,SO Hetmyer,AC Agar,DJ Bravo,,6,0,6,94,,20,14,3,-,2.0,12,0,,,field,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-10,West Indies,West Indies,Australia,True,196,,Right hand Bat,Left arm Orthodox
78,SO Hetmyer,AC Agar,DJ Bravo,,1,0,1,95,,21,15,3,-,3.0,12,0,,,field,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-10,West Indies,West Indies,Australia,True,196,,Right hand Bat,Left arm Orthodox
79,DJ Bravo,AC Agar,SO Hetmyer,,0,1,1,96,,17,19,3,wides,3.0,12,0,,,field,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-10,West Indies,West Indies,Australia,True,196,Right hand Bat,,Left arm Orthodox
80,DJ Bravo,AC Agar,SO Hetmyer,,6,0,6,102,,23,20,3,-,4.0,12,0,,,field,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-10,West Indies,West Indies,Australia,True,196,Right hand Bat,,Left arm Orthodox
81,DJ Bravo,AC Agar,SO Hetmyer,,1,0,1,103,,24,21,3,-,5.0,12,0,,,field,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-10,West Indies,West Indies,Australia,True,196,Right hand Bat,,Left arm Orthodox
82,SO Hetmyer,AC Agar,DJ Bravo,,1,0,1,104,,22,16,3,-,6.0,12,0,,,field,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-10,West Indies,West Indies,Australia,True,196,,Right hand Bat,Left arm Orthodox
83,SO Hetmyer,MR Marsh,DJ Bravo,,1,0,1,105,,23,17,3,-,1.0,13,0,,,field,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-10,West Indies,West Indies,Australia,True,196,,Right hand Bat,Right arm Medium
84,DJ Bravo,MR Marsh,SO Hetmyer,,1,0,1,106,,25,22,3,-,2.0,13,0,,,field,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-10,West Indies,West Indies,Australia,True,196,Right hand Bat,,Right arm Medium
85,SO Hetmyer,MR Marsh,DJ Bravo,,6,0,6,112,,29,18,3,-,3.0,13,0,,,field,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-10,West Indies,West Indies,Australia,True,196,,Right hand Bat,Right arm Medium
86,SO Hetmyer,MR Marsh,DJ Bravo,,2,0,2,114,,31,19,3,-,4.0,13,0,,,field,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-10,West Indies,West Indies,Australia,True,196,,Right hand Bat,Right arm Medium
87,SO Hetmyer,MR Marsh,DJ Bravo,,1,0,1,115,,32,20,3,-,5.0,13,0,,,field,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-10,West Indies,West Indies,Australia,True,196,,Right hand Bat,Right arm Medium
88,DJ Bravo,MR Marsh,SO Hetmyer,,0,1,1,116,,25,23,3,wides,5.0,13,0,,,field,Australia,1,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2021,07,West Indies_Australia_2021-07-10,West Indies,West Indies,Australia,True,196,Right hand Bat,,Right arm Medium
