,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,wicket_type,player_out,fielder,over,extra_type,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team
23,DJ Malan,Washington Sundar,JJ Roy,4,0,4,30,94,11,12,1,6,0,,,4,-,,field,India,1,Narendra Modi Stadium,2021,03,England_India_2021-03-14,India,England,India
24,JJ Roy,SN Thakur,DJ Malan,0,0,0,30,94,15,12,1,1,0,,,5,-,,field,India,1,Narendra Modi Stadium,2021,03,England_India_2021-03-14,India,England,India
25,JJ Roy,SN Thakur,DJ Malan,1,0,1,31,93,16,13,1,2,0,,,5,-,,field,India,1,Narendra Modi Stadium,2021,03,England_India_2021-03-14,India,England,India
26,DJ Malan,SN Thakur,JJ Roy,0,1,1,32,92,11,13,1,3,0,,,5,wides,,field,India,1,Narendra Modi Stadium,2021,03,England_India_2021-03-14,India,England,India
27,DJ Malan,SN Thakur,JJ Roy,0,0,0,32,92,11,14,1,4,0,,,5,-,,field,India,1,Narendra Modi Stadium,2021,03,England_India_2021-03-14,India,England,India
28,DJ Malan,SN Thakur,JJ Roy,4,0,4,36,88,15,15,1,5,0,,,5,-,,field,India,1,Narendra Modi Stadium,2021,03,England_India_2021-03-14,India,England,India
29,DJ Malan,SN Thakur,JJ Roy,1,0,1,37,87,16,16,1,6,0,,,5,-,,field,India,1,Narendra Modi Stadium,2021,03,England_India_2021-03-14,India,England,India
30,JJ Roy,SN Thakur,DJ Malan,0,0,0,37,87,16,14,1,7,0,,,5,-,,field,India,1,Narendra Modi Stadium,2021,03,England_India_2021-03-14,India,England,India
31,DJ Malan,HH Pandya,JJ Roy,1,0,1,38,86,17,17,1,1,0,,,6,-,,field,India,1,Narendra Modi Stadium,2021,03,England_India_2021-03-14,India,England,India
32,JJ Roy,HH Pandya,DJ Malan,1,0,1,39,85,17,15,1,2,0,,,6,-,,field,India,1,Narendra Modi Stadium,2021,03,England_India_2021-03-14,India,England,India
33,DJ Malan,HH Pandya,JJ Roy,1,0,1,40,84,18,18,1,3,0,,,6,-,,field,India,1,Narendra Modi Stadium,2021,03,England_India_2021-03-14,India,England,India
34,JJ Roy,HH Pandya,DJ Malan,0,1,1,41,83,17,16,1,4,0,,,6,wides,,field,India,1,Narendra Modi Stadium,2021,03,England_India_2021-03-14,India,England,India
35,JJ Roy,HH Pandya,DJ Malan,2,0,2,43,81,19,17,1,5,0,,,6,-,,field,India,1,Narendra Modi Stadium,2021,03,England_India_2021-03-14,India,England,India
36,JJ Roy,HH Pandya,DJ Malan,1,0,1,44,80,20,18,1,6,0,,,6,-,,field,India,1,Narendra Modi Stadium,2021,03,England_India_2021-03-14,India,England,India
37,DJ Malan,HH Pandya,JJ Roy,0,0,0,44,80,18,19,1,7,0,,,6,-,,field,India,1,Narendra Modi Stadium,2021,03,England_India_2021-03-14,India,England,India
38,JJ Roy,YS Chahal,DJ Malan,0,0,0,44,80,20,19,1,1,0,,,7,-,,field,India,1,Narendra Modi Stadium,2021,03,England_India_2021-03-14,India,England,India
39,JJ Roy,YS Chahal,DJ Malan,0,0,0,44,80,20,20,1,2,0,,,7,-,,field,India,1,Narendra Modi Stadium,2021,03,England_India_2021-03-14,India,England,India
40,JJ Roy,YS Chahal,DJ Malan,0,0,0,44,80,20,21,1,3,0,,,7,-,,field,India,1,Narendra Modi Stadium,2021,03,England_India_2021-03-14,India,England,India
41,JJ Roy,YS Chahal,DJ Malan,0,1,1,45,79,20,22,1,4,0,,,7,wides,,field,India,1,Narendra Modi Stadium,2021,03,England_India_2021-03-14,India,England,India
42,JJ Roy,YS Chahal,DJ Malan,0,0,0,45,79,20,23,1,5,0,,,7,-,,field,India,1,Narendra Modi Stadium,2021,03,England_India_2021-03-14,India,England,India
43,JJ Roy,YS Chahal,DJ Malan,6,0,6,51,73,26,24,1,6,0,,,7,-,,field,India,1,Narendra Modi Stadium,2021,03,England_India_2021-03-14,India,England,India
44,JJ Roy,YS Chahal,DJ Malan,0,0,0,51,73,26,25,1,7,0,,,7,-,,field,India,1,Narendra Modi Stadium,2021,03,England_India_2021-03-14,India,England,India
45,DJ Malan,HH Pandya,JJ Roy,4,0,4,55,69,22,20,1,1,0,,,8,-,,field,India,1,Narendra Modi Stadium,2021,03,England_India_2021-03-14,India,England,India
46,DJ Malan,HH Pandya,JJ Roy,1,0,1,56,68,23,21,1,2,0,,,8,-,,field,India,1,Narendra Modi Stadium,2021,03,England_India_2021-03-14,India,England,India
47,JJ Roy,HH Pandya,DJ Malan,0,2,2,58,66,26,26,1,3,0,,,8,legbyes,,field,India,1,Narendra Modi Stadium,2021,03,England_India_2021-03-14,India,England,India
48,JJ Roy,HH Pandya,DJ Malan,4,0,4,62,62,30,27,1,4,0,,,8,-,,field,India,1,Narendra Modi Stadium,2021,03,England_India_2021-03-14,India,England,India
49,JJ Roy,HH Pandya,DJ Malan,1,0,1,63,61,31,28,1,5,0,,,8,-,,field,India,1,Narendra Modi Stadium,2021,03,England_India_2021-03-14,India,England,India
50,DJ Malan,HH Pandya,JJ Roy,1,0,1,64,60,24,22,1,6,0,,,8,-,,field,India,1,Narendra Modi Stadium,2021,03,England_India_2021-03-14,India,England,India
51,DJ Malan,YS Chahal,JJ Roy,0,0,0,64,60,24,23,1,1,0,,,9,-,,field,India,1,Narendra Modi Stadium,2021,03,England_India_2021-03-14,India,England,India
52,DJ Malan,YS Chahal,JJ Roy,0,0,0,64,60,24,24,2,2,lbw,DJ Malan,,9,-,"{'by': 'India', 'umpire': 'AK Chaudhary', 'batter': 'DJ Malan', 'decision': 'upheld'}",field,India,1,Narendra Modi Stadium,2021,03,England_India_2021-03-14,India,England,India
53,JM Bairstow,YS Chahal,JJ Roy,1,0,1,65,59,1,1,2,3,0,,,9,-,,field,India,1,Narendra Modi Stadium,2021,03,England_India_2021-03-14,India,England,India
54,JJ Roy,YS Chahal,JM Bairstow,0,0,0,65,59,31,29,2,4,0,,,9,-,,field,India,1,Narendra Modi Stadium,2021,03,England_India_2021-03-14,India,England,India
55,JJ Roy,YS Chahal,JM Bairstow,4,0,4,69,55,35,30,2,5,0,,,9,-,,field,India,1,Narendra Modi Stadium,2021,03,England_India_2021-03-14,India,England,India
56,JJ Roy,YS Chahal,JM Bairstow,0,1,1,70,54,35,31,2,6,0,,,9,wides,,field,India,1,Narendra Modi Stadium,2021,03,England_India_2021-03-14,India,England,India
57,JJ Roy,YS Chahal,JM Bairstow,4,0,4,74,50,39,32,2,7,0,,,9,-,,field,India,1,Narendra Modi Stadium,2021,03,England_India_2021-03-14,India,England,India
58,JM Bairstow,HH Pandya,JJ Roy,2,0,2,76,48,3,2,2,1,0,,,10,-,,field,India,1,Narendra Modi Stadium,2021,03,England_India_2021-03-14,India,England,India
59,JM Bairstow,HH Pandya,JJ Roy,1,0,1,77,47,4,3,2,2,0,,,10,-,,field,India,1,Narendra Modi Stadium,2021,03,England_India_2021-03-14,India,England,India
60,JJ Roy,HH Pandya,JM Bairstow,1,0,1,78,46,40,33,2,3,0,,,10,-,,field,India,1,Narendra Modi Stadium,2021,03,England_India_2021-03-14,India,England,India
61,JM Bairstow,HH Pandya,JJ Roy,1,0,1,79,45,5,4,2,4,0,,,10,-,,field,India,1,Narendra Modi Stadium,2021,03,England_India_2021-03-14,India,England,India
62,JJ Roy,HH Pandya,JM Bairstow,2,0,2,81,43,42,34,2,5,0,,,10,-,,field,India,1,Narendra Modi Stadium,2021,03,England_India_2021-03-14,India,England,India
63,JJ Roy,HH Pandya,JM Bairstow,2,0,2,83,41,44,35,2,6,0,,,10,-,,field,India,1,Narendra Modi Stadium,2021,03,England_India_2021-03-14,India,England,India
64,JM Bairstow,YS Chahal,JJ Roy,1,0,1,84,40,6,5,2,1,0,,,11,-,,field,India,1,Narendra Modi Stadium,2021,03,England_India_2021-03-14,India,England,India
65,JJ Roy,YS Chahal,JM Bairstow,1,0,1,85,39,45,36,2,2,0,,,11,-,,field,India,1,Narendra Modi Stadium,2021,03,England_India_2021-03-14,India,England,India
66,JM Bairstow,YS Chahal,JJ Roy,0,0,0,85,39,6,6,2,3,0,,,11,-,,field,India,1,Narendra Modi Stadium,2021,03,England_India_2021-03-14,India,England,India
67,JM Bairstow,YS Chahal,JJ Roy,1,0,1,86,38,7,7,2,4,0,,,11,-,,field,India,1,Narendra Modi Stadium,2021,03,England_India_2021-03-14,India,England,India
68,JJ Roy,YS Chahal,JM Bairstow,1,0,1,87,37,46,37,2,5,0,,,11,-,,field,India,1,Narendra Modi Stadium,2021,03,England_India_2021-03-14,India,England,India
69,JM Bairstow,YS Chahal,JJ Roy,4,0,4,91,33,11,8,2,6,0,,,11,-,,field,India,1,Narendra Modi Stadium,2021,03,England_India_2021-03-14,India,England,India
70,JJ Roy,Washington Sundar,JM Bairstow,0,0,0,91,33,46,38,3,1,caught,JJ Roy,B Kumar,12,-,,field,India,1,Narendra Modi Stadium,2021,03,England_India_2021-03-14,India,England,India
71,JM Bairstow,Washington Sundar,EJG Morgan,1,0,1,92,32,12,9,3,2,0,,,12,-,,field,India,1,Narendra Modi Stadium,2021,03,England_India_2021-03-14,India,England,India
72,EJG Morgan,Washington Sundar,JM Bairstow,0,0,0,92,32,0,1,3,3,0,,,12,-,,field,India,1,Narendra Modi Stadium,2021,03,England_India_2021-03-14,India,England,India
73,EJG Morgan,Washington Sundar,JM Bairstow,4,0,4,96,28,4,2,3,4,0,,,12,-,,field,India,1,Narendra Modi Stadium,2021,03,England_India_2021-03-14,India,England,India
74,EJG Morgan,Washington Sundar,JM Bairstow,1,0,1,97,27,5,3,3,5,0,,,12,-,,field,India,1,Narendra Modi Stadium,2021,03,England_India_2021-03-14,India,England,India
75,JM Bairstow,Washington Sundar,EJG Morgan,0,0,0,97,27,12,10,3,6,0,,,12,-,,field,India,1,Narendra Modi Stadium,2021,03,England_India_2021-03-14,India,England,India
76,EJG Morgan,SN Thakur,JM Bairstow,0,0,0,97,27,5,4,3,1,0,,,13,-,,field,India,1,Narendra Modi Stadium,2021,03,England_India_2021-03-14,India,England,India
77,EJG Morgan,SN Thakur,JM Bairstow,4,0,4,101,23,9,5,3,2,0,,,13,-,,field,India,1,Narendra Modi Stadium,2021,03,England_India_2021-03-14,India,England,India
78,EJG Morgan,SN Thakur,JM Bairstow,1,0,1,102,22,10,6,3,3,0,,,13,-,,field,India,1,Narendra Modi Stadium,2021,03,England_India_2021-03-14,India,England,India
79,JM Bairstow,SN Thakur,EJG Morgan,1,0,1,103,21,13,11,3,4,0,,,13,-,,field,India,1,Narendra Modi Stadium,2021,03,England_India_2021-03-14,India,England,India
80,EJG Morgan,SN Thakur,JM Bairstow,4,0,4,107,17,14,7,3,5,0,,,13,-,,field,India,1,Narendra Modi Stadium,2021,03,England_India_2021-03-14,India,England,India
81,EJG Morgan,SN Thakur,JM Bairstow,0,4,4,111,13,14,8,3,6,0,,,13,legbyes,,field,India,1,Narendra Modi Stadium,2021,03,England_India_2021-03-14,India,England,India
82,JM Bairstow,Washington Sundar,EJG Morgan,0,0,0,111,13,13,12,3,1,0,,,14,-,,field,India,1,Narendra Modi Stadium,2021,03,England_India_2021-03-14,India,England,India
83,JM Bairstow,Washington Sundar,EJG Morgan,6,0,6,117,7,19,13,3,2,0,,,14,-,,field,India,1,Narendra Modi Stadium,2021,03,England_India_2021-03-14,India,England,India
84,JM Bairstow,Washington Sundar,EJG Morgan,1,0,1,118,6,20,14,3,3,0,,,14,-,,field,India,1,Narendra Modi Stadium,2021,03,England_India_2021-03-14,India,England,India
85,EJG Morgan,Washington Sundar,JM Bairstow,1,0,1,119,5,15,9,3,4,0,,,14,-,,field,India,1,Narendra Modi Stadium,2021,03,England_India_2021-03-14,India,England,India
86,JM Bairstow,Washington Sundar,EJG Morgan,0,0,0,119,5,20,15,4,5,caught,JM Bairstow,SA Yadav,14,-,,field,India,1,Narendra Modi Stadium,2021,03,England_India_2021-03-14,India,England,India
87,EJG Morgan,Washington Sundar,BA Stokes,1,0,1,120,4,16,10,4,6,0,,,14,-,,field,India,1,Narendra Modi Stadium,2021,03,England_India_2021-03-14,India,England,India
88,EJG Morgan,YS Chahal,BA Stokes,1,0,1,121,3,17,11,4,1,0,,,15,-,,field,India,1,Narendra Modi Stadium,2021,03,England_India_2021-03-14,India,England,India
89,BA Stokes,YS Chahal,EJG Morgan,1,0,1,122,2,1,1,4,2,0,,,15,-,,field,India,1,Narendra Modi Stadium,2021,03,England_India_2021-03-14,India,England,India
90,EJG Morgan,YS Chahal,BA Stokes,1,0,1,123,1,18,12,4,3,0,,,15,-,,field,India,1,Narendra Modi Stadium,2021,03,England_India_2021-03-14,India,England,India
91,BA Stokes,YS Chahal,EJG Morgan,1,0,1,124,0,2,2,4,4,0,,,15,-,,field,India,1,Narendra Modi Stadium,2021,03,England_India_2021-03-14,India,England,India
92,EJG Morgan,YS Chahal,BA Stokes,4,0,4,128,-4,22,13,4,5,0,,,15,-,,field,India,1,Narendra Modi Stadium,2021,03,England_India_2021-03-14,India,England,India
93,EJG Morgan,YS Chahal,BA Stokes,1,0,1,129,-5,23,14,4,6,0,,,15,-,,field,India,1,Narendra Modi Stadium,2021,03,England_India_2021-03-14,India,England,India
94,EJG Morgan,B Kumar,BA Stokes,0,1,1,130,-6,23,15,4,1,0,,,16,wides,,field,India,1,Narendra Modi Stadium,2021,03,England_India_2021-03-14,India,England,India
95,EJG Morgan,B Kumar,BA Stokes,1,0,1,131,-7,24,16,4,2,0,,,16,-,,field,India,1,Narendra Modi Stadium,2021,03,England_India_2021-03-14,India,England,India
96,BA Stokes,B Kumar,EJG Morgan,1,0,1,132,-8,3,3,4,3,0,,,16,-,,field,India,1,Narendra Modi Stadium,2021,03,England_India_2021-03-14,India,England,India
97,EJG Morgan,B Kumar,BA Stokes,0,0,0,132,-8,24,17,4,4,0,,,16,-,,field,India,1,Narendra Modi Stadium,2021,03,England_India_2021-03-14,India,England,India
98,EJG Morgan,B Kumar,BA Stokes,2,0,2,134,-10,26,18,4,5,0,,,16,-,,field,India,1,Narendra Modi Stadium,2021,03,England_India_2021-03-14,India,England,India
99,EJG Morgan,B Kumar,BA Stokes,1,0,1,135,-11,27,19,4,6,0,,,16,-,,field,India,1,Narendra Modi Stadium,2021,03,England_India_2021-03-14,India,England,India
100,BA Stokes,B Kumar,EJG Morgan,1,0,1,136,-12,4,4,4,7,0,,,16,-,,field,India,1,Narendra Modi Stadium,2021,03,England_India_2021-03-14,India,England,India
101,BA Stokes,HH Pandya,EJG Morgan,1,0,1,137,-13,5,5,4,1,0,,,17,-,,field,India,1,Narendra Modi Stadium,2021,03,England_India_2021-03-14,India,England,India
102,EJG Morgan,HH Pandya,BA Stokes,1,0,1,138,-14,28,20,4,2,0,,,17,-,,field,India,1,Narendra Modi Stadium,2021,03,England_India_2021-03-14,India,England,India
103,BA Stokes,HH Pandya,EJG Morgan,2,0,2,140,-16,7,6,4,3,0,,,17,-,,field,India,1,Narendra Modi Stadium,2021,03,England_India_2021-03-14,India,England,India
104,BA Stokes,HH Pandya,EJG Morgan,2,0,2,142,-18,9,7,4,4,0,,,17,-,,field,India,1,Narendra Modi Stadium,2021,03,England_India_2021-03-14,India,England,India
105,BA Stokes,HH Pandya,EJG Morgan,0,0,0,142,-18,9,8,4,5,0,,,17,-,,field,India,1,Narendra Modi Stadium,2021,03,England_India_2021-03-14,India,England,India
106,BA Stokes,HH Pandya,EJG Morgan,0,0,0,142,-18,9,9,4,6,0,,,17,-,,field,India,1,Narendra Modi Stadium,2021,03,England_India_2021-03-14,India,England,India
107,EJG Morgan,SN Thakur,BA Stokes,0,0,0,142,-18,28,21,5,1,caught,EJG Morgan,RR Pant,18,-,,field,India,1,Narendra Modi Stadium,2021,03,England_India_2021-03-14,India,England,India
108,BA Stokes,SN Thakur,SM Curran,1,0,1,143,-19,10,10,5,2,0,,,18,-,,field,India,1,Narendra Modi Stadium,2021,03,England_India_2021-03-14,India,England,India
109,SM Curran,SN Thakur,BA Stokes,1,0,1,144,-20,1,1,5,3,0,,,18,-,,field,India,1,Narendra Modi Stadium,2021,03,England_India_2021-03-14,India,England,India
110,BA Stokes,SN Thakur,SM Curran,3,0,3,147,-23,13,11,5,4,0,,,18,-,,field,India,1,Narendra Modi Stadium,2021,03,England_India_2021-03-14,India,England,India
111,SM Curran,SN Thakur,BA Stokes,1,0,1,148,-24,2,2,5,5,0,,,18,-,,field,India,1,Narendra Modi Stadium,2021,03,England_India_2021-03-14,India,England,India
112,BA Stokes,SN Thakur,SM Curran,1,0,1,149,-25,14,12,5,6,0,,,18,-,,field,India,1,Narendra Modi Stadium,2021,03,England_India_2021-03-14,India,England,India
113,BA Stokes,B Kumar,SM Curran,2,0,2,151,-27,16,13,5,1,0,,,19,-,,field,India,1,Narendra Modi Stadium,2021,03,England_India_2021-03-14,India,England,India
114,BA Stokes,B Kumar,SM Curran,0,0,0,151,-27,16,14,5,2,0,,,19,-,,field,India,1,Narendra Modi Stadium,2021,03,England_India_2021-03-14,India,England,India
115,BA Stokes,B Kumar,SM Curran,0,0,0,151,-27,16,15,5,3,0,,,19,-,,field,India,1,Narendra Modi Stadium,2021,03,England_India_2021-03-14,India,England,India
116,BA Stokes,B Kumar,SM Curran,2,0,2,153,-29,18,16,5,4,0,,,19,-,,field,India,1,Narendra Modi Stadium,2021,03,England_India_2021-03-14,India,England,India
117,BA Stokes,B Kumar,SM Curran,4,0,4,157,-33,22,17,5,5,0,,,19,-,,field,India,1,Narendra Modi Stadium,2021,03,England_India_2021-03-14,India,England,India
118,BA Stokes,B Kumar,SM Curran,1,0,1,158,-34,23,18,5,6,0,,,19,-,,field,India,1,Narendra Modi Stadium,2021,03,England_India_2021-03-14,India,England,India
119,BA Stokes,SN Thakur,SM Curran,1,0,1,159,-35,24,19,5,1,0,,,20,-,,field,India,1,Narendra Modi Stadium,2021,03,England_India_2021-03-14,India,England,India
120,SM Curran,SN Thakur,BA Stokes,0,1,1,160,-36,2,3,5,2,0,,,20,byes,,field,India,1,Narendra Modi Stadium,2021,03,England_India_2021-03-14,India,England,India
121,BA Stokes,SN Thakur,SM Curran,0,0,0,160,-36,24,20,5,3,0,,,20,-,,field,India,1,Narendra Modi Stadium,2021,03,England_India_2021-03-14,India,England,India
122,BA Stokes,SN Thakur,SM Curran,0,0,0,160,-36,24,21,6,4,caught,BA Stokes,HH Pandya,20,-,,field,India,1,Narendra Modi Stadium,2021,03,England_India_2021-03-14,India,England,India
123,SM Curran,SN Thakur,CJ Jordan,0,0,0,160,-36,2,4,6,5,0,,,20,-,,field,India,1,Narendra Modi Stadium,2021,03,England_India_2021-03-14,India,England,India
124,SM Curran,SN Thakur,CJ Jordan,4,0,4,164,-40,6,5,6,6,0,,,20,-,,field,India,1,Narendra Modi Stadium,2021,03,England_India_2021-03-14,India,England,India
