,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,extra_type,wicket_type,player_out,fielder,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_final
23,SA Yadav,AS Joseph,RG Sharma,2,0,2,45,119,16,10,0,5,4,-,0,,,,field,West Indies,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2022,08,India_West Indies_2022-08-06,India,India,West Indies,191
24,SA Yadav,AS Joseph,RG Sharma,1,0,1,46,118,17,11,0,6,4,-,0,,,,field,West Indies,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2022,08,India_West Indies_2022-08-06,India,India,West Indies,191
25,SA Yadav,AJ Hosein,RG Sharma,1,0,1,47,117,18,12,0,1,5,-,0,,,,field,West Indies,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2022,08,India_West Indies_2022-08-06,India,India,West Indies,191
26,RG Sharma,AJ Hosein,SA Yadav,0,0,0,47,117,27,15,0,2,5,-,0,,,,field,West Indies,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2022,08,India_West Indies_2022-08-06,India,India,West Indies,191
27,RG Sharma,AJ Hosein,SA Yadav,6,0,6,53,111,33,16,0,3,5,-,0,,,,field,West Indies,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2022,08,India_West Indies_2022-08-06,India,India,West Indies,191
28,RG Sharma,AJ Hosein,SA Yadav,0,0,0,53,111,33,17,1,4,5,-,bowled,RG Sharma,,,field,West Indies,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2022,08,India_West Indies_2022-08-06,India,India,West Indies,191
29,DJ Hooda,AJ Hosein,SA Yadav,0,0,0,53,111,0,1,1,5,5,-,0,,,,field,West Indies,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2022,08,India_West Indies_2022-08-06,India,India,West Indies,191
30,DJ Hooda,AJ Hosein,SA Yadav,1,0,1,54,110,1,2,1,6,5,-,0,,,,field,West Indies,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2022,08,India_West Indies_2022-08-06,India,India,West Indies,191
31,DJ Hooda,AS Joseph,SA Yadav,1,0,1,55,109,2,3,1,1,6,-,0,,,,field,West Indies,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2022,08,India_West Indies_2022-08-06,India,India,West Indies,191
32,SA Yadav,AS Joseph,DJ Hooda,6,0,6,61,103,24,13,1,2,6,-,0,,,,field,West Indies,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2022,08,India_West Indies_2022-08-06,India,India,West Indies,191
33,SA Yadav,AS Joseph,DJ Hooda,0,0,0,61,103,24,14,2,3,6,-,lbw,SA Yadav,,"{'by': 'India', 'umpire': 'GO Brathwaite', 'batter': 'SA Yadav', 'decision': 'struck down'}",field,West Indies,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2022,08,India_West Indies_2022-08-06,India,India,West Indies,191
34,RR Pant,AS Joseph,DJ Hooda,0,0,0,61,103,0,1,2,4,6,-,0,,,,field,West Indies,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2022,08,India_West Indies_2022-08-06,India,India,West Indies,191
35,RR Pant,AS Joseph,DJ Hooda,4,0,4,65,99,4,2,2,5,6,-,0,,,,field,West Indies,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2022,08,India_West Indies_2022-08-06,India,India,West Indies,191
36,RR Pant,AS Joseph,DJ Hooda,0,0,0,65,99,4,3,2,6,6,-,0,,,,field,West Indies,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2022,08,India_West Indies_2022-08-06,India,India,West Indies,191
37,DJ Hooda,AJ Hosein,RR Pant,1,0,1,66,98,3,4,2,1,7,-,0,,,,field,West Indies,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2022,08,India_West Indies_2022-08-06,India,India,West Indies,191
38,RR Pant,AJ Hosein,DJ Hooda,0,0,0,66,98,4,4,2,2,7,-,0,,,,field,West Indies,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2022,08,India_West Indies_2022-08-06,India,India,West Indies,191
39,RR Pant,AJ Hosein,DJ Hooda,0,0,0,66,98,4,5,2,3,7,-,0,,,,field,West Indies,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2022,08,India_West Indies_2022-08-06,India,India,West Indies,191
40,RR Pant,AJ Hosein,DJ Hooda,1,0,1,67,97,5,6,2,4,7,-,0,,,,field,West Indies,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2022,08,India_West Indies_2022-08-06,India,India,West Indies,191
41,DJ Hooda,AJ Hosein,RR Pant,0,0,0,67,97,3,5,2,5,7,-,0,,,,field,West Indies,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2022,08,India_West Indies_2022-08-06,India,India,West Indies,191
42,DJ Hooda,AJ Hosein,RR Pant,1,0,1,68,96,4,6,2,6,7,-,0,,,,field,West Indies,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2022,08,India_West Indies_2022-08-06,India,India,West Indies,191
43,DJ Hooda,JO Holder,RR Pant,0,0,0,68,96,4,7,2,1,8,-,0,,,,field,West Indies,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2022,08,India_West Indies_2022-08-06,India,India,West Indies,191
44,DJ Hooda,JO Holder,RR Pant,4,0,4,72,92,8,8,2,2,8,-,0,,,,field,West Indies,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2022,08,India_West Indies_2022-08-06,India,India,West Indies,191
45,DJ Hooda,JO Holder,RR Pant,0,1,1,73,91,8,9,2,3,8,legbyes,0,,,,field,West Indies,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2022,08,India_West Indies_2022-08-06,India,India,West Indies,191
46,RR Pant,JO Holder,DJ Hooda,1,0,1,74,90,6,7,2,4,8,-,0,,,,field,West Indies,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2022,08,India_West Indies_2022-08-06,India,India,West Indies,191
47,DJ Hooda,JO Holder,RR Pant,0,1,1,75,89,8,10,2,5,8,wides,0,,,,field,West Indies,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2022,08,India_West Indies_2022-08-06,India,India,West Indies,191
48,DJ Hooda,JO Holder,RR Pant,1,0,1,76,88,9,11,2,6,8,-,0,,,,field,West Indies,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2022,08,India_West Indies_2022-08-06,India,India,West Indies,191
49,RR Pant,JO Holder,DJ Hooda,1,0,1,77,87,7,8,2,7,8,-,0,,,,field,West Indies,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2022,08,India_West Indies_2022-08-06,India,India,West Indies,191
50,RR Pant,DC Drakes,DJ Hooda,1,0,1,78,86,8,9,2,1,9,-,0,,,,field,West Indies,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2022,08,India_West Indies_2022-08-06,India,India,West Indies,191
51,DJ Hooda,DC Drakes,RR Pant,3,0,3,81,83,12,12,2,2,9,-,0,,,,field,West Indies,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2022,08,India_West Indies_2022-08-06,India,India,West Indies,191
52,RR Pant,DC Drakes,DJ Hooda,0,0,0,81,83,8,10,2,3,9,-,0,,,,field,West Indies,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2022,08,India_West Indies_2022-08-06,India,India,West Indies,191
53,RR Pant,DC Drakes,DJ Hooda,1,0,1,82,82,9,11,2,4,9,-,0,,,,field,West Indies,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2022,08,India_West Indies_2022-08-06,India,India,West Indies,191
54,DJ Hooda,DC Drakes,RR Pant,1,0,1,83,81,13,13,2,5,9,-,0,,,,field,West Indies,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2022,08,India_West Indies_2022-08-06,India,India,West Indies,191
55,RR Pant,DC Drakes,DJ Hooda,1,0,1,84,80,10,12,2,6,9,-,0,,,,field,West Indies,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2022,08,India_West Indies_2022-08-06,India,India,West Indies,191
56,RR Pant,JO Holder,DJ Hooda,1,0,1,85,79,11,13,2,1,10,-,0,,,,field,West Indies,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2022,08,India_West Indies_2022-08-06,India,India,West Indies,191
57,DJ Hooda,JO Holder,RR Pant,1,0,1,86,78,14,14,2,2,10,-,0,,,,field,West Indies,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2022,08,India_West Indies_2022-08-06,India,India,West Indies,191
58,RR Pant,JO Holder,DJ Hooda,4,0,4,90,74,15,14,2,3,10,-,0,,,,field,West Indies,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2022,08,India_West Indies_2022-08-06,India,India,West Indies,191
59,RR Pant,JO Holder,DJ Hooda,1,0,1,91,73,16,15,2,4,10,-,0,,,,field,West Indies,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2022,08,India_West Indies_2022-08-06,India,India,West Indies,191
60,DJ Hooda,JO Holder,RR Pant,4,0,4,95,69,18,15,2,5,10,-,0,,,,field,West Indies,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2022,08,India_West Indies_2022-08-06,India,India,West Indies,191
61,DJ Hooda,JO Holder,RR Pant,1,0,1,96,68,19,16,2,6,10,-,0,,,,field,West Indies,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2022,08,India_West Indies_2022-08-06,India,India,West Indies,191
62,DJ Hooda,OC McCoy,RR Pant,1,0,1,97,67,20,17,2,1,11,-,0,,,,field,West Indies,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2022,08,India_West Indies_2022-08-06,India,India,West Indies,191
63,RR Pant,OC McCoy,DJ Hooda,2,0,2,99,65,18,16,2,2,11,-,0,,,,field,West Indies,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2022,08,India_West Indies_2022-08-06,India,India,West Indies,191
64,RR Pant,OC McCoy,DJ Hooda,4,0,4,103,61,22,17,2,3,11,-,0,,,,field,West Indies,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2022,08,India_West Indies_2022-08-06,India,India,West Indies,191
65,RR Pant,OC McCoy,DJ Hooda,2,0,2,105,59,24,18,2,4,11,-,0,,,,field,West Indies,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2022,08,India_West Indies_2022-08-06,India,India,West Indies,191
66,RR Pant,OC McCoy,DJ Hooda,1,0,1,106,58,25,19,2,5,11,-,0,,,,field,West Indies,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2022,08,India_West Indies_2022-08-06,India,India,West Indies,191
67,DJ Hooda,OC McCoy,RR Pant,1,0,1,107,57,21,18,2,6,11,-,0,,,,field,West Indies,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2022,08,India_West Indies_2022-08-06,India,India,West Indies,191
68,DJ Hooda,AS Joseph,RR Pant,0,0,0,107,57,21,19,2,1,12,-,0,,,,field,West Indies,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2022,08,India_West Indies_2022-08-06,India,India,West Indies,191
69,DJ Hooda,AS Joseph,RR Pant,0,1,1,108,56,21,20,2,2,12,wides,0,,,,field,West Indies,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2022,08,India_West Indies_2022-08-06,India,India,West Indies,191
70,DJ Hooda,AS Joseph,RR Pant,0,0,0,108,56,21,21,3,3,12,-,caught,DJ Hooda,BA King,,field,West Indies,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2022,08,India_West Indies_2022-08-06,India,India,West Indies,191
71,SV Samson,AS Joseph,RR Pant,0,0,0,108,56,0,1,3,4,12,-,0,,,,field,West Indies,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2022,08,India_West Indies_2022-08-06,India,India,West Indies,191
72,SV Samson,AS Joseph,RR Pant,1,0,1,109,55,1,2,3,5,12,-,0,,,,field,West Indies,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2022,08,India_West Indies_2022-08-06,India,India,West Indies,191
73,RR Pant,AS Joseph,SV Samson,1,0,1,110,54,26,20,3,6,12,-,0,,,,field,West Indies,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2022,08,India_West Indies_2022-08-06,India,India,West Indies,191
74,SV Samson,AS Joseph,RR Pant,4,0,4,114,50,5,3,3,7,12,-,0,,,,field,West Indies,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2022,08,India_West Indies_2022-08-06,India,India,West Indies,191
75,RR Pant,AJ Hosein,SV Samson,1,0,1,115,49,27,21,3,1,13,-,0,,,,field,West Indies,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2022,08,India_West Indies_2022-08-06,India,India,West Indies,191
76,SV Samson,AJ Hosein,RR Pant,1,0,1,116,48,6,4,3,2,13,-,0,,,,field,West Indies,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2022,08,India_West Indies_2022-08-06,India,India,West Indies,191
77,RR Pant,AJ Hosein,SV Samson,4,0,4,120,44,31,22,3,3,13,-,0,,,,field,West Indies,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2022,08,India_West Indies_2022-08-06,India,India,West Indies,191
78,RR Pant,AJ Hosein,SV Samson,1,0,1,121,43,32,23,3,4,13,-,0,,,,field,West Indies,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2022,08,India_West Indies_2022-08-06,India,India,West Indies,191
79,SV Samson,AJ Hosein,RR Pant,1,0,1,122,42,7,5,3,5,13,-,0,,,,field,West Indies,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2022,08,India_West Indies_2022-08-06,India,India,West Indies,191
80,RR Pant,AJ Hosein,SV Samson,1,0,1,123,41,33,24,3,6,13,-,0,,,,field,West Indies,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2022,08,India_West Indies_2022-08-06,India,India,West Indies,191
81,RR Pant,JO Holder,SV Samson,1,0,1,124,40,34,25,3,1,14,-,0,,,,field,West Indies,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2022,08,India_West Indies_2022-08-06,India,India,West Indies,191
82,SV Samson,JO Holder,RR Pant,0,1,1,125,39,7,6,3,2,14,legbyes,0,,,,field,West Indies,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2022,08,India_West Indies_2022-08-06,India,India,West Indies,191
83,RR Pant,JO Holder,SV Samson,0,1,1,126,38,34,26,3,3,14,wides,0,,,,field,West Indies,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2022,08,India_West Indies_2022-08-06,India,India,West Indies,191
84,RR Pant,JO Holder,SV Samson,4,0,4,130,34,38,27,3,4,14,-,0,,,,field,West Indies,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2022,08,India_West Indies_2022-08-06,India,India,West Indies,191
85,RR Pant,JO Holder,SV Samson,1,0,1,131,33,39,28,3,5,14,-,0,,,,field,West Indies,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2022,08,India_West Indies_2022-08-06,India,India,West Indies,191
86,SV Samson,JO Holder,RR Pant,1,0,1,132,32,8,7,3,6,14,-,0,,,,field,West Indies,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2022,08,India_West Indies_2022-08-06,India,India,West Indies,191
87,RR Pant,JO Holder,SV Samson,0,0,0,132,32,39,29,3,7,14,-,0,,,,field,West Indies,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2022,08,India_West Indies_2022-08-06,India,India,West Indies,191
88,SV Samson,OC McCoy,RR Pant,6,0,6,138,26,14,8,3,1,15,-,0,,,,field,West Indies,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2022,08,India_West Indies_2022-08-06,India,India,West Indies,191
89,SV Samson,OC McCoy,RR Pant,1,0,1,139,25,15,9,3,2,15,-,0,,,,field,West Indies,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2022,08,India_West Indies_2022-08-06,India,India,West Indies,191
90,RR Pant,OC McCoy,SV Samson,0,1,1,140,24,39,30,3,3,15,wides,0,,,,field,West Indies,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2022,08,India_West Indies_2022-08-06,India,India,West Indies,191
91,RR Pant,OC McCoy,SV Samson,1,0,1,141,23,40,31,3,4,15,-,0,,,,field,West Indies,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2022,08,India_West Indies_2022-08-06,India,India,West Indies,191
92,SV Samson,OC McCoy,RR Pant,1,0,1,142,22,16,10,3,5,15,-,0,,,,field,West Indies,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2022,08,India_West Indies_2022-08-06,India,India,West Indies,191
93,RR Pant,OC McCoy,SV Samson,4,0,4,146,18,44,32,3,6,15,-,0,,,,field,West Indies,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2022,08,India_West Indies_2022-08-06,India,India,West Indies,191
94,RR Pant,OC McCoy,SV Samson,0,0,0,146,18,44,33,4,7,15,-,caught,RR Pant,DC Drakes,,field,West Indies,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2022,08,India_West Indies_2022-08-06,India,India,West Indies,191
95,SV Samson,JO Holder,KD Karthik,1,0,1,147,17,17,11,4,1,16,-,0,,,,field,West Indies,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2022,08,India_West Indies_2022-08-06,India,India,West Indies,191
96,KD Karthik,JO Holder,SV Samson,1,0,1,148,16,1,1,4,2,16,-,0,,,,field,West Indies,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2022,08,India_West Indies_2022-08-06,India,India,West Indies,191
97,SV Samson,JO Holder,KD Karthik,1,0,1,149,15,18,12,4,3,16,-,0,,,,field,West Indies,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2022,08,India_West Indies_2022-08-06,India,India,West Indies,191
98,KD Karthik,JO Holder,SV Samson,0,0,0,149,15,1,2,4,4,16,-,0,,,,field,West Indies,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2022,08,India_West Indies_2022-08-06,India,India,West Indies,191
99,KD Karthik,JO Holder,SV Samson,1,0,1,150,14,2,3,4,5,16,-,0,,,,field,West Indies,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2022,08,India_West Indies_2022-08-06,India,India,West Indies,191
100,SV Samson,JO Holder,KD Karthik,1,0,1,151,13,19,13,4,6,16,-,0,,,,field,West Indies,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2022,08,India_West Indies_2022-08-06,India,India,West Indies,191
101,SV Samson,DC Drakes,KD Karthik,0,0,0,151,13,19,14,4,1,17,-,0,,,,field,West Indies,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2022,08,India_West Indies_2022-08-06,India,India,West Indies,191
102,SV Samson,DC Drakes,KD Karthik,1,0,1,152,12,20,15,4,2,17,-,0,,,,field,West Indies,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2022,08,India_West Indies_2022-08-06,India,India,West Indies,191
103,KD Karthik,DC Drakes,SV Samson,1,0,1,153,11,3,4,4,3,17,-,0,,,,field,West Indies,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2022,08,India_West Indies_2022-08-06,India,India,West Indies,191
104,SV Samson,DC Drakes,KD Karthik,4,0,4,157,7,24,16,4,4,17,-,0,,,,field,West Indies,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2022,08,India_West Indies_2022-08-06,India,India,West Indies,191
105,SV Samson,DC Drakes,KD Karthik,1,0,1,158,6,25,17,4,5,17,-,0,,,,field,West Indies,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2022,08,India_West Indies_2022-08-06,India,India,West Indies,191
106,KD Karthik,DC Drakes,SV Samson,0,0,0,158,6,3,5,4,6,17,-,0,,,,field,West Indies,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2022,08,India_West Indies_2022-08-06,India,India,West Indies,191
107,SV Samson,AS Joseph,KD Karthik,0,1,1,159,5,25,18,4,1,18,legbyes,0,,,,field,West Indies,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2022,08,India_West Indies_2022-08-06,India,India,West Indies,191
108,KD Karthik,AS Joseph,SV Samson,1,0,1,160,4,4,6,4,2,18,-,0,,,,field,West Indies,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2022,08,India_West Indies_2022-08-06,India,India,West Indies,191
109,SV Samson,AS Joseph,KD Karthik,1,0,1,161,3,26,19,4,3,18,-,0,,,,field,West Indies,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2022,08,India_West Indies_2022-08-06,India,India,West Indies,191
110,KD Karthik,AS Joseph,SV Samson,1,0,1,162,2,5,7,4,4,18,-,0,,,,field,West Indies,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2022,08,India_West Indies_2022-08-06,India,India,West Indies,191
111,SV Samson,AS Joseph,KD Karthik,1,0,1,163,1,27,20,4,5,18,-,0,,,,field,West Indies,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2022,08,India_West Indies_2022-08-06,India,India,West Indies,191
112,KD Karthik,AS Joseph,SV Samson,1,0,1,164,0,6,8,4,6,18,-,0,,,,field,West Indies,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2022,08,India_West Indies_2022-08-06,India,India,West Indies,191
113,KD Karthik,OC McCoy,SV Samson,0,0,0,164,0,6,9,5,1,19,-,bowled,KD Karthik,,,field,West Indies,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2022,08,India_West Indies_2022-08-06,India,India,West Indies,191
114,AR Patel,OC McCoy,SV Samson,0,1,1,165,-1,0,1,5,2,19,wides,0,,,,field,West Indies,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2022,08,India_West Indies_2022-08-06,India,India,West Indies,191
