,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,wicket_type,player_out,fielder,over,extra_type,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team
44,Mahmudullah,KMA Paul,Mushfiqur Rahim,0,0,0,62,83,15,8,4,3,0,,,8,-,,field,West Indies,1,"Warner Park, Basseterre",2018,07,Bangladesh_West Indies_2018-07-31,West Indies,Bangladesh,West Indies
45,Mahmudullah,KMA Paul,Mushfiqur Rahim,0,1,1,63,82,15,9,4,4,0,,,8,wides,,field,West Indies,1,"Warner Park, Basseterre",2018,07,Bangladesh_West Indies_2018-07-31,West Indies,Bangladesh,West Indies
46,Mahmudullah,KMA Paul,Mushfiqur Rahim,1,0,1,64,81,16,10,4,5,0,,,8,-,,field,West Indies,1,"Warner Park, Basseterre",2018,07,Bangladesh_West Indies_2018-07-31,West Indies,Bangladesh,West Indies
47,Mushfiqur Rahim,KMA Paul,Mahmudullah,1,0,1,65,80,4,5,4,6,0,,,8,-,,field,West Indies,1,"Warner Park, Basseterre",2018,07,Bangladesh_West Indies_2018-07-31,West Indies,Bangladesh,West Indies
48,Mahmudullah,KMA Paul,Mushfiqur Rahim,0,1,1,66,79,16,11,4,7,0,,,8,wides,,field,West Indies,1,"Warner Park, Basseterre",2018,07,Bangladesh_West Indies_2018-07-31,West Indies,Bangladesh,West Indies
49,Mahmudullah,KMA Paul,Mushfiqur Rahim,0,0,0,66,79,16,12,4,8,0,,,8,-,,field,West Indies,1,"Warner Park, Basseterre",2018,07,Bangladesh_West Indies_2018-07-31,West Indies,Bangladesh,West Indies
50,Mahmudullah,KMA Paul,Mushfiqur Rahim,6,0,6,72,73,22,13,4,9,0,,,8,-,,field,West Indies,1,"Warner Park, Basseterre",2018,07,Bangladesh_West Indies_2018-07-31,West Indies,Bangladesh,West Indies
51,Mushfiqur Rahim,CR Brathwaite,Mahmudullah,1,0,1,73,72,5,6,4,1,0,,,9,-,,field,West Indies,1,"Warner Park, Basseterre",2018,07,Bangladesh_West Indies_2018-07-31,West Indies,Bangladesh,West Indies
52,Mahmudullah,CR Brathwaite,Mushfiqur Rahim,0,5,5,78,67,22,14,4,2,0,,,9,wides,,field,West Indies,1,"Warner Park, Basseterre",2018,07,Bangladesh_West Indies_2018-07-31,West Indies,Bangladesh,West Indies
53,Mahmudullah,CR Brathwaite,Mushfiqur Rahim,1,0,1,79,66,23,15,4,3,0,,,9,-,,field,West Indies,1,"Warner Park, Basseterre",2018,07,Bangladesh_West Indies_2018-07-31,West Indies,Bangladesh,West Indies
54,Mushfiqur Rahim,CR Brathwaite,Mahmudullah,2,0,2,81,64,7,7,4,4,0,,,9,-,,field,West Indies,1,"Warner Park, Basseterre",2018,07,Bangladesh_West Indies_2018-07-31,West Indies,Bangladesh,West Indies
55,Mushfiqur Rahim,CR Brathwaite,Mahmudullah,0,0,0,81,64,7,8,4,5,0,,,9,-,,field,West Indies,1,"Warner Park, Basseterre",2018,07,Bangladesh_West Indies_2018-07-31,West Indies,Bangladesh,West Indies
56,Mushfiqur Rahim,CR Brathwaite,Mahmudullah,0,0,0,81,64,7,9,4,6,0,,,9,-,,field,West Indies,1,"Warner Park, Basseterre",2018,07,Bangladesh_West Indies_2018-07-31,West Indies,Bangladesh,West Indies
57,Mushfiqur Rahim,CR Brathwaite,Mahmudullah,4,0,4,85,60,11,10,4,7,0,,,9,-,,field,West Indies,1,"Warner Park, Basseterre",2018,07,Bangladesh_West Indies_2018-07-31,West Indies,Bangladesh,West Indies
58,Mahmudullah,KOK Williams,Mushfiqur Rahim,1,0,1,86,59,24,16,4,1,0,,,10,-,,field,West Indies,1,"Warner Park, Basseterre",2018,07,Bangladesh_West Indies_2018-07-31,West Indies,Bangladesh,West Indies
59,Mushfiqur Rahim,KOK Williams,Mahmudullah,4,0,4,90,55,15,11,4,2,0,,,10,-,,field,West Indies,1,"Warner Park, Basseterre",2018,07,Bangladesh_West Indies_2018-07-31,West Indies,Bangladesh,West Indies
60,Mushfiqur Rahim,KOK Williams,Mahmudullah,0,0,0,90,55,15,12,5,3,caught,Mushfiqur Rahim,R Powell,10,-,,field,West Indies,1,"Warner Park, Basseterre",2018,07,Bangladesh_West Indies_2018-07-31,West Indies,Bangladesh,West Indies
61,Ariful Haque,KOK Williams,Mahmudullah,0,1,1,91,54,0,1,5,4,0,,,10,legbyes,"{'by': 'West Indies', 'umpire': 'GO Brathwaite', 'batter': 'Ariful Haque', 'decision': 'struck down'}",field,West Indies,1,"Warner Park, Basseterre",2018,07,Bangladesh_West Indies_2018-07-31,West Indies,Bangladesh,West Indies
62,Mahmudullah,KOK Williams,Ariful Haque,4,0,4,95,50,28,17,5,5,0,,,10,-,,field,West Indies,1,"Warner Park, Basseterre",2018,07,Bangladesh_West Indies_2018-07-31,West Indies,Bangladesh,West Indies
63,Mahmudullah,KOK Williams,Ariful Haque,0,0,0,95,50,28,18,5,6,0,,,10,-,,field,West Indies,1,"Warner Park, Basseterre",2018,07,Bangladesh_West Indies_2018-07-31,West Indies,Bangladesh,West Indies
64,Ariful Haque,AD Russell,Mahmudullah,1,0,1,96,49,1,2,5,1,0,,,11,-,,field,West Indies,1,"Warner Park, Basseterre",2018,07,Bangladesh_West Indies_2018-07-31,West Indies,Bangladesh,West Indies
65,Mahmudullah,AD Russell,Ariful Haque,1,0,1,97,48,29,19,5,2,0,,,11,-,,field,West Indies,1,"Warner Park, Basseterre",2018,07,Bangladesh_West Indies_2018-07-31,West Indies,Bangladesh,West Indies
66,Ariful Haque,AD Russell,Mahmudullah,1,0,1,98,47,2,3,5,3,0,,,11,-,,field,West Indies,1,"Warner Park, Basseterre",2018,07,Bangladesh_West Indies_2018-07-31,West Indies,Bangladesh,West Indies
67,Mahmudullah,AD Russell,Ariful Haque,0,0,0,98,47,29,20,5,4,0,,,11,-,,field,West Indies,1,"Warner Park, Basseterre",2018,07,Bangladesh_West Indies_2018-07-31,West Indies,Bangladesh,West Indies
68,Mahmudullah,AD Russell,Ariful Haque,1,0,1,99,46,30,21,5,5,0,,,11,-,,field,West Indies,1,"Warner Park, Basseterre",2018,07,Bangladesh_West Indies_2018-07-31,West Indies,Bangladesh,West Indies
69,Ariful Haque,AD Russell,Mahmudullah,1,0,1,100,45,3,4,5,6,0,,,11,-,,field,West Indies,1,"Warner Park, Basseterre",2018,07,Bangladesh_West Indies_2018-07-31,West Indies,Bangladesh,West Indies
70,Ariful Haque,KOK Williams,Mahmudullah,1,0,1,101,44,4,5,5,1,0,,,12,-,,field,West Indies,1,"Warner Park, Basseterre",2018,07,Bangladesh_West Indies_2018-07-31,West Indies,Bangladesh,West Indies
71,Mahmudullah,KOK Williams,Ariful Haque,1,0,1,102,43,31,22,5,2,0,,,12,-,,field,West Indies,1,"Warner Park, Basseterre",2018,07,Bangladesh_West Indies_2018-07-31,West Indies,Bangladesh,West Indies
72,Ariful Haque,KOK Williams,Mahmudullah,2,0,2,104,41,6,6,5,3,0,,,12,-,,field,West Indies,1,"Warner Park, Basseterre",2018,07,Bangladesh_West Indies_2018-07-31,West Indies,Bangladesh,West Indies
73,Ariful Haque,KOK Williams,Mahmudullah,1,0,1,105,40,7,7,5,4,0,,,12,-,,field,West Indies,1,"Warner Park, Basseterre",2018,07,Bangladesh_West Indies_2018-07-31,West Indies,Bangladesh,West Indies
74,Mahmudullah,KOK Williams,Ariful Haque,1,0,1,106,39,32,23,5,5,0,,,12,-,,field,West Indies,1,"Warner Park, Basseterre",2018,07,Bangladesh_West Indies_2018-07-31,West Indies,Bangladesh,West Indies
75,Ariful Haque,KOK Williams,Mahmudullah,1,0,1,107,38,8,8,5,6,0,,,12,-,,field,West Indies,1,"Warner Park, Basseterre",2018,07,Bangladesh_West Indies_2018-07-31,West Indies,Bangladesh,West Indies
76,Ariful Haque,CR Brathwaite,Mahmudullah,0,0,0,107,38,8,9,5,1,0,,,13,-,,field,West Indies,1,"Warner Park, Basseterre",2018,07,Bangladesh_West Indies_2018-07-31,West Indies,Bangladesh,West Indies
77,Ariful Haque,CR Brathwaite,Mahmudullah,0,0,0,107,38,8,10,5,2,0,,,13,-,,field,West Indies,1,"Warner Park, Basseterre",2018,07,Bangladesh_West Indies_2018-07-31,West Indies,Bangladesh,West Indies
78,Ariful Haque,CR Brathwaite,Mahmudullah,0,0,0,107,38,8,11,5,3,0,,,13,-,,field,West Indies,1,"Warner Park, Basseterre",2018,07,Bangladesh_West Indies_2018-07-31,West Indies,Bangladesh,West Indies
79,Ariful Haque,CR Brathwaite,Mahmudullah,0,0,0,107,38,8,12,5,4,0,,,13,-,,field,West Indies,1,"Warner Park, Basseterre",2018,07,Bangladesh_West Indies_2018-07-31,West Indies,Bangladesh,West Indies
80,Ariful Haque,CR Brathwaite,Mahmudullah,1,0,1,108,37,9,13,5,5,0,,,13,-,,field,West Indies,1,"Warner Park, Basseterre",2018,07,Bangladesh_West Indies_2018-07-31,West Indies,Bangladesh,West Indies
81,Mahmudullah,CR Brathwaite,Ariful Haque,0,0,0,108,37,32,24,5,6,0,,,13,-,,field,West Indies,1,"Warner Park, Basseterre",2018,07,Bangladesh_West Indies_2018-07-31,West Indies,Bangladesh,West Indies
82,Ariful Haque,KMA Paul,Mahmudullah,4,0,4,112,33,13,14,5,1,0,,,14,-,,field,West Indies,1,"Warner Park, Basseterre",2018,07,Bangladesh_West Indies_2018-07-31,West Indies,Bangladesh,West Indies
83,Ariful Haque,KMA Paul,Mahmudullah,1,0,1,113,32,14,15,5,2,0,,,14,-,,field,West Indies,1,"Warner Park, Basseterre",2018,07,Bangladesh_West Indies_2018-07-31,West Indies,Bangladesh,West Indies
84,Mahmudullah,KMA Paul,Ariful Haque,1,0,1,114,31,33,25,5,3,0,,,14,-,,field,West Indies,1,"Warner Park, Basseterre",2018,07,Bangladesh_West Indies_2018-07-31,West Indies,Bangladesh,West Indies
85,Ariful Haque,KMA Paul,Mahmudullah,0,1,1,115,30,14,16,5,4,0,,,14,wides,,field,West Indies,1,"Warner Park, Basseterre",2018,07,Bangladesh_West Indies_2018-07-31,West Indies,Bangladesh,West Indies
86,Ariful Haque,KMA Paul,Mahmudullah,0,0,0,115,30,14,17,5,5,0,,,14,-,,field,West Indies,1,"Warner Park, Basseterre",2018,07,Bangladesh_West Indies_2018-07-31,West Indies,Bangladesh,West Indies
87,Ariful Haque,KMA Paul,Mahmudullah,1,0,1,116,29,15,18,5,6,0,,,14,-,,field,West Indies,1,"Warner Park, Basseterre",2018,07,Bangladesh_West Indies_2018-07-31,West Indies,Bangladesh,West Indies
88,Mahmudullah,KMA Paul,Ariful Haque,0,0,0,116,29,33,26,5,7,0,,,14,-,,field,West Indies,1,"Warner Park, Basseterre",2018,07,Bangladesh_West Indies_2018-07-31,West Indies,Bangladesh,West Indies
89,Ariful Haque,AD Russell,Mahmudullah,0,0,0,116,29,15,19,6,1,bowled,Ariful Haque,,15,-,,field,West Indies,1,"Warner Park, Basseterre",2018,07,Bangladesh_West Indies_2018-07-31,West Indies,Bangladesh,West Indies
90,Mehedi Hasan Miraz,AD Russell,Mahmudullah,0,0,0,116,29,0,1,6,2,0,,,15,-,,field,West Indies,1,"Warner Park, Basseterre",2018,07,Bangladesh_West Indies_2018-07-31,West Indies,Bangladesh,West Indies
91,Mehedi Hasan Miraz,AD Russell,Mahmudullah,4,0,4,120,25,4,2,6,3,0,,,15,-,,field,West Indies,1,"Warner Park, Basseterre",2018,07,Bangladesh_West Indies_2018-07-31,West Indies,Bangladesh,West Indies
92,Mehedi Hasan Miraz,AD Russell,Mahmudullah,0,0,0,120,25,4,3,6,4,0,,,15,-,,field,West Indies,1,"Warner Park, Basseterre",2018,07,Bangladesh_West Indies_2018-07-31,West Indies,Bangladesh,West Indies
93,Mehedi Hasan Miraz,AD Russell,Mahmudullah,1,0,1,121,24,5,4,6,5,0,,,15,-,,field,West Indies,1,"Warner Park, Basseterre",2018,07,Bangladesh_West Indies_2018-07-31,West Indies,Bangladesh,West Indies
94,Mahmudullah,AD Russell,Mehedi Hasan Miraz,0,0,0,121,24,33,27,6,6,0,,,15,-,,field,West Indies,1,"Warner Park, Basseterre",2018,07,Bangladesh_West Indies_2018-07-31,West Indies,Bangladesh,West Indies
95,Mehedi Hasan Miraz,CR Brathwaite,Mahmudullah,0,0,0,121,24,5,5,6,1,0,,,16,-,,field,West Indies,1,"Warner Park, Basseterre",2018,07,Bangladesh_West Indies_2018-07-31,West Indies,Bangladesh,West Indies
96,Mehedi Hasan Miraz,CR Brathwaite,Mahmudullah,1,0,1,122,23,6,6,6,2,0,,,16,-,,field,West Indies,1,"Warner Park, Basseterre",2018,07,Bangladesh_West Indies_2018-07-31,West Indies,Bangladesh,West Indies
97,Mahmudullah,CR Brathwaite,Mehedi Hasan Miraz,1,0,1,123,22,34,28,6,3,0,,,16,-,,field,West Indies,1,"Warner Park, Basseterre",2018,07,Bangladesh_West Indies_2018-07-31,West Indies,Bangladesh,West Indies
98,Mehedi Hasan Miraz,CR Brathwaite,Mahmudullah,1,0,1,124,21,7,7,6,4,0,,,16,-,,field,West Indies,1,"Warner Park, Basseterre",2018,07,Bangladesh_West Indies_2018-07-31,West Indies,Bangladesh,West Indies
99,Mahmudullah,CR Brathwaite,Mehedi Hasan Miraz,1,0,1,125,20,35,29,6,5,0,,,16,-,,field,West Indies,1,"Warner Park, Basseterre",2018,07,Bangladesh_West Indies_2018-07-31,West Indies,Bangladesh,West Indies
100,Mehedi Hasan Miraz,CR Brathwaite,Mahmudullah,0,0,0,125,20,7,8,6,6,0,,,16,-,,field,West Indies,1,"Warner Park, Basseterre",2018,07,Bangladesh_West Indies_2018-07-31,West Indies,Bangladesh,West Indies
101,Mahmudullah,KOK Williams,Mehedi Hasan Miraz,0,0,0,125,20,35,30,7,1,bowled,Mahmudullah,,17,-,,field,West Indies,1,"Warner Park, Basseterre",2018,07,Bangladesh_West Indies_2018-07-31,West Indies,Bangladesh,West Indies
102,Nazmul Islam,KOK Williams,Mehedi Hasan Miraz,0,0,0,125,20,0,1,7,2,0,,,17,-,,field,West Indies,1,"Warner Park, Basseterre",2018,07,Bangladesh_West Indies_2018-07-31,West Indies,Bangladesh,West Indies
103,Nazmul Islam,KOK Williams,Mehedi Hasan Miraz,1,0,1,126,19,1,2,7,3,0,,,17,-,,field,West Indies,1,"Warner Park, Basseterre",2018,07,Bangladesh_West Indies_2018-07-31,West Indies,Bangladesh,West Indies
104,Mehedi Hasan Miraz,KOK Williams,Nazmul Islam,2,0,2,128,17,9,9,7,4,0,,,17,-,,field,West Indies,1,"Warner Park, Basseterre",2018,07,Bangladesh_West Indies_2018-07-31,West Indies,Bangladesh,West Indies
105,Mehedi Hasan Miraz,KOK Williams,Nazmul Islam,1,0,1,129,16,10,10,7,5,0,,,17,-,,field,West Indies,1,"Warner Park, Basseterre",2018,07,Bangladesh_West Indies_2018-07-31,West Indies,Bangladesh,West Indies
106,Nazmul Islam,KOK Williams,Mehedi Hasan Miraz,1,0,1,130,15,2,3,7,6,0,,,17,-,,field,West Indies,1,"Warner Park, Basseterre",2018,07,Bangladesh_West Indies_2018-07-31,West Indies,Bangladesh,West Indies
107,Nazmul Islam,KMA Paul,Mehedi Hasan Miraz,0,0,0,130,15,2,4,7,1,0,,,18,-,,field,West Indies,1,"Warner Park, Basseterre",2018,07,Bangladesh_West Indies_2018-07-31,West Indies,Bangladesh,West Indies
108,Nazmul Islam,KMA Paul,Mehedi Hasan Miraz,0,0,0,130,15,2,5,7,2,0,,,18,-,,field,West Indies,1,"Warner Park, Basseterre",2018,07,Bangladesh_West Indies_2018-07-31,West Indies,Bangladesh,West Indies
109,Nazmul Islam,KMA Paul,Mehedi Hasan Miraz,0,0,0,130,15,2,6,7,3,0,,,18,-,,field,West Indies,1,"Warner Park, Basseterre",2018,07,Bangladesh_West Indies_2018-07-31,West Indies,Bangladesh,West Indies
110,Nazmul Islam,KMA Paul,Mehedi Hasan Miraz,1,0,1,131,14,3,7,7,4,0,,,18,-,,field,West Indies,1,"Warner Park, Basseterre",2018,07,Bangladesh_West Indies_2018-07-31,West Indies,Bangladesh,West Indies
111,Mehedi Hasan Miraz,KMA Paul,Nazmul Islam,0,0,0,131,14,10,11,7,5,0,,,18,-,,field,West Indies,1,"Warner Park, Basseterre",2018,07,Bangladesh_West Indies_2018-07-31,West Indies,Bangladesh,West Indies
112,Mehedi Hasan Miraz,KMA Paul,Nazmul Islam,1,0,1,132,13,11,12,7,6,0,,,18,-,,field,West Indies,1,"Warner Park, Basseterre",2018,07,Bangladesh_West Indies_2018-07-31,West Indies,Bangladesh,West Indies
113,Mehedi Hasan Miraz,KOK Williams,Nazmul Islam,0,0,0,132,13,11,13,8,1,caught,Mehedi Hasan Miraz,AR Nurse,19,-,,field,West Indies,1,"Warner Park, Basseterre",2018,07,Bangladesh_West Indies_2018-07-31,West Indies,Bangladesh,West Indies
114,Nazmul Islam,KOK Williams,Rubel Hossain,0,1,1,133,12,3,8,8,2,0,,,19,wides,,field,West Indies,1,"Warner Park, Basseterre",2018,07,Bangladesh_West Indies_2018-07-31,West Indies,Bangladesh,West Indies
