,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,wicket_type,player_out,fielder,over,extras,extra_type,toss_decision,toss_winner,innings,venue,date,batting_team,bowling_team
11,Mohammad Ishaq,J Little,Ibrahim Zadran,1,0,1,5,1,1,6,0,,,2,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2024-03-15,Afghanistan,Ireland
12,Mohammad Ishaq,MR Adair,Ibrahim Zadran,0,1,1,6,1,2,1,0,,,3,{'wides': 1},wides,field,Afghanistan,2,Sharjah Cricket Stadium,2024-03-15,Afghanistan,Ireland
13,Mohammad Ishaq,MR Adair,Ibrahim Zadran,0,0,0,6,1,3,2,0,,,3,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2024-03-15,Afghanistan,Ireland
14,Mohammad Ishaq,MR Adair,Ibrahim Zadran,0,0,0,6,1,4,3,0,,,3,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2024-03-15,Afghanistan,Ireland
15,Mohammad Ishaq,MR Adair,Ibrahim Zadran,4,0,4,10,5,5,4,0,,,3,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2024-03-15,Afghanistan,Ireland
16,Mohammad Ishaq,MR Adair,Ibrahim Zadran,4,0,4,14,9,6,5,0,,,3,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2024-03-15,Afghanistan,Ireland
17,Mohammad Ishaq,MR Adair,Ibrahim Zadran,4,0,4,18,13,7,6,0,,,3,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2024-03-15,Afghanistan,Ireland
18,Mohammad Ishaq,MR Adair,Ibrahim Zadran,4,0,4,22,17,8,7,0,,,3,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2024-03-15,Afghanistan,Ireland
19,Ibrahim Zadran,J Little,Mohammad Ishaq,0,0,0,22,2,5,1,0,,,4,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2024-03-15,Afghanistan,Ireland
20,Ibrahim Zadran,J Little,Mohammad Ishaq,0,0,0,22,2,6,2,0,,,4,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2024-03-15,Afghanistan,Ireland
21,Ibrahim Zadran,J Little,Mohammad Ishaq,1,0,1,23,3,7,3,0,,,4,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2024-03-15,Afghanistan,Ireland
22,Mohammad Ishaq,J Little,Ibrahim Zadran,4,0,4,27,21,9,4,0,,,4,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2024-03-15,Afghanistan,Ireland
23,Mohammad Ishaq,J Little,Ibrahim Zadran,0,0,0,27,21,10,5,0,,,4,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2024-03-15,Afghanistan,Ireland
24,Mohammad Ishaq,J Little,Ibrahim Zadran,1,0,1,28,22,11,6,0,,,4,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2024-03-15,Afghanistan,Ireland
25,Mohammad Ishaq,BJ McCarthy,Ibrahim Zadran,1,0,1,29,23,12,1,0,,,5,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2024-03-15,Afghanistan,Ireland
26,Ibrahim Zadran,BJ McCarthy,Mohammad Ishaq,1,0,1,30,4,8,2,0,,,5,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2024-03-15,Afghanistan,Ireland
27,Mohammad Ishaq,BJ McCarthy,Ibrahim Zadran,0,0,0,30,23,13,3,0,,,5,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2024-03-15,Afghanistan,Ireland
28,Mohammad Ishaq,BJ McCarthy,Ibrahim Zadran,0,0,0,30,23,14,4,0,,,5,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2024-03-15,Afghanistan,Ireland
29,Mohammad Ishaq,BJ McCarthy,Ibrahim Zadran,0,0,0,30,23,15,5,0,,,5,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2024-03-15,Afghanistan,Ireland
30,Mohammad Ishaq,BJ McCarthy,Ibrahim Zadran,1,0,1,31,24,16,6,0,,,5,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2024-03-15,Afghanistan,Ireland
31,Mohammad Ishaq,GJ Delany,Ibrahim Zadran,0,0,0,31,24,17,1,0,,,6,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2024-03-15,Afghanistan,Ireland
32,Mohammad Ishaq,GJ Delany,Ibrahim Zadran,3,0,3,34,27,18,2,0,,,6,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2024-03-15,Afghanistan,Ireland
33,Mohammad Ishaq,GJ Delany,Ibrahim Zadran,0,0,0,34,27,19,3,0,,,6,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2024-03-15,Afghanistan,Ireland
34,Mohammad Ishaq,GJ Delany,Ibrahim Zadran,4,0,4,38,31,20,4,0,,,6,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2024-03-15,Afghanistan,Ireland
35,Mohammad Ishaq,GJ Delany,Ibrahim Zadran,1,0,1,39,32,21,5,0,,,6,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2024-03-15,Afghanistan,Ireland
36,Ibrahim Zadran,GJ Delany,Mohammad Ishaq,4,0,4,43,8,9,6,0,,,6,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2024-03-15,Afghanistan,Ireland
37,Mohammad Ishaq,B White,Ibrahim Zadran,0,0,0,43,32,22,1,0,,,7,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2024-03-15,Afghanistan,Ireland
38,Mohammad Ishaq,B White,Ibrahim Zadran,0,0,0,43,32,23,2,caught,Mohammad Ishaq,BJ McCarthy,7,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2024-03-15,Afghanistan,Ireland
39,Mohammad Nabi,B White,Ibrahim Zadran,1,0,1,44,1,1,3,0,,,7,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2024-03-15,Afghanistan,Ireland
40,Ibrahim Zadran,B White,Mohammad Nabi,1,0,1,45,9,10,4,0,,,7,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2024-03-15,Afghanistan,Ireland
41,Mohammad Nabi,B White,Ibrahim Zadran,1,0,1,46,2,2,5,0,,,7,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2024-03-15,Afghanistan,Ireland
42,Ibrahim Zadran,B White,Mohammad Nabi,1,0,1,47,10,11,6,0,,,7,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2024-03-15,Afghanistan,Ireland
43,Ibrahim Zadran,GJ Delany,Mohammad Nabi,1,0,1,48,11,12,1,0,,,8,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2024-03-15,Afghanistan,Ireland
44,Mohammad Nabi,GJ Delany,Ibrahim Zadran,0,0,0,48,2,3,2,0,,,8,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2024-03-15,Afghanistan,Ireland
45,Mohammad Nabi,GJ Delany,Ibrahim Zadran,0,0,0,48,2,4,3,0,,,8,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2024-03-15,Afghanistan,Ireland
46,Mohammad Nabi,GJ Delany,Ibrahim Zadran,1,0,1,49,3,5,4,0,,,8,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2024-03-15,Afghanistan,Ireland
47,Ibrahim Zadran,GJ Delany,Mohammad Nabi,0,0,0,49,11,13,5,0,,,8,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2024-03-15,Afghanistan,Ireland
48,Ibrahim Zadran,GJ Delany,Mohammad Nabi,0,0,0,49,11,14,6,0,,,8,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2024-03-15,Afghanistan,Ireland
49,Mohammad Nabi,BJ McCarthy,Ibrahim Zadran,1,0,1,50,4,6,1,0,,,9,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2024-03-15,Afghanistan,Ireland
50,Ibrahim Zadran,BJ McCarthy,Mohammad Nabi,0,0,0,50,11,15,2,0,,,9,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2024-03-15,Afghanistan,Ireland
51,Ibrahim Zadran,BJ McCarthy,Mohammad Nabi,0,0,0,50,11,16,3,caught,Ibrahim Zadran,HT Tector,9,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2024-03-15,Afghanistan,Ireland
52,Ijaz Ahmad Ahmadzai,BJ McCarthy,Mohammad Nabi,1,0,1,51,1,1,4,0,,,9,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2024-03-15,Afghanistan,Ireland
53,Mohammad Nabi,BJ McCarthy,Ijaz Ahmad Ahmadzai,1,0,1,52,5,7,5,0,,,9,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2024-03-15,Afghanistan,Ireland
54,Ijaz Ahmad Ahmadzai,BJ McCarthy,Mohammad Nabi,1,0,1,53,2,2,6,0,,,9,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2024-03-15,Afghanistan,Ireland
55,Ijaz Ahmad Ahmadzai,GJ Delany,Mohammad Nabi,1,0,1,54,3,3,1,0,,,10,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2024-03-15,Afghanistan,Ireland
56,Mohammad Nabi,GJ Delany,Ijaz Ahmad Ahmadzai,1,0,1,55,6,8,2,0,,,10,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2024-03-15,Afghanistan,Ireland
57,Ijaz Ahmad Ahmadzai,GJ Delany,Mohammad Nabi,1,0,1,56,4,4,3,0,,,10,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2024-03-15,Afghanistan,Ireland
58,Mohammad Nabi,GJ Delany,Ijaz Ahmad Ahmadzai,1,0,1,57,7,9,4,0,,,10,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2024-03-15,Afghanistan,Ireland
59,Ijaz Ahmad Ahmadzai,GJ Delany,Mohammad Nabi,1,0,1,58,5,5,5,0,,,10,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2024-03-15,Afghanistan,Ireland
60,Mohammad Nabi,GJ Delany,Ijaz Ahmad Ahmadzai,1,0,1,59,8,10,6,0,,,10,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2024-03-15,Afghanistan,Ireland
61,Mohammad Nabi,B White,Ijaz Ahmad Ahmadzai,1,0,1,60,9,11,1,0,,,11,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2024-03-15,Afghanistan,Ireland
62,Ijaz Ahmad Ahmadzai,B White,Mohammad Nabi,1,0,1,61,6,6,2,0,,,11,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2024-03-15,Afghanistan,Ireland
63,Mohammad Nabi,B White,Ijaz Ahmad Ahmadzai,1,0,1,62,10,12,3,0,,,11,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2024-03-15,Afghanistan,Ireland
64,Ijaz Ahmad Ahmadzai,B White,Mohammad Nabi,0,0,0,62,6,7,4,0,,,11,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2024-03-15,Afghanistan,Ireland
65,Ijaz Ahmad Ahmadzai,B White,Mohammad Nabi,0,0,0,62,6,8,5,0,,,11,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2024-03-15,Afghanistan,Ireland
66,Ijaz Ahmad Ahmadzai,B White,Mohammad Nabi,1,0,1,63,7,9,6,0,,,11,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2024-03-15,Afghanistan,Ireland
67,Ijaz Ahmad Ahmadzai,J Little,Mohammad Nabi,1,0,1,64,8,10,1,0,,,12,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2024-03-15,Afghanistan,Ireland
68,Mohammad Nabi,J Little,Ijaz Ahmad Ahmadzai,1,0,1,65,11,13,2,0,,,12,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2024-03-15,Afghanistan,Ireland
69,Ijaz Ahmad Ahmadzai,J Little,Mohammad Nabi,0,0,0,65,8,11,3,0,,,12,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2024-03-15,Afghanistan,Ireland
70,Ijaz Ahmad Ahmadzai,J Little,Mohammad Nabi,0,1,1,66,8,12,4,0,,,12,{'wides': 1},wides,field,Afghanistan,2,Sharjah Cricket Stadium,2024-03-15,Afghanistan,Ireland
71,Ijaz Ahmad Ahmadzai,J Little,Mohammad Nabi,4,0,4,70,12,13,5,0,,,12,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2024-03-15,Afghanistan,Ireland
72,Ijaz Ahmad Ahmadzai,J Little,Mohammad Nabi,1,0,1,71,13,14,6,0,,,12,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2024-03-15,Afghanistan,Ireland
73,Mohammad Nabi,J Little,Ijaz Ahmad Ahmadzai,0,0,0,71,11,14,7,0,,,12,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2024-03-15,Afghanistan,Ireland
74,Ijaz Ahmad Ahmadzai,B White,Mohammad Nabi,2,0,2,73,15,15,1,0,,,13,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2024-03-15,Afghanistan,Ireland
75,Ijaz Ahmad Ahmadzai,B White,Mohammad Nabi,0,0,0,73,15,16,2,0,,,13,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2024-03-15,Afghanistan,Ireland
76,Ijaz Ahmad Ahmadzai,B White,Mohammad Nabi,1,0,1,74,16,17,3,0,,,13,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2024-03-15,Afghanistan,Ireland
77,Mohammad Nabi,B White,Ijaz Ahmad Ahmadzai,2,1,3,77,13,15,4,0,,,13,{'noballs': 1},noballs,field,Afghanistan,2,Sharjah Cricket Stadium,2024-03-15,Afghanistan,Ireland
78,Mohammad Nabi,B White,Ijaz Ahmad Ahmadzai,1,0,1,78,14,16,5,0,,,13,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2024-03-15,Afghanistan,Ireland
79,Ijaz Ahmad Ahmadzai,B White,Mohammad Nabi,0,1,1,79,16,18,6,0,,,13,{'wides': 1},wides,field,Afghanistan,2,Sharjah Cricket Stadium,2024-03-15,Afghanistan,Ireland
80,Ijaz Ahmad Ahmadzai,B White,Mohammad Nabi,0,0,0,79,16,19,7,caught,Ijaz Ahmad Ahmadzai,C Campher,13,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2024-03-15,Afghanistan,Ireland
81,Nangeyalia Kharote,B White,Mohammad Nabi,0,0,0,79,0,1,8,bowled,Nangeyalia Kharote,,13,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2024-03-15,Afghanistan,Ireland
82,Mohammad Nabi,GJ Delany,Rashid Khan,1,0,1,80,15,17,1,0,,,14,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2024-03-15,Afghanistan,Ireland
83,Rashid Khan,GJ Delany,Mohammad Nabi,0,0,0,80,0,1,2,0,,,14,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2024-03-15,Afghanistan,Ireland
84,Rashid Khan,GJ Delany,Mohammad Nabi,1,0,1,81,1,2,3,0,,,14,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2024-03-15,Afghanistan,Ireland
85,Mohammad Nabi,GJ Delany,Rashid Khan,4,0,4,85,19,18,4,0,,,14,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2024-03-15,Afghanistan,Ireland
86,Mohammad Nabi,GJ Delany,Rashid Khan,0,0,0,85,19,19,5,0,,,14,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2024-03-15,Afghanistan,Ireland
87,Mohammad Nabi,GJ Delany,Rashid Khan,6,0,6,91,25,20,6,0,,,14,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2024-03-15,Afghanistan,Ireland
88,Rashid Khan,B White,Mohammad Nabi,0,0,0,91,1,3,1,0,,,15,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2024-03-15,Afghanistan,Ireland
89,Rashid Khan,B White,Mohammad Nabi,1,0,1,92,2,4,2,0,,,15,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2024-03-15,Afghanistan,Ireland
90,Mohammad Nabi,B White,Rashid Khan,0,0,0,92,25,21,3,caught,Mohammad Nabi,HT Tector,15,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2024-03-15,Afghanistan,Ireland
91,Naveen-ul-Haq,B White,Rashid Khan,1,0,1,93,1,1,4,0,,,15,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2024-03-15,Afghanistan,Ireland
92,Rashid Khan,B White,Naveen-ul-Haq,0,0,0,93,2,5,5,0,,,15,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2024-03-15,Afghanistan,Ireland
93,Rashid Khan,B White,Naveen-ul-Haq,0,1,1,94,2,6,6,0,,,15,{'wides': 1},wides,field,Afghanistan,2,Sharjah Cricket Stadium,2024-03-15,Afghanistan,Ireland
94,Rashid Khan,B White,Naveen-ul-Haq,1,0,1,95,3,7,7,0,,,15,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2024-03-15,Afghanistan,Ireland
95,Rashid Khan,BJ McCarthy,Naveen-ul-Haq,0,0,0,95,3,8,1,0,,,16,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2024-03-15,Afghanistan,Ireland
96,Rashid Khan,BJ McCarthy,Naveen-ul-Haq,1,0,1,96,4,9,2,0,,,16,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2024-03-15,Afghanistan,Ireland
97,Naveen-ul-Haq,BJ McCarthy,Rashid Khan,0,0,0,96,1,2,3,0,,,16,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2024-03-15,Afghanistan,Ireland
98,Naveen-ul-Haq,BJ McCarthy,Rashid Khan,1,0,1,97,2,3,4,0,,,16,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2024-03-15,Afghanistan,Ireland
99,Rashid Khan,BJ McCarthy,Naveen-ul-Haq,1,0,1,98,5,10,5,0,,,16,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2024-03-15,Afghanistan,Ireland
100,Naveen-ul-Haq,BJ McCarthy,Rashid Khan,0,0,0,98,2,4,6,0,,,16,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2024-03-15,Afghanistan,Ireland
101,Rashid Khan,J Little,Naveen-ul-Haq,0,0,0,98,5,11,1,caught,Rashid Khan,HT Tector,17,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2024-03-15,Afghanistan,Ireland
102,Fazalhaq Farooqi,J Little,Naveen-ul-Haq,0,0,0,98,0,1,2,0,,,17,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2024-03-15,Afghanistan,Ireland
103,Fazalhaq Farooqi,J Little,Naveen-ul-Haq,1,0,1,99,1,2,3,0,,,17,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2024-03-15,Afghanistan,Ireland
104,Naveen-ul-Haq,J Little,Fazalhaq Farooqi,0,0,0,99,2,5,4,0,,,17,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2024-03-15,Afghanistan,Ireland
105,Naveen-ul-Haq,J Little,Fazalhaq Farooqi,0,0,0,99,2,6,5,0,,,17,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2024-03-15,Afghanistan,Ireland
106,Naveen-ul-Haq,J Little,Fazalhaq Farooqi,0,0,0,99,2,7,6,0,,,17,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2024-03-15,Afghanistan,Ireland
107,Fazalhaq Farooqi,MR Adair,Naveen-ul-Haq,1,0,1,100,2,3,1,0,,,18,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2024-03-15,Afghanistan,Ireland
108,Naveen-ul-Haq,MR Adair,Fazalhaq Farooqi,6,0,6,106,8,8,2,0,,,18,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2024-03-15,Afghanistan,Ireland
109,Naveen-ul-Haq,MR Adair,Fazalhaq Farooqi,0,0,0,106,8,9,3,0,,,18,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2024-03-15,Afghanistan,Ireland
110,Naveen-ul-Haq,MR Adair,Fazalhaq Farooqi,0,0,0,106,8,10,4,0,,,18,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2024-03-15,Afghanistan,Ireland
111,Naveen-ul-Haq,MR Adair,Fazalhaq Farooqi,1,0,1,107,9,11,5,0,,,18,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2024-03-15,Afghanistan,Ireland
112,Fazalhaq Farooqi,MR Adair,Naveen-ul-Haq,0,0,0,107,2,4,6,0,,,18,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2024-03-15,Afghanistan,Ireland
113,Naveen-ul-Haq,BJ McCarthy,Fazalhaq Farooqi,4,0,4,111,13,12,1,0,,,19,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2024-03-15,Afghanistan,Ireland
114,Naveen-ul-Haq,BJ McCarthy,Fazalhaq Farooqi,0,0,0,111,13,13,2,0,,,19,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2024-03-15,Afghanistan,Ireland
115,Naveen-ul-Haq,BJ McCarthy,Fazalhaq Farooqi,0,0,0,111,13,14,3,0,,,19,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2024-03-15,Afghanistan,Ireland
116,Naveen-ul-Haq,BJ McCarthy,Fazalhaq Farooqi,0,0,0,111,13,15,4,caught,Naveen-ul-Haq,GJ Delany,19,,-,field,Afghanistan,2,Sharjah Cricket Stadium,2024-03-15,Afghanistan,Ireland
