,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,wicket_type,player_out,fielder,over,extra_type,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_total
10,PWH de Silva,J Little,P Nissanka,0,0,0,8,116,0,1,3,5,0,,,1,-,,field,Ireland,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Sri Lanka_Ireland_2021-10-20,Sri Lanka,Sri Lanka,Ireland,171
11,PWH de Silva,J Little,P Nissanka,0,1,1,9,115,0,2,3,6,0,,,1,wides,,field,Ireland,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Sri Lanka_Ireland_2021-10-20,Sri Lanka,Sri Lanka,Ireland,171
12,PWH de Silva,J Little,P Nissanka,0,0,0,9,115,0,3,3,7,0,,,1,-,,field,Ireland,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Sri Lanka_Ireland_2021-10-20,Sri Lanka,Sri Lanka,Ireland,171
13,P Nissanka,CA Young,PWH de Silva,0,0,0,9,115,2,3,3,1,0,,,2,-,,field,Ireland,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Sri Lanka_Ireland_2021-10-20,Sri Lanka,Sri Lanka,Ireland,171
14,P Nissanka,CA Young,PWH de Silva,0,0,0,9,115,2,4,3,2,0,,,2,-,,field,Ireland,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Sri Lanka_Ireland_2021-10-20,Sri Lanka,Sri Lanka,Ireland,171
15,P Nissanka,CA Young,PWH de Silva,0,0,0,9,115,2,5,3,3,0,,,2,-,,field,Ireland,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Sri Lanka_Ireland_2021-10-20,Sri Lanka,Sri Lanka,Ireland,171
16,P Nissanka,CA Young,PWH de Silva,1,0,1,10,114,3,6,3,4,0,,,2,-,,field,Ireland,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Sri Lanka_Ireland_2021-10-20,Sri Lanka,Sri Lanka,Ireland,171
17,PWH de Silva,CA Young,P Nissanka,0,0,0,10,114,0,4,3,5,0,,,2,-,,field,Ireland,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Sri Lanka_Ireland_2021-10-20,Sri Lanka,Sri Lanka,Ireland,171
18,PWH de Silva,CA Young,P Nissanka,1,0,1,11,113,1,5,3,6,0,,,2,-,,field,Ireland,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Sri Lanka_Ireland_2021-10-20,Sri Lanka,Sri Lanka,Ireland,171
19,PWH de Silva,J Little,P Nissanka,0,0,0,11,113,1,6,3,1,0,,,3,-,,field,Ireland,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Sri Lanka_Ireland_2021-10-20,Sri Lanka,Sri Lanka,Ireland,171
20,PWH de Silva,J Little,P Nissanka,0,0,0,11,113,1,7,3,2,0,,,3,-,,field,Ireland,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Sri Lanka_Ireland_2021-10-20,Sri Lanka,Sri Lanka,Ireland,171
21,PWH de Silva,J Little,P Nissanka,1,0,1,12,112,2,8,3,3,0,,,3,-,,field,Ireland,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Sri Lanka_Ireland_2021-10-20,Sri Lanka,Sri Lanka,Ireland,171
22,P Nissanka,J Little,PWH de Silva,0,1,1,13,111,3,7,3,4,0,,,3,legbyes,,field,Ireland,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Sri Lanka_Ireland_2021-10-20,Sri Lanka,Sri Lanka,Ireland,171
23,PWH de Silva,J Little,P Nissanka,4,0,4,17,107,6,9,3,5,0,,,3,-,,field,Ireland,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Sri Lanka_Ireland_2021-10-20,Sri Lanka,Sri Lanka,Ireland,171
24,PWH de Silva,J Little,P Nissanka,0,0,0,17,107,6,10,3,6,0,,,3,-,,field,Ireland,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Sri Lanka_Ireland_2021-10-20,Sri Lanka,Sri Lanka,Ireland,171
25,P Nissanka,MR Adair,PWH de Silva,4,0,4,21,103,7,8,3,1,0,,,4,-,,field,Ireland,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Sri Lanka_Ireland_2021-10-20,Sri Lanka,Sri Lanka,Ireland,171
26,P Nissanka,MR Adair,PWH de Silva,4,0,4,25,99,11,9,3,2,0,,,4,-,,field,Ireland,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Sri Lanka_Ireland_2021-10-20,Sri Lanka,Sri Lanka,Ireland,171
27,P Nissanka,MR Adair,PWH de Silva,0,0,0,25,99,11,10,3,3,0,,,4,-,,field,Ireland,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Sri Lanka_Ireland_2021-10-20,Sri Lanka,Sri Lanka,Ireland,171
28,P Nissanka,MR Adair,PWH de Silva,1,0,1,26,98,12,11,3,4,0,,,4,-,,field,Ireland,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Sri Lanka_Ireland_2021-10-20,Sri Lanka,Sri Lanka,Ireland,171
29,PWH de Silva,MR Adair,P Nissanka,4,0,4,30,94,10,11,3,5,0,,,4,-,,field,Ireland,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Sri Lanka_Ireland_2021-10-20,Sri Lanka,Sri Lanka,Ireland,171
30,PWH de Silva,MR Adair,P Nissanka,0,0,0,30,94,10,12,3,6,0,,,4,-,,field,Ireland,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Sri Lanka_Ireland_2021-10-20,Sri Lanka,Sri Lanka,Ireland,171
31,P Nissanka,Simi Singh,PWH de Silva,1,0,1,31,93,13,12,3,1,0,,,5,-,,field,Ireland,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Sri Lanka_Ireland_2021-10-20,Sri Lanka,Sri Lanka,Ireland,171
32,PWH de Silva,Simi Singh,P Nissanka,0,0,0,31,93,10,13,3,2,0,,,5,-,,field,Ireland,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Sri Lanka_Ireland_2021-10-20,Sri Lanka,Sri Lanka,Ireland,171
33,PWH de Silva,Simi Singh,P Nissanka,4,0,4,35,89,14,14,3,3,0,,,5,-,,field,Ireland,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Sri Lanka_Ireland_2021-10-20,Sri Lanka,Sri Lanka,Ireland,171
34,PWH de Silva,Simi Singh,P Nissanka,4,0,4,39,85,18,15,3,4,0,,,5,-,,field,Ireland,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Sri Lanka_Ireland_2021-10-20,Sri Lanka,Sri Lanka,Ireland,171
35,PWH de Silva,Simi Singh,P Nissanka,4,0,4,43,81,22,16,3,5,0,,,5,-,,field,Ireland,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Sri Lanka_Ireland_2021-10-20,Sri Lanka,Sri Lanka,Ireland,171
36,PWH de Silva,Simi Singh,P Nissanka,4,0,4,47,77,26,17,3,6,0,,,5,-,,field,Ireland,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Sri Lanka_Ireland_2021-10-20,Sri Lanka,Sri Lanka,Ireland,171
37,P Nissanka,C Campher,PWH de Silva,2,0,2,49,75,15,13,3,1,0,,,6,-,,field,Ireland,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Sri Lanka_Ireland_2021-10-20,Sri Lanka,Sri Lanka,Ireland,171
38,P Nissanka,C Campher,PWH de Silva,1,0,1,50,74,16,14,3,2,0,,,6,-,,field,Ireland,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Sri Lanka_Ireland_2021-10-20,Sri Lanka,Sri Lanka,Ireland,171
39,PWH de Silva,C Campher,P Nissanka,1,0,1,51,73,27,18,3,3,0,,,6,-,,field,Ireland,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Sri Lanka_Ireland_2021-10-20,Sri Lanka,Sri Lanka,Ireland,171
40,P Nissanka,C Campher,PWH de Silva,1,0,1,52,72,17,15,3,4,0,,,6,-,,field,Ireland,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Sri Lanka_Ireland_2021-10-20,Sri Lanka,Sri Lanka,Ireland,171
41,PWH de Silva,C Campher,P Nissanka,1,0,1,53,71,28,19,3,5,0,,,6,-,,field,Ireland,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Sri Lanka_Ireland_2021-10-20,Sri Lanka,Sri Lanka,Ireland,171
42,P Nissanka,C Campher,PWH de Silva,1,0,1,54,70,18,16,3,6,0,,,6,-,,field,Ireland,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Sri Lanka_Ireland_2021-10-20,Sri Lanka,Sri Lanka,Ireland,171
43,P Nissanka,CA Young,PWH de Silva,1,0,1,55,69,19,17,3,1,0,,,7,-,,field,Ireland,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Sri Lanka_Ireland_2021-10-20,Sri Lanka,Sri Lanka,Ireland,171
44,PWH de Silva,CA Young,P Nissanka,0,0,0,55,69,28,20,3,2,0,,,7,-,,field,Ireland,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Sri Lanka_Ireland_2021-10-20,Sri Lanka,Sri Lanka,Ireland,171
45,PWH de Silva,CA Young,P Nissanka,1,0,1,56,68,29,21,3,3,0,,,7,-,,field,Ireland,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Sri Lanka_Ireland_2021-10-20,Sri Lanka,Sri Lanka,Ireland,171
46,P Nissanka,CA Young,PWH de Silva,1,0,1,57,67,20,18,3,4,0,,,7,-,,field,Ireland,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Sri Lanka_Ireland_2021-10-20,Sri Lanka,Sri Lanka,Ireland,171
47,PWH de Silva,CA Young,P Nissanka,2,0,2,59,65,31,22,3,5,0,,,7,-,,field,Ireland,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Sri Lanka_Ireland_2021-10-20,Sri Lanka,Sri Lanka,Ireland,171
48,PWH de Silva,CA Young,P Nissanka,6,0,6,65,59,37,23,3,6,0,,,7,-,,field,Ireland,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Sri Lanka_Ireland_2021-10-20,Sri Lanka,Sri Lanka,Ireland,171
49,P Nissanka,C Campher,PWH de Silva,0,1,1,66,58,20,19,3,1,0,,,8,legbyes,,field,Ireland,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Sri Lanka_Ireland_2021-10-20,Sri Lanka,Sri Lanka,Ireland,171
50,PWH de Silva,C Campher,P Nissanka,0,0,0,66,58,37,24,3,2,0,,,8,-,,field,Ireland,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Sri Lanka_Ireland_2021-10-20,Sri Lanka,Sri Lanka,Ireland,171
51,PWH de Silva,C Campher,P Nissanka,0,0,0,66,58,37,25,3,3,0,,,8,-,,field,Ireland,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Sri Lanka_Ireland_2021-10-20,Sri Lanka,Sri Lanka,Ireland,171
52,PWH de Silva,C Campher,P Nissanka,0,0,0,66,58,37,26,3,4,0,,,8,-,,field,Ireland,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Sri Lanka_Ireland_2021-10-20,Sri Lanka,Sri Lanka,Ireland,171
53,PWH de Silva,C Campher,P Nissanka,1,0,1,67,57,38,27,3,5,0,,,8,-,,field,Ireland,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Sri Lanka_Ireland_2021-10-20,Sri Lanka,Sri Lanka,Ireland,171
54,P Nissanka,C Campher,PWH de Silva,1,0,1,68,56,21,20,3,6,0,,,8,-,,field,Ireland,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Sri Lanka_Ireland_2021-10-20,Sri Lanka,Sri Lanka,Ireland,171
55,P Nissanka,Simi Singh,PWH de Silva,1,0,1,69,55,22,21,3,1,0,,,9,-,,field,Ireland,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Sri Lanka_Ireland_2021-10-20,Sri Lanka,Sri Lanka,Ireland,171
56,PWH de Silva,Simi Singh,P Nissanka,1,0,1,70,54,39,28,3,2,0,,,9,-,,field,Ireland,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Sri Lanka_Ireland_2021-10-20,Sri Lanka,Sri Lanka,Ireland,171
57,P Nissanka,Simi Singh,PWH de Silva,4,0,4,74,50,26,22,3,3,0,,,9,-,,field,Ireland,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Sri Lanka_Ireland_2021-10-20,Sri Lanka,Sri Lanka,Ireland,171
58,P Nissanka,Simi Singh,PWH de Silva,1,0,1,75,49,27,23,3,4,0,,,9,-,,field,Ireland,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Sri Lanka_Ireland_2021-10-20,Sri Lanka,Sri Lanka,Ireland,171
59,PWH de Silva,Simi Singh,P Nissanka,1,0,1,76,48,40,29,3,5,0,,,9,-,,field,Ireland,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Sri Lanka_Ireland_2021-10-20,Sri Lanka,Sri Lanka,Ireland,171
60,P Nissanka,Simi Singh,PWH de Silva,2,0,2,78,46,29,24,3,6,0,,,9,-,,field,Ireland,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Sri Lanka_Ireland_2021-10-20,Sri Lanka,Sri Lanka,Ireland,171
61,PWH de Silva,MR Adair,P Nissanka,0,0,0,78,46,40,30,3,1,0,,,10,-,,field,Ireland,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Sri Lanka_Ireland_2021-10-20,Sri Lanka,Sri Lanka,Ireland,171
62,PWH de Silva,MR Adair,P Nissanka,0,0,0,78,46,40,31,3,2,0,,,10,-,,field,Ireland,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Sri Lanka_Ireland_2021-10-20,Sri Lanka,Sri Lanka,Ireland,171
63,PWH de Silva,MR Adair,P Nissanka,0,0,0,78,46,40,32,3,3,0,,,10,-,,field,Ireland,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Sri Lanka_Ireland_2021-10-20,Sri Lanka,Sri Lanka,Ireland,171
64,PWH de Silva,MR Adair,P Nissanka,1,0,1,79,45,41,33,3,4,0,,,10,-,,field,Ireland,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Sri Lanka_Ireland_2021-10-20,Sri Lanka,Sri Lanka,Ireland,171
65,P Nissanka,MR Adair,PWH de Silva,1,0,1,80,44,30,25,3,5,0,,,10,-,,field,Ireland,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Sri Lanka_Ireland_2021-10-20,Sri Lanka,Sri Lanka,Ireland,171
66,PWH de Silva,MR Adair,P Nissanka,0,0,0,80,44,41,34,3,6,0,,,10,-,,field,Ireland,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Sri Lanka_Ireland_2021-10-20,Sri Lanka,Sri Lanka,Ireland,171
67,P Nissanka,C Campher,PWH de Silva,0,0,0,80,44,30,26,3,1,0,,,11,-,,field,Ireland,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Sri Lanka_Ireland_2021-10-20,Sri Lanka,Sri Lanka,Ireland,171
68,P Nissanka,C Campher,PWH de Silva,6,0,6,86,38,36,27,3,2,0,,,11,-,,field,Ireland,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Sri Lanka_Ireland_2021-10-20,Sri Lanka,Sri Lanka,Ireland,171
69,P Nissanka,C Campher,PWH de Silva,2,0,2,88,36,38,28,3,3,0,,,11,-,,field,Ireland,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Sri Lanka_Ireland_2021-10-20,Sri Lanka,Sri Lanka,Ireland,171
70,P Nissanka,C Campher,PWH de Silva,1,0,1,89,35,39,29,3,4,0,,,11,-,,field,Ireland,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Sri Lanka_Ireland_2021-10-20,Sri Lanka,Sri Lanka,Ireland,171
71,PWH de Silva,C Campher,P Nissanka,4,0,4,93,31,45,35,3,5,0,,,11,-,,field,Ireland,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Sri Lanka_Ireland_2021-10-20,Sri Lanka,Sri Lanka,Ireland,171
72,PWH de Silva,C Campher,P Nissanka,2,0,2,95,29,47,36,3,6,0,,,11,-,,field,Ireland,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Sri Lanka_Ireland_2021-10-20,Sri Lanka,Sri Lanka,Ireland,171
73,P Nissanka,CA Young,PWH de Silva,1,0,1,96,28,40,30,3,1,0,,,12,-,,field,Ireland,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Sri Lanka_Ireland_2021-10-20,Sri Lanka,Sri Lanka,Ireland,171
74,PWH de Silva,CA Young,P Nissanka,1,0,1,97,27,48,37,3,2,0,,,12,-,,field,Ireland,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Sri Lanka_Ireland_2021-10-20,Sri Lanka,Sri Lanka,Ireland,171
75,P Nissanka,CA Young,PWH de Silva,1,0,1,98,26,41,31,3,3,0,,,12,-,,field,Ireland,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Sri Lanka_Ireland_2021-10-20,Sri Lanka,Sri Lanka,Ireland,171
76,PWH de Silva,CA Young,P Nissanka,1,0,1,99,25,49,38,3,4,0,,,12,-,,field,Ireland,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Sri Lanka_Ireland_2021-10-20,Sri Lanka,Sri Lanka,Ireland,171
77,P Nissanka,CA Young,PWH de Silva,0,1,1,100,24,41,32,3,5,0,,,12,legbyes,"{'by': 'Ireland', 'umpire': 'P Wilson', 'batter': 'P Nissanka', 'decision': 'struck down', 'umpires_call': True}",field,Ireland,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Sri Lanka_Ireland_2021-10-20,Sri Lanka,Sri Lanka,Ireland,171
78,PWH de Silva,CA Young,P Nissanka,2,0,2,102,22,51,39,3,6,0,,,12,-,,field,Ireland,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Sri Lanka_Ireland_2021-10-20,Sri Lanka,Sri Lanka,Ireland,171
79,P Nissanka,Simi Singh,PWH de Silva,2,0,2,104,20,43,33,3,1,0,,,13,-,,field,Ireland,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Sri Lanka_Ireland_2021-10-20,Sri Lanka,Sri Lanka,Ireland,171
80,P Nissanka,Simi Singh,PWH de Silva,1,0,1,105,19,44,34,3,2,0,,,13,-,,field,Ireland,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Sri Lanka_Ireland_2021-10-20,Sri Lanka,Sri Lanka,Ireland,171
81,PWH de Silva,Simi Singh,P Nissanka,2,0,2,107,17,53,40,3,3,0,,,13,-,,field,Ireland,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Sri Lanka_Ireland_2021-10-20,Sri Lanka,Sri Lanka,Ireland,171
82,PWH de Silva,Simi Singh,P Nissanka,4,0,4,111,13,57,41,3,4,0,,,13,-,,field,Ireland,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Sri Lanka_Ireland_2021-10-20,Sri Lanka,Sri Lanka,Ireland,171
83,PWH de Silva,Simi Singh,P Nissanka,4,0,4,115,9,61,42,3,5,0,,,13,-,,field,Ireland,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Sri Lanka_Ireland_2021-10-20,Sri Lanka,Sri Lanka,Ireland,171
84,PWH de Silva,Simi Singh,P Nissanka,1,0,1,116,8,62,43,3,6,0,,,13,-,,field,Ireland,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Sri Lanka_Ireland_2021-10-20,Sri Lanka,Sri Lanka,Ireland,171
85,PWH de Silva,C Campher,P Nissanka,2,0,2,118,6,64,44,3,1,0,,,14,-,,field,Ireland,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Sri Lanka_Ireland_2021-10-20,Sri Lanka,Sri Lanka,Ireland,171
86,PWH de Silva,C Campher,P Nissanka,4,0,4,122,2,68,45,3,2,0,,,14,-,,field,Ireland,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Sri Lanka_Ireland_2021-10-20,Sri Lanka,Sri Lanka,Ireland,171
87,PWH de Silva,C Campher,P Nissanka,1,0,1,123,1,69,46,3,3,0,,,14,-,,field,Ireland,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Sri Lanka_Ireland_2021-10-20,Sri Lanka,Sri Lanka,Ireland,171
88,P Nissanka,C Campher,PWH de Silva,4,0,4,127,-3,48,35,3,4,0,,,14,-,,field,Ireland,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Sri Lanka_Ireland_2021-10-20,Sri Lanka,Sri Lanka,Ireland,171
89,P Nissanka,C Campher,PWH de Silva,1,0,1,128,-4,49,36,3,5,0,,,14,-,,field,Ireland,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Sri Lanka_Ireland_2021-10-20,Sri Lanka,Sri Lanka,Ireland,171
90,PWH de Silva,C Campher,P Nissanka,2,0,2,130,-6,71,47,3,6,0,,,14,-,,field,Ireland,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Sri Lanka_Ireland_2021-10-20,Sri Lanka,Sri Lanka,Ireland,171
91,P Nissanka,MR Adair,PWH de Silva,1,0,1,131,-7,50,37,3,1,0,,,15,-,,field,Ireland,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Sri Lanka_Ireland_2021-10-20,Sri Lanka,Sri Lanka,Ireland,171
92,PWH de Silva,MR Adair,P Nissanka,0,0,0,131,-7,71,48,4,2,caught,PWH de Silva,CA Young,15,-,,field,Ireland,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Sri Lanka_Ireland_2021-10-20,Sri Lanka,Sri Lanka,Ireland,171
93,PBB Rajapaksa,MR Adair,P Nissanka,1,0,1,132,-8,1,1,4,3,0,,,15,-,,field,Ireland,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Sri Lanka_Ireland_2021-10-20,Sri Lanka,Sri Lanka,Ireland,171
94,P Nissanka,MR Adair,PBB Rajapaksa,4,0,4,136,-12,54,38,4,4,0,,,15,-,,field,Ireland,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Sri Lanka_Ireland_2021-10-20,Sri Lanka,Sri Lanka,Ireland,171
95,P Nissanka,MR Adair,PBB Rajapaksa,0,0,0,136,-12,54,39,4,5,0,,,15,-,,field,Ireland,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Sri Lanka_Ireland_2021-10-20,Sri Lanka,Sri Lanka,Ireland,171
96,P Nissanka,MR Adair,PBB Rajapaksa,0,1,1,137,-13,54,40,4,6,0,,,15,legbyes,,field,Ireland,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Sri Lanka_Ireland_2021-10-20,Sri Lanka,Sri Lanka,Ireland,171
97,P Nissanka,J Little,PBB Rajapaksa,0,1,1,138,-14,54,41,4,1,0,,,16,wides,,field,Ireland,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Sri Lanka_Ireland_2021-10-20,Sri Lanka,Sri Lanka,Ireland,171
98,P Nissanka,J Little,PBB Rajapaksa,4,0,4,142,-18,58,42,4,2,0,,,16,-,,field,Ireland,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Sri Lanka_Ireland_2021-10-20,Sri Lanka,Sri Lanka,Ireland,171
99,P Nissanka,J Little,PBB Rajapaksa,1,0,1,143,-19,59,43,4,3,0,,,16,-,,field,Ireland,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Sri Lanka_Ireland_2021-10-20,Sri Lanka,Sri Lanka,Ireland,171
100,PBB Rajapaksa,J Little,P Nissanka,0,0,0,143,-19,1,2,4,4,0,,,16,-,,field,Ireland,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Sri Lanka_Ireland_2021-10-20,Sri Lanka,Sri Lanka,Ireland,171
101,PBB Rajapaksa,J Little,P Nissanka,0,0,0,143,-19,1,3,5,5,caught,PBB Rajapaksa,HT Tector,16,-,,field,Ireland,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Sri Lanka_Ireland_2021-10-20,Sri Lanka,Sri Lanka,Ireland,171
102,P Nissanka,J Little,MD Shanaka,0,1,1,144,-20,59,44,5,6,0,,,16,legbyes,,field,Ireland,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Sri Lanka_Ireland_2021-10-20,Sri Lanka,Sri Lanka,Ireland,171
103,MD Shanaka,J Little,P Nissanka,1,0,1,145,-21,1,1,5,7,0,,,16,-,,field,Ireland,1,"Zayed Cricket Stadium, Abu Dhabi",2021,10,Sri Lanka_Ireland_2021-10-20,Sri Lanka,Sri Lanka,Ireland,171
