,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,over,extra_type,wicket_type,player_out,fielder,review,toss_decision,toss_winner,innings,venue,date,winning_team,batting_team,bowling_team
17,RR Hendricks,RA Jadeja,MP Breetzke,1,0,1,42,21,11,5,3,-,run out,MP Breetzke,Tilak Varma;JM Sharma;RA Jadeja,,field,South Africa,2,"St George's Park, Gqeberha",2023-12-12,South Africa,South Africa,India
18,AK Markram,RA Jadeja,RR Hendricks,1,0,1,43,1,1,6,3,-,0,,,,field,South Africa,2,"St George's Park, Gqeberha",2023-12-12,South Africa,South Africa,India
19,AK Markram,Mukesh Kumar,RR Hendricks,0,0,0,43,1,2,1,4,-,0,,,,field,South Africa,2,"St George's Park, Gqeberha",2023-12-12,South Africa,South Africa,India
20,AK Markram,Mukesh Kumar,RR Hendricks,0,0,0,43,1,3,2,4,-,0,,,,field,South Africa,2,"St George's Park, Gqeberha",2023-12-12,South Africa,South Africa,India
21,AK Markram,Mukesh Kumar,RR Hendricks,4,0,4,47,5,4,3,4,-,0,,,,field,South Africa,2,"St George's Park, Gqeberha",2023-12-12,South Africa,South Africa,India
22,AK Markram,Mukesh Kumar,RR Hendricks,4,0,4,51,9,5,4,4,-,0,,,,field,South Africa,2,"St George's Park, Gqeberha",2023-12-12,South Africa,South Africa,India
23,AK Markram,Mukesh Kumar,RR Hendricks,4,0,4,55,13,6,5,4,-,0,,,,field,South Africa,2,"St George's Park, Gqeberha",2023-12-12,South Africa,South Africa,India
24,AK Markram,Mukesh Kumar,RR Hendricks,1,0,1,56,14,7,6,4,-,0,,,,field,South Africa,2,"St George's Park, Gqeberha",2023-12-12,South Africa,South Africa,India
25,AK Markram,Kuldeep Yadav,RR Hendricks,1,0,1,57,15,8,1,5,-,0,,,,field,South Africa,2,"St George's Park, Gqeberha",2023-12-12,South Africa,South Africa,India
26,RR Hendricks,Kuldeep Yadav,AK Markram,4,0,4,61,25,12,2,5,-,0,,,,field,South Africa,2,"St George's Park, Gqeberha",2023-12-12,South Africa,South Africa,India
27,RR Hendricks,Kuldeep Yadav,AK Markram,0,0,0,61,25,13,3,5,-,0,,,,field,South Africa,2,"St George's Park, Gqeberha",2023-12-12,South Africa,South Africa,India
28,RR Hendricks,Kuldeep Yadav,AK Markram,2,0,2,63,27,14,4,5,-,0,,,,field,South Africa,2,"St George's Park, Gqeberha",2023-12-12,South Africa,South Africa,India
29,RR Hendricks,Kuldeep Yadav,AK Markram,0,0,0,63,27,15,5,5,-,0,,,,field,South Africa,2,"St George's Park, Gqeberha",2023-12-12,South Africa,South Africa,India
30,RR Hendricks,Kuldeep Yadav,AK Markram,4,0,4,67,31,16,6,5,-,0,,,,field,South Africa,2,"St George's Park, Gqeberha",2023-12-12,South Africa,South Africa,India
31,AK Markram,Arshdeep Singh,RR Hendricks,1,0,1,68,16,9,1,6,-,0,,,,field,South Africa,2,"St George's Park, Gqeberha",2023-12-12,South Africa,South Africa,India
32,RR Hendricks,Arshdeep Singh,AK Markram,0,0,0,68,31,17,2,6,-,0,,,,field,South Africa,2,"St George's Park, Gqeberha",2023-12-12,South Africa,South Africa,India
33,RR Hendricks,Arshdeep Singh,AK Markram,4,0,4,72,35,18,3,6,-,0,,,,field,South Africa,2,"St George's Park, Gqeberha",2023-12-12,South Africa,South Africa,India
34,RR Hendricks,Arshdeep Singh,AK Markram,4,0,4,76,39,19,4,6,-,0,,,,field,South Africa,2,"St George's Park, Gqeberha",2023-12-12,South Africa,South Africa,India
35,RR Hendricks,Arshdeep Singh,AK Markram,1,0,1,77,40,20,5,6,-,0,,,,field,South Africa,2,"St George's Park, Gqeberha",2023-12-12,South Africa,South Africa,India
36,AK Markram,Arshdeep Singh,RR Hendricks,1,0,1,78,17,10,6,6,-,0,,,,field,South Africa,2,"St George's Park, Gqeberha",2023-12-12,South Africa,South Africa,India
37,AK Markram,RA Jadeja,RR Hendricks,0,1,1,79,17,11,1,7,wides,0,,,,field,South Africa,2,"St George's Park, Gqeberha",2023-12-12,South Africa,South Africa,India
38,AK Markram,RA Jadeja,RR Hendricks,0,0,0,79,17,12,2,7,-,0,,,,field,South Africa,2,"St George's Park, Gqeberha",2023-12-12,South Africa,South Africa,India
39,AK Markram,RA Jadeja,RR Hendricks,4,0,4,83,21,13,3,7,-,0,,,,field,South Africa,2,"St George's Park, Gqeberha",2023-12-12,South Africa,South Africa,India
40,AK Markram,RA Jadeja,RR Hendricks,1,0,1,84,22,14,4,7,-,0,,,,field,South Africa,2,"St George's Park, Gqeberha",2023-12-12,South Africa,South Africa,India
41,RR Hendricks,RA Jadeja,AK Markram,1,0,1,85,41,21,5,7,-,0,,,,field,South Africa,2,"St George's Park, Gqeberha",2023-12-12,South Africa,South Africa,India
42,AK Markram,RA Jadeja,RR Hendricks,1,0,1,86,23,15,6,7,-,0,,,,field,South Africa,2,"St George's Park, Gqeberha",2023-12-12,South Africa,South Africa,India
43,RR Hendricks,RA Jadeja,AK Markram,1,0,1,87,42,22,7,7,-,0,,,,field,South Africa,2,"St George's Park, Gqeberha",2023-12-12,South Africa,South Africa,India
44,RR Hendricks,Mukesh Kumar,AK Markram,1,0,1,88,43,23,1,8,-,0,,,,field,South Africa,2,"St George's Park, Gqeberha",2023-12-12,South Africa,South Africa,India
45,AK Markram,Mukesh Kumar,RR Hendricks,1,0,1,89,24,16,2,8,-,0,,,,field,South Africa,2,"St George's Park, Gqeberha",2023-12-12,South Africa,South Africa,India
46,RR Hendricks,Mukesh Kumar,AK Markram,1,0,1,90,44,24,3,8,-,0,,,,field,South Africa,2,"St George's Park, Gqeberha",2023-12-12,South Africa,South Africa,India
47,AK Markram,Mukesh Kumar,RR Hendricks,6,0,6,96,30,17,4,8,-,0,,,,field,South Africa,2,"St George's Park, Gqeberha",2023-12-12,South Africa,South Africa,India
48,AK Markram,Mukesh Kumar,RR Hendricks,0,0,0,96,30,18,5,8,-,caught,AK Markram,Mohammed Siraj,,field,South Africa,2,"St George's Park, Gqeberha",2023-12-12,South Africa,South Africa,India
49,H Klaasen,Mukesh Kumar,RR Hendricks,0,0,0,96,0,1,6,8,-,0,,,,field,South Africa,2,"St George's Park, Gqeberha",2023-12-12,South Africa,South Africa,India
50,RR Hendricks,Kuldeep Yadav,H Klaasen,4,0,4,100,48,25,1,9,-,0,,,,field,South Africa,2,"St George's Park, Gqeberha",2023-12-12,South Africa,South Africa,India
51,RR Hendricks,Kuldeep Yadav,H Klaasen,1,0,1,101,49,26,2,9,-,0,,,,field,South Africa,2,"St George's Park, Gqeberha",2023-12-12,South Africa,South Africa,India
52,H Klaasen,Kuldeep Yadav,RR Hendricks,6,0,6,107,6,2,3,9,-,0,,,,field,South Africa,2,"St George's Park, Gqeberha",2023-12-12,South Africa,South Africa,India
53,H Klaasen,Kuldeep Yadav,RR Hendricks,1,0,1,108,7,3,4,9,-,0,,,,field,South Africa,2,"St George's Park, Gqeberha",2023-12-12,South Africa,South Africa,India
54,RR Hendricks,Kuldeep Yadav,H Klaasen,0,0,0,108,49,27,5,9,-,0,,,,field,South Africa,2,"St George's Park, Gqeberha",2023-12-12,South Africa,South Africa,India
55,RR Hendricks,Kuldeep Yadav,H Klaasen,0,0,0,108,49,28,6,9,-,caught,RR Hendricks,SA Yadav,,field,South Africa,2,"St George's Park, Gqeberha",2023-12-12,South Africa,South Africa,India
56,H Klaasen,Mohammed Siraj,DA Miller,0,0,0,108,7,4,1,10,-,0,,,,field,South Africa,2,"St George's Park, Gqeberha",2023-12-12,South Africa,South Africa,India
57,H Klaasen,Mohammed Siraj,DA Miller,0,0,0,108,7,5,2,10,-,caught,H Klaasen,YBK Jaiswal,,field,South Africa,2,"St George's Park, Gqeberha",2023-12-12,South Africa,South Africa,India
58,T Stubbs,Mohammed Siraj,DA Miller,0,0,0,108,0,1,3,10,-,0,,,,field,South Africa,2,"St George's Park, Gqeberha",2023-12-12,South Africa,South Africa,India
59,T Stubbs,Mohammed Siraj,DA Miller,0,0,0,108,0,2,4,10,-,0,,,,field,South Africa,2,"St George's Park, Gqeberha",2023-12-12,South Africa,South Africa,India
60,T Stubbs,Mohammed Siraj,DA Miller,0,4,4,112,0,3,5,10,byes,0,,,,field,South Africa,2,"St George's Park, Gqeberha",2023-12-12,South Africa,South Africa,India
61,T Stubbs,Mohammed Siraj,DA Miller,4,0,4,116,4,4,6,10,-,0,,,,field,South Africa,2,"St George's Park, Gqeberha",2023-12-12,South Africa,South Africa,India
62,DA Miller,Kuldeep Yadav,T Stubbs,0,0,0,116,0,1,1,11,-,0,,,,field,South Africa,2,"St George's Park, Gqeberha",2023-12-12,South Africa,South Africa,India
63,DA Miller,Kuldeep Yadav,T Stubbs,1,0,1,117,1,2,2,11,-,0,,,,field,South Africa,2,"St George's Park, Gqeberha",2023-12-12,South Africa,South Africa,India
64,T Stubbs,Kuldeep Yadav,DA Miller,0,0,0,117,4,5,3,11,-,0,,,,field,South Africa,2,"St George's Park, Gqeberha",2023-12-12,South Africa,South Africa,India
65,T Stubbs,Kuldeep Yadav,DA Miller,1,0,1,118,5,6,4,11,-,0,,,,field,South Africa,2,"St George's Park, Gqeberha",2023-12-12,South Africa,South Africa,India
66,DA Miller,Kuldeep Yadav,T Stubbs,0,0,0,118,1,3,5,11,-,0,,,,field,South Africa,2,"St George's Park, Gqeberha",2023-12-12,South Africa,South Africa,India
67,DA Miller,Kuldeep Yadav,T Stubbs,1,0,1,119,2,4,6,11,-,0,,,,field,South Africa,2,"St George's Park, Gqeberha",2023-12-12,South Africa,South Africa,India
68,DA Miller,Mohammed Siraj,T Stubbs,4,0,4,123,6,5,1,12,-,0,,,,field,South Africa,2,"St George's Park, Gqeberha",2023-12-12,South Africa,South Africa,India
69,DA Miller,Mohammed Siraj,T Stubbs,1,0,1,124,7,6,2,12,-,0,,,,field,South Africa,2,"St George's Park, Gqeberha",2023-12-12,South Africa,South Africa,India
70,T Stubbs,Mohammed Siraj,DA Miller,0,0,0,124,5,7,3,12,-,0,,,,field,South Africa,2,"St George's Park, Gqeberha",2023-12-12,South Africa,South Africa,India
71,T Stubbs,Mohammed Siraj,DA Miller,1,0,1,125,6,8,4,12,-,0,,,,field,South Africa,2,"St George's Park, Gqeberha",2023-12-12,South Africa,South Africa,India
72,DA Miller,Mohammed Siraj,T Stubbs,2,0,2,127,9,7,5,12,-,0,,,,field,South Africa,2,"St George's Park, Gqeberha",2023-12-12,South Africa,South Africa,India
73,DA Miller,Mohammed Siraj,T Stubbs,1,0,1,128,10,8,6,12,-,0,,,,field,South Africa,2,"St George's Park, Gqeberha",2023-12-12,South Africa,South Africa,India
74,DA Miller,Mukesh Kumar,T Stubbs,0,0,0,128,10,9,1,13,-,0,,,"{'by': 'India', 'umpire': 'A Paleker', 'batter': 'DA Miller', 'decision': 'struck down', 'type': 'wicket'}",field,South Africa,2,"St George's Park, Gqeberha",2023-12-12,South Africa,South Africa,India
75,DA Miller,Mukesh Kumar,T Stubbs,1,1,2,130,11,10,2,13,noballs,0,,,,field,South Africa,2,"St George's Park, Gqeberha",2023-12-12,South Africa,South Africa,India
76,T Stubbs,Mukesh Kumar,DA Miller,2,0,2,132,8,9,3,13,-,0,,,,field,South Africa,2,"St George's Park, Gqeberha",2023-12-12,South Africa,South Africa,India
77,T Stubbs,Mukesh Kumar,DA Miller,1,0,1,133,9,10,4,13,-,0,,,,field,South Africa,2,"St George's Park, Gqeberha",2023-12-12,South Africa,South Africa,India
78,DA Miller,Mukesh Kumar,T Stubbs,6,0,6,139,17,11,5,13,-,0,,,,field,South Africa,2,"St George's Park, Gqeberha",2023-12-12,South Africa,South Africa,India
79,DA Miller,Mukesh Kumar,T Stubbs,0,0,0,139,17,12,6,13,-,caught,DA Miller,Mohammed Siraj,,field,South Africa,2,"St George's Park, Gqeberha",2023-12-12,South Africa,South Africa,India
80,AL Phehlukwayo,Mukesh Kumar,T Stubbs,1,0,1,140,1,1,7,13,-,0,,,,field,South Africa,2,"St George's Park, Gqeberha",2023-12-12,South Africa,South Africa,India
81,AL Phehlukwayo,RA Jadeja,T Stubbs,1,0,1,141,2,2,1,14,-,0,,,,field,South Africa,2,"St George's Park, Gqeberha",2023-12-12,South Africa,South Africa,India
82,T Stubbs,RA Jadeja,AL Phehlukwayo,4,0,4,145,13,11,2,14,-,0,,,,field,South Africa,2,"St George's Park, Gqeberha",2023-12-12,South Africa,South Africa,India
83,T Stubbs,RA Jadeja,AL Phehlukwayo,1,0,1,146,14,12,3,14,-,0,,,,field,South Africa,2,"St George's Park, Gqeberha",2023-12-12,South Africa,South Africa,India
84,AL Phehlukwayo,RA Jadeja,T Stubbs,2,0,2,148,4,3,4,14,-,0,,,,field,South Africa,2,"St George's Park, Gqeberha",2023-12-12,South Africa,South Africa,India
85,AL Phehlukwayo,RA Jadeja,T Stubbs,6,0,6,154,10,4,5,14,-,0,,,,field,South Africa,2,"St George's Park, Gqeberha",2023-12-12,South Africa,South Africa,India
