,batter,bowler,extras,non_striker,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,extra_type,over,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,date,batting_team,bowling_team
53,Najibullah Zadran,BJ McCarthy,{'legbyes': 1},Rashid Khan,0,1,1,82,31,19,3,legbyes,9,0,,,field,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-08-15,Afghanistan,Ireland
54,Rashid Khan,BJ McCarthy,,Najibullah Zadran,2,0,2,84,3,2,4,-,9,0,,,field,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-08-15,Afghanistan,Ireland
55,Rashid Khan,BJ McCarthy,,Najibullah Zadran,6,0,6,90,9,3,5,-,9,0,,,field,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-08-15,Afghanistan,Ireland
56,Rashid Khan,BJ McCarthy,,Najibullah Zadran,3,0,3,93,12,4,6,-,9,0,,,field,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-08-15,Afghanistan,Ireland
57,Najibullah Zadran,BJ McCarthy,,Rashid Khan,6,0,6,99,37,20,7,-,9,0,,,field,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-08-15,Afghanistan,Ireland
58,Rashid Khan,GJ Delany,,Najibullah Zadran,6,0,6,105,18,5,1,-,10,0,,,field,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-08-15,Afghanistan,Ireland
59,Rashid Khan,GJ Delany,,Najibullah Zadran,1,0,1,106,19,6,2,-,10,0,,,field,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-08-15,Afghanistan,Ireland
60,Najibullah Zadran,GJ Delany,,Rashid Khan,6,0,6,112,43,21,3,-,10,0,,,field,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-08-15,Afghanistan,Ireland
61,Najibullah Zadran,GJ Delany,,Rashid Khan,1,0,1,113,44,22,4,-,10,0,,,field,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-08-15,Afghanistan,Ireland
62,Rashid Khan,GJ Delany,{'wides': 1},Najibullah Zadran,0,1,1,114,19,7,5,wides,10,0,,,field,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-08-15,Afghanistan,Ireland
63,Rashid Khan,GJ Delany,,Najibullah Zadran,0,0,0,114,19,8,6,-,10,0,,,field,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-08-15,Afghanistan,Ireland
64,Rashid Khan,GJ Delany,,Najibullah Zadran,6,0,6,120,25,9,7,-,10,0,,,field,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-08-15,Afghanistan,Ireland
65,Najibullah Zadran,MR Adair,,Rashid Khan,4,0,4,124,48,23,1,-,11,0,,,field,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-08-15,Afghanistan,Ireland
66,Najibullah Zadran,MR Adair,,Rashid Khan,2,0,2,126,50,24,2,-,11,0,,,field,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-08-15,Afghanistan,Ireland
67,Najibullah Zadran,MR Adair,,Rashid Khan,0,0,0,126,50,25,3,-,11,0,,,field,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-08-15,Afghanistan,Ireland
68,Najibullah Zadran,MR Adair,,Rashid Khan,0,0,0,126,50,26,4,-,11,caught,Najibullah Zadran,J Little,field,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-08-15,Afghanistan,Ireland
69,Rashid Khan,MR Adair,,Sharafuddin Ashraf,2,0,2,128,27,10,5,-,11,0,,,field,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-08-15,Afghanistan,Ireland
70,Rashid Khan,MR Adair,,Sharafuddin Ashraf,4,0,4,132,31,11,6,-,11,0,,,field,Ireland,1,"Civil Service Cricket Club, Stormont, Belfast",2022-08-15,Afghanistan,Ireland
