,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,wicket_type,player_out,fielder,review,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
10,AJ Finch,JJ Bumrah,DJM Short,1,0,1,5,,3,3,0,5,1,0,,,,-,field,India,1,"Brisbane Cricket Ground, Woolloongabba",2018,11,Australia_India_2018-11-21,Australia,Australia,India,True,158
11,DJM Short,JJ Bumrah,AJ Finch,0,0,0,5,,2,9,0,6,1,0,,,,-,field,India,1,"Brisbane Cricket Ground, Woolloongabba",2018,11,Australia_India_2018-11-21,Australia,Australia,India,True,158
12,AJ Finch,B Kumar,DJM Short,0,0,0,5,,3,4,0,1,2,0,,,,-,field,India,1,"Brisbane Cricket Ground, Woolloongabba",2018,11,Australia_India_2018-11-21,Australia,Australia,India,True,158
13,AJ Finch,B Kumar,DJM Short,0,0,0,5,,3,5,0,2,2,0,,,,-,field,India,1,"Brisbane Cricket Ground, Woolloongabba",2018,11,Australia_India_2018-11-21,Australia,Australia,India,True,158
14,AJ Finch,B Kumar,DJM Short,0,0,0,5,,3,6,0,3,2,0,,,,-,field,India,1,"Brisbane Cricket Ground, Woolloongabba",2018,11,Australia_India_2018-11-21,Australia,Australia,India,True,158
15,AJ Finch,B Kumar,DJM Short,2,0,2,7,,5,7,0,4,2,0,,,,-,field,India,1,"Brisbane Cricket Ground, Woolloongabba",2018,11,Australia_India_2018-11-21,Australia,Australia,India,True,158
16,AJ Finch,B Kumar,DJM Short,1,0,1,8,,6,8,0,5,2,0,,,,-,field,India,1,"Brisbane Cricket Ground, Woolloongabba",2018,11,Australia_India_2018-11-21,Australia,Australia,India,True,158
17,DJM Short,B Kumar,AJ Finch,4,0,4,12,,6,10,0,6,2,0,,,,-,field,India,1,"Brisbane Cricket Ground, Woolloongabba",2018,11,Australia_India_2018-11-21,Australia,Australia,India,True,158
18,AJ Finch,JJ Bumrah,DJM Short,1,0,1,13,,7,9,0,1,3,0,,,,-,field,India,1,"Brisbane Cricket Ground, Woolloongabba",2018,11,Australia_India_2018-11-21,Australia,Australia,India,True,158
19,DJM Short,JJ Bumrah,AJ Finch,1,0,1,14,,7,11,0,2,3,0,,,,-,field,India,1,"Brisbane Cricket Ground, Woolloongabba",2018,11,Australia_India_2018-11-21,Australia,Australia,India,True,158
20,AJ Finch,JJ Bumrah,DJM Short,4,0,4,18,,11,10,0,3,3,0,,,,-,field,India,1,"Brisbane Cricket Ground, Woolloongabba",2018,11,Australia_India_2018-11-21,Australia,Australia,India,True,158
21,AJ Finch,JJ Bumrah,DJM Short,4,0,4,22,,15,11,0,4,3,0,,,,-,field,India,1,"Brisbane Cricket Ground, Woolloongabba",2018,11,Australia_India_2018-11-21,Australia,Australia,India,True,158
22,AJ Finch,JJ Bumrah,DJM Short,0,0,0,22,,15,12,0,5,3,0,,,,-,field,India,1,"Brisbane Cricket Ground, Woolloongabba",2018,11,Australia_India_2018-11-21,Australia,Australia,India,True,158
23,AJ Finch,JJ Bumrah,DJM Short,2,0,2,24,,17,13,0,6,3,0,,,,-,field,India,1,"Brisbane Cricket Ground, Woolloongabba",2018,11,Australia_India_2018-11-21,Australia,Australia,India,True,158
24,DJM Short,KK Ahmed,AJ Finch,0,0,0,24,,7,12,1,1,4,caught,DJM Short,Kuldeep Yadav,,-,field,India,1,"Brisbane Cricket Ground, Woolloongabba",2018,11,Australia_India_2018-11-21,Australia,Australia,India,True,158
25,AJ Finch,KK Ahmed,CA Lynn,1,0,1,25,,18,14,1,2,4,0,,,,-,field,India,1,"Brisbane Cricket Ground, Woolloongabba",2018,11,Australia_India_2018-11-21,Australia,Australia,India,True,158
26,CA Lynn,KK Ahmed,AJ Finch,4,0,4,29,,4,1,1,3,4,0,,,,-,field,India,1,"Brisbane Cricket Ground, Woolloongabba",2018,11,Australia_India_2018-11-21,Australia,Australia,India,True,158
27,CA Lynn,KK Ahmed,AJ Finch,0,0,0,29,,4,2,1,4,4,0,,,,-,field,India,1,"Brisbane Cricket Ground, Woolloongabba",2018,11,Australia_India_2018-11-21,Australia,Australia,India,True,158
28,CA Lynn,KK Ahmed,AJ Finch,1,0,1,30,,5,3,1,5,4,0,,,,-,field,India,1,"Brisbane Cricket Ground, Woolloongabba",2018,11,Australia_India_2018-11-21,Australia,Australia,India,True,158
29,AJ Finch,KK Ahmed,CA Lynn,1,0,1,31,,19,15,1,6,4,0,,,,-,field,India,1,"Brisbane Cricket Ground, Woolloongabba",2018,11,Australia_India_2018-11-21,Australia,Australia,India,True,158
30,AJ Finch,B Kumar,CA Lynn,4,0,4,35,,23,16,1,1,5,0,,,,-,field,India,1,"Brisbane Cricket Ground, Woolloongabba",2018,11,Australia_India_2018-11-21,Australia,Australia,India,True,158
31,AJ Finch,B Kumar,CA Lynn,1,0,1,36,,24,17,1,2,5,0,,,,-,field,India,1,"Brisbane Cricket Ground, Woolloongabba",2018,11,Australia_India_2018-11-21,Australia,Australia,India,True,158
32,CA Lynn,B Kumar,AJ Finch,0,0,0,36,,5,4,1,3,5,0,,,,-,field,India,1,"Brisbane Cricket Ground, Woolloongabba",2018,11,Australia_India_2018-11-21,Australia,Australia,India,True,158
33,CA Lynn,B Kumar,AJ Finch,0,0,0,36,,5,5,1,4,5,0,,,,-,field,India,1,"Brisbane Cricket Ground, Woolloongabba",2018,11,Australia_India_2018-11-21,Australia,Australia,India,True,158
34,CA Lynn,B Kumar,AJ Finch,1,0,1,37,,6,6,1,5,5,0,,,,-,field,India,1,"Brisbane Cricket Ground, Woolloongabba",2018,11,Australia_India_2018-11-21,Australia,Australia,India,True,158
35,AJ Finch,B Kumar,CA Lynn,1,0,1,38,,25,18,1,6,5,0,,,,-,field,India,1,"Brisbane Cricket Ground, Woolloongabba",2018,11,Australia_India_2018-11-21,Australia,Australia,India,True,158
36,AJ Finch,Kuldeep Yadav,CA Lynn,1,0,1,39,,26,19,1,1,6,0,,,,-,field,India,1,"Brisbane Cricket Ground, Woolloongabba",2018,11,Australia_India_2018-11-21,Australia,Australia,India,True,158
37,CA Lynn,Kuldeep Yadav,AJ Finch,1,0,1,40,,7,7,1,2,6,0,,,,-,field,India,1,"Brisbane Cricket Ground, Woolloongabba",2018,11,Australia_India_2018-11-21,Australia,Australia,India,True,158
38,AJ Finch,Kuldeep Yadav,CA Lynn,1,0,1,41,,27,20,1,3,6,0,,,,-,field,India,1,"Brisbane Cricket Ground, Woolloongabba",2018,11,Australia_India_2018-11-21,Australia,Australia,India,True,158
39,CA Lynn,Kuldeep Yadav,AJ Finch,1,0,1,42,,8,8,1,4,6,0,,,,-,field,India,1,"Brisbane Cricket Ground, Woolloongabba",2018,11,Australia_India_2018-11-21,Australia,Australia,India,True,158
40,AJ Finch,Kuldeep Yadav,CA Lynn,0,0,0,42,,27,21,1,5,6,0,,,,-,field,India,1,"Brisbane Cricket Ground, Woolloongabba",2018,11,Australia_India_2018-11-21,Australia,Australia,India,True,158
41,AJ Finch,Kuldeep Yadav,CA Lynn,0,0,0,42,,27,22,1,6,6,0,,,,-,field,India,1,"Brisbane Cricket Ground, Woolloongabba",2018,11,Australia_India_2018-11-21,Australia,Australia,India,True,158
42,CA Lynn,KK Ahmed,AJ Finch,6,0,6,48,,14,9,1,1,7,0,,,,-,field,India,1,"Brisbane Cricket Ground, Woolloongabba",2018,11,Australia_India_2018-11-21,Australia,Australia,India,True,158
43,CA Lynn,KK Ahmed,AJ Finch,0,0,0,48,,14,10,1,2,7,0,,,,-,field,India,1,"Brisbane Cricket Ground, Woolloongabba",2018,11,Australia_India_2018-11-21,Australia,Australia,India,True,158
44,CA Lynn,KK Ahmed,AJ Finch,2,0,2,50,,16,11,1,3,7,0,,,,-,field,India,1,"Brisbane Cricket Ground, Woolloongabba",2018,11,Australia_India_2018-11-21,Australia,Australia,India,True,158
45,CA Lynn,KK Ahmed,AJ Finch,6,0,6,56,,22,12,1,4,7,0,,,,-,field,India,1,"Brisbane Cricket Ground, Woolloongabba",2018,11,Australia_India_2018-11-21,Australia,Australia,India,True,158
46,CA Lynn,KK Ahmed,AJ Finch,6,0,6,62,,28,13,1,5,7,0,,,,-,field,India,1,"Brisbane Cricket Ground, Woolloongabba",2018,11,Australia_India_2018-11-21,Australia,Australia,India,True,158
47,CA Lynn,KK Ahmed,AJ Finch,1,0,1,63,,29,14,1,6,7,0,,,,-,field,India,1,"Brisbane Cricket Ground, Woolloongabba",2018,11,Australia_India_2018-11-21,Australia,Australia,India,True,158
48,CA Lynn,Kuldeep Yadav,AJ Finch,1,0,1,64,,30,15,1,1,8,0,,,,-,field,India,1,"Brisbane Cricket Ground, Woolloongabba",2018,11,Australia_India_2018-11-21,Australia,Australia,India,True,158
49,AJ Finch,Kuldeep Yadav,CA Lynn,0,0,0,64,,27,23,1,2,8,0,,,,-,field,India,1,"Brisbane Cricket Ground, Woolloongabba",2018,11,Australia_India_2018-11-21,Australia,Australia,India,True,158
50,AJ Finch,Kuldeep Yadav,CA Lynn,0,0,0,64,,27,24,2,3,8,caught,AJ Finch,KK Ahmed,,-,field,India,1,"Brisbane Cricket Ground, Woolloongabba",2018,11,Australia_India_2018-11-21,Australia,Australia,India,True,158
51,GJ Maxwell,Kuldeep Yadav,CA Lynn,2,0,2,66,,2,1,2,4,8,0,,,,-,field,India,1,"Brisbane Cricket Ground, Woolloongabba",2018,11,Australia_India_2018-11-21,Australia,Australia,India,True,158
52,GJ Maxwell,Kuldeep Yadav,CA Lynn,1,0,1,67,,3,2,2,5,8,0,,,,-,field,India,1,"Brisbane Cricket Ground, Woolloongabba",2018,11,Australia_India_2018-11-21,Australia,Australia,India,True,158
53,CA Lynn,Kuldeep Yadav,GJ Maxwell,0,0,0,67,,30,16,2,6,8,0,,,,-,field,India,1,"Brisbane Cricket Ground, Woolloongabba",2018,11,Australia_India_2018-11-21,Australia,Australia,India,True,158
54,GJ Maxwell,KH Pandya,CA Lynn,0,0,0,67,,3,3,2,1,9,0,,,,-,field,India,1,"Brisbane Cricket Ground, Woolloongabba",2018,11,Australia_India_2018-11-21,Australia,Australia,India,True,158
55,GJ Maxwell,KH Pandya,CA Lynn,0,0,0,67,,3,4,2,2,9,0,,,,-,field,India,1,"Brisbane Cricket Ground, Woolloongabba",2018,11,Australia_India_2018-11-21,Australia,Australia,India,True,158
56,GJ Maxwell,KH Pandya,CA Lynn,1,0,1,68,,4,5,2,3,9,0,,,,-,field,India,1,"Brisbane Cricket Ground, Woolloongabba",2018,11,Australia_India_2018-11-21,Australia,Australia,India,True,158
57,CA Lynn,KH Pandya,GJ Maxwell,6,0,6,74,,36,17,2,4,9,0,,,,-,field,India,1,"Brisbane Cricket Ground, Woolloongabba",2018,11,Australia_India_2018-11-21,Australia,Australia,India,True,158
58,CA Lynn,KH Pandya,GJ Maxwell,0,0,0,74,,36,18,2,5,9,0,,,,-,field,India,1,"Brisbane Cricket Ground, Woolloongabba",2018,11,Australia_India_2018-11-21,Australia,Australia,India,True,158
59,CA Lynn,KH Pandya,GJ Maxwell,1,0,1,75,,37,19,2,6,9,0,,,,-,field,India,1,"Brisbane Cricket Ground, Woolloongabba",2018,11,Australia_India_2018-11-21,Australia,Australia,India,True,158
60,CA Lynn,Kuldeep Yadav,GJ Maxwell,0,0,0,75,,37,20,3,1,10,caught and bowled,CA Lynn,,,-,field,India,1,"Brisbane Cricket Ground, Woolloongabba",2018,11,Australia_India_2018-11-21,Australia,Australia,India,True,158
61,MP Stoinis,Kuldeep Yadav,GJ Maxwell,2,0,2,77,,2,1,3,2,10,0,,,,-,field,India,1,"Brisbane Cricket Ground, Woolloongabba",2018,11,Australia_India_2018-11-21,Australia,Australia,India,True,158
62,MP Stoinis,Kuldeep Yadav,GJ Maxwell,4,0,4,81,,6,2,3,3,10,0,,,,-,field,India,1,"Brisbane Cricket Ground, Woolloongabba",2018,11,Australia_India_2018-11-21,Australia,Australia,India,True,158
63,MP Stoinis,Kuldeep Yadav,GJ Maxwell,1,0,1,82,,7,3,3,4,10,0,,,,-,field,India,1,"Brisbane Cricket Ground, Woolloongabba",2018,11,Australia_India_2018-11-21,Australia,Australia,India,True,158
64,GJ Maxwell,Kuldeep Yadav,MP Stoinis,0,0,0,82,,4,6,3,5,10,0,,,,-,field,India,1,"Brisbane Cricket Ground, Woolloongabba",2018,11,Australia_India_2018-11-21,Australia,Australia,India,True,158
65,GJ Maxwell,Kuldeep Yadav,MP Stoinis,1,0,1,83,,5,7,3,6,10,0,,,,-,field,India,1,"Brisbane Cricket Ground, Woolloongabba",2018,11,Australia_India_2018-11-21,Australia,Australia,India,True,158
66,GJ Maxwell,KH Pandya,MP Stoinis,0,1,1,84,,5,8,3,1,11,0,,,,wides,field,India,1,"Brisbane Cricket Ground, Woolloongabba",2018,11,Australia_India_2018-11-21,Australia,Australia,India,True,158
67,GJ Maxwell,KH Pandya,MP Stoinis,1,0,1,85,,6,9,3,2,11,0,,,,-,field,India,1,"Brisbane Cricket Ground, Woolloongabba",2018,11,Australia_India_2018-11-21,Australia,Australia,India,True,158
68,MP Stoinis,KH Pandya,GJ Maxwell,1,0,1,86,,8,4,3,3,11,0,,,,-,field,India,1,"Brisbane Cricket Ground, Woolloongabba",2018,11,Australia_India_2018-11-21,Australia,Australia,India,True,158
69,GJ Maxwell,KH Pandya,MP Stoinis,2,0,2,88,,8,10,3,4,11,0,,,,-,field,India,1,"Brisbane Cricket Ground, Woolloongabba",2018,11,Australia_India_2018-11-21,Australia,Australia,India,True,158
70,GJ Maxwell,KH Pandya,MP Stoinis,1,0,1,89,,9,11,3,5,11,0,,,,-,field,India,1,"Brisbane Cricket Ground, Woolloongabba",2018,11,Australia_India_2018-11-21,Australia,Australia,India,True,158
71,MP Stoinis,KH Pandya,GJ Maxwell,0,0,0,89,,8,5,3,6,11,0,,,"{'by': 'Australia', 'batter': 'MP Stoinis', 'decision': 'upheld'}",-,field,India,1,"Brisbane Cricket Ground, Woolloongabba",2018,11,Australia_India_2018-11-21,Australia,Australia,India,True,158
72,MP Stoinis,KH Pandya,GJ Maxwell,1,0,1,90,,9,6,3,7,11,0,,,,-,field,India,1,"Brisbane Cricket Ground, Woolloongabba",2018,11,Australia_India_2018-11-21,Australia,Australia,India,True,158
73,MP Stoinis,KK Ahmed,GJ Maxwell,0,1,1,91,,9,7,3,1,12,0,,,,wides,field,India,1,"Brisbane Cricket Ground, Woolloongabba",2018,11,Australia_India_2018-11-21,Australia,Australia,India,True,158
74,MP Stoinis,KK Ahmed,GJ Maxwell,0,0,0,91,,9,8,3,2,12,0,,,,-,field,India,1,"Brisbane Cricket Ground, Woolloongabba",2018,11,Australia_India_2018-11-21,Australia,Australia,India,True,158
75,MP Stoinis,KK Ahmed,GJ Maxwell,0,0,0,91,,9,9,3,3,12,0,,,,-,field,India,1,"Brisbane Cricket Ground, Woolloongabba",2018,11,Australia_India_2018-11-21,Australia,Australia,India,True,158
76,MP Stoinis,KK Ahmed,GJ Maxwell,4,0,4,95,,13,10,3,4,12,0,,,,-,field,India,1,"Brisbane Cricket Ground, Woolloongabba",2018,11,Australia_India_2018-11-21,Australia,Australia,India,True,158
77,MP Stoinis,KK Ahmed,GJ Maxwell,0,1,1,96,,13,11,3,5,12,0,,,,wides,field,India,1,"Brisbane Cricket Ground, Woolloongabba",2018,11,Australia_India_2018-11-21,Australia,Australia,India,True,158
78,MP Stoinis,KK Ahmed,GJ Maxwell,3,0,3,99,,16,12,3,6,12,0,,,,-,field,India,1,"Brisbane Cricket Ground, Woolloongabba",2018,11,Australia_India_2018-11-21,Australia,Australia,India,True,158
79,GJ Maxwell,KK Ahmed,MP Stoinis,1,0,1,100,,10,12,3,7,12,0,,,,-,field,India,1,"Brisbane Cricket Ground, Woolloongabba",2018,11,Australia_India_2018-11-21,Australia,Australia,India,True,158
80,MP Stoinis,KK Ahmed,GJ Maxwell,4,0,4,104,,20,13,3,8,12,0,,,,-,field,India,1,"Brisbane Cricket Ground, Woolloongabba",2018,11,Australia_India_2018-11-21,Australia,Australia,India,True,158
81,GJ Maxwell,KH Pandya,MP Stoinis,2,0,2,106,,12,13,3,1,13,0,,,,-,field,India,1,"Brisbane Cricket Ground, Woolloongabba",2018,11,Australia_India_2018-11-21,Australia,Australia,India,True,158
82,GJ Maxwell,KH Pandya,MP Stoinis,6,0,6,112,,18,14,3,2,13,0,,,,-,field,India,1,"Brisbane Cricket Ground, Woolloongabba",2018,11,Australia_India_2018-11-21,Australia,Australia,India,True,158
83,GJ Maxwell,KH Pandya,MP Stoinis,6,0,6,118,,24,15,3,3,13,0,,,,-,field,India,1,"Brisbane Cricket Ground, Woolloongabba",2018,11,Australia_India_2018-11-21,Australia,Australia,India,True,158
84,GJ Maxwell,KH Pandya,MP Stoinis,6,0,6,124,,30,16,3,4,13,0,,,,-,field,India,1,"Brisbane Cricket Ground, Woolloongabba",2018,11,Australia_India_2018-11-21,Australia,Australia,India,True,158
85,GJ Maxwell,KH Pandya,MP Stoinis,2,0,2,126,,32,17,3,5,13,0,,,,-,field,India,1,"Brisbane Cricket Ground, Woolloongabba",2018,11,Australia_India_2018-11-21,Australia,Australia,India,True,158
86,GJ Maxwell,KH Pandya,MP Stoinis,1,0,1,127,,33,18,3,6,13,0,,,,-,field,India,1,"Brisbane Cricket Ground, Woolloongabba",2018,11,Australia_India_2018-11-21,Australia,Australia,India,True,158
87,GJ Maxwell,Kuldeep Yadav,MP Stoinis,0,1,1,128,,33,19,3,1,14,0,,,,wides,field,India,1,"Brisbane Cricket Ground, Woolloongabba",2018,11,Australia_India_2018-11-21,Australia,Australia,India,True,158
88,GJ Maxwell,Kuldeep Yadav,MP Stoinis,2,0,2,130,,35,20,3,2,14,0,,,,-,field,India,1,"Brisbane Cricket Ground, Woolloongabba",2018,11,Australia_India_2018-11-21,Australia,Australia,India,True,158
89,GJ Maxwell,Kuldeep Yadav,MP Stoinis,1,0,1,131,,36,21,3,3,14,0,,,,-,field,India,1,"Brisbane Cricket Ground, Woolloongabba",2018,11,Australia_India_2018-11-21,Australia,Australia,India,True,158
90,MP Stoinis,Kuldeep Yadav,GJ Maxwell,0,0,0,131,,20,14,3,4,14,0,,,,-,field,India,1,"Brisbane Cricket Ground, Woolloongabba",2018,11,Australia_India_2018-11-21,Australia,Australia,India,True,158
91,MP Stoinis,Kuldeep Yadav,GJ Maxwell,1,0,1,132,,21,15,3,5,14,0,,,,-,field,India,1,"Brisbane Cricket Ground, Woolloongabba",2018,11,Australia_India_2018-11-21,Australia,Australia,India,True,158
92,GJ Maxwell,Kuldeep Yadav,MP Stoinis,0,1,1,133,,36,22,3,6,14,0,,,,wides,field,India,1,"Brisbane Cricket Ground, Woolloongabba",2018,11,Australia_India_2018-11-21,Australia,Australia,India,True,158
93,GJ Maxwell,Kuldeep Yadav,MP Stoinis,0,0,0,133,,36,23,3,7,14,0,,,,-,field,India,1,"Brisbane Cricket Ground, Woolloongabba",2018,11,Australia_India_2018-11-21,Australia,Australia,India,True,158
94,GJ Maxwell,Kuldeep Yadav,MP Stoinis,2,0,2,135,,38,24,3,8,14,0,,,,-,field,India,1,"Brisbane Cricket Ground, Woolloongabba",2018,11,Australia_India_2018-11-21,Australia,Australia,India,True,158
95,MP Stoinis,KH Pandya,GJ Maxwell,6,0,6,141,,27,16,3,1,15,0,,,,-,field,India,1,"Brisbane Cricket Ground, Woolloongabba",2018,11,Australia_India_2018-11-21,Australia,Australia,India,True,158
96,MP Stoinis,KH Pandya,GJ Maxwell,2,0,2,143,,29,17,3,2,15,0,,,,-,field,India,1,"Brisbane Cricket Ground, Woolloongabba",2018,11,Australia_India_2018-11-21,Australia,Australia,India,True,158
97,MP Stoinis,KH Pandya,GJ Maxwell,0,0,0,143,,29,18,3,3,15,0,,,,-,field,India,1,"Brisbane Cricket Ground, Woolloongabba",2018,11,Australia_India_2018-11-21,Australia,Australia,India,True,158
98,MP Stoinis,KH Pandya,GJ Maxwell,1,0,1,144,,30,19,3,4,15,0,,,,-,field,India,1,"Brisbane Cricket Ground, Woolloongabba",2018,11,Australia_India_2018-11-21,Australia,Australia,India,True,158
99,GJ Maxwell,KH Pandya,MP Stoinis,6,0,6,150,,44,25,3,5,15,0,,,,-,field,India,1,"Brisbane Cricket Ground, Woolloongabba",2018,11,Australia_India_2018-11-21,Australia,Australia,India,True,158
100,GJ Maxwell,KH Pandya,MP Stoinis,2,0,2,152,,46,26,3,6,15,0,,,,-,field,India,1,"Brisbane Cricket Ground, Woolloongabba",2018,11,Australia_India_2018-11-21,Australia,Australia,India,True,158
101,MP Stoinis,JJ Bumrah,GJ Maxwell,1,0,1,153,,31,20,3,1,16,0,,,,-,field,India,1,"Brisbane Cricket Ground, Woolloongabba",2018,11,Australia_India_2018-11-21,Australia,Australia,India,True,158
102,GJ Maxwell,JJ Bumrah,MP Stoinis,0,0,0,153,,46,27,4,2,16,caught,GJ Maxwell,B Kumar,,-,field,India,1,"Brisbane Cricket Ground, Woolloongabba",2018,11,Australia_India_2018-11-21,Australia,Australia,India,True,158
103,BR McDermott,JJ Bumrah,MP Stoinis,2,0,2,155,,2,1,4,3,16,0,,,,-,field,India,1,"Brisbane Cricket Ground, Woolloongabba",2018,11,Australia_India_2018-11-21,Australia,Australia,India,True,158
104,BR McDermott,JJ Bumrah,MP Stoinis,0,0,0,155,,2,2,4,4,16,0,,,,-,field,India,1,"Brisbane Cricket Ground, Woolloongabba",2018,11,Australia_India_2018-11-21,Australia,Australia,India,True,158
105,BR McDermott,JJ Bumrah,MP Stoinis,0,1,1,156,,2,3,4,5,16,0,,,,byes,field,India,1,"Brisbane Cricket Ground, Woolloongabba",2018,11,Australia_India_2018-11-21,Australia,Australia,India,True,158
106,MP Stoinis,JJ Bumrah,BR McDermott,2,0,2,158,,33,21,4,6,16,0,,,,-,field,India,1,"Brisbane Cricket Ground, Woolloongabba",2018,11,Australia_India_2018-11-21,Australia,Australia,India,True,158
