,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,wicket_type,player_out,fielder,over,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_final
18,V Kohli,Naseem Shah,RG Sharma,1,0,1,15,132,12,14,1,6,-,0,,,3,,field,India,2,Dubai International Cricket Stadium,2022,08,Pakistan_India_2022-08-28,India,India,Pakistan,148
19,V Kohli,Haris Rauf,RG Sharma,1,0,1,16,131,13,15,1,1,-,0,,,4,,field,India,2,Dubai International Cricket Stadium,2022,08,Pakistan_India_2022-08-28,India,India,Pakistan,148
20,RG Sharma,Haris Rauf,V Kohli,0,0,0,16,131,2,5,1,2,-,0,,,4,,field,India,2,Dubai International Cricket Stadium,2022,08,Pakistan_India_2022-08-28,India,India,Pakistan,148
21,RG Sharma,Haris Rauf,V Kohli,1,0,1,17,130,3,6,1,3,-,0,,,4,,field,India,2,Dubai International Cricket Stadium,2022,08,Pakistan_India_2022-08-28,India,India,Pakistan,148
22,V Kohli,Haris Rauf,RG Sharma,0,0,0,17,130,13,16,1,4,-,0,,,4,,field,India,2,Dubai International Cricket Stadium,2022,08,Pakistan_India_2022-08-28,India,India,Pakistan,148
23,V Kohli,Haris Rauf,RG Sharma,6,0,6,23,124,19,17,1,5,-,0,,,4,,field,India,2,Dubai International Cricket Stadium,2022,08,Pakistan_India_2022-08-28,India,India,Pakistan,148
24,V Kohli,Haris Rauf,RG Sharma,0,0,0,23,124,19,18,1,6,-,0,,,4,,field,India,2,Dubai International Cricket Stadium,2022,08,Pakistan_India_2022-08-28,India,India,Pakistan,148
25,RG Sharma,Shahnawaz Dhani,V Kohli,0,0,0,23,124,3,7,1,1,-,0,,,5,,field,India,2,Dubai International Cricket Stadium,2022,08,Pakistan_India_2022-08-28,India,India,Pakistan,148
26,RG Sharma,Shahnawaz Dhani,V Kohli,0,0,0,23,124,3,8,1,2,-,0,,,5,,field,India,2,Dubai International Cricket Stadium,2022,08,Pakistan_India_2022-08-28,India,India,Pakistan,148
27,RG Sharma,Shahnawaz Dhani,V Kohli,1,0,1,24,123,4,9,1,3,-,0,,,5,,field,India,2,Dubai International Cricket Stadium,2022,08,Pakistan_India_2022-08-28,India,India,Pakistan,148
28,V Kohli,Shahnawaz Dhani,RG Sharma,4,0,4,28,119,23,19,1,4,-,0,,,5,,field,India,2,Dubai International Cricket Stadium,2022,08,Pakistan_India_2022-08-28,India,India,Pakistan,148
29,V Kohli,Shahnawaz Dhani,RG Sharma,0,0,0,28,119,23,20,1,5,-,0,,,5,,field,India,2,Dubai International Cricket Stadium,2022,08,Pakistan_India_2022-08-28,India,India,Pakistan,148
30,V Kohli,Shahnawaz Dhani,RG Sharma,1,0,1,29,118,24,21,1,6,-,0,,,5,,field,India,2,Dubai International Cricket Stadium,2022,08,Pakistan_India_2022-08-28,India,India,Pakistan,148
31,V Kohli,Haris Rauf,RG Sharma,0,0,0,29,118,24,22,1,1,-,0,,,6,,field,India,2,Dubai International Cricket Stadium,2022,08,Pakistan_India_2022-08-28,India,India,Pakistan,148
32,V Kohli,Haris Rauf,RG Sharma,4,0,4,33,114,28,23,1,2,-,0,,,6,,field,India,2,Dubai International Cricket Stadium,2022,08,Pakistan_India_2022-08-28,India,India,Pakistan,148
33,V Kohli,Haris Rauf,RG Sharma,1,0,1,34,113,29,24,1,3,-,0,,,6,,field,India,2,Dubai International Cricket Stadium,2022,08,Pakistan_India_2022-08-28,India,India,Pakistan,148
34,RG Sharma,Haris Rauf,V Kohli,0,4,4,38,109,4,10,1,4,legbyes,0,,,6,,field,India,2,Dubai International Cricket Stadium,2022,08,Pakistan_India_2022-08-28,India,India,Pakistan,148
35,RG Sharma,Haris Rauf,V Kohli,0,0,0,38,109,4,11,1,5,-,0,,,6,,field,India,2,Dubai International Cricket Stadium,2022,08,Pakistan_India_2022-08-28,India,India,Pakistan,148
36,RG Sharma,Haris Rauf,V Kohli,0,0,0,38,109,4,12,1,6,-,0,,,6,,field,India,2,Dubai International Cricket Stadium,2022,08,Pakistan_India_2022-08-28,India,India,Pakistan,148
37,V Kohli,Shadab Khan,RG Sharma,0,0,0,38,109,29,25,1,1,-,0,,,7,,field,India,2,Dubai International Cricket Stadium,2022,08,Pakistan_India_2022-08-28,India,India,Pakistan,148
38,V Kohli,Shadab Khan,RG Sharma,1,0,1,39,108,30,26,1,2,-,0,,,7,,field,India,2,Dubai International Cricket Stadium,2022,08,Pakistan_India_2022-08-28,India,India,Pakistan,148
39,RG Sharma,Shadab Khan,V Kohli,0,0,0,39,108,4,13,1,3,-,0,,,7,,field,India,2,Dubai International Cricket Stadium,2022,08,Pakistan_India_2022-08-28,India,India,Pakistan,148
40,RG Sharma,Shadab Khan,V Kohli,0,0,0,39,108,4,14,1,4,-,0,,,7,,field,India,2,Dubai International Cricket Stadium,2022,08,Pakistan_India_2022-08-28,India,India,Pakistan,148
41,RG Sharma,Shadab Khan,V Kohli,1,0,1,40,107,5,15,1,5,-,0,,,7,,field,India,2,Dubai International Cricket Stadium,2022,08,Pakistan_India_2022-08-28,India,India,Pakistan,148
42,V Kohli,Shadab Khan,RG Sharma,1,0,1,41,106,31,27,1,6,-,0,,,7,,field,India,2,Dubai International Cricket Stadium,2022,08,Pakistan_India_2022-08-28,India,India,Pakistan,148
43,V Kohli,Mohammad Nawaz,RG Sharma,1,0,1,42,105,32,28,1,1,-,0,,,8,,field,India,2,Dubai International Cricket Stadium,2022,08,Pakistan_India_2022-08-28,India,India,Pakistan,148
44,RG Sharma,Mohammad Nawaz,V Kohli,1,0,1,43,104,6,16,1,2,-,0,,,8,,field,India,2,Dubai International Cricket Stadium,2022,08,Pakistan_India_2022-08-28,India,India,Pakistan,148
45,V Kohli,Mohammad Nawaz,RG Sharma,1,0,1,44,103,33,29,1,3,-,0,,,8,,field,India,2,Dubai International Cricket Stadium,2022,08,Pakistan_India_2022-08-28,India,India,Pakistan,148
46,RG Sharma,Mohammad Nawaz,V Kohli,6,0,6,50,97,12,17,1,4,-,0,,,8,,field,India,2,Dubai International Cricket Stadium,2022,08,Pakistan_India_2022-08-28,India,India,Pakistan,148
47,RG Sharma,Mohammad Nawaz,V Kohli,0,0,0,50,97,12,18,1,5,-,0,,,8,,field,India,2,Dubai International Cricket Stadium,2022,08,Pakistan_India_2022-08-28,India,India,Pakistan,148
48,RG Sharma,Mohammad Nawaz,V Kohli,0,0,0,50,97,12,19,2,6,-,caught,RG Sharma,Iftikhar Ahmed,8,,field,India,2,Dubai International Cricket Stadium,2022,08,Pakistan_India_2022-08-28,India,India,Pakistan,148
49,V Kohli,Shadab Khan,RA Jadeja,0,0,0,50,97,33,30,2,1,-,0,,,9,,field,India,2,Dubai International Cricket Stadium,2022,08,Pakistan_India_2022-08-28,India,India,Pakistan,148
50,V Kohli,Shadab Khan,RA Jadeja,1,0,1,51,96,34,31,2,2,-,0,,,9,,field,India,2,Dubai International Cricket Stadium,2022,08,Pakistan_India_2022-08-28,India,India,Pakistan,148
51,RA Jadeja,Shadab Khan,V Kohli,0,0,0,51,96,0,1,2,3,-,0,,,9,,field,India,2,Dubai International Cricket Stadium,2022,08,Pakistan_India_2022-08-28,India,India,Pakistan,148
52,RA Jadeja,Shadab Khan,V Kohli,1,0,1,52,95,1,2,2,4,-,0,,,9,,field,India,2,Dubai International Cricket Stadium,2022,08,Pakistan_India_2022-08-28,India,India,Pakistan,148
53,V Kohli,Shadab Khan,RA Jadeja,0,0,0,52,95,34,32,2,5,-,0,,,9,,field,India,2,Dubai International Cricket Stadium,2022,08,Pakistan_India_2022-08-28,India,India,Pakistan,148
54,V Kohli,Shadab Khan,RA Jadeja,1,0,1,53,94,35,33,2,6,-,0,,,9,,field,India,2,Dubai International Cricket Stadium,2022,08,Pakistan_India_2022-08-28,India,India,Pakistan,148
55,V Kohli,Mohammad Nawaz,RA Jadeja,0,0,0,53,94,35,34,3,1,-,caught,V Kohli,Iftikhar Ahmed,10,,field,India,2,Dubai International Cricket Stadium,2022,08,Pakistan_India_2022-08-28,India,India,Pakistan,148
56,SA Yadav,Mohammad Nawaz,RA Jadeja,1,0,1,54,93,1,1,3,2,-,0,,,10,,field,India,2,Dubai International Cricket Stadium,2022,08,Pakistan_India_2022-08-28,India,India,Pakistan,148
57,RA Jadeja,Mohammad Nawaz,SA Yadav,0,0,0,54,93,1,3,3,3,-,0,,,10,,field,India,2,Dubai International Cricket Stadium,2022,08,Pakistan_India_2022-08-28,India,India,Pakistan,148
58,RA Jadeja,Mohammad Nawaz,SA Yadav,6,0,6,60,87,7,4,3,4,-,0,,,10,,field,India,2,Dubai International Cricket Stadium,2022,08,Pakistan_India_2022-08-28,India,India,Pakistan,148
59,RA Jadeja,Mohammad Nawaz,SA Yadav,1,0,1,61,86,8,5,3,5,-,0,,,10,,field,India,2,Dubai International Cricket Stadium,2022,08,Pakistan_India_2022-08-28,India,India,Pakistan,148
60,SA Yadav,Mohammad Nawaz,RA Jadeja,1,0,1,62,85,2,2,3,6,-,0,,,10,,field,India,2,Dubai International Cricket Stadium,2022,08,Pakistan_India_2022-08-28,India,India,Pakistan,148
61,SA Yadav,Shadab Khan,RA Jadeja,1,0,1,63,84,3,3,3,1,-,0,,,11,,field,India,2,Dubai International Cricket Stadium,2022,08,Pakistan_India_2022-08-28,India,India,Pakistan,148
62,RA Jadeja,Shadab Khan,SA Yadav,1,0,1,64,83,9,6,3,2,-,0,,,11,,field,India,2,Dubai International Cricket Stadium,2022,08,Pakistan_India_2022-08-28,India,India,Pakistan,148
63,SA Yadav,Shadab Khan,RA Jadeja,0,0,0,64,83,3,4,3,3,-,0,,,11,,field,India,2,Dubai International Cricket Stadium,2022,08,Pakistan_India_2022-08-28,India,India,Pakistan,148
64,SA Yadav,Shadab Khan,RA Jadeja,4,0,4,68,79,7,5,3,4,-,0,,,11,,field,India,2,Dubai International Cricket Stadium,2022,08,Pakistan_India_2022-08-28,India,India,Pakistan,148
65,SA Yadav,Shadab Khan,RA Jadeja,0,0,0,68,79,7,6,3,5,-,0,,,11,,field,India,2,Dubai International Cricket Stadium,2022,08,Pakistan_India_2022-08-28,India,India,Pakistan,148
66,SA Yadav,Shadab Khan,RA Jadeja,1,0,1,69,78,8,7,3,6,-,0,,,11,,field,India,2,Dubai International Cricket Stadium,2022,08,Pakistan_India_2022-08-28,India,India,Pakistan,148
67,SA Yadav,Mohammad Nawaz,RA Jadeja,0,0,0,69,78,8,8,3,1,-,0,,,12,,field,India,2,Dubai International Cricket Stadium,2022,08,Pakistan_India_2022-08-28,India,India,Pakistan,148
68,SA Yadav,Mohammad Nawaz,RA Jadeja,1,0,1,70,77,9,9,3,2,-,0,,,12,,field,India,2,Dubai International Cricket Stadium,2022,08,Pakistan_India_2022-08-28,India,India,Pakistan,148
69,RA Jadeja,Mohammad Nawaz,SA Yadav,4,0,4,74,73,13,7,3,3,-,0,,,12,,field,India,2,Dubai International Cricket Stadium,2022,08,Pakistan_India_2022-08-28,India,India,Pakistan,148
70,RA Jadeja,Mohammad Nawaz,SA Yadav,1,0,1,75,72,14,8,3,4,-,0,,,12,,field,India,2,Dubai International Cricket Stadium,2022,08,Pakistan_India_2022-08-28,India,India,Pakistan,148
71,SA Yadav,Mohammad Nawaz,RA Jadeja,1,0,1,76,71,10,10,3,5,-,0,,,12,,field,India,2,Dubai International Cricket Stadium,2022,08,Pakistan_India_2022-08-28,India,India,Pakistan,148
72,RA Jadeja,Mohammad Nawaz,SA Yadav,1,0,1,77,70,15,9,3,6,-,0,,,12,,field,India,2,Dubai International Cricket Stadium,2022,08,Pakistan_India_2022-08-28,India,India,Pakistan,148
73,RA Jadeja,Shadab Khan,SA Yadav,0,0,0,77,70,15,10,3,1,-,0,,,13,,field,India,2,Dubai International Cricket Stadium,2022,08,Pakistan_India_2022-08-28,India,India,Pakistan,148
74,RA Jadeja,Shadab Khan,SA Yadav,0,0,0,77,70,15,11,3,2,-,0,,,13,,field,India,2,Dubai International Cricket Stadium,2022,08,Pakistan_India_2022-08-28,India,India,Pakistan,148
75,RA Jadeja,Shadab Khan,SA Yadav,1,0,1,78,69,16,12,3,3,-,0,,,13,,field,India,2,Dubai International Cricket Stadium,2022,08,Pakistan_India_2022-08-28,India,India,Pakistan,148
76,SA Yadav,Shadab Khan,RA Jadeja,2,0,2,80,67,12,11,3,4,-,0,,,13,,field,India,2,Dubai International Cricket Stadium,2022,08,Pakistan_India_2022-08-28,India,India,Pakistan,148
77,SA Yadav,Shadab Khan,RA Jadeja,2,0,2,82,65,14,12,3,5,-,0,,,13,,field,India,2,Dubai International Cricket Stadium,2022,08,Pakistan_India_2022-08-28,India,India,Pakistan,148
78,SA Yadav,Shadab Khan,RA Jadeja,1,0,1,83,64,15,13,3,6,-,0,,,13,,field,India,2,Dubai International Cricket Stadium,2022,08,Pakistan_India_2022-08-28,India,India,Pakistan,148
79,SA Yadav,Shahnawaz Dhani,RA Jadeja,1,0,1,84,63,16,14,3,1,-,0,,,14,,field,India,2,Dubai International Cricket Stadium,2022,08,Pakistan_India_2022-08-28,India,India,Pakistan,148
80,RA Jadeja,Shahnawaz Dhani,SA Yadav,0,0,0,84,63,16,13,3,2,-,0,,,14,,field,India,2,Dubai International Cricket Stadium,2022,08,Pakistan_India_2022-08-28,India,India,Pakistan,148
81,RA Jadeja,Shahnawaz Dhani,SA Yadav,0,1,1,85,62,16,14,3,3,wides,0,,,14,"{'by': 'Pakistan', 'umpire': 'Masudur Rahman', 'batter': 'RA Jadeja', 'decision': 'struck down'}",field,India,2,Dubai International Cricket Stadium,2022,08,Pakistan_India_2022-08-28,India,India,Pakistan,148
82,RA Jadeja,Shahnawaz Dhani,SA Yadav,1,0,1,86,61,17,15,3,4,-,0,,,14,,field,India,2,Dubai International Cricket Stadium,2022,08,Pakistan_India_2022-08-28,India,India,Pakistan,148
83,SA Yadav,Shahnawaz Dhani,RA Jadeja,1,0,1,87,60,17,15,3,5,-,0,,,14,,field,India,2,Dubai International Cricket Stadium,2022,08,Pakistan_India_2022-08-28,India,India,Pakistan,148
84,RA Jadeja,Shahnawaz Dhani,SA Yadav,1,0,1,88,59,18,16,3,6,-,0,,,14,,field,India,2,Dubai International Cricket Stadium,2022,08,Pakistan_India_2022-08-28,India,India,Pakistan,148
85,SA Yadav,Shahnawaz Dhani,RA Jadeja,1,0,1,89,58,18,16,3,7,-,0,,,14,,field,India,2,Dubai International Cricket Stadium,2022,08,Pakistan_India_2022-08-28,India,India,Pakistan,148
86,SA Yadav,Naseem Shah,RA Jadeja,0,0,0,89,58,18,17,3,1,-,0,,,15,,field,India,2,Dubai International Cricket Stadium,2022,08,Pakistan_India_2022-08-28,India,India,Pakistan,148
87,SA Yadav,Naseem Shah,RA Jadeja,0,0,0,89,58,18,18,4,2,-,bowled,SA Yadav,,15,,field,India,2,Dubai International Cricket Stadium,2022,08,Pakistan_India_2022-08-28,India,India,Pakistan,148
88,HH Pandya,Naseem Shah,RA Jadeja,2,0,2,91,56,2,1,4,3,-,0,,,15,,field,India,2,Dubai International Cricket Stadium,2022,08,Pakistan_India_2022-08-28,India,India,Pakistan,148
89,HH Pandya,Naseem Shah,RA Jadeja,1,0,1,92,55,3,2,4,4,-,0,,,15,,field,India,2,Dubai International Cricket Stadium,2022,08,Pakistan_India_2022-08-28,India,India,Pakistan,148
90,RA Jadeja,Naseem Shah,HH Pandya,1,0,1,93,54,19,17,4,5,-,0,,,15,,field,India,2,Dubai International Cricket Stadium,2022,08,Pakistan_India_2022-08-28,India,India,Pakistan,148
91,HH Pandya,Naseem Shah,RA Jadeja,4,0,4,97,50,7,3,4,6,-,0,,,15,,field,India,2,Dubai International Cricket Stadium,2022,08,Pakistan_India_2022-08-28,India,India,Pakistan,148
92,RA Jadeja,Shahnawaz Dhani,HH Pandya,1,0,1,98,49,20,18,4,1,-,0,,,16,,field,India,2,Dubai International Cricket Stadium,2022,08,Pakistan_India_2022-08-28,India,India,Pakistan,148
93,HH Pandya,Shahnawaz Dhani,RA Jadeja,1,0,1,99,48,8,4,4,2,-,0,,,16,,field,India,2,Dubai International Cricket Stadium,2022,08,Pakistan_India_2022-08-28,India,India,Pakistan,148
94,RA Jadeja,Shahnawaz Dhani,HH Pandya,1,0,1,100,47,21,19,4,3,-,0,,,16,,field,India,2,Dubai International Cricket Stadium,2022,08,Pakistan_India_2022-08-28,India,India,Pakistan,148
95,HH Pandya,Shahnawaz Dhani,RA Jadeja,2,0,2,102,45,10,5,4,4,-,0,,,16,,field,India,2,Dubai International Cricket Stadium,2022,08,Pakistan_India_2022-08-28,India,India,Pakistan,148
96,HH Pandya,Shahnawaz Dhani,RA Jadeja,1,0,1,103,44,11,6,4,5,-,0,,,16,,field,India,2,Dubai International Cricket Stadium,2022,08,Pakistan_India_2022-08-28,India,India,Pakistan,148
97,RA Jadeja,Shahnawaz Dhani,HH Pandya,0,3,3,106,41,21,20,4,6,wides,0,,,16,,field,India,2,Dubai International Cricket Stadium,2022,08,Pakistan_India_2022-08-28,India,India,Pakistan,148
98,RA Jadeja,Shahnawaz Dhani,HH Pandya,1,0,1,107,40,22,21,4,7,-,0,,,16,,field,India,2,Dubai International Cricket Stadium,2022,08,Pakistan_India_2022-08-28,India,India,Pakistan,148
99,RA Jadeja,Haris Rauf,HH Pandya,0,2,2,109,38,22,22,4,1,wides,0,,,17,,field,India,2,Dubai International Cricket Stadium,2022,08,Pakistan_India_2022-08-28,India,India,Pakistan,148
100,HH Pandya,Haris Rauf,RA Jadeja,0,0,0,109,38,11,7,4,2,-,0,,,17,,field,India,2,Dubai International Cricket Stadium,2022,08,Pakistan_India_2022-08-28,India,India,Pakistan,148
101,HH Pandya,Haris Rauf,RA Jadeja,0,0,0,109,38,11,8,4,3,-,0,,,17,,field,India,2,Dubai International Cricket Stadium,2022,08,Pakistan_India_2022-08-28,India,India,Pakistan,148
102,HH Pandya,Haris Rauf,RA Jadeja,2,0,2,111,36,13,9,4,4,-,0,,,17,,field,India,2,Dubai International Cricket Stadium,2022,08,Pakistan_India_2022-08-28,India,India,Pakistan,148
103,HH Pandya,Haris Rauf,RA Jadeja,1,0,1,112,35,14,10,4,5,-,0,,,17,,field,India,2,Dubai International Cricket Stadium,2022,08,Pakistan_India_2022-08-28,India,India,Pakistan,148
104,RA Jadeja,Haris Rauf,HH Pandya,0,1,1,113,34,22,23,4,6,wides,0,,,17,,field,India,2,Dubai International Cricket Stadium,2022,08,Pakistan_India_2022-08-28,India,India,Pakistan,148
105,RA Jadeja,Haris Rauf,HH Pandya,2,0,2,115,32,24,24,4,7,-,0,,,17,,field,India,2,Dubai International Cricket Stadium,2022,08,Pakistan_India_2022-08-28,India,India,Pakistan,148
106,RA Jadeja,Haris Rauf,HH Pandya,0,1,1,116,31,24,25,4,8,legbyes,0,,,17,,field,India,2,Dubai International Cricket Stadium,2022,08,Pakistan_India_2022-08-28,India,India,Pakistan,148
107,RA Jadeja,Naseem Shah,HH Pandya,0,1,1,117,30,24,26,4,1,wides,0,,,18,,field,India,2,Dubai International Cricket Stadium,2022,08,Pakistan_India_2022-08-28,India,India,Pakistan,148
108,RA Jadeja,Naseem Shah,HH Pandya,4,0,4,121,26,28,27,4,2,-,0,,,18,,field,India,2,Dubai International Cricket Stadium,2022,08,Pakistan_India_2022-08-28,India,India,Pakistan,148
109,RA Jadeja,Naseem Shah,HH Pandya,0,0,0,121,26,28,28,4,3,-,0,,,18,,field,India,2,Dubai International Cricket Stadium,2022,08,Pakistan_India_2022-08-28,India,India,Pakistan,148
110,RA Jadeja,Naseem Shah,HH Pandya,0,0,0,121,26,28,29,4,4,-,0,,,18,,field,India,2,Dubai International Cricket Stadium,2022,08,Pakistan_India_2022-08-28,India,India,Pakistan,148
111,RA Jadeja,Naseem Shah,HH Pandya,0,0,0,121,26,28,30,4,5,-,0,,,18,"{'by': 'India', 'umpire': 'Masudur Rahman', 'batter': 'RA Jadeja', 'decision': 'upheld'}",field,India,2,Dubai International Cricket Stadium,2022,08,Pakistan_India_2022-08-28,India,India,Pakistan,148
112,RA Jadeja,Naseem Shah,HH Pandya,6,0,6,127,20,34,31,4,6,-,0,,,18,,field,India,2,Dubai International Cricket Stadium,2022,08,Pakistan_India_2022-08-28,India,India,Pakistan,148
113,RA Jadeja,Naseem Shah,HH Pandya,0,0,0,127,20,34,32,4,7,-,0,,,18,,field,India,2,Dubai International Cricket Stadium,2022,08,Pakistan_India_2022-08-28,India,India,Pakistan,148
114,HH Pandya,Haris Rauf,RA Jadeja,1,0,1,128,19,15,11,4,1,-,0,,,19,,field,India,2,Dubai International Cricket Stadium,2022,08,Pakistan_India_2022-08-28,India,India,Pakistan,148
115,RA Jadeja,Haris Rauf,HH Pandya,1,0,1,129,18,35,33,4,2,-,0,,,19,,field,India,2,Dubai International Cricket Stadium,2022,08,Pakistan_India_2022-08-28,India,India,Pakistan,148
116,HH Pandya,Haris Rauf,RA Jadeja,4,0,4,133,14,19,12,4,3,-,0,,,19,,field,India,2,Dubai International Cricket Stadium,2022,08,Pakistan_India_2022-08-28,India,India,Pakistan,148
117,HH Pandya,Haris Rauf,RA Jadeja,4,0,4,137,10,23,13,4,4,-,0,,,19,,field,India,2,Dubai International Cricket Stadium,2022,08,Pakistan_India_2022-08-28,India,India,Pakistan,148
118,HH Pandya,Haris Rauf,RA Jadeja,0,0,0,137,10,23,14,4,5,-,0,,,19,,field,India,2,Dubai International Cricket Stadium,2022,08,Pakistan_India_2022-08-28,India,India,Pakistan,148
119,HH Pandya,Haris Rauf,RA Jadeja,4,0,4,141,6,27,15,4,6,-,0,,,19,,field,India,2,Dubai International Cricket Stadium,2022,08,Pakistan_India_2022-08-28,India,India,Pakistan,148
120,RA Jadeja,Mohammad Nawaz,HH Pandya,0,0,0,141,6,35,34,5,1,-,bowled,RA Jadeja,,20,,field,India,2,Dubai International Cricket Stadium,2022,08,Pakistan_India_2022-08-28,India,India,Pakistan,148
121,KD Karthik,Mohammad Nawaz,HH Pandya,1,0,1,142,5,1,1,5,2,-,0,,,20,,field,India,2,Dubai International Cricket Stadium,2022,08,Pakistan_India_2022-08-28,India,India,Pakistan,148
122,HH Pandya,Mohammad Nawaz,KD Karthik,0,0,0,142,5,27,16,5,3,-,0,,,20,,field,India,2,Dubai International Cricket Stadium,2022,08,Pakistan_India_2022-08-28,India,India,Pakistan,148
123,HH Pandya,Mohammad Nawaz,KD Karthik,6,0,6,148,-1,33,17,5,4,-,0,,,20,,field,India,2,Dubai International Cricket Stadium,2022,08,Pakistan_India_2022-08-28,India,India,Pakistan,148
