,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,over,extra_type,wicket_type,player_out,fielder,review,toss_decision,toss_winner,innings,venue,date,batting_team,bowling_team
21,Mohammad Naim,HK Bennett,Soumya Sarkar,4,0,4,27,15,11,3,4,-,0,,,,field,Bangladesh,2,McLean Park,2021-03-30,Bangladesh,New Zealand
22,Mohammad Naim,HK Bennett,Soumya Sarkar,0,0,0,27,15,12,4,4,-,0,,,,field,Bangladesh,2,McLean Park,2021-03-30,Bangladesh,New Zealand
23,Mohammad Naim,HK Bennett,Soumya Sarkar,1,0,1,28,16,13,5,4,-,0,,,,field,Bangladesh,2,McLean Park,2021-03-30,Bangladesh,New Zealand
24,Soumya Sarkar,HK Bennett,Mohammad Naim,2,0,2,30,7,6,6,4,-,0,,,,field,Bangladesh,2,McLean Park,2021-03-30,Bangladesh,New Zealand
25,Mohammad Naim,TG Southee,Soumya Sarkar,0,0,0,30,16,14,1,5,-,0,,,,field,Bangladesh,2,McLean Park,2021-03-30,Bangladesh,New Zealand
26,Mohammad Naim,TG Southee,Soumya Sarkar,0,0,0,30,16,15,2,5,-,0,,,,field,Bangladesh,2,McLean Park,2021-03-30,Bangladesh,New Zealand
27,Mohammad Naim,TG Southee,Soumya Sarkar,1,0,1,31,17,16,3,5,-,0,,,,field,Bangladesh,2,McLean Park,2021-03-30,Bangladesh,New Zealand
28,Soumya Sarkar,TG Southee,Mohammad Naim,4,0,4,35,11,7,4,5,-,0,,,,field,Bangladesh,2,McLean Park,2021-03-30,Bangladesh,New Zealand
29,Soumya Sarkar,TG Southee,Mohammad Naim,1,0,1,36,12,8,5,5,-,0,,,,field,Bangladesh,2,McLean Park,2021-03-30,Bangladesh,New Zealand
30,Mohammad Naim,TG Southee,Soumya Sarkar,1,0,1,37,18,17,6,5,-,0,,,,field,Bangladesh,2,McLean Park,2021-03-30,Bangladesh,New Zealand
31,Mohammad Naim,IS Sodhi,Soumya Sarkar,0,1,1,38,18,18,1,6,wides,0,,,,field,Bangladesh,2,McLean Park,2021-03-30,Bangladesh,New Zealand
32,Mohammad Naim,IS Sodhi,Soumya Sarkar,1,0,1,39,19,19,2,6,-,0,,,,field,Bangladesh,2,McLean Park,2021-03-30,Bangladesh,New Zealand
33,Soumya Sarkar,IS Sodhi,Mohammad Naim,4,0,4,43,16,9,3,6,-,0,,,,field,Bangladesh,2,McLean Park,2021-03-30,Bangladesh,New Zealand
34,Soumya Sarkar,IS Sodhi,Mohammad Naim,6,0,6,49,22,10,4,6,-,0,,,,field,Bangladesh,2,McLean Park,2021-03-30,Bangladesh,New Zealand
35,Soumya Sarkar,IS Sodhi,Mohammad Naim,6,0,6,55,28,11,5,6,-,0,,,,field,Bangladesh,2,McLean Park,2021-03-30,Bangladesh,New Zealand
36,Soumya Sarkar,IS Sodhi,Mohammad Naim,1,0,1,56,29,12,6,6,-,0,,,,field,Bangladesh,2,McLean Park,2021-03-30,Bangladesh,New Zealand
37,Mohammad Naim,IS Sodhi,Soumya Sarkar,0,0,0,56,19,20,7,6,-,0,,,,field,Bangladesh,2,McLean Park,2021-03-30,Bangladesh,New Zealand
38,Soumya Sarkar,AF Milne,Mohammad Naim,4,0,4,60,33,13,1,7,-,0,,,,field,Bangladesh,2,McLean Park,2021-03-30,Bangladesh,New Zealand
39,Soumya Sarkar,AF Milne,Mohammad Naim,6,1,7,67,39,14,2,7,noballs,0,,,,field,Bangladesh,2,McLean Park,2021-03-30,Bangladesh,New Zealand
40,Soumya Sarkar,AF Milne,Mohammad Naim,1,0,1,68,40,15,3,7,-,0,,,,field,Bangladesh,2,McLean Park,2021-03-30,Bangladesh,New Zealand
41,Mohammad Naim,AF Milne,Soumya Sarkar,2,0,2,70,21,21,4,7,-,0,,,,field,Bangladesh,2,McLean Park,2021-03-30,Bangladesh,New Zealand
42,Mohammad Naim,AF Milne,Soumya Sarkar,4,0,4,74,25,22,5,7,-,0,,,,field,Bangladesh,2,McLean Park,2021-03-30,Bangladesh,New Zealand
43,Mohammad Naim,AF Milne,Soumya Sarkar,0,0,0,74,25,23,6,7,-,0,,,,field,Bangladesh,2,McLean Park,2021-03-30,Bangladesh,New Zealand
44,Mohammad Naim,AF Milne,Soumya Sarkar,0,1,1,75,25,24,7,7,wides,0,,,,field,Bangladesh,2,McLean Park,2021-03-30,Bangladesh,New Zealand
45,Mohammad Naim,AF Milne,Soumya Sarkar,1,0,1,76,26,25,8,7,-,0,,,,field,Bangladesh,2,McLean Park,2021-03-30,Bangladesh,New Zealand
46,Mohammad Naim,GD Phillips,Soumya Sarkar,1,0,1,77,27,26,1,8,-,0,,,,field,Bangladesh,2,McLean Park,2021-03-30,Bangladesh,New Zealand
47,Soumya Sarkar,GD Phillips,Mohammad Naim,0,0,0,77,40,16,2,8,-,0,,,,field,Bangladesh,2,McLean Park,2021-03-30,Bangladesh,New Zealand
48,Soumya Sarkar,GD Phillips,Mohammad Naim,0,0,0,77,40,17,3,8,-,0,,,,field,Bangladesh,2,McLean Park,2021-03-30,Bangladesh,New Zealand
49,Soumya Sarkar,GD Phillips,Mohammad Naim,1,0,1,78,41,18,4,8,-,0,,,,field,Bangladesh,2,McLean Park,2021-03-30,Bangladesh,New Zealand
50,Mohammad Naim,GD Phillips,Soumya Sarkar,1,0,1,79,28,27,5,8,-,0,,,,field,Bangladesh,2,McLean Park,2021-03-30,Bangladesh,New Zealand
51,Soumya Sarkar,GD Phillips,Mohammad Naim,1,0,1,80,42,19,6,8,-,0,,,,field,Bangladesh,2,McLean Park,2021-03-30,Bangladesh,New Zealand
52,Soumya Sarkar,IS Sodhi,Mohammad Naim,0,0,0,80,42,20,1,9,-,0,,,,field,Bangladesh,2,McLean Park,2021-03-30,Bangladesh,New Zealand
53,Soumya Sarkar,IS Sodhi,Mohammad Naim,1,0,1,81,43,21,2,9,-,0,,,,field,Bangladesh,2,McLean Park,2021-03-30,Bangladesh,New Zealand
54,Mohammad Naim,IS Sodhi,Soumya Sarkar,2,0,2,83,30,28,3,9,-,0,,,,field,Bangladesh,2,McLean Park,2021-03-30,Bangladesh,New Zealand
55,Mohammad Naim,IS Sodhi,Soumya Sarkar,1,0,1,84,31,29,4,9,-,0,,,,field,Bangladesh,2,McLean Park,2021-03-30,Bangladesh,New Zealand
56,Soumya Sarkar,IS Sodhi,Mohammad Naim,0,0,0,84,43,22,5,9,-,0,,,,field,Bangladesh,2,McLean Park,2021-03-30,Bangladesh,New Zealand
57,Soumya Sarkar,IS Sodhi,Mohammad Naim,1,0,1,85,44,23,6,9,-,0,,,,field,Bangladesh,2,McLean Park,2021-03-30,Bangladesh,New Zealand
58,Soumya Sarkar,GD Phillips,Mohammad Naim,2,0,2,87,46,24,1,10,-,0,,,,field,Bangladesh,2,McLean Park,2021-03-30,Bangladesh,New Zealand
59,Soumya Sarkar,GD Phillips,Mohammad Naim,4,0,4,91,50,25,2,10,-,0,,,,field,Bangladesh,2,McLean Park,2021-03-30,Bangladesh,New Zealand
60,Soumya Sarkar,GD Phillips,Mohammad Naim,1,0,1,92,51,26,3,10,-,0,,,,field,Bangladesh,2,McLean Park,2021-03-30,Bangladesh,New Zealand
61,Mohammad Naim,GD Phillips,Soumya Sarkar,0,0,0,92,31,30,4,10,-,0,,,,field,Bangladesh,2,McLean Park,2021-03-30,Bangladesh,New Zealand
62,Mohammad Naim,GD Phillips,Soumya Sarkar,2,0,2,94,33,31,5,10,-,0,,,,field,Bangladesh,2,McLean Park,2021-03-30,Bangladesh,New Zealand
63,Mohammad Naim,GD Phillips,Soumya Sarkar,0,0,0,94,33,32,6,10,-,0,,,,field,Bangladesh,2,McLean Park,2021-03-30,Bangladesh,New Zealand
64,Soumya Sarkar,TG Southee,Mohammad Naim,0,0,0,94,51,27,1,11,-,caught,Soumya Sarkar,AF Milne,,field,Bangladesh,2,McLean Park,2021-03-30,Bangladesh,New Zealand
65,Mohammad Naim,TG Southee,Mahmudullah,3,0,3,97,36,33,2,11,-,0,,,,field,Bangladesh,2,McLean Park,2021-03-30,Bangladesh,New Zealand
66,Mahmudullah,TG Southee,Mohammad Naim,1,0,1,98,1,1,3,11,-,0,,,,field,Bangladesh,2,McLean Park,2021-03-30,Bangladesh,New Zealand
67,Mohammad Naim,TG Southee,Mahmudullah,2,0,2,100,38,34,4,11,-,0,,,,field,Bangladesh,2,McLean Park,2021-03-30,Bangladesh,New Zealand
68,Mohammad Naim,TG Southee,Mahmudullah,0,0,0,100,38,35,5,11,-,0,,,,field,Bangladesh,2,McLean Park,2021-03-30,Bangladesh,New Zealand
69,Mohammad Naim,TG Southee,Mahmudullah,0,0,0,100,38,36,6,11,-,0,,,,field,Bangladesh,2,McLean Park,2021-03-30,Bangladesh,New Zealand
70,Mahmudullah,IS Sodhi,Mohammad Naim,0,0,0,100,1,2,1,12,-,0,,,,field,Bangladesh,2,McLean Park,2021-03-30,Bangladesh,New Zealand
71,Mahmudullah,IS Sodhi,Mohammad Naim,0,0,0,100,1,3,2,12,-,0,,,,field,Bangladesh,2,McLean Park,2021-03-30,Bangladesh,New Zealand
72,Mahmudullah,IS Sodhi,Mohammad Naim,0,0,0,100,1,4,3,12,-,0,,,,field,Bangladesh,2,McLean Park,2021-03-30,Bangladesh,New Zealand
73,Mahmudullah,IS Sodhi,Mohammad Naim,4,0,4,104,5,5,4,12,-,0,,,,field,Bangladesh,2,McLean Park,2021-03-30,Bangladesh,New Zealand
74,Mahmudullah,IS Sodhi,Mohammad Naim,4,0,4,108,9,6,5,12,-,0,,,,field,Bangladesh,2,McLean Park,2021-03-30,Bangladesh,New Zealand
75,Mahmudullah,IS Sodhi,Mohammad Naim,2,0,2,110,11,7,6,12,-,0,,,,field,Bangladesh,2,McLean Park,2021-03-30,Bangladesh,New Zealand
76,Mohammad Naim,GD Phillips,Mahmudullah,0,0,0,110,38,37,1,13,-,caught,Mohammad Naim,MJ Guptill,,field,Bangladesh,2,McLean Park,2021-03-30,Bangladesh,New Zealand
77,Mahmudullah,GD Phillips,Afif Hossain,1,0,1,111,12,8,2,13,-,0,,,,field,Bangladesh,2,McLean Park,2021-03-30,Bangladesh,New Zealand
78,Afif Hossain,GD Phillips,Mahmudullah,1,0,1,112,1,1,3,13,-,0,,,,field,Bangladesh,2,McLean Park,2021-03-30,Bangladesh,New Zealand
79,Mahmudullah,GD Phillips,Afif Hossain,1,0,1,113,13,9,4,13,-,0,,,,field,Bangladesh,2,McLean Park,2021-03-30,Bangladesh,New Zealand
80,Afif Hossain,GD Phillips,Mahmudullah,0,1,1,114,1,2,5,13,byes,0,,,,field,Bangladesh,2,McLean Park,2021-03-30,Bangladesh,New Zealand
81,Mahmudullah,GD Phillips,Afif Hossain,4,0,4,118,17,10,6,13,-,0,,,,field,Bangladesh,2,McLean Park,2021-03-30,Bangladesh,New Zealand
82,Afif Hossain,AF Milne,Mahmudullah,1,0,1,119,2,3,1,14,-,0,,,,field,Bangladesh,2,McLean Park,2021-03-30,Bangladesh,New Zealand
83,Mahmudullah,AF Milne,Afif Hossain,4,0,4,123,21,11,2,14,-,0,,,,field,Bangladesh,2,McLean Park,2021-03-30,Bangladesh,New Zealand
84,Mahmudullah,AF Milne,Afif Hossain,0,0,0,123,21,12,3,14,-,bowled,Mahmudullah,,,field,Bangladesh,2,McLean Park,2021-03-30,Bangladesh,New Zealand
85,Mohammad Mithun,AF Milne,Afif Hossain,1,0,1,124,1,1,4,14,-,0,,,,field,Bangladesh,2,McLean Park,2021-03-30,Bangladesh,New Zealand
86,Afif Hossain,AF Milne,Mohammad Mithun,0,0,0,124,2,4,5,14,-,bowled,Afif Hossain,,,field,Bangladesh,2,McLean Park,2021-03-30,Bangladesh,New Zealand
87,Mahedi Hasan,AF Milne,Mohammad Mithun,2,0,2,126,2,1,6,14,-,0,,,,field,Bangladesh,2,McLean Park,2021-03-30,Bangladesh,New Zealand
88,Mohammad Mithun,TG Southee,Mahedi Hasan,0,0,0,126,1,2,1,15,-,caught,Mohammad Mithun,DP Conway,,field,Bangladesh,2,McLean Park,2021-03-30,Bangladesh,New Zealand
89,Mohammad Saifuddin,TG Southee,Mahedi Hasan,0,0,0,126,0,1,2,15,-,0,,,,field,Bangladesh,2,McLean Park,2021-03-30,Bangladesh,New Zealand
90,Mohammad Saifuddin,TG Southee,Mahedi Hasan,0,0,0,126,0,2,3,15,-,0,,,,field,Bangladesh,2,McLean Park,2021-03-30,Bangladesh,New Zealand
91,Mohammad Saifuddin,TG Southee,Mahedi Hasan,1,0,1,127,1,3,4,15,-,0,,,,field,Bangladesh,2,McLean Park,2021-03-30,Bangladesh,New Zealand
92,Mahedi Hasan,TG Southee,Mohammad Saifuddin,0,1,1,128,2,2,5,15,legbyes,0,,,"{'by': 'New Zealand', 'umpire': 'CM Brown', 'batter': 'Mahedi Hasan', 'decision': 'struck down'}",field,Bangladesh,2,McLean Park,2021-03-30,Bangladesh,New Zealand
93,Mohammad Saifuddin,TG Southee,Mahedi Hasan,1,0,1,129,2,4,6,15,-,0,,,,field,Bangladesh,2,McLean Park,2021-03-30,Bangladesh,New Zealand
94,Mohammad Saifuddin,HK Bennett,Mahedi Hasan,1,0,1,130,3,5,1,16,-,0,,,,field,Bangladesh,2,McLean Park,2021-03-30,Bangladesh,New Zealand
95,Mahedi Hasan,HK Bennett,Mohammad Saifuddin,6,0,6,136,8,3,2,16,-,0,,,,field,Bangladesh,2,McLean Park,2021-03-30,Bangladesh,New Zealand
96,Mahedi Hasan,HK Bennett,Mohammad Saifuddin,1,0,1,137,9,4,3,16,-,0,,,,field,Bangladesh,2,McLean Park,2021-03-30,Bangladesh,New Zealand
97,Mohammad Saifuddin,HK Bennett,Mahedi Hasan,0,0,0,137,3,6,4,16,-,caught,Mohammad Saifuddin,TG Southee,,field,Bangladesh,2,McLean Park,2021-03-30,Bangladesh,New Zealand
98,Mahedi Hasan,HK Bennett,Taskin Ahmed,0,1,1,138,9,5,5,16,wides,0,,,,field,Bangladesh,2,McLean Park,2021-03-30,Bangladesh,New Zealand
99,Mahedi Hasan,HK Bennett,Taskin Ahmed,0,1,1,139,9,6,6,16,wides,0,,,,field,Bangladesh,2,McLean Park,2021-03-30,Bangladesh,New Zealand
100,Mahedi Hasan,HK Bennett,Taskin Ahmed,2,0,2,141,11,7,7,16,-,0,,,,field,Bangladesh,2,McLean Park,2021-03-30,Bangladesh,New Zealand
101,Mahedi Hasan,HK Bennett,Taskin Ahmed,1,0,1,142,12,8,8,16,-,0,,,,field,Bangladesh,2,McLean Park,2021-03-30,Bangladesh,New Zealand
