,batter,bowler,non_striker,extras,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,extra_type,wicket_type,player_out,fielder,over,toss_decision,toss_winner,innings,venue,date,batting_team,bowling_team
21,C Kieswetter,MM Patel,KP Pietersen,,1,0,1,29,9,6,4,-,0,,,4,bat,India,2,Old Trafford,2011-08-31,England,India
22,KP Pietersen,MM Patel,C Kieswetter,,4,0,4,33,20,15,5,-,0,,,4,bat,India,2,Old Trafford,2011-08-31,England,India
23,KP Pietersen,MM Patel,C Kieswetter,,1,0,1,34,21,16,6,-,0,,,4,bat,India,2,Old Trafford,2011-08-31,England,India
24,KP Pietersen,R Vinay Kumar,C Kieswetter,,1,0,1,35,22,17,1,-,0,,,5,bat,India,2,Old Trafford,2011-08-31,England,India
25,C Kieswetter,R Vinay Kumar,KP Pietersen,,0,0,0,35,9,7,2,-,0,,,5,bat,India,2,Old Trafford,2011-08-31,England,India
26,C Kieswetter,R Vinay Kumar,KP Pietersen,,4,0,4,39,13,8,3,-,0,,,5,bat,India,2,Old Trafford,2011-08-31,England,India
27,C Kieswetter,R Vinay Kumar,KP Pietersen,,0,0,0,39,13,9,4,-,0,,,5,bat,India,2,Old Trafford,2011-08-31,England,India
28,C Kieswetter,R Vinay Kumar,KP Pietersen,,4,0,4,43,17,10,5,-,0,,,5,bat,India,2,Old Trafford,2011-08-31,England,India
29,C Kieswetter,R Vinay Kumar,KP Pietersen,,0,0,0,43,17,11,6,-,0,,,5,bat,India,2,Old Trafford,2011-08-31,England,India
30,KP Pietersen,R Ashwin,C Kieswetter,,4,0,4,47,26,18,1,-,0,,,6,bat,India,2,Old Trafford,2011-08-31,England,India
31,KP Pietersen,R Ashwin,C Kieswetter,,0,0,0,47,26,19,2,-,0,,,6,bat,India,2,Old Trafford,2011-08-31,England,India
32,KP Pietersen,R Ashwin,C Kieswetter,{'wides': 1},0,1,1,48,26,20,3,wides,0,,,6,bat,India,2,Old Trafford,2011-08-31,England,India
33,KP Pietersen,R Ashwin,C Kieswetter,,1,0,1,49,27,21,4,-,0,,,6,bat,India,2,Old Trafford,2011-08-31,England,India
34,C Kieswetter,R Ashwin,KP Pietersen,{'wides': 1},0,1,1,50,17,12,5,wides,0,,,6,bat,India,2,Old Trafford,2011-08-31,England,India
35,C Kieswetter,R Ashwin,KP Pietersen,,1,0,1,51,18,13,6,-,0,,,6,bat,India,2,Old Trafford,2011-08-31,England,India
36,KP Pietersen,R Ashwin,C Kieswetter,,1,0,1,52,28,22,7,-,0,,,6,bat,India,2,Old Trafford,2011-08-31,England,India
37,C Kieswetter,R Ashwin,KP Pietersen,{'wides': 2},0,2,2,54,18,14,8,wides,0,,,6,bat,India,2,Old Trafford,2011-08-31,England,India
38,KP Pietersen,R Ashwin,C Kieswetter,,4,0,4,58,32,23,9,-,0,,,6,bat,India,2,Old Trafford,2011-08-31,England,India
39,C Kieswetter,MM Patel,KP Pietersen,,0,0,0,58,18,15,1,-,caught,C Kieswetter,SK Raina,7,bat,India,2,Old Trafford,2011-08-31,England,India
40,EJG Morgan,MM Patel,KP Pietersen,,0,0,0,58,0,1,2,-,0,,,7,bat,India,2,Old Trafford,2011-08-31,England,India
41,EJG Morgan,MM Patel,KP Pietersen,,1,0,1,59,1,2,3,-,0,,,7,bat,India,2,Old Trafford,2011-08-31,England,India
42,KP Pietersen,MM Patel,EJG Morgan,,1,0,1,60,33,24,4,-,0,,,7,bat,India,2,Old Trafford,2011-08-31,England,India
43,EJG Morgan,MM Patel,KP Pietersen,,0,0,0,60,1,3,5,-,0,,,7,bat,India,2,Old Trafford,2011-08-31,England,India
44,EJG Morgan,MM Patel,KP Pietersen,,0,0,0,60,1,4,6,-,0,,,7,bat,India,2,Old Trafford,2011-08-31,England,India
45,KP Pietersen,V Kohli,EJG Morgan,{'wides': 1},0,1,1,61,33,25,1,wides,stumped,KP Pietersen,MS Dhoni,8,bat,India,2,Old Trafford,2011-08-31,England,India
46,RS Bopara,V Kohli,EJG Morgan,,1,0,1,62,1,1,2,-,0,,,8,bat,India,2,Old Trafford,2011-08-31,England,India
47,EJG Morgan,V Kohli,RS Bopara,,0,0,0,62,1,5,3,-,0,,,8,bat,India,2,Old Trafford,2011-08-31,England,India
48,EJG Morgan,V Kohli,RS Bopara,{'legbyes': 1},0,1,1,63,1,6,4,legbyes,0,,,8,bat,India,2,Old Trafford,2011-08-31,England,India
49,RS Bopara,V Kohli,EJG Morgan,,0,0,0,63,1,2,5,-,0,,,8,bat,India,2,Old Trafford,2011-08-31,England,India
50,RS Bopara,V Kohli,EJG Morgan,,0,0,0,63,1,3,6,-,0,,,8,bat,India,2,Old Trafford,2011-08-31,England,India
51,RS Bopara,V Kohli,EJG Morgan,,1,0,1,64,2,4,7,-,0,,,8,bat,India,2,Old Trafford,2011-08-31,England,India
52,RS Bopara,RG Sharma,EJG Morgan,{'legbyes': 1},0,1,1,65,2,5,1,legbyes,0,,,9,bat,India,2,Old Trafford,2011-08-31,England,India
53,EJG Morgan,RG Sharma,RS Bopara,,4,0,4,69,5,7,2,-,0,,,9,bat,India,2,Old Trafford,2011-08-31,England,India
54,EJG Morgan,RG Sharma,RS Bopara,,4,0,4,73,9,8,3,-,0,,,9,bat,India,2,Old Trafford,2011-08-31,England,India
55,EJG Morgan,RG Sharma,RS Bopara,,6,0,6,79,15,9,4,-,0,,,9,bat,India,2,Old Trafford,2011-08-31,England,India
56,EJG Morgan,RG Sharma,RS Bopara,,1,0,1,80,16,10,5,-,0,,,9,bat,India,2,Old Trafford,2011-08-31,England,India
57,RS Bopara,RG Sharma,EJG Morgan,,1,0,1,81,3,6,6,-,0,,,9,bat,India,2,Old Trafford,2011-08-31,England,India
58,RS Bopara,V Kohli,EJG Morgan,,1,0,1,82,4,7,1,-,0,,,10,bat,India,2,Old Trafford,2011-08-31,England,India
59,EJG Morgan,V Kohli,RS Bopara,,1,0,1,83,17,11,2,-,0,,,10,bat,India,2,Old Trafford,2011-08-31,England,India
60,RS Bopara,V Kohli,EJG Morgan,,2,0,2,85,6,8,3,-,0,,,10,bat,India,2,Old Trafford,2011-08-31,England,India
61,RS Bopara,V Kohli,EJG Morgan,,0,0,0,85,6,9,4,-,0,,,10,bat,India,2,Old Trafford,2011-08-31,England,India
62,RS Bopara,V Kohli,EJG Morgan,,1,0,1,86,7,10,5,-,0,,,10,bat,India,2,Old Trafford,2011-08-31,England,India
63,EJG Morgan,V Kohli,RS Bopara,,4,0,4,90,21,12,6,-,0,,,10,bat,India,2,Old Trafford,2011-08-31,England,India
64,RS Bopara,R Ashwin,EJG Morgan,,1,0,1,91,8,11,1,-,0,,,11,bat,India,2,Old Trafford,2011-08-31,England,India
65,EJG Morgan,R Ashwin,RS Bopara,,1,0,1,92,22,13,2,-,0,,,11,bat,India,2,Old Trafford,2011-08-31,England,India
66,RS Bopara,R Ashwin,EJG Morgan,,1,0,1,93,9,12,3,-,0,,,11,bat,India,2,Old Trafford,2011-08-31,England,India
67,EJG Morgan,R Ashwin,RS Bopara,,1,0,1,94,23,14,4,-,0,,,11,bat,India,2,Old Trafford,2011-08-31,England,India
68,RS Bopara,R Ashwin,EJG Morgan,,0,0,0,94,9,13,5,-,0,,,11,bat,India,2,Old Trafford,2011-08-31,England,India
69,RS Bopara,R Ashwin,EJG Morgan,,0,0,0,94,9,14,6,-,0,,,11,bat,India,2,Old Trafford,2011-08-31,England,India
70,EJG Morgan,V Kohli,RS Bopara,,2,0,2,96,25,15,1,-,0,,,12,bat,India,2,Old Trafford,2011-08-31,England,India
71,EJG Morgan,V Kohli,RS Bopara,,4,0,4,100,29,16,2,-,0,,,12,bat,India,2,Old Trafford,2011-08-31,England,India
72,EJG Morgan,V Kohli,RS Bopara,,1,0,1,101,30,17,3,-,0,,,12,bat,India,2,Old Trafford,2011-08-31,England,India
73,RS Bopara,V Kohli,EJG Morgan,,1,0,1,102,10,15,4,-,0,,,12,bat,India,2,Old Trafford,2011-08-31,England,India
74,EJG Morgan,V Kohli,RS Bopara,,0,0,0,102,30,18,5,-,0,,,12,bat,India,2,Old Trafford,2011-08-31,England,India
75,EJG Morgan,V Kohli,RS Bopara,,2,0,2,104,32,19,6,-,0,,,12,bat,India,2,Old Trafford,2011-08-31,England,India
76,RS Bopara,R Ashwin,EJG Morgan,,2,0,2,106,12,16,1,-,0,,,13,bat,India,2,Old Trafford,2011-08-31,England,India
77,RS Bopara,R Ashwin,EJG Morgan,,0,0,0,106,12,17,2,-,0,,,13,bat,India,2,Old Trafford,2011-08-31,England,India
78,RS Bopara,R Ashwin,EJG Morgan,,0,0,0,106,12,18,3,-,0,,,13,bat,India,2,Old Trafford,2011-08-31,England,India
79,RS Bopara,R Ashwin,EJG Morgan,,2,0,2,108,14,19,4,-,0,,,13,bat,India,2,Old Trafford,2011-08-31,England,India
80,RS Bopara,R Ashwin,EJG Morgan,,2,0,2,110,16,20,5,-,0,,,13,bat,India,2,Old Trafford,2011-08-31,England,India
81,RS Bopara,R Ashwin,EJG Morgan,,0,0,0,110,16,21,6,-,0,,,13,bat,India,2,Old Trafford,2011-08-31,England,India
82,EJG Morgan,P Kumar,RS Bopara,,4,0,4,114,36,20,1,-,0,,,14,bat,India,2,Old Trafford,2011-08-31,England,India
83,EJG Morgan,P Kumar,RS Bopara,,1,0,1,115,37,21,2,-,0,,,14,bat,India,2,Old Trafford,2011-08-31,England,India
84,RS Bopara,P Kumar,EJG Morgan,,1,0,1,116,17,22,3,-,0,,,14,bat,India,2,Old Trafford,2011-08-31,England,India
85,EJG Morgan,P Kumar,RS Bopara,,1,0,1,117,38,22,4,-,0,,,14,bat,India,2,Old Trafford,2011-08-31,England,India
86,RS Bopara,P Kumar,EJG Morgan,{'legbyes': 1},0,1,1,118,17,23,5,legbyes,0,,,14,bat,India,2,Old Trafford,2011-08-31,England,India
87,EJG Morgan,P Kumar,RS Bopara,,4,0,4,122,42,23,6,-,0,,,14,bat,India,2,Old Trafford,2011-08-31,England,India
88,RS Bopara,R Ashwin,EJG Morgan,,4,0,4,126,21,24,1,-,0,,,15,bat,India,2,Old Trafford,2011-08-31,England,India
89,RS Bopara,R Ashwin,EJG Morgan,,1,0,1,127,22,25,2,-,0,,,15,bat,India,2,Old Trafford,2011-08-31,England,India
90,EJG Morgan,R Ashwin,RS Bopara,,4,0,4,131,46,24,3,-,0,,,15,bat,India,2,Old Trafford,2011-08-31,England,India
91,EJG Morgan,R Ashwin,RS Bopara,,2,0,2,133,48,25,4,-,0,,,15,bat,India,2,Old Trafford,2011-08-31,England,India
92,EJG Morgan,R Ashwin,RS Bopara,,1,0,1,134,49,26,5,-,0,,,15,bat,India,2,Old Trafford,2011-08-31,England,India
93,RS Bopara,R Ashwin,EJG Morgan,,0,0,0,134,22,26,6,-,0,,,15,bat,India,2,Old Trafford,2011-08-31,England,India
94,EJG Morgan,MM Patel,RS Bopara,,0,0,0,134,49,27,1,-,caught,EJG Morgan,RG Sharma,16,bat,India,2,Old Trafford,2011-08-31,England,India
95,SR Patel,MM Patel,RS Bopara,,0,0,0,134,0,1,2,-,0,,,16,bat,India,2,Old Trafford,2011-08-31,England,India
96,SR Patel,MM Patel,RS Bopara,,1,0,1,135,1,2,3,-,0,,,16,bat,India,2,Old Trafford,2011-08-31,England,India
97,RS Bopara,MM Patel,SR Patel,,1,0,1,136,23,27,4,-,0,,,16,bat,India,2,Old Trafford,2011-08-31,England,India
98,SR Patel,MM Patel,RS Bopara,,1,0,1,137,2,3,5,-,0,,,16,bat,India,2,Old Trafford,2011-08-31,England,India
99,RS Bopara,MM Patel,SR Patel,,0,0,0,137,23,28,6,-,0,,,16,bat,India,2,Old Trafford,2011-08-31,England,India
100,SR Patel,P Kumar,RS Bopara,,1,0,1,138,3,4,1,-,0,,,17,bat,India,2,Old Trafford,2011-08-31,England,India
101,RS Bopara,P Kumar,SR Patel,,1,0,1,139,24,29,2,-,0,,,17,bat,India,2,Old Trafford,2011-08-31,England,India
102,SR Patel,P Kumar,RS Bopara,,1,0,1,140,4,5,3,-,0,,,17,bat,India,2,Old Trafford,2011-08-31,England,India
103,RS Bopara,P Kumar,SR Patel,,4,0,4,144,28,30,4,-,0,,,17,bat,India,2,Old Trafford,2011-08-31,England,India
104,RS Bopara,P Kumar,SR Patel,,1,0,1,145,29,31,5,-,0,,,17,bat,India,2,Old Trafford,2011-08-31,England,India
105,SR Patel,P Kumar,RS Bopara,,1,0,1,146,5,6,6,-,0,,,17,bat,India,2,Old Trafford,2011-08-31,England,India
106,SR Patel,R Vinay Kumar,RS Bopara,,1,0,1,147,6,7,1,-,0,,,18,bat,India,2,Old Trafford,2011-08-31,England,India
107,RS Bopara,R Vinay Kumar,SR Patel,,0,0,0,147,29,32,2,-,0,,,18,bat,India,2,Old Trafford,2011-08-31,England,India
108,RS Bopara,R Vinay Kumar,SR Patel,,1,0,1,148,30,33,3,-,0,,,18,bat,India,2,Old Trafford,2011-08-31,England,India
109,SR Patel,R Vinay Kumar,RS Bopara,,2,0,2,150,8,8,4,-,0,,,18,bat,India,2,Old Trafford,2011-08-31,England,India
110,SR Patel,R Vinay Kumar,RS Bopara,,2,0,2,152,10,9,5,-,0,,,18,bat,India,2,Old Trafford,2011-08-31,England,India
111,SR Patel,R Vinay Kumar,RS Bopara,,1,0,1,153,11,10,6,-,0,,,18,bat,India,2,Old Trafford,2011-08-31,England,India
112,SR Patel,MM Patel,RS Bopara,,0,0,0,153,11,11,1,-,0,,,19,bat,India,2,Old Trafford,2011-08-31,England,India
113,SR Patel,MM Patel,RS Bopara,,1,0,1,154,12,12,2,-,0,,,19,bat,India,2,Old Trafford,2011-08-31,England,India
114,RS Bopara,MM Patel,SR Patel,,1,0,1,155,31,34,3,-,0,,,19,bat,India,2,Old Trafford,2011-08-31,England,India
115,SR Patel,MM Patel,RS Bopara,,1,0,1,156,13,13,4,-,0,,,19,bat,India,2,Old Trafford,2011-08-31,England,India
116,RS Bopara,MM Patel,SR Patel,,0,0,0,156,31,35,5,-,0,,,19,bat,India,2,Old Trafford,2011-08-31,England,India
117,RS Bopara,MM Patel,SR Patel,,0,0,0,156,31,36,6,-,0,,,19,bat,India,2,Old Trafford,2011-08-31,England,India
118,SR Patel,R Vinay Kumar,RS Bopara,{'wides': 1},0,1,1,157,13,14,1,wides,0,,,20,bat,India,2,Old Trafford,2011-08-31,England,India
119,SR Patel,R Vinay Kumar,RS Bopara,,4,0,4,161,17,15,2,-,0,,,20,bat,India,2,Old Trafford,2011-08-31,England,India
120,SR Patel,R Vinay Kumar,RS Bopara,,4,0,4,165,21,16,3,-,0,,,20,bat,India,2,Old Trafford,2011-08-31,England,India
121,SR Patel,R Vinay Kumar,RS Bopara,,4,0,4,169,25,17,4,-,0,,,20,bat,India,2,Old Trafford,2011-08-31,England,India
