,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,extra_type,review,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team
24,JC Buttler,CBRLS Kumara,AD Hales,2,0,2,37,104,14,12,0,6,4,-,,0,,,bat,Sri Lanka,2,Sydney Cricket Ground,2022,11,Sri Lanka_England_2022-11-05,England,England,Sri Lanka
25,JC Buttler,CBRLS Kumara,AD Hales,0,1,1,38,103,14,13,0,7,4,legbyes,,0,,,bat,Sri Lanka,2,Sydney Cricket Ground,2022,11,Sri Lanka_England_2022-11-05,England,England,Sri Lanka
26,JC Buttler,PWH de Silva,AD Hales,0,0,0,38,103,14,14,0,1,5,-,,0,,,bat,Sri Lanka,2,Sydney Cricket Ground,2022,11,Sri Lanka_England_2022-11-05,England,England,Sri Lanka
27,JC Buttler,PWH de Silva,AD Hales,1,0,1,39,102,15,15,0,2,5,-,,0,,,bat,Sri Lanka,2,Sydney Cricket Ground,2022,11,Sri Lanka_England_2022-11-05,England,England,Sri Lanka
28,AD Hales,PWH de Silva,JC Buttler,1,0,1,40,101,22,14,0,3,5,-,,0,,,bat,Sri Lanka,2,Sydney Cricket Ground,2022,11,Sri Lanka_England_2022-11-05,England,England,Sri Lanka
29,JC Buttler,PWH de Silva,AD Hales,0,0,0,40,101,15,16,0,4,5,-,,0,,,bat,Sri Lanka,2,Sydney Cricket Ground,2022,11,Sri Lanka_England_2022-11-05,England,England,Sri Lanka
30,JC Buttler,PWH de Silva,AD Hales,4,0,4,44,97,19,17,0,5,5,-,,0,,,bat,Sri Lanka,2,Sydney Cricket Ground,2022,11,Sri Lanka_England_2022-11-05,England,England,Sri Lanka
31,JC Buttler,PWH de Silva,AD Hales,6,0,6,50,91,25,18,0,6,5,-,,0,,,bat,Sri Lanka,2,Sydney Cricket Ground,2022,11,Sri Lanka_England_2022-11-05,England,England,Sri Lanka
32,AD Hales,CAK Rajitha,JC Buttler,2,0,2,52,89,24,15,0,1,6,-,,0,,,bat,Sri Lanka,2,Sydney Cricket Ground,2022,11,Sri Lanka_England_2022-11-05,England,England,Sri Lanka
33,AD Hales,CAK Rajitha,JC Buttler,6,0,6,58,83,30,16,0,2,6,-,,0,,,bat,Sri Lanka,2,Sydney Cricket Ground,2022,11,Sri Lanka_England_2022-11-05,England,England,Sri Lanka
34,AD Hales,CAK Rajitha,JC Buttler,4,0,4,62,79,34,17,0,3,6,-,,0,,,bat,Sri Lanka,2,Sydney Cricket Ground,2022,11,Sri Lanka_England_2022-11-05,England,England,Sri Lanka
35,AD Hales,CAK Rajitha,JC Buttler,4,0,4,66,75,38,18,0,4,6,-,,0,,,bat,Sri Lanka,2,Sydney Cricket Ground,2022,11,Sri Lanka_England_2022-11-05,England,England,Sri Lanka
36,AD Hales,CAK Rajitha,JC Buttler,0,0,0,66,75,38,19,0,5,6,-,"{'by': 'Sri Lanka', 'umpire': 'P Wilson', 'batter': 'AD Hales', 'decision': 'struck down'}",0,,,bat,Sri Lanka,2,Sydney Cricket Ground,2022,11,Sri Lanka_England_2022-11-05,England,England,Sri Lanka
37,AD Hales,CAK Rajitha,JC Buttler,4,0,4,70,71,42,20,0,6,6,-,,0,,,bat,Sri Lanka,2,Sydney Cricket Ground,2022,11,Sri Lanka_England_2022-11-05,England,England,Sri Lanka
38,JC Buttler,M Theekshana,AD Hales,0,0,0,70,71,25,19,0,1,7,-,,0,,,bat,Sri Lanka,2,Sydney Cricket Ground,2022,11,Sri Lanka_England_2022-11-05,England,England,Sri Lanka
39,JC Buttler,M Theekshana,AD Hales,0,0,0,70,71,25,20,0,2,7,-,,0,,,bat,Sri Lanka,2,Sydney Cricket Ground,2022,11,Sri Lanka_England_2022-11-05,England,England,Sri Lanka
40,JC Buttler,M Theekshana,AD Hales,1,0,1,71,70,26,21,0,3,7,-,,0,,,bat,Sri Lanka,2,Sydney Cricket Ground,2022,11,Sri Lanka_England_2022-11-05,England,England,Sri Lanka
41,AD Hales,M Theekshana,JC Buttler,0,0,0,71,70,42,21,0,4,7,-,,0,,,bat,Sri Lanka,2,Sydney Cricket Ground,2022,11,Sri Lanka_England_2022-11-05,England,England,Sri Lanka
42,AD Hales,M Theekshana,JC Buttler,1,0,1,72,69,43,22,0,5,7,-,,0,,,bat,Sri Lanka,2,Sydney Cricket Ground,2022,11,Sri Lanka_England_2022-11-05,England,England,Sri Lanka
43,JC Buttler,M Theekshana,AD Hales,2,0,2,74,67,28,22,0,6,7,-,,0,,,bat,Sri Lanka,2,Sydney Cricket Ground,2022,11,Sri Lanka_England_2022-11-05,England,England,Sri Lanka
44,AD Hales,PWH de Silva,JC Buttler,1,0,1,75,66,44,23,0,1,8,-,,0,,,bat,Sri Lanka,2,Sydney Cricket Ground,2022,11,Sri Lanka_England_2022-11-05,England,England,Sri Lanka
45,JC Buttler,PWH de Silva,AD Hales,0,0,0,75,66,28,23,1,2,8,-,,caught,JC Buttler,C Karunaratne,bat,Sri Lanka,2,Sydney Cricket Ground,2022,11,Sri Lanka_England_2022-11-05,England,England,Sri Lanka
46,BA Stokes,PWH de Silva,AD Hales,1,0,1,76,65,1,1,1,3,8,-,,0,,,bat,Sri Lanka,2,Sydney Cricket Ground,2022,11,Sri Lanka_England_2022-11-05,England,England,Sri Lanka
47,AD Hales,PWH de Silva,BA Stokes,0,0,0,76,65,44,24,1,4,8,-,,0,,,bat,Sri Lanka,2,Sydney Cricket Ground,2022,11,Sri Lanka_England_2022-11-05,England,England,Sri Lanka
48,AD Hales,PWH de Silva,BA Stokes,0,0,0,76,65,44,25,1,5,8,-,,0,,,bat,Sri Lanka,2,Sydney Cricket Ground,2022,11,Sri Lanka_England_2022-11-05,England,England,Sri Lanka
49,AD Hales,PWH de Silva,BA Stokes,0,0,0,76,65,44,26,1,6,8,-,,0,,,bat,Sri Lanka,2,Sydney Cricket Ground,2022,11,Sri Lanka_England_2022-11-05,England,England,Sri Lanka
50,BA Stokes,DM de Silva,AD Hales,1,0,1,77,64,2,2,1,1,9,-,,0,,,bat,Sri Lanka,2,Sydney Cricket Ground,2022,11,Sri Lanka_England_2022-11-05,England,England,Sri Lanka
51,AD Hales,DM de Silva,BA Stokes,0,0,0,77,64,44,27,1,2,9,-,,0,,,bat,Sri Lanka,2,Sydney Cricket Ground,2022,11,Sri Lanka_England_2022-11-05,England,England,Sri Lanka
52,AD Hales,DM de Silva,BA Stokes,2,0,2,79,62,46,28,1,3,9,-,,0,,,bat,Sri Lanka,2,Sydney Cricket Ground,2022,11,Sri Lanka_England_2022-11-05,England,England,Sri Lanka
53,AD Hales,DM de Silva,BA Stokes,0,0,0,79,62,46,29,1,4,9,-,,0,,,bat,Sri Lanka,2,Sydney Cricket Ground,2022,11,Sri Lanka_England_2022-11-05,England,England,Sri Lanka
54,AD Hales,DM de Silva,BA Stokes,1,0,1,80,61,47,30,1,5,9,-,,0,,,bat,Sri Lanka,2,Sydney Cricket Ground,2022,11,Sri Lanka_England_2022-11-05,England,England,Sri Lanka
55,BA Stokes,DM de Silva,AD Hales,2,0,2,82,59,4,3,1,6,9,-,,0,,,bat,Sri Lanka,2,Sydney Cricket Ground,2022,11,Sri Lanka_England_2022-11-05,England,England,Sri Lanka
56,AD Hales,PWH de Silva,BA Stokes,0,0,0,82,59,47,31,2,1,10,-,,caught and bowled,AD Hales,,bat,Sri Lanka,2,Sydney Cricket Ground,2022,11,Sri Lanka_England_2022-11-05,England,England,Sri Lanka
57,HC Brook,PWH de Silva,BA Stokes,2,0,2,84,57,2,1,2,2,10,-,,0,,,bat,Sri Lanka,2,Sydney Cricket Ground,2022,11,Sri Lanka_England_2022-11-05,England,England,Sri Lanka
58,HC Brook,PWH de Silva,BA Stokes,0,0,0,84,57,2,2,2,3,10,-,,0,,,bat,Sri Lanka,2,Sydney Cricket Ground,2022,11,Sri Lanka_England_2022-11-05,England,England,Sri Lanka
59,HC Brook,PWH de Silva,BA Stokes,1,0,1,85,56,3,3,2,4,10,-,,0,,,bat,Sri Lanka,2,Sydney Cricket Ground,2022,11,Sri Lanka_England_2022-11-05,England,England,Sri Lanka
60,BA Stokes,PWH de Silva,HC Brook,0,0,0,85,56,4,4,2,5,10,-,,0,,,bat,Sri Lanka,2,Sydney Cricket Ground,2022,11,Sri Lanka_England_2022-11-05,England,England,Sri Lanka
61,BA Stokes,PWH de Silva,HC Brook,1,0,1,86,55,5,5,2,6,10,-,,0,,,bat,Sri Lanka,2,Sydney Cricket Ground,2022,11,Sri Lanka_England_2022-11-05,England,England,Sri Lanka
62,BA Stokes,DM de Silva,HC Brook,1,0,1,87,54,6,6,2,1,11,-,,0,,,bat,Sri Lanka,2,Sydney Cricket Ground,2022,11,Sri Lanka_England_2022-11-05,England,England,Sri Lanka
63,HC Brook,DM de Silva,BA Stokes,1,0,1,88,53,4,4,2,2,11,-,,0,,,bat,Sri Lanka,2,Sydney Cricket Ground,2022,11,Sri Lanka_England_2022-11-05,England,England,Sri Lanka
64,BA Stokes,DM de Silva,HC Brook,0,0,0,88,53,6,7,2,3,11,-,,0,,,bat,Sri Lanka,2,Sydney Cricket Ground,2022,11,Sri Lanka_England_2022-11-05,England,England,Sri Lanka
65,BA Stokes,DM de Silva,HC Brook,4,0,4,92,49,10,8,2,4,11,-,,0,,,bat,Sri Lanka,2,Sydney Cricket Ground,2022,11,Sri Lanka_England_2022-11-05,England,England,Sri Lanka
66,BA Stokes,DM de Silva,HC Brook,1,0,1,93,48,11,9,2,5,11,-,,0,,,bat,Sri Lanka,2,Sydney Cricket Ground,2022,11,Sri Lanka_England_2022-11-05,England,England,Sri Lanka
67,HC Brook,DM de Silva,BA Stokes,0,0,0,93,48,4,5,3,6,11,-,,caught and bowled,HC Brook,,bat,Sri Lanka,2,Sydney Cricket Ground,2022,11,Sri Lanka_England_2022-11-05,England,England,Sri Lanka
68,BA Stokes,PWH de Silva,LS Livingstone,0,0,0,93,48,11,10,3,1,12,-,,0,,,bat,Sri Lanka,2,Sydney Cricket Ground,2022,11,Sri Lanka_England_2022-11-05,England,England,Sri Lanka
69,BA Stokes,PWH de Silva,LS Livingstone,1,0,1,94,47,12,11,3,2,12,-,,0,,,bat,Sri Lanka,2,Sydney Cricket Ground,2022,11,Sri Lanka_England_2022-11-05,England,England,Sri Lanka
70,LS Livingstone,PWH de Silva,BA Stokes,1,0,1,95,46,1,1,3,3,12,-,,0,,,bat,Sri Lanka,2,Sydney Cricket Ground,2022,11,Sri Lanka_England_2022-11-05,England,England,Sri Lanka
71,BA Stokes,PWH de Silva,LS Livingstone,2,0,2,97,44,14,12,3,4,12,-,,0,,,bat,Sri Lanka,2,Sydney Cricket Ground,2022,11,Sri Lanka_England_2022-11-05,England,England,Sri Lanka
72,BA Stokes,PWH de Silva,LS Livingstone,1,0,1,98,43,15,13,3,5,12,-,,0,,,bat,Sri Lanka,2,Sydney Cricket Ground,2022,11,Sri Lanka_England_2022-11-05,England,England,Sri Lanka
73,LS Livingstone,PWH de Silva,BA Stokes,0,0,0,98,43,1,2,3,6,12,-,,0,,,bat,Sri Lanka,2,Sydney Cricket Ground,2022,11,Sri Lanka_England_2022-11-05,England,England,Sri Lanka
74,BA Stokes,DM de Silva,LS Livingstone,1,0,1,99,42,16,14,3,1,13,-,,0,,,bat,Sri Lanka,2,Sydney Cricket Ground,2022,11,Sri Lanka_England_2022-11-05,England,England,Sri Lanka
75,LS Livingstone,DM de Silva,BA Stokes,1,0,1,100,41,2,3,3,2,13,-,,0,,,bat,Sri Lanka,2,Sydney Cricket Ground,2022,11,Sri Lanka_England_2022-11-05,England,England,Sri Lanka
76,BA Stokes,DM de Silva,LS Livingstone,3,0,3,103,38,19,15,3,3,13,-,,0,,,bat,Sri Lanka,2,Sydney Cricket Ground,2022,11,Sri Lanka_England_2022-11-05,England,England,Sri Lanka
77,LS Livingstone,DM de Silva,BA Stokes,1,0,1,104,37,3,4,3,4,13,-,,0,,,bat,Sri Lanka,2,Sydney Cricket Ground,2022,11,Sri Lanka_England_2022-11-05,England,England,Sri Lanka
78,BA Stokes,DM de Silva,LS Livingstone,1,0,1,105,36,20,16,3,5,13,-,,0,,,bat,Sri Lanka,2,Sydney Cricket Ground,2022,11,Sri Lanka_England_2022-11-05,England,England,Sri Lanka
79,LS Livingstone,DM de Silva,BA Stokes,1,0,1,106,35,4,5,3,6,13,-,,0,,,bat,Sri Lanka,2,Sydney Cricket Ground,2022,11,Sri Lanka_England_2022-11-05,England,England,Sri Lanka
80,LS Livingstone,CBRLS Kumara,BA Stokes,0,0,0,106,35,4,6,4,1,14,-,,caught,LS Livingstone,DM de Silva,bat,Sri Lanka,2,Sydney Cricket Ground,2022,11,Sri Lanka_England_2022-11-05,England,England,Sri Lanka
81,MM Ali,CBRLS Kumara,BA Stokes,0,0,0,106,35,0,1,4,2,14,-,,0,,,bat,Sri Lanka,2,Sydney Cricket Ground,2022,11,Sri Lanka_England_2022-11-05,England,England,Sri Lanka
82,MM Ali,CBRLS Kumara,BA Stokes,0,0,0,106,35,0,2,4,3,14,-,,0,,,bat,Sri Lanka,2,Sydney Cricket Ground,2022,11,Sri Lanka_England_2022-11-05,England,England,Sri Lanka
83,MM Ali,CBRLS Kumara,BA Stokes,1,0,1,107,34,1,3,4,4,14,-,,0,,,bat,Sri Lanka,2,Sydney Cricket Ground,2022,11,Sri Lanka_England_2022-11-05,England,England,Sri Lanka
84,BA Stokes,CBRLS Kumara,MM Ali,0,2,2,109,32,20,17,4,5,14,legbyes,,0,,,bat,Sri Lanka,2,Sydney Cricket Ground,2022,11,Sri Lanka_England_2022-11-05,England,England,Sri Lanka
85,BA Stokes,CBRLS Kumara,MM Ali,1,0,1,110,31,21,18,4,6,14,-,,0,,,bat,Sri Lanka,2,Sydney Cricket Ground,2022,11,Sri Lanka_England_2022-11-05,England,England,Sri Lanka
86,BA Stokes,DM de Silva,MM Ali,1,0,1,111,30,22,19,4,1,15,-,,0,,,bat,Sri Lanka,2,Sydney Cricket Ground,2022,11,Sri Lanka_England_2022-11-05,England,England,Sri Lanka
87,MM Ali,DM de Silva,BA Stokes,0,0,0,111,30,1,4,4,2,15,-,,0,,,bat,Sri Lanka,2,Sydney Cricket Ground,2022,11,Sri Lanka_England_2022-11-05,England,England,Sri Lanka
88,MM Ali,DM de Silva,BA Stokes,0,0,0,111,30,1,5,5,3,15,-,,caught,MM Ali,MD Shanaka,bat,Sri Lanka,2,Sydney Cricket Ground,2022,11,Sri Lanka_England_2022-11-05,England,England,Sri Lanka
89,SM Curran,DM de Silva,BA Stokes,1,0,1,112,29,1,1,5,4,15,-,,0,,,bat,Sri Lanka,2,Sydney Cricket Ground,2022,11,Sri Lanka_England_2022-11-05,England,England,Sri Lanka
90,BA Stokes,DM de Silva,SM Curran,0,0,0,112,29,22,20,5,5,15,-,,0,,,bat,Sri Lanka,2,Sydney Cricket Ground,2022,11,Sri Lanka_England_2022-11-05,England,England,Sri Lanka
91,BA Stokes,DM de Silva,SM Curran,1,0,1,113,28,23,21,5,6,15,-,,0,,,bat,Sri Lanka,2,Sydney Cricket Ground,2022,11,Sri Lanka_England_2022-11-05,England,England,Sri Lanka
92,BA Stokes,KIC Asalanka,SM Curran,4,0,4,117,24,27,22,5,1,16,-,,0,,,bat,Sri Lanka,2,Sydney Cricket Ground,2022,11,Sri Lanka_England_2022-11-05,England,England,Sri Lanka
93,BA Stokes,KIC Asalanka,SM Curran,1,0,1,118,23,28,23,5,2,16,-,,0,,,bat,Sri Lanka,2,Sydney Cricket Ground,2022,11,Sri Lanka_England_2022-11-05,England,England,Sri Lanka
94,SM Curran,KIC Asalanka,BA Stokes,0,0,0,118,23,1,2,5,3,16,-,,0,,,bat,Sri Lanka,2,Sydney Cricket Ground,2022,11,Sri Lanka_England_2022-11-05,England,England,Sri Lanka
95,SM Curran,KIC Asalanka,BA Stokes,1,0,1,119,22,2,3,5,4,16,-,,0,,,bat,Sri Lanka,2,Sydney Cricket Ground,2022,11,Sri Lanka_England_2022-11-05,England,England,Sri Lanka
96,BA Stokes,KIC Asalanka,SM Curran,1,0,1,120,21,29,24,5,5,16,-,,0,,,bat,Sri Lanka,2,Sydney Cricket Ground,2022,11,Sri Lanka_England_2022-11-05,England,England,Sri Lanka
97,SM Curran,KIC Asalanka,BA Stokes,1,0,1,121,20,3,4,5,6,16,-,,0,,,bat,Sri Lanka,2,Sydney Cricket Ground,2022,11,Sri Lanka_England_2022-11-05,England,England,Sri Lanka
98,SM Curran,M Theekshana,BA Stokes,1,0,1,122,19,4,5,5,1,17,-,,0,,,bat,Sri Lanka,2,Sydney Cricket Ground,2022,11,Sri Lanka_England_2022-11-05,England,England,Sri Lanka
99,BA Stokes,M Theekshana,SM Curran,1,0,1,123,18,30,25,5,2,17,-,,0,,,bat,Sri Lanka,2,Sydney Cricket Ground,2022,11,Sri Lanka_England_2022-11-05,England,England,Sri Lanka
100,SM Curran,M Theekshana,BA Stokes,1,0,1,124,17,5,6,5,3,17,-,,0,,,bat,Sri Lanka,2,Sydney Cricket Ground,2022,11,Sri Lanka_England_2022-11-05,England,England,Sri Lanka
101,BA Stokes,M Theekshana,SM Curran,0,1,1,125,16,30,26,5,4,17,wides,,0,,,bat,Sri Lanka,2,Sydney Cricket Ground,2022,11,Sri Lanka_England_2022-11-05,England,England,Sri Lanka
102,BA Stokes,M Theekshana,SM Curran,0,0,0,125,16,30,27,5,5,17,-,,0,,,bat,Sri Lanka,2,Sydney Cricket Ground,2022,11,Sri Lanka_England_2022-11-05,England,England,Sri Lanka
103,BA Stokes,M Theekshana,SM Curran,2,0,2,127,14,32,28,5,6,17,-,,0,,,bat,Sri Lanka,2,Sydney Cricket Ground,2022,11,Sri Lanka_England_2022-11-05,England,England,Sri Lanka
104,BA Stokes,M Theekshana,SM Curran,0,0,0,127,14,32,29,5,7,17,-,,0,,,bat,Sri Lanka,2,Sydney Cricket Ground,2022,11,Sri Lanka_England_2022-11-05,England,England,Sri Lanka
105,SM Curran,CBRLS Kumara,BA Stokes,0,0,0,127,14,5,7,5,1,18,-,,0,,,bat,Sri Lanka,2,Sydney Cricket Ground,2022,11,Sri Lanka_England_2022-11-05,England,England,Sri Lanka
106,SM Curran,CBRLS Kumara,BA Stokes,0,0,0,127,14,5,8,5,2,18,-,,0,,,bat,Sri Lanka,2,Sydney Cricket Ground,2022,11,Sri Lanka_England_2022-11-05,England,England,Sri Lanka
107,SM Curran,CBRLS Kumara,BA Stokes,0,0,0,127,14,5,9,5,3,18,-,,0,,,bat,Sri Lanka,2,Sydney Cricket Ground,2022,11,Sri Lanka_England_2022-11-05,England,England,Sri Lanka
108,SM Curran,CBRLS Kumara,BA Stokes,1,0,1,128,13,6,10,5,4,18,-,,0,,,bat,Sri Lanka,2,Sydney Cricket Ground,2022,11,Sri Lanka_England_2022-11-05,England,England,Sri Lanka
109,BA Stokes,CBRLS Kumara,SM Curran,1,0,1,129,12,33,30,5,5,18,-,,0,,,bat,Sri Lanka,2,Sydney Cricket Ground,2022,11,Sri Lanka_England_2022-11-05,England,England,Sri Lanka
110,SM Curran,CBRLS Kumara,BA Stokes,0,0,0,129,12,6,11,6,6,18,-,,caught,SM Curran,CAK Rajitha,bat,Sri Lanka,2,Sydney Cricket Ground,2022,11,Sri Lanka_England_2022-11-05,England,England,Sri Lanka
111,BA Stokes,CAK Rajitha,CR Woakes,1,0,1,130,11,34,31,6,1,19,-,,0,,,bat,Sri Lanka,2,Sydney Cricket Ground,2022,11,Sri Lanka_England_2022-11-05,England,England,Sri Lanka
112,CR Woakes,CAK Rajitha,BA Stokes,1,0,1,131,10,1,1,6,2,19,-,,0,,,bat,Sri Lanka,2,Sydney Cricket Ground,2022,11,Sri Lanka_England_2022-11-05,England,England,Sri Lanka
113,BA Stokes,CAK Rajitha,CR Woakes,2,0,2,133,8,36,32,6,3,19,-,,0,,,bat,Sri Lanka,2,Sydney Cricket Ground,2022,11,Sri Lanka_England_2022-11-05,England,England,Sri Lanka
114,BA Stokes,CAK Rajitha,CR Woakes,0,1,1,134,7,36,33,6,4,19,wides,,0,,,bat,Sri Lanka,2,Sydney Cricket Ground,2022,11,Sri Lanka_England_2022-11-05,England,England,Sri Lanka
115,BA Stokes,CAK Rajitha,CR Woakes,2,0,2,136,5,38,34,6,5,19,-,,0,,,bat,Sri Lanka,2,Sydney Cricket Ground,2022,11,Sri Lanka_England_2022-11-05,England,England,Sri Lanka
116,BA Stokes,CAK Rajitha,CR Woakes,0,0,0,136,5,38,35,6,6,19,-,,0,,,bat,Sri Lanka,2,Sydney Cricket Ground,2022,11,Sri Lanka_England_2022-11-05,England,England,Sri Lanka
117,BA Stokes,CAK Rajitha,CR Woakes,1,0,1,137,4,39,36,6,7,19,-,,0,,,bat,Sri Lanka,2,Sydney Cricket Ground,2022,11,Sri Lanka_England_2022-11-05,England,England,Sri Lanka
118,BA Stokes,CBRLS Kumara,CR Woakes,2,0,2,139,2,41,37,6,1,20,-,,0,,,bat,Sri Lanka,2,Sydney Cricket Ground,2022,11,Sri Lanka_England_2022-11-05,England,England,Sri Lanka
119,BA Stokes,CBRLS Kumara,CR Woakes,1,0,1,140,1,42,38,6,2,20,-,,0,,,bat,Sri Lanka,2,Sydney Cricket Ground,2022,11,Sri Lanka_England_2022-11-05,England,England,Sri Lanka
120,CR Woakes,CBRLS Kumara,BA Stokes,0,0,0,140,1,1,2,6,3,20,-,,0,,,bat,Sri Lanka,2,Sydney Cricket Ground,2022,11,Sri Lanka_England_2022-11-05,England,England,Sri Lanka
121,CR Woakes,CBRLS Kumara,BA Stokes,4,0,4,144,-3,5,3,6,4,20,-,,0,,,bat,Sri Lanka,2,Sydney Cricket Ground,2022,11,Sri Lanka_England_2022-11-05,England,England,Sri Lanka
