,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,wicket_type,player_out,fielder,over,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
10,AK Markram,CH Gayle,Q de Kock,0,0,0,6,,2,5,1,4,-,0,,,1,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
11,AK Markram,CH Gayle,Q de Kock,1,0,1,7,,3,6,1,5,-,0,,,1,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
12,Q de Kock,CH Gayle,AK Markram,0,0,0,7,,3,4,1,6,-,0,,,1,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
13,AK Markram,FH Edwards,Q de Kock,0,0,0,7,,3,7,1,1,-,0,,,2,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
14,AK Markram,FH Edwards,Q de Kock,2,0,2,9,,5,8,1,2,-,0,,,2,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
15,AK Markram,FH Edwards,Q de Kock,0,0,0,9,,5,9,1,3,-,0,,,2,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
16,AK Markram,FH Edwards,Q de Kock,4,0,4,13,,9,10,1,4,-,0,,,2,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
17,AK Markram,FH Edwards,Q de Kock,2,0,2,15,,11,11,1,5,-,0,,,2,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
18,AK Markram,FH Edwards,Q de Kock,0,0,0,15,,11,12,1,6,-,0,,,2,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
19,Q de Kock,DJ Bravo,AK Markram,0,1,1,16,,3,5,1,1,wides,0,,,3,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
20,Q de Kock,DJ Bravo,AK Markram,0,1,1,17,,3,6,1,2,wides,0,,,3,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
21,Q de Kock,DJ Bravo,AK Markram,0,0,0,17,,3,7,1,3,-,0,,,3,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
22,Q de Kock,DJ Bravo,AK Markram,1,0,1,18,,4,8,1,4,-,0,,,3,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
23,AK Markram,DJ Bravo,Q de Kock,0,0,0,18,,11,13,1,5,-,0,,,3,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
24,AK Markram,DJ Bravo,Q de Kock,1,0,1,19,,12,14,1,6,-,0,,,3,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
25,Q de Kock,DJ Bravo,AK Markram,1,0,1,20,,5,9,1,7,-,0,,,3,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
26,AK Markram,DJ Bravo,Q de Kock,1,0,1,21,,13,15,1,8,-,0,,,3,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
27,AK Markram,OC McCoy,Q de Kock,6,0,6,27,,19,16,1,1,-,0,,,4,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
28,AK Markram,OC McCoy,Q de Kock,1,0,1,28,,20,17,1,2,-,0,,,4,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
29,Q de Kock,OC McCoy,AK Markram,1,0,1,29,,6,10,1,3,-,0,,,4,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
30,AK Markram,OC McCoy,Q de Kock,1,0,1,30,,21,18,1,4,-,0,,,4,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
31,Q de Kock,OC McCoy,AK Markram,2,0,2,32,,8,11,1,5,-,0,,,4,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
32,Q de Kock,OC McCoy,AK Markram,2,0,2,34,,10,12,1,6,-,0,,,4,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
33,AK Markram,AD Russell,Q de Kock,1,0,1,35,,22,19,1,1,-,0,,,5,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
34,Q de Kock,AD Russell,AK Markram,4,0,4,39,,14,13,1,2,-,0,,,5,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
35,Q de Kock,AD Russell,AK Markram,6,0,6,45,,20,14,1,3,-,0,,,5,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
36,Q de Kock,AD Russell,AK Markram,4,0,4,49,,24,15,1,4,-,0,,,5,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
37,Q de Kock,AD Russell,AK Markram,0,0,0,49,,24,16,1,5,-,0,,,5,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
38,Q de Kock,AD Russell,AK Markram,0,0,0,49,,24,17,1,6,-,0,,,5,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
39,AK Markram,AJ Hosein,Q de Kock,1,0,1,50,,23,20,1,1,-,0,,,6,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
40,Q de Kock,AJ Hosein,AK Markram,6,0,6,56,,30,18,1,2,-,0,,,6,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
41,Q de Kock,AJ Hosein,AK Markram,0,0,0,56,,30,19,1,3,-,0,,,6,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
42,Q de Kock,AJ Hosein,AK Markram,1,0,1,57,,31,20,1,4,-,0,,,6,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
43,AK Markram,AJ Hosein,Q de Kock,2,0,2,59,,25,21,1,5,-,0,,,6,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
44,AK Markram,AJ Hosein,Q de Kock,1,0,1,60,,26,22,1,6,-,0,,,6,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
45,AK Markram,CH Gayle,Q de Kock,0,1,1,61,,26,23,1,1,wides,0,,,7,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
46,AK Markram,CH Gayle,Q de Kock,1,0,1,62,,27,24,1,2,-,0,,,7,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
47,Q de Kock,CH Gayle,AK Markram,1,0,1,63,,32,21,1,3,-,0,,,7,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
48,AK Markram,CH Gayle,Q de Kock,0,0,0,63,,27,25,1,4,-,0,,,7,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
49,AK Markram,CH Gayle,Q de Kock,1,0,1,64,,28,26,1,5,-,0,,,7,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
50,Q de Kock,CH Gayle,AK Markram,1,0,1,65,,33,22,1,6,-,0,,,7,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
51,AK Markram,CH Gayle,Q de Kock,6,0,6,71,,34,27,1,7,-,0,,,7,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
52,Q de Kock,KA Pollard,AK Markram,0,0,0,71,,33,23,1,1,-,0,,,8,"{'by': 'South Africa', 'umpire': 'GO Brathwaite', 'batter': 'Q de Kock', 'decision': 'upheld'}",bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
53,Q de Kock,KA Pollard,AK Markram,1,0,1,72,,34,24,1,2,-,0,,,8,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
54,AK Markram,KA Pollard,Q de Kock,1,0,1,73,,35,28,1,3,-,0,,,8,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
55,Q de Kock,KA Pollard,AK Markram,2,0,2,75,,36,25,1,4,-,0,,,8,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
56,Q de Kock,KA Pollard,AK Markram,2,0,2,77,,38,26,1,5,-,0,,,8,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
57,Q de Kock,KA Pollard,AK Markram,0,0,0,77,,38,27,1,6,-,0,,,8,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
58,AK Markram,DJ Bravo,Q de Kock,1,0,1,78,,36,29,1,1,-,0,,,9,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
59,Q de Kock,DJ Bravo,AK Markram,1,0,1,79,,39,28,1,2,-,0,,,9,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
60,AK Markram,DJ Bravo,Q de Kock,1,0,1,80,,37,30,1,3,-,0,,,9,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
61,Q de Kock,DJ Bravo,AK Markram,4,0,4,84,,43,29,1,4,-,0,,,9,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
62,Q de Kock,DJ Bravo,AK Markram,2,0,2,86,,45,30,1,5,-,0,,,9,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
63,Q de Kock,DJ Bravo,AK Markram,1,0,1,87,,46,31,1,6,-,0,,,9,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
64,Q de Kock,KA Pollard,AK Markram,1,0,1,88,,47,32,1,1,-,0,,,10,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
65,AK Markram,KA Pollard,Q de Kock,6,0,6,94,,43,31,1,2,-,0,,,10,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
66,AK Markram,KA Pollard,Q de Kock,1,0,1,95,,44,32,1,3,-,0,,,10,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
67,Q de Kock,KA Pollard,AK Markram,0,0,0,95,,47,33,1,4,-,0,,,10,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
68,Q de Kock,KA Pollard,AK Markram,1,0,1,96,,48,34,1,5,-,0,,,10,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
69,AK Markram,KA Pollard,Q de Kock,0,1,1,97,,44,33,1,6,wides,0,,,10,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
70,AK Markram,KA Pollard,Q de Kock,1,0,1,98,,45,34,1,7,-,0,,,10,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
71,AK Markram,AJ Hosein,Q de Kock,0,1,1,99,,45,35,1,1,byes,0,,,11,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
72,Q de Kock,AJ Hosein,AK Markram,1,0,1,100,,49,35,1,2,-,0,,,11,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
73,AK Markram,AJ Hosein,Q de Kock,0,0,0,100,,45,36,1,3,-,0,,,11,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
74,AK Markram,AJ Hosein,Q de Kock,6,0,6,106,,51,37,1,4,-,0,,,11,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
75,AK Markram,AJ Hosein,Q de Kock,4,0,4,110,,55,38,1,5,-,0,,,11,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
76,AK Markram,AJ Hosein,Q de Kock,2,0,2,112,,57,39,1,6,-,0,,,11,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
77,Q de Kock,OC McCoy,AK Markram,1,0,1,113,,50,36,1,1,-,0,,,12,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
78,AK Markram,OC McCoy,Q de Kock,0,1,1,114,,57,40,1,2,wides,0,,,12,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
79,AK Markram,OC McCoy,Q de Kock,0,1,1,115,,57,41,1,3,wides,0,,,12,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
80,AK Markram,OC McCoy,Q de Kock,1,0,1,116,,58,42,1,4,-,0,,,12,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
81,Q de Kock,OC McCoy,AK Markram,1,0,1,117,,51,37,1,5,-,0,,,12,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
82,AK Markram,OC McCoy,Q de Kock,0,0,0,117,,58,43,1,6,-,0,,,12,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
83,AK Markram,OC McCoy,Q de Kock,1,0,1,118,,59,44,1,7,-,0,,,12,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
84,Q de Kock,OC McCoy,AK Markram,1,0,1,119,,52,38,1,8,-,0,,,12,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
85,Q de Kock,AD Russell,AK Markram,0,0,0,119,,52,39,1,1,-,0,,,13,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
86,Q de Kock,AD Russell,AK Markram,4,0,4,123,,56,40,1,2,-,0,,,13,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
87,Q de Kock,AD Russell,AK Markram,1,0,1,124,,57,41,1,3,-,0,,,13,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
88,AK Markram,AD Russell,Q de Kock,1,0,1,125,,60,45,1,4,-,0,,,13,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
89,Q de Kock,AD Russell,AK Markram,2,0,2,127,,59,42,1,5,-,0,,,13,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
90,Q de Kock,AD Russell,AK Markram,1,0,1,128,,60,43,1,6,-,0,,,13,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
91,Q de Kock,FH Edwards,AK Markram,0,0,0,128,,60,44,2,1,-,caught,Q de Kock,AD Russell,14,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
92,AK Markram,FH Edwards,DA Miller,4,0,4,132,,64,46,2,2,-,0,,,14,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
93,AK Markram,FH Edwards,DA Miller,1,0,1,133,,65,47,2,3,-,0,,,14,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
94,DA Miller,FH Edwards,AK Markram,1,0,1,134,,1,1,2,4,-,0,,,14,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
95,AK Markram,FH Edwards,DA Miller,1,0,1,135,,66,48,2,5,-,0,,,14,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
96,DA Miller,FH Edwards,AK Markram,1,0,1,136,,2,2,2,6,-,0,,,14,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
97,DA Miller,DJ Bravo,AK Markram,1,0,1,137,,3,3,2,1,-,0,,,15,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
98,AK Markram,DJ Bravo,DA Miller,1,0,1,138,,67,49,2,2,-,0,,,15,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
99,DA Miller,DJ Bravo,AK Markram,1,0,1,139,,4,4,2,3,-,0,,,15,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
100,AK Markram,DJ Bravo,DA Miller,1,0,1,140,,68,50,2,4,-,0,,,15,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
101,DA Miller,DJ Bravo,AK Markram,1,0,1,141,,5,5,2,5,-,0,,,15,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
102,AK Markram,DJ Bravo,DA Miller,1,0,1,142,,69,51,2,6,-,0,,,15,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
103,AK Markram,OC McCoy,DA Miller,1,0,1,143,,70,52,2,1,-,0,,,16,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
104,DA Miller,OC McCoy,AK Markram,0,1,1,144,,5,6,2,2,legbyes,0,,,16,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
105,AK Markram,OC McCoy,DA Miller,0,0,0,144,,70,53,3,3,-,caught,AK Markram,LMP Simmons,16,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
106,DA Miller,OC McCoy,HE van der Dussen,1,0,1,145,,6,7,3,4,-,0,,,16,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
107,HE van der Dussen,OC McCoy,DA Miller,1,0,1,146,,1,1,3,5,-,0,,,16,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
108,DA Miller,OC McCoy,HE van der Dussen,1,0,1,147,,7,8,3,6,-,0,,,16,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
109,DA Miller,DJ Bravo,HE van der Dussen,0,1,1,148,,7,9,3,1,wides,0,,,17,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
110,DA Miller,DJ Bravo,HE van der Dussen,1,0,1,149,,8,10,3,2,-,0,,,17,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
111,HE van der Dussen,DJ Bravo,DA Miller,0,0,0,149,,1,2,4,3,-,caught and bowled,HE van der Dussen,,17,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
112,PWA Mulder,DJ Bravo,DA Miller,1,0,1,150,,1,1,4,4,-,0,,,17,,bat,South Africa,1,"National Cricket Stadium, St George's, Grenada",2021,07,South Africa_West Indies_2021-07-03,South Africa,South Africa,West Indies,True,168
