,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,over,extras,extra_type,wicket_type,player_out,fielder,review,toss_decision,toss_winner,innings,venue,date,batting_team,bowling_team
11,BM Duckett,Faheem Ashraf,JM Vince,3,0,3,17,5,4,6,2,,-,0,,,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
12,BM Duckett,Shaheen Shah Afridi,JM Vince,4,0,4,21,9,5,1,3,,-,0,,,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
13,BM Duckett,Shaheen Shah Afridi,JM Vince,0,0,0,21,9,6,2,3,,-,0,,,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
14,BM Duckett,Shaheen Shah Afridi,JM Vince,0,0,0,21,9,7,3,3,,-,caught,BM Duckett,Imad Wasim,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
15,JE Root,Shaheen Shah Afridi,JM Vince,0,0,0,21,0,1,4,3,,-,0,,,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
16,JE Root,Shaheen Shah Afridi,JM Vince,0,1,1,22,0,2,5,3,{'wides': 1},wides,0,,,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
17,JE Root,Shaheen Shah Afridi,JM Vince,1,0,1,23,1,3,6,3,,-,0,,,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
18,JM Vince,Shaheen Shah Afridi,JE Root,1,0,1,24,13,9,7,3,,-,0,,,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
19,JM Vince,Mohammad Hasnain,JE Root,1,0,1,25,14,10,1,4,,-,0,,,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
20,JE Root,Mohammad Hasnain,JM Vince,0,0,0,25,1,4,2,4,,-,0,,,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
21,JE Root,Mohammad Hasnain,JM Vince,1,0,1,26,2,5,3,4,,-,0,,,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
22,JM Vince,Mohammad Hasnain,JE Root,0,0,0,26,14,11,4,4,,-,0,,,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
23,JM Vince,Mohammad Hasnain,JE Root,0,1,1,27,14,12,5,4,{'wides': 1},wides,0,,,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
24,JM Vince,Mohammad Hasnain,JE Root,0,0,0,27,14,13,6,4,,-,0,,,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
25,JM Vince,Mohammad Hasnain,JE Root,4,0,4,31,18,14,7,4,,-,0,,,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
26,JE Root,Hasan Ali,JM Vince,0,0,0,31,2,6,1,5,,-,0,,,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
27,JE Root,Hasan Ali,JM Vince,1,0,1,32,3,7,2,5,,-,0,,,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
28,JM Vince,Hasan Ali,JE Root,0,0,0,32,18,15,3,5,,-,0,,,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
29,JM Vince,Hasan Ali,JE Root,1,0,1,33,19,16,4,5,,-,0,,,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
30,JE Root,Hasan Ali,JM Vince,1,0,1,34,4,8,5,5,,-,0,,,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
31,JM Vince,Hasan Ali,JE Root,4,0,4,38,23,17,6,5,,-,0,,,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
32,JE Root,Shaheen Shah Afridi,JM Vince,0,0,0,38,4,9,1,6,,-,0,,,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
33,JE Root,Shaheen Shah Afridi,JM Vince,2,0,2,40,6,10,2,6,,-,0,,,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
34,JE Root,Shaheen Shah Afridi,JM Vince,2,0,2,42,8,11,3,6,,-,0,,,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
35,JE Root,Shaheen Shah Afridi,JM Vince,1,0,1,43,9,12,4,6,,-,0,,,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
36,JM Vince,Shaheen Shah Afridi,JE Root,1,0,1,44,24,18,5,6,,-,0,,,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
37,JE Root,Shaheen Shah Afridi,JM Vince,4,0,4,48,13,13,6,6,,-,0,,,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
38,JM Vince,Imad Wasim,JE Root,1,0,1,49,25,19,1,7,,-,0,,,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
39,JE Root,Imad Wasim,JM Vince,1,0,1,50,14,14,2,7,,-,0,,,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
40,JM Vince,Imad Wasim,JE Root,1,0,1,51,26,20,3,7,,-,0,,,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
41,JE Root,Imad Wasim,JM Vince,1,0,1,52,15,15,4,7,,-,0,,,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
42,JM Vince,Imad Wasim,JE Root,1,0,1,53,27,21,5,7,,-,0,,,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
43,JE Root,Imad Wasim,JM Vince,0,0,0,53,15,16,6,7,,-,0,,,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
44,JM Vince,Mohammad Hasnain,JE Root,1,0,1,54,28,22,1,8,,-,0,,,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
45,JE Root,Mohammad Hasnain,JM Vince,1,0,1,55,16,17,2,8,,-,0,,,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
46,JM Vince,Mohammad Hasnain,JE Root,4,0,4,59,32,23,3,8,,-,0,,,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
47,JM Vince,Mohammad Hasnain,JE Root,1,0,1,60,33,24,4,8,,-,0,,,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
48,JE Root,Mohammad Hasnain,JM Vince,1,0,1,61,17,18,5,8,,-,0,,,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
49,JM Vince,Mohammad Hasnain,JE Root,0,0,0,61,33,25,6,8,,-,0,,,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
50,JE Root,Imad Wasim,JM Vince,0,0,0,61,17,19,1,9,,-,0,,,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
51,JE Root,Imad Wasim,JM Vince,1,0,1,62,18,20,2,9,,-,0,,,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
52,JM Vince,Imad Wasim,JE Root,1,0,1,63,34,26,3,9,,-,0,,,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
53,JE Root,Imad Wasim,JM Vince,1,0,1,64,19,21,4,9,,-,0,,,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
54,JM Vince,Imad Wasim,JE Root,2,0,2,66,36,27,5,9,,-,0,,,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
55,JM Vince,Imad Wasim,JE Root,0,0,0,66,36,28,6,9,,-,caught,JM Vince,Sarfraz Ahmed,"{'by': 'England', 'umpire': 'AG Wharf', 'batter': 'JM Vince', 'decision': 'struck down'}",bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
56,JE Root,Mohammad Hasnain,EJG Morgan,1,0,1,67,20,22,1,10,,-,0,,,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
57,EJG Morgan,Mohammad Hasnain,JE Root,1,0,1,68,1,1,2,10,,-,0,,,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
58,JE Root,Mohammad Hasnain,EJG Morgan,0,0,0,68,20,23,3,10,,-,0,,,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
59,JE Root,Mohammad Hasnain,EJG Morgan,2,0,2,70,22,24,4,10,,-,0,,,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
60,JE Root,Mohammad Hasnain,EJG Morgan,1,0,1,71,23,25,5,10,,-,0,,,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
61,EJG Morgan,Mohammad Hasnain,JE Root,4,0,4,75,5,2,6,10,,-,0,,,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
62,JE Root,Imad Wasim,EJG Morgan,4,0,4,79,27,26,1,11,,-,0,,,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
63,JE Root,Imad Wasim,EJG Morgan,0,0,0,79,27,27,2,11,,-,0,,,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
64,JE Root,Imad Wasim,EJG Morgan,1,0,1,80,28,28,3,11,,-,0,,,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
65,EJG Morgan,Imad Wasim,JE Root,2,0,2,82,7,3,4,11,,-,0,,,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
66,EJG Morgan,Imad Wasim,JE Root,0,0,0,82,7,4,5,11,,-,0,,,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
67,EJG Morgan,Imad Wasim,JE Root,0,0,0,82,7,5,6,11,,-,0,,,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
68,JE Root,Faheem Ashraf,EJG Morgan,0,1,1,83,28,29,1,12,{'legbyes': 1},legbyes,0,,,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
69,EJG Morgan,Faheem Ashraf,JE Root,0,0,0,83,7,6,2,12,,-,0,,,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
70,EJG Morgan,Faheem Ashraf,JE Root,6,0,6,89,13,7,3,12,,-,0,,,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
71,EJG Morgan,Faheem Ashraf,JE Root,4,0,4,93,17,8,4,12,,-,0,,,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
72,EJG Morgan,Faheem Ashraf,JE Root,4,0,4,97,21,9,5,12,,-,0,,,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
73,EJG Morgan,Faheem Ashraf,JE Root,2,0,2,99,23,10,6,12,,-,0,,,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
74,JE Root,Mohammad Hasnain,EJG Morgan,1,0,1,100,29,30,1,13,,-,0,,,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
75,EJG Morgan,Mohammad Hasnain,JE Root,0,1,1,101,23,11,2,13,{'legbyes': 1},legbyes,0,,,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
76,JE Root,Mohammad Hasnain,EJG Morgan,0,0,0,101,29,31,3,13,,-,0,,,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
77,JE Root,Mohammad Hasnain,EJG Morgan,0,0,0,101,29,32,4,13,,-,0,,,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
78,JE Root,Mohammad Hasnain,EJG Morgan,0,0,0,101,29,33,5,13,,-,0,,,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
79,JE Root,Mohammad Hasnain,EJG Morgan,4,0,4,105,33,34,6,13,,-,0,,,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
80,EJG Morgan,Hasan Ali,JE Root,1,0,1,106,24,12,1,14,,-,0,,,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
81,JE Root,Hasan Ali,EJG Morgan,1,0,1,107,34,35,2,14,,-,0,,,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
82,EJG Morgan,Hasan Ali,JE Root,0,0,0,107,24,13,3,14,,-,0,,,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
83,EJG Morgan,Hasan Ali,JE Root,1,0,1,108,25,14,4,14,,-,0,,,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
84,JE Root,Hasan Ali,EJG Morgan,4,0,4,112,38,36,5,14,,-,0,,,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
85,JE Root,Hasan Ali,EJG Morgan,1,0,1,113,39,37,6,14,,-,0,,,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
86,JE Root,Faheem Ashraf,EJG Morgan,4,0,4,117,43,38,1,15,,-,0,,,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
87,JE Root,Faheem Ashraf,EJG Morgan,1,0,1,118,44,39,2,15,,-,0,,,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
88,EJG Morgan,Faheem Ashraf,JE Root,1,0,1,119,26,15,3,15,,-,0,,,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
89,JE Root,Faheem Ashraf,EJG Morgan,1,0,1,120,45,40,4,15,,-,0,,,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
90,EJG Morgan,Faheem Ashraf,JE Root,1,0,1,121,27,16,5,15,,-,0,,,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
91,JE Root,Faheem Ashraf,EJG Morgan,1,0,1,122,46,41,6,15,,-,0,,,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
92,JE Root,Hasan Ali,EJG Morgan,1,0,1,123,47,42,1,16,,-,0,,,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
93,EJG Morgan,Hasan Ali,JE Root,6,1,7,130,33,17,2,16,{'noballs': 1},noballs,0,,,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
94,EJG Morgan,Hasan Ali,JE Root,1,0,1,131,34,18,3,16,,-,0,,,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
95,JE Root,Hasan Ali,EJG Morgan,0,0,0,131,47,43,4,16,,-,caught,JE Root,Sarfraz Ahmed,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
96,JL Denly,Hasan Ali,EJG Morgan,1,0,1,132,1,1,5,16,,-,0,,,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
97,EJG Morgan,Hasan Ali,JL Denly,4,0,4,136,38,19,6,16,,-,0,,,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
98,EJG Morgan,Hasan Ali,JL Denly,1,0,1,137,39,20,7,16,,-,0,,,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
99,EJG Morgan,Shaheen Shah Afridi,JL Denly,1,0,1,138,40,21,1,17,,-,0,,,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
100,JL Denly,Shaheen Shah Afridi,EJG Morgan,1,0,1,139,2,2,2,17,,-,0,,,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
101,EJG Morgan,Shaheen Shah Afridi,JL Denly,0,1,1,140,40,22,3,17,{'wides': 1},wides,0,,,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
102,EJG Morgan,Shaheen Shah Afridi,JL Denly,1,0,1,141,41,23,4,17,,-,0,,,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
103,JL Denly,Shaheen Shah Afridi,EJG Morgan,0,0,0,141,2,3,5,17,,-,0,,,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
104,JL Denly,Shaheen Shah Afridi,EJG Morgan,0,0,0,141,2,4,6,17,,-,0,,,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
105,JL Denly,Shaheen Shah Afridi,EJG Morgan,4,0,4,145,6,5,7,17,,-,0,,,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
106,EJG Morgan,Hasan Ali,JL Denly,4,0,4,149,45,24,1,18,,-,0,,,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
107,EJG Morgan,Hasan Ali,JL Denly,1,0,1,150,46,25,2,18,,-,0,,,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
108,JL Denly,Hasan Ali,EJG Morgan,1,0,1,151,7,6,3,18,,-,0,,,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
109,EJG Morgan,Hasan Ali,JL Denly,1,0,1,152,47,26,4,18,,-,0,,,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
110,JL Denly,Hasan Ali,EJG Morgan,4,0,4,156,11,7,5,18,,-,0,,,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
111,JL Denly,Hasan Ali,EJG Morgan,1,0,1,157,12,8,6,18,,-,0,,,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
112,JL Denly,Shaheen Shah Afridi,EJG Morgan,6,0,6,163,18,9,1,19,,-,0,,,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
113,JL Denly,Shaheen Shah Afridi,EJG Morgan,1,0,1,164,19,10,2,19,,-,0,,,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
114,EJG Morgan,Shaheen Shah Afridi,JL Denly,1,0,1,165,48,27,3,19,,-,0,,,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
115,JL Denly,Shaheen Shah Afridi,EJG Morgan,1,0,1,166,20,11,4,19,,-,0,,,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
116,EJG Morgan,Shaheen Shah Afridi,JL Denly,1,0,1,167,49,28,5,19,,-,0,,,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
117,JL Denly,Shaheen Shah Afridi,EJG Morgan,0,0,0,167,20,12,6,19,,-,0,,,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
118,EJG Morgan,Faheem Ashraf,JL Denly,2,0,2,169,51,29,1,20,,-,0,,,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
119,EJG Morgan,Faheem Ashraf,JL Denly,6,0,6,175,57,30,2,20,,-,0,,,,bat,Pakistan,2,Sophia Gardens,2019-05-05,England,Pakistan
