,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,over,wicket_type,player_out,fielder,replacements,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total,batter_type,non_striker_type,bowler_type
111,DJ Hussey,R Vinay Kumar,GJ Bailey,1,0,1,158,,33,26,3,-,2.0,18,0,,,,field,India,1,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,Australia,India,True,171,Right hand Bat,Right hand Bat,Right arm Medium
112,GJ Bailey,R Vinay Kumar,DJ Hussey,1,0,1,159,,10,8,3,-,3.0,18,0,,,,field,India,1,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,Australia,India,True,171,Right hand Bat,Right hand Bat,Right arm Medium
113,DJ Hussey,R Vinay Kumar,GJ Bailey,1,0,1,160,,34,27,3,-,4.0,18,0,,,,field,India,1,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,Australia,India,True,171,Right hand Bat,Right hand Bat,Right arm Medium
114,GJ Bailey,R Vinay Kumar,DJ Hussey,1,0,1,161,,11,9,3,-,5.0,18,0,,,,field,India,1,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,Australia,India,True,171,Right hand Bat,Right hand Bat,Right arm Medium
115,DJ Hussey,R Vinay Kumar,GJ Bailey,0,0,0,161,,34,28,3,-,6.0,18,0,,,,field,India,1,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,Australia,India,True,171,Right hand Bat,Right hand Bat,Right arm Medium
116,GJ Bailey,R Sharma,DJ Hussey,0,0,0,161,,11,10,3,-,1.0,19,0,,,,field,India,1,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,Australia,India,True,171,Right hand Bat,Right hand Bat,Right arm Legbreak
117,GJ Bailey,R Sharma,DJ Hussey,1,0,1,162,,12,11,3,-,2.0,19,0,,,,field,India,1,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,Australia,India,True,171,Right hand Bat,Right hand Bat,Right arm Legbreak
118,DJ Hussey,R Sharma,GJ Bailey,6,0,6,168,,40,29,3,-,3.0,19,0,,,,field,India,1,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,Australia,India,True,171,Right hand Bat,Right hand Bat,Right arm Legbreak
119,DJ Hussey,R Sharma,GJ Bailey,2,0,2,170,,42,30,3,-,4.0,19,0,,,,field,India,1,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,Australia,India,True,171,Right hand Bat,Right hand Bat,Right arm Legbreak
120,DJ Hussey,R Sharma,GJ Bailey,0,0,0,170,,42,31,4,-,5.0,19,bowled,DJ Hussey,,,field,India,1,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,Australia,India,True,171,Right hand Bat,Right hand Bat,Right arm Legbreak
121,MR Marsh,R Sharma,GJ Bailey,0,1,1,171,,0,1,4,legbyes,6.0,19,0,,,,field,India,1,Stadium Australia,2012,02,Australia_India_2012-02-01,Australia,Australia,India,True,171,Right hand Bat,Right hand Bat,Right arm Legbreak
