,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,wicket_type,player_out,fielder,over,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_final
44,DA Miller,SC Williams,HE van der Dussen,0,0,0,59,124,1,3,3,1,0,,,8,-,bat,South Africa,1,Buffalo Park,2018,10,South Africa_Zimbabwe_2018-10-09,South Africa,South Africa,Zimbabwe,160
45,DA Miller,SC Williams,HE van der Dussen,0,0,0,59,124,1,4,3,2,0,,,8,-,bat,South Africa,1,Buffalo Park,2018,10,South Africa_Zimbabwe_2018-10-09,South Africa,South Africa,Zimbabwe,160
46,DA Miller,SC Williams,HE van der Dussen,1,0,1,60,123,2,5,3,3,0,,,8,-,bat,South Africa,1,Buffalo Park,2018,10,South Africa_Zimbabwe_2018-10-09,South Africa,South Africa,Zimbabwe,160
47,HE van der Dussen,SC Williams,DA Miller,2,0,2,62,121,17,13,3,4,0,,,8,-,bat,South Africa,1,Buffalo Park,2018,10,South Africa_Zimbabwe_2018-10-09,South Africa,South Africa,Zimbabwe,160
48,HE van der Dussen,SC Williams,DA Miller,1,0,1,63,120,18,14,3,5,0,,,8,-,bat,South Africa,1,Buffalo Park,2018,10,South Africa_Zimbabwe_2018-10-09,South Africa,South Africa,Zimbabwe,160
49,DA Miller,SC Williams,HE van der Dussen,1,0,1,64,119,3,6,3,6,0,,,8,-,bat,South Africa,1,Buffalo Park,2018,10,South Africa_Zimbabwe_2018-10-09,South Africa,South Africa,Zimbabwe,160
50,DA Miller,B Mavuta,HE van der Dussen,1,0,1,65,118,4,7,3,1,0,,,9,-,bat,South Africa,1,Buffalo Park,2018,10,South Africa_Zimbabwe_2018-10-09,South Africa,South Africa,Zimbabwe,160
51,HE van der Dussen,B Mavuta,DA Miller,1,0,1,66,117,19,15,3,2,0,,,9,-,bat,South Africa,1,Buffalo Park,2018,10,South Africa_Zimbabwe_2018-10-09,South Africa,South Africa,Zimbabwe,160
52,DA Miller,B Mavuta,HE van der Dussen,0,0,0,66,117,4,8,3,3,0,,,9,-,bat,South Africa,1,Buffalo Park,2018,10,South Africa_Zimbabwe_2018-10-09,South Africa,South Africa,Zimbabwe,160
53,DA Miller,B Mavuta,HE van der Dussen,1,0,1,67,116,5,9,3,4,0,,,9,-,bat,South Africa,1,Buffalo Park,2018,10,South Africa_Zimbabwe_2018-10-09,South Africa,South Africa,Zimbabwe,160
54,HE van der Dussen,B Mavuta,DA Miller,2,0,2,69,114,21,16,3,5,0,,,9,-,bat,South Africa,1,Buffalo Park,2018,10,South Africa_Zimbabwe_2018-10-09,South Africa,South Africa,Zimbabwe,160
55,HE van der Dussen,B Mavuta,DA Miller,0,2,2,71,112,21,17,3,6,0,,,9,legbyes,bat,South Africa,1,Buffalo Park,2018,10,South Africa_Zimbabwe_2018-10-09,South Africa,South Africa,Zimbabwe,160
56,DA Miller,CJ Chibhabha,HE van der Dussen,2,0,2,73,110,7,10,3,1,0,,,10,-,bat,South Africa,1,Buffalo Park,2018,10,South Africa_Zimbabwe_2018-10-09,South Africa,South Africa,Zimbabwe,160
57,DA Miller,CJ Chibhabha,HE van der Dussen,4,0,4,77,106,11,11,3,2,0,,,10,-,bat,South Africa,1,Buffalo Park,2018,10,South Africa_Zimbabwe_2018-10-09,South Africa,South Africa,Zimbabwe,160
58,DA Miller,CJ Chibhabha,HE van der Dussen,1,0,1,78,105,12,12,3,3,0,,,10,-,bat,South Africa,1,Buffalo Park,2018,10,South Africa_Zimbabwe_2018-10-09,South Africa,South Africa,Zimbabwe,160
59,HE van der Dussen,CJ Chibhabha,DA Miller,2,0,2,80,103,23,18,3,4,0,,,10,-,bat,South Africa,1,Buffalo Park,2018,10,South Africa_Zimbabwe_2018-10-09,South Africa,South Africa,Zimbabwe,160
60,HE van der Dussen,CJ Chibhabha,DA Miller,1,0,1,81,102,24,19,3,5,0,,,10,-,bat,South Africa,1,Buffalo Park,2018,10,South Africa_Zimbabwe_2018-10-09,South Africa,South Africa,Zimbabwe,160
61,DA Miller,CJ Chibhabha,HE van der Dussen,1,0,1,82,101,13,13,3,6,0,,,10,-,bat,South Africa,1,Buffalo Park,2018,10,South Africa_Zimbabwe_2018-10-09,South Africa,South Africa,Zimbabwe,160
62,DA Miller,SC Williams,HE van der Dussen,0,0,0,82,101,13,14,3,1,0,,,11,-,bat,South Africa,1,Buffalo Park,2018,10,South Africa_Zimbabwe_2018-10-09,South Africa,South Africa,Zimbabwe,160
63,DA Miller,SC Williams,HE van der Dussen,1,0,1,83,100,14,15,3,2,0,,,11,-,bat,South Africa,1,Buffalo Park,2018,10,South Africa_Zimbabwe_2018-10-09,South Africa,South Africa,Zimbabwe,160
64,HE van der Dussen,SC Williams,DA Miller,1,0,1,84,99,25,20,3,3,0,,,11,-,bat,South Africa,1,Buffalo Park,2018,10,South Africa_Zimbabwe_2018-10-09,South Africa,South Africa,Zimbabwe,160
65,DA Miller,SC Williams,HE van der Dussen,2,0,2,86,97,16,16,3,4,0,,,11,-,bat,South Africa,1,Buffalo Park,2018,10,South Africa_Zimbabwe_2018-10-09,South Africa,South Africa,Zimbabwe,160
66,DA Miller,SC Williams,HE van der Dussen,0,1,1,87,96,16,17,3,5,0,,,11,legbyes,bat,South Africa,1,Buffalo Park,2018,10,South Africa_Zimbabwe_2018-10-09,South Africa,South Africa,Zimbabwe,160
67,HE van der Dussen,SC Williams,DA Miller,1,0,1,88,95,26,21,3,6,0,,,11,-,bat,South Africa,1,Buffalo Park,2018,10,South Africa_Zimbabwe_2018-10-09,South Africa,South Africa,Zimbabwe,160
68,HE van der Dussen,B Mavuta,DA Miller,0,0,0,88,95,26,22,3,1,0,,,12,-,bat,South Africa,1,Buffalo Park,2018,10,South Africa_Zimbabwe_2018-10-09,South Africa,South Africa,Zimbabwe,160
69,HE van der Dussen,B Mavuta,DA Miller,0,0,0,88,95,26,23,3,2,0,,,12,-,bat,South Africa,1,Buffalo Park,2018,10,South Africa_Zimbabwe_2018-10-09,South Africa,South Africa,Zimbabwe,160
70,HE van der Dussen,B Mavuta,DA Miller,1,0,1,89,94,27,24,3,3,0,,,12,-,bat,South Africa,1,Buffalo Park,2018,10,South Africa_Zimbabwe_2018-10-09,South Africa,South Africa,Zimbabwe,160
71,DA Miller,B Mavuta,HE van der Dussen,0,0,0,89,94,16,18,3,4,0,,,12,-,bat,South Africa,1,Buffalo Park,2018,10,South Africa_Zimbabwe_2018-10-09,South Africa,South Africa,Zimbabwe,160
72,DA Miller,B Mavuta,HE van der Dussen,1,0,1,90,93,17,19,3,5,0,,,12,-,bat,South Africa,1,Buffalo Park,2018,10,South Africa_Zimbabwe_2018-10-09,South Africa,South Africa,Zimbabwe,160
73,HE van der Dussen,B Mavuta,DA Miller,1,0,1,91,92,28,25,3,6,0,,,12,-,bat,South Africa,1,Buffalo Park,2018,10,South Africa_Zimbabwe_2018-10-09,South Africa,South Africa,Zimbabwe,160
74,HE van der Dussen,TS Chisoro,DA Miller,0,0,0,91,92,28,26,3,1,0,,,13,-,bat,South Africa,1,Buffalo Park,2018,10,South Africa_Zimbabwe_2018-10-09,South Africa,South Africa,Zimbabwe,160
75,HE van der Dussen,TS Chisoro,DA Miller,1,0,1,92,91,29,27,3,2,0,,,13,-,bat,South Africa,1,Buffalo Park,2018,10,South Africa_Zimbabwe_2018-10-09,South Africa,South Africa,Zimbabwe,160
76,DA Miller,TS Chisoro,HE van der Dussen,0,1,1,93,90,17,20,3,3,0,,,13,wides,bat,South Africa,1,Buffalo Park,2018,10,South Africa_Zimbabwe_2018-10-09,South Africa,South Africa,Zimbabwe,160
77,DA Miller,TS Chisoro,HE van der Dussen,2,0,2,95,88,19,21,3,4,0,,,13,-,bat,South Africa,1,Buffalo Park,2018,10,South Africa_Zimbabwe_2018-10-09,South Africa,South Africa,Zimbabwe,160
78,DA Miller,TS Chisoro,HE van der Dussen,2,0,2,97,86,21,22,3,5,0,,,13,-,bat,South Africa,1,Buffalo Park,2018,10,South Africa_Zimbabwe_2018-10-09,South Africa,South Africa,Zimbabwe,160
79,DA Miller,TS Chisoro,HE van der Dussen,1,0,1,98,85,22,23,3,6,0,,,13,-,bat,South Africa,1,Buffalo Park,2018,10,South Africa_Zimbabwe_2018-10-09,South Africa,South Africa,Zimbabwe,160
80,HE van der Dussen,TS Chisoro,DA Miller,4,0,4,102,81,33,28,3,7,0,,,13,-,bat,South Africa,1,Buffalo Park,2018,10,South Africa_Zimbabwe_2018-10-09,South Africa,South Africa,Zimbabwe,160
81,DA Miller,SC Williams,HE van der Dussen,0,0,0,102,81,22,24,3,1,0,,,14,-,bat,South Africa,1,Buffalo Park,2018,10,South Africa_Zimbabwe_2018-10-09,South Africa,South Africa,Zimbabwe,160
82,DA Miller,SC Williams,HE van der Dussen,6,0,6,108,75,28,25,3,2,0,,,14,-,bat,South Africa,1,Buffalo Park,2018,10,South Africa_Zimbabwe_2018-10-09,South Africa,South Africa,Zimbabwe,160
83,DA Miller,SC Williams,HE van der Dussen,1,0,1,109,74,29,26,3,3,0,,,14,-,bat,South Africa,1,Buffalo Park,2018,10,South Africa_Zimbabwe_2018-10-09,South Africa,South Africa,Zimbabwe,160
84,HE van der Dussen,SC Williams,DA Miller,2,0,2,111,72,35,29,3,4,0,,,14,-,bat,South Africa,1,Buffalo Park,2018,10,South Africa_Zimbabwe_2018-10-09,South Africa,South Africa,Zimbabwe,160
85,HE van der Dussen,SC Williams,DA Miller,1,0,1,112,71,36,30,3,5,0,,,14,-,bat,South Africa,1,Buffalo Park,2018,10,South Africa_Zimbabwe_2018-10-09,South Africa,South Africa,Zimbabwe,160
86,DA Miller,SC Williams,HE van der Dussen,1,0,1,113,70,30,27,3,6,0,,,14,-,bat,South Africa,1,Buffalo Park,2018,10,South Africa_Zimbabwe_2018-10-09,South Africa,South Africa,Zimbabwe,160
87,DA Miller,B Mavuta,HE van der Dussen,1,0,1,114,69,31,28,3,1,0,,,15,-,bat,South Africa,1,Buffalo Park,2018,10,South Africa_Zimbabwe_2018-10-09,South Africa,South Africa,Zimbabwe,160
88,HE van der Dussen,B Mavuta,DA Miller,1,0,1,115,68,37,31,3,2,0,,,15,-,bat,South Africa,1,Buffalo Park,2018,10,South Africa_Zimbabwe_2018-10-09,South Africa,South Africa,Zimbabwe,160
89,DA Miller,B Mavuta,HE van der Dussen,1,0,1,116,67,32,29,3,3,0,,,15,-,bat,South Africa,1,Buffalo Park,2018,10,South Africa_Zimbabwe_2018-10-09,South Africa,South Africa,Zimbabwe,160
90,HE van der Dussen,B Mavuta,DA Miller,1,0,1,117,66,38,32,3,4,0,,,15,-,bat,South Africa,1,Buffalo Park,2018,10,South Africa_Zimbabwe_2018-10-09,South Africa,South Africa,Zimbabwe,160
91,DA Miller,B Mavuta,HE van der Dussen,0,0,0,117,66,32,30,3,5,0,,,15,-,bat,South Africa,1,Buffalo Park,2018,10,South Africa_Zimbabwe_2018-10-09,South Africa,South Africa,Zimbabwe,160
92,DA Miller,B Mavuta,HE van der Dussen,0,0,0,117,66,32,31,3,6,0,,,15,-,bat,South Africa,1,Buffalo Park,2018,10,South Africa_Zimbabwe_2018-10-09,South Africa,South Africa,Zimbabwe,160
93,HE van der Dussen,SC Williams,DA Miller,0,0,0,117,66,38,33,3,1,0,,,16,-,bat,South Africa,1,Buffalo Park,2018,10,South Africa_Zimbabwe_2018-10-09,South Africa,South Africa,Zimbabwe,160
94,HE van der Dussen,SC Williams,DA Miller,4,0,4,121,62,42,34,3,2,0,,,16,-,bat,South Africa,1,Buffalo Park,2018,10,South Africa_Zimbabwe_2018-10-09,South Africa,South Africa,Zimbabwe,160
95,HE van der Dussen,SC Williams,DA Miller,1,0,1,122,61,43,35,3,3,0,,,16,-,bat,South Africa,1,Buffalo Park,2018,10,South Africa_Zimbabwe_2018-10-09,South Africa,South Africa,Zimbabwe,160
96,DA Miller,SC Williams,HE van der Dussen,1,0,1,123,60,33,32,3,4,0,,,16,-,bat,South Africa,1,Buffalo Park,2018,10,South Africa_Zimbabwe_2018-10-09,South Africa,South Africa,Zimbabwe,160
97,HE van der Dussen,SC Williams,DA Miller,0,0,0,123,60,43,36,3,5,0,,,16,-,bat,South Africa,1,Buffalo Park,2018,10,South Africa_Zimbabwe_2018-10-09,South Africa,South Africa,Zimbabwe,160
98,HE van der Dussen,SC Williams,DA Miller,1,0,1,124,59,44,37,3,6,0,,,16,-,bat,South Africa,1,Buffalo Park,2018,10,South Africa_Zimbabwe_2018-10-09,South Africa,South Africa,Zimbabwe,160
99,HE van der Dussen,KM Jarvis,DA Miller,4,0,4,128,55,48,38,3,1,0,,,17,-,bat,South Africa,1,Buffalo Park,2018,10,South Africa_Zimbabwe_2018-10-09,South Africa,South Africa,Zimbabwe,160
100,HE van der Dussen,KM Jarvis,DA Miller,4,0,4,132,51,52,39,3,2,0,,,17,-,bat,South Africa,1,Buffalo Park,2018,10,South Africa_Zimbabwe_2018-10-09,South Africa,South Africa,Zimbabwe,160
101,HE van der Dussen,KM Jarvis,DA Miller,1,0,1,133,50,53,40,3,3,0,,,17,-,bat,South Africa,1,Buffalo Park,2018,10,South Africa_Zimbabwe_2018-10-09,South Africa,South Africa,Zimbabwe,160
102,DA Miller,KM Jarvis,HE van der Dussen,6,0,6,139,44,39,33,3,4,0,,,17,-,bat,South Africa,1,Buffalo Park,2018,10,South Africa_Zimbabwe_2018-10-09,South Africa,South Africa,Zimbabwe,160
103,DA Miller,KM Jarvis,HE van der Dussen,0,0,0,139,44,39,34,3,5,0,,,17,-,bat,South Africa,1,Buffalo Park,2018,10,South Africa_Zimbabwe_2018-10-09,South Africa,South Africa,Zimbabwe,160
104,DA Miller,KM Jarvis,HE van der Dussen,0,0,0,139,44,39,35,4,6,caught,DA Miller,SC Williams,17,-,bat,South Africa,1,Buffalo Park,2018,10,South Africa_Zimbabwe_2018-10-09,South Africa,South Africa,Zimbabwe,160
105,C Jonker,CB Mpofu,HE van der Dussen,1,0,1,140,43,1,1,4,1,0,,,18,-,bat,South Africa,1,Buffalo Park,2018,10,South Africa_Zimbabwe_2018-10-09,South Africa,South Africa,Zimbabwe,160
106,HE van der Dussen,CB Mpofu,C Jonker,0,0,0,140,43,53,41,4,2,0,,,18,-,bat,South Africa,1,Buffalo Park,2018,10,South Africa_Zimbabwe_2018-10-09,South Africa,South Africa,Zimbabwe,160
107,HE van der Dussen,CB Mpofu,C Jonker,1,0,1,141,42,54,42,4,3,0,,,18,-,bat,South Africa,1,Buffalo Park,2018,10,South Africa_Zimbabwe_2018-10-09,South Africa,South Africa,Zimbabwe,160
108,C Jonker,CB Mpofu,HE van der Dussen,1,0,1,142,41,2,2,4,4,0,,,18,-,bat,South Africa,1,Buffalo Park,2018,10,South Africa_Zimbabwe_2018-10-09,South Africa,South Africa,Zimbabwe,160
109,HE van der Dussen,CB Mpofu,C Jonker,2,0,2,144,39,56,43,4,5,0,,,18,-,bat,South Africa,1,Buffalo Park,2018,10,South Africa_Zimbabwe_2018-10-09,South Africa,South Africa,Zimbabwe,160
110,HE van der Dussen,CB Mpofu,C Jonker,0,5,5,149,34,56,44,4,6,0,,,18,wides,bat,South Africa,1,Buffalo Park,2018,10,South Africa_Zimbabwe_2018-10-09,South Africa,South Africa,Zimbabwe,160
111,HE van der Dussen,CB Mpofu,C Jonker,0,0,0,149,34,56,45,5,7,caught,HE van der Dussen,H Masakadza,18,-,bat,South Africa,1,Buffalo Park,2018,10,South Africa_Zimbabwe_2018-10-09,South Africa,South Africa,Zimbabwe,160
112,AL Phehlukwayo,KM Jarvis,C Jonker,0,0,0,149,34,0,1,5,1,0,,,19,-,bat,South Africa,1,Buffalo Park,2018,10,South Africa_Zimbabwe_2018-10-09,South Africa,South Africa,Zimbabwe,160
113,AL Phehlukwayo,KM Jarvis,C Jonker,0,0,0,149,34,0,2,5,2,0,,,19,-,bat,South Africa,1,Buffalo Park,2018,10,South Africa_Zimbabwe_2018-10-09,South Africa,South Africa,Zimbabwe,160
114,AL Phehlukwayo,KM Jarvis,C Jonker,1,0,1,150,33,1,3,5,3,0,,,19,-,bat,South Africa,1,Buffalo Park,2018,10,South Africa_Zimbabwe_2018-10-09,South Africa,South Africa,Zimbabwe,160
115,C Jonker,KM Jarvis,AL Phehlukwayo,6,0,6,156,27,8,3,5,4,0,,,19,-,bat,South Africa,1,Buffalo Park,2018,10,South Africa_Zimbabwe_2018-10-09,South Africa,South Africa,Zimbabwe,160
116,C Jonker,KM Jarvis,AL Phehlukwayo,0,0,0,156,27,8,4,5,5,0,,,19,-,bat,South Africa,1,Buffalo Park,2018,10,South Africa_Zimbabwe_2018-10-09,South Africa,South Africa,Zimbabwe,160
117,C Jonker,KM Jarvis,AL Phehlukwayo,0,0,0,156,27,8,5,6,6,caught,C Jonker,H Masakadza,19,-,bat,South Africa,1,Buffalo Park,2018,10,South Africa_Zimbabwe_2018-10-09,South Africa,South Africa,Zimbabwe,160
118,AL Phehlukwayo,CB Mpofu,CJ Dala,0,0,0,156,27,1,4,6,1,0,,,20,-,bat,South Africa,1,Buffalo Park,2018,10,South Africa_Zimbabwe_2018-10-09,South Africa,South Africa,Zimbabwe,160
