,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,wicket_type,player_out,fielder,over,extra_type,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
13,A Balbirnie,R Ngarava,L Tucker,2,0,2,13,161,2,2,1,2,0,,,2,-,,field,Ireland,2,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Ireland,Zimbabwe,False,143
14,A Balbirnie,R Ngarava,L Tucker,1,0,1,14,160,3,3,1,3,0,,,2,-,,field,Ireland,2,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Ireland,Zimbabwe,False,143
15,L Tucker,R Ngarava,A Balbirnie,0,0,0,14,160,11,11,2,4,bowled,L Tucker,,2,-,,field,Ireland,2,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Ireland,Zimbabwe,False,143
16,HT Tector,R Ngarava,A Balbirnie,0,0,0,14,160,0,1,2,5,0,,,2,-,,field,Ireland,2,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Ireland,Zimbabwe,False,143
17,HT Tector,R Ngarava,A Balbirnie,1,0,1,15,159,1,2,2,6,0,,,2,-,,field,Ireland,2,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Ireland,Zimbabwe,False,143
18,HT Tector,B Muzarabani,A Balbirnie,0,4,4,19,155,1,3,2,1,0,,,3,legbyes,,field,Ireland,2,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Ireland,Zimbabwe,False,143
19,HT Tector,B Muzarabani,A Balbirnie,0,0,0,19,155,1,4,3,2,caught,HT Tector,CR Ervine,3,-,,field,Ireland,2,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Ireland,Zimbabwe,False,143
20,C Campher,B Muzarabani,A Balbirnie,2,0,2,21,153,2,1,3,3,0,,,3,-,,field,Ireland,2,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Ireland,Zimbabwe,False,143
21,C Campher,B Muzarabani,A Balbirnie,1,0,1,22,152,3,2,3,4,0,,,3,-,,field,Ireland,2,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Ireland,Zimbabwe,False,143
22,A Balbirnie,B Muzarabani,C Campher,0,0,0,22,152,3,4,4,5,caught,A Balbirnie,CR Ervine,3,-,,field,Ireland,2,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Ireland,Zimbabwe,False,143
23,GH Dockrell,B Muzarabani,C Campher,0,1,1,23,151,0,1,4,6,0,,,3,legbyes,,field,Ireland,2,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Ireland,Zimbabwe,False,143
24,GH Dockrell,TL Chatara,C Campher,0,0,0,23,151,0,2,4,1,0,,,4,-,,field,Ireland,2,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Ireland,Zimbabwe,False,143
25,GH Dockrell,TL Chatara,C Campher,0,2,2,25,149,0,3,4,2,0,,,4,wides,,field,Ireland,2,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Ireland,Zimbabwe,False,143
26,C Campher,TL Chatara,GH Dockrell,1,0,1,26,148,4,3,4,3,0,,,4,-,,field,Ireland,2,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Ireland,Zimbabwe,False,143
27,GH Dockrell,TL Chatara,C Campher,0,1,1,27,147,0,4,4,4,0,,,4,wides,,field,Ireland,2,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Ireland,Zimbabwe,False,143
28,GH Dockrell,TL Chatara,C Campher,1,0,1,28,146,1,5,4,5,0,,,4,-,,field,Ireland,2,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Ireland,Zimbabwe,False,143
29,C Campher,TL Chatara,GH Dockrell,0,0,0,28,146,4,4,4,6,0,,,4,-,,field,Ireland,2,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Ireland,Zimbabwe,False,143
30,C Campher,TL Chatara,GH Dockrell,1,0,1,29,145,5,5,4,7,0,,,4,-,,field,Ireland,2,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Ireland,Zimbabwe,False,143
31,GH Dockrell,TL Chatara,C Campher,1,0,1,30,144,2,6,4,8,0,,,4,-,,field,Ireland,2,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Ireland,Zimbabwe,False,143
32,GH Dockrell,B Muzarabani,C Campher,0,0,0,30,144,2,7,4,1,0,,,5,-,,field,Ireland,2,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Ireland,Zimbabwe,False,143
33,GH Dockrell,B Muzarabani,C Campher,0,0,0,30,144,2,8,4,2,0,,,5,-,,field,Ireland,2,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Ireland,Zimbabwe,False,143
34,GH Dockrell,B Muzarabani,C Campher,1,0,1,31,143,3,9,4,3,0,,,5,-,,field,Ireland,2,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Ireland,Zimbabwe,False,143
35,C Campher,B Muzarabani,GH Dockrell,0,0,0,31,143,5,6,4,4,0,,,5,-,,field,Ireland,2,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Ireland,Zimbabwe,False,143
36,C Campher,B Muzarabani,GH Dockrell,1,0,1,32,142,6,7,4,5,0,,,5,-,,field,Ireland,2,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Ireland,Zimbabwe,False,143
37,GH Dockrell,B Muzarabani,C Campher,1,0,1,33,141,4,10,4,6,0,,,5,-,,field,Ireland,2,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Ireland,Zimbabwe,False,143
38,GH Dockrell,LM Jongwe,C Campher,4,0,4,37,137,8,11,4,1,0,,,6,-,,field,Ireland,2,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Ireland,Zimbabwe,False,143
39,GH Dockrell,LM Jongwe,C Campher,4,0,4,41,133,12,12,4,2,0,,,6,-,,field,Ireland,2,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Ireland,Zimbabwe,False,143
40,GH Dockrell,LM Jongwe,C Campher,1,0,1,42,132,13,13,4,3,0,,,6,-,,field,Ireland,2,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Ireland,Zimbabwe,False,143
41,C Campher,LM Jongwe,GH Dockrell,1,0,1,43,131,7,8,4,4,0,,,6,-,,field,Ireland,2,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Ireland,Zimbabwe,False,143
42,GH Dockrell,LM Jongwe,C Campher,1,0,1,44,130,14,14,4,5,0,,,6,-,,field,Ireland,2,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Ireland,Zimbabwe,False,143
43,C Campher,LM Jongwe,GH Dockrell,0,0,0,44,130,7,9,4,6,0,,,6,-,,field,Ireland,2,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Ireland,Zimbabwe,False,143
44,GH Dockrell,SC Williams,C Campher,1,0,1,45,129,15,15,4,1,0,,,7,-,,field,Ireland,2,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Ireland,Zimbabwe,False,143
45,C Campher,SC Williams,GH Dockrell,0,0,0,45,129,7,10,4,2,0,,,7,-,,field,Ireland,2,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Ireland,Zimbabwe,False,143
46,C Campher,SC Williams,GH Dockrell,1,0,1,46,128,8,11,4,3,0,,,7,-,,field,Ireland,2,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Ireland,Zimbabwe,False,143
47,GH Dockrell,SC Williams,C Campher,2,0,2,48,126,17,16,4,4,0,,,7,-,,field,Ireland,2,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Ireland,Zimbabwe,False,143
48,GH Dockrell,SC Williams,C Campher,1,0,1,49,125,18,17,4,5,0,,,7,-,,field,Ireland,2,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Ireland,Zimbabwe,False,143
49,C Campher,SC Williams,GH Dockrell,2,0,2,51,123,10,12,4,6,0,,,7,-,,field,Ireland,2,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Ireland,Zimbabwe,False,143
50,GH Dockrell,LM Jongwe,C Campher,4,0,4,55,119,22,18,4,1,0,,,8,-,,field,Ireland,2,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Ireland,Zimbabwe,False,143
51,GH Dockrell,LM Jongwe,C Campher,1,0,1,56,118,23,19,4,2,0,,,8,-,,field,Ireland,2,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Ireland,Zimbabwe,False,143
52,C Campher,LM Jongwe,GH Dockrell,1,0,1,57,117,11,13,4,3,0,,,8,-,,field,Ireland,2,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Ireland,Zimbabwe,False,143
53,GH Dockrell,LM Jongwe,C Campher,1,0,1,58,116,24,20,4,4,0,,,8,-,,field,Ireland,2,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Ireland,Zimbabwe,False,143
54,C Campher,LM Jongwe,GH Dockrell,4,0,4,62,112,15,14,4,5,0,,,8,-,,field,Ireland,2,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Ireland,Zimbabwe,False,143
55,C Campher,LM Jongwe,GH Dockrell,2,0,2,64,110,17,15,4,6,0,,,8,-,,field,Ireland,2,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Ireland,Zimbabwe,False,143
56,GH Dockrell,Sikandar Raza,C Campher,0,0,0,64,110,24,21,4,1,0,,,9,-,,field,Ireland,2,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Ireland,Zimbabwe,False,143
57,GH Dockrell,Sikandar Raza,C Campher,0,0,0,64,110,24,22,5,2,bowled,GH Dockrell,,9,-,,field,Ireland,2,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Ireland,Zimbabwe,False,143
58,GJ Delany,Sikandar Raza,C Campher,0,0,0,64,110,0,1,5,3,0,,,9,-,,field,Ireland,2,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Ireland,Zimbabwe,False,143
59,GJ Delany,Sikandar Raza,C Campher,0,0,0,64,110,0,2,5,4,0,,,9,-,,field,Ireland,2,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Ireland,Zimbabwe,False,143
60,GJ Delany,Sikandar Raza,C Campher,1,0,1,65,109,1,3,5,5,0,,,9,-,,field,Ireland,2,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Ireland,Zimbabwe,False,143
61,C Campher,Sikandar Raza,GJ Delany,2,0,2,67,107,19,16,5,6,0,,,9,-,,field,Ireland,2,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Ireland,Zimbabwe,False,143
62,GJ Delany,SC Williams,C Campher,1,0,1,68,106,2,4,5,1,0,,,10,-,,field,Ireland,2,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Ireland,Zimbabwe,False,143
63,C Campher,SC Williams,GJ Delany,1,0,1,69,105,20,17,5,2,0,,,10,-,,field,Ireland,2,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Ireland,Zimbabwe,False,143
64,GJ Delany,SC Williams,C Campher,1,0,1,70,104,3,5,5,3,0,,,10,-,,field,Ireland,2,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Ireland,Zimbabwe,False,143
65,C Campher,SC Williams,GJ Delany,1,0,1,71,103,21,18,5,4,0,,,10,-,,field,Ireland,2,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Ireland,Zimbabwe,False,143
66,GJ Delany,SC Williams,C Campher,2,0,2,73,101,5,6,5,5,0,,,10,-,,field,Ireland,2,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Ireland,Zimbabwe,False,143
67,GJ Delany,SC Williams,C Campher,2,0,2,75,99,7,7,5,6,0,,,10,-,,field,Ireland,2,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Ireland,Zimbabwe,False,143
68,C Campher,Sikandar Raza,GJ Delany,3,0,3,78,96,24,19,5,1,0,,,11,-,,field,Ireland,2,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Ireland,Zimbabwe,False,143
69,GJ Delany,Sikandar Raza,C Campher,1,0,1,79,95,8,8,5,2,0,,,11,-,,field,Ireland,2,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Ireland,Zimbabwe,False,143
70,C Campher,Sikandar Raza,GJ Delany,0,1,1,80,94,24,20,5,3,0,,,11,wides,,field,Ireland,2,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Ireland,Zimbabwe,False,143
71,C Campher,Sikandar Raza,GJ Delany,1,0,1,81,93,25,21,5,4,0,,,11,-,,field,Ireland,2,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Ireland,Zimbabwe,False,143
72,GJ Delany,Sikandar Raza,C Campher,6,0,6,87,87,14,9,5,5,0,,,11,-,,field,Ireland,2,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Ireland,Zimbabwe,False,143
73,GJ Delany,Sikandar Raza,C Campher,0,0,0,87,87,14,10,5,6,0,,,11,-,,field,Ireland,2,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Ireland,Zimbabwe,False,143
74,GJ Delany,Sikandar Raza,C Campher,1,0,1,88,86,15,11,5,7,0,,,11,-,,field,Ireland,2,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Ireland,Zimbabwe,False,143
75,GJ Delany,SC Williams,C Campher,1,0,1,89,85,16,12,5,1,0,,,12,-,,field,Ireland,2,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Ireland,Zimbabwe,False,143
76,C Campher,SC Williams,GJ Delany,2,0,2,91,83,27,22,5,2,0,,,12,-,,field,Ireland,2,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Ireland,Zimbabwe,False,143
77,C Campher,SC Williams,GJ Delany,0,0,0,91,83,27,23,6,3,bowled,C Campher,,12,-,,field,Ireland,2,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Ireland,Zimbabwe,False,143
78,MR Adair,SC Williams,GJ Delany,1,0,1,92,82,1,1,6,4,0,,,12,-,,field,Ireland,2,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Ireland,Zimbabwe,False,143
79,GJ Delany,SC Williams,MR Adair,0,0,0,92,82,16,13,6,5,0,,,12,-,,field,Ireland,2,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Ireland,Zimbabwe,False,143
80,GJ Delany,SC Williams,MR Adair,1,0,1,93,81,17,14,6,6,0,,,12,-,,field,Ireland,2,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Ireland,Zimbabwe,False,143
81,GJ Delany,Sikandar Raza,MR Adair,4,0,4,97,77,21,15,6,1,0,,,13,-,,field,Ireland,2,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Ireland,Zimbabwe,False,143
82,GJ Delany,Sikandar Raza,MR Adair,1,0,1,98,76,22,16,6,2,0,,,13,-,,field,Ireland,2,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Ireland,Zimbabwe,False,143
83,MR Adair,Sikandar Raza,GJ Delany,0,0,0,98,76,1,2,6,3,0,,,13,-,,field,Ireland,2,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Ireland,Zimbabwe,False,143
84,MR Adair,Sikandar Raza,GJ Delany,0,1,1,99,75,1,3,6,4,0,,,13,byes,,field,Ireland,2,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Ireland,Zimbabwe,False,143
85,GJ Delany,Sikandar Raza,MR Adair,1,0,1,100,74,23,17,6,5,0,,,13,-,,field,Ireland,2,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Ireland,Zimbabwe,False,143
86,MR Adair,Sikandar Raza,GJ Delany,0,0,0,100,74,1,4,6,6,0,,,13,-,,field,Ireland,2,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Ireland,Zimbabwe,False,143
87,GJ Delany,TL Chatara,MR Adair,0,0,0,100,74,23,18,6,1,0,,,14,-,"{'by': 'Zimbabwe', 'umpire': 'CM Brown', 'batter': 'GJ Delany', 'decision': 'struck down'}",field,Ireland,2,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Ireland,Zimbabwe,False,143
88,GJ Delany,TL Chatara,MR Adair,1,0,1,101,73,24,19,6,2,0,,,14,-,,field,Ireland,2,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Ireland,Zimbabwe,False,143
89,MR Adair,TL Chatara,GJ Delany,1,0,1,102,72,2,5,6,3,0,,,14,-,,field,Ireland,2,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Ireland,Zimbabwe,False,143
90,GJ Delany,TL Chatara,MR Adair,0,0,0,102,72,24,20,7,4,caught,GJ Delany,M Shumba,14,-,,field,Ireland,2,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Ireland,Zimbabwe,False,143
91,Simi Singh,TL Chatara,MR Adair,0,0,0,102,72,0,1,8,5,bowled,Simi Singh,,14,-,,field,Ireland,2,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Ireland,Zimbabwe,False,143
92,BJ McCarthy,TL Chatara,MR Adair,0,0,0,102,72,0,1,8,6,0,,,14,-,,field,Ireland,2,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Ireland,Zimbabwe,False,143
93,MR Adair,B Muzarabani,BJ McCarthy,0,0,0,102,72,2,6,8,1,0,,,15,-,,field,Ireland,2,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Ireland,Zimbabwe,False,143
94,MR Adair,B Muzarabani,BJ McCarthy,1,0,1,103,71,3,7,8,2,0,,,15,-,,field,Ireland,2,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Ireland,Zimbabwe,False,143
95,BJ McCarthy,B Muzarabani,MR Adair,1,1,2,105,69,1,2,8,3,0,,,15,noballs,,field,Ireland,2,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Ireland,Zimbabwe,False,143
96,MR Adair,B Muzarabani,BJ McCarthy,6,0,6,111,63,9,8,8,4,0,,,15,-,,field,Ireland,2,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Ireland,Zimbabwe,False,143
97,MR Adair,B Muzarabani,BJ McCarthy,0,0,0,111,63,9,9,8,5,0,,,15,-,,field,Ireland,2,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Ireland,Zimbabwe,False,143
98,MR Adair,B Muzarabani,BJ McCarthy,0,0,0,111,63,9,10,9,6,caught,MR Adair,Sikandar Raza,15,-,,field,Ireland,2,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Ireland,Zimbabwe,False,143
99,J Little,B Muzarabani,BJ McCarthy,0,0,0,111,63,0,1,9,7,0,,,15,-,,field,Ireland,2,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Ireland,Zimbabwe,False,143
100,BJ McCarthy,TL Chatara,J Little,0,0,0,111,63,1,3,9,1,0,,,16,-,,field,Ireland,2,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Ireland,Zimbabwe,False,143
101,BJ McCarthy,TL Chatara,J Little,0,0,0,111,63,1,4,9,2,0,,,16,-,,field,Ireland,2,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Ireland,Zimbabwe,False,143
102,BJ McCarthy,TL Chatara,J Little,6,0,6,117,57,7,5,9,3,0,,,16,-,,field,Ireland,2,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Ireland,Zimbabwe,False,143
103,BJ McCarthy,TL Chatara,J Little,1,0,1,118,56,8,6,9,4,0,,,16,-,,field,Ireland,2,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Ireland,Zimbabwe,False,143
104,J Little,TL Chatara,BJ McCarthy,1,0,1,119,55,1,2,9,5,0,,,16,-,,field,Ireland,2,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Ireland,Zimbabwe,False,143
105,BJ McCarthy,TL Chatara,J Little,1,0,1,120,54,9,7,9,6,0,,,16,-,,field,Ireland,2,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Ireland,Zimbabwe,False,143
106,BJ McCarthy,R Ngarava,J Little,1,0,1,121,53,10,8,9,1,0,,,17,-,,field,Ireland,2,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Ireland,Zimbabwe,False,143
107,J Little,R Ngarava,BJ McCarthy,0,0,0,121,53,1,3,9,2,0,,,17,-,,field,Ireland,2,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Ireland,Zimbabwe,False,143
108,J Little,R Ngarava,BJ McCarthy,1,0,1,122,52,2,4,9,3,0,,,17,-,,field,Ireland,2,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Ireland,Zimbabwe,False,143
