,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,wicket_type,player_out,fielder,over,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_final
10,SR Watson,Abdul Razzaq,BJ Haddin,1,0,1,14,177,12,6,1,3,-,0,,,2,field,Australia,2,"Beausejour Stadium, Gros Islet",2010,05,Australia_Pakistan_2010-05-14,Australia,Australia,Pakistan,197
11,BJ Haddin,Abdul Razzaq,SR Watson,4,0,4,18,173,5,3,1,4,-,0,,,2,field,Australia,2,"Beausejour Stadium, Gros Islet",2010,05,Australia_Pakistan_2010-05-14,Australia,Australia,Pakistan,197
12,BJ Haddin,Abdul Razzaq,SR Watson,0,0,0,18,173,5,4,1,5,-,0,,,2,field,Australia,2,"Beausejour Stadium, Gros Islet",2010,05,Australia_Pakistan_2010-05-14,Australia,Australia,Pakistan,197
13,BJ Haddin,Abdul Razzaq,SR Watson,4,0,4,22,169,9,5,1,6,-,0,,,2,field,Australia,2,"Beausejour Stadium, Gros Islet",2010,05,Australia_Pakistan_2010-05-14,Australia,Australia,Pakistan,197
14,SR Watson,Mohammad Amir,BJ Haddin,4,0,4,26,165,16,7,1,1,-,0,,,3,field,Australia,2,"Beausejour Stadium, Gros Islet",2010,05,Australia_Pakistan_2010-05-14,Australia,Australia,Pakistan,197
15,SR Watson,Mohammad Amir,BJ Haddin,0,0,0,26,165,16,8,1,2,-,0,,,3,field,Australia,2,"Beausejour Stadium, Gros Islet",2010,05,Australia_Pakistan_2010-05-14,Australia,Australia,Pakistan,197
16,SR Watson,Mohammad Amir,BJ Haddin,0,0,0,26,165,16,9,2,3,-,caught,SR Watson,Abdur Rehman,3,field,Australia,2,"Beausejour Stadium, Gros Islet",2010,05,Australia_Pakistan_2010-05-14,Australia,Australia,Pakistan,197
17,MJ Clarke,Mohammad Amir,BJ Haddin,0,0,0,26,165,0,1,2,4,-,0,,,3,field,Australia,2,"Beausejour Stadium, Gros Islet",2010,05,Australia_Pakistan_2010-05-14,Australia,Australia,Pakistan,197
18,MJ Clarke,Mohammad Amir,BJ Haddin,1,0,1,27,164,1,2,2,5,-,0,,,3,field,Australia,2,"Beausejour Stadium, Gros Islet",2010,05,Australia_Pakistan_2010-05-14,Australia,Australia,Pakistan,197
19,BJ Haddin,Mohammad Amir,MJ Clarke,1,0,1,28,163,10,6,2,6,-,0,,,3,field,Australia,2,"Beausejour Stadium, Gros Islet",2010,05,Australia_Pakistan_2010-05-14,Australia,Australia,Pakistan,197
20,BJ Haddin,Abdul Razzaq,MJ Clarke,2,0,2,30,161,12,7,2,1,-,0,,,4,field,Australia,2,"Beausejour Stadium, Gros Islet",2010,05,Australia_Pakistan_2010-05-14,Australia,Australia,Pakistan,197
21,BJ Haddin,Abdul Razzaq,MJ Clarke,0,0,0,30,161,12,8,2,2,-,0,,,4,field,Australia,2,"Beausejour Stadium, Gros Islet",2010,05,Australia_Pakistan_2010-05-14,Australia,Australia,Pakistan,197
22,BJ Haddin,Abdul Razzaq,MJ Clarke,0,0,0,30,161,12,9,2,3,-,0,,,4,field,Australia,2,"Beausejour Stadium, Gros Islet",2010,05,Australia_Pakistan_2010-05-14,Australia,Australia,Pakistan,197
23,BJ Haddin,Abdul Razzaq,MJ Clarke,1,0,1,31,160,13,10,2,4,-,0,,,4,field,Australia,2,"Beausejour Stadium, Gros Islet",2010,05,Australia_Pakistan_2010-05-14,Australia,Australia,Pakistan,197
24,MJ Clarke,Abdul Razzaq,BJ Haddin,0,0,0,31,160,1,3,2,5,-,0,,,4,field,Australia,2,"Beausejour Stadium, Gros Islet",2010,05,Australia_Pakistan_2010-05-14,Australia,Australia,Pakistan,197
25,MJ Clarke,Abdul Razzaq,BJ Haddin,4,0,4,35,156,5,4,2,6,-,0,,,4,field,Australia,2,"Beausejour Stadium, Gros Islet",2010,05,Australia_Pakistan_2010-05-14,Australia,Australia,Pakistan,197
26,BJ Haddin,Abdur Rehman,MJ Clarke,0,0,0,35,156,13,11,2,1,-,0,,,5,field,Australia,2,"Beausejour Stadium, Gros Islet",2010,05,Australia_Pakistan_2010-05-14,Australia,Australia,Pakistan,197
27,BJ Haddin,Abdur Rehman,MJ Clarke,2,0,2,37,154,15,12,2,2,-,0,,,5,field,Australia,2,"Beausejour Stadium, Gros Islet",2010,05,Australia_Pakistan_2010-05-14,Australia,Australia,Pakistan,197
28,BJ Haddin,Abdur Rehman,MJ Clarke,6,0,6,43,148,21,13,2,3,-,0,,,5,field,Australia,2,"Beausejour Stadium, Gros Islet",2010,05,Australia_Pakistan_2010-05-14,Australia,Australia,Pakistan,197
29,BJ Haddin,Abdur Rehman,MJ Clarke,1,0,1,44,147,22,14,2,4,-,0,,,5,field,Australia,2,"Beausejour Stadium, Gros Islet",2010,05,Australia_Pakistan_2010-05-14,Australia,Australia,Pakistan,197
30,MJ Clarke,Abdur Rehman,BJ Haddin,1,0,1,45,146,6,5,2,5,-,0,,,5,field,Australia,2,"Beausejour Stadium, Gros Islet",2010,05,Australia_Pakistan_2010-05-14,Australia,Australia,Pakistan,197
31,BJ Haddin,Abdur Rehman,MJ Clarke,0,0,0,45,146,22,15,2,6,-,0,,,5,field,Australia,2,"Beausejour Stadium, Gros Islet",2010,05,Australia_Pakistan_2010-05-14,Australia,Australia,Pakistan,197
32,MJ Clarke,Saeed Ajmal,BJ Haddin,4,0,4,49,142,10,6,2,1,-,0,,,6,field,Australia,2,"Beausejour Stadium, Gros Islet",2010,05,Australia_Pakistan_2010-05-14,Australia,Australia,Pakistan,197
33,MJ Clarke,Saeed Ajmal,BJ Haddin,0,2,2,51,140,10,7,2,2,legbyes,0,,,6,field,Australia,2,"Beausejour Stadium, Gros Islet",2010,05,Australia_Pakistan_2010-05-14,Australia,Australia,Pakistan,197
34,MJ Clarke,Saeed Ajmal,BJ Haddin,0,0,0,51,140,10,8,2,3,-,0,,,6,field,Australia,2,"Beausejour Stadium, Gros Islet",2010,05,Australia_Pakistan_2010-05-14,Australia,Australia,Pakistan,197
35,MJ Clarke,Saeed Ajmal,BJ Haddin,0,0,0,51,140,10,9,2,4,-,0,,,6,field,Australia,2,"Beausejour Stadium, Gros Islet",2010,05,Australia_Pakistan_2010-05-14,Australia,Australia,Pakistan,197
36,MJ Clarke,Saeed Ajmal,BJ Haddin,1,0,1,52,139,11,10,2,5,-,0,,,6,field,Australia,2,"Beausejour Stadium, Gros Islet",2010,05,Australia_Pakistan_2010-05-14,Australia,Australia,Pakistan,197
37,BJ Haddin,Saeed Ajmal,MJ Clarke,1,0,1,53,138,23,16,2,6,-,0,,,6,field,Australia,2,"Beausejour Stadium, Gros Islet",2010,05,Australia_Pakistan_2010-05-14,Australia,Australia,Pakistan,197
38,BJ Haddin,Shahid Afridi,MJ Clarke,1,0,1,54,137,24,17,2,1,-,0,,,7,field,Australia,2,"Beausejour Stadium, Gros Islet",2010,05,Australia_Pakistan_2010-05-14,Australia,Australia,Pakistan,197
39,MJ Clarke,Shahid Afridi,BJ Haddin,0,0,0,54,137,11,11,2,2,-,0,,,7,field,Australia,2,"Beausejour Stadium, Gros Islet",2010,05,Australia_Pakistan_2010-05-14,Australia,Australia,Pakistan,197
40,MJ Clarke,Shahid Afridi,BJ Haddin,1,0,1,55,136,12,12,2,3,-,0,,,7,field,Australia,2,"Beausejour Stadium, Gros Islet",2010,05,Australia_Pakistan_2010-05-14,Australia,Australia,Pakistan,197
41,BJ Haddin,Shahid Afridi,MJ Clarke,1,0,1,56,135,25,18,2,4,-,0,,,7,field,Australia,2,"Beausejour Stadium, Gros Islet",2010,05,Australia_Pakistan_2010-05-14,Australia,Australia,Pakistan,197
42,MJ Clarke,Shahid Afridi,BJ Haddin,2,0,2,58,133,14,13,2,5,-,0,,,7,field,Australia,2,"Beausejour Stadium, Gros Islet",2010,05,Australia_Pakistan_2010-05-14,Australia,Australia,Pakistan,197
43,MJ Clarke,Shahid Afridi,BJ Haddin,0,0,0,58,133,14,14,2,6,-,0,,,7,field,Australia,2,"Beausejour Stadium, Gros Islet",2010,05,Australia_Pakistan_2010-05-14,Australia,Australia,Pakistan,197
44,BJ Haddin,Abdur Rehman,MJ Clarke,0,0,0,58,133,25,19,2,1,-,0,,,8,field,Australia,2,"Beausejour Stadium, Gros Islet",2010,05,Australia_Pakistan_2010-05-14,Australia,Australia,Pakistan,197
45,BJ Haddin,Abdur Rehman,MJ Clarke,0,0,0,58,133,25,20,3,2,-,stumped,BJ Haddin,Kamran Akmal,8,field,Australia,2,"Beausejour Stadium, Gros Islet",2010,05,Australia_Pakistan_2010-05-14,Australia,Australia,Pakistan,197
46,DJ Hussey,Abdur Rehman,MJ Clarke,1,0,1,59,132,1,1,3,3,-,0,,,8,field,Australia,2,"Beausejour Stadium, Gros Islet",2010,05,Australia_Pakistan_2010-05-14,Australia,Australia,Pakistan,197
47,MJ Clarke,Abdur Rehman,DJ Hussey,2,0,2,61,130,16,15,3,4,-,0,,,8,field,Australia,2,"Beausejour Stadium, Gros Islet",2010,05,Australia_Pakistan_2010-05-14,Australia,Australia,Pakistan,197
48,MJ Clarke,Abdur Rehman,DJ Hussey,0,0,0,61,130,16,16,3,5,-,0,,,8,field,Australia,2,"Beausejour Stadium, Gros Islet",2010,05,Australia_Pakistan_2010-05-14,Australia,Australia,Pakistan,197
49,MJ Clarke,Abdur Rehman,DJ Hussey,1,0,1,62,129,17,17,3,6,-,0,,,8,field,Australia,2,"Beausejour Stadium, Gros Islet",2010,05,Australia_Pakistan_2010-05-14,Australia,Australia,Pakistan,197
50,MJ Clarke,Shahid Afridi,DJ Hussey,0,0,0,62,129,17,18,3,1,-,0,,,9,field,Australia,2,"Beausejour Stadium, Gros Islet",2010,05,Australia_Pakistan_2010-05-14,Australia,Australia,Pakistan,197
51,MJ Clarke,Shahid Afridi,DJ Hussey,0,0,0,62,129,17,19,4,2,-,stumped,MJ Clarke,Kamran Akmal,9,field,Australia,2,"Beausejour Stadium, Gros Islet",2010,05,Australia_Pakistan_2010-05-14,Australia,Australia,Pakistan,197
52,CL White,Shahid Afridi,DJ Hussey,0,0,0,62,129,0,1,4,3,-,0,,,9,field,Australia,2,"Beausejour Stadium, Gros Islet",2010,05,Australia_Pakistan_2010-05-14,Australia,Australia,Pakistan,197
53,CL White,Shahid Afridi,DJ Hussey,0,0,0,62,129,0,2,4,4,-,0,,,9,field,Australia,2,"Beausejour Stadium, Gros Islet",2010,05,Australia_Pakistan_2010-05-14,Australia,Australia,Pakistan,197
54,CL White,Shahid Afridi,DJ Hussey,0,0,0,62,129,0,3,4,5,-,0,,,9,field,Australia,2,"Beausejour Stadium, Gros Islet",2010,05,Australia_Pakistan_2010-05-14,Australia,Australia,Pakistan,197
55,CL White,Shahid Afridi,DJ Hussey,1,0,1,63,128,1,4,4,6,-,0,,,9,field,Australia,2,"Beausejour Stadium, Gros Islet",2010,05,Australia_Pakistan_2010-05-14,Australia,Australia,Pakistan,197
56,CL White,Mohammad Hafeez,DJ Hussey,1,0,1,64,127,2,5,4,1,-,0,,,10,field,Australia,2,"Beausejour Stadium, Gros Islet",2010,05,Australia_Pakistan_2010-05-14,Australia,Australia,Pakistan,197
57,DJ Hussey,Mohammad Hafeez,CL White,1,0,1,65,126,2,2,4,2,-,0,,,10,field,Australia,2,"Beausejour Stadium, Gros Islet",2010,05,Australia_Pakistan_2010-05-14,Australia,Australia,Pakistan,197
58,CL White,Mohammad Hafeez,DJ Hussey,1,0,1,66,125,3,6,4,3,-,0,,,10,field,Australia,2,"Beausejour Stadium, Gros Islet",2010,05,Australia_Pakistan_2010-05-14,Australia,Australia,Pakistan,197
59,DJ Hussey,Mohammad Hafeez,CL White,1,0,1,67,124,3,3,4,4,-,0,,,10,field,Australia,2,"Beausejour Stadium, Gros Islet",2010,05,Australia_Pakistan_2010-05-14,Australia,Australia,Pakistan,197
60,CL White,Mohammad Hafeez,DJ Hussey,0,0,0,67,124,3,7,4,5,-,0,,,10,field,Australia,2,"Beausejour Stadium, Gros Islet",2010,05,Australia_Pakistan_2010-05-14,Australia,Australia,Pakistan,197
61,CL White,Mohammad Hafeez,DJ Hussey,0,0,0,67,124,3,8,4,6,-,0,,,10,field,Australia,2,"Beausejour Stadium, Gros Islet",2010,05,Australia_Pakistan_2010-05-14,Australia,Australia,Pakistan,197
62,DJ Hussey,Shahid Afridi,CL White,1,0,1,68,123,4,4,4,1,-,0,,,11,field,Australia,2,"Beausejour Stadium, Gros Islet",2010,05,Australia_Pakistan_2010-05-14,Australia,Australia,Pakistan,197
63,CL White,Shahid Afridi,DJ Hussey,0,0,0,68,123,3,9,4,2,-,0,,,11,field,Australia,2,"Beausejour Stadium, Gros Islet",2010,05,Australia_Pakistan_2010-05-14,Australia,Australia,Pakistan,197
64,CL White,Shahid Afridi,DJ Hussey,6,0,6,74,117,9,10,4,3,-,0,,,11,field,Australia,2,"Beausejour Stadium, Gros Islet",2010,05,Australia_Pakistan_2010-05-14,Australia,Australia,Pakistan,197
65,CL White,Shahid Afridi,DJ Hussey,6,0,6,80,111,15,11,4,4,-,0,,,11,field,Australia,2,"Beausejour Stadium, Gros Islet",2010,05,Australia_Pakistan_2010-05-14,Australia,Australia,Pakistan,197
66,CL White,Shahid Afridi,DJ Hussey,1,0,1,81,110,16,12,4,5,-,0,,,11,field,Australia,2,"Beausejour Stadium, Gros Islet",2010,05,Australia_Pakistan_2010-05-14,Australia,Australia,Pakistan,197
67,DJ Hussey,Shahid Afridi,CL White,1,0,1,82,109,5,5,4,6,-,0,,,11,field,Australia,2,"Beausejour Stadium, Gros Islet",2010,05,Australia_Pakistan_2010-05-14,Australia,Australia,Pakistan,197
68,DJ Hussey,Mohammad Hafeez,CL White,1,0,1,83,108,6,6,4,1,-,0,,,12,field,Australia,2,"Beausejour Stadium, Gros Islet",2010,05,Australia_Pakistan_2010-05-14,Australia,Australia,Pakistan,197
69,CL White,Mohammad Hafeez,DJ Hussey,6,0,6,89,102,22,13,4,2,-,0,,,12,field,Australia,2,"Beausejour Stadium, Gros Islet",2010,05,Australia_Pakistan_2010-05-14,Australia,Australia,Pakistan,197
70,CL White,Mohammad Hafeez,DJ Hussey,1,0,1,90,101,23,14,4,3,-,0,,,12,field,Australia,2,"Beausejour Stadium, Gros Islet",2010,05,Australia_Pakistan_2010-05-14,Australia,Australia,Pakistan,197
71,DJ Hussey,Mohammad Hafeez,CL White,1,0,1,91,100,7,7,4,4,-,0,,,12,field,Australia,2,"Beausejour Stadium, Gros Islet",2010,05,Australia_Pakistan_2010-05-14,Australia,Australia,Pakistan,197
72,CL White,Mohammad Hafeez,DJ Hussey,1,0,1,92,99,24,15,4,5,-,0,,,12,field,Australia,2,"Beausejour Stadium, Gros Islet",2010,05,Australia_Pakistan_2010-05-14,Australia,Australia,Pakistan,197
73,DJ Hussey,Mohammad Hafeez,CL White,6,0,6,98,93,13,8,4,6,-,0,,,12,field,Australia,2,"Beausejour Stadium, Gros Islet",2010,05,Australia_Pakistan_2010-05-14,Australia,Australia,Pakistan,197
74,CL White,Abdur Rehman,DJ Hussey,6,0,6,104,87,30,16,4,1,-,0,,,13,field,Australia,2,"Beausejour Stadium, Gros Islet",2010,05,Australia_Pakistan_2010-05-14,Australia,Australia,Pakistan,197
75,CL White,Abdur Rehman,DJ Hussey,1,0,1,105,86,31,17,4,2,-,0,,,13,field,Australia,2,"Beausejour Stadium, Gros Islet",2010,05,Australia_Pakistan_2010-05-14,Australia,Australia,Pakistan,197
76,DJ Hussey,Abdur Rehman,CL White,0,0,0,105,86,13,9,5,3,-,caught and bowled,DJ Hussey,,13,field,Australia,2,"Beausejour Stadium, Gros Islet",2010,05,Australia_Pakistan_2010-05-14,Australia,Australia,Pakistan,197
77,MEK Hussey,Abdur Rehman,CL White,0,0,0,105,86,0,1,5,4,-,0,,,13,field,Australia,2,"Beausejour Stadium, Gros Islet",2010,05,Australia_Pakistan_2010-05-14,Australia,Australia,Pakistan,197
78,MEK Hussey,Abdur Rehman,CL White,1,0,1,106,85,1,2,5,5,-,0,,,13,field,Australia,2,"Beausejour Stadium, Gros Islet",2010,05,Australia_Pakistan_2010-05-14,Australia,Australia,Pakistan,197
79,CL White,Abdur Rehman,MEK Hussey,1,0,1,107,84,32,18,5,6,-,0,,,13,field,Australia,2,"Beausejour Stadium, Gros Islet",2010,05,Australia_Pakistan_2010-05-14,Australia,Australia,Pakistan,197
80,CL White,Saeed Ajmal,MEK Hussey,0,0,0,107,84,32,19,5,1,-,0,,,14,field,Australia,2,"Beausejour Stadium, Gros Islet",2010,05,Australia_Pakistan_2010-05-14,Australia,Australia,Pakistan,197
81,CL White,Saeed Ajmal,MEK Hussey,0,3,3,110,81,32,20,5,2,wides,0,,,14,field,Australia,2,"Beausejour Stadium, Gros Islet",2010,05,Australia_Pakistan_2010-05-14,Australia,Australia,Pakistan,197
82,CL White,Saeed Ajmal,MEK Hussey,0,0,0,110,81,32,21,5,3,-,0,,,14,field,Australia,2,"Beausejour Stadium, Gros Islet",2010,05,Australia_Pakistan_2010-05-14,Australia,Australia,Pakistan,197
83,CL White,Saeed Ajmal,MEK Hussey,0,0,0,110,81,32,22,5,4,-,0,,,14,field,Australia,2,"Beausejour Stadium, Gros Islet",2010,05,Australia_Pakistan_2010-05-14,Australia,Australia,Pakistan,197
84,CL White,Saeed Ajmal,MEK Hussey,2,0,2,112,79,34,23,5,5,-,0,,,14,field,Australia,2,"Beausejour Stadium, Gros Islet",2010,05,Australia_Pakistan_2010-05-14,Australia,Australia,Pakistan,197
85,CL White,Saeed Ajmal,MEK Hussey,0,0,0,112,79,34,24,5,6,-,0,,,14,field,Australia,2,"Beausejour Stadium, Gros Islet",2010,05,Australia_Pakistan_2010-05-14,Australia,Australia,Pakistan,197
86,CL White,Saeed Ajmal,MEK Hussey,0,0,0,112,79,34,25,5,7,-,0,,,14,field,Australia,2,"Beausejour Stadium, Gros Islet",2010,05,Australia_Pakistan_2010-05-14,Australia,Australia,Pakistan,197
87,MEK Hussey,Abdur Rehman,CL White,0,0,0,112,79,1,3,5,1,-,0,,,15,field,Australia,2,"Beausejour Stadium, Gros Islet",2010,05,Australia_Pakistan_2010-05-14,Australia,Australia,Pakistan,197
88,MEK Hussey,Abdur Rehman,CL White,1,0,1,113,78,2,4,5,2,-,0,,,15,field,Australia,2,"Beausejour Stadium, Gros Islet",2010,05,Australia_Pakistan_2010-05-14,Australia,Australia,Pakistan,197
89,CL White,Abdur Rehman,MEK Hussey,0,0,0,113,78,34,26,5,3,-,0,,,15,field,Australia,2,"Beausejour Stadium, Gros Islet",2010,05,Australia_Pakistan_2010-05-14,Australia,Australia,Pakistan,197
90,CL White,Abdur Rehman,MEK Hussey,6,0,6,119,72,40,27,5,4,-,0,,,15,field,Australia,2,"Beausejour Stadium, Gros Islet",2010,05,Australia_Pakistan_2010-05-14,Australia,Australia,Pakistan,197
91,CL White,Abdur Rehman,MEK Hussey,0,0,0,119,72,40,28,5,5,-,0,,,15,field,Australia,2,"Beausejour Stadium, Gros Islet",2010,05,Australia_Pakistan_2010-05-14,Australia,Australia,Pakistan,197
92,CL White,Abdur Rehman,MEK Hussey,1,1,2,121,70,41,29,5,6,noballs,0,,,15,field,Australia,2,"Beausejour Stadium, Gros Islet",2010,05,Australia_Pakistan_2010-05-14,Australia,Australia,Pakistan,197
93,MEK Hussey,Abdur Rehman,CL White,1,0,1,122,69,3,5,5,7,-,0,,,15,field,Australia,2,"Beausejour Stadium, Gros Islet",2010,05,Australia_Pakistan_2010-05-14,Australia,Australia,Pakistan,197
94,MEK Hussey,Shahid Afridi,CL White,0,1,1,123,68,3,6,5,1,legbyes,0,,,16,field,Australia,2,"Beausejour Stadium, Gros Islet",2010,05,Australia_Pakistan_2010-05-14,Australia,Australia,Pakistan,197
95,CL White,Shahid Afridi,MEK Hussey,1,0,1,124,67,42,30,5,2,-,0,,,16,field,Australia,2,"Beausejour Stadium, Gros Islet",2010,05,Australia_Pakistan_2010-05-14,Australia,Australia,Pakistan,197
96,MEK Hussey,Shahid Afridi,CL White,0,0,0,124,67,3,7,5,3,-,0,,,16,field,Australia,2,"Beausejour Stadium, Gros Islet",2010,05,Australia_Pakistan_2010-05-14,Australia,Australia,Pakistan,197
97,MEK Hussey,Shahid Afridi,CL White,6,0,6,130,61,9,8,5,4,-,0,,,16,field,Australia,2,"Beausejour Stadium, Gros Islet",2010,05,Australia_Pakistan_2010-05-14,Australia,Australia,Pakistan,197
98,MEK Hussey,Shahid Afridi,CL White,6,0,6,136,55,15,9,5,5,-,0,,,16,field,Australia,2,"Beausejour Stadium, Gros Islet",2010,05,Australia_Pakistan_2010-05-14,Australia,Australia,Pakistan,197
99,MEK Hussey,Shahid Afridi,CL White,0,0,0,136,55,15,10,5,6,-,0,,,16,field,Australia,2,"Beausejour Stadium, Gros Islet",2010,05,Australia_Pakistan_2010-05-14,Australia,Australia,Pakistan,197
100,CL White,Mohammad Amir,MEK Hussey,1,0,1,137,54,43,31,5,1,-,0,,,17,field,Australia,2,"Beausejour Stadium, Gros Islet",2010,05,Australia_Pakistan_2010-05-14,Australia,Australia,Pakistan,197
101,MEK Hussey,Mohammad Amir,CL White,0,1,1,138,53,15,11,5,2,wides,0,,,17,field,Australia,2,"Beausejour Stadium, Gros Islet",2010,05,Australia_Pakistan_2010-05-14,Australia,Australia,Pakistan,197
102,MEK Hussey,Mohammad Amir,CL White,1,0,1,139,52,16,12,5,3,-,0,,,17,field,Australia,2,"Beausejour Stadium, Gros Islet",2010,05,Australia_Pakistan_2010-05-14,Australia,Australia,Pakistan,197
103,CL White,Mohammad Amir,MEK Hussey,0,0,0,139,52,43,32,6,4,-,caught,CL White,Mohammad Hafeez,17,field,Australia,2,"Beausejour Stadium, Gros Islet",2010,05,Australia_Pakistan_2010-05-14,Australia,Australia,Pakistan,197
104,SPD Smith,Mohammad Amir,MEK Hussey,4,0,4,143,48,4,1,6,5,-,0,,,17,field,Australia,2,"Beausejour Stadium, Gros Islet",2010,05,Australia_Pakistan_2010-05-14,Australia,Australia,Pakistan,197
105,SPD Smith,Mohammad Amir,MEK Hussey,0,0,0,143,48,4,2,6,6,-,0,,,17,field,Australia,2,"Beausejour Stadium, Gros Islet",2010,05,Australia_Pakistan_2010-05-14,Australia,Australia,Pakistan,197
106,SPD Smith,Mohammad Amir,MEK Hussey,1,0,1,144,47,5,3,6,7,-,0,,,17,field,Australia,2,"Beausejour Stadium, Gros Islet",2010,05,Australia_Pakistan_2010-05-14,Australia,Australia,Pakistan,197
107,SPD Smith,Saeed Ajmal,MEK Hussey,0,0,0,144,47,5,4,7,1,-,stumped,SPD Smith,Kamran Akmal,18,field,Australia,2,"Beausejour Stadium, Gros Islet",2010,05,Australia_Pakistan_2010-05-14,Australia,Australia,Pakistan,197
108,MG Johnson,Saeed Ajmal,MEK Hussey,4,0,4,148,43,4,1,7,2,-,0,,,18,field,Australia,2,"Beausejour Stadium, Gros Islet",2010,05,Australia_Pakistan_2010-05-14,Australia,Australia,Pakistan,197
109,MG Johnson,Saeed Ajmal,MEK Hussey,0,1,1,149,42,4,2,7,3,legbyes,0,,,18,field,Australia,2,"Beausejour Stadium, Gros Islet",2010,05,Australia_Pakistan_2010-05-14,Australia,Australia,Pakistan,197
110,MEK Hussey,Saeed Ajmal,MG Johnson,6,0,6,155,36,22,13,7,4,-,0,,,18,field,Australia,2,"Beausejour Stadium, Gros Islet",2010,05,Australia_Pakistan_2010-05-14,Australia,Australia,Pakistan,197
111,MEK Hussey,Saeed Ajmal,MG Johnson,2,0,2,157,34,24,14,7,5,-,0,,,18,field,Australia,2,"Beausejour Stadium, Gros Islet",2010,05,Australia_Pakistan_2010-05-14,Australia,Australia,Pakistan,197
112,MEK Hussey,Saeed Ajmal,MG Johnson,0,1,1,158,33,24,15,7,6,legbyes,0,,,18,field,Australia,2,"Beausejour Stadium, Gros Islet",2010,05,Australia_Pakistan_2010-05-14,Australia,Australia,Pakistan,197
113,MEK Hussey,Mohammad Amir,MG Johnson,4,0,4,162,29,28,16,7,1,-,0,,,19,field,Australia,2,"Beausejour Stadium, Gros Islet",2010,05,Australia_Pakistan_2010-05-14,Australia,Australia,Pakistan,197
114,MEK Hussey,Mohammad Amir,MG Johnson,2,0,2,164,27,30,17,7,2,-,0,,,19,field,Australia,2,"Beausejour Stadium, Gros Islet",2010,05,Australia_Pakistan_2010-05-14,Australia,Australia,Pakistan,197
115,MEK Hussey,Mohammad Amir,MG Johnson,0,2,2,166,25,30,18,7,3,legbyes,0,,,19,field,Australia,2,"Beausejour Stadium, Gros Islet",2010,05,Australia_Pakistan_2010-05-14,Australia,Australia,Pakistan,197
116,MEK Hussey,Mohammad Amir,MG Johnson,2,0,2,168,23,32,19,7,4,-,0,,,19,field,Australia,2,"Beausejour Stadium, Gros Islet",2010,05,Australia_Pakistan_2010-05-14,Australia,Australia,Pakistan,197
