,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,review,extra_type,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_total
10,Babar Azam,S Mahmood,Mohammad Rizwan,0,0,0,10,181,4,4,0,5,1,,-,0,,,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
11,Babar Azam,S Mahmood,Mohammad Rizwan,1,0,1,11,180,5,5,0,6,1,,-,0,,,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
12,Babar Azam,DJ Willey,Mohammad Rizwan,0,1,1,12,179,5,6,0,1,2,,wides,0,,,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
13,Babar Azam,DJ Willey,Mohammad Rizwan,1,0,1,13,178,6,7,0,2,2,,-,0,,,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
14,Mohammad Rizwan,DJ Willey,Babar Azam,0,1,1,14,177,6,8,0,3,2,,legbyes,0,,,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
15,Babar Azam,DJ Willey,Mohammad Rizwan,4,0,4,18,173,10,8,0,4,2,,-,0,,,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
16,Babar Azam,DJ Willey,Mohammad Rizwan,4,0,4,22,169,14,9,0,5,2,,-,0,,,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
17,Babar Azam,DJ Willey,Mohammad Rizwan,4,0,4,26,165,18,10,0,6,2,,-,0,,,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
18,Babar Azam,DJ Willey,Mohammad Rizwan,0,1,1,27,164,18,11,0,7,2,"{'by': 'England', 'umpire': 'DJ Millns', 'batter': 'Babar Azam', 'decision': 'struck down'}",legbyes,0,,,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
19,Babar Azam,TK Curran,Mohammad Rizwan,0,0,0,27,164,18,12,0,1,3,,-,0,,,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
20,Babar Azam,TK Curran,Mohammad Rizwan,1,0,1,28,163,19,13,0,2,3,,-,0,,,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
21,Mohammad Rizwan,TK Curran,Babar Azam,0,0,0,28,163,6,9,0,3,3,,-,0,,,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
22,Mohammad Rizwan,TK Curran,Babar Azam,4,0,4,32,159,10,10,0,4,3,,-,0,,,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
23,Mohammad Rizwan,TK Curran,Babar Azam,1,0,1,33,158,11,11,0,5,3,,-,0,,,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
24,Babar Azam,TK Curran,Mohammad Rizwan,1,0,1,34,157,20,14,0,6,3,,-,0,,,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
25,Babar Azam,S Mahmood,Mohammad Rizwan,1,0,1,35,156,21,15,0,1,4,,-,0,,,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
26,Mohammad Rizwan,S Mahmood,Babar Azam,1,0,1,36,155,12,12,0,2,4,,-,0,,,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
27,Babar Azam,S Mahmood,Mohammad Rizwan,1,0,1,37,154,22,16,0,3,4,,-,0,,,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
28,Mohammad Rizwan,S Mahmood,Babar Azam,1,0,1,38,153,13,13,0,4,4,,-,0,,,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
29,Babar Azam,S Mahmood,Mohammad Rizwan,4,0,4,42,149,26,17,0,5,4,,-,0,,,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
30,Babar Azam,S Mahmood,Mohammad Rizwan,1,0,1,43,148,27,18,0,6,4,,-,0,,,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
31,Babar Azam,TK Curran,Mohammad Rizwan,0,0,0,43,148,27,19,0,1,5,,-,0,,,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
32,Babar Azam,TK Curran,Mohammad Rizwan,4,0,4,47,144,31,20,0,2,5,,-,0,,,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
33,Babar Azam,TK Curran,Mohammad Rizwan,1,0,1,48,143,32,21,0,3,5,,-,0,,,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
34,Mohammad Rizwan,TK Curran,Babar Azam,0,0,0,48,143,13,14,0,4,5,,-,0,,,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
35,Mohammad Rizwan,TK Curran,Babar Azam,1,0,1,49,142,14,15,0,5,5,,-,0,,,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
36,Babar Azam,TK Curran,Mohammad Rizwan,0,0,0,49,142,32,22,0,6,5,,-,0,,,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
37,Mohammad Rizwan,L Gregory,Babar Azam,1,0,1,50,141,15,16,0,1,6,,-,0,,,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
38,Babar Azam,L Gregory,Mohammad Rizwan,0,0,0,50,141,32,23,0,2,6,,-,0,,,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
39,Babar Azam,L Gregory,Mohammad Rizwan,4,0,4,54,137,36,24,0,3,6,,-,0,,,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
40,Babar Azam,L Gregory,Mohammad Rizwan,1,0,1,55,136,37,25,0,4,6,,-,0,,,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
41,Mohammad Rizwan,L Gregory,Babar Azam,2,0,2,57,134,17,17,0,5,6,,-,0,,,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
42,Mohammad Rizwan,L Gregory,Babar Azam,1,0,1,58,133,18,18,0,6,6,,-,0,,,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
43,Mohammad Rizwan,MW Parkinson,Babar Azam,1,0,1,59,132,19,19,0,1,7,,-,0,,,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
44,Babar Azam,MW Parkinson,Mohammad Rizwan,1,0,1,60,131,38,26,0,2,7,,-,0,,,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
45,Mohammad Rizwan,MW Parkinson,Babar Azam,1,0,1,61,130,20,20,0,3,7,,-,0,,,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
46,Babar Azam,MW Parkinson,Mohammad Rizwan,1,0,1,62,129,39,27,0,4,7,,-,0,,,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
47,Mohammad Rizwan,MW Parkinson,Babar Azam,1,0,1,63,128,21,21,0,5,7,,-,0,,,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
48,Babar Azam,MW Parkinson,Mohammad Rizwan,1,0,1,64,127,40,28,0,6,7,,-,0,,,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
49,Babar Azam,LS Livingstone,Mohammad Rizwan,0,0,0,64,127,40,29,0,1,8,,-,0,,,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
50,Babar Azam,LS Livingstone,Mohammad Rizwan,2,0,2,66,125,42,30,0,2,8,,-,0,,,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
51,Babar Azam,LS Livingstone,Mohammad Rizwan,1,0,1,67,124,43,31,0,3,8,,-,0,,,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
52,Mohammad Rizwan,LS Livingstone,Babar Azam,0,0,0,67,124,21,22,0,4,8,,-,0,,,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
53,Mohammad Rizwan,LS Livingstone,Babar Azam,4,0,4,71,120,25,23,0,5,8,,-,0,,,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
54,Mohammad Rizwan,LS Livingstone,Babar Azam,4,0,4,75,116,29,24,0,6,8,,-,0,,,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
55,Babar Azam,MW Parkinson,Mohammad Rizwan,1,0,1,76,115,44,32,0,1,9,,-,0,,,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
56,Mohammad Rizwan,MW Parkinson,Babar Azam,1,0,1,77,114,30,25,0,2,9,,-,0,,,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
57,Babar Azam,MW Parkinson,Mohammad Rizwan,2,0,2,79,112,46,33,0,3,9,,-,0,,,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
58,Babar Azam,MW Parkinson,Mohammad Rizwan,1,0,1,80,111,47,34,0,4,9,,-,0,,,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
59,Mohammad Rizwan,MW Parkinson,Babar Azam,0,0,0,80,111,30,26,0,5,9,,-,0,,,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
60,Mohammad Rizwan,MW Parkinson,Babar Azam,0,0,0,80,111,30,27,0,6,9,,-,0,,,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
61,Babar Azam,LS Livingstone,Mohammad Rizwan,1,0,1,81,110,48,35,0,1,10,,-,0,,,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
62,Mohammad Rizwan,LS Livingstone,Babar Azam,4,0,4,85,106,34,28,0,2,10,,-,0,,,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
63,Mohammad Rizwan,LS Livingstone,Babar Azam,1,0,1,86,105,35,29,0,3,10,,-,0,,,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
64,Babar Azam,LS Livingstone,Mohammad Rizwan,2,0,2,88,103,50,36,0,4,10,,-,0,,,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
65,Babar Azam,LS Livingstone,Mohammad Rizwan,1,0,1,89,102,51,37,0,5,10,,-,0,,,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
66,Mohammad Rizwan,LS Livingstone,Babar Azam,4,0,4,93,98,39,30,0,6,10,,-,0,,,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
67,Babar Azam,MW Parkinson,Mohammad Rizwan,2,0,2,95,96,53,38,0,1,11,,-,0,,,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
68,Babar Azam,MW Parkinson,Mohammad Rizwan,6,0,6,101,90,59,39,0,2,11,,-,0,,,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
69,Babar Azam,MW Parkinson,Mohammad Rizwan,1,0,1,102,89,60,40,0,3,11,,-,0,,,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
70,Mohammad Rizwan,MW Parkinson,Babar Azam,6,0,6,108,83,45,31,0,4,11,,-,0,,,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
71,Mohammad Rizwan,MW Parkinson,Babar Azam,1,0,1,109,82,46,32,0,5,11,,-,0,,,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
72,Babar Azam,MW Parkinson,Mohammad Rizwan,2,0,2,111,80,62,41,0,6,11,,-,0,,,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
73,Mohammad Rizwan,DJ Willey,Babar Azam,2,0,2,113,78,48,33,0,1,12,,-,0,,,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
74,Mohammad Rizwan,DJ Willey,Babar Azam,0,1,1,114,77,48,34,0,2,12,,wides,0,,,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
75,Mohammad Rizwan,DJ Willey,Babar Azam,2,0,2,116,75,50,35,0,3,12,,-,0,,,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
76,Mohammad Rizwan,DJ Willey,Babar Azam,2,0,2,118,73,52,36,0,4,12,,-,0,,,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
77,Mohammad Rizwan,DJ Willey,Babar Azam,1,0,1,119,72,53,37,0,5,12,,-,0,,,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
78,Babar Azam,DJ Willey,Mohammad Rizwan,1,0,1,120,71,63,42,0,6,12,,-,0,,,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
79,Mohammad Rizwan,DJ Willey,Babar Azam,1,0,1,121,70,54,38,0,7,12,,-,0,,,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
80,Mohammad Rizwan,MW Parkinson,Babar Azam,4,0,4,125,66,58,39,0,1,13,,-,0,,,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
81,Mohammad Rizwan,MW Parkinson,Babar Azam,1,0,1,126,65,59,40,0,2,13,,-,0,,,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
82,Babar Azam,MW Parkinson,Mohammad Rizwan,2,0,2,128,63,65,43,0,3,13,,-,0,,,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
83,Babar Azam,MW Parkinson,Mohammad Rizwan,6,0,6,134,57,71,44,0,4,13,,-,0,,,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
84,Babar Azam,MW Parkinson,Mohammad Rizwan,4,0,4,138,53,75,45,0,5,13,,-,0,,,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
85,Babar Azam,MW Parkinson,Mohammad Rizwan,1,0,1,139,52,76,46,0,6,13,,-,0,,,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
86,Babar Azam,L Gregory,Mohammad Rizwan,6,0,6,145,46,82,47,0,1,14,,-,0,,,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
87,Babar Azam,L Gregory,Mohammad Rizwan,1,0,1,146,45,83,48,0,2,14,,-,0,,,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
88,Mohammad Rizwan,L Gregory,Babar Azam,4,0,4,150,41,63,41,0,3,14,,-,0,,,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
89,Mohammad Rizwan,L Gregory,Babar Azam,0,0,0,150,41,63,42,1,4,14,,-,caught,Mohammad Rizwan,JM Bairstow,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
90,Sohaib Maqsood,L Gregory,Babar Azam,4,0,4,154,37,4,1,1,5,14,,-,0,,,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
91,Sohaib Maqsood,L Gregory,Babar Azam,1,0,1,155,36,5,2,1,6,14,,-,0,,,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
92,Sohaib Maqsood,TK Curran,Babar Azam,6,0,6,161,30,11,3,1,1,15,,-,0,,,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
93,Sohaib Maqsood,TK Curran,Babar Azam,6,0,6,167,24,17,4,1,2,15,,-,0,,,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
94,Sohaib Maqsood,TK Curran,Babar Azam,2,0,2,169,22,19,5,1,3,15,,-,0,,,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
95,Sohaib Maqsood,TK Curran,Babar Azam,0,0,0,169,22,19,6,1,4,15,,-,0,,,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
96,Sohaib Maqsood,TK Curran,Babar Azam,0,0,0,169,22,19,7,2,5,15,,-,caught,Sohaib Maqsood,DJ Willey,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
97,Fakhar Zaman,TK Curran,Babar Azam,4,0,4,173,18,4,1,2,6,15,,-,0,,,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
98,Babar Azam,DJ Willey,Fakhar Zaman,2,0,2,175,16,85,49,2,1,16,,-,0,,,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
99,Babar Azam,DJ Willey,Fakhar Zaman,0,0,0,175,16,85,50,3,2,16,"{'by': 'England', 'umpire': 'DJ Millns', 'batter': 'Babar Azam', 'decision': 'upheld'}",-,caught,Babar Azam,JM Bairstow,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
100,Mohammad Hafeez,DJ Willey,Fakhar Zaman,0,0,0,175,16,0,1,3,3,16,,-,0,,,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
101,Mohammad Hafeez,DJ Willey,Fakhar Zaman,1,0,1,176,15,1,2,3,4,16,,-,0,,,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
102,Fakhar Zaman,DJ Willey,Mohammad Hafeez,1,0,1,177,14,5,2,3,5,16,,-,0,,,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
103,Mohammad Hafeez,DJ Willey,Fakhar Zaman,6,0,6,183,8,7,3,3,6,16,,-,0,,,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
104,Fakhar Zaman,S Mahmood,Mohammad Hafeez,6,0,6,189,2,11,3,3,1,17,,-,0,,,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
105,Fakhar Zaman,S Mahmood,Mohammad Hafeez,2,0,2,191,0,13,4,3,2,17,,-,0,,,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
106,Fakhar Zaman,S Mahmood,Mohammad Hafeez,1,0,1,192,-1,14,5,3,3,17,,-,0,,,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
107,Mohammad Hafeez,S Mahmood,Fakhar Zaman,1,0,1,193,-2,8,4,3,4,17,,-,0,,,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
108,Fakhar Zaman,S Mahmood,Mohammad Hafeez,6,0,6,199,-8,20,6,3,5,17,,-,0,,,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
109,Fakhar Zaman,S Mahmood,Mohammad Hafeez,6,0,6,205,-14,26,7,3,6,17,,-,0,,,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
110,Mohammad Hafeez,TK Curran,Fakhar Zaman,6,0,6,211,-20,14,5,3,1,18,,-,0,,,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
111,Mohammad Hafeez,TK Curran,Fakhar Zaman,0,0,0,211,-20,14,6,3,2,18,,-,0,,,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
112,Mohammad Hafeez,TK Curran,Fakhar Zaman,6,0,6,217,-26,20,7,3,3,18,,-,0,,,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
113,Mohammad Hafeez,TK Curran,Fakhar Zaman,0,0,0,217,-26,20,8,3,4,18,,-,0,,,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
114,Mohammad Hafeez,TK Curran,Fakhar Zaman,4,0,4,221,-30,24,9,3,5,18,,-,0,,,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
115,Mohammad Hafeez,TK Curran,Fakhar Zaman,0,0,0,221,-30,24,10,4,6,18,,-,bowled,Mohammad Hafeez,,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
116,Fakhar Zaman,S Mahmood,Azam Khan,0,0,0,221,-30,26,8,5,1,19,,-,caught,Fakhar Zaman,JJ Roy,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
117,Azam Khan,S Mahmood,Imad Wasim,4,0,4,225,-34,4,1,5,2,19,,-,0,,,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
118,Azam Khan,S Mahmood,Imad Wasim,0,1,1,226,-35,4,2,5,3,19,,wides,0,,,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
119,Azam Khan,S Mahmood,Imad Wasim,0,2,2,228,-37,4,3,5,4,19,,legbyes,0,,,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
120,Azam Khan,S Mahmood,Imad Wasim,1,0,1,229,-38,5,4,5,5,19,,-,0,,,field,England,1,"Trent Bridge, Nottingham",2021,07,Pakistan_England_2021-07-16,Pakistan,Pakistan,England,232
