,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,extra_type,wicket_type,player_out,fielder,over,toss_decision,toss_winner,innings,venue,date,winning_team,batting_team,bowling_team
40,M Shumba,Mosaddek Hossain,Sikandar Raza,1,0,1,30,3,7,3,-,0,,,7,bat,Zimbabwe,1,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe,Bangladesh
41,Sikandar Raza,Mosaddek Hossain,M Shumba,1,0,1,31,13,17,4,-,0,,,7,bat,Zimbabwe,1,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe,Bangladesh
42,M Shumba,Mosaddek Hossain,Sikandar Raza,0,0,0,31,3,8,5,-,caught,M Shumba,Hasan Mahmud,7,bat,Zimbabwe,1,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe,Bangladesh
43,Sikandar Raza,Mosaddek Hossain,RP Burl,1,0,1,32,14,18,6,-,0,,,7,bat,Zimbabwe,1,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe,Bangladesh
44,Sikandar Raza,Hasan Mahmud,RP Burl,0,0,0,32,14,19,1,-,0,,,8,bat,Zimbabwe,1,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe,Bangladesh
45,Sikandar Raza,Hasan Mahmud,RP Burl,0,0,0,32,14,20,2,-,0,,,8,bat,Zimbabwe,1,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe,Bangladesh
46,Sikandar Raza,Hasan Mahmud,RP Burl,2,0,2,34,16,21,3,-,0,,,8,bat,Zimbabwe,1,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe,Bangladesh
47,Sikandar Raza,Hasan Mahmud,RP Burl,2,0,2,36,18,22,4,-,0,,,8,bat,Zimbabwe,1,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe,Bangladesh
48,Sikandar Raza,Hasan Mahmud,RP Burl,2,0,2,38,20,23,5,-,0,,,8,bat,Zimbabwe,1,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe,Bangladesh
49,Sikandar Raza,Hasan Mahmud,RP Burl,0,0,0,38,20,24,6,-,0,,,8,bat,Zimbabwe,1,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe,Bangladesh
50,RP Burl,Mahedi Hasan,Sikandar Raza,1,0,1,39,1,1,1,-,0,,,9,bat,Zimbabwe,1,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe,Bangladesh
51,Sikandar Raza,Mahedi Hasan,RP Burl,0,0,0,39,20,25,2,-,0,,,9,bat,Zimbabwe,1,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe,Bangladesh
52,Sikandar Raza,Mahedi Hasan,RP Burl,1,0,1,40,21,26,3,-,0,,,9,bat,Zimbabwe,1,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe,Bangladesh
53,RP Burl,Mahedi Hasan,Sikandar Raza,0,0,0,40,1,2,4,-,0,,,9,bat,Zimbabwe,1,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe,Bangladesh
54,RP Burl,Mahedi Hasan,Sikandar Raza,0,0,0,40,1,3,5,-,0,,,9,bat,Zimbabwe,1,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe,Bangladesh
55,RP Burl,Mahedi Hasan,Sikandar Raza,1,0,1,41,2,4,6,-,0,,,9,bat,Zimbabwe,1,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe,Bangladesh
56,RP Burl,Hasan Mahmud,Sikandar Raza,0,0,0,41,2,5,1,-,0,,,10,bat,Zimbabwe,1,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe,Bangladesh
57,RP Burl,Hasan Mahmud,Sikandar Raza,0,0,0,41,2,6,2,-,0,,,10,bat,Zimbabwe,1,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe,Bangladesh
58,RP Burl,Hasan Mahmud,Sikandar Raza,0,1,1,42,2,7,3,wides,0,,,10,bat,Zimbabwe,1,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe,Bangladesh
59,RP Burl,Hasan Mahmud,Sikandar Raza,1,0,1,43,3,8,4,-,0,,,10,bat,Zimbabwe,1,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe,Bangladesh
60,Sikandar Raza,Hasan Mahmud,RP Burl,3,0,3,46,24,27,5,-,0,,,10,bat,Zimbabwe,1,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe,Bangladesh
61,RP Burl,Hasan Mahmud,Sikandar Raza,0,0,0,46,3,9,6,-,0,,,10,bat,Zimbabwe,1,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe,Bangladesh
62,RP Burl,Hasan Mahmud,Sikandar Raza,0,0,0,46,3,10,7,-,0,,,10,bat,Zimbabwe,1,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe,Bangladesh
63,Sikandar Raza,Mahedi Hasan,RP Burl,2,0,2,48,26,28,1,-,0,,,11,bat,Zimbabwe,1,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe,Bangladesh
64,Sikandar Raza,Mahedi Hasan,RP Burl,2,0,2,50,28,29,2,-,0,,,11,bat,Zimbabwe,1,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe,Bangladesh
65,Sikandar Raza,Mahedi Hasan,RP Burl,0,0,0,50,28,30,3,-,0,,,11,bat,Zimbabwe,1,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe,Bangladesh
66,Sikandar Raza,Mahedi Hasan,RP Burl,0,0,0,50,28,31,4,-,0,,,11,bat,Zimbabwe,1,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe,Bangladesh
67,Sikandar Raza,Mahedi Hasan,RP Burl,1,0,1,51,29,32,5,-,0,,,11,bat,Zimbabwe,1,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe,Bangladesh
68,RP Burl,Mahedi Hasan,Sikandar Raza,1,0,1,52,4,11,6,-,0,,,11,bat,Zimbabwe,1,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe,Bangladesh
69,RP Burl,Mustafizur Rahman,Sikandar Raza,1,0,1,53,5,12,1,-,0,,,12,bat,Zimbabwe,1,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe,Bangladesh
70,Sikandar Raza,Mustafizur Rahman,RP Burl,0,0,0,53,29,33,2,-,0,,,12,bat,Zimbabwe,1,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe,Bangladesh
71,Sikandar Raza,Mustafizur Rahman,RP Burl,0,0,0,53,29,34,3,-,0,,,12,bat,Zimbabwe,1,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe,Bangladesh
72,Sikandar Raza,Mustafizur Rahman,RP Burl,1,0,1,54,30,35,4,-,0,,,12,bat,Zimbabwe,1,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe,Bangladesh
73,RP Burl,Mustafizur Rahman,Sikandar Raza,1,0,1,55,6,13,5,-,0,,,12,bat,Zimbabwe,1,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe,Bangladesh
74,Sikandar Raza,Mustafizur Rahman,RP Burl,0,0,0,55,30,36,6,-,0,,,12,bat,Zimbabwe,1,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe,Bangladesh
75,RP Burl,Afif Hossain,Sikandar Raza,1,0,1,56,7,14,1,-,0,,,13,bat,Zimbabwe,1,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe,Bangladesh
76,Sikandar Raza,Afif Hossain,RP Burl,6,0,6,62,36,37,2,-,0,,,13,bat,Zimbabwe,1,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe,Bangladesh
77,Sikandar Raza,Afif Hossain,RP Burl,1,0,1,63,37,38,3,-,0,,,13,bat,Zimbabwe,1,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe,Bangladesh
78,RP Burl,Afif Hossain,Sikandar Raza,0,0,0,63,7,15,4,-,0,,,13,bat,Zimbabwe,1,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe,Bangladesh
79,RP Burl,Afif Hossain,Sikandar Raza,4,0,4,67,11,16,5,-,0,,,13,bat,Zimbabwe,1,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe,Bangladesh
80,RP Burl,Afif Hossain,Sikandar Raza,0,0,0,67,11,17,6,-,0,,,13,bat,Zimbabwe,1,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe,Bangladesh
81,Sikandar Raza,Shoriful Islam,RP Burl,1,0,1,68,38,39,1,-,0,,,14,bat,Zimbabwe,1,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe,Bangladesh
82,RP Burl,Shoriful Islam,Sikandar Raza,4,0,4,72,15,18,2,-,0,,,14,bat,Zimbabwe,1,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe,Bangladesh
83,RP Burl,Shoriful Islam,Sikandar Raza,1,0,1,73,16,19,3,-,0,,,14,bat,Zimbabwe,1,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe,Bangladesh
84,Sikandar Raza,Shoriful Islam,RP Burl,1,0,1,74,39,40,4,-,0,,,14,bat,Zimbabwe,1,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe,Bangladesh
85,RP Burl,Shoriful Islam,Sikandar Raza,0,0,0,74,16,20,5,-,0,,,14,bat,Zimbabwe,1,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe,Bangladesh
86,RP Burl,Shoriful Islam,Sikandar Raza,1,0,1,75,17,21,6,-,0,,,14,bat,Zimbabwe,1,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe,Bangladesh
87,RP Burl,Mustafizur Rahman,Sikandar Raza,1,0,1,76,18,22,1,-,0,,,15,bat,Zimbabwe,1,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe,Bangladesh
88,Sikandar Raza,Mustafizur Rahman,RP Burl,4,0,4,80,43,41,2,-,0,,,15,bat,Zimbabwe,1,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe,Bangladesh
89,Sikandar Raza,Mustafizur Rahman,RP Burl,4,0,4,84,47,42,3,-,0,,,15,bat,Zimbabwe,1,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe,Bangladesh
90,Sikandar Raza,Mustafizur Rahman,RP Burl,0,0,0,84,47,43,4,-,0,,,15,bat,Zimbabwe,1,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe,Bangladesh
91,Sikandar Raza,Mustafizur Rahman,RP Burl,2,0,2,86,49,44,5,-,0,,,15,bat,Zimbabwe,1,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe,Bangladesh
92,Sikandar Raza,Mustafizur Rahman,RP Burl,1,0,1,87,50,45,6,-,0,,,15,bat,Zimbabwe,1,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe,Bangladesh
93,Sikandar Raza,Hasan Mahmud,RP Burl,1,0,1,88,51,46,1,-,0,,,16,bat,Zimbabwe,1,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe,Bangladesh
94,RP Burl,Hasan Mahmud,Sikandar Raza,1,0,1,89,19,23,2,-,0,,,16,bat,Zimbabwe,1,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe,Bangladesh
95,Sikandar Raza,Hasan Mahmud,RP Burl,0,1,1,90,51,47,3,wides,0,,,16,bat,Zimbabwe,1,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe,Bangladesh
96,Sikandar Raza,Hasan Mahmud,RP Burl,0,0,0,90,51,48,4,-,0,,,16,bat,Zimbabwe,1,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe,Bangladesh
97,Sikandar Raza,Hasan Mahmud,RP Burl,1,0,1,91,52,49,5,-,0,,,16,bat,Zimbabwe,1,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe,Bangladesh
98,RP Burl,Hasan Mahmud,Sikandar Raza,2,0,2,93,21,24,6,-,0,,,16,bat,Zimbabwe,1,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe,Bangladesh
99,RP Burl,Hasan Mahmud,Sikandar Raza,1,0,1,94,22,25,7,-,0,,,16,bat,Zimbabwe,1,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe,Bangladesh
100,RP Burl,Shoriful Islam,Sikandar Raza,2,0,2,96,24,26,1,-,0,,,17,bat,Zimbabwe,1,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe,Bangladesh
101,RP Burl,Shoriful Islam,Sikandar Raza,1,0,1,97,25,27,2,-,0,,,17,bat,Zimbabwe,1,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe,Bangladesh
102,Sikandar Raza,Shoriful Islam,RP Burl,0,0,0,97,52,50,3,-,0,,,17,bat,Zimbabwe,1,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe,Bangladesh
103,Sikandar Raza,Shoriful Islam,RP Burl,1,0,1,98,53,51,4,-,0,,,17,bat,Zimbabwe,1,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe,Bangladesh
104,RP Burl,Shoriful Islam,Sikandar Raza,1,0,1,99,26,28,5,-,0,,,17,bat,Zimbabwe,1,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe,Bangladesh
105,Sikandar Raza,Shoriful Islam,RP Burl,6,0,6,105,59,52,6,-,0,,,17,bat,Zimbabwe,1,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe,Bangladesh
106,RP Burl,Hasan Mahmud,Sikandar Raza,4,0,4,109,30,29,1,-,0,,,18,bat,Zimbabwe,1,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe,Bangladesh
107,RP Burl,Hasan Mahmud,Sikandar Raza,0,0,0,109,30,30,2,-,0,,,18,bat,Zimbabwe,1,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe,Bangladesh
108,RP Burl,Hasan Mahmud,Sikandar Raza,2,0,2,111,32,31,3,-,0,,,18,bat,Zimbabwe,1,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe,Bangladesh
109,RP Burl,Hasan Mahmud,Sikandar Raza,0,0,0,111,32,32,4,-,bowled,RP Burl,,18,bat,Zimbabwe,1,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe,Bangladesh
110,LM Jongwe,Hasan Mahmud,Sikandar Raza,1,0,1,112,1,1,5,-,0,,,18,bat,Zimbabwe,1,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe,Bangladesh
111,Sikandar Raza,Hasan Mahmud,LM Jongwe,1,0,1,113,60,53,6,-,0,,,18,bat,Zimbabwe,1,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe,Bangladesh
112,Sikandar Raza,Mustafizur Rahman,LM Jongwe,0,1,1,114,60,54,1,wides,0,,,19,bat,Zimbabwe,1,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe,Bangladesh
113,Sikandar Raza,Mustafizur Rahman,LM Jongwe,2,0,2,116,62,55,2,-,0,,,19,bat,Zimbabwe,1,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe,Bangladesh
114,Sikandar Raza,Mustafizur Rahman,LM Jongwe,0,0,0,116,62,56,3,-,caught,Sikandar Raza,Munim Shahriar,19,bat,Zimbabwe,1,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe,Bangladesh
115,LM Jongwe,Mustafizur Rahman,WP Masakadza,1,0,1,117,2,2,4,-,0,,,19,bat,Zimbabwe,1,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe,Bangladesh
116,WP Masakadza,Mustafizur Rahman,LM Jongwe,0,1,1,118,0,1,5,wides,0,,,19,bat,Zimbabwe,1,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe,Bangladesh
117,WP Masakadza,Mustafizur Rahman,LM Jongwe,4,0,4,122,4,2,6,-,0,,,19,bat,Zimbabwe,1,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe,Bangladesh
118,WP Masakadza,Mustafizur Rahman,LM Jongwe,0,0,0,122,4,3,7,-,0,,,19,bat,Zimbabwe,1,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe,Bangladesh
119,WP Masakadza,Mustafizur Rahman,LM Jongwe,1,0,1,123,5,4,8,-,0,,,19,bat,Zimbabwe,1,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe,Bangladesh
120,WP Masakadza,Shoriful Islam,LM Jongwe,0,0,0,123,5,5,1,-,0,,,20,bat,Zimbabwe,1,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe,Bangladesh
121,WP Masakadza,Shoriful Islam,LM Jongwe,1,0,1,124,6,6,2,-,0,,,20,bat,Zimbabwe,1,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe,Bangladesh
122,LM Jongwe,Shoriful Islam,WP Masakadza,0,1,1,125,2,3,3,wides,0,,,20,bat,Zimbabwe,1,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe,Bangladesh
123,LM Jongwe,Shoriful Islam,WP Masakadza,1,0,1,126,3,4,4,-,0,,,20,bat,Zimbabwe,1,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe,Bangladesh
124,WP Masakadza,Shoriful Islam,LM Jongwe,0,0,0,126,6,7,5,-,run out,WP Masakadza,Shoriful Islam,20,bat,Zimbabwe,1,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe,Bangladesh
125,LM Jongwe,Shoriful Islam,R Ngarava,0,1,1,127,3,5,6,wides,0,,,20,bat,Zimbabwe,1,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe,Bangladesh
126,LM Jongwe,Shoriful Islam,R Ngarava,6,0,6,133,9,6,7,-,0,,,20,bat,Zimbabwe,1,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe,Bangladesh
127,LM Jongwe,Shoriful Islam,R Ngarava,2,0,2,135,11,7,8,-,0,,,20,bat,Zimbabwe,1,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe,Bangladesh
