,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,over,extra_type,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,date,batting_team,bowling_team
23,Mohammad Hafeez,MA Starc,Nasir Jamshed,0,0,0,25,13,13,4,4,-,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2012-09-07,Pakistan,Australia
24,Mohammad Hafeez,MA Starc,Nasir Jamshed,1,0,1,26,14,14,5,4,-,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2012-09-07,Pakistan,Australia
25,Nasir Jamshed,MA Starc,Mohammad Hafeez,0,0,0,26,10,9,6,4,-,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2012-09-07,Pakistan,Australia
26,Mohammad Hafeez,SR Watson,Nasir Jamshed,1,0,1,27,15,15,1,5,-,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2012-09-07,Pakistan,Australia
27,Nasir Jamshed,SR Watson,Mohammad Hafeez,1,0,1,28,11,10,2,5,-,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2012-09-07,Pakistan,Australia
28,Mohammad Hafeez,SR Watson,Nasir Jamshed,0,0,0,28,15,16,3,5,-,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2012-09-07,Pakistan,Australia
29,Mohammad Hafeez,SR Watson,Nasir Jamshed,0,0,0,28,15,17,4,5,-,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2012-09-07,Pakistan,Australia
30,Mohammad Hafeez,SR Watson,Nasir Jamshed,0,0,0,28,15,18,5,5,-,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2012-09-07,Pakistan,Australia
31,Mohammad Hafeez,SR Watson,Nasir Jamshed,1,0,1,29,16,19,6,5,-,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2012-09-07,Pakistan,Australia
32,Mohammad Hafeez,MA Starc,Nasir Jamshed,4,0,4,33,20,20,1,6,-,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2012-09-07,Pakistan,Australia
33,Mohammad Hafeez,MA Starc,Nasir Jamshed,1,0,1,34,21,21,2,6,-,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2012-09-07,Pakistan,Australia
34,Nasir Jamshed,MA Starc,Mohammad Hafeez,1,0,1,35,12,11,3,6,-,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2012-09-07,Pakistan,Australia
35,Mohammad Hafeez,MA Starc,Nasir Jamshed,1,0,1,36,22,22,4,6,-,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2012-09-07,Pakistan,Australia
36,Nasir Jamshed,MA Starc,Mohammad Hafeez,1,0,1,37,13,12,5,6,-,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2012-09-07,Pakistan,Australia
37,Mohammad Hafeez,MA Starc,Nasir Jamshed,0,0,0,37,22,23,6,6,-,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2012-09-07,Pakistan,Australia
38,Nasir Jamshed,DJ Hussey,Mohammad Hafeez,0,0,0,37,13,13,1,7,-,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2012-09-07,Pakistan,Australia
39,Nasir Jamshed,DJ Hussey,Mohammad Hafeez,0,0,0,37,13,14,2,7,-,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2012-09-07,Pakistan,Australia
40,Nasir Jamshed,DJ Hussey,Mohammad Hafeez,2,0,2,39,15,15,3,7,-,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2012-09-07,Pakistan,Australia
41,Nasir Jamshed,DJ Hussey,Mohammad Hafeez,1,0,1,40,16,16,4,7,-,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2012-09-07,Pakistan,Australia
42,Mohammad Hafeez,DJ Hussey,Nasir Jamshed,0,0,0,40,22,24,5,7,-,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2012-09-07,Pakistan,Australia
43,Mohammad Hafeez,DJ Hussey,Nasir Jamshed,4,0,4,44,26,25,6,7,-,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2012-09-07,Pakistan,Australia
44,Nasir Jamshed,DT Christian,Mohammad Hafeez,0,0,0,44,16,17,1,8,-,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2012-09-07,Pakistan,Australia
45,Nasir Jamshed,DT Christian,Mohammad Hafeez,1,0,1,45,17,18,2,8,-,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2012-09-07,Pakistan,Australia
46,Mohammad Hafeez,DT Christian,Nasir Jamshed,0,0,0,45,26,26,3,8,-,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2012-09-07,Pakistan,Australia
47,Mohammad Hafeez,DT Christian,Nasir Jamshed,1,0,1,46,27,27,4,8,-,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2012-09-07,Pakistan,Australia
48,Nasir Jamshed,DT Christian,Mohammad Hafeez,0,0,0,46,17,19,5,8,-,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2012-09-07,Pakistan,Australia
49,Nasir Jamshed,DT Christian,Mohammad Hafeez,1,0,1,47,18,20,6,8,-,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2012-09-07,Pakistan,Australia
50,Nasir Jamshed,GB Hogg,Mohammad Hafeez,1,0,1,48,19,21,1,9,-,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2012-09-07,Pakistan,Australia
51,Mohammad Hafeez,GB Hogg,Nasir Jamshed,0,0,0,48,27,28,2,9,-,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2012-09-07,Pakistan,Australia
52,Mohammad Hafeez,GB Hogg,Nasir Jamshed,1,0,1,49,28,29,3,9,-,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2012-09-07,Pakistan,Australia
53,Nasir Jamshed,GB Hogg,Mohammad Hafeez,1,0,1,50,20,22,4,9,-,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2012-09-07,Pakistan,Australia
54,Mohammad Hafeez,GB Hogg,Nasir Jamshed,4,0,4,54,32,30,5,9,-,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2012-09-07,Pakistan,Australia
55,Mohammad Hafeez,GB Hogg,Nasir Jamshed,1,0,1,55,33,31,6,9,-,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2012-09-07,Pakistan,Australia
56,Mohammad Hafeez,SR Watson,Nasir Jamshed,1,0,1,56,34,32,1,10,-,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2012-09-07,Pakistan,Australia
57,Nasir Jamshed,SR Watson,Mohammad Hafeez,0,0,0,56,20,23,2,10,-,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2012-09-07,Pakistan,Australia
58,Nasir Jamshed,SR Watson,Mohammad Hafeez,1,0,1,57,21,24,3,10,-,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2012-09-07,Pakistan,Australia
59,Mohammad Hafeez,SR Watson,Nasir Jamshed,1,0,1,58,35,33,4,10,-,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2012-09-07,Pakistan,Australia
60,Nasir Jamshed,SR Watson,Mohammad Hafeez,1,0,1,59,22,25,5,10,-,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2012-09-07,Pakistan,Australia
61,Mohammad Hafeez,SR Watson,Nasir Jamshed,2,0,2,61,37,34,6,10,-,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2012-09-07,Pakistan,Australia
62,Nasir Jamshed,GB Hogg,Mohammad Hafeez,6,0,6,67,28,26,1,11,-,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2012-09-07,Pakistan,Australia
63,Nasir Jamshed,GB Hogg,Mohammad Hafeez,2,0,2,69,30,27,2,11,-,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2012-09-07,Pakistan,Australia
64,Nasir Jamshed,GB Hogg,Mohammad Hafeez,2,0,2,71,32,28,3,11,-,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2012-09-07,Pakistan,Australia
65,Nasir Jamshed,GB Hogg,Mohammad Hafeez,1,0,1,72,33,29,4,11,-,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2012-09-07,Pakistan,Australia
66,Mohammad Hafeez,GB Hogg,Nasir Jamshed,1,0,1,73,38,35,5,11,-,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2012-09-07,Pakistan,Australia
67,Nasir Jamshed,GB Hogg,Mohammad Hafeez,1,0,1,74,34,30,6,11,-,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2012-09-07,Pakistan,Australia
68,Nasir Jamshed,DT Christian,Mohammad Hafeez,1,0,1,75,35,31,1,12,-,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2012-09-07,Pakistan,Australia
69,Mohammad Hafeez,DT Christian,Nasir Jamshed,1,0,1,76,39,36,2,12,-,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2012-09-07,Pakistan,Australia
70,Nasir Jamshed,DT Christian,Mohammad Hafeez,4,0,4,80,39,32,3,12,-,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2012-09-07,Pakistan,Australia
71,Nasir Jamshed,DT Christian,Mohammad Hafeez,1,0,1,81,40,33,4,12,-,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2012-09-07,Pakistan,Australia
72,Mohammad Hafeez,DT Christian,Nasir Jamshed,3,0,3,84,42,37,5,12,-,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2012-09-07,Pakistan,Australia
73,Nasir Jamshed,DT Christian,Mohammad Hafeez,1,0,1,85,41,34,6,12,-,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2012-09-07,Pakistan,Australia
74,Nasir Jamshed,PJ Cummins,Mohammad Hafeez,4,0,4,89,45,35,1,13,-,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2012-09-07,Pakistan,Australia
75,Nasir Jamshed,PJ Cummins,Mohammad Hafeez,0,0,0,89,45,36,2,13,-,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2012-09-07,Pakistan,Australia
76,Nasir Jamshed,PJ Cummins,Mohammad Hafeez,0,0,0,89,45,37,3,13,-,caught,Nasir Jamshed,DT Christian,bat,Pakistan,1,Dubai International Cricket Stadium,2012-09-07,Pakistan,Australia
77,Mohammad Hafeez,PJ Cummins,Kamran Akmal,1,0,1,90,43,38,4,13,-,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2012-09-07,Pakistan,Australia
78,Kamran Akmal,PJ Cummins,Mohammad Hafeez,1,0,1,91,1,1,5,13,-,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2012-09-07,Pakistan,Australia
79,Mohammad Hafeez,PJ Cummins,Kamran Akmal,0,0,0,91,43,39,6,13,-,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2012-09-07,Pakistan,Australia
80,Kamran Akmal,MA Starc,Mohammad Hafeez,0,0,0,91,1,2,1,14,-,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2012-09-07,Pakistan,Australia
81,Kamran Akmal,MA Starc,Mohammad Hafeez,1,0,1,92,2,3,2,14,-,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2012-09-07,Pakistan,Australia
82,Mohammad Hafeez,MA Starc,Kamran Akmal,1,0,1,93,44,40,3,14,-,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2012-09-07,Pakistan,Australia
83,Kamran Akmal,MA Starc,Mohammad Hafeez,2,0,2,95,4,4,4,14,-,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2012-09-07,Pakistan,Australia
84,Kamran Akmal,MA Starc,Mohammad Hafeez,1,0,1,96,5,5,5,14,-,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2012-09-07,Pakistan,Australia
85,Mohammad Hafeez,MA Starc,Kamran Akmal,1,0,1,97,45,41,6,14,-,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2012-09-07,Pakistan,Australia
86,Mohammad Hafeez,SR Watson,Kamran Akmal,0,0,0,97,45,42,1,15,-,caught,Mohammad Hafeez,DA Warner,bat,Pakistan,1,Dubai International Cricket Stadium,2012-09-07,Pakistan,Australia
87,Kamran Akmal,SR Watson,Umar Akmal,1,0,1,98,6,6,2,15,-,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2012-09-07,Pakistan,Australia
88,Umar Akmal,SR Watson,Kamran Akmal,0,0,0,98,0,1,3,15,-,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2012-09-07,Pakistan,Australia
89,Umar Akmal,SR Watson,Kamran Akmal,1,0,1,99,1,2,4,15,-,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2012-09-07,Pakistan,Australia
90,Kamran Akmal,SR Watson,Umar Akmal,4,0,4,103,10,7,5,15,-,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2012-09-07,Pakistan,Australia
91,Kamran Akmal,SR Watson,Umar Akmal,1,0,1,104,11,8,6,15,-,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2012-09-07,Pakistan,Australia
92,Kamran Akmal,GB Hogg,Umar Akmal,1,0,1,105,12,9,1,16,-,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2012-09-07,Pakistan,Australia
93,Umar Akmal,GB Hogg,Kamran Akmal,2,0,2,107,3,3,2,16,-,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2012-09-07,Pakistan,Australia
94,Umar Akmal,GB Hogg,Kamran Akmal,0,1,1,108,3,4,3,16,legbyes,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2012-09-07,Pakistan,Australia
95,Kamran Akmal,GB Hogg,Umar Akmal,4,0,4,112,16,10,4,16,-,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2012-09-07,Pakistan,Australia
96,Kamran Akmal,GB Hogg,Umar Akmal,0,0,0,112,16,11,5,16,-,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2012-09-07,Pakistan,Australia
97,Kamran Akmal,GB Hogg,Umar Akmal,1,0,1,113,17,12,6,16,-,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2012-09-07,Pakistan,Australia
98,Kamran Akmal,SR Watson,Umar Akmal,4,0,4,117,21,13,1,17,-,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2012-09-07,Pakistan,Australia
99,Kamran Akmal,SR Watson,Umar Akmal,1,0,1,118,22,14,2,17,-,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2012-09-07,Pakistan,Australia
100,Umar Akmal,SR Watson,Kamran Akmal,2,0,2,120,5,5,3,17,-,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2012-09-07,Pakistan,Australia
101,Umar Akmal,SR Watson,Kamran Akmal,1,0,1,121,6,6,4,17,-,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2012-09-07,Pakistan,Australia
102,Kamran Akmal,SR Watson,Umar Akmal,4,0,4,125,26,15,5,17,-,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2012-09-07,Pakistan,Australia
103,Kamran Akmal,SR Watson,Umar Akmal,1,0,1,126,27,16,6,17,-,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2012-09-07,Pakistan,Australia
104,Kamran Akmal,GB Hogg,Umar Akmal,2,0,2,128,29,17,1,18,-,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2012-09-07,Pakistan,Australia
105,Kamran Akmal,GB Hogg,Umar Akmal,0,0,0,128,29,18,2,18,-,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2012-09-07,Pakistan,Australia
106,Kamran Akmal,GB Hogg,Umar Akmal,1,0,1,129,30,19,3,18,-,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2012-09-07,Pakistan,Australia
107,Umar Akmal,GB Hogg,Kamran Akmal,1,0,1,130,7,7,4,18,-,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2012-09-07,Pakistan,Australia
108,Kamran Akmal,GB Hogg,Umar Akmal,4,0,4,134,34,20,5,18,-,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2012-09-07,Pakistan,Australia
109,Kamran Akmal,GB Hogg,Umar Akmal,1,0,1,135,35,21,6,18,-,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2012-09-07,Pakistan,Australia
110,Kamran Akmal,PJ Cummins,Umar Akmal,1,0,1,136,36,22,1,19,-,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2012-09-07,Pakistan,Australia
111,Umar Akmal,PJ Cummins,Kamran Akmal,0,0,0,136,7,8,2,19,-,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2012-09-07,Pakistan,Australia
112,Umar Akmal,PJ Cummins,Kamran Akmal,1,0,1,137,8,9,3,19,-,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2012-09-07,Pakistan,Australia
113,Kamran Akmal,PJ Cummins,Umar Akmal,1,0,1,138,37,23,4,19,-,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2012-09-07,Pakistan,Australia
114,Umar Akmal,PJ Cummins,Kamran Akmal,4,0,4,142,12,10,5,19,-,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2012-09-07,Pakistan,Australia
115,Umar Akmal,PJ Cummins,Kamran Akmal,1,0,1,143,13,11,6,19,-,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2012-09-07,Pakistan,Australia
116,Umar Akmal,DT Christian,Kamran Akmal,0,0,0,143,13,12,1,20,-,caught,Umar Akmal,CL White,bat,Pakistan,1,Dubai International Cricket Stadium,2012-09-07,Pakistan,Australia
117,Kamran Akmal,DT Christian,Abdul Razzaq,4,0,4,147,41,24,2,20,-,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2012-09-07,Pakistan,Australia
118,Kamran Akmal,DT Christian,Abdul Razzaq,1,0,1,148,42,25,3,20,-,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2012-09-07,Pakistan,Australia
119,Abdul Razzaq,DT Christian,Kamran Akmal,1,0,1,149,1,1,4,20,-,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2012-09-07,Pakistan,Australia
120,Kamran Akmal,DT Christian,Abdul Razzaq,1,0,1,150,43,26,5,20,-,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2012-09-07,Pakistan,Australia
121,Abdul Razzaq,DT Christian,Kamran Akmal,1,0,1,151,2,2,6,20,-,0,,,bat,Pakistan,1,Dubai International Cricket Stadium,2012-09-07,Pakistan,Australia
