,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,review,wicket_type,player_out,fielder,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_total
35,DJ Malan,YS Chahal,JC Buttler,1,0,1,53,103,4,7,1,5,6,,0,,,-,field,England,2,Narendra Modi Stadium,2021,03,India_England_2021-03-16,England,England,India,158
36,JC Buttler,YS Chahal,DJ Malan,4,0,4,57,99,43,17,1,6,6,,0,,,-,field,England,2,Narendra Modi Stadium,2021,03,India_England_2021-03-16,England,England,India,158
37,DJ Malan,HH Pandya,JC Buttler,1,0,1,58,98,5,8,1,1,7,,0,,,-,field,England,2,Narendra Modi Stadium,2021,03,India_England_2021-03-16,England,England,India,158
38,JC Buttler,HH Pandya,DJ Malan,1,0,1,59,97,44,18,1,2,7,,0,,,-,field,England,2,Narendra Modi Stadium,2021,03,India_England_2021-03-16,England,England,India,158
39,DJ Malan,HH Pandya,JC Buttler,1,0,1,60,96,6,9,1,3,7,,0,,,-,field,England,2,Narendra Modi Stadium,2021,03,India_England_2021-03-16,England,England,India,158
40,JC Buttler,HH Pandya,DJ Malan,1,0,1,61,95,45,19,1,4,7,,0,,,-,field,England,2,Narendra Modi Stadium,2021,03,India_England_2021-03-16,England,England,India,158
41,DJ Malan,HH Pandya,JC Buttler,0,1,1,62,94,6,10,1,5,7,,0,,,wides,field,England,2,Narendra Modi Stadium,2021,03,India_England_2021-03-16,England,England,India,158
42,DJ Malan,HH Pandya,JC Buttler,1,0,1,63,93,7,11,1,6,7,,0,,,-,field,England,2,Narendra Modi Stadium,2021,03,India_England_2021-03-16,England,England,India,158
43,JC Buttler,HH Pandya,DJ Malan,1,0,1,64,92,46,20,1,7,7,,0,,,-,field,England,2,Narendra Modi Stadium,2021,03,India_England_2021-03-16,England,England,India,158
44,JC Buttler,Washington Sundar,DJ Malan,1,0,1,65,91,47,21,1,1,8,,0,,,-,field,England,2,Narendra Modi Stadium,2021,03,India_England_2021-03-16,England,England,India,158
45,DJ Malan,Washington Sundar,JC Buttler,1,0,1,66,90,8,12,1,2,8,,0,,,-,field,England,2,Narendra Modi Stadium,2021,03,India_England_2021-03-16,England,England,India,158
46,JC Buttler,Washington Sundar,DJ Malan,0,0,0,66,90,47,22,1,3,8,,0,,,-,field,England,2,Narendra Modi Stadium,2021,03,India_England_2021-03-16,England,England,India,158
47,JC Buttler,Washington Sundar,DJ Malan,1,0,1,67,89,48,23,1,4,8,,0,,,-,field,England,2,Narendra Modi Stadium,2021,03,India_England_2021-03-16,England,England,India,158
48,DJ Malan,Washington Sundar,JC Buttler,1,0,1,68,88,9,13,1,5,8,,0,,,-,field,England,2,Narendra Modi Stadium,2021,03,India_England_2021-03-16,England,England,India,158
49,JC Buttler,Washington Sundar,DJ Malan,0,0,0,68,88,48,24,1,6,8,,0,,,-,field,England,2,Narendra Modi Stadium,2021,03,India_England_2021-03-16,England,England,India,158
50,DJ Malan,HH Pandya,JC Buttler,1,0,1,69,87,10,14,1,1,9,,0,,,-,field,England,2,Narendra Modi Stadium,2021,03,India_England_2021-03-16,England,England,India,158
51,JC Buttler,HH Pandya,DJ Malan,1,0,1,70,86,49,25,1,2,9,,0,,,-,field,England,2,Narendra Modi Stadium,2021,03,India_England_2021-03-16,England,England,India,158
52,DJ Malan,HH Pandya,JC Buttler,0,0,0,70,86,10,15,1,3,9,,0,,,-,field,England,2,Narendra Modi Stadium,2021,03,India_England_2021-03-16,England,England,India,158
53,DJ Malan,HH Pandya,JC Buttler,1,0,1,71,85,11,16,1,4,9,,0,,,-,field,England,2,Narendra Modi Stadium,2021,03,India_England_2021-03-16,England,England,India,158
54,JC Buttler,HH Pandya,DJ Malan,1,0,1,72,84,50,26,1,5,9,,0,,,-,field,England,2,Narendra Modi Stadium,2021,03,India_England_2021-03-16,England,England,India,158
55,DJ Malan,HH Pandya,JC Buttler,6,0,6,78,78,17,17,1,6,9,,0,,,-,field,England,2,Narendra Modi Stadium,2021,03,India_England_2021-03-16,England,England,India,158
56,JC Buttler,Washington Sundar,DJ Malan,1,0,1,79,77,51,27,1,1,10,,0,,,-,field,England,2,Narendra Modi Stadium,2021,03,India_England_2021-03-16,England,England,India,158
57,DJ Malan,Washington Sundar,JC Buttler,1,0,1,80,76,18,18,1,2,10,,0,,,-,field,England,2,Narendra Modi Stadium,2021,03,India_England_2021-03-16,England,England,India,158
58,JC Buttler,Washington Sundar,DJ Malan,1,0,1,81,75,52,28,1,3,10,,0,,,-,field,England,2,Narendra Modi Stadium,2021,03,India_England_2021-03-16,England,England,India,158
59,DJ Malan,Washington Sundar,JC Buttler,0,0,0,81,75,18,19,2,4,10,,stumped,DJ Malan,RR Pant,-,field,England,2,Narendra Modi Stadium,2021,03,India_England_2021-03-16,England,England,India,158
60,JM Bairstow,Washington Sundar,JC Buttler,0,1,1,82,74,0,1,2,5,10,,0,,,legbyes,field,England,2,Narendra Modi Stadium,2021,03,India_England_2021-03-16,England,England,India,158
61,JC Buttler,Washington Sundar,JM Bairstow,1,0,1,83,73,53,29,2,6,10,,0,,,-,field,England,2,Narendra Modi Stadium,2021,03,India_England_2021-03-16,England,England,India,158
62,JC Buttler,HH Pandya,JM Bairstow,1,0,1,84,72,54,30,2,1,11,,0,,,-,field,England,2,Narendra Modi Stadium,2021,03,India_England_2021-03-16,England,England,India,158
63,JM Bairstow,HH Pandya,JC Buttler,0,4,4,88,68,0,2,2,2,11,,0,,,byes,field,England,2,Narendra Modi Stadium,2021,03,India_England_2021-03-16,England,England,India,158
64,JM Bairstow,HH Pandya,JC Buttler,1,0,1,89,67,1,3,2,3,11,,0,,,-,field,England,2,Narendra Modi Stadium,2021,03,India_England_2021-03-16,England,England,India,158
65,JC Buttler,HH Pandya,JM Bairstow,0,0,0,89,67,54,31,2,4,11,,0,,,-,field,England,2,Narendra Modi Stadium,2021,03,India_England_2021-03-16,England,England,India,158
66,JC Buttler,HH Pandya,JM Bairstow,2,0,2,91,65,56,32,2,5,11,,0,,,-,field,England,2,Narendra Modi Stadium,2021,03,India_England_2021-03-16,England,England,India,158
67,JC Buttler,HH Pandya,JM Bairstow,1,0,1,92,64,57,33,2,6,11,,0,,,-,field,England,2,Narendra Modi Stadium,2021,03,India_England_2021-03-16,England,England,India,158
68,JC Buttler,YS Chahal,JM Bairstow,4,0,4,96,60,61,34,2,1,12,,0,,,-,field,England,2,Narendra Modi Stadium,2021,03,India_England_2021-03-16,England,England,India,158
69,JC Buttler,YS Chahal,JM Bairstow,0,0,0,96,60,61,35,2,2,12,,0,,,-,field,England,2,Narendra Modi Stadium,2021,03,India_England_2021-03-16,England,England,India,158
70,JC Buttler,YS Chahal,JM Bairstow,0,1,1,97,59,61,36,2,3,12,,0,,,legbyes,field,England,2,Narendra Modi Stadium,2021,03,India_England_2021-03-16,England,England,India,158
71,JM Bairstow,YS Chahal,JC Buttler,2,0,2,99,57,3,4,2,4,12,,0,,,-,field,England,2,Narendra Modi Stadium,2021,03,India_England_2021-03-16,England,England,India,158
72,JM Bairstow,YS Chahal,JC Buttler,1,0,1,100,56,4,5,2,5,12,,0,,,-,field,England,2,Narendra Modi Stadium,2021,03,India_England_2021-03-16,England,England,India,158
73,JC Buttler,YS Chahal,JM Bairstow,2,0,2,102,54,63,37,2,6,12,,0,,,-,field,England,2,Narendra Modi Stadium,2021,03,India_England_2021-03-16,England,England,India,158
74,JM Bairstow,B Kumar,JC Buttler,0,0,0,102,54,4,6,2,1,13,,0,,,-,field,England,2,Narendra Modi Stadium,2021,03,India_England_2021-03-16,England,England,India,158
75,JM Bairstow,B Kumar,JC Buttler,1,0,1,103,53,5,7,2,2,13,,0,,,-,field,England,2,Narendra Modi Stadium,2021,03,India_England_2021-03-16,England,England,India,158
76,JC Buttler,B Kumar,JM Bairstow,2,0,2,105,51,65,38,2,3,13,,0,,,-,field,England,2,Narendra Modi Stadium,2021,03,India_England_2021-03-16,England,England,India,158
77,JC Buttler,B Kumar,JM Bairstow,1,0,1,106,50,66,39,2,4,13,,0,,,-,field,England,2,Narendra Modi Stadium,2021,03,India_England_2021-03-16,England,England,India,158
78,JM Bairstow,B Kumar,JC Buttler,1,0,1,107,49,6,8,2,5,13,,0,,,-,field,England,2,Narendra Modi Stadium,2021,03,India_England_2021-03-16,England,England,India,158
79,JC Buttler,B Kumar,JM Bairstow,0,0,0,107,49,66,40,2,6,13,,0,,,-,field,England,2,Narendra Modi Stadium,2021,03,India_England_2021-03-16,England,England,India,158
80,JM Bairstow,Washington Sundar,JC Buttler,1,0,1,108,48,7,9,2,1,14,,0,,,-,field,England,2,Narendra Modi Stadium,2021,03,India_England_2021-03-16,England,England,India,158
81,JC Buttler,Washington Sundar,JM Bairstow,1,0,1,109,47,67,41,2,2,14,,0,,,-,field,England,2,Narendra Modi Stadium,2021,03,India_England_2021-03-16,England,England,India,158
82,JM Bairstow,Washington Sundar,JC Buttler,4,0,4,113,43,11,10,2,3,14,,0,,,-,field,England,2,Narendra Modi Stadium,2021,03,India_England_2021-03-16,England,England,India,158
83,JM Bairstow,Washington Sundar,JC Buttler,1,0,1,114,42,12,11,2,4,14,,0,,,-,field,England,2,Narendra Modi Stadium,2021,03,India_England_2021-03-16,England,England,India,158
84,JC Buttler,Washington Sundar,JM Bairstow,0,0,0,114,42,67,42,2,5,14,,0,,,-,field,England,2,Narendra Modi Stadium,2021,03,India_England_2021-03-16,England,England,India,158
85,JC Buttler,Washington Sundar,JM Bairstow,6,0,6,120,36,73,43,2,6,14,,0,,,-,field,England,2,Narendra Modi Stadium,2021,03,India_England_2021-03-16,England,England,India,158
86,JM Bairstow,YS Chahal,JC Buttler,1,0,1,121,35,13,12,2,1,15,,0,,,-,field,England,2,Narendra Modi Stadium,2021,03,India_England_2021-03-16,England,England,India,158
87,JC Buttler,YS Chahal,JM Bairstow,1,0,1,122,34,74,44,2,2,15,,0,,,-,field,England,2,Narendra Modi Stadium,2021,03,India_England_2021-03-16,England,England,India,158
88,JM Bairstow,YS Chahal,JC Buttler,0,0,0,122,34,13,13,2,3,15,,0,,,-,field,England,2,Narendra Modi Stadium,2021,03,India_England_2021-03-16,England,England,India,158
89,JM Bairstow,YS Chahal,JC Buttler,1,0,1,123,33,14,14,2,4,15,,0,,,-,field,England,2,Narendra Modi Stadium,2021,03,India_England_2021-03-16,England,England,India,158
90,JC Buttler,YS Chahal,JM Bairstow,2,0,2,125,31,76,45,2,5,15,,0,,,-,field,England,2,Narendra Modi Stadium,2021,03,India_England_2021-03-16,England,England,India,158
91,JC Buttler,YS Chahal,JM Bairstow,2,0,2,127,29,78,46,2,6,15,,0,,,-,field,England,2,Narendra Modi Stadium,2021,03,India_England_2021-03-16,England,England,India,158
92,JM Bairstow,Washington Sundar,JC Buttler,0,0,0,127,29,14,15,2,1,16,,0,,,-,field,England,2,Narendra Modi Stadium,2021,03,India_England_2021-03-16,England,England,India,158
93,JM Bairstow,Washington Sundar,JC Buttler,1,0,1,128,28,15,16,2,2,16,,0,,,-,field,England,2,Narendra Modi Stadium,2021,03,India_England_2021-03-16,England,England,India,158
94,JC Buttler,Washington Sundar,JM Bairstow,1,0,1,129,27,79,47,2,3,16,,0,,,-,field,England,2,Narendra Modi Stadium,2021,03,India_England_2021-03-16,England,England,India,158
95,JM Bairstow,Washington Sundar,JC Buttler,1,0,1,130,26,16,17,2,4,16,,0,,,-,field,England,2,Narendra Modi Stadium,2021,03,India_England_2021-03-16,England,England,India,158
96,JC Buttler,Washington Sundar,JM Bairstow,0,0,0,130,26,79,48,2,5,16,,0,,,-,field,England,2,Narendra Modi Stadium,2021,03,India_England_2021-03-16,England,England,India,158
97,JC Buttler,Washington Sundar,JM Bairstow,2,0,2,132,24,81,49,2,6,16,,0,,,-,field,England,2,Narendra Modi Stadium,2021,03,India_England_2021-03-16,England,England,India,158
98,JM Bairstow,SN Thakur,JC Buttler,4,0,4,136,20,20,18,2,1,17,,0,,,-,field,England,2,Narendra Modi Stadium,2021,03,India_England_2021-03-16,England,England,India,158
99,JM Bairstow,SN Thakur,JC Buttler,2,0,2,138,18,22,19,2,2,17,,0,,,-,field,England,2,Narendra Modi Stadium,2021,03,India_England_2021-03-16,England,England,India,158
100,JM Bairstow,SN Thakur,JC Buttler,1,0,1,139,17,23,20,2,3,17,,0,,,-,field,England,2,Narendra Modi Stadium,2021,03,India_England_2021-03-16,England,England,India,158
101,JC Buttler,SN Thakur,JM Bairstow,1,0,1,140,16,82,50,2,4,17,,0,,,-,field,England,2,Narendra Modi Stadium,2021,03,India_England_2021-03-16,England,England,India,158
102,JM Bairstow,SN Thakur,JC Buttler,0,0,0,140,16,23,21,2,5,17,,0,,,-,field,England,2,Narendra Modi Stadium,2021,03,India_England_2021-03-16,England,England,India,158
103,JM Bairstow,SN Thakur,JC Buttler,1,0,1,141,15,24,22,2,6,17,,0,,,-,field,England,2,Narendra Modi Stadium,2021,03,India_England_2021-03-16,England,England,India,158
104,JM Bairstow,B Kumar,JC Buttler,2,0,2,143,13,26,23,2,1,18,,0,,,-,field,England,2,Narendra Modi Stadium,2021,03,India_England_2021-03-16,England,England,India,158
105,JM Bairstow,B Kumar,JC Buttler,4,0,4,147,9,30,24,2,2,18,,0,,,-,field,England,2,Narendra Modi Stadium,2021,03,India_England_2021-03-16,England,England,India,158
106,JM Bairstow,B Kumar,JC Buttler,1,0,1,148,8,31,25,2,3,18,,0,,,-,field,England,2,Narendra Modi Stadium,2021,03,India_England_2021-03-16,England,England,India,158
107,JC Buttler,B Kumar,JM Bairstow,1,0,1,149,7,83,51,2,4,18,,0,,,-,field,England,2,Narendra Modi Stadium,2021,03,India_England_2021-03-16,England,England,India,158
108,JM Bairstow,B Kumar,JC Buttler,1,0,1,150,6,32,26,2,5,18,,0,,,-,field,England,2,Narendra Modi Stadium,2021,03,India_England_2021-03-16,England,England,India,158
109,JC Buttler,B Kumar,JM Bairstow,0,0,0,150,6,83,52,2,6,18,,0,,,-,field,England,2,Narendra Modi Stadium,2021,03,India_England_2021-03-16,England,England,India,158
110,JM Bairstow,SN Thakur,JC Buttler,4,0,4,154,2,36,27,2,1,19,,0,,,-,field,England,2,Narendra Modi Stadium,2021,03,India_England_2021-03-16,England,England,India,158
111,JM Bairstow,SN Thakur,JC Buttler,4,0,4,158,-2,40,28,2,2,19,,0,,,-,field,England,2,Narendra Modi Stadium,2021,03,India_England_2021-03-16,England,England,India,158
