,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,extra_type,wicket_type,player_out,fielder,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_final
27,Mahmudullah,TL Chatara,Shakib Al Hasan,1,0,1,29,115,2,4,3,2,5,-,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Zimbabwe_2019-09-13,Bangladesh,Bangladesh,Zimbabwe,148
28,Shakib Al Hasan,TL Chatara,Mahmudullah,0,0,0,29,115,1,3,4,3,5,-,caught,Shakib Al Hasan,H Masakadza,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Zimbabwe_2019-09-13,Bangladesh,Bangladesh,Zimbabwe,148
29,Sabbir Rahman,TL Chatara,Mahmudullah,1,0,1,30,114,1,1,4,4,5,-,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Zimbabwe_2019-09-13,Bangladesh,Bangladesh,Zimbabwe,148
30,Mahmudullah,TL Chatara,Sabbir Rahman,0,0,0,30,114,2,5,4,5,5,-,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Zimbabwe_2019-09-13,Bangladesh,Bangladesh,Zimbabwe,148
31,Mahmudullah,TL Chatara,Sabbir Rahman,4,0,4,34,110,6,6,4,6,5,-,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Zimbabwe_2019-09-13,Bangladesh,Bangladesh,Zimbabwe,148
32,Sabbir Rahman,KM Jarvis,Mahmudullah,4,0,4,38,106,5,2,4,1,6,-,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Zimbabwe_2019-09-13,Bangladesh,Bangladesh,Zimbabwe,148
33,Sabbir Rahman,KM Jarvis,Mahmudullah,1,0,1,39,105,6,3,4,2,6,-,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Zimbabwe_2019-09-13,Bangladesh,Bangladesh,Zimbabwe,148
34,Mahmudullah,KM Jarvis,Sabbir Rahman,0,0,0,39,105,6,7,4,3,6,-,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Zimbabwe_2019-09-13,Bangladesh,Bangladesh,Zimbabwe,148
35,Mahmudullah,KM Jarvis,Sabbir Rahman,1,0,1,40,104,7,8,4,4,6,-,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Zimbabwe_2019-09-13,Bangladesh,Bangladesh,Zimbabwe,148
36,Sabbir Rahman,KM Jarvis,Mahmudullah,0,0,0,40,104,6,4,4,5,6,-,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Zimbabwe_2019-09-13,Bangladesh,Bangladesh,Zimbabwe,148
37,Sabbir Rahman,KM Jarvis,Mahmudullah,1,0,1,41,103,7,5,4,6,6,-,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Zimbabwe_2019-09-13,Bangladesh,Bangladesh,Zimbabwe,148
38,Sabbir Rahman,RP Burl,Mahmudullah,0,1,1,42,102,7,6,4,1,7,wides,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Zimbabwe_2019-09-13,Bangladesh,Bangladesh,Zimbabwe,148
39,Sabbir Rahman,RP Burl,Mahmudullah,1,0,1,43,101,8,7,4,2,7,-,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Zimbabwe_2019-09-13,Bangladesh,Bangladesh,Zimbabwe,148
40,Mahmudullah,RP Burl,Sabbir Rahman,1,0,1,44,100,8,9,4,3,7,-,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Zimbabwe_2019-09-13,Bangladesh,Bangladesh,Zimbabwe,148
41,Sabbir Rahman,RP Burl,Mahmudullah,2,0,2,46,98,10,8,4,4,7,-,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Zimbabwe_2019-09-13,Bangladesh,Bangladesh,Zimbabwe,148
42,Sabbir Rahman,RP Burl,Mahmudullah,1,0,1,47,97,11,9,4,5,7,-,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Zimbabwe_2019-09-13,Bangladesh,Bangladesh,Zimbabwe,148
43,Mahmudullah,RP Burl,Sabbir Rahman,1,0,1,48,96,9,10,4,6,7,-,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Zimbabwe_2019-09-13,Bangladesh,Bangladesh,Zimbabwe,148
44,Sabbir Rahman,RP Burl,Mahmudullah,2,0,2,50,94,13,10,4,7,7,-,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Zimbabwe_2019-09-13,Bangladesh,Bangladesh,Zimbabwe,148
45,Mahmudullah,N Madziva,Sabbir Rahman,0,0,0,50,94,9,11,4,1,8,-,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Zimbabwe_2019-09-13,Bangladesh,Bangladesh,Zimbabwe,148
46,Mahmudullah,N Madziva,Sabbir Rahman,4,0,4,54,90,13,12,4,2,8,-,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Zimbabwe_2019-09-13,Bangladesh,Bangladesh,Zimbabwe,148
47,Mahmudullah,N Madziva,Sabbir Rahman,0,0,0,54,90,13,13,4,3,8,-,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Zimbabwe_2019-09-13,Bangladesh,Bangladesh,Zimbabwe,148
48,Mahmudullah,N Madziva,Sabbir Rahman,0,1,1,55,89,13,14,4,4,8,wides,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Zimbabwe_2019-09-13,Bangladesh,Bangladesh,Zimbabwe,148
49,Mahmudullah,N Madziva,Sabbir Rahman,0,0,0,55,89,13,15,4,5,8,-,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Zimbabwe_2019-09-13,Bangladesh,Bangladesh,Zimbabwe,148
50,Mahmudullah,N Madziva,Sabbir Rahman,1,0,1,56,88,14,16,4,6,8,-,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Zimbabwe_2019-09-13,Bangladesh,Bangladesh,Zimbabwe,148
51,Sabbir Rahman,N Madziva,Mahmudullah,0,0,0,56,88,13,11,4,7,8,-,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Zimbabwe_2019-09-13,Bangladesh,Bangladesh,Zimbabwe,148
52,Mahmudullah,RP Burl,Sabbir Rahman,0,0,0,56,88,14,17,5,1,9,-,lbw,Mahmudullah,,"{'by': 'Bangladesh', 'umpire': 'Masudur Rahman', 'batter': 'Mahmudullah', 'decision': 'struck down', 'umpires_call': True}",field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Zimbabwe_2019-09-13,Bangladesh,Bangladesh,Zimbabwe,148
53,Mosaddek Hossain,RP Burl,Sabbir Rahman,1,0,1,57,87,1,1,5,2,9,-,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Zimbabwe_2019-09-13,Bangladesh,Bangladesh,Zimbabwe,148
54,Sabbir Rahman,RP Burl,Mosaddek Hossain,0,0,0,57,87,13,12,5,3,9,-,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Zimbabwe_2019-09-13,Bangladesh,Bangladesh,Zimbabwe,148
55,Sabbir Rahman,RP Burl,Mosaddek Hossain,0,0,0,57,87,13,13,5,4,9,-,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Zimbabwe_2019-09-13,Bangladesh,Bangladesh,Zimbabwe,148
56,Sabbir Rahman,RP Burl,Mosaddek Hossain,1,0,1,58,86,14,14,5,5,9,-,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Zimbabwe_2019-09-13,Bangladesh,Bangladesh,Zimbabwe,148
57,Mosaddek Hossain,RP Burl,Sabbir Rahman,0,0,0,58,86,1,2,5,6,9,-,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Zimbabwe_2019-09-13,Bangladesh,Bangladesh,Zimbabwe,148
58,Sabbir Rahman,N Madziva,Mosaddek Hossain,1,0,1,59,85,15,15,5,1,10,-,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Zimbabwe_2019-09-13,Bangladesh,Bangladesh,Zimbabwe,148
59,Mosaddek Hossain,N Madziva,Sabbir Rahman,1,0,1,60,84,2,3,5,2,10,-,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Zimbabwe_2019-09-13,Bangladesh,Bangladesh,Zimbabwe,148
60,Sabbir Rahman,N Madziva,Mosaddek Hossain,0,0,0,60,84,15,16,6,3,10,-,caught,Sabbir Rahman,RP Burl,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Zimbabwe_2019-09-13,Bangladesh,Bangladesh,Zimbabwe,148
61,Mosaddek Hossain,N Madziva,Afif Hossain,1,0,1,61,83,3,4,6,4,10,-,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Zimbabwe_2019-09-13,Bangladesh,Bangladesh,Zimbabwe,148
62,Afif Hossain,N Madziva,Mosaddek Hossain,4,0,4,65,79,4,1,6,5,10,-,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Zimbabwe_2019-09-13,Bangladesh,Bangladesh,Zimbabwe,148
63,Afif Hossain,N Madziva,Mosaddek Hossain,0,0,0,65,79,4,2,6,6,10,-,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Zimbabwe_2019-09-13,Bangladesh,Bangladesh,Zimbabwe,148
64,Mosaddek Hossain,SC Williams,Afif Hossain,0,0,0,65,79,3,5,6,1,11,-,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Zimbabwe_2019-09-13,Bangladesh,Bangladesh,Zimbabwe,148
65,Mosaddek Hossain,SC Williams,Afif Hossain,1,0,1,66,78,4,6,6,2,11,-,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Zimbabwe_2019-09-13,Bangladesh,Bangladesh,Zimbabwe,148
66,Afif Hossain,SC Williams,Mosaddek Hossain,4,0,4,70,74,8,3,6,3,11,-,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Zimbabwe_2019-09-13,Bangladesh,Bangladesh,Zimbabwe,148
67,Afif Hossain,SC Williams,Mosaddek Hossain,4,0,4,74,70,12,4,6,4,11,-,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Zimbabwe_2019-09-13,Bangladesh,Bangladesh,Zimbabwe,148
68,Afif Hossain,SC Williams,Mosaddek Hossain,0,0,0,74,70,12,5,6,5,11,-,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Zimbabwe_2019-09-13,Bangladesh,Bangladesh,Zimbabwe,148
69,Afif Hossain,SC Williams,Mosaddek Hossain,6,0,6,80,64,18,6,6,6,11,-,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Zimbabwe_2019-09-13,Bangladesh,Bangladesh,Zimbabwe,148
70,Mosaddek Hossain,RP Burl,Afif Hossain,6,0,6,86,58,10,7,6,1,12,-,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Zimbabwe_2019-09-13,Bangladesh,Bangladesh,Zimbabwe,148
71,Mosaddek Hossain,RP Burl,Afif Hossain,6,0,6,92,52,16,8,6,2,12,-,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Zimbabwe_2019-09-13,Bangladesh,Bangladesh,Zimbabwe,148
72,Mosaddek Hossain,RP Burl,Afif Hossain,1,0,1,93,51,17,9,6,3,12,-,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Zimbabwe_2019-09-13,Bangladesh,Bangladesh,Zimbabwe,148
73,Afif Hossain,RP Burl,Mosaddek Hossain,1,0,1,94,50,19,7,6,4,12,-,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Zimbabwe_2019-09-13,Bangladesh,Bangladesh,Zimbabwe,148
74,Mosaddek Hossain,RP Burl,Afif Hossain,1,0,1,95,49,18,10,6,5,12,-,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Zimbabwe_2019-09-13,Bangladesh,Bangladesh,Zimbabwe,148
75,Afif Hossain,RP Burl,Mosaddek Hossain,1,0,1,96,48,20,8,6,6,12,-,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Zimbabwe_2019-09-13,Bangladesh,Bangladesh,Zimbabwe,148
76,Afif Hossain,TL Chatara,Mosaddek Hossain,4,0,4,100,44,24,9,6,1,13,-,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Zimbabwe_2019-09-13,Bangladesh,Bangladesh,Zimbabwe,148
77,Afif Hossain,TL Chatara,Mosaddek Hossain,1,0,1,101,43,25,10,6,2,13,-,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Zimbabwe_2019-09-13,Bangladesh,Bangladesh,Zimbabwe,148
78,Mosaddek Hossain,TL Chatara,Afif Hossain,1,0,1,102,42,19,11,6,3,13,-,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Zimbabwe_2019-09-13,Bangladesh,Bangladesh,Zimbabwe,148
79,Afif Hossain,TL Chatara,Mosaddek Hossain,0,0,0,102,42,25,11,6,4,13,-,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Zimbabwe_2019-09-13,Bangladesh,Bangladesh,Zimbabwe,148
80,Afif Hossain,TL Chatara,Mosaddek Hossain,2,0,2,104,40,27,12,6,5,13,-,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Zimbabwe_2019-09-13,Bangladesh,Bangladesh,Zimbabwe,148
81,Afif Hossain,TL Chatara,Mosaddek Hossain,0,0,0,104,40,27,13,6,6,13,-,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Zimbabwe_2019-09-13,Bangladesh,Bangladesh,Zimbabwe,148
82,Mosaddek Hossain,N Madziva,Afif Hossain,0,0,0,104,40,19,12,6,1,14,-,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Zimbabwe_2019-09-13,Bangladesh,Bangladesh,Zimbabwe,148
83,Mosaddek Hossain,N Madziva,Afif Hossain,0,0,0,104,40,19,13,6,2,14,-,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Zimbabwe_2019-09-13,Bangladesh,Bangladesh,Zimbabwe,148
84,Mosaddek Hossain,N Madziva,Afif Hossain,1,0,1,105,39,20,14,6,3,14,-,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Zimbabwe_2019-09-13,Bangladesh,Bangladesh,Zimbabwe,148
85,Afif Hossain,N Madziva,Mosaddek Hossain,1,0,1,106,38,28,14,6,4,14,-,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Zimbabwe_2019-09-13,Bangladesh,Bangladesh,Zimbabwe,148
86,Mosaddek Hossain,N Madziva,Afif Hossain,0,1,1,107,37,20,15,6,5,14,wides,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Zimbabwe_2019-09-13,Bangladesh,Bangladesh,Zimbabwe,148
87,Mosaddek Hossain,N Madziva,Afif Hossain,1,0,1,108,36,21,16,6,6,14,-,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Zimbabwe_2019-09-13,Bangladesh,Bangladesh,Zimbabwe,148
88,Afif Hossain,N Madziva,Mosaddek Hossain,0,0,0,108,36,28,15,6,7,14,-,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Zimbabwe_2019-09-13,Bangladesh,Bangladesh,Zimbabwe,148
89,Mosaddek Hossain,SC Williams,Afif Hossain,0,0,0,108,36,21,17,6,1,15,-,0,,,"{'by': 'Zimbabwe', 'umpire': 'Masudur Rahman', 'batter': 'Mosaddek Hossain', 'decision': 'struck down'}",field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Zimbabwe_2019-09-13,Bangladesh,Bangladesh,Zimbabwe,148
90,Mosaddek Hossain,SC Williams,Afif Hossain,1,0,1,109,35,22,18,6,2,15,-,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Zimbabwe_2019-09-13,Bangladesh,Bangladesh,Zimbabwe,148
91,Afif Hossain,SC Williams,Mosaddek Hossain,1,0,1,110,34,29,16,6,3,15,-,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Zimbabwe_2019-09-13,Bangladesh,Bangladesh,Zimbabwe,148
92,Mosaddek Hossain,SC Williams,Afif Hossain,2,0,2,112,32,24,19,6,4,15,-,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Zimbabwe_2019-09-13,Bangladesh,Bangladesh,Zimbabwe,148
93,Mosaddek Hossain,SC Williams,Afif Hossain,0,1,1,113,31,24,20,6,5,15,byes,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Zimbabwe_2019-09-13,Bangladesh,Bangladesh,Zimbabwe,148
94,Afif Hossain,SC Williams,Mosaddek Hossain,4,0,4,117,27,33,17,6,6,15,-,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Zimbabwe_2019-09-13,Bangladesh,Bangladesh,Zimbabwe,148
95,Mosaddek Hossain,KM Jarvis,Afif Hossain,3,0,3,120,24,27,21,6,1,16,-,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Zimbabwe_2019-09-13,Bangladesh,Bangladesh,Zimbabwe,148
96,Afif Hossain,KM Jarvis,Mosaddek Hossain,1,0,1,121,23,34,18,6,2,16,-,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Zimbabwe_2019-09-13,Bangladesh,Bangladesh,Zimbabwe,148
97,Mosaddek Hossain,KM Jarvis,Afif Hossain,0,0,0,121,23,27,22,6,3,16,-,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Zimbabwe_2019-09-13,Bangladesh,Bangladesh,Zimbabwe,148
98,Mosaddek Hossain,KM Jarvis,Afif Hossain,1,0,1,122,22,28,23,6,4,16,-,0,,,,field,Bangladesh,2,"Shere Bangla National Stadium, Mirpur",2019,09,Bangladesh_Zimbabwe_2019-09-13,Bangladesh,Bangladesh,Zimbabwe,148
