,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,over,wicket_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total,batter_type,non_striker_type,bowler_type
11,G Gambhir,JA Morkel,RV Uthappa,1,0,1,22,197,15,8,0,-,5.0,1,0,field,India,2,New Wanderers Stadium,2012,03,South Africa_India_2012-03-30,South Africa,India,South Africa,False,71,Left hand Bat,Right hand Bat,Right arm Medium
12,RV Uthappa,JA Morkel,G Gambhir,1,0,1,23,196,4,5,0,-,6.0,1,0,field,India,2,New Wanderers Stadium,2012,03,South Africa_India_2012-03-30,South Africa,India,South Africa,False,71,Right hand Bat,Left hand Bat,Right arm Medium
13,RV Uthappa,LL Tsotsobe,G Gambhir,1,0,1,24,195,5,6,0,-,1.0,2,0,field,India,2,New Wanderers Stadium,2012,03,South Africa_India_2012-03-30,South Africa,India,South Africa,False,71,Right hand Bat,Left hand Bat,Left arm Fast
14,G Gambhir,LL Tsotsobe,RV Uthappa,0,0,0,24,195,15,9,0,-,2.0,2,0,field,India,2,New Wanderers Stadium,2012,03,South Africa_India_2012-03-30,South Africa,India,South Africa,False,71,Left hand Bat,Right hand Bat,Left arm Fast
15,G Gambhir,LL Tsotsobe,RV Uthappa,0,0,0,24,195,15,10,0,-,3.0,2,0,field,India,2,New Wanderers Stadium,2012,03,South Africa_India_2012-03-30,South Africa,India,South Africa,False,71,Left hand Bat,Right hand Bat,Left arm Fast
16,G Gambhir,LL Tsotsobe,RV Uthappa,1,0,1,25,194,16,11,0,-,4.0,2,0,field,India,2,New Wanderers Stadium,2012,03,South Africa_India_2012-03-30,South Africa,India,South Africa,False,71,Left hand Bat,Right hand Bat,Left arm Fast
17,RV Uthappa,LL Tsotsobe,G Gambhir,1,0,1,26,193,6,7,0,-,5.0,2,0,field,India,2,New Wanderers Stadium,2012,03,South Africa_India_2012-03-30,South Africa,India,South Africa,False,71,Right hand Bat,Left hand Bat,Left arm Fast
18,G Gambhir,LL Tsotsobe,RV Uthappa,1,0,1,27,192,17,12,0,-,6.0,2,0,field,India,2,New Wanderers Stadium,2012,03,South Africa_India_2012-03-30,South Africa,India,South Africa,False,71,Left hand Bat,Right hand Bat,Left arm Fast
19,G Gambhir,J Theron,RV Uthappa,4,0,4,31,188,21,13,0,-,1.0,3,0,field,India,2,New Wanderers Stadium,2012,03,South Africa_India_2012-03-30,South Africa,India,South Africa,False,71,Left hand Bat,Right hand Bat,Right arm Medium
20,G Gambhir,J Theron,RV Uthappa,0,0,0,31,188,21,14,0,-,2.0,3,0,field,India,2,New Wanderers Stadium,2012,03,South Africa_India_2012-03-30,South Africa,India,South Africa,False,71,Left hand Bat,Right hand Bat,Right arm Medium
21,G Gambhir,J Theron,RV Uthappa,4,0,4,35,184,25,15,0,-,3.0,3,0,field,India,2,New Wanderers Stadium,2012,03,South Africa_India_2012-03-30,South Africa,India,South Africa,False,71,Left hand Bat,Right hand Bat,Right arm Medium
22,G Gambhir,J Theron,RV Uthappa,3,0,3,38,181,28,16,0,-,4.0,3,0,field,India,2,New Wanderers Stadium,2012,03,South Africa_India_2012-03-30,South Africa,India,South Africa,False,71,Left hand Bat,Right hand Bat,Right arm Medium
23,RV Uthappa,J Theron,G Gambhir,1,0,1,39,180,7,8,0,-,5.0,3,0,field,India,2,New Wanderers Stadium,2012,03,South Africa_India_2012-03-30,South Africa,India,South Africa,False,71,Right hand Bat,Left hand Bat,Right arm Medium
24,G Gambhir,J Theron,RV Uthappa,1,0,1,40,179,29,17,0,-,6.0,3,0,field,India,2,New Wanderers Stadium,2012,03,South Africa_India_2012-03-30,South Africa,India,South Africa,False,71,Left hand Bat,Right hand Bat,Right arm Medium
25,G Gambhir,LL Tsotsobe,RV Uthappa,3,0,3,43,176,32,18,0,-,1.0,4,0,field,India,2,New Wanderers Stadium,2012,03,South Africa_India_2012-03-30,South Africa,India,South Africa,False,71,Left hand Bat,Right hand Bat,Left arm Fast
26,RV Uthappa,LL Tsotsobe,G Gambhir,2,0,2,45,174,9,9,0,-,2.0,4,0,field,India,2,New Wanderers Stadium,2012,03,South Africa_India_2012-03-30,South Africa,India,South Africa,False,71,Right hand Bat,Left hand Bat,Left arm Fast
27,RV Uthappa,LL Tsotsobe,G Gambhir,1,0,1,46,173,10,10,0,-,3.0,4,0,field,India,2,New Wanderers Stadium,2012,03,South Africa_India_2012-03-30,South Africa,India,South Africa,False,71,Right hand Bat,Left hand Bat,Left arm Fast
28,G Gambhir,LL Tsotsobe,RV Uthappa,1,0,1,47,172,33,19,0,-,4.0,4,0,field,India,2,New Wanderers Stadium,2012,03,South Africa_India_2012-03-30,South Africa,India,South Africa,False,71,Left hand Bat,Right hand Bat,Left arm Fast
29,RV Uthappa,LL Tsotsobe,G Gambhir,0,0,0,47,172,10,11,0,-,5.0,4,0,field,India,2,New Wanderers Stadium,2012,03,South Africa_India_2012-03-30,South Africa,India,South Africa,False,71,Right hand Bat,Left hand Bat,Left arm Fast
30,RV Uthappa,LL Tsotsobe,G Gambhir,0,0,0,47,172,10,12,0,-,6.0,4,0,field,India,2,New Wanderers Stadium,2012,03,South Africa_India_2012-03-30,South Africa,India,South Africa,False,71,Right hand Bat,Left hand Bat,Left arm Fast
31,G Gambhir,WD Parnell,RV Uthappa,0,0,0,47,172,33,20,0,-,1.0,5,0,field,India,2,New Wanderers Stadium,2012,03,South Africa_India_2012-03-30,South Africa,India,South Africa,False,71,Left hand Bat,Right hand Bat,Left arm Medium
32,G Gambhir,WD Parnell,RV Uthappa,1,0,1,48,171,34,21,0,-,2.0,5,0,field,India,2,New Wanderers Stadium,2012,03,South Africa_India_2012-03-30,South Africa,India,South Africa,False,71,Left hand Bat,Right hand Bat,Left arm Medium
33,RV Uthappa,WD Parnell,G Gambhir,0,0,0,48,171,10,13,0,-,3.0,5,0,field,India,2,New Wanderers Stadium,2012,03,South Africa_India_2012-03-30,South Africa,India,South Africa,False,71,Right hand Bat,Left hand Bat,Left arm Medium
34,RV Uthappa,WD Parnell,G Gambhir,1,0,1,49,170,11,14,0,-,4.0,5,0,field,India,2,New Wanderers Stadium,2012,03,South Africa_India_2012-03-30,South Africa,India,South Africa,False,71,Right hand Bat,Left hand Bat,Left arm Medium
35,G Gambhir,WD Parnell,RV Uthappa,1,0,1,50,169,35,22,0,-,5.0,5,0,field,India,2,New Wanderers Stadium,2012,03,South Africa_India_2012-03-30,South Africa,India,South Africa,False,71,Left hand Bat,Right hand Bat,Left arm Medium
36,RV Uthappa,WD Parnell,G Gambhir,1,0,1,51,168,12,15,0,-,6.0,5,0,field,India,2,New Wanderers Stadium,2012,03,South Africa_India_2012-03-30,South Africa,India,South Africa,False,71,Right hand Bat,Left hand Bat,Left arm Medium
37,RV Uthappa,J Botha,G Gambhir,4,0,4,55,164,16,16,0,-,1.0,6,0,field,India,2,New Wanderers Stadium,2012,03,South Africa_India_2012-03-30,South Africa,India,South Africa,False,71,Right hand Bat,Left hand Bat,Right arm Offbreak
38,RV Uthappa,J Botha,G Gambhir,0,0,0,55,164,16,17,0,-,2.0,6,0,field,India,2,New Wanderers Stadium,2012,03,South Africa_India_2012-03-30,South Africa,India,South Africa,False,71,Right hand Bat,Left hand Bat,Right arm Offbreak
39,RV Uthappa,J Botha,G Gambhir,1,0,1,56,163,17,18,0,-,3.0,6,0,field,India,2,New Wanderers Stadium,2012,03,South Africa_India_2012-03-30,South Africa,India,South Africa,False,71,Right hand Bat,Left hand Bat,Right arm Offbreak
40,G Gambhir,J Botha,RV Uthappa,4,0,4,60,159,39,23,0,-,4.0,6,0,field,India,2,New Wanderers Stadium,2012,03,South Africa_India_2012-03-30,South Africa,India,South Africa,False,71,Left hand Bat,Right hand Bat,Right arm Offbreak
41,G Gambhir,J Botha,RV Uthappa,0,0,0,60,159,39,24,0,-,5.0,6,0,field,India,2,New Wanderers Stadium,2012,03,South Africa_India_2012-03-30,South Africa,India,South Africa,False,71,Left hand Bat,Right hand Bat,Right arm Offbreak
42,G Gambhir,J Botha,RV Uthappa,1,0,1,61,158,40,25,0,-,6.0,6,0,field,India,2,New Wanderers Stadium,2012,03,South Africa_India_2012-03-30,South Africa,India,South Africa,False,71,Left hand Bat,Right hand Bat,Right arm Offbreak
43,G Gambhir,WD Parnell,RV Uthappa,0,0,0,61,158,40,26,0,-,1.0,7,0,field,India,2,New Wanderers Stadium,2012,03,South Africa_India_2012-03-30,South Africa,India,South Africa,False,71,Left hand Bat,Right hand Bat,Left arm Medium
44,G Gambhir,WD Parnell,RV Uthappa,4,0,4,65,154,44,27,0,-,2.0,7,0,field,India,2,New Wanderers Stadium,2012,03,South Africa_India_2012-03-30,South Africa,India,South Africa,False,71,Left hand Bat,Right hand Bat,Left arm Medium
45,G Gambhir,WD Parnell,RV Uthappa,4,0,4,69,150,48,28,0,-,3.0,7,0,field,India,2,New Wanderers Stadium,2012,03,South Africa_India_2012-03-30,South Africa,India,South Africa,False,71,Left hand Bat,Right hand Bat,Left arm Medium
46,G Gambhir,WD Parnell,RV Uthappa,1,0,1,70,149,49,29,0,-,4.0,7,0,field,India,2,New Wanderers Stadium,2012,03,South Africa_India_2012-03-30,South Africa,India,South Africa,False,71,Left hand Bat,Right hand Bat,Left arm Medium
47,RV Uthappa,WD Parnell,G Gambhir,1,0,1,71,148,18,19,0,-,5.0,7,0,field,India,2,New Wanderers Stadium,2012,03,South Africa_India_2012-03-30,South Africa,India,South Africa,False,71,Right hand Bat,Left hand Bat,Left arm Medium
