,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,over,wicket_type,player_out,fielder,extra_type,toss_decision,toss_winner,innings,venue,date,batting_team,bowling_team
40,Liton Das,SC Williams,Anamul Haque,1,0,1,59,40,25,5,7,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe
41,Anamul Haque,SC Williams,Liton Das,0,0,0,59,12,9,6,7,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe
42,Liton Das,RP Burl,Anamul Haque,4,0,4,63,44,26,1,8,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe
43,Liton Das,RP Burl,Anamul Haque,1,0,1,64,45,27,2,8,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe
44,Anamul Haque,RP Burl,Liton Das,1,0,1,65,13,10,3,8,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe
45,Liton Das,RP Burl,Anamul Haque,2,0,2,67,47,28,4,8,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe
46,Liton Das,RP Burl,Anamul Haque,0,0,0,67,47,29,5,8,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe
47,Liton Das,RP Burl,Anamul Haque,4,0,4,71,51,30,6,8,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe
48,Anamul Haque,SC Williams,Liton Das,0,0,0,71,13,11,1,9,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe
49,Anamul Haque,SC Williams,Liton Das,1,0,1,72,14,12,2,9,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe
50,Liton Das,SC Williams,Anamul Haque,4,0,4,76,55,31,3,9,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe
51,Liton Das,SC Williams,Anamul Haque,1,0,1,77,56,32,4,9,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe
52,Anamul Haque,SC Williams,Liton Das,1,0,1,78,15,13,5,9,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe
53,Liton Das,SC Williams,Anamul Haque,0,0,0,78,56,33,6,9,lbw,Liton Das,,-,bat,Zimbabwe,2,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe
54,Anamul Haque,Sikandar Raza,Afif Hossain,1,0,1,79,16,14,1,10,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe
55,Afif Hossain,Sikandar Raza,Anamul Haque,0,1,1,80,0,1,2,10,0,,,wides,bat,Zimbabwe,2,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe
56,Afif Hossain,Sikandar Raza,Anamul Haque,1,0,1,81,1,2,3,10,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe
57,Anamul Haque,Sikandar Raza,Afif Hossain,0,0,0,81,16,15,4,10,caught,Anamul Haque,WP Masakadza,-,bat,Zimbabwe,2,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe
58,Afif Hossain,Sikandar Raza,Nazmul Hossain Shanto,0,0,0,81,1,3,5,10,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe
59,Afif Hossain,Sikandar Raza,Nazmul Hossain Shanto,1,0,1,82,2,4,6,10,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe
60,Nazmul Hossain Shanto,Sikandar Raza,Afif Hossain,0,0,0,82,0,1,7,10,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe
61,Afif Hossain,W Madhevere,Nazmul Hossain Shanto,0,0,0,82,2,5,1,11,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe
62,Afif Hossain,W Madhevere,Nazmul Hossain Shanto,0,0,0,82,2,6,2,11,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe
63,Afif Hossain,W Madhevere,Nazmul Hossain Shanto,0,0,0,82,2,7,3,11,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe
64,Afif Hossain,W Madhevere,Nazmul Hossain Shanto,1,0,1,83,3,8,4,11,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe
65,Nazmul Hossain Shanto,W Madhevere,Afif Hossain,0,0,0,83,0,2,5,11,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe
66,Nazmul Hossain Shanto,W Madhevere,Afif Hossain,1,0,1,84,1,3,6,11,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe
67,Nazmul Hossain Shanto,Sikandar Raza,Afif Hossain,2,0,2,86,3,4,1,12,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe
68,Nazmul Hossain Shanto,Sikandar Raza,Afif Hossain,0,0,0,86,3,5,2,12,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe
69,Nazmul Hossain Shanto,Sikandar Raza,Afif Hossain,1,0,1,87,4,6,3,12,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe
70,Afif Hossain,Sikandar Raza,Nazmul Hossain Shanto,1,0,1,88,4,9,4,12,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe
71,Nazmul Hossain Shanto,Sikandar Raza,Afif Hossain,1,0,1,89,5,7,5,12,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe
72,Afif Hossain,Sikandar Raza,Nazmul Hossain Shanto,1,0,1,90,5,10,6,12,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe
73,Afif Hossain,W Madhevere,Nazmul Hossain Shanto,4,0,4,94,9,11,1,13,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe
74,Afif Hossain,W Madhevere,Nazmul Hossain Shanto,0,0,0,94,9,12,2,13,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe
75,Afif Hossain,W Madhevere,Nazmul Hossain Shanto,0,0,0,94,9,13,3,13,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe
76,Afif Hossain,W Madhevere,Nazmul Hossain Shanto,1,0,1,95,10,14,4,13,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe
77,Nazmul Hossain Shanto,W Madhevere,Afif Hossain,1,0,1,96,6,8,5,13,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe
78,Afif Hossain,W Madhevere,Nazmul Hossain Shanto,0,0,0,96,10,15,6,13,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe
79,Nazmul Hossain Shanto,Sikandar Raza,Afif Hossain,4,0,4,100,10,9,1,14,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe
80,Nazmul Hossain Shanto,Sikandar Raza,Afif Hossain,0,0,0,100,10,10,2,14,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe
81,Nazmul Hossain Shanto,Sikandar Raza,Afif Hossain,0,0,0,100,10,11,3,14,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe
82,Nazmul Hossain Shanto,Sikandar Raza,Afif Hossain,1,0,1,101,11,12,4,14,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe
83,Afif Hossain,Sikandar Raza,Nazmul Hossain Shanto,2,0,2,103,12,16,5,14,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe
84,Afif Hossain,Sikandar Raza,Nazmul Hossain Shanto,1,0,1,104,13,17,6,14,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe
85,Afif Hossain,W Madhevere,Nazmul Hossain Shanto,6,0,6,110,19,18,1,15,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe
86,Afif Hossain,W Madhevere,Nazmul Hossain Shanto,0,0,0,110,19,19,2,15,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe
87,Afif Hossain,W Madhevere,Nazmul Hossain Shanto,1,0,1,111,20,20,3,15,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe
88,Nazmul Hossain Shanto,W Madhevere,Afif Hossain,1,0,1,112,12,13,4,15,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe
89,Afif Hossain,W Madhevere,Nazmul Hossain Shanto,2,0,2,114,22,21,5,15,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe
90,Afif Hossain,W Madhevere,Nazmul Hossain Shanto,0,0,0,114,22,22,6,15,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe
91,Nazmul Hossain Shanto,LM Jongwe,Afif Hossain,1,0,1,115,13,14,1,16,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe
92,Afif Hossain,LM Jongwe,Nazmul Hossain Shanto,1,0,1,116,23,23,2,16,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe
93,Nazmul Hossain Shanto,LM Jongwe,Afif Hossain,1,0,1,117,14,15,3,16,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe
94,Afif Hossain,LM Jongwe,Nazmul Hossain Shanto,1,0,1,118,24,24,4,16,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe
95,Nazmul Hossain Shanto,LM Jongwe,Afif Hossain,1,0,1,119,15,16,5,16,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe
96,Afif Hossain,LM Jongwe,Nazmul Hossain Shanto,0,1,1,120,24,25,6,16,0,,,wides,bat,Zimbabwe,2,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe
97,Afif Hossain,LM Jongwe,Nazmul Hossain Shanto,1,0,1,121,25,26,7,16,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe
98,Afif Hossain,R Ngarava,Nazmul Hossain Shanto,0,1,1,122,25,27,1,17,0,,,wides,bat,Zimbabwe,2,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe
99,Afif Hossain,R Ngarava,Nazmul Hossain Shanto,1,0,1,123,26,28,2,17,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe
100,Nazmul Hossain Shanto,R Ngarava,Afif Hossain,0,4,4,127,15,17,3,17,0,,,legbyes,bat,Zimbabwe,2,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe
101,Nazmul Hossain Shanto,R Ngarava,Afif Hossain,3,0,3,130,18,18,4,17,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe
102,Afif Hossain,R Ngarava,Nazmul Hossain Shanto,4,0,4,134,30,29,5,17,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe
103,Afif Hossain,R Ngarava,Nazmul Hossain Shanto,0,0,0,134,30,30,6,17,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe
104,Afif Hossain,R Ngarava,Nazmul Hossain Shanto,0,0,0,134,30,31,7,17,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe
105,Nazmul Hossain Shanto,TL Chivanga,Afif Hossain,0,0,0,134,18,19,1,18,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe
106,Nazmul Hossain Shanto,TL Chivanga,Afif Hossain,0,0,0,134,18,20,2,18,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe
107,Nazmul Hossain Shanto,TL Chivanga,Afif Hossain,0,1,1,135,18,21,3,18,0,,,wides,bat,Zimbabwe,2,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe
108,Nazmul Hossain Shanto,TL Chivanga,Afif Hossain,1,0,1,136,19,22,4,18,0,,,-,bat,Zimbabwe,2,Harare Sports Club,2022-07-31,Bangladesh,Zimbabwe
