,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,over,wicket_type,player_out,fielder,review,replacements,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total,batter_type,non_striker_type,bowler_type
88,Fareed Ahmad,Ihsanullah,Rashid Khan,4,0,4,87,95,5,8,8,-,2.0,14,0,,,,,field,Afghanistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-27,Pakistan,Afghanistan,Pakistan,False,116,Left hand Bat,Right hand Bat,Right arm Fast
89,Fareed Ahmad,Ihsanullah,Rashid Khan,0,0,0,87,95,5,9,9,-,3.0,14,caught,Fareed Ahmad,Mohammad Wasim,,,field,Afghanistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-27,Pakistan,Afghanistan,Pakistan,False,116,Left hand Bat,Right hand Bat,Right arm Fast
90,Azmatullah Omarzai,Ihsanullah,Rashid Khan,1,0,1,88,94,1,1,9,-,4.0,14,0,,,,"{'match': [{'in': 'Azmatullah Omarzai', 'out': 'Najibullah Zadran', 'team': 'Afghanistan', 'reason': 'concussion_substitute'}]}",field,Afghanistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-27,Pakistan,Afghanistan,Pakistan,False,116,Right hand Bat,Right hand Bat,Right arm Fast
91,Rashid Khan,Ihsanullah,Azmatullah Omarzai,6,0,6,94,88,16,13,9,-,5.0,14,0,,,,,field,Afghanistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-27,Pakistan,Afghanistan,Pakistan,False,116,Right hand Bat,Right hand Bat,Right arm Fast
92,Rashid Khan,Ihsanullah,Azmatullah Omarzai,0,0,0,94,88,16,14,9,-,6.0,14,0,,,,,field,Afghanistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-27,Pakistan,Afghanistan,Pakistan,False,116,Right hand Bat,Right hand Bat,Right arm Fast
93,Azmatullah Omarzai,Imad Wasim,Rashid Khan,1,0,1,95,87,2,2,9,-,1.0,15,0,,,,,field,Afghanistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-27,Pakistan,Afghanistan,Pakistan,False,116,Right hand Bat,Right hand Bat,Left arm Orthodox
94,Rashid Khan,Imad Wasim,Azmatullah Omarzai,0,0,0,95,87,16,15,10,-,2.0,15,caught,Rashid Khan,Abdullah Shafique,,,field,Afghanistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-27,Pakistan,Afghanistan,Pakistan,False,116,Right hand Bat,Right hand Bat,Left arm Orthodox
95,Fazalhaq Farooqi,Imad Wasim,Azmatullah Omarzai,1,0,1,96,86,1,1,10,-,3.0,15,0,,,,,field,Afghanistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-27,Pakistan,Afghanistan,Pakistan,False,116,Right hand Bat,Right hand Bat,Left arm Orthodox
96,Azmatullah Omarzai,Imad Wasim,Fazalhaq Farooqi,2,0,2,98,84,4,3,10,-,4.0,15,0,,,,,field,Afghanistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-27,Pakistan,Afghanistan,Pakistan,False,116,Right hand Bat,Right hand Bat,Left arm Orthodox
97,Azmatullah Omarzai,Imad Wasim,Fazalhaq Farooqi,4,0,4,102,80,8,4,10,-,5.0,15,0,,,,,field,Afghanistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-27,Pakistan,Afghanistan,Pakistan,False,116,Right hand Bat,Right hand Bat,Left arm Orthodox
98,Azmatullah Omarzai,Imad Wasim,Fazalhaq Farooqi,1,0,1,103,79,9,5,10,-,6.0,15,0,,,,,field,Afghanistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-27,Pakistan,Afghanistan,Pakistan,False,116,Right hand Bat,Right hand Bat,Left arm Orthodox
99,Azmatullah Omarzai,Zaman Khan,Fazalhaq Farooqi,0,0,0,103,79,9,6,10,-,1.0,16,0,,,,,field,Afghanistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-27,Pakistan,Afghanistan,Pakistan,False,116,Right hand Bat,Right hand Bat,Right arm Fast
100,Azmatullah Omarzai,Zaman Khan,Fazalhaq Farooqi,6,0,6,109,73,15,7,10,-,2.0,16,0,,,,,field,Afghanistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-27,Pakistan,Afghanistan,Pakistan,False,116,Right hand Bat,Right hand Bat,Right arm Fast
101,Azmatullah Omarzai,Zaman Khan,Fazalhaq Farooqi,0,0,0,109,73,15,8,10,-,3.0,16,0,,,,,field,Afghanistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-27,Pakistan,Afghanistan,Pakistan,False,116,Right hand Bat,Right hand Bat,Right arm Fast
102,Azmatullah Omarzai,Zaman Khan,Fazalhaq Farooqi,0,0,0,109,73,15,9,10,-,4.0,16,0,,,,,field,Afghanistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-27,Pakistan,Afghanistan,Pakistan,False,116,Right hand Bat,Right hand Bat,Right arm Fast
103,Azmatullah Omarzai,Zaman Khan,Fazalhaq Farooqi,1,0,1,110,72,16,10,10,-,5.0,16,0,,,,,field,Afghanistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-27,Pakistan,Afghanistan,Pakistan,False,116,Right hand Bat,Right hand Bat,Right arm Fast
104,Fazalhaq Farooqi,Zaman Khan,Azmatullah Omarzai,0,0,0,110,72,1,2,10,-,6.0,16,0,,,,,field,Afghanistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-27,Pakistan,Afghanistan,Pakistan,False,116,Right hand Bat,Right hand Bat,Right arm Fast
105,Azmatullah Omarzai,Mohammad Wasim,Fazalhaq Farooqi,0,0,0,110,72,16,11,10,-,1.0,17,0,,,,,field,Afghanistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-27,Pakistan,Afghanistan,Pakistan,False,116,Right hand Bat,Right hand Bat,Right arm Fast
106,Azmatullah Omarzai,Mohammad Wasim,Fazalhaq Farooqi,0,0,0,110,72,16,12,10,-,2.0,17,0,,,,,field,Afghanistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-27,Pakistan,Afghanistan,Pakistan,False,116,Right hand Bat,Right hand Bat,Right arm Fast
107,Azmatullah Omarzai,Mohammad Wasim,Fazalhaq Farooqi,4,0,4,114,68,20,13,10,-,3.0,17,0,,,,,field,Afghanistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-27,Pakistan,Afghanistan,Pakistan,False,116,Right hand Bat,Right hand Bat,Right arm Fast
108,Azmatullah Omarzai,Mohammad Wasim,Fazalhaq Farooqi,0,0,0,114,68,20,14,10,-,4.0,17,0,,,,,field,Afghanistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-27,Pakistan,Afghanistan,Pakistan,False,116,Right hand Bat,Right hand Bat,Right arm Fast
109,Azmatullah Omarzai,Mohammad Wasim,Fazalhaq Farooqi,0,0,0,114,68,20,15,10,-,5.0,17,0,,,,,field,Afghanistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-27,Pakistan,Afghanistan,Pakistan,False,116,Right hand Bat,Right hand Bat,Right arm Fast
110,Azmatullah Omarzai,Mohammad Wasim,Fazalhaq Farooqi,1,0,1,115,67,21,16,10,-,6.0,17,0,,,,,field,Afghanistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-27,Pakistan,Afghanistan,Pakistan,False,116,Right hand Bat,Right hand Bat,Right arm Fast
111,Azmatullah Omarzai,Zaman Khan,Fazalhaq Farooqi,0,0,0,115,67,21,17,10,-,1.0,18,0,,,,,field,Afghanistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-27,Pakistan,Afghanistan,Pakistan,False,116,Right hand Bat,Right hand Bat,Right arm Fast
112,Azmatullah Omarzai,Zaman Khan,Fazalhaq Farooqi,0,0,0,115,67,21,18,10,-,2.0,18,0,,,,,field,Afghanistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-27,Pakistan,Afghanistan,Pakistan,False,116,Right hand Bat,Right hand Bat,Right arm Fast
113,Azmatullah Omarzai,Zaman Khan,Fazalhaq Farooqi,0,0,0,115,67,21,19,10,-,3.0,18,0,,,,,field,Afghanistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-27,Pakistan,Afghanistan,Pakistan,False,116,Right hand Bat,Right hand Bat,Right arm Fast
114,Azmatullah Omarzai,Zaman Khan,Fazalhaq Farooqi,0,1,1,116,66,21,20,10,wides,3.0,18,0,,,,,field,Afghanistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-27,Pakistan,Afghanistan,Pakistan,False,116,Right hand Bat,Right hand Bat,Right arm Fast
115,Azmatullah Omarzai,Zaman Khan,Fazalhaq Farooqi,0,0,0,116,66,21,21,11,-,4.0,18,caught,Azmatullah Omarzai,Tayyab Tahir,,,field,Afghanistan,2,Sharjah Cricket Stadium,2023,03,Pakistan_Afghanistan_2023-03-27,Pakistan,Afghanistan,Pakistan,False,116,Right hand Bat,Right hand Bat,Right arm Fast
