,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,extra_type,delivery,over,wicket_type,player_out,fielder,replacements,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total,batter_type,non_striker_type,bowler_type
10,P Nissanka,DR Sams,BKG Mendis,1,0,1,8,146,3,3,0,-,5.0,1,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Left arm Fast
11,BKG Mendis,DR Sams,P Nissanka,4,0,4,12,142,9,9,0,-,6.0,1,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Left arm Fast
12,P Nissanka,JA Richardson,BKG Mendis,4,0,4,16,138,7,4,0,-,1.0,2,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Right arm Fast
13,P Nissanka,JA Richardson,BKG Mendis,3,0,3,19,135,10,5,0,-,2.0,2,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Right arm Fast
14,BKG Mendis,JA Richardson,P Nissanka,0,0,0,19,135,9,10,0,-,3.0,2,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Right arm Fast
15,BKG Mendis,JA Richardson,P Nissanka,1,0,1,20,134,10,11,0,-,4.0,2,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Right arm Fast
16,P Nissanka,JA Richardson,BKG Mendis,1,0,1,21,133,11,6,0,-,5.0,2,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Right arm Fast
17,BKG Mendis,JA Richardson,P Nissanka,0,0,0,21,133,10,12,0,-,6.0,2,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Right arm Fast
18,P Nissanka,KW Richardson,BKG Mendis,2,0,2,23,131,13,7,0,-,1.0,3,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Right arm Fast
19,P Nissanka,KW Richardson,BKG Mendis,0,0,0,23,131,13,8,1,-,2.0,3,caught,P Nissanka,GJ Maxwell,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Right arm Fast
20,K Mishara,KW Richardson,BKG Mendis,0,0,0,23,131,0,1,1,-,3.0,3,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Left hand Bat,Right hand Bat,Right arm Fast
21,K Mishara,KW Richardson,BKG Mendis,0,0,0,23,131,0,2,1,-,4.0,3,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Left hand Bat,Right hand Bat,Right arm Fast
22,K Mishara,KW Richardson,BKG Mendis,1,0,1,24,130,1,3,2,-,5.0,3,run out,K Mishara,MS Wade;DR Sams,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Left hand Bat,Right hand Bat,Right arm Fast
23,KIC Asalanka,KW Richardson,BKG Mendis,4,0,4,28,126,4,1,2,-,6.0,3,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Left hand Bat,Right hand Bat,Right arm Fast
24,BKG Mendis,JA Richardson,KIC Asalanka,6,0,6,34,120,16,13,2,-,1.0,4,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Left hand Bat,Right arm Fast
25,BKG Mendis,JA Richardson,KIC Asalanka,0,0,0,34,120,16,14,2,-,2.0,4,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Left hand Bat,Right arm Fast
26,BKG Mendis,JA Richardson,KIC Asalanka,1,0,1,35,119,17,15,2,-,3.0,4,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Left hand Bat,Right arm Fast
27,KIC Asalanka,JA Richardson,BKG Mendis,1,0,1,36,118,5,2,2,-,4.0,4,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Left hand Bat,Right hand Bat,Right arm Fast
28,BKG Mendis,JA Richardson,KIC Asalanka,1,0,1,37,117,18,16,2,-,5.0,4,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Left hand Bat,Right arm Fast
29,KIC Asalanka,JA Richardson,BKG Mendis,4,0,4,41,113,9,3,2,-,6.0,4,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Left hand Bat,Right hand Bat,Right arm Fast
30,BKG Mendis,DR Sams,KIC Asalanka,1,0,1,42,112,19,17,2,-,1.0,5,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Left hand Bat,Left arm Fast
31,KIC Asalanka,DR Sams,BKG Mendis,0,0,0,42,112,9,4,2,-,2.0,5,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Left hand Bat,Right hand Bat,Left arm Fast
32,KIC Asalanka,DR Sams,BKG Mendis,2,0,2,44,110,11,5,2,-,3.0,5,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Left hand Bat,Right hand Bat,Left arm Fast
33,KIC Asalanka,DR Sams,BKG Mendis,6,0,6,50,104,17,6,2,-,4.0,5,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Left hand Bat,Right hand Bat,Left arm Fast
34,KIC Asalanka,DR Sams,BKG Mendis,2,0,2,52,102,19,7,2,-,5.0,5,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Left hand Bat,Right hand Bat,Left arm Fast
35,KIC Asalanka,DR Sams,BKG Mendis,0,1,1,53,101,19,7,2,wides,5.0,5,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Left hand Bat,Right hand Bat,Left arm Fast
36,KIC Asalanka,DR Sams,BKG Mendis,1,0,1,54,100,20,8,2,-,6.0,5,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Left hand Bat,Right hand Bat,Left arm Fast
37,KIC Asalanka,AC Agar,BKG Mendis,0,0,0,54,100,20,9,3,-,1.0,6,bowled,KIC Asalanka,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Left hand Bat,Right hand Bat,Left arm Orthodox
38,J Liyanage,AC Agar,BKG Mendis,0,0,0,54,100,0,1,3,-,2.0,6,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Left arm Orthodox
39,J Liyanage,AC Agar,BKG Mendis,0,0,0,54,100,0,2,3,-,3.0,6,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Left arm Orthodox
40,J Liyanage,AC Agar,BKG Mendis,0,0,0,54,100,0,3,3,-,4.0,6,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Left arm Orthodox
41,J Liyanage,AC Agar,BKG Mendis,1,0,1,55,99,1,4,3,-,5.0,6,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Left arm Orthodox
42,BKG Mendis,AC Agar,J Liyanage,0,0,0,55,99,19,18,3,-,6.0,6,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Left arm Orthodox
43,J Liyanage,A Zampa,BKG Mendis,1,0,1,56,98,2,5,3,-,1.0,7,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Right arm Legbreak
44,BKG Mendis,A Zampa,J Liyanage,1,0,1,57,97,20,19,3,-,2.0,7,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Right arm Legbreak
45,J Liyanage,A Zampa,BKG Mendis,3,0,3,60,94,5,6,3,-,3.0,7,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Right arm Legbreak
46,BKG Mendis,A Zampa,J Liyanage,1,0,1,61,93,21,20,3,-,4.0,7,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Right arm Legbreak
47,J Liyanage,A Zampa,BKG Mendis,1,0,1,62,92,6,7,3,-,5.0,7,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Right arm Legbreak
48,BKG Mendis,A Zampa,J Liyanage,1,0,1,63,91,22,21,3,-,6.0,7,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Right arm Legbreak
49,BKG Mendis,AC Agar,J Liyanage,2,0,2,65,89,24,22,3,-,1.0,8,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Left arm Orthodox
50,BKG Mendis,AC Agar,J Liyanage,2,0,2,67,87,26,23,3,-,2.0,8,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Left arm Orthodox
51,BKG Mendis,AC Agar,J Liyanage,1,0,1,68,86,27,24,3,-,3.0,8,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Left arm Orthodox
52,J Liyanage,AC Agar,BKG Mendis,1,0,1,69,85,7,8,3,-,4.0,8,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Left arm Orthodox
53,BKG Mendis,AC Agar,J Liyanage,1,0,1,70,84,28,25,3,-,5.0,8,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Left arm Orthodox
54,J Liyanage,AC Agar,BKG Mendis,1,0,1,71,83,8,9,4,-,6.0,8,run out,J Liyanage,MS Wade;KW Richardson,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Left arm Orthodox
55,BKG Mendis,MP Stoinis,MD Shanaka,1,0,1,72,82,29,26,4,-,1.0,9,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Right arm Medium
56,MD Shanaka,MP Stoinis,BKG Mendis,1,0,1,73,81,1,1,4,-,2.0,9,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Right arm Medium
57,BKG Mendis,MP Stoinis,MD Shanaka,1,0,1,74,80,30,27,4,-,3.0,9,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Right arm Medium
58,MD Shanaka,MP Stoinis,BKG Mendis,0,1,1,75,79,1,1,4,wides,3.0,9,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Right arm Medium
59,MD Shanaka,MP Stoinis,BKG Mendis,0,0,0,75,79,1,2,4,-,4.0,9,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Right arm Medium
60,MD Shanaka,MP Stoinis,BKG Mendis,1,0,1,76,78,2,3,4,-,5.0,9,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Right arm Medium
61,BKG Mendis,MP Stoinis,MD Shanaka,4,0,4,80,74,34,28,4,-,6.0,9,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Right arm Medium
62,MD Shanaka,AC Agar,BKG Mendis,1,0,1,81,73,3,4,4,-,1.0,10,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Left arm Orthodox
63,BKG Mendis,AC Agar,MD Shanaka,1,0,1,82,72,35,29,4,-,2.0,10,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Left arm Orthodox
64,MD Shanaka,AC Agar,BKG Mendis,1,0,1,83,71,4,5,4,-,3.0,10,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Left arm Orthodox
65,BKG Mendis,AC Agar,MD Shanaka,0,0,0,83,71,35,30,4,-,4.0,10,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Left arm Orthodox
66,BKG Mendis,AC Agar,MD Shanaka,0,0,0,83,71,35,31,4,-,5.0,10,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Left arm Orthodox
67,BKG Mendis,AC Agar,MD Shanaka,1,0,1,84,70,36,32,4,-,6.0,10,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Left arm Orthodox
68,BKG Mendis,A Zampa,MD Shanaka,1,0,1,85,69,37,33,4,-,1.0,11,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Right arm Legbreak
69,MD Shanaka,A Zampa,BKG Mendis,6,0,6,91,63,10,6,4,-,2.0,11,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Right arm Legbreak
70,MD Shanaka,A Zampa,BKG Mendis,0,0,0,91,63,10,7,4,-,3.0,11,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Right arm Legbreak
71,MD Shanaka,A Zampa,BKG Mendis,1,0,1,92,62,11,8,4,-,4.0,11,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Right arm Legbreak
72,BKG Mendis,A Zampa,MD Shanaka,0,0,0,92,62,37,34,4,-,5.0,11,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Right arm Legbreak
73,BKG Mendis,A Zampa,MD Shanaka,0,0,0,92,62,37,35,4,-,6.0,11,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Right arm Legbreak
74,MD Shanaka,KW Richardson,BKG Mendis,0,0,0,92,62,11,9,4,-,1.0,12,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Right arm Fast
75,MD Shanaka,KW Richardson,BKG Mendis,1,0,1,93,61,12,10,4,-,2.0,12,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Right arm Fast
76,BKG Mendis,KW Richardson,MD Shanaka,1,0,1,94,60,38,36,4,-,3.0,12,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Right arm Fast
77,MD Shanaka,KW Richardson,BKG Mendis,2,0,2,96,58,14,11,4,-,4.0,12,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Right arm Fast
78,MD Shanaka,KW Richardson,BKG Mendis,1,0,1,97,57,15,12,4,-,5.0,12,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Right arm Fast
79,BKG Mendis,KW Richardson,MD Shanaka,0,1,1,98,56,38,37,4,legbyes,6.0,12,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Right arm Fast
80,BKG Mendis,AC Agar,MD Shanaka,1,0,1,99,55,39,38,4,-,1.0,13,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Left arm Orthodox
81,MD Shanaka,AC Agar,BKG Mendis,1,0,1,100,54,16,13,4,-,2.0,13,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Left arm Orthodox
82,BKG Mendis,AC Agar,MD Shanaka,2,0,2,102,52,41,39,4,-,3.0,13,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Left arm Orthodox
83,BKG Mendis,AC Agar,MD Shanaka,1,0,1,103,51,42,40,4,-,4.0,13,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Left arm Orthodox
84,MD Shanaka,AC Agar,BKG Mendis,0,0,0,103,51,16,14,4,-,5.0,13,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Left arm Orthodox
85,MD Shanaka,AC Agar,BKG Mendis,1,0,1,104,50,17,15,4,-,6.0,13,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Left arm Orthodox
86,MD Shanaka,A Zampa,BKG Mendis,0,0,0,104,50,17,16,4,-,1.0,14,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Right arm Legbreak
87,MD Shanaka,A Zampa,BKG Mendis,1,0,1,105,49,18,17,4,-,2.0,14,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Right arm Legbreak
88,BKG Mendis,A Zampa,MD Shanaka,2,0,2,107,47,44,41,4,-,3.0,14,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Right arm Legbreak
89,BKG Mendis,A Zampa,MD Shanaka,4,0,4,111,43,48,42,4,-,4.0,14,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Right arm Legbreak
90,BKG Mendis,A Zampa,MD Shanaka,2,0,2,113,41,50,43,4,-,5.0,14,0,,,,bat,Australia,2,Melbourne Cricket Ground,2022,02,Australia_Sri Lanka_2022-02-20,Sri Lanka,Sri Lanka,Australia,True,155,Right hand Bat,Right hand Bat,Right arm Legbreak
