,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,over,extras,extra_type,review,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,date,batting_team,bowling_team
30,JM Bairstow,Shaheen Shah Afridi,T Banton,0,1,1,53,33,19,7,5,{'legbyes': 1},legbyes,,0,,,field,England,2,Old Trafford,2020-08-30,England,Pakistan
31,JM Bairstow,Mohammad Amir,T Banton,6,0,6,59,39,20,1,6,,-,,0,,,field,England,2,Old Trafford,2020-08-30,England,Pakistan
32,JM Bairstow,Mohammad Amir,T Banton,1,0,1,60,40,21,2,6,,-,,0,,,field,England,2,Old Trafford,2020-08-30,England,Pakistan
33,T Banton,Mohammad Amir,JM Bairstow,0,0,0,60,18,13,3,6,,-,,0,,,field,England,2,Old Trafford,2020-08-30,England,Pakistan
34,T Banton,Mohammad Amir,JM Bairstow,1,0,1,61,19,14,4,6,,-,,0,,,field,England,2,Old Trafford,2020-08-30,England,Pakistan
35,JM Bairstow,Mohammad Amir,T Banton,2,0,2,63,42,22,5,6,,-,,0,,,field,England,2,Old Trafford,2020-08-30,England,Pakistan
36,JM Bairstow,Mohammad Amir,T Banton,2,0,2,65,44,23,6,6,,-,,0,,,field,England,2,Old Trafford,2020-08-30,England,Pakistan
37,T Banton,Shadab Khan,JM Bairstow,1,0,1,66,20,15,1,7,,-,,0,,,field,England,2,Old Trafford,2020-08-30,England,Pakistan
38,JM Bairstow,Shadab Khan,T Banton,0,0,0,66,44,24,2,7,,-,,caught,JM Bairstow,Imad Wasim,field,England,2,Old Trafford,2020-08-30,England,Pakistan
39,T Banton,Shadab Khan,DJ Malan,0,0,0,66,20,16,3,7,,-,"{'by': 'England', 'umpire': 'MJ Saggers', 'batter': 'T Banton', 'decision': 'struck down', 'umpires_call': True}",lbw,T Banton,,field,England,2,Old Trafford,2020-08-30,England,Pakistan
40,EJG Morgan,Shadab Khan,DJ Malan,0,0,0,66,0,1,4,7,,-,,0,,,field,England,2,Old Trafford,2020-08-30,England,Pakistan
41,EJG Morgan,Shadab Khan,DJ Malan,0,0,0,66,0,2,5,7,,-,"{'by': 'Pakistan', 'umpire': 'MJ Saggers', 'batter': 'EJG Morgan', 'decision': 'struck down', 'umpires_call': True}",0,,,field,England,2,Old Trafford,2020-08-30,England,Pakistan
42,EJG Morgan,Shadab Khan,DJ Malan,1,0,1,67,1,3,6,7,,-,,0,,,field,England,2,Old Trafford,2020-08-30,England,Pakistan
43,EJG Morgan,Iftikhar Ahmed,DJ Malan,1,0,1,68,2,4,1,8,,-,,0,,,field,England,2,Old Trafford,2020-08-30,England,Pakistan
44,DJ Malan,Iftikhar Ahmed,EJG Morgan,0,0,0,68,0,1,2,8,,-,,0,,,field,England,2,Old Trafford,2020-08-30,England,Pakistan
45,DJ Malan,Iftikhar Ahmed,EJG Morgan,4,0,4,72,4,2,3,8,,-,,0,,,field,England,2,Old Trafford,2020-08-30,England,Pakistan
46,DJ Malan,Iftikhar Ahmed,EJG Morgan,1,0,1,73,5,3,4,8,,-,,0,,,field,England,2,Old Trafford,2020-08-30,England,Pakistan
47,EJG Morgan,Iftikhar Ahmed,DJ Malan,0,0,0,73,2,5,5,8,,-,,0,,,field,England,2,Old Trafford,2020-08-30,England,Pakistan
48,EJG Morgan,Iftikhar Ahmed,DJ Malan,1,0,1,74,3,6,6,8,,-,,0,,,field,England,2,Old Trafford,2020-08-30,England,Pakistan
49,EJG Morgan,Shadab Khan,DJ Malan,6,0,6,80,9,7,1,9,,-,,0,,,field,England,2,Old Trafford,2020-08-30,England,Pakistan
50,EJG Morgan,Shadab Khan,DJ Malan,2,0,2,82,11,8,2,9,,-,,0,,,field,England,2,Old Trafford,2020-08-30,England,Pakistan
51,EJG Morgan,Shadab Khan,DJ Malan,1,0,1,83,12,9,3,9,,-,,0,,,field,England,2,Old Trafford,2020-08-30,England,Pakistan
52,DJ Malan,Shadab Khan,EJG Morgan,0,0,0,83,5,4,4,9,,-,,0,,,field,England,2,Old Trafford,2020-08-30,England,Pakistan
53,DJ Malan,Shadab Khan,EJG Morgan,1,0,1,84,6,5,5,9,,-,,0,,,field,England,2,Old Trafford,2020-08-30,England,Pakistan
54,EJG Morgan,Shadab Khan,DJ Malan,4,0,4,88,16,10,6,9,,-,,0,,,field,England,2,Old Trafford,2020-08-30,England,Pakistan
55,DJ Malan,Iftikhar Ahmed,EJG Morgan,1,0,1,89,7,6,1,10,,-,,0,,,field,England,2,Old Trafford,2020-08-30,England,Pakistan
56,EJG Morgan,Iftikhar Ahmed,DJ Malan,2,0,2,91,18,11,2,10,,-,,0,,,field,England,2,Old Trafford,2020-08-30,England,Pakistan
57,EJG Morgan,Iftikhar Ahmed,DJ Malan,0,0,0,91,18,12,3,10,,-,,0,,,field,England,2,Old Trafford,2020-08-30,England,Pakistan
58,EJG Morgan,Iftikhar Ahmed,DJ Malan,1,0,1,92,19,13,4,10,,-,,0,,,field,England,2,Old Trafford,2020-08-30,England,Pakistan
59,DJ Malan,Iftikhar Ahmed,EJG Morgan,1,0,1,93,8,7,5,10,,-,,0,,,field,England,2,Old Trafford,2020-08-30,England,Pakistan
60,EJG Morgan,Iftikhar Ahmed,DJ Malan,1,0,1,94,20,14,6,10,,-,,0,,,field,England,2,Old Trafford,2020-08-30,England,Pakistan
61,EJG Morgan,Haris Rauf,DJ Malan,1,0,1,95,21,15,1,11,,-,,0,,,field,England,2,Old Trafford,2020-08-30,England,Pakistan
62,DJ Malan,Haris Rauf,EJG Morgan,1,0,1,96,9,8,2,11,,-,,0,,,field,England,2,Old Trafford,2020-08-30,England,Pakistan
63,EJG Morgan,Haris Rauf,DJ Malan,1,0,1,97,22,16,3,11,,-,,0,,,field,England,2,Old Trafford,2020-08-30,England,Pakistan
64,DJ Malan,Haris Rauf,EJG Morgan,1,0,1,98,10,9,4,11,,-,,0,,,field,England,2,Old Trafford,2020-08-30,England,Pakistan
65,EJG Morgan,Haris Rauf,DJ Malan,1,0,1,99,23,17,5,11,,-,,0,,,field,England,2,Old Trafford,2020-08-30,England,Pakistan
66,DJ Malan,Haris Rauf,EJG Morgan,0,0,0,99,10,10,6,11,,-,,0,,,field,England,2,Old Trafford,2020-08-30,England,Pakistan
67,EJG Morgan,Iftikhar Ahmed,DJ Malan,6,0,6,105,29,18,1,12,,-,,0,,,field,England,2,Old Trafford,2020-08-30,England,Pakistan
68,EJG Morgan,Iftikhar Ahmed,DJ Malan,1,0,1,106,30,19,2,12,,-,,0,,,field,England,2,Old Trafford,2020-08-30,England,Pakistan
69,DJ Malan,Iftikhar Ahmed,EJG Morgan,4,0,4,110,14,11,3,12,,-,,0,,,field,England,2,Old Trafford,2020-08-30,England,Pakistan
70,DJ Malan,Iftikhar Ahmed,EJG Morgan,2,0,2,112,16,12,4,12,,-,,0,,,field,England,2,Old Trafford,2020-08-30,England,Pakistan
71,DJ Malan,Iftikhar Ahmed,EJG Morgan,1,0,1,113,17,13,5,12,,-,,0,,,field,England,2,Old Trafford,2020-08-30,England,Pakistan
72,EJG Morgan,Iftikhar Ahmed,DJ Malan,4,0,4,117,34,20,6,12,,-,,0,,,field,England,2,Old Trafford,2020-08-30,England,Pakistan
73,DJ Malan,Haris Rauf,EJG Morgan,1,0,1,118,18,14,1,13,,-,,0,,,field,England,2,Old Trafford,2020-08-30,England,Pakistan
74,EJG Morgan,Haris Rauf,DJ Malan,6,0,6,124,40,21,2,13,,-,,0,,,field,England,2,Old Trafford,2020-08-30,England,Pakistan
75,EJG Morgan,Haris Rauf,DJ Malan,0,0,0,124,40,22,3,13,,-,,0,,,field,England,2,Old Trafford,2020-08-30,England,Pakistan
76,EJG Morgan,Haris Rauf,DJ Malan,1,0,1,125,41,23,4,13,,-,,0,,,field,England,2,Old Trafford,2020-08-30,England,Pakistan
77,DJ Malan,Haris Rauf,EJG Morgan,1,0,1,126,19,15,5,13,,-,,0,,,field,England,2,Old Trafford,2020-08-30,England,Pakistan
78,EJG Morgan,Haris Rauf,DJ Malan,4,0,4,130,45,24,6,13,,-,,0,,,field,England,2,Old Trafford,2020-08-30,England,Pakistan
79,DJ Malan,Shadab Khan,EJG Morgan,1,0,1,131,20,16,1,14,,-,,0,,,field,England,2,Old Trafford,2020-08-30,England,Pakistan
80,EJG Morgan,Shadab Khan,DJ Malan,1,0,1,132,46,25,2,14,,-,,0,,,field,England,2,Old Trafford,2020-08-30,England,Pakistan
81,DJ Malan,Shadab Khan,EJG Morgan,1,0,1,133,21,17,3,14,,-,,0,,,field,England,2,Old Trafford,2020-08-30,England,Pakistan
82,EJG Morgan,Shadab Khan,DJ Malan,1,0,1,134,47,26,4,14,,-,,0,,,field,England,2,Old Trafford,2020-08-30,England,Pakistan
83,DJ Malan,Shadab Khan,EJG Morgan,6,0,6,140,27,18,5,14,,-,,0,,,field,England,2,Old Trafford,2020-08-30,England,Pakistan
84,DJ Malan,Shadab Khan,EJG Morgan,0,1,1,141,27,19,6,14,{'wides': 1},wides,,0,,,field,England,2,Old Trafford,2020-08-30,England,Pakistan
85,DJ Malan,Shadab Khan,EJG Morgan,1,0,1,142,28,20,7,14,,-,,0,,,field,England,2,Old Trafford,2020-08-30,England,Pakistan
86,DJ Malan,Shaheen Shah Afridi,EJG Morgan,1,0,1,143,29,21,1,15,,-,,0,,,field,England,2,Old Trafford,2020-08-30,England,Pakistan
87,EJG Morgan,Shaheen Shah Afridi,DJ Malan,0,1,1,144,47,27,2,15,{'wides': 1},wides,,0,,,field,England,2,Old Trafford,2020-08-30,England,Pakistan
88,EJG Morgan,Shaheen Shah Afridi,DJ Malan,6,0,6,150,53,28,3,15,,-,,0,,,field,England,2,Old Trafford,2020-08-30,England,Pakistan
89,EJG Morgan,Shaheen Shah Afridi,DJ Malan,0,0,0,150,53,29,4,15,,-,,0,,,field,England,2,Old Trafford,2020-08-30,England,Pakistan
90,EJG Morgan,Shaheen Shah Afridi,DJ Malan,4,0,4,154,57,30,5,15,,-,,0,,,field,England,2,Old Trafford,2020-08-30,England,Pakistan
91,EJG Morgan,Shaheen Shah Afridi,DJ Malan,4,0,4,158,61,31,6,15,,-,,0,,,field,England,2,Old Trafford,2020-08-30,England,Pakistan
92,EJG Morgan,Shaheen Shah Afridi,DJ Malan,4,0,4,162,65,32,7,15,,-,,0,,,field,England,2,Old Trafford,2020-08-30,England,Pakistan
93,DJ Malan,Imad Wasim,EJG Morgan,0,0,0,162,29,22,1,16,,-,,0,,,field,England,2,Old Trafford,2020-08-30,England,Pakistan
94,DJ Malan,Imad Wasim,EJG Morgan,1,0,1,163,30,23,2,16,,-,,0,,,field,England,2,Old Trafford,2020-08-30,England,Pakistan
95,EJG Morgan,Imad Wasim,DJ Malan,1,0,1,164,66,33,3,16,,-,,0,,,field,England,2,Old Trafford,2020-08-30,England,Pakistan
96,DJ Malan,Imad Wasim,EJG Morgan,4,0,4,168,34,24,4,16,,-,,0,,,field,England,2,Old Trafford,2020-08-30,England,Pakistan
97,DJ Malan,Imad Wasim,EJG Morgan,4,0,4,172,38,25,5,16,,-,,0,,,field,England,2,Old Trafford,2020-08-30,England,Pakistan
98,DJ Malan,Imad Wasim,EJG Morgan,1,0,1,173,39,26,6,16,,-,,0,,,field,England,2,Old Trafford,2020-08-30,England,Pakistan
99,DJ Malan,Haris Rauf,EJG Morgan,4,0,4,177,43,27,1,17,,-,,0,,,field,England,2,Old Trafford,2020-08-30,England,Pakistan
100,DJ Malan,Haris Rauf,EJG Morgan,0,0,0,177,43,28,2,17,,-,,0,,,field,England,2,Old Trafford,2020-08-30,England,Pakistan
101,DJ Malan,Haris Rauf,EJG Morgan,0,0,0,177,43,29,3,17,,-,,0,,,field,England,2,Old Trafford,2020-08-30,England,Pakistan
102,DJ Malan,Haris Rauf,EJG Morgan,1,0,1,178,44,30,4,17,,-,,0,,,field,England,2,Old Trafford,2020-08-30,England,Pakistan
103,EJG Morgan,Haris Rauf,DJ Malan,0,0,0,178,66,34,5,17,,-,,caught,EJG Morgan,Khushdil Shah,field,England,2,Old Trafford,2020-08-30,England,Pakistan
104,DJ Malan,Haris Rauf,MM Ali,0,0,0,178,44,31,6,17,,-,,0,,,field,England,2,Old Trafford,2020-08-30,England,Pakistan
105,MM Ali,Shadab Khan,DJ Malan,1,0,1,179,1,1,1,18,,-,,0,,,field,England,2,Old Trafford,2020-08-30,England,Pakistan
106,DJ Malan,Shadab Khan,MM Ali,2,0,2,181,46,32,2,18,,-,,0,,,field,England,2,Old Trafford,2020-08-30,England,Pakistan
107,DJ Malan,Shadab Khan,MM Ali,1,0,1,182,47,33,3,18,,-,,0,,,field,England,2,Old Trafford,2020-08-30,England,Pakistan
108,MM Ali,Shadab Khan,DJ Malan,0,0,0,182,1,2,4,18,,-,,caught,MM Ali,Babar Azam,field,England,2,Old Trafford,2020-08-30,England,Pakistan
109,SW Billings,Shadab Khan,DJ Malan,1,0,1,183,1,1,5,18,,-,,0,,,field,England,2,Old Trafford,2020-08-30,England,Pakistan
110,DJ Malan,Shadab Khan,SW Billings,1,0,1,184,48,34,6,18,,-,,0,,,field,England,2,Old Trafford,2020-08-30,England,Pakistan
111,DJ Malan,Haris Rauf,SW Billings,1,0,1,185,49,35,1,19,,-,,0,,,field,England,2,Old Trafford,2020-08-30,England,Pakistan
112,SW Billings,Haris Rauf,DJ Malan,1,0,1,186,2,2,2,19,,-,,0,,,field,England,2,Old Trafford,2020-08-30,England,Pakistan
113,DJ Malan,Haris Rauf,SW Billings,1,0,1,187,50,36,3,19,,-,,0,,,field,England,2,Old Trafford,2020-08-30,England,Pakistan
114,SW Billings,Haris Rauf,DJ Malan,4,0,4,191,6,3,4,19,,-,,0,,,field,England,2,Old Trafford,2020-08-30,England,Pakistan
115,SW Billings,Haris Rauf,DJ Malan,4,0,4,195,10,4,5,19,,-,,0,,,field,England,2,Old Trafford,2020-08-30,England,Pakistan
116,SW Billings,Haris Rauf,DJ Malan,0,0,0,195,10,5,6,19,,-,,caught,SW Billings,Fakhar Zaman,field,England,2,Old Trafford,2020-08-30,England,Pakistan
117,DJ Malan,Shaheen Shah Afridi,L Gregory,4,0,4,199,54,37,1,20,,-,,0,,,field,England,2,Old Trafford,2020-08-30,England,Pakistan
