,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,wicket_type,player_out,fielder,over,extra_type,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team
11,KIC Asalanka,Mahedi Hasan,P Nissanka,1,0,1,10,161,6,5,1,6,0,,,2,-,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh
12,KIC Asalanka,Nasum Ahmed,P Nissanka,6,0,6,16,155,12,6,1,1,0,,,3,-,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh
13,KIC Asalanka,Nasum Ahmed,P Nissanka,0,0,0,16,155,12,7,1,2,0,,,3,-,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh
14,KIC Asalanka,Nasum Ahmed,P Nissanka,6,0,6,22,149,18,8,1,3,0,,,3,-,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh
15,KIC Asalanka,Nasum Ahmed,P Nissanka,2,0,2,24,147,20,9,1,4,0,,,3,-,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh
16,KIC Asalanka,Nasum Ahmed,P Nissanka,1,0,1,25,146,21,10,1,5,0,,,3,-,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh
17,P Nissanka,Nasum Ahmed,KIC Asalanka,1,0,1,26,145,4,5,1,6,0,,,3,-,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh
18,P Nissanka,Mohammad Saifuddin,KIC Asalanka,0,0,0,26,145,4,6,1,1,0,,,4,-,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh
19,P Nissanka,Mohammad Saifuddin,KIC Asalanka,0,0,0,26,145,4,7,1,2,0,,,4,-,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh
20,P Nissanka,Mohammad Saifuddin,KIC Asalanka,0,1,1,27,144,4,8,1,3,0,,,4,wides,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh
21,P Nissanka,Mohammad Saifuddin,KIC Asalanka,1,0,1,28,143,5,9,1,4,0,,,4,-,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh
22,KIC Asalanka,Mohammad Saifuddin,P Nissanka,2,0,2,30,141,23,11,1,5,0,,,4,-,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh
23,KIC Asalanka,Mohammad Saifuddin,P Nissanka,4,0,4,34,137,27,12,1,6,0,,,4,-,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh
24,KIC Asalanka,Mohammad Saifuddin,P Nissanka,0,0,0,34,137,27,13,1,7,0,,,4,-,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh
25,P Nissanka,Shakib Al Hasan,KIC Asalanka,0,0,0,34,137,5,10,1,1,0,,,5,-,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh
26,P Nissanka,Shakib Al Hasan,KIC Asalanka,1,0,1,35,136,6,11,1,2,0,,,5,-,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh
27,KIC Asalanka,Shakib Al Hasan,P Nissanka,0,0,0,35,136,27,14,1,3,0,,,5,-,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh
28,KIC Asalanka,Shakib Al Hasan,P Nissanka,2,0,2,37,134,29,15,1,4,0,,,5,-,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh
29,KIC Asalanka,Shakib Al Hasan,P Nissanka,1,0,1,38,133,30,16,1,5,0,,,5,-,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh
30,P Nissanka,Shakib Al Hasan,KIC Asalanka,1,0,1,39,132,7,12,1,6,0,,,5,-,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh
31,P Nissanka,Mahedi Hasan,KIC Asalanka,4,0,4,43,128,11,13,1,1,0,,,6,-,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh
32,P Nissanka,Mahedi Hasan,KIC Asalanka,1,0,1,44,127,12,14,1,2,0,,,6,-,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh
33,KIC Asalanka,Mahedi Hasan,P Nissanka,1,0,1,45,126,31,17,1,3,0,,,6,-,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh
34,P Nissanka,Mahedi Hasan,KIC Asalanka,0,1,1,46,125,12,15,1,4,0,,,6,wides,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh
35,P Nissanka,Mahedi Hasan,KIC Asalanka,6,0,6,52,119,18,16,1,5,0,,,6,-,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh
36,P Nissanka,Mahedi Hasan,KIC Asalanka,1,0,1,53,118,19,17,1,6,0,,,6,-,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh
37,KIC Asalanka,Mahedi Hasan,P Nissanka,1,0,1,54,117,32,18,1,7,0,,,6,-,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh
38,KIC Asalanka,Mustafizur Rahman,P Nissanka,4,0,4,58,113,36,19,1,1,0,,,7,-,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh
39,KIC Asalanka,Mustafizur Rahman,P Nissanka,1,0,1,59,112,37,20,1,2,0,,,7,-,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh
40,P Nissanka,Mustafizur Rahman,KIC Asalanka,1,0,1,60,111,20,18,1,3,0,,,7,-,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh
41,KIC Asalanka,Mustafizur Rahman,P Nissanka,4,0,4,64,107,41,21,1,4,0,,,7,-,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh
42,KIC Asalanka,Mustafizur Rahman,P Nissanka,1,0,1,65,106,42,22,1,5,0,,,7,-,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh
43,P Nissanka,Mustafizur Rahman,KIC Asalanka,2,0,2,67,104,22,19,1,6,0,,,7,-,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh
44,KIC Asalanka,Mahedi Hasan,P Nissanka,1,0,1,68,103,43,23,1,1,0,,,8,-,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh
45,P Nissanka,Mahedi Hasan,KIC Asalanka,1,0,1,69,102,23,20,1,2,0,,,8,-,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh
46,KIC Asalanka,Mahedi Hasan,P Nissanka,1,0,1,70,101,44,24,1,3,0,,,8,-,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh
47,P Nissanka,Mahedi Hasan,KIC Asalanka,0,0,0,70,101,23,21,1,4,0,,,8,-,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh
48,P Nissanka,Mahedi Hasan,KIC Asalanka,1,0,1,71,100,24,22,1,5,0,,,8,-,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh
49,KIC Asalanka,Mahedi Hasan,P Nissanka,0,0,0,71,100,44,25,1,6,0,,,8,-,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh
50,P Nissanka,Shakib Al Hasan,KIC Asalanka,0,0,0,71,100,24,23,2,1,bowled,P Nissanka,,9,-,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh
51,WIA Fernando,Shakib Al Hasan,KIC Asalanka,0,0,0,71,100,0,1,2,2,0,,,9,-,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh
52,WIA Fernando,Shakib Al Hasan,KIC Asalanka,0,0,0,71,100,0,2,2,3,0,,,9,-,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh
53,WIA Fernando,Shakib Al Hasan,KIC Asalanka,0,0,0,71,100,0,3,3,4,bowled,WIA Fernando,,9,-,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh
54,PWH de Silva,Shakib Al Hasan,KIC Asalanka,0,0,0,71,100,0,1,3,5,0,,,9,-,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh
55,PWH de Silva,Shakib Al Hasan,KIC Asalanka,1,0,1,72,99,1,2,3,6,0,,,9,-,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh
56,PWH de Silva,Mohammad Saifuddin,KIC Asalanka,1,0,1,73,98,2,3,3,1,0,,,10,-,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh
57,KIC Asalanka,Mohammad Saifuddin,PWH de Silva,0,1,1,74,97,44,26,3,2,0,,,10,wides,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh
58,KIC Asalanka,Mohammad Saifuddin,PWH de Silva,1,0,1,75,96,45,27,3,3,0,,,10,-,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh
59,PWH de Silva,Mohammad Saifuddin,KIC Asalanka,4,0,4,79,92,6,4,3,4,0,,,10,-,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh
60,PWH de Silva,Mohammad Saifuddin,KIC Asalanka,0,0,0,79,92,6,5,4,5,caught,PWH de Silva,Mohammad Naim,10,-,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh
61,KIC Asalanka,Mohammad Saifuddin,PBB Rajapaksa,1,0,1,80,91,46,28,4,6,0,,,10,-,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh
62,PBB Rajapaksa,Mohammad Saifuddin,KIC Asalanka,0,0,0,80,91,0,1,4,7,0,,,10,-,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh
63,KIC Asalanka,Mahedi Hasan,PBB Rajapaksa,0,0,0,80,91,46,29,4,1,0,,,11,-,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh
64,KIC Asalanka,Mahedi Hasan,PBB Rajapaksa,0,1,1,81,90,46,30,4,2,0,,,11,wides,"{'by': 'Bangladesh', 'umpire': 'AT Holdstock', 'batter': 'KIC Asalanka', 'decision': 'struck down'}",field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh
65,KIC Asalanka,Mahedi Hasan,PBB Rajapaksa,1,0,1,82,89,47,31,4,3,0,,,11,-,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh
66,PBB Rajapaksa,Mahedi Hasan,KIC Asalanka,2,0,2,84,87,2,2,4,4,0,,,11,-,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh
67,PBB Rajapaksa,Mahedi Hasan,KIC Asalanka,0,0,0,84,87,2,3,4,5,0,,,11,-,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh
68,PBB Rajapaksa,Mahedi Hasan,KIC Asalanka,0,0,0,84,87,2,4,4,6,0,,,11,-,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh
69,PBB Rajapaksa,Mahedi Hasan,KIC Asalanka,1,0,1,85,86,3,5,4,7,0,,,11,-,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh
70,PBB Rajapaksa,Mahmudullah,KIC Asalanka,1,0,1,86,85,4,6,4,1,0,,,12,-,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh
71,KIC Asalanka,Mahmudullah,PBB Rajapaksa,1,0,1,87,84,48,32,4,2,0,,,12,-,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh
72,PBB Rajapaksa,Mahmudullah,KIC Asalanka,1,0,1,88,83,5,7,4,3,0,,,12,-,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh
73,KIC Asalanka,Mahmudullah,PBB Rajapaksa,1,0,1,89,82,49,33,4,4,0,,,12,-,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh
74,PBB Rajapaksa,Mahmudullah,KIC Asalanka,0,0,0,89,82,5,8,4,5,0,,,12,-,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh
75,PBB Rajapaksa,Mahmudullah,KIC Asalanka,1,0,1,90,81,6,9,4,6,0,,,12,-,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh
76,PBB Rajapaksa,Afif Hossain,KIC Asalanka,6,0,6,96,75,12,10,4,1,0,,,13,-,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh
77,PBB Rajapaksa,Afif Hossain,KIC Asalanka,2,0,2,98,73,14,11,4,2,0,,,13,-,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh
78,PBB Rajapaksa,Afif Hossain,KIC Asalanka,4,0,4,102,69,18,12,4,3,0,,,13,-,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh
79,PBB Rajapaksa,Afif Hossain,KIC Asalanka,1,0,1,103,68,19,13,4,4,0,,,13,-,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh
80,KIC Asalanka,Afif Hossain,PBB Rajapaksa,1,0,1,104,67,50,34,4,5,0,,,13,-,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh
81,PBB Rajapaksa,Afif Hossain,KIC Asalanka,1,0,1,105,66,20,14,4,6,0,,,13,-,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh
82,PBB Rajapaksa,Mahmudullah,KIC Asalanka,1,0,1,106,65,21,15,4,1,0,,,14,-,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh
83,KIC Asalanka,Mahmudullah,PBB Rajapaksa,6,0,6,112,59,56,35,4,2,0,,,14,-,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh
84,KIC Asalanka,Mahmudullah,PBB Rajapaksa,0,0,0,112,59,56,36,4,3,0,,,14,-,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh
85,KIC Asalanka,Mahmudullah,PBB Rajapaksa,0,1,1,113,58,56,37,4,4,0,,,14,wides,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh
86,KIC Asalanka,Mahmudullah,PBB Rajapaksa,6,0,6,119,52,62,38,4,5,0,,,14,-,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh
87,KIC Asalanka,Mahmudullah,PBB Rajapaksa,1,0,1,120,51,63,39,4,6,0,,,14,-,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh
88,PBB Rajapaksa,Mahmudullah,KIC Asalanka,1,0,1,121,50,22,16,4,7,0,,,14,-,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh
89,PBB Rajapaksa,Mustafizur Rahman,KIC Asalanka,1,0,1,122,49,23,17,4,1,0,,,15,-,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh
90,KIC Asalanka,Mustafizur Rahman,PBB Rajapaksa,0,0,0,122,49,63,40,4,2,0,,,15,-,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh
91,KIC Asalanka,Mustafizur Rahman,PBB Rajapaksa,0,1,1,123,48,63,41,4,3,0,,,15,wides,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh
92,KIC Asalanka,Mustafizur Rahman,PBB Rajapaksa,1,0,1,124,47,64,42,4,4,0,,,15,-,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh
93,PBB Rajapaksa,Mustafizur Rahman,KIC Asalanka,0,0,0,124,47,23,18,4,5,0,,,15,-,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh
94,PBB Rajapaksa,Mustafizur Rahman,KIC Asalanka,0,1,1,125,46,23,19,4,6,0,,,15,wides,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh
95,PBB Rajapaksa,Mustafizur Rahman,KIC Asalanka,1,0,1,126,45,24,20,4,7,0,,,15,-,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh
96,KIC Asalanka,Mustafizur Rahman,PBB Rajapaksa,0,0,0,126,45,64,43,4,8,0,,,15,-,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh
97,PBB Rajapaksa,Mohammad Saifuddin,KIC Asalanka,6,0,6,132,39,30,21,4,1,0,,,16,-,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh
98,PBB Rajapaksa,Mohammad Saifuddin,KIC Asalanka,6,0,6,138,33,36,22,4,2,0,,,16,-,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh
99,PBB Rajapaksa,Mohammad Saifuddin,KIC Asalanka,4,0,4,142,29,40,23,4,3,0,,,16,-,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh
100,PBB Rajapaksa,Mohammad Saifuddin,KIC Asalanka,1,0,1,143,28,41,24,4,4,0,,,16,-,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh
101,KIC Asalanka,Mohammad Saifuddin,PBB Rajapaksa,1,0,1,144,27,65,44,4,5,0,,,16,-,,field,Sri Lanka,2,Sharjah Cricket Stadium,2021,10,Bangladesh_Sri Lanka_2021-10-24,Sri Lanka,Sri Lanka,Bangladesh
