,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,extra_type,over,wicket_type,player_out,fielder,review,toss_decision,toss_winner,innings,venue,date,batting_team,bowling_team
33,KL Rahul,TA Boult,RG Sharma,1,0,1,42,31,26,2,-,6,0,,,,field,India,2,"JSCA International Stadium Complex, Ranchi",2021-11-19,India,New Zealand
34,RG Sharma,TA Boult,KL Rahul,0,0,0,42,9,9,3,-,6,0,,,,field,India,2,"JSCA International Stadium Complex, Ranchi",2021-11-19,India,New Zealand
35,RG Sharma,TA Boult,KL Rahul,1,0,1,43,10,10,4,-,6,0,,,,field,India,2,"JSCA International Stadium Complex, Ranchi",2021-11-19,India,New Zealand
36,KL Rahul,TA Boult,RG Sharma,0,1,1,44,31,27,5,wides,6,0,,,,field,India,2,"JSCA International Stadium Complex, Ranchi",2021-11-19,India,New Zealand
37,KL Rahul,TA Boult,RG Sharma,0,0,0,44,31,28,6,-,6,0,,,,field,India,2,"JSCA International Stadium Complex, Ranchi",2021-11-19,India,New Zealand
38,KL Rahul,TA Boult,RG Sharma,1,0,1,45,32,29,7,-,6,0,,,,field,India,2,"JSCA International Stadium Complex, Ranchi",2021-11-19,India,New Zealand
39,KL Rahul,IS Sodhi,RG Sharma,2,0,2,47,34,30,1,-,7,0,,,,field,India,2,"JSCA International Stadium Complex, Ranchi",2021-11-19,India,New Zealand
40,KL Rahul,IS Sodhi,RG Sharma,1,0,1,48,35,31,2,-,7,0,,,,field,India,2,"JSCA International Stadium Complex, Ranchi",2021-11-19,India,New Zealand
41,RG Sharma,IS Sodhi,KL Rahul,1,0,1,49,11,11,3,-,7,0,,,,field,India,2,"JSCA International Stadium Complex, Ranchi",2021-11-19,India,New Zealand
42,KL Rahul,IS Sodhi,RG Sharma,1,0,1,50,36,32,4,-,7,0,,,,field,India,2,"JSCA International Stadium Complex, Ranchi",2021-11-19,India,New Zealand
43,RG Sharma,IS Sodhi,KL Rahul,1,0,1,51,12,12,5,-,7,0,,,,field,India,2,"JSCA International Stadium Complex, Ranchi",2021-11-19,India,New Zealand
44,KL Rahul,IS Sodhi,RG Sharma,1,0,1,52,37,33,6,-,7,0,,,,field,India,2,"JSCA International Stadium Complex, Ranchi",2021-11-19,India,New Zealand
45,KL Rahul,MJ Santner,RG Sharma,1,0,1,53,38,34,1,-,8,0,,,,field,India,2,"JSCA International Stadium Complex, Ranchi",2021-11-19,India,New Zealand
46,RG Sharma,MJ Santner,KL Rahul,2,0,2,55,14,13,2,-,8,0,,,,field,India,2,"JSCA International Stadium Complex, Ranchi",2021-11-19,India,New Zealand
47,RG Sharma,MJ Santner,KL Rahul,0,0,0,55,14,14,3,-,8,0,,,,field,India,2,"JSCA International Stadium Complex, Ranchi",2021-11-19,India,New Zealand
48,RG Sharma,MJ Santner,KL Rahul,0,1,1,56,14,15,4,legbyes,8,0,,,,field,India,2,"JSCA International Stadium Complex, Ranchi",2021-11-19,India,New Zealand
49,KL Rahul,MJ Santner,RG Sharma,1,0,1,57,39,35,5,-,8,0,,,,field,India,2,"JSCA International Stadium Complex, Ranchi",2021-11-19,India,New Zealand
50,RG Sharma,MJ Santner,KL Rahul,0,0,0,57,14,16,6,-,8,0,,,,field,India,2,"JSCA International Stadium Complex, Ranchi",2021-11-19,India,New Zealand
51,KL Rahul,IS Sodhi,RG Sharma,0,0,0,57,39,36,1,-,9,0,,,,field,India,2,"JSCA International Stadium Complex, Ranchi",2021-11-19,India,New Zealand
52,KL Rahul,IS Sodhi,RG Sharma,1,0,1,58,40,37,2,-,9,0,,,,field,India,2,"JSCA International Stadium Complex, Ranchi",2021-11-19,India,New Zealand
53,RG Sharma,IS Sodhi,KL Rahul,1,0,1,59,15,17,3,-,9,0,,,,field,India,2,"JSCA International Stadium Complex, Ranchi",2021-11-19,India,New Zealand
54,KL Rahul,IS Sodhi,RG Sharma,1,0,1,60,41,38,4,-,9,0,,,,field,India,2,"JSCA International Stadium Complex, Ranchi",2021-11-19,India,New Zealand
55,RG Sharma,IS Sodhi,KL Rahul,1,0,1,61,16,18,5,-,9,0,,,,field,India,2,"JSCA International Stadium Complex, Ranchi",2021-11-19,India,New Zealand
56,KL Rahul,IS Sodhi,RG Sharma,2,0,2,63,43,39,6,-,9,0,,,,field,India,2,"JSCA International Stadium Complex, Ranchi",2021-11-19,India,New Zealand
57,RG Sharma,MJ Santner,KL Rahul,6,0,6,69,22,19,1,-,10,0,,,,field,India,2,"JSCA International Stadium Complex, Ranchi",2021-11-19,India,New Zealand
58,RG Sharma,MJ Santner,KL Rahul,1,0,1,70,23,20,2,-,10,0,,,,field,India,2,"JSCA International Stadium Complex, Ranchi",2021-11-19,India,New Zealand
59,KL Rahul,MJ Santner,RG Sharma,1,0,1,71,44,40,3,-,10,0,,,,field,India,2,"JSCA International Stadium Complex, Ranchi",2021-11-19,India,New Zealand
60,RG Sharma,MJ Santner,KL Rahul,6,0,6,77,29,21,4,-,10,0,,,,field,India,2,"JSCA International Stadium Complex, Ranchi",2021-11-19,India,New Zealand
61,RG Sharma,MJ Santner,KL Rahul,1,0,1,78,30,22,5,-,10,0,,,,field,India,2,"JSCA International Stadium Complex, Ranchi",2021-11-19,India,New Zealand
62,KL Rahul,MJ Santner,RG Sharma,1,0,1,79,45,41,6,-,10,0,,,,field,India,2,"JSCA International Stadium Complex, Ranchi",2021-11-19,India,New Zealand
63,KL Rahul,AF Milne,RG Sharma,0,0,0,79,45,42,1,-,11,0,,,,field,India,2,"JSCA International Stadium Complex, Ranchi",2021-11-19,India,New Zealand
64,KL Rahul,AF Milne,RG Sharma,6,0,6,85,51,43,2,-,11,0,,,,field,India,2,"JSCA International Stadium Complex, Ranchi",2021-11-19,India,New Zealand
65,KL Rahul,AF Milne,RG Sharma,4,0,4,89,55,44,3,-,11,0,,,,field,India,2,"JSCA International Stadium Complex, Ranchi",2021-11-19,India,New Zealand
66,KL Rahul,AF Milne,RG Sharma,1,0,1,90,56,45,4,-,11,0,,,,field,India,2,"JSCA International Stadium Complex, Ranchi",2021-11-19,India,New Zealand
67,RG Sharma,AF Milne,KL Rahul,1,0,1,91,31,23,5,-,11,0,,,,field,India,2,"JSCA International Stadium Complex, Ranchi",2021-11-19,India,New Zealand
68,KL Rahul,AF Milne,RG Sharma,1,0,1,92,57,46,6,-,11,0,,,,field,India,2,"JSCA International Stadium Complex, Ranchi",2021-11-19,India,New Zealand
69,KL Rahul,TA Boult,RG Sharma,1,0,1,93,58,47,1,-,12,0,,,,field,India,2,"JSCA International Stadium Complex, Ranchi",2021-11-19,India,New Zealand
70,RG Sharma,TA Boult,KL Rahul,1,0,1,94,32,24,2,-,12,0,,,,field,India,2,"JSCA International Stadium Complex, Ranchi",2021-11-19,India,New Zealand
71,KL Rahul,TA Boult,RG Sharma,1,0,1,95,59,48,3,-,12,0,,,,field,India,2,"JSCA International Stadium Complex, Ranchi",2021-11-19,India,New Zealand
72,RG Sharma,TA Boult,KL Rahul,0,1,1,96,32,25,4,wides,12,0,,,,field,India,2,"JSCA International Stadium Complex, Ranchi",2021-11-19,India,New Zealand
73,RG Sharma,TA Boult,KL Rahul,4,0,4,100,36,26,5,-,12,0,,,,field,India,2,"JSCA International Stadium Complex, Ranchi",2021-11-19,India,New Zealand
74,RG Sharma,TA Boult,KL Rahul,1,0,1,101,37,27,6,-,12,0,,,,field,India,2,"JSCA International Stadium Complex, Ranchi",2021-11-19,India,New Zealand
75,KL Rahul,TA Boult,RG Sharma,4,0,4,105,63,49,7,-,12,0,,,,field,India,2,"JSCA International Stadium Complex, Ranchi",2021-11-19,India,New Zealand
76,RG Sharma,MJ Santner,KL Rahul,1,0,1,106,38,28,1,-,13,0,,,,field,India,2,"JSCA International Stadium Complex, Ranchi",2021-11-19,India,New Zealand
77,KL Rahul,MJ Santner,RG Sharma,1,0,1,107,64,50,2,-,13,0,,,,field,India,2,"JSCA International Stadium Complex, Ranchi",2021-11-19,India,New Zealand
78,RG Sharma,MJ Santner,KL Rahul,6,0,6,113,44,29,3,-,13,0,,,,field,India,2,"JSCA International Stadium Complex, Ranchi",2021-11-19,India,New Zealand
79,RG Sharma,MJ Santner,KL Rahul,1,0,1,114,45,30,4,-,13,0,,,,field,India,2,"JSCA International Stadium Complex, Ranchi",2021-11-19,India,New Zealand
80,KL Rahul,MJ Santner,RG Sharma,1,0,1,115,65,51,5,-,13,0,,,,field,India,2,"JSCA International Stadium Complex, Ranchi",2021-11-19,India,New Zealand
81,RG Sharma,MJ Santner,KL Rahul,1,0,1,116,46,31,6,-,13,0,,,,field,India,2,"JSCA International Stadium Complex, Ranchi",2021-11-19,India,New Zealand
82,RG Sharma,TG Southee,KL Rahul,1,0,1,117,47,32,1,-,14,0,,,,field,India,2,"JSCA International Stadium Complex, Ranchi",2021-11-19,India,New Zealand
83,KL Rahul,TG Southee,RG Sharma,0,0,0,117,65,52,2,-,14,caught,KL Rahul,GD Phillips,,field,India,2,"JSCA International Stadium Complex, Ranchi",2021-11-19,India,New Zealand
84,RG Sharma,TG Southee,VR Iyer,0,4,4,121,47,33,3,legbyes,14,0,,,,field,India,2,"JSCA International Stadium Complex, Ranchi",2021-11-19,India,New Zealand
85,RG Sharma,TG Southee,VR Iyer,1,0,1,122,48,34,4,-,14,0,,,,field,India,2,"JSCA International Stadium Complex, Ranchi",2021-11-19,India,New Zealand
86,VR Iyer,TG Southee,RG Sharma,0,0,0,122,0,1,5,-,14,0,,,,field,India,2,"JSCA International Stadium Complex, Ranchi",2021-11-19,India,New Zealand
87,VR Iyer,TG Southee,RG Sharma,0,0,0,122,0,2,6,-,14,0,,,,field,India,2,"JSCA International Stadium Complex, Ranchi",2021-11-19,India,New Zealand
88,RG Sharma,AF Milne,VR Iyer,1,0,1,123,49,35,1,-,15,0,,,,field,India,2,"JSCA International Stadium Complex, Ranchi",2021-11-19,India,New Zealand
89,VR Iyer,AF Milne,RG Sharma,0,0,0,123,0,3,2,-,15,0,,,,field,India,2,"JSCA International Stadium Complex, Ranchi",2021-11-19,India,New Zealand
90,VR Iyer,AF Milne,RG Sharma,4,0,4,127,4,4,3,-,15,0,,,,field,India,2,"JSCA International Stadium Complex, Ranchi",2021-11-19,India,New Zealand
91,VR Iyer,AF Milne,RG Sharma,0,0,0,127,4,5,4,-,15,0,,,,field,India,2,"JSCA International Stadium Complex, Ranchi",2021-11-19,India,New Zealand
92,VR Iyer,AF Milne,RG Sharma,1,0,1,128,5,6,5,-,15,0,,,,field,India,2,"JSCA International Stadium Complex, Ranchi",2021-11-19,India,New Zealand
93,RG Sharma,AF Milne,VR Iyer,6,0,6,134,55,36,6,-,15,0,,,,field,India,2,"JSCA International Stadium Complex, Ranchi",2021-11-19,India,New Zealand
94,VR Iyer,TG Southee,RG Sharma,0,0,0,134,5,7,1,-,16,0,,,,field,India,2,"JSCA International Stadium Complex, Ranchi",2021-11-19,India,New Zealand
95,VR Iyer,TG Southee,RG Sharma,1,0,1,135,6,8,2,-,16,0,,,,field,India,2,"JSCA International Stadium Complex, Ranchi",2021-11-19,India,New Zealand
96,RG Sharma,TG Southee,VR Iyer,0,0,0,135,55,37,3,-,16,caught,RG Sharma,MJ Guptill,,field,India,2,"JSCA International Stadium Complex, Ranchi",2021-11-19,India,New Zealand
97,SA Yadav,TG Southee,VR Iyer,1,0,1,136,1,1,4,-,16,0,,,,field,India,2,"JSCA International Stadium Complex, Ranchi",2021-11-19,India,New Zealand
98,VR Iyer,TG Southee,SA Yadav,1,0,1,137,7,9,5,-,16,0,,,,field,India,2,"JSCA International Stadium Complex, Ranchi",2021-11-19,India,New Zealand
99,SA Yadav,TG Southee,VR Iyer,0,0,0,137,1,2,6,-,16,bowled,SA Yadav,,,field,India,2,"JSCA International Stadium Complex, Ranchi",2021-11-19,India,New Zealand
100,VR Iyer,TA Boult,RR Pant,1,0,1,138,8,10,1,-,17,0,,,,field,India,2,"JSCA International Stadium Complex, Ranchi",2021-11-19,India,New Zealand
101,RR Pant,TA Boult,VR Iyer,0,0,0,138,0,1,2,-,17,0,,,"{'by': 'New Zealand', 'umpire': 'AK Chaudhary', 'batter': 'RR Pant', 'decision': 'struck down'}",field,India,2,"JSCA International Stadium Complex, Ranchi",2021-11-19,India,New Zealand
102,RR Pant,TA Boult,VR Iyer,0,0,0,138,0,2,3,-,17,0,,,,field,India,2,"JSCA International Stadium Complex, Ranchi",2021-11-19,India,New Zealand
103,RR Pant,TA Boult,VR Iyer,0,0,0,138,0,3,4,-,17,0,,,,field,India,2,"JSCA International Stadium Complex, Ranchi",2021-11-19,India,New Zealand
104,RR Pant,TA Boult,VR Iyer,0,1,1,139,0,4,5,legbyes,17,0,,,,field,India,2,"JSCA International Stadium Complex, Ranchi",2021-11-19,India,New Zealand
105,VR Iyer,TA Boult,RR Pant,4,0,4,143,12,11,6,-,17,0,,,,field,India,2,"JSCA International Stadium Complex, Ranchi",2021-11-19,India,New Zealand
106,RR Pant,JDS Neesham,VR Iyer,6,0,6,149,6,5,1,-,18,0,,,,field,India,2,"JSCA International Stadium Complex, Ranchi",2021-11-19,India,New Zealand
107,RR Pant,JDS Neesham,VR Iyer,6,0,6,155,12,6,2,-,18,0,,,,field,India,2,"JSCA International Stadium Complex, Ranchi",2021-11-19,India,New Zealand
