,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,extra_type,review,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_total
22,Shubman Gill,OC McCoy,YBK Jaiswal,6,0,6,36,142,11,7,0,5,4,-,,0,,,bat,West Indies,2,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,West Indies_India_2023-08-12,India,India,West Indies,179
23,Shubman Gill,OC McCoy,YBK Jaiswal,1,0,1,37,141,12,8,0,6,4,-,,0,,,bat,West Indies,2,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,West Indies_India_2023-08-12,India,India,West Indies,179
24,Shubman Gill,R Shepherd,YBK Jaiswal,0,2,2,39,139,12,9,0,1,5,legbyes,,0,,,bat,West Indies,2,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,West Indies_India_2023-08-12,India,India,West Indies,179
25,Shubman Gill,R Shepherd,YBK Jaiswal,1,0,1,40,138,13,10,0,2,5,-,,0,,,bat,West Indies,2,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,West Indies_India_2023-08-12,India,India,West Indies,179
26,YBK Jaiswal,R Shepherd,Shubman Gill,1,0,1,41,137,26,17,0,3,5,-,,0,,,bat,West Indies,2,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,West Indies_India_2023-08-12,India,India,West Indies,179
27,Shubman Gill,R Shepherd,YBK Jaiswal,1,0,1,42,136,14,11,0,4,5,-,,0,,,bat,West Indies,2,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,West Indies_India_2023-08-12,India,India,West Indies,179
28,YBK Jaiswal,R Shepherd,Shubman Gill,4,0,4,46,132,30,18,0,5,5,-,,0,,,bat,West Indies,2,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,West Indies_India_2023-08-12,India,India,West Indies,179
29,YBK Jaiswal,R Shepherd,Shubman Gill,4,0,4,50,128,34,19,0,6,5,-,,0,,,bat,West Indies,2,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,West Indies_India_2023-08-12,India,India,West Indies,179
30,Shubman Gill,OF Smith,YBK Jaiswal,6,0,6,56,122,20,12,0,1,6,-,,0,,,bat,West Indies,2,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,West Indies_India_2023-08-12,India,India,West Indies,179
31,Shubman Gill,OF Smith,YBK Jaiswal,0,0,0,56,122,20,13,0,2,6,-,,0,,,bat,West Indies,2,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,West Indies_India_2023-08-12,India,India,West Indies,179
32,Shubman Gill,OF Smith,YBK Jaiswal,0,0,0,56,122,20,14,0,3,6,-,,0,,,bat,West Indies,2,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,West Indies_India_2023-08-12,India,India,West Indies,179
33,Shubman Gill,OF Smith,YBK Jaiswal,6,0,6,62,116,26,15,0,4,6,-,,0,,,bat,West Indies,2,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,West Indies_India_2023-08-12,India,India,West Indies,179
34,Shubman Gill,OF Smith,YBK Jaiswal,0,0,0,62,116,26,16,0,5,6,-,,0,,,bat,West Indies,2,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,West Indies_India_2023-08-12,India,India,West Indies,179
35,Shubman Gill,OF Smith,YBK Jaiswal,4,0,4,66,112,30,17,0,6,6,-,,0,,,bat,West Indies,2,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,West Indies_India_2023-08-12,India,India,West Indies,179
36,YBK Jaiswal,JO Holder,Shubman Gill,0,1,1,67,111,34,20,0,1,7,legbyes,,0,,,bat,West Indies,2,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,West Indies_India_2023-08-12,India,India,West Indies,179
37,Shubman Gill,JO Holder,YBK Jaiswal,4,0,4,71,107,34,18,0,2,7,-,,0,,,bat,West Indies,2,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,West Indies_India_2023-08-12,India,India,West Indies,179
38,Shubman Gill,JO Holder,YBK Jaiswal,2,0,2,73,105,36,19,0,3,7,-,,0,,,bat,West Indies,2,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,West Indies_India_2023-08-12,India,India,West Indies,179
39,Shubman Gill,JO Holder,YBK Jaiswal,1,0,1,74,104,37,20,0,4,7,-,,0,,,bat,West Indies,2,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,West Indies_India_2023-08-12,India,India,West Indies,179
40,YBK Jaiswal,JO Holder,Shubman Gill,1,0,1,75,103,35,21,0,5,7,-,,0,,,bat,West Indies,2,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,West Indies_India_2023-08-12,India,India,West Indies,179
41,Shubman Gill,JO Holder,YBK Jaiswal,0,0,0,75,103,37,21,0,6,7,-,,0,,,bat,West Indies,2,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,West Indies_India_2023-08-12,India,India,West Indies,179
42,YBK Jaiswal,AJ Hosein,Shubman Gill,1,0,1,76,102,36,22,0,1,8,-,,0,,,bat,West Indies,2,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,West Indies_India_2023-08-12,India,India,West Indies,179
43,Shubman Gill,AJ Hosein,YBK Jaiswal,1,0,1,77,101,38,22,0,2,8,-,,0,,,bat,West Indies,2,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,West Indies_India_2023-08-12,India,India,West Indies,179
44,YBK Jaiswal,AJ Hosein,Shubman Gill,0,1,1,78,100,36,23,0,3,8,legbyes,,0,,,bat,West Indies,2,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,West Indies_India_2023-08-12,India,India,West Indies,179
45,Shubman Gill,AJ Hosein,YBK Jaiswal,1,0,1,79,99,39,23,0,4,8,-,,0,,,bat,West Indies,2,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,West Indies_India_2023-08-12,India,India,West Indies,179
46,YBK Jaiswal,AJ Hosein,Shubman Gill,1,0,1,80,98,37,24,0,5,8,-,,0,,,bat,West Indies,2,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,West Indies_India_2023-08-12,India,India,West Indies,179
47,Shubman Gill,AJ Hosein,YBK Jaiswal,4,0,4,84,94,43,24,0,6,8,-,,0,,,bat,West Indies,2,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,West Indies_India_2023-08-12,India,India,West Indies,179
48,YBK Jaiswal,R Shepherd,Shubman Gill,1,0,1,85,93,38,25,0,1,9,-,,0,,,bat,West Indies,2,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,West Indies_India_2023-08-12,India,India,West Indies,179
49,Shubman Gill,R Shepherd,YBK Jaiswal,1,0,1,86,92,44,25,0,2,9,-,,0,,,bat,West Indies,2,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,West Indies_India_2023-08-12,India,India,West Indies,179
50,YBK Jaiswal,R Shepherd,Shubman Gill,4,0,4,90,88,42,26,0,3,9,-,,0,,,bat,West Indies,2,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,West Indies_India_2023-08-12,India,India,West Indies,179
51,YBK Jaiswal,R Shepherd,Shubman Gill,1,0,1,91,87,43,27,0,4,9,-,,0,,,bat,West Indies,2,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,West Indies_India_2023-08-12,India,India,West Indies,179
52,Shubman Gill,R Shepherd,YBK Jaiswal,1,0,1,92,86,45,26,0,5,9,-,,0,,,bat,West Indies,2,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,West Indies_India_2023-08-12,India,India,West Indies,179
53,YBK Jaiswal,R Shepherd,Shubman Gill,1,0,1,93,85,44,28,0,6,9,-,,0,,,bat,West Indies,2,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,West Indies_India_2023-08-12,India,India,West Indies,179
54,YBK Jaiswal,AJ Hosein,Shubman Gill,1,0,1,94,84,45,29,0,1,10,-,,0,,,bat,West Indies,2,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,West Indies_India_2023-08-12,India,India,West Indies,179
55,Shubman Gill,AJ Hosein,YBK Jaiswal,1,0,1,95,83,46,27,0,2,10,-,,0,,,bat,West Indies,2,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,West Indies_India_2023-08-12,India,India,West Indies,179
56,YBK Jaiswal,AJ Hosein,Shubman Gill,1,0,1,96,82,46,30,0,3,10,-,,0,,,bat,West Indies,2,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,West Indies_India_2023-08-12,India,India,West Indies,179
57,Shubman Gill,AJ Hosein,YBK Jaiswal,0,0,0,96,82,46,28,0,4,10,-,,0,,,bat,West Indies,2,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,West Indies_India_2023-08-12,India,India,West Indies,179
58,Shubman Gill,AJ Hosein,YBK Jaiswal,3,0,3,99,79,49,29,0,5,10,-,,0,,,bat,West Indies,2,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,West Indies_India_2023-08-12,India,India,West Indies,179
59,YBK Jaiswal,AJ Hosein,Shubman Gill,1,0,1,100,78,47,31,0,6,10,-,,0,,,bat,West Indies,2,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,West Indies_India_2023-08-12,India,India,West Indies,179
60,YBK Jaiswal,R Powell,Shubman Gill,1,0,1,101,77,48,32,0,1,11,-,,0,,,bat,West Indies,2,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,West Indies_India_2023-08-12,India,India,West Indies,179
61,Shubman Gill,R Powell,YBK Jaiswal,2,0,2,103,75,51,30,0,2,11,-,,0,,,bat,West Indies,2,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,West Indies_India_2023-08-12,India,India,West Indies,179
62,Shubman Gill,R Powell,YBK Jaiswal,0,0,0,103,75,51,31,0,3,11,-,,0,,,bat,West Indies,2,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,West Indies_India_2023-08-12,India,India,West Indies,179
63,Shubman Gill,R Powell,YBK Jaiswal,1,1,2,105,73,52,32,0,4,11,noballs,,0,,,bat,West Indies,2,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,West Indies_India_2023-08-12,India,India,West Indies,179
64,YBK Jaiswal,R Powell,Shubman Gill,4,0,4,109,69,52,33,0,5,11,-,,0,,,bat,West Indies,2,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,West Indies_India_2023-08-12,India,India,West Indies,179
65,YBK Jaiswal,R Powell,Shubman Gill,1,0,1,110,68,53,34,0,6,11,-,,0,,,bat,West Indies,2,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,West Indies_India_2023-08-12,India,India,West Indies,179
66,Shubman Gill,R Powell,YBK Jaiswal,0,2,2,112,66,52,33,0,7,11,wides,,0,,,bat,West Indies,2,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,West Indies_India_2023-08-12,India,India,West Indies,179
67,YBK Jaiswal,R Powell,Shubman Gill,1,0,1,113,65,54,35,0,8,11,-,,0,,,bat,West Indies,2,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,West Indies_India_2023-08-12,India,India,West Indies,179
68,YBK Jaiswal,AJ Hosein,Shubman Gill,1,0,1,114,64,55,36,0,1,12,-,,0,,,bat,West Indies,2,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,West Indies_India_2023-08-12,India,India,West Indies,179
69,Shubman Gill,AJ Hosein,YBK Jaiswal,2,0,2,116,62,54,34,0,2,12,-,,0,,,bat,West Indies,2,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,West Indies_India_2023-08-12,India,India,West Indies,179
70,Shubman Gill,AJ Hosein,YBK Jaiswal,0,0,0,116,62,54,35,0,3,12,-,,0,,,bat,West Indies,2,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,West Indies_India_2023-08-12,India,India,West Indies,179
71,Shubman Gill,AJ Hosein,YBK Jaiswal,1,0,1,117,61,55,36,0,4,12,-,,0,,,bat,West Indies,2,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,West Indies_India_2023-08-12,India,India,West Indies,179
72,YBK Jaiswal,AJ Hosein,Shubman Gill,0,0,0,117,61,55,37,0,5,12,-,,0,,,bat,West Indies,2,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,West Indies_India_2023-08-12,India,India,West Indies,179
73,YBK Jaiswal,AJ Hosein,Shubman Gill,6,0,6,123,55,61,38,0,6,12,-,,0,,,bat,West Indies,2,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,West Indies_India_2023-08-12,India,India,West Indies,179
74,Shubman Gill,OF Smith,YBK Jaiswal,6,0,6,129,49,61,37,0,1,13,-,,0,,,bat,West Indies,2,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,West Indies_India_2023-08-12,India,India,West Indies,179
75,Shubman Gill,OF Smith,YBK Jaiswal,1,0,1,130,48,62,38,0,2,13,-,,0,,,bat,West Indies,2,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,West Indies_India_2023-08-12,India,India,West Indies,179
76,YBK Jaiswal,OF Smith,Shubman Gill,0,1,1,131,47,61,39,0,3,13,legbyes,,0,,,bat,West Indies,2,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,West Indies_India_2023-08-12,India,India,West Indies,179
77,Shubman Gill,OF Smith,YBK Jaiswal,0,0,0,131,47,62,39,0,4,13,-,"{'by': 'India', 'umpire': 'LS Reifer', 'batter': 'Shubman Gill', 'decision': 'upheld', 'type': 'wicket'}",0,,,bat,West Indies,2,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,West Indies_India_2023-08-12,India,India,West Indies,179
78,Shubman Gill,OF Smith,YBK Jaiswal,1,0,1,132,46,63,40,0,5,13,-,,0,,,bat,West Indies,2,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,West Indies_India_2023-08-12,India,India,West Indies,179
79,YBK Jaiswal,OF Smith,Shubman Gill,6,0,6,138,40,67,40,0,6,13,-,,0,,,bat,West Indies,2,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,West Indies_India_2023-08-12,India,India,West Indies,179
80,Shubman Gill,OC McCoy,YBK Jaiswal,1,0,1,139,39,64,41,0,1,14,-,,0,,,bat,West Indies,2,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,West Indies_India_2023-08-12,India,India,West Indies,179
81,YBK Jaiswal,OC McCoy,Shubman Gill,1,0,1,140,38,68,41,0,2,14,-,,0,,,bat,West Indies,2,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,West Indies_India_2023-08-12,India,India,West Indies,179
82,Shubman Gill,OC McCoy,YBK Jaiswal,1,0,1,141,37,65,42,0,3,14,-,,0,,,bat,West Indies,2,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,West Indies_India_2023-08-12,India,India,West Indies,179
83,YBK Jaiswal,OC McCoy,Shubman Gill,0,0,0,141,37,68,42,0,4,14,-,,0,,,bat,West Indies,2,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,West Indies_India_2023-08-12,India,India,West Indies,179
84,YBK Jaiswal,OC McCoy,Shubman Gill,4,0,4,145,33,72,43,0,5,14,-,,0,,,bat,West Indies,2,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,West Indies_India_2023-08-12,India,India,West Indies,179
85,YBK Jaiswal,OC McCoy,Shubman Gill,6,0,6,151,27,78,44,0,6,14,-,,0,,,bat,West Indies,2,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,West Indies_India_2023-08-12,India,India,West Indies,179
86,Shubman Gill,JO Holder,YBK Jaiswal,2,0,2,153,25,67,43,0,1,15,-,,0,,,bat,West Indies,2,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,West Indies_India_2023-08-12,India,India,West Indies,179
87,Shubman Gill,JO Holder,YBK Jaiswal,1,0,1,154,24,68,44,0,2,15,-,,0,,,bat,West Indies,2,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,West Indies_India_2023-08-12,India,India,West Indies,179
88,YBK Jaiswal,JO Holder,Shubman Gill,0,0,0,154,24,78,45,0,3,15,-,,0,,,bat,West Indies,2,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,West Indies_India_2023-08-12,India,India,West Indies,179
89,YBK Jaiswal,JO Holder,Shubman Gill,0,0,0,154,24,78,46,0,4,15,-,,0,,,bat,West Indies,2,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,West Indies_India_2023-08-12,India,India,West Indies,179
90,YBK Jaiswal,JO Holder,Shubman Gill,0,1,1,155,23,78,47,0,5,15,wides,,0,,,bat,West Indies,2,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,West Indies_India_2023-08-12,India,India,West Indies,179
91,YBK Jaiswal,JO Holder,Shubman Gill,1,0,1,156,22,79,48,0,6,15,-,,0,,,bat,West Indies,2,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,West Indies_India_2023-08-12,India,India,West Indies,179
92,Shubman Gill,JO Holder,YBK Jaiswal,1,0,1,157,21,69,45,0,7,15,-,,0,,,bat,West Indies,2,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,West Indies_India_2023-08-12,India,India,West Indies,179
93,Shubman Gill,R Shepherd,YBK Jaiswal,6,0,6,163,15,75,46,0,1,16,-,,0,,,bat,West Indies,2,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,West Indies_India_2023-08-12,India,India,West Indies,179
94,Shubman Gill,R Shepherd,YBK Jaiswal,2,0,2,165,13,77,47,0,2,16,-,,0,,,bat,West Indies,2,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,West Indies_India_2023-08-12,India,India,West Indies,179
95,Shubman Gill,R Shepherd,YBK Jaiswal,0,0,0,165,13,77,48,1,3,16,-,,caught,Shubman Gill,SD Hope,bat,West Indies,2,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,West Indies_India_2023-08-12,India,India,West Indies,179
96,Tilak Varma,R Shepherd,YBK Jaiswal,0,0,0,165,13,0,1,1,4,16,-,,0,,,bat,West Indies,2,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,West Indies_India_2023-08-12,India,India,West Indies,179
97,Tilak Varma,R Shepherd,YBK Jaiswal,1,0,1,166,12,1,2,1,5,16,-,,0,,,bat,West Indies,2,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,West Indies_India_2023-08-12,India,India,West Indies,179
98,YBK Jaiswal,R Shepherd,Tilak Varma,4,0,4,170,8,83,49,1,6,16,-,,0,,,bat,West Indies,2,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,West Indies_India_2023-08-12,India,India,West Indies,179
99,Tilak Varma,JO Holder,YBK Jaiswal,1,0,1,171,7,2,3,1,1,17,-,,0,,,bat,West Indies,2,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,West Indies_India_2023-08-12,India,India,West Indies,179
100,YBK Jaiswal,JO Holder,Tilak Varma,0,0,0,171,7,83,50,1,2,17,-,,0,,,bat,West Indies,2,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,West Indies_India_2023-08-12,India,India,West Indies,179
101,YBK Jaiswal,JO Holder,Tilak Varma,1,0,1,172,6,84,51,1,3,17,-,,0,,,bat,West Indies,2,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,West Indies_India_2023-08-12,India,India,West Indies,179
102,Tilak Varma,JO Holder,YBK Jaiswal,4,0,4,176,2,6,4,1,4,17,-,,0,,,bat,West Indies,2,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,West Indies_India_2023-08-12,India,India,West Indies,179
103,Tilak Varma,JO Holder,YBK Jaiswal,1,0,1,177,1,7,5,1,5,17,-,,0,,,bat,West Indies,2,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,West Indies_India_2023-08-12,India,India,West Indies,179
104,YBK Jaiswal,JO Holder,Tilak Varma,0,0,0,177,1,84,52,1,6,17,-,,0,,,bat,West Indies,2,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,West Indies_India_2023-08-12,India,India,West Indies,179
105,Tilak Varma,R Shepherd,YBK Jaiswal,0,2,2,179,-1,7,6,1,1,18,wides,,0,,,bat,West Indies,2,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,08,West Indies_India_2023-08-12,India,India,West Indies,179
