,batter,bowler,non_striker,review,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,wicket_type,player_out,fielder,over,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
47,Afif Hossain,Shoaib Malik,Nazmul Hossain Shanto,,1,0,1,47,,20,20,2,5,0,,,7,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,11,Bangladesh_Pakistan_2021-11-20,Pakistan,Bangladesh,Pakistan,False,108
48,Nazmul Hossain Shanto,Shoaib Malik,Afif Hossain,,4,0,4,51,,23,20,2,6,0,,,7,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,11,Bangladesh_Pakistan_2021-11-20,Pakistan,Bangladesh,Pakistan,False,108
49,Afif Hossain,Shadab Khan,Nazmul Hossain Shanto,,0,0,0,51,,20,21,3,1,caught,Afif Hossain,Mohammad Rizwan,8,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,11,Bangladesh_Pakistan_2021-11-20,Pakistan,Bangladesh,Pakistan,False,108
50,Mahmudullah,Shadab Khan,Nazmul Hossain Shanto,,0,0,0,51,,0,1,3,2,0,,,8,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,11,Bangladesh_Pakistan_2021-11-20,Pakistan,Bangladesh,Pakistan,False,108
51,Mahmudullah,Shadab Khan,Nazmul Hossain Shanto,"{'by': 'Bangladesh', 'umpire': 'Tanvir Ahmed', 'batter': 'Mahmudullah', 'decision': 'upheld'}",0,0,0,51,,0,2,3,3,0,,,8,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,11,Bangladesh_Pakistan_2021-11-20,Pakistan,Bangladesh,Pakistan,False,108
52,Mahmudullah,Shadab Khan,Nazmul Hossain Shanto,,1,0,1,52,,1,3,3,4,0,,,8,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,11,Bangladesh_Pakistan_2021-11-20,Pakistan,Bangladesh,Pakistan,False,108
53,Nazmul Hossain Shanto,Shadab Khan,Mahmudullah,,4,0,4,56,,27,21,3,5,0,,,8,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,11,Bangladesh_Pakistan_2021-11-20,Pakistan,Bangladesh,Pakistan,False,108
54,Nazmul Hossain Shanto,Shadab Khan,Mahmudullah,,1,0,1,57,,28,22,3,6,0,,,8,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,11,Bangladesh_Pakistan_2021-11-20,Pakistan,Bangladesh,Pakistan,False,108
55,Nazmul Hossain Shanto,Mohammad Nawaz,Mahmudullah,,0,0,0,57,,28,23,3,1,0,,,9,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,11,Bangladesh_Pakistan_2021-11-20,Pakistan,Bangladesh,Pakistan,False,108
56,Nazmul Hossain Shanto,Mohammad Nawaz,Mahmudullah,,4,0,4,61,,32,24,3,2,0,,,9,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,11,Bangladesh_Pakistan_2021-11-20,Pakistan,Bangladesh,Pakistan,False,108
57,Nazmul Hossain Shanto,Mohammad Nawaz,Mahmudullah,,1,0,1,62,,33,25,3,3,0,,,9,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,11,Bangladesh_Pakistan_2021-11-20,Pakistan,Bangladesh,Pakistan,False,108
58,Mahmudullah,Mohammad Nawaz,Nazmul Hossain Shanto,,1,0,1,63,,2,4,3,4,0,,,9,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,11,Bangladesh_Pakistan_2021-11-20,Pakistan,Bangladesh,Pakistan,False,108
59,Nazmul Hossain Shanto,Mohammad Nawaz,Mahmudullah,,1,0,1,64,,34,26,3,5,0,,,9,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,11,Bangladesh_Pakistan_2021-11-20,Pakistan,Bangladesh,Pakistan,False,108
60,Mahmudullah,Mohammad Nawaz,Nazmul Hossain Shanto,,0,0,0,64,,2,5,3,6,0,,,9,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,11,Bangladesh_Pakistan_2021-11-20,Pakistan,Bangladesh,Pakistan,False,108
61,Nazmul Hossain Shanto,Shadab Khan,Mahmudullah,,1,0,1,65,,35,27,3,1,0,,,10,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,11,Bangladesh_Pakistan_2021-11-20,Pakistan,Bangladesh,Pakistan,False,108
62,Mahmudullah,Shadab Khan,Nazmul Hossain Shanto,,2,0,2,67,,4,6,3,2,0,,,10,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,11,Bangladesh_Pakistan_2021-11-20,Pakistan,Bangladesh,Pakistan,False,108
63,Mahmudullah,Shadab Khan,Nazmul Hossain Shanto,,2,0,2,69,,6,7,3,3,0,,,10,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,11,Bangladesh_Pakistan_2021-11-20,Pakistan,Bangladesh,Pakistan,False,108
64,Mahmudullah,Shadab Khan,Nazmul Hossain Shanto,,1,0,1,70,,7,8,3,4,0,,,10,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,11,Bangladesh_Pakistan_2021-11-20,Pakistan,Bangladesh,Pakistan,False,108
65,Nazmul Hossain Shanto,Shadab Khan,Mahmudullah,,0,0,0,70,,35,28,3,5,0,,,10,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,11,Bangladesh_Pakistan_2021-11-20,Pakistan,Bangladesh,Pakistan,False,108
66,Nazmul Hossain Shanto,Shadab Khan,Mahmudullah,,2,0,2,72,,37,29,3,6,0,,,10,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,11,Bangladesh_Pakistan_2021-11-20,Pakistan,Bangladesh,Pakistan,False,108
67,Mahmudullah,Mohammad Nawaz,Nazmul Hossain Shanto,,0,0,0,72,,7,9,3,1,0,,,11,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,11,Bangladesh_Pakistan_2021-11-20,Pakistan,Bangladesh,Pakistan,False,108
68,Mahmudullah,Mohammad Nawaz,Nazmul Hossain Shanto,,0,0,0,72,,7,10,3,2,0,,,11,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,11,Bangladesh_Pakistan_2021-11-20,Pakistan,Bangladesh,Pakistan,False,108
69,Mahmudullah,Mohammad Nawaz,Nazmul Hossain Shanto,,4,0,4,76,,11,11,3,3,0,,,11,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,11,Bangladesh_Pakistan_2021-11-20,Pakistan,Bangladesh,Pakistan,False,108
70,Mahmudullah,Mohammad Nawaz,Nazmul Hossain Shanto,,1,0,1,77,,12,12,3,4,0,,,11,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,11,Bangladesh_Pakistan_2021-11-20,Pakistan,Bangladesh,Pakistan,False,108
71,Nazmul Hossain Shanto,Mohammad Nawaz,Mahmudullah,,0,0,0,77,,37,30,3,5,0,,,11,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,11,Bangladesh_Pakistan_2021-11-20,Pakistan,Bangladesh,Pakistan,False,108
72,Nazmul Hossain Shanto,Mohammad Nawaz,Mahmudullah,,1,0,1,78,,38,31,3,6,0,,,11,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,11,Bangladesh_Pakistan_2021-11-20,Pakistan,Bangladesh,Pakistan,False,108
73,Nazmul Hossain Shanto,Haris Rauf,Mahmudullah,,1,0,1,79,,39,32,3,1,0,,,12,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,11,Bangladesh_Pakistan_2021-11-20,Pakistan,Bangladesh,Pakistan,False,108
74,Mahmudullah,Haris Rauf,Nazmul Hossain Shanto,,0,0,0,79,,12,13,3,2,0,,,12,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,11,Bangladesh_Pakistan_2021-11-20,Pakistan,Bangladesh,Pakistan,False,108
75,Mahmudullah,Haris Rauf,Nazmul Hossain Shanto,,0,0,0,79,,12,14,3,3,0,,,12,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,11,Bangladesh_Pakistan_2021-11-20,Pakistan,Bangladesh,Pakistan,False,108
76,Mahmudullah,Haris Rauf,Nazmul Hossain Shanto,,0,0,0,79,,12,15,4,4,caught,Mahmudullah,Mohammad Rizwan,12,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,11,Bangladesh_Pakistan_2021-11-20,Pakistan,Bangladesh,Pakistan,False,108
77,Nurul Hasan,Haris Rauf,Nazmul Hossain Shanto,,1,0,1,80,,1,1,4,5,0,,,12,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,11,Bangladesh_Pakistan_2021-11-20,Pakistan,Bangladesh,Pakistan,False,108
78,Nazmul Hossain Shanto,Haris Rauf,Nurul Hasan,,1,0,1,81,,40,33,4,6,0,,,12,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,11,Bangladesh_Pakistan_2021-11-20,Pakistan,Bangladesh,Pakistan,False,108
79,Nazmul Hossain Shanto,Shadab Khan,Nurul Hasan,,0,0,0,81,,40,34,4,1,0,,,13,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,11,Bangladesh_Pakistan_2021-11-20,Pakistan,Bangladesh,Pakistan,False,108
80,Nazmul Hossain Shanto,Shadab Khan,Nurul Hasan,,0,1,1,82,,40,35,4,2,0,,,13,wides,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,11,Bangladesh_Pakistan_2021-11-20,Pakistan,Bangladesh,Pakistan,False,108
81,Nazmul Hossain Shanto,Shadab Khan,Nurul Hasan,,0,0,0,82,,40,36,5,3,caught and bowled,Nazmul Hossain Shanto,,13,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,11,Bangladesh_Pakistan_2021-11-20,Pakistan,Bangladesh,Pakistan,False,108
82,Mahedi Hasan,Shadab Khan,Nurul Hasan,,1,0,1,83,,1,1,5,4,0,,,13,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,11,Bangladesh_Pakistan_2021-11-20,Pakistan,Bangladesh,Pakistan,False,108
83,Nurul Hasan,Shadab Khan,Mahedi Hasan,"{'by': 'Pakistan', 'umpire': 'Gazi Sohel', 'batter': 'Nurul Hasan', 'decision': 'struck down'}",0,0,0,83,,1,2,5,5,0,,,13,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,11,Bangladesh_Pakistan_2021-11-20,Pakistan,Bangladesh,Pakistan,False,108
84,Nurul Hasan,Shadab Khan,Mahedi Hasan,,0,0,0,83,,1,3,5,6,0,,,13,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,11,Bangladesh_Pakistan_2021-11-20,Pakistan,Bangladesh,Pakistan,False,108
85,Nurul Hasan,Shadab Khan,Mahedi Hasan,,0,0,0,83,,1,4,5,7,0,,,13,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,11,Bangladesh_Pakistan_2021-11-20,Pakistan,Bangladesh,Pakistan,False,108
86,Mahedi Hasan,Mohammad Wasim,Nurul Hasan,,0,0,0,83,,1,2,5,1,0,,,14,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,11,Bangladesh_Pakistan_2021-11-20,Pakistan,Bangladesh,Pakistan,False,108
87,Mahedi Hasan,Mohammad Wasim,Nurul Hasan,,0,0,0,83,,1,3,5,2,0,,,14,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,11,Bangladesh_Pakistan_2021-11-20,Pakistan,Bangladesh,Pakistan,False,108
88,Mahedi Hasan,Mohammad Wasim,Nurul Hasan,,0,1,1,84,,1,4,5,3,0,,,14,legbyes,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,11,Bangladesh_Pakistan_2021-11-20,Pakistan,Bangladesh,Pakistan,False,108
89,Nurul Hasan,Mohammad Wasim,Mahedi Hasan,,1,0,1,85,,2,5,5,4,0,,,14,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,11,Bangladesh_Pakistan_2021-11-20,Pakistan,Bangladesh,Pakistan,False,108
90,Mahedi Hasan,Mohammad Wasim,Nurul Hasan,,0,0,0,85,,1,5,5,5,0,,,14,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,11,Bangladesh_Pakistan_2021-11-20,Pakistan,Bangladesh,Pakistan,False,108
91,Mahedi Hasan,Mohammad Wasim,Nurul Hasan,,0,0,0,85,,1,6,5,6,0,,,14,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,11,Bangladesh_Pakistan_2021-11-20,Pakistan,Bangladesh,Pakistan,False,108
92,Nurul Hasan,Mohammad Nawaz,Mahedi Hasan,,1,0,1,86,,3,6,5,1,0,,,15,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,11,Bangladesh_Pakistan_2021-11-20,Pakistan,Bangladesh,Pakistan,False,108
93,Mahedi Hasan,Mohammad Nawaz,Nurul Hasan,,2,0,2,88,,3,7,5,2,0,,,15,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,11,Bangladesh_Pakistan_2021-11-20,Pakistan,Bangladesh,Pakistan,False,108
94,Mahedi Hasan,Mohammad Nawaz,Nurul Hasan,,0,0,0,88,,3,8,6,3,caught and bowled,Mahedi Hasan,,15,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,11,Bangladesh_Pakistan_2021-11-20,Pakistan,Bangladesh,Pakistan,False,108
95,Aminul Islam,Mohammad Nawaz,Nurul Hasan,,0,0,0,88,,0,1,6,4,0,,,15,-,bat,Bangladesh,1,"Shere Bangla National Stadium, Mirpur",2021,11,Bangladesh_Pakistan_2021-11-20,Pakistan,Bangladesh,Pakistan,False,108
