,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,extra_type,wicket_type,player_out,fielder,review,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
10,Sharjeel Khan,JO Holder,Mohammad Rizwan,0,0,0,9,,7,9,0,5,1,-,0,,,,field,West Indies,1,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,Pakistan,West Indies,True,157
11,Sharjeel Khan,JO Holder,Mohammad Rizwan,4,0,4,13,,11,10,0,6,1,-,0,,,,field,West Indies,1,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,Pakistan,West Indies,True,157
12,Mohammad Rizwan,AJ Hosein,Sharjeel Khan,0,0,0,13,,2,3,0,1,2,-,0,,,,field,West Indies,1,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,Pakistan,West Indies,True,157
13,Mohammad Rizwan,AJ Hosein,Sharjeel Khan,0,0,0,13,,2,4,0,2,2,-,0,,,,field,West Indies,1,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,Pakistan,West Indies,True,157
14,Mohammad Rizwan,AJ Hosein,Sharjeel Khan,6,0,6,19,,8,5,0,3,2,-,0,,,,field,West Indies,1,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,Pakistan,West Indies,True,157
15,Mohammad Rizwan,AJ Hosein,Sharjeel Khan,6,1,7,26,,14,6,0,4,2,noballs,0,,,,field,West Indies,1,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,Pakistan,West Indies,True,157
16,Mohammad Rizwan,AJ Hosein,Sharjeel Khan,0,0,0,26,,14,7,0,5,2,-,0,,,,field,West Indies,1,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,Pakistan,West Indies,True,157
17,Mohammad Rizwan,AJ Hosein,Sharjeel Khan,1,0,1,27,,15,8,0,6,2,-,0,,,,field,West Indies,1,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,Pakistan,West Indies,True,157
18,Sharjeel Khan,AJ Hosein,Mohammad Rizwan,1,0,1,28,,12,11,0,7,2,-,0,,,,field,West Indies,1,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,Pakistan,West Indies,True,157
19,Sharjeel Khan,CH Gayle,Mohammad Rizwan,1,0,1,29,,13,12,0,1,3,-,0,,,,field,West Indies,1,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,Pakistan,West Indies,True,157
20,Mohammad Rizwan,CH Gayle,Sharjeel Khan,1,0,1,30,,16,9,0,2,3,-,0,,,,field,West Indies,1,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,Pakistan,West Indies,True,157
21,Sharjeel Khan,CH Gayle,Mohammad Rizwan,0,1,1,31,,13,13,0,3,3,wides,0,,,,field,West Indies,1,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,Pakistan,West Indies,True,157
22,Sharjeel Khan,CH Gayle,Mohammad Rizwan,0,1,1,32,,13,14,0,4,3,wides,0,,,,field,West Indies,1,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,Pakistan,West Indies,True,157
23,Sharjeel Khan,CH Gayle,Mohammad Rizwan,1,0,1,33,,14,15,0,5,3,-,0,,,,field,West Indies,1,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,Pakistan,West Indies,True,157
24,Mohammad Rizwan,CH Gayle,Sharjeel Khan,0,1,1,34,,16,10,0,6,3,wides,0,,,,field,West Indies,1,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,Pakistan,West Indies,True,157
25,Mohammad Rizwan,CH Gayle,Sharjeel Khan,4,0,4,38,,20,11,0,7,3,-,0,,,,field,West Indies,1,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,Pakistan,West Indies,True,157
26,Mohammad Rizwan,CH Gayle,Sharjeel Khan,0,0,0,38,,20,12,0,8,3,-,0,,,,field,West Indies,1,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,Pakistan,West Indies,True,157
27,Mohammad Rizwan,CH Gayle,Sharjeel Khan,1,0,1,39,,21,13,0,9,3,-,0,,,,field,West Indies,1,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,Pakistan,West Indies,True,157
28,Mohammad Rizwan,JO Holder,Sharjeel Khan,1,0,1,40,,22,14,0,1,4,-,0,,,,field,West Indies,1,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,Pakistan,West Indies,True,157
29,Sharjeel Khan,JO Holder,Mohammad Rizwan,0,0,0,40,,14,16,0,2,4,-,0,,,,field,West Indies,1,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,Pakistan,West Indies,True,157
30,Sharjeel Khan,JO Holder,Mohammad Rizwan,6,0,6,46,,20,17,0,3,4,-,0,,,,field,West Indies,1,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,Pakistan,West Indies,True,157
31,Sharjeel Khan,JO Holder,Mohammad Rizwan,0,0,0,46,,20,18,1,4,4,-,caught,Sharjeel Khan,AJ Hosein,,field,West Indies,1,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,Pakistan,West Indies,True,157
32,Babar Azam,JO Holder,Mohammad Rizwan,0,1,1,47,,0,1,1,5,4,legbyes,0,,,,field,West Indies,1,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,Pakistan,West Indies,True,157
33,Mohammad Rizwan,JO Holder,Babar Azam,1,0,1,48,,23,15,1,6,4,-,0,,,,field,West Indies,1,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,Pakistan,West Indies,True,157
34,Mohammad Rizwan,DJ Bravo,Babar Azam,4,0,4,52,,27,16,1,1,5,-,0,,,,field,West Indies,1,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,Pakistan,West Indies,True,157
35,Mohammad Rizwan,DJ Bravo,Babar Azam,0,0,0,52,,27,17,1,2,5,-,0,,,,field,West Indies,1,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,Pakistan,West Indies,True,157
36,Mohammad Rizwan,DJ Bravo,Babar Azam,1,0,1,53,,28,18,1,3,5,-,0,,,,field,West Indies,1,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,Pakistan,West Indies,True,157
37,Babar Azam,DJ Bravo,Mohammad Rizwan,1,0,1,54,,1,2,1,4,5,-,0,,,,field,West Indies,1,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,Pakistan,West Indies,True,157
38,Mohammad Rizwan,DJ Bravo,Babar Azam,1,0,1,55,,29,19,1,5,5,-,0,,,,field,West Indies,1,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,Pakistan,West Indies,True,157
39,Babar Azam,DJ Bravo,Mohammad Rizwan,0,0,0,55,,1,3,1,6,5,-,0,,,,field,West Indies,1,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,Pakistan,West Indies,True,157
40,Mohammad Rizwan,R Shepherd,Babar Azam,1,0,1,56,,30,20,1,1,6,-,0,,,,field,West Indies,1,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,Pakistan,West Indies,True,157
41,Babar Azam,R Shepherd,Mohammad Rizwan,0,0,0,56,,1,4,1,2,6,-,0,,,,field,West Indies,1,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,Pakistan,West Indies,True,157
42,Babar Azam,R Shepherd,Mohammad Rizwan,4,0,4,60,,5,5,1,3,6,-,0,,,,field,West Indies,1,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,Pakistan,West Indies,True,157
43,Babar Azam,R Shepherd,Mohammad Rizwan,4,0,4,64,,9,6,1,4,6,-,0,,,,field,West Indies,1,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,Pakistan,West Indies,True,157
44,Babar Azam,R Shepherd,Mohammad Rizwan,1,0,1,65,,10,7,1,5,6,-,0,,,,field,West Indies,1,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,Pakistan,West Indies,True,157
45,Mohammad Rizwan,R Shepherd,Babar Azam,1,0,1,66,,31,21,1,6,6,-,0,,,,field,West Indies,1,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,Pakistan,West Indies,True,157
46,Mohammad Rizwan,HR Walsh,Babar Azam,1,0,1,67,,32,22,1,1,7,-,0,,,,field,West Indies,1,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,Pakistan,West Indies,True,157
47,Babar Azam,HR Walsh,Mohammad Rizwan,0,0,0,67,,10,8,1,2,7,-,0,,,,field,West Indies,1,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,Pakistan,West Indies,True,157
48,Babar Azam,HR Walsh,Mohammad Rizwan,1,0,1,68,,11,9,1,3,7,-,0,,,,field,West Indies,1,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,Pakistan,West Indies,True,157
49,Mohammad Rizwan,HR Walsh,Babar Azam,1,0,1,69,,33,23,1,4,7,-,0,,,,field,West Indies,1,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,Pakistan,West Indies,True,157
50,Babar Azam,HR Walsh,Mohammad Rizwan,0,0,0,69,,11,10,1,5,7,-,0,,,,field,West Indies,1,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,Pakistan,West Indies,True,157
51,Babar Azam,HR Walsh,Mohammad Rizwan,1,0,1,70,,12,11,1,6,7,-,0,,,,field,West Indies,1,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,Pakistan,West Indies,True,157
52,Babar Azam,AJ Hosein,Mohammad Rizwan,0,0,0,70,,12,12,1,1,8,-,0,,,,field,West Indies,1,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,Pakistan,West Indies,True,157
53,Babar Azam,AJ Hosein,Mohammad Rizwan,1,0,1,71,,13,13,1,2,8,-,0,,,,field,West Indies,1,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,Pakistan,West Indies,True,157
54,Mohammad Rizwan,AJ Hosein,Babar Azam,1,0,1,72,,34,24,1,3,8,-,0,,,,field,West Indies,1,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,Pakistan,West Indies,True,157
55,Babar Azam,AJ Hosein,Mohammad Rizwan,0,0,0,72,,13,14,1,4,8,-,0,,,"{'by': 'West Indies', 'umpire': 'PA Gustard', 'batter': 'Babar Azam', 'decision': 'struck down'}",field,West Indies,1,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,Pakistan,West Indies,True,157
56,Babar Azam,AJ Hosein,Mohammad Rizwan,2,0,2,74,,15,15,1,5,8,-,0,,,,field,West Indies,1,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,Pakistan,West Indies,True,157
57,Babar Azam,AJ Hosein,Mohammad Rizwan,2,0,2,76,,17,16,1,6,8,-,0,,,,field,West Indies,1,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,Pakistan,West Indies,True,157
58,Mohammad Rizwan,HR Walsh,Babar Azam,1,0,1,77,,35,25,1,1,9,-,0,,,,field,West Indies,1,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,Pakistan,West Indies,True,157
59,Babar Azam,HR Walsh,Mohammad Rizwan,0,0,0,77,,17,17,1,2,9,-,0,,,,field,West Indies,1,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,Pakistan,West Indies,True,157
60,Babar Azam,HR Walsh,Mohammad Rizwan,1,0,1,78,,18,18,1,3,9,-,0,,,,field,West Indies,1,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,Pakistan,West Indies,True,157
61,Mohammad Rizwan,HR Walsh,Babar Azam,1,0,1,79,,36,26,1,4,9,-,0,,,,field,West Indies,1,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,Pakistan,West Indies,True,157
62,Babar Azam,HR Walsh,Mohammad Rizwan,6,0,6,85,,24,19,1,5,9,-,0,,,,field,West Indies,1,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,Pakistan,West Indies,True,157
63,Babar Azam,HR Walsh,Mohammad Rizwan,0,0,0,85,,24,20,1,6,9,-,0,,,,field,West Indies,1,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,Pakistan,West Indies,True,157
64,Mohammad Rizwan,AJ Hosein,Babar Azam,0,0,0,85,,36,27,1,1,10,-,0,,,,field,West Indies,1,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,Pakistan,West Indies,True,157
65,Mohammad Rizwan,AJ Hosein,Babar Azam,1,0,1,86,,37,28,1,2,10,-,0,,,,field,West Indies,1,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,Pakistan,West Indies,True,157
66,Babar Azam,AJ Hosein,Mohammad Rizwan,0,0,0,86,,24,21,1,3,10,-,0,,,,field,West Indies,1,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,Pakistan,West Indies,True,157
67,Babar Azam,AJ Hosein,Mohammad Rizwan,1,0,1,87,,25,22,1,4,10,-,0,,,,field,West Indies,1,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,Pakistan,West Indies,True,157
68,Mohammad Rizwan,AJ Hosein,Babar Azam,1,0,1,88,,38,29,1,5,10,-,0,,,,field,West Indies,1,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,Pakistan,West Indies,True,157
69,Babar Azam,AJ Hosein,Mohammad Rizwan,1,0,1,89,,26,23,1,6,10,-,0,,,,field,West Indies,1,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,Pakistan,West Indies,True,157
70,Babar Azam,DJ Bravo,Mohammad Rizwan,1,0,1,90,,27,24,1,1,11,-,0,,,,field,West Indies,1,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,Pakistan,West Indies,True,157
71,Mohammad Rizwan,DJ Bravo,Babar Azam,1,0,1,91,,39,30,1,2,11,-,0,,,,field,West Indies,1,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,Pakistan,West Indies,True,157
72,Babar Azam,DJ Bravo,Mohammad Rizwan,1,0,1,92,,28,25,1,3,11,-,0,,,,field,West Indies,1,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,Pakistan,West Indies,True,157
73,Mohammad Rizwan,DJ Bravo,Babar Azam,1,0,1,93,,40,31,1,4,11,-,0,,,,field,West Indies,1,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,Pakistan,West Indies,True,157
74,Babar Azam,DJ Bravo,Mohammad Rizwan,0,0,0,93,,28,26,1,5,11,-,0,,,,field,West Indies,1,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,Pakistan,West Indies,True,157
75,Babar Azam,DJ Bravo,Mohammad Rizwan,1,0,1,94,,29,27,1,6,11,-,0,,,,field,West Indies,1,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,Pakistan,West Indies,True,157
76,Babar Azam,HR Walsh,Mohammad Rizwan,1,0,1,95,,30,28,1,1,12,-,0,,,,field,West Indies,1,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,Pakistan,West Indies,True,157
77,Mohammad Rizwan,HR Walsh,Babar Azam,0,0,0,95,,40,32,1,2,12,-,0,,,,field,West Indies,1,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,Pakistan,West Indies,True,157
78,Mohammad Rizwan,HR Walsh,Babar Azam,1,0,1,96,,41,33,1,3,12,-,0,,,,field,West Indies,1,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,Pakistan,West Indies,True,157
79,Babar Azam,HR Walsh,Mohammad Rizwan,1,0,1,97,,31,29,1,4,12,-,0,,,,field,West Indies,1,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,Pakistan,West Indies,True,157
80,Mohammad Rizwan,HR Walsh,Babar Azam,1,0,1,98,,42,34,1,5,12,-,0,,,,field,West Indies,1,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,Pakistan,West Indies,True,157
81,Babar Azam,HR Walsh,Mohammad Rizwan,4,0,4,102,,35,30,1,6,12,-,0,,,,field,West Indies,1,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,Pakistan,West Indies,True,157
82,Mohammad Rizwan,R Shepherd,Babar Azam,1,0,1,103,,43,35,1,1,13,-,0,,,,field,West Indies,1,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,Pakistan,West Indies,True,157
83,Babar Azam,R Shepherd,Mohammad Rizwan,1,0,1,104,,36,31,1,2,13,-,0,,,,field,West Indies,1,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,Pakistan,West Indies,True,157
84,Mohammad Rizwan,R Shepherd,Babar Azam,2,0,2,106,,45,36,1,3,13,-,0,,,,field,West Indies,1,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,Pakistan,West Indies,True,157
85,Mohammad Rizwan,R Shepherd,Babar Azam,1,0,1,107,,46,37,1,4,13,-,0,,,,field,West Indies,1,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,Pakistan,West Indies,True,157
86,Babar Azam,R Shepherd,Mohammad Rizwan,4,0,4,111,,40,32,1,5,13,-,0,,,,field,West Indies,1,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,Pakistan,West Indies,True,157
87,Babar Azam,R Shepherd,Mohammad Rizwan,1,0,1,112,,41,33,1,6,13,-,0,,,,field,West Indies,1,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,Pakistan,West Indies,True,157
88,Babar Azam,HR Walsh,Mohammad Rizwan,0,0,0,112,,41,34,1,1,14,-,0,,,,field,West Indies,1,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,Pakistan,West Indies,True,157
89,Babar Azam,HR Walsh,Mohammad Rizwan,1,0,1,113,,42,35,2,2,14,-,run out,Mohammad Rizwan,E Lewis;HR Walsh,,field,West Indies,1,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,Pakistan,West Indies,True,157
90,Babar Azam,HR Walsh,Fakhar Zaman,1,0,1,114,,43,36,2,3,14,-,0,,,,field,West Indies,1,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,Pakistan,West Indies,True,157
91,Fakhar Zaman,HR Walsh,Babar Azam,1,0,1,115,,1,1,2,4,14,-,0,,,,field,West Indies,1,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,Pakistan,West Indies,True,157
92,Babar Azam,HR Walsh,Fakhar Zaman,1,0,1,116,,44,37,2,5,14,-,0,,,,field,West Indies,1,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,Pakistan,West Indies,True,157
93,Fakhar Zaman,HR Walsh,Babar Azam,0,1,1,117,,1,2,2,6,14,legbyes,0,,,,field,West Indies,1,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,Pakistan,West Indies,True,157
94,Fakhar Zaman,R Shepherd,Babar Azam,0,1,1,118,,1,3,2,1,15,wides,0,,,,field,West Indies,1,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,Pakistan,West Indies,True,157
95,Fakhar Zaman,R Shepherd,Babar Azam,0,0,0,118,,1,4,2,2,15,-,0,,,,field,West Indies,1,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,Pakistan,West Indies,True,157
96,Fakhar Zaman,R Shepherd,Babar Azam,4,0,4,122,,5,5,2,3,15,-,0,,,,field,West Indies,1,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,Pakistan,West Indies,True,157
97,Fakhar Zaman,R Shepherd,Babar Azam,1,0,1,123,,6,6,2,4,15,-,0,,,,field,West Indies,1,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,Pakistan,West Indies,True,157
98,Babar Azam,R Shepherd,Fakhar Zaman,6,0,6,129,,50,38,2,5,15,-,0,,,,field,West Indies,1,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,Pakistan,West Indies,True,157
99,Babar Azam,R Shepherd,Fakhar Zaman,1,0,1,130,,51,39,2,6,15,-,0,,,,field,West Indies,1,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,Pakistan,West Indies,True,157
100,Fakhar Zaman,R Shepherd,Babar Azam,4,0,4,134,,10,7,2,7,15,-,0,,,,field,West Indies,1,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,Pakistan,West Indies,True,157
101,Babar Azam,JO Holder,Fakhar Zaman,0,0,0,134,,51,40,3,1,16,-,caught,Babar Azam,N Pooran,"{'by': 'West Indies', 'umpire': 'PA Gustard', 'batter': 'Babar Azam', 'decision': 'upheld'}",field,West Indies,1,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,Pakistan,West Indies,True,157
102,Mohammad Hafeez,JO Holder,Fakhar Zaman,1,0,1,135,,1,1,3,2,16,-,0,,,,field,West Indies,1,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,Pakistan,West Indies,True,157
103,Fakhar Zaman,JO Holder,Mohammad Hafeez,1,0,1,136,,11,8,3,3,16,-,0,,,,field,West Indies,1,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,Pakistan,West Indies,True,157
104,Mohammad Hafeez,JO Holder,Fakhar Zaman,1,0,1,137,,2,2,3,4,16,-,0,,,,field,West Indies,1,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,Pakistan,West Indies,True,157
105,Fakhar Zaman,JO Holder,Mohammad Hafeez,1,0,1,138,,12,9,3,5,16,-,0,,,,field,West Indies,1,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,Pakistan,West Indies,True,157
106,Mohammad Hafeez,JO Holder,Fakhar Zaman,1,0,1,139,,3,3,3,6,16,-,0,,,,field,West Indies,1,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,Pakistan,West Indies,True,157
107,Mohammad Hafeez,DJ Bravo,Fakhar Zaman,2,0,2,141,,5,4,3,1,17,-,0,,,,field,West Indies,1,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,Pakistan,West Indies,True,157
108,Mohammad Hafeez,DJ Bravo,Fakhar Zaman,1,0,1,142,,6,5,3,2,17,-,0,,,,field,West Indies,1,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,Pakistan,West Indies,True,157
109,Fakhar Zaman,DJ Bravo,Mohammad Hafeez,2,0,2,144,,14,10,3,3,17,-,0,,,,field,West Indies,1,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,Pakistan,West Indies,True,157
110,Fakhar Zaman,DJ Bravo,Mohammad Hafeez,1,0,1,145,,15,11,3,4,17,-,0,,,,field,West Indies,1,"Providence Stadium, Guyana",2021,07,Pakistan_West Indies_2021-07-31,Pakistan,Pakistan,West Indies,True,157
