,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,wicket_type,player_out,fielder,review,extra_type,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,final_team_total
100,Mahedi Hasan,Fazalhaq Farooqi,Mosaddek Hossain,1,0,1,102,45,2,2,6,4,16,0,,,,-,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
101,Mosaddek Hossain,Fazalhaq Farooqi,Mahedi Hasan,1,0,1,103,44,37,22,6,5,16,0,,,,-,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
102,Mahedi Hasan,Fazalhaq Farooqi,Mosaddek Hossain,0,0,0,103,44,2,3,6,6,16,0,,,,-,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
103,Mosaddek Hossain,Naveen-ul-Haq,Mahedi Hasan,1,0,1,104,43,38,23,6,1,17,0,,,,-,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
104,Mahedi Hasan,Naveen-ul-Haq,Mosaddek Hossain,0,0,0,104,43,2,4,6,2,17,0,,,,-,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
105,Mahedi Hasan,Naveen-ul-Haq,Mosaddek Hossain,0,1,1,105,42,2,5,6,3,17,0,,,,wides,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
106,Mahedi Hasan,Naveen-ul-Haq,Mosaddek Hossain,1,0,1,106,41,3,6,6,4,17,0,,,,-,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
107,Mosaddek Hossain,Naveen-ul-Haq,Mahedi Hasan,4,0,4,110,37,42,24,6,5,17,0,,,,-,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
108,Mosaddek Hossain,Naveen-ul-Haq,Mahedi Hasan,1,0,1,111,36,43,25,6,6,17,0,,,,-,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
109,Mahedi Hasan,Naveen-ul-Haq,Mosaddek Hossain,0,0,0,111,36,3,7,6,7,17,0,,,,-,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
110,Mosaddek Hossain,Fazalhaq Farooqi,Mahedi Hasan,1,0,1,112,35,44,26,6,1,18,0,,,,-,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
111,Mahedi Hasan,Fazalhaq Farooqi,Mosaddek Hossain,1,0,1,113,34,4,8,6,2,18,0,,,,-,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
112,Mosaddek Hossain,Fazalhaq Farooqi,Mahedi Hasan,1,0,1,114,33,45,27,6,3,18,0,,,,-,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
113,Mahedi Hasan,Fazalhaq Farooqi,Mosaddek Hossain,1,0,1,115,32,5,9,6,4,18,0,,,,-,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
114,Mosaddek Hossain,Fazalhaq Farooqi,Mahedi Hasan,1,0,1,116,31,46,28,6,5,18,0,,,,-,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
115,Mahedi Hasan,Fazalhaq Farooqi,Mosaddek Hossain,4,0,4,120,27,9,10,6,6,18,0,,,,-,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
116,Mosaddek Hossain,Azmatullah Omarzai,Mahedi Hasan,1,0,1,121,26,47,29,6,1,19,0,,,,-,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
117,Mahedi Hasan,Azmatullah Omarzai,Mosaddek Hossain,1,0,1,122,25,10,11,6,2,19,0,,,,-,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
118,Mosaddek Hossain,Azmatullah Omarzai,Mahedi Hasan,1,0,1,123,24,48,30,6,3,19,0,,,,-,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
119,Mahedi Hasan,Azmatullah Omarzai,Mosaddek Hossain,4,0,4,127,20,14,12,6,4,19,0,,,,-,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
120,Mahedi Hasan,Azmatullah Omarzai,Mosaddek Hossain,0,0,0,127,20,14,13,7,5,19,run out,Mahedi Hasan,Rahmanullah Gurbaz;Azmatullah Omarzai,,-,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
121,Mosaddek Hossain,Azmatullah Omarzai,Mohammad Saifuddin,0,0,0,127,20,48,31,7,6,19,0,,,,-,bat,Bangladesh,1,Sharjah Cricket Stadium,2022,08,Bangladesh_Afghanistan_2022-08-30,Afghanistan,Bangladesh,Afghanistan,127
