,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,over,extra_type,wicket_type,player_out,fielder,review,toss_decision,toss_winner,innings,venue,date,winning_team,batting_team,bowling_team
13,Soumya Sarkar,D Paterson,Imrul Kayes,0,0,0,20,9,6,1,3,-,0,,,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
14,Soumya Sarkar,D Paterson,Imrul Kayes,4,0,4,24,13,7,2,3,-,0,,,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
15,Soumya Sarkar,D Paterson,Imrul Kayes,2,0,2,26,15,8,3,3,-,0,,,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
16,Soumya Sarkar,D Paterson,Imrul Kayes,0,0,0,26,15,9,4,3,-,0,,,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
17,Soumya Sarkar,D Paterson,Imrul Kayes,4,0,4,30,19,10,5,3,-,0,,,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
18,Soumya Sarkar,D Paterson,Imrul Kayes,0,2,2,32,19,11,6,3,wides,0,,,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
19,Imrul Kayes,D Paterson,Soumya Sarkar,1,0,1,33,9,9,7,3,-,0,,,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
20,Imrul Kayes,BE Hendricks,Soumya Sarkar,1,0,1,34,10,10,1,4,-,0,,,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
21,Soumya Sarkar,BE Hendricks,Imrul Kayes,4,0,4,38,23,12,2,4,-,0,,,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
22,Soumya Sarkar,BE Hendricks,Imrul Kayes,4,0,4,42,27,13,3,4,-,0,,,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
23,Soumya Sarkar,BE Hendricks,Imrul Kayes,1,0,1,43,28,14,4,4,-,0,,,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
24,Imrul Kayes,BE Hendricks,Soumya Sarkar,0,0,0,43,10,11,5,4,-,caught,Imrul Kayes,DA Miller,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
25,Shakib Al Hasan,BE Hendricks,Soumya Sarkar,0,0,0,43,0,1,6,4,-,0,,,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
26,Soumya Sarkar,R Frylinck,Shakib Al Hasan,0,0,0,43,28,15,1,5,-,0,,,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
27,Soumya Sarkar,R Frylinck,Shakib Al Hasan,0,0,0,43,28,16,2,5,-,0,,,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
28,Soumya Sarkar,R Frylinck,Shakib Al Hasan,0,0,0,43,28,17,3,5,-,0,,,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
29,Soumya Sarkar,R Frylinck,Shakib Al Hasan,4,0,4,47,32,18,4,5,-,0,,,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
30,Soumya Sarkar,R Frylinck,Shakib Al Hasan,1,0,1,48,33,19,5,5,-,0,,,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
31,Shakib Al Hasan,R Frylinck,Soumya Sarkar,4,0,4,52,4,2,6,5,-,0,,,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
32,Soumya Sarkar,AL Phehlukwayo,Shakib Al Hasan,0,0,0,52,33,20,1,6,-,0,,,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
33,Soumya Sarkar,AL Phehlukwayo,Shakib Al Hasan,0,0,0,52,33,21,2,6,-,0,,,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
34,Soumya Sarkar,AL Phehlukwayo,Shakib Al Hasan,1,0,1,53,34,22,3,6,-,0,,,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
35,Shakib Al Hasan,AL Phehlukwayo,Soumya Sarkar,1,0,1,54,5,3,4,6,-,0,,,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
36,Soumya Sarkar,AL Phehlukwayo,Shakib Al Hasan,1,0,1,55,35,23,5,6,-,0,,,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
37,Shakib Al Hasan,AL Phehlukwayo,Soumya Sarkar,0,0,0,55,5,4,6,6,-,0,,,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
38,Soumya Sarkar,R Frylinck,Shakib Al Hasan,0,0,0,55,35,24,1,7,-,0,,,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
39,Soumya Sarkar,R Frylinck,Shakib Al Hasan,1,0,1,56,36,25,2,7,-,0,,,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
40,Shakib Al Hasan,R Frylinck,Soumya Sarkar,4,0,4,60,9,5,3,7,-,0,,,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
41,Shakib Al Hasan,R Frylinck,Soumya Sarkar,4,0,4,64,13,6,4,7,-,0,,,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
42,Shakib Al Hasan,R Frylinck,Soumya Sarkar,0,0,0,64,13,7,5,7,-,0,,,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
43,Shakib Al Hasan,R Frylinck,Soumya Sarkar,0,0,0,64,13,8,6,7,-,caught,Shakib Al Hasan,AB de Villiers,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
44,Mushfiqur Rahim,JP Duminy,Soumya Sarkar,1,0,1,65,1,1,1,8,-,0,,,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
45,Soumya Sarkar,JP Duminy,Mushfiqur Rahim,2,0,2,67,38,26,2,8,-,0,,,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
46,Soumya Sarkar,JP Duminy,Mushfiqur Rahim,0,0,0,67,38,27,3,8,-,0,,,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
47,Soumya Sarkar,JP Duminy,Mushfiqur Rahim,0,5,5,72,38,28,4,8,wides,0,,,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
48,Soumya Sarkar,JP Duminy,Mushfiqur Rahim,1,0,1,73,39,29,5,8,-,0,,,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
49,Mushfiqur Rahim,JP Duminy,Soumya Sarkar,0,0,0,73,1,2,6,8,-,0,,,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
50,Mushfiqur Rahim,JP Duminy,Soumya Sarkar,6,0,6,79,7,3,7,8,-,0,,,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
51,Soumya Sarkar,AM Phangiso,Mushfiqur Rahim,0,0,0,79,39,30,1,9,-,0,,,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
52,Soumya Sarkar,AM Phangiso,Mushfiqur Rahim,1,0,1,80,40,31,2,9,-,0,,,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
53,Mushfiqur Rahim,AM Phangiso,Soumya Sarkar,1,0,1,81,8,4,3,9,-,0,,,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
54,Soumya Sarkar,AM Phangiso,Mushfiqur Rahim,6,0,6,87,46,32,4,9,-,0,,,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
55,Soumya Sarkar,AM Phangiso,Mushfiqur Rahim,1,0,1,88,47,33,5,9,-,0,,,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
56,Mushfiqur Rahim,AM Phangiso,Soumya Sarkar,4,0,4,92,12,5,6,9,-,0,,,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
57,Soumya Sarkar,AL Phehlukwayo,Mushfiqur Rahim,0,0,0,92,47,34,1,10,-,lbw,Soumya Sarkar,,"{'by': 'South Africa', 'umpire': 'AT Holdstock', 'batter': 'Soumya Sarkar', 'decision': 'upheld'}",bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
58,Sabbir Rahman,AL Phehlukwayo,Mushfiqur Rahim,0,0,0,92,0,1,2,10,-,0,,,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
59,Sabbir Rahman,AL Phehlukwayo,Mushfiqur Rahim,0,1,1,93,0,2,3,10,wides,0,,,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
60,Sabbir Rahman,AL Phehlukwayo,Mushfiqur Rahim,1,0,1,94,1,3,4,10,-,0,,,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
61,Mushfiqur Rahim,AL Phehlukwayo,Sabbir Rahman,1,0,1,95,13,6,5,10,-,0,,,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
62,Sabbir Rahman,AL Phehlukwayo,Mushfiqur Rahim,0,0,0,95,1,4,6,10,-,0,,,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
63,Sabbir Rahman,AL Phehlukwayo,Mushfiqur Rahim,0,1,1,96,1,5,7,10,wides,0,,,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
64,Sabbir Rahman,AL Phehlukwayo,Mushfiqur Rahim,1,0,1,97,2,6,8,10,-,0,,,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
65,Sabbir Rahman,AM Phangiso,Mushfiqur Rahim,0,0,0,97,2,7,1,11,-,0,,,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
66,Sabbir Rahman,AM Phangiso,Mushfiqur Rahim,1,0,1,98,3,8,2,11,-,0,,,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
67,Mushfiqur Rahim,AM Phangiso,Sabbir Rahman,0,0,0,98,13,7,3,11,-,0,,,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
68,Mushfiqur Rahim,AM Phangiso,Sabbir Rahman,0,0,0,98,13,8,4,11,-,caught,Mushfiqur Rahim,AB de Villiers,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
69,Mahmudullah,AM Phangiso,Sabbir Rahman,2,0,2,100,2,1,5,11,-,0,,,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
70,Mahmudullah,AM Phangiso,Sabbir Rahman,1,0,1,101,3,2,6,11,-,0,,,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
71,Mahmudullah,AL Phehlukwayo,Sabbir Rahman,0,0,0,101,3,3,1,12,-,0,,,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
72,Mahmudullah,AL Phehlukwayo,Sabbir Rahman,0,0,0,101,3,4,2,12,-,caught,Mahmudullah,HM Amla,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
73,Sabbir Rahman,AL Phehlukwayo,Mohammad Saifuddin,1,0,1,102,4,9,3,12,-,0,,,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
74,Mohammad Saifuddin,AL Phehlukwayo,Sabbir Rahman,1,0,1,103,1,1,4,12,-,0,,,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
75,Sabbir Rahman,AL Phehlukwayo,Mohammad Saifuddin,1,0,1,104,5,10,5,12,-,0,,,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
76,Mohammad Saifuddin,AL Phehlukwayo,Sabbir Rahman,1,0,1,105,2,2,6,12,-,0,,,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
77,Mohammad Saifuddin,AM Phangiso,Sabbir Rahman,2,0,2,107,4,3,1,13,-,0,,,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
78,Mohammad Saifuddin,AM Phangiso,Sabbir Rahman,1,0,1,108,5,4,2,13,-,0,,,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
79,Sabbir Rahman,AM Phangiso,Mohammad Saifuddin,6,0,6,114,11,11,3,13,-,0,,,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
80,Sabbir Rahman,AM Phangiso,Mohammad Saifuddin,1,0,1,115,12,12,4,13,-,0,,,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
81,Mohammad Saifuddin,AM Phangiso,Sabbir Rahman,0,1,1,116,5,5,5,13,wides,0,,,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
82,Mohammad Saifuddin,AM Phangiso,Sabbir Rahman,1,0,1,117,6,6,6,13,-,0,,,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
83,Sabbir Rahman,AM Phangiso,Mohammad Saifuddin,1,0,1,118,13,13,7,13,-,0,,,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
84,Sabbir Rahman,BE Hendricks,Mohammad Saifuddin,0,0,0,118,13,14,1,14,-,0,,,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
85,Sabbir Rahman,BE Hendricks,Mohammad Saifuddin,0,0,0,118,13,15,2,14,-,0,,,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
86,Sabbir Rahman,BE Hendricks,Mohammad Saifuddin,6,0,6,124,19,16,3,14,-,0,,,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
87,Sabbir Rahman,BE Hendricks,Mohammad Saifuddin,0,0,0,124,19,17,4,14,-,0,,,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
88,Sabbir Rahman,BE Hendricks,Mohammad Saifuddin,0,0,0,124,19,18,5,14,-,caught,Sabbir Rahman,AL Phehlukwayo,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
89,Mehedi Hasan Miraz,BE Hendricks,Mohammad Saifuddin,1,0,1,125,1,1,6,14,-,0,,,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
90,Mehedi Hasan Miraz,R Frylinck,Mohammad Saifuddin,4,0,4,129,5,2,1,15,-,0,,,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
91,Mehedi Hasan Miraz,R Frylinck,Mohammad Saifuddin,0,0,0,129,5,3,2,15,-,0,,,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
92,Mehedi Hasan Miraz,R Frylinck,Mohammad Saifuddin,1,0,1,130,6,4,3,15,-,0,,,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
93,Mohammad Saifuddin,R Frylinck,Mehedi Hasan Miraz,1,0,1,131,7,7,4,15,-,0,,,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
94,Mehedi Hasan Miraz,R Frylinck,Mohammad Saifuddin,1,0,1,132,7,5,5,15,-,0,,,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
95,Mohammad Saifuddin,R Frylinck,Mehedi Hasan Miraz,1,0,1,133,8,8,6,15,-,0,,,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
96,Mohammad Saifuddin,AL Phehlukwayo,Mehedi Hasan Miraz,1,0,1,134,9,9,1,16,-,0,,,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
97,Mehedi Hasan Miraz,AL Phehlukwayo,Mohammad Saifuddin,1,0,1,135,8,6,2,16,-,0,,,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
98,Mohammad Saifuddin,AL Phehlukwayo,Mehedi Hasan Miraz,4,0,4,139,13,10,3,16,-,0,,,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
99,Mohammad Saifuddin,AL Phehlukwayo,Mehedi Hasan Miraz,0,0,0,139,13,11,4,16,-,0,,,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
100,Mohammad Saifuddin,AL Phehlukwayo,Mehedi Hasan Miraz,1,0,1,140,14,12,5,16,-,0,,,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
101,Mehedi Hasan Miraz,AL Phehlukwayo,Mohammad Saifuddin,6,0,6,146,14,7,6,16,-,0,,,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
102,Mohammad Saifuddin,D Paterson,Mehedi Hasan Miraz,1,0,1,147,15,13,1,17,-,0,,,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
103,Mehedi Hasan Miraz,D Paterson,Mohammad Saifuddin,0,0,0,147,14,8,2,17,-,bowled,Mehedi Hasan Miraz,,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
104,Taskin Ahmed,D Paterson,Mohammad Saifuddin,0,0,0,147,0,1,3,17,-,lbw,Taskin Ahmed,,"{'by': 'South Africa', 'umpire': 'S George', 'batter': 'Taskin Ahmed', 'decision': 'upheld'}",bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
105,Shafiul Islam,D Paterson,Mohammad Saifuddin,1,0,1,148,1,1,4,17,-,0,,,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
106,Mohammad Saifuddin,D Paterson,Shafiul Islam,1,0,1,149,16,14,5,17,-,0,,,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
107,Shafiul Islam,D Paterson,Mohammad Saifuddin,0,0,0,149,1,2,6,17,-,0,,,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
108,Mohammad Saifuddin,R Frylinck,Shafiul Islam,1,0,1,150,17,15,1,18,-,0,,,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
109,Shafiul Islam,R Frylinck,Mohammad Saifuddin,0,0,0,150,1,3,2,18,-,caught,Shafiul Islam,DA Miller,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
110,Mohammad Saifuddin,R Frylinck,Rubel Hossain,4,0,4,154,21,16,3,18,-,0,,,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
111,Mohammad Saifuddin,R Frylinck,Rubel Hossain,0,0,0,154,21,17,4,18,-,0,,,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
112,Mohammad Saifuddin,R Frylinck,Rubel Hossain,0,1,1,155,21,18,5,18,wides,0,,,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
113,Mohammad Saifuddin,R Frylinck,Rubel Hossain,1,0,1,156,22,19,6,18,-,0,,,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
114,Rubel Hossain,R Frylinck,Mohammad Saifuddin,0,0,0,156,0,1,7,18,-,0,,,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
115,Mohammad Saifuddin,D Paterson,Rubel Hossain,0,0,0,156,22,20,1,19,-,0,,,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
116,Mohammad Saifuddin,D Paterson,Rubel Hossain,2,0,2,158,24,21,2,19,-,0,,,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
117,Mohammad Saifuddin,D Paterson,Rubel Hossain,0,0,0,158,24,22,3,19,-,0,,,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
118,Mohammad Saifuddin,D Paterson,Rubel Hossain,2,0,2,160,26,23,4,19,-,0,,,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
119,Mohammad Saifuddin,D Paterson,Rubel Hossain,0,0,0,160,26,24,5,19,-,0,,,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
120,Mohammad Saifuddin,D Paterson,Rubel Hossain,0,0,0,160,26,25,6,19,-,0,,,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
121,Rubel Hossain,BE Hendricks,Mohammad Saifuddin,1,0,1,161,1,2,1,20,-,0,,,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
122,Mohammad Saifuddin,BE Hendricks,Rubel Hossain,6,0,6,167,32,26,2,20,-,0,,,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
123,Mohammad Saifuddin,BE Hendricks,Rubel Hossain,1,0,1,168,33,27,3,20,-,0,,,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
124,Rubel Hossain,BE Hendricks,Mohammad Saifuddin,1,0,1,169,2,3,4,20,-,0,,,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
125,Mohammad Saifuddin,BE Hendricks,Rubel Hossain,4,0,4,173,37,28,5,20,-,0,,,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
126,Mohammad Saifuddin,BE Hendricks,Rubel Hossain,2,0,2,175,39,29,6,20,-,0,,,,bat,South Africa,2,Mangaung Oval,2017-10-26,South Africa,Bangladesh,South Africa
