,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,wicket_type,player_out,fielder,over,extra_type,toss_decision,toss_winner,innings,venue,date,batting_team,bowling_team
55,SF Mire,JD Wildermuth,PJ Moor,1,0,1,59,20,21,1,0,,,10,-,bat,Zimbabwe,1,Harare Sports Club,2018-07-06,Zimbabwe,Australia
56,PJ Moor,JD Wildermuth,SF Mire,3,0,3,62,12,12,2,0,,,10,-,bat,Zimbabwe,1,Harare Sports Club,2018-07-06,Zimbabwe,Australia
57,SF Mire,JD Wildermuth,PJ Moor,1,0,1,63,21,22,3,0,,,10,-,bat,Zimbabwe,1,Harare Sports Club,2018-07-06,Zimbabwe,Australia
58,PJ Moor,JD Wildermuth,SF Mire,0,0,0,63,12,13,4,0,,,10,-,bat,Zimbabwe,1,Harare Sports Club,2018-07-06,Zimbabwe,Australia
59,PJ Moor,JD Wildermuth,SF Mire,1,0,1,64,13,14,5,0,,,10,-,bat,Zimbabwe,1,Harare Sports Club,2018-07-06,Zimbabwe,Australia
60,SF Mire,JD Wildermuth,PJ Moor,1,0,1,65,22,23,6,0,,,10,-,bat,Zimbabwe,1,Harare Sports Club,2018-07-06,Zimbabwe,Australia
61,SF Mire,MP Stoinis,PJ Moor,1,0,1,66,23,24,1,0,,,11,-,bat,Zimbabwe,1,Harare Sports Club,2018-07-06,Zimbabwe,Australia
62,PJ Moor,MP Stoinis,SF Mire,0,0,0,66,13,15,2,0,,,11,-,bat,Zimbabwe,1,Harare Sports Club,2018-07-06,Zimbabwe,Australia
63,PJ Moor,MP Stoinis,SF Mire,0,0,0,66,13,16,3,0,,,11,-,bat,Zimbabwe,1,Harare Sports Club,2018-07-06,Zimbabwe,Australia
64,PJ Moor,MP Stoinis,SF Mire,0,0,0,66,13,17,4,0,,,11,-,bat,Zimbabwe,1,Harare Sports Club,2018-07-06,Zimbabwe,Australia
65,PJ Moor,MP Stoinis,SF Mire,0,1,1,67,13,18,5,0,,,11,wides,bat,Zimbabwe,1,Harare Sports Club,2018-07-06,Zimbabwe,Australia
66,PJ Moor,MP Stoinis,SF Mire,1,0,1,68,14,19,6,0,,,11,-,bat,Zimbabwe,1,Harare Sports Club,2018-07-06,Zimbabwe,Australia
67,SF Mire,MP Stoinis,PJ Moor,1,0,1,69,24,25,7,0,,,11,-,bat,Zimbabwe,1,Harare Sports Club,2018-07-06,Zimbabwe,Australia
68,SF Mire,B Stanlake,PJ Moor,0,0,0,69,24,26,1,0,,,12,-,bat,Zimbabwe,1,Harare Sports Club,2018-07-06,Zimbabwe,Australia
69,SF Mire,B Stanlake,PJ Moor,0,0,0,69,24,27,2,0,,,12,-,bat,Zimbabwe,1,Harare Sports Club,2018-07-06,Zimbabwe,Australia
70,SF Mire,B Stanlake,PJ Moor,0,0,0,69,24,28,3,0,,,12,-,bat,Zimbabwe,1,Harare Sports Club,2018-07-06,Zimbabwe,Australia
71,SF Mire,B Stanlake,PJ Moor,1,0,1,70,25,29,4,0,,,12,-,bat,Zimbabwe,1,Harare Sports Club,2018-07-06,Zimbabwe,Australia
72,PJ Moor,B Stanlake,SF Mire,0,0,0,70,14,20,5,0,,,12,-,bat,Zimbabwe,1,Harare Sports Club,2018-07-06,Zimbabwe,Australia
73,PJ Moor,B Stanlake,SF Mire,0,0,0,70,14,21,6,0,,,12,-,bat,Zimbabwe,1,Harare Sports Club,2018-07-06,Zimbabwe,Australia
74,SF Mire,AJ Tye,PJ Moor,2,0,2,72,27,30,1,0,,,13,-,bat,Zimbabwe,1,Harare Sports Club,2018-07-06,Zimbabwe,Australia
75,SF Mire,AJ Tye,PJ Moor,0,1,1,73,27,31,2,0,,,13,wides,bat,Zimbabwe,1,Harare Sports Club,2018-07-06,Zimbabwe,Australia
76,SF Mire,AJ Tye,PJ Moor,2,0,2,75,29,32,3,0,,,13,-,bat,Zimbabwe,1,Harare Sports Club,2018-07-06,Zimbabwe,Australia
77,SF Mire,AJ Tye,PJ Moor,0,0,0,75,29,33,4,0,,,13,-,bat,Zimbabwe,1,Harare Sports Club,2018-07-06,Zimbabwe,Australia
78,SF Mire,AJ Tye,PJ Moor,2,0,2,77,31,34,5,0,,,13,-,bat,Zimbabwe,1,Harare Sports Club,2018-07-06,Zimbabwe,Australia
79,SF Mire,AJ Tye,PJ Moor,2,0,2,79,33,35,6,0,,,13,-,bat,Zimbabwe,1,Harare Sports Club,2018-07-06,Zimbabwe,Australia
80,SF Mire,AJ Tye,PJ Moor,0,0,0,79,33,36,7,0,,,13,-,bat,Zimbabwe,1,Harare Sports Club,2018-07-06,Zimbabwe,Australia
81,PJ Moor,MP Stoinis,SF Mire,6,0,6,85,20,22,1,0,,,14,-,bat,Zimbabwe,1,Harare Sports Club,2018-07-06,Zimbabwe,Australia
82,PJ Moor,MP Stoinis,SF Mire,4,0,4,89,24,23,2,0,,,14,-,bat,Zimbabwe,1,Harare Sports Club,2018-07-06,Zimbabwe,Australia
83,PJ Moor,MP Stoinis,SF Mire,4,0,4,93,28,24,3,0,,,14,-,bat,Zimbabwe,1,Harare Sports Club,2018-07-06,Zimbabwe,Australia
84,PJ Moor,MP Stoinis,SF Mire,1,0,1,94,29,25,4,0,,,14,-,bat,Zimbabwe,1,Harare Sports Club,2018-07-06,Zimbabwe,Australia
85,SF Mire,MP Stoinis,PJ Moor,4,0,4,98,37,37,5,0,,,14,-,bat,Zimbabwe,1,Harare Sports Club,2018-07-06,Zimbabwe,Australia
86,SF Mire,MP Stoinis,PJ Moor,0,0,0,98,37,38,6,0,,,14,-,bat,Zimbabwe,1,Harare Sports Club,2018-07-06,Zimbabwe,Australia
87,PJ Moor,AC Agar,SF Mire,1,0,1,99,30,26,1,0,,,15,-,bat,Zimbabwe,1,Harare Sports Club,2018-07-06,Zimbabwe,Australia
88,SF Mire,AC Agar,PJ Moor,0,0,0,99,37,39,2,0,,,15,-,bat,Zimbabwe,1,Harare Sports Club,2018-07-06,Zimbabwe,Australia
89,SF Mire,AC Agar,PJ Moor,1,0,1,100,38,40,3,0,,,15,-,bat,Zimbabwe,1,Harare Sports Club,2018-07-06,Zimbabwe,Australia
90,PJ Moor,AC Agar,SF Mire,0,1,1,101,30,27,4,0,,,15,legbyes,bat,Zimbabwe,1,Harare Sports Club,2018-07-06,Zimbabwe,Australia
91,SF Mire,AC Agar,PJ Moor,4,0,4,105,42,41,5,0,,,15,-,bat,Zimbabwe,1,Harare Sports Club,2018-07-06,Zimbabwe,Australia
92,SF Mire,AC Agar,PJ Moor,6,0,6,111,48,42,6,0,,,15,-,bat,Zimbabwe,1,Harare Sports Club,2018-07-06,Zimbabwe,Australia
93,PJ Moor,JA Richardson,SF Mire,0,0,0,111,30,28,1,0,,,16,-,bat,Zimbabwe,1,Harare Sports Club,2018-07-06,Zimbabwe,Australia
94,PJ Moor,JA Richardson,SF Mire,0,1,1,112,30,29,2,0,,,16,wides,bat,Zimbabwe,1,Harare Sports Club,2018-07-06,Zimbabwe,Australia
95,PJ Moor,JA Richardson,SF Mire,0,0,0,112,30,30,3,0,,,16,-,bat,Zimbabwe,1,Harare Sports Club,2018-07-06,Zimbabwe,Australia
96,PJ Moor,JA Richardson,SF Mire,0,0,0,112,30,31,4,caught,PJ Moor,NJ Maddinson,16,-,bat,Zimbabwe,1,Harare Sports Club,2018-07-06,Zimbabwe,Australia
97,SF Mire,JA Richardson,E Chigumbura,0,0,0,112,48,43,5,0,,,16,-,bat,Zimbabwe,1,Harare Sports Club,2018-07-06,Zimbabwe,Australia
98,SF Mire,JA Richardson,E Chigumbura,1,0,1,113,49,44,6,0,,,16,-,bat,Zimbabwe,1,Harare Sports Club,2018-07-06,Zimbabwe,Australia
99,E Chigumbura,JA Richardson,SF Mire,1,0,1,114,1,1,7,0,,,16,-,bat,Zimbabwe,1,Harare Sports Club,2018-07-06,Zimbabwe,Australia
100,E Chigumbura,AJ Tye,SF Mire,1,0,1,115,2,2,1,0,,,17,-,bat,Zimbabwe,1,Harare Sports Club,2018-07-06,Zimbabwe,Australia
101,SF Mire,AJ Tye,E Chigumbura,1,0,1,116,50,45,2,0,,,17,-,bat,Zimbabwe,1,Harare Sports Club,2018-07-06,Zimbabwe,Australia
102,E Chigumbura,AJ Tye,SF Mire,0,0,0,116,2,3,3,0,,,17,-,bat,Zimbabwe,1,Harare Sports Club,2018-07-06,Zimbabwe,Australia
103,E Chigumbura,AJ Tye,SF Mire,0,0,0,116,2,4,4,caught,E Chigumbura,JA Richardson,17,-,bat,Zimbabwe,1,Harare Sports Club,2018-07-06,Zimbabwe,Australia
104,SF Mire,AJ Tye,MN Waller,4,0,4,120,54,46,5,0,,,17,-,bat,Zimbabwe,1,Harare Sports Club,2018-07-06,Zimbabwe,Australia
105,SF Mire,AJ Tye,MN Waller,6,0,6,126,60,47,6,0,,,17,-,bat,Zimbabwe,1,Harare Sports Club,2018-07-06,Zimbabwe,Australia
106,MN Waller,JA Richardson,SF Mire,1,0,1,127,1,1,1,0,,,18,-,bat,Zimbabwe,1,Harare Sports Club,2018-07-06,Zimbabwe,Australia
107,SF Mire,JA Richardson,MN Waller,0,0,0,127,60,48,2,0,,,18,-,bat,Zimbabwe,1,Harare Sports Club,2018-07-06,Zimbabwe,Australia
108,SF Mire,JA Richardson,MN Waller,1,0,1,128,61,49,3,0,,,18,-,bat,Zimbabwe,1,Harare Sports Club,2018-07-06,Zimbabwe,Australia
109,MN Waller,JA Richardson,SF Mire,6,0,6,134,7,2,4,0,,,18,-,bat,Zimbabwe,1,Harare Sports Club,2018-07-06,Zimbabwe,Australia
110,MN Waller,JA Richardson,SF Mire,4,0,4,138,11,3,5,0,,,18,-,bat,Zimbabwe,1,Harare Sports Club,2018-07-06,Zimbabwe,Australia
111,MN Waller,JA Richardson,SF Mire,1,0,1,139,12,4,6,0,,,18,-,bat,Zimbabwe,1,Harare Sports Club,2018-07-06,Zimbabwe,Australia
112,MN Waller,AJ Tye,SF Mire,1,0,1,140,13,5,1,0,,,19,-,bat,Zimbabwe,1,Harare Sports Club,2018-07-06,Zimbabwe,Australia
113,SF Mire,AJ Tye,MN Waller,1,0,1,141,62,50,2,0,,,19,-,bat,Zimbabwe,1,Harare Sports Club,2018-07-06,Zimbabwe,Australia
114,MN Waller,AJ Tye,SF Mire,0,0,0,141,13,6,3,caught,MN Waller,JA Richardson,19,-,bat,Zimbabwe,1,Harare Sports Club,2018-07-06,Zimbabwe,Australia
115,SF Mire,AJ Tye,DT Tiripano,0,0,0,141,62,51,4,0,,,19,-,bat,Zimbabwe,1,Harare Sports Club,2018-07-06,Zimbabwe,Australia
116,SF Mire,AJ Tye,DT Tiripano,1,0,1,142,63,52,5,run out,DT Tiripano,,19,-,bat,Zimbabwe,1,Harare Sports Club,2018-07-06,Zimbabwe,Australia
117,SF Mire,AJ Tye,B Mavuta,0,0,0,142,63,53,6,bowled,SF Mire,,19,-,bat,Zimbabwe,1,Harare Sports Club,2018-07-06,Zimbabwe,Australia
118,B Mavuta,JD Wildermuth,WP Masakadza,4,0,4,146,4,1,1,0,,,20,-,bat,Zimbabwe,1,Harare Sports Club,2018-07-06,Zimbabwe,Australia
119,B Mavuta,JD Wildermuth,WP Masakadza,1,0,1,147,5,2,2,0,,,20,-,bat,Zimbabwe,1,Harare Sports Club,2018-07-06,Zimbabwe,Australia
120,WP Masakadza,JD Wildermuth,B Mavuta,2,0,2,149,2,1,3,0,,,20,-,bat,Zimbabwe,1,Harare Sports Club,2018-07-06,Zimbabwe,Australia
121,WP Masakadza,JD Wildermuth,B Mavuta,1,0,1,150,3,2,4,0,,,20,-,bat,Zimbabwe,1,Harare Sports Club,2018-07-06,Zimbabwe,Australia
122,B Mavuta,JD Wildermuth,WP Masakadza,1,0,1,151,6,3,5,0,,,20,-,bat,Zimbabwe,1,Harare Sports Club,2018-07-06,Zimbabwe,Australia
123,WP Masakadza,JD Wildermuth,B Mavuta,0,0,0,151,3,3,6,caught,WP Masakadza,MP Stoinis,20,-,bat,Zimbabwe,1,Harare Sports Club,2018-07-06,Zimbabwe,Australia
