,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,over,wicket_type,player_out,fielder,extra_type,review,toss_decision,toss_winner,innings,venue,date,batting_team,bowling_team
70,AD Hales,Kuldeep Yadav,EJG Morgan,0,0,0,79,26,21,4,12,0,,,-,,field,England,2,Sophia Gardens,2018-07-06,England,India
71,AD Hales,Kuldeep Yadav,EJG Morgan,0,0,0,79,26,22,5,12,0,,,-,,field,England,2,Sophia Gardens,2018-07-06,England,India
72,AD Hales,Kuldeep Yadav,EJG Morgan,6,0,6,85,32,23,6,12,0,,,-,,field,England,2,Sophia Gardens,2018-07-06,England,India
73,EJG Morgan,YS Chahal,AD Hales,1,0,1,86,12,17,1,13,0,,,-,,field,England,2,Sophia Gardens,2018-07-06,England,India
74,AD Hales,YS Chahal,EJG Morgan,1,0,1,87,33,24,2,13,0,,,-,,field,England,2,Sophia Gardens,2018-07-06,England,India
75,EJG Morgan,YS Chahal,AD Hales,4,0,4,91,16,18,3,13,0,,,-,,field,England,2,Sophia Gardens,2018-07-06,England,India
76,EJG Morgan,YS Chahal,AD Hales,1,0,1,92,17,19,4,13,0,,,-,,field,England,2,Sophia Gardens,2018-07-06,England,India
77,AD Hales,YS Chahal,EJG Morgan,0,0,0,92,33,25,5,13,0,,,-,,field,England,2,Sophia Gardens,2018-07-06,England,India
78,AD Hales,YS Chahal,EJG Morgan,0,0,0,92,33,26,6,13,0,,,-,,field,England,2,Sophia Gardens,2018-07-06,England,India
79,EJG Morgan,HH Pandya,AD Hales,0,0,0,92,17,20,1,14,caught,EJG Morgan,S Dhawan,-,,field,England,2,Sophia Gardens,2018-07-06,England,India
80,JM Bairstow,HH Pandya,AD Hales,2,0,2,94,2,1,2,14,0,,,-,,field,England,2,Sophia Gardens,2018-07-06,England,India
81,JM Bairstow,HH Pandya,AD Hales,1,0,1,95,3,2,3,14,0,,,-,,field,England,2,Sophia Gardens,2018-07-06,England,India
82,AD Hales,HH Pandya,JM Bairstow,1,0,1,96,34,27,4,14,0,,,-,,field,England,2,Sophia Gardens,2018-07-06,England,India
83,JM Bairstow,HH Pandya,AD Hales,2,0,2,98,5,3,5,14,0,,,-,,field,England,2,Sophia Gardens,2018-07-06,England,India
84,JM Bairstow,HH Pandya,AD Hales,1,0,1,99,6,4,6,14,0,,,-,,field,England,2,Sophia Gardens,2018-07-06,England,India
85,JM Bairstow,Kuldeep Yadav,AD Hales,0,0,0,99,6,5,1,15,0,,,-,,field,England,2,Sophia Gardens,2018-07-06,England,India
86,JM Bairstow,Kuldeep Yadav,AD Hales,1,0,1,100,7,6,2,15,0,,,-,,field,England,2,Sophia Gardens,2018-07-06,England,India
87,AD Hales,Kuldeep Yadav,JM Bairstow,1,0,1,101,35,28,3,15,0,,,-,,field,England,2,Sophia Gardens,2018-07-06,England,India
88,JM Bairstow,Kuldeep Yadav,AD Hales,1,0,1,102,8,7,4,15,0,,,-,,field,England,2,Sophia Gardens,2018-07-06,England,India
89,AD Hales,Kuldeep Yadav,JM Bairstow,1,0,1,103,36,29,5,15,0,,,-,,field,England,2,Sophia Gardens,2018-07-06,England,India
90,JM Bairstow,Kuldeep Yadav,AD Hales,0,0,0,103,8,8,6,15,0,,,-,,field,England,2,Sophia Gardens,2018-07-06,England,India
91,AD Hales,HH Pandya,JM Bairstow,1,0,1,104,37,30,1,16,0,,,-,,field,England,2,Sophia Gardens,2018-07-06,England,India
92,JM Bairstow,HH Pandya,AD Hales,0,0,0,104,8,9,2,16,0,,,-,,field,England,2,Sophia Gardens,2018-07-06,England,India
93,JM Bairstow,HH Pandya,AD Hales,2,0,2,106,10,10,3,16,0,,,-,,field,England,2,Sophia Gardens,2018-07-06,England,India
94,JM Bairstow,HH Pandya,AD Hales,0,0,0,106,10,11,4,16,0,,,-,,field,England,2,Sophia Gardens,2018-07-06,England,India
95,JM Bairstow,HH Pandya,AD Hales,2,0,2,108,12,12,5,16,0,,,-,,field,England,2,Sophia Gardens,2018-07-06,England,India
96,JM Bairstow,HH Pandya,AD Hales,2,0,2,110,14,13,6,16,0,,,-,,field,England,2,Sophia Gardens,2018-07-06,England,India
97,AD Hales,Kuldeep Yadav,JM Bairstow,1,0,1,111,38,31,1,17,0,,,-,,field,England,2,Sophia Gardens,2018-07-06,England,India
98,JM Bairstow,Kuldeep Yadav,AD Hales,6,0,6,117,20,14,2,17,0,,,-,,field,England,2,Sophia Gardens,2018-07-06,England,India
99,JM Bairstow,Kuldeep Yadav,AD Hales,6,0,6,123,26,15,3,17,0,,,-,,field,England,2,Sophia Gardens,2018-07-06,England,India
100,JM Bairstow,Kuldeep Yadav,AD Hales,1,0,1,124,27,16,4,17,0,,,-,,field,England,2,Sophia Gardens,2018-07-06,England,India
101,AD Hales,Kuldeep Yadav,JM Bairstow,1,0,1,125,39,32,5,17,0,,,-,,field,England,2,Sophia Gardens,2018-07-06,England,India
102,JM Bairstow,Kuldeep Yadav,AD Hales,1,0,1,126,28,17,6,17,0,,,-,,field,England,2,Sophia Gardens,2018-07-06,England,India
103,JM Bairstow,B Kumar,AD Hales,0,0,0,126,28,18,1,18,caught,JM Bairstow,Kuldeep Yadav,-,,field,England,2,Sophia Gardens,2018-07-06,England,India
104,DJ Willey,B Kumar,AD Hales,1,0,1,127,1,1,2,18,0,,,-,,field,England,2,Sophia Gardens,2018-07-06,England,India
105,AD Hales,B Kumar,DJ Willey,0,0,0,127,39,33,3,18,0,,,-,,field,England,2,Sophia Gardens,2018-07-06,England,India
106,AD Hales,B Kumar,DJ Willey,1,0,1,128,40,34,4,18,0,,,-,,field,England,2,Sophia Gardens,2018-07-06,England,India
107,DJ Willey,B Kumar,AD Hales,0,0,0,128,1,2,5,18,0,,,-,,field,England,2,Sophia Gardens,2018-07-06,England,India
108,DJ Willey,B Kumar,AD Hales,0,1,1,129,1,3,6,18,0,,,legbyes,,field,England,2,Sophia Gardens,2018-07-06,England,India
109,DJ Willey,UT Yadav,AD Hales,0,0,0,129,1,4,1,19,0,,,-,,field,England,2,Sophia Gardens,2018-07-06,England,India
110,DJ Willey,UT Yadav,AD Hales,1,0,1,130,2,5,2,19,0,,,-,,field,England,2,Sophia Gardens,2018-07-06,England,India
111,AD Hales,UT Yadav,DJ Willey,0,0,0,130,40,35,3,19,0,,,-,,field,England,2,Sophia Gardens,2018-07-06,England,India
112,AD Hales,UT Yadav,DJ Willey,2,0,2,132,42,36,4,19,0,,,-,,field,England,2,Sophia Gardens,2018-07-06,England,India
113,AD Hales,UT Yadav,DJ Willey,4,0,4,136,46,37,5,19,0,,,-,,field,England,2,Sophia Gardens,2018-07-06,England,India
114,AD Hales,UT Yadav,DJ Willey,1,0,1,137,47,38,6,19,0,,,-,,field,England,2,Sophia Gardens,2018-07-06,England,India
115,AD Hales,B Kumar,DJ Willey,6,0,6,143,53,39,1,20,0,,,-,,field,England,2,Sophia Gardens,2018-07-06,England,India
116,AD Hales,B Kumar,DJ Willey,4,0,4,147,57,40,2,20,0,,,-,,field,England,2,Sophia Gardens,2018-07-06,England,India
117,AD Hales,B Kumar,DJ Willey,1,0,1,148,58,41,3,20,0,,,-,,field,England,2,Sophia Gardens,2018-07-06,England,India
118,DJ Willey,B Kumar,AD Hales,1,0,1,149,3,6,4,20,0,,,-,,field,England,2,Sophia Gardens,2018-07-06,England,India
