,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,wicket_type,player_out,fielder,over,extras,extra_type,toss_decision,toss_winner,innings,venue,date,batting_team,bowling_team
20,MN Samuels,Mohammad Irfan,LMP Simmons,4,0,4,21,15,12,3,0,,,4,,-,bat,West Indies,1,"Arnos Vale Ground, Kingstown",2013-07-27,West Indies,Pakistan
21,MN Samuels,Mohammad Irfan,LMP Simmons,0,0,0,21,15,13,4,0,,,4,,-,bat,West Indies,1,"Arnos Vale Ground, Kingstown",2013-07-27,West Indies,Pakistan
22,MN Samuels,Mohammad Irfan,LMP Simmons,0,0,0,21,15,14,5,0,,,4,,-,bat,West Indies,1,"Arnos Vale Ground, Kingstown",2013-07-27,West Indies,Pakistan
23,MN Samuels,Mohammad Irfan,LMP Simmons,6,0,6,27,21,15,6,0,,,4,,-,bat,West Indies,1,"Arnos Vale Ground, Kingstown",2013-07-27,West Indies,Pakistan
24,LMP Simmons,Zulfiqar Babar,MN Samuels,0,0,0,27,0,2,1,0,,,5,,-,bat,West Indies,1,"Arnos Vale Ground, Kingstown",2013-07-27,West Indies,Pakistan
25,LMP Simmons,Zulfiqar Babar,MN Samuels,6,0,6,33,6,3,2,0,,,5,,-,bat,West Indies,1,"Arnos Vale Ground, Kingstown",2013-07-27,West Indies,Pakistan
26,LMP Simmons,Zulfiqar Babar,MN Samuels,0,0,0,33,6,4,3,0,,,5,,-,bat,West Indies,1,"Arnos Vale Ground, Kingstown",2013-07-27,West Indies,Pakistan
27,LMP Simmons,Zulfiqar Babar,MN Samuels,0,0,0,33,6,5,4,bowled,LMP Simmons,,5,,-,bat,West Indies,1,"Arnos Vale Ground, Kingstown",2013-07-27,West Indies,Pakistan
28,DJ Bravo,Zulfiqar Babar,MN Samuels,4,0,4,37,4,1,5,0,,,5,,-,bat,West Indies,1,"Arnos Vale Ground, Kingstown",2013-07-27,West Indies,Pakistan
29,DJ Bravo,Zulfiqar Babar,MN Samuels,0,0,0,37,4,2,6,0,,,5,,-,bat,West Indies,1,"Arnos Vale Ground, Kingstown",2013-07-27,West Indies,Pakistan
30,MN Samuels,Saeed Ajmal,DJ Bravo,0,0,0,37,21,16,1,0,,,6,,-,bat,West Indies,1,"Arnos Vale Ground, Kingstown",2013-07-27,West Indies,Pakistan
31,MN Samuels,Saeed Ajmal,DJ Bravo,0,0,0,37,21,17,2,0,,,6,,-,bat,West Indies,1,"Arnos Vale Ground, Kingstown",2013-07-27,West Indies,Pakistan
32,MN Samuels,Saeed Ajmal,DJ Bravo,0,0,0,37,21,18,3,0,,,6,,-,bat,West Indies,1,"Arnos Vale Ground, Kingstown",2013-07-27,West Indies,Pakistan
33,MN Samuels,Saeed Ajmal,DJ Bravo,4,0,4,41,25,19,4,0,,,6,,-,bat,West Indies,1,"Arnos Vale Ground, Kingstown",2013-07-27,West Indies,Pakistan
34,MN Samuels,Saeed Ajmal,DJ Bravo,0,0,0,41,25,20,5,0,,,6,,-,bat,West Indies,1,"Arnos Vale Ground, Kingstown",2013-07-27,West Indies,Pakistan
35,MN Samuels,Saeed Ajmal,DJ Bravo,0,0,0,41,25,21,6,0,,,6,,-,bat,West Indies,1,"Arnos Vale Ground, Kingstown",2013-07-27,West Indies,Pakistan
36,DJ Bravo,Zulfiqar Babar,MN Samuels,1,0,1,42,5,3,1,0,,,7,,-,bat,West Indies,1,"Arnos Vale Ground, Kingstown",2013-07-27,West Indies,Pakistan
37,MN Samuels,Zulfiqar Babar,DJ Bravo,0,0,0,42,25,22,2,caught and bowled,MN Samuels,,7,,-,bat,West Indies,1,"Arnos Vale Ground, Kingstown",2013-07-27,West Indies,Pakistan
38,KA Pollard,Zulfiqar Babar,DJ Bravo,4,0,4,46,4,1,3,0,,,7,,-,bat,West Indies,1,"Arnos Vale Ground, Kingstown",2013-07-27,West Indies,Pakistan
39,KA Pollard,Zulfiqar Babar,DJ Bravo,1,0,1,47,5,2,4,0,,,7,,-,bat,West Indies,1,"Arnos Vale Ground, Kingstown",2013-07-27,West Indies,Pakistan
40,DJ Bravo,Zulfiqar Babar,KA Pollard,0,0,0,47,5,4,5,0,,,7,,-,bat,West Indies,1,"Arnos Vale Ground, Kingstown",2013-07-27,West Indies,Pakistan
41,DJ Bravo,Zulfiqar Babar,KA Pollard,1,0,1,48,6,5,6,0,,,7,,-,bat,West Indies,1,"Arnos Vale Ground, Kingstown",2013-07-27,West Indies,Pakistan
42,DJ Bravo,Shahid Afridi,KA Pollard,1,0,1,49,7,6,1,0,,,8,,-,bat,West Indies,1,"Arnos Vale Ground, Kingstown",2013-07-27,West Indies,Pakistan
43,KA Pollard,Shahid Afridi,DJ Bravo,0,0,0,49,5,3,2,0,,,8,,-,bat,West Indies,1,"Arnos Vale Ground, Kingstown",2013-07-27,West Indies,Pakistan
44,KA Pollard,Shahid Afridi,DJ Bravo,1,0,1,50,6,4,3,0,,,8,,-,bat,West Indies,1,"Arnos Vale Ground, Kingstown",2013-07-27,West Indies,Pakistan
45,DJ Bravo,Shahid Afridi,KA Pollard,0,0,0,50,7,7,4,0,,,8,,-,bat,West Indies,1,"Arnos Vale Ground, Kingstown",2013-07-27,West Indies,Pakistan
46,DJ Bravo,Shahid Afridi,KA Pollard,1,0,1,51,8,8,5,0,,,8,,-,bat,West Indies,1,"Arnos Vale Ground, Kingstown",2013-07-27,West Indies,Pakistan
47,KA Pollard,Shahid Afridi,DJ Bravo,0,0,0,51,6,5,6,0,,,8,,-,bat,West Indies,1,"Arnos Vale Ground, Kingstown",2013-07-27,West Indies,Pakistan
48,DJ Bravo,Zulfiqar Babar,KA Pollard,1,0,1,52,9,9,1,0,,,9,,-,bat,West Indies,1,"Arnos Vale Ground, Kingstown",2013-07-27,West Indies,Pakistan
49,KA Pollard,Zulfiqar Babar,DJ Bravo,0,0,0,52,6,6,2,0,,,9,,-,bat,West Indies,1,"Arnos Vale Ground, Kingstown",2013-07-27,West Indies,Pakistan
50,KA Pollard,Zulfiqar Babar,DJ Bravo,2,0,2,54,8,7,3,0,,,9,,-,bat,West Indies,1,"Arnos Vale Ground, Kingstown",2013-07-27,West Indies,Pakistan
51,KA Pollard,Zulfiqar Babar,DJ Bravo,0,0,0,54,8,8,4,0,,,9,,-,bat,West Indies,1,"Arnos Vale Ground, Kingstown",2013-07-27,West Indies,Pakistan
52,KA Pollard,Zulfiqar Babar,DJ Bravo,1,0,1,55,9,9,5,0,,,9,,-,bat,West Indies,1,"Arnos Vale Ground, Kingstown",2013-07-27,West Indies,Pakistan
53,DJ Bravo,Zulfiqar Babar,KA Pollard,0,0,0,55,9,10,6,0,,,9,,-,bat,West Indies,1,"Arnos Vale Ground, Kingstown",2013-07-27,West Indies,Pakistan
54,KA Pollard,Shahid Afridi,DJ Bravo,0,0,0,55,9,10,1,0,,,10,,-,bat,West Indies,1,"Arnos Vale Ground, Kingstown",2013-07-27,West Indies,Pakistan
55,KA Pollard,Shahid Afridi,DJ Bravo,1,0,1,56,10,11,2,0,,,10,,-,bat,West Indies,1,"Arnos Vale Ground, Kingstown",2013-07-27,West Indies,Pakistan
56,DJ Bravo,Shahid Afridi,KA Pollard,1,0,1,57,10,11,3,0,,,10,,-,bat,West Indies,1,"Arnos Vale Ground, Kingstown",2013-07-27,West Indies,Pakistan
57,KA Pollard,Shahid Afridi,DJ Bravo,1,0,1,58,11,12,4,0,,,10,,-,bat,West Indies,1,"Arnos Vale Ground, Kingstown",2013-07-27,West Indies,Pakistan
58,DJ Bravo,Shahid Afridi,KA Pollard,1,0,1,59,11,12,5,0,,,10,,-,bat,West Indies,1,"Arnos Vale Ground, Kingstown",2013-07-27,West Indies,Pakistan
59,KA Pollard,Shahid Afridi,DJ Bravo,6,0,6,65,17,13,6,0,,,10,,-,bat,West Indies,1,"Arnos Vale Ground, Kingstown",2013-07-27,West Indies,Pakistan
60,DJ Bravo,Saeed Ajmal,KA Pollard,0,0,0,65,11,13,1,0,,,11,,-,bat,West Indies,1,"Arnos Vale Ground, Kingstown",2013-07-27,West Indies,Pakistan
61,DJ Bravo,Saeed Ajmal,KA Pollard,4,0,4,69,15,14,2,0,,,11,,-,bat,West Indies,1,"Arnos Vale Ground, Kingstown",2013-07-27,West Indies,Pakistan
62,DJ Bravo,Saeed Ajmal,KA Pollard,0,0,0,69,15,15,3,0,,,11,,-,bat,West Indies,1,"Arnos Vale Ground, Kingstown",2013-07-27,West Indies,Pakistan
63,DJ Bravo,Saeed Ajmal,KA Pollard,0,0,0,69,15,16,4,0,,,11,,-,bat,West Indies,1,"Arnos Vale Ground, Kingstown",2013-07-27,West Indies,Pakistan
64,DJ Bravo,Saeed Ajmal,KA Pollard,0,0,0,69,15,17,5,0,,,11,,-,bat,West Indies,1,"Arnos Vale Ground, Kingstown",2013-07-27,West Indies,Pakistan
65,DJ Bravo,Saeed Ajmal,KA Pollard,0,0,0,69,15,18,6,0,,,11,,-,bat,West Indies,1,"Arnos Vale Ground, Kingstown",2013-07-27,West Indies,Pakistan
66,KA Pollard,Shahid Afridi,DJ Bravo,1,0,1,70,18,14,1,0,,,12,,-,bat,West Indies,1,"Arnos Vale Ground, Kingstown",2013-07-27,West Indies,Pakistan
67,DJ Bravo,Shahid Afridi,KA Pollard,0,2,2,72,15,19,2,0,,,12,{'byes': 2},byes,bat,West Indies,1,"Arnos Vale Ground, Kingstown",2013-07-27,West Indies,Pakistan
68,DJ Bravo,Shahid Afridi,KA Pollard,1,0,1,73,16,20,3,0,,,12,,-,bat,West Indies,1,"Arnos Vale Ground, Kingstown",2013-07-27,West Indies,Pakistan
69,KA Pollard,Shahid Afridi,DJ Bravo,1,0,1,74,19,15,4,0,,,12,,-,bat,West Indies,1,"Arnos Vale Ground, Kingstown",2013-07-27,West Indies,Pakistan
70,DJ Bravo,Shahid Afridi,KA Pollard,2,0,2,76,18,21,5,0,,,12,,-,bat,West Indies,1,"Arnos Vale Ground, Kingstown",2013-07-27,West Indies,Pakistan
71,DJ Bravo,Shahid Afridi,KA Pollard,1,0,1,77,19,22,6,0,,,12,,-,bat,West Indies,1,"Arnos Vale Ground, Kingstown",2013-07-27,West Indies,Pakistan
72,DJ Bravo,Saeed Ajmal,KA Pollard,1,0,1,78,20,23,1,0,,,13,,-,bat,West Indies,1,"Arnos Vale Ground, Kingstown",2013-07-27,West Indies,Pakistan
73,KA Pollard,Saeed Ajmal,DJ Bravo,0,0,0,78,19,16,2,0,,,13,,-,bat,West Indies,1,"Arnos Vale Ground, Kingstown",2013-07-27,West Indies,Pakistan
74,KA Pollard,Saeed Ajmal,DJ Bravo,1,0,1,79,20,17,3,0,,,13,,-,bat,West Indies,1,"Arnos Vale Ground, Kingstown",2013-07-27,West Indies,Pakistan
75,DJ Bravo,Saeed Ajmal,KA Pollard,0,0,0,79,20,24,4,0,,,13,,-,bat,West Indies,1,"Arnos Vale Ground, Kingstown",2013-07-27,West Indies,Pakistan
76,DJ Bravo,Saeed Ajmal,KA Pollard,1,0,1,80,21,25,5,0,,,13,,-,bat,West Indies,1,"Arnos Vale Ground, Kingstown",2013-07-27,West Indies,Pakistan
77,KA Pollard,Saeed Ajmal,DJ Bravo,4,0,4,84,24,18,6,0,,,13,,-,bat,West Indies,1,"Arnos Vale Ground, Kingstown",2013-07-27,West Indies,Pakistan
78,DJ Bravo,Shahid Afridi,KA Pollard,0,0,0,84,21,26,1,0,,,14,,-,bat,West Indies,1,"Arnos Vale Ground, Kingstown",2013-07-27,West Indies,Pakistan
79,DJ Bravo,Shahid Afridi,KA Pollard,1,0,1,85,22,27,2,0,,,14,,-,bat,West Indies,1,"Arnos Vale Ground, Kingstown",2013-07-27,West Indies,Pakistan
80,KA Pollard,Shahid Afridi,DJ Bravo,1,0,1,86,25,19,3,0,,,14,,-,bat,West Indies,1,"Arnos Vale Ground, Kingstown",2013-07-27,West Indies,Pakistan
81,DJ Bravo,Shahid Afridi,KA Pollard,1,0,1,87,23,28,4,0,,,14,,-,bat,West Indies,1,"Arnos Vale Ground, Kingstown",2013-07-27,West Indies,Pakistan
82,KA Pollard,Shahid Afridi,DJ Bravo,2,0,2,89,27,20,5,0,,,14,,-,bat,West Indies,1,"Arnos Vale Ground, Kingstown",2013-07-27,West Indies,Pakistan
83,KA Pollard,Shahid Afridi,DJ Bravo,0,0,0,89,27,21,6,0,,,14,,-,bat,West Indies,1,"Arnos Vale Ground, Kingstown",2013-07-27,West Indies,Pakistan
84,DJ Bravo,Junaid Khan,KA Pollard,0,0,0,89,23,29,1,0,,,15,,-,bat,West Indies,1,"Arnos Vale Ground, Kingstown",2013-07-27,West Indies,Pakistan
85,DJ Bravo,Junaid Khan,KA Pollard,1,0,1,90,24,30,2,0,,,15,,-,bat,West Indies,1,"Arnos Vale Ground, Kingstown",2013-07-27,West Indies,Pakistan
86,KA Pollard,Junaid Khan,DJ Bravo,0,0,0,90,27,22,3,0,,,15,,-,bat,West Indies,1,"Arnos Vale Ground, Kingstown",2013-07-27,West Indies,Pakistan
87,KA Pollard,Junaid Khan,DJ Bravo,4,0,4,94,31,23,4,0,,,15,,-,bat,West Indies,1,"Arnos Vale Ground, Kingstown",2013-07-27,West Indies,Pakistan
88,KA Pollard,Junaid Khan,DJ Bravo,0,1,1,95,31,24,5,0,,,15,{'legbyes': 1},legbyes,bat,West Indies,1,"Arnos Vale Ground, Kingstown",2013-07-27,West Indies,Pakistan
89,DJ Bravo,Junaid Khan,KA Pollard,0,1,1,96,24,31,6,0,,,15,{'legbyes': 1},legbyes,bat,West Indies,1,"Arnos Vale Ground, Kingstown",2013-07-27,West Indies,Pakistan
90,DJ Bravo,Zulfiqar Babar,KA Pollard,0,0,0,96,24,32,1,0,,,16,,-,bat,West Indies,1,"Arnos Vale Ground, Kingstown",2013-07-27,West Indies,Pakistan
91,DJ Bravo,Zulfiqar Babar,KA Pollard,1,0,1,97,25,33,2,0,,,16,,-,bat,West Indies,1,"Arnos Vale Ground, Kingstown",2013-07-27,West Indies,Pakistan
92,KA Pollard,Zulfiqar Babar,DJ Bravo,1,0,1,98,32,25,3,0,,,16,,-,bat,West Indies,1,"Arnos Vale Ground, Kingstown",2013-07-27,West Indies,Pakistan
93,DJ Bravo,Zulfiqar Babar,KA Pollard,0,0,0,98,25,34,4,0,,,16,,-,bat,West Indies,1,"Arnos Vale Ground, Kingstown",2013-07-27,West Indies,Pakistan
94,DJ Bravo,Zulfiqar Babar,KA Pollard,0,0,0,98,25,35,5,caught,DJ Bravo,Saeed Ajmal,16,,-,bat,West Indies,1,"Arnos Vale Ground, Kingstown",2013-07-27,West Indies,Pakistan
95,KA Pollard,Zulfiqar Babar,DJG Sammy,0,0,0,98,32,26,6,0,,,16,,-,bat,West Indies,1,"Arnos Vale Ground, Kingstown",2013-07-27,West Indies,Pakistan
96,DJG Sammy,Junaid Khan,KA Pollard,0,0,0,98,0,1,1,0,,,17,,-,bat,West Indies,1,"Arnos Vale Ground, Kingstown",2013-07-27,West Indies,Pakistan
97,DJG Sammy,Junaid Khan,KA Pollard,1,0,1,99,1,2,2,0,,,17,,-,bat,West Indies,1,"Arnos Vale Ground, Kingstown",2013-07-27,West Indies,Pakistan
98,KA Pollard,Junaid Khan,DJG Sammy,0,0,0,99,32,27,3,0,,,17,,-,bat,West Indies,1,"Arnos Vale Ground, Kingstown",2013-07-27,West Indies,Pakistan
99,KA Pollard,Junaid Khan,DJG Sammy,4,0,4,103,36,28,4,0,,,17,,-,bat,West Indies,1,"Arnos Vale Ground, Kingstown",2013-07-27,West Indies,Pakistan
100,KA Pollard,Junaid Khan,DJG Sammy,0,1,1,104,36,29,5,0,,,17,{'legbyes': 1},legbyes,bat,West Indies,1,"Arnos Vale Ground, Kingstown",2013-07-27,West Indies,Pakistan
101,DJG Sammy,Junaid Khan,KA Pollard,4,0,4,108,5,3,6,0,,,17,,-,bat,West Indies,1,"Arnos Vale Ground, Kingstown",2013-07-27,West Indies,Pakistan
102,KA Pollard,Saeed Ajmal,DJG Sammy,0,5,5,113,36,30,1,0,,,18,{'wides': 5},wides,bat,West Indies,1,"Arnos Vale Ground, Kingstown",2013-07-27,West Indies,Pakistan
103,KA Pollard,Saeed Ajmal,DJG Sammy,1,0,1,114,37,31,2,0,,,18,,-,bat,West Indies,1,"Arnos Vale Ground, Kingstown",2013-07-27,West Indies,Pakistan
104,DJG Sammy,Saeed Ajmal,KA Pollard,0,0,0,114,5,4,3,0,,,18,,-,bat,West Indies,1,"Arnos Vale Ground, Kingstown",2013-07-27,West Indies,Pakistan
105,DJG Sammy,Saeed Ajmal,KA Pollard,1,0,1,115,6,5,4,0,,,18,,-,bat,West Indies,1,"Arnos Vale Ground, Kingstown",2013-07-27,West Indies,Pakistan
106,KA Pollard,Saeed Ajmal,DJG Sammy,1,0,1,116,38,32,5,0,,,18,,-,bat,West Indies,1,"Arnos Vale Ground, Kingstown",2013-07-27,West Indies,Pakistan
107,DJG Sammy,Saeed Ajmal,KA Pollard,0,0,0,116,6,6,6,0,,,18,,-,bat,West Indies,1,"Arnos Vale Ground, Kingstown",2013-07-27,West Indies,Pakistan
108,DJG Sammy,Saeed Ajmal,KA Pollard,0,0,0,116,6,7,7,0,,,18,,-,bat,West Indies,1,"Arnos Vale Ground, Kingstown",2013-07-27,West Indies,Pakistan
109,KA Pollard,Junaid Khan,DJG Sammy,1,0,1,117,39,33,1,0,,,19,,-,bat,West Indies,1,"Arnos Vale Ground, Kingstown",2013-07-27,West Indies,Pakistan
110,DJG Sammy,Junaid Khan,KA Pollard,6,0,6,123,12,8,2,0,,,19,,-,bat,West Indies,1,"Arnos Vale Ground, Kingstown",2013-07-27,West Indies,Pakistan
111,DJG Sammy,Junaid Khan,KA Pollard,0,1,1,124,12,9,3,0,,,19,{'wides': 1},wides,bat,West Indies,1,"Arnos Vale Ground, Kingstown",2013-07-27,West Indies,Pakistan
112,DJG Sammy,Junaid Khan,KA Pollard,0,0,0,124,12,10,4,0,,,19,,-,bat,West Indies,1,"Arnos Vale Ground, Kingstown",2013-07-27,West Indies,Pakistan
113,DJG Sammy,Junaid Khan,KA Pollard,6,0,6,130,18,11,5,0,,,19,,-,bat,West Indies,1,"Arnos Vale Ground, Kingstown",2013-07-27,West Indies,Pakistan
114,DJG Sammy,Junaid Khan,KA Pollard,4,0,4,134,22,12,6,0,,,19,,-,bat,West Indies,1,"Arnos Vale Ground, Kingstown",2013-07-27,West Indies,Pakistan
115,DJG Sammy,Junaid Khan,KA Pollard,2,0,2,136,24,13,7,0,,,19,,-,bat,West Indies,1,"Arnos Vale Ground, Kingstown",2013-07-27,West Indies,Pakistan
116,KA Pollard,Mohammad Irfan,DJG Sammy,6,0,6,142,45,34,1,0,,,20,,-,bat,West Indies,1,"Arnos Vale Ground, Kingstown",2013-07-27,West Indies,Pakistan
117,KA Pollard,Mohammad Irfan,DJG Sammy,2,0,2,144,47,35,2,0,,,20,,-,bat,West Indies,1,"Arnos Vale Ground, Kingstown",2013-07-27,West Indies,Pakistan
118,KA Pollard,Mohammad Irfan,DJG Sammy,1,0,1,145,48,36,3,0,,,20,,-,bat,West Indies,1,"Arnos Vale Ground, Kingstown",2013-07-27,West Indies,Pakistan
119,DJG Sammy,Mohammad Irfan,KA Pollard,6,0,6,151,30,14,4,0,,,20,,-,bat,West Indies,1,"Arnos Vale Ground, Kingstown",2013-07-27,West Indies,Pakistan
120,DJG Sammy,Mohammad Irfan,KA Pollard,0,0,0,151,30,15,5,caught,DJG Sammy,Hammad Azam,20,,-,bat,West Indies,1,"Arnos Vale Ground, Kingstown",2013-07-27,West Indies,Pakistan
121,KA Pollard,Mohammad Irfan,SP Narine,1,0,1,152,49,37,6,run out,SP Narine,Ahmed Shehzad;Mohammad Irfan,20,,-,bat,West Indies,1,"Arnos Vale Ground, Kingstown",2013-07-27,West Indies,Pakistan
