,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,over,extra_type,wicket_type,player_out,fielder,review,toss_decision,toss_winner,innings,venue,date,winning_team,batting_team,bowling_team
33,KL Rahul,K Pierre,V Kohli,6,0,6,48,30,17,2,6,-,0,,,,field,India,2,"Rajiv Gandhi International Stadium, Uppal",2019-12-06,India,India,West Indies
34,KL Rahul,K Pierre,V Kohli,0,0,0,48,30,18,3,6,-,0,,,,field,India,2,"Rajiv Gandhi International Stadium, Uppal",2019-12-06,India,India,West Indies
35,KL Rahul,K Pierre,V Kohli,1,0,1,49,31,19,4,6,-,0,,,,field,India,2,"Rajiv Gandhi International Stadium, Uppal",2019-12-06,India,India,West Indies
36,V Kohli,K Pierre,KL Rahul,0,0,0,49,2,8,5,6,-,0,,,,field,India,2,"Rajiv Gandhi International Stadium, Uppal",2019-12-06,India,India,West Indies
37,V Kohli,K Pierre,KL Rahul,1,0,1,50,3,9,6,6,-,0,,,,field,India,2,"Rajiv Gandhi International Stadium, Uppal",2019-12-06,India,India,West Indies
38,V Kohli,HR Walsh,KL Rahul,0,0,0,50,3,10,1,7,-,0,,,,field,India,2,"Rajiv Gandhi International Stadium, Uppal",2019-12-06,India,India,West Indies
39,V Kohli,HR Walsh,KL Rahul,4,0,4,54,7,11,2,7,-,0,,,,field,India,2,"Rajiv Gandhi International Stadium, Uppal",2019-12-06,India,India,West Indies
40,V Kohli,HR Walsh,KL Rahul,1,0,1,55,8,12,3,7,-,0,,,,field,India,2,"Rajiv Gandhi International Stadium, Uppal",2019-12-06,India,India,West Indies
41,KL Rahul,HR Walsh,V Kohli,1,0,1,56,32,20,4,7,-,0,,,,field,India,2,"Rajiv Gandhi International Stadium, Uppal",2019-12-06,India,India,West Indies
42,V Kohli,HR Walsh,KL Rahul,0,1,1,57,8,13,5,7,wides,0,,,,field,India,2,"Rajiv Gandhi International Stadium, Uppal",2019-12-06,India,India,West Indies
43,V Kohli,HR Walsh,KL Rahul,1,0,1,58,9,14,6,7,-,0,,,,field,India,2,"Rajiv Gandhi International Stadium, Uppal",2019-12-06,India,India,West Indies
44,KL Rahul,HR Walsh,V Kohli,4,0,4,62,36,21,7,7,-,0,,,,field,India,2,"Rajiv Gandhi International Stadium, Uppal",2019-12-06,India,India,West Indies
45,V Kohli,K Pierre,KL Rahul,1,0,1,63,10,15,1,8,-,0,,,,field,India,2,"Rajiv Gandhi International Stadium, Uppal",2019-12-06,India,India,West Indies
46,KL Rahul,K Pierre,V Kohli,1,0,1,64,37,22,2,8,-,0,,,,field,India,2,"Rajiv Gandhi International Stadium, Uppal",2019-12-06,India,India,West Indies
47,V Kohli,K Pierre,KL Rahul,1,0,1,65,11,16,3,8,-,0,,,,field,India,2,"Rajiv Gandhi International Stadium, Uppal",2019-12-06,India,India,West Indies
48,KL Rahul,K Pierre,V Kohli,0,5,5,70,37,23,4,8,wides,0,,,,field,India,2,"Rajiv Gandhi International Stadium, Uppal",2019-12-06,India,India,West Indies
49,KL Rahul,K Pierre,V Kohli,1,0,1,71,38,24,5,8,-,0,,,,field,India,2,"Rajiv Gandhi International Stadium, Uppal",2019-12-06,India,India,West Indies
50,V Kohli,K Pierre,KL Rahul,4,0,4,75,15,17,6,8,-,0,,,,field,India,2,"Rajiv Gandhi International Stadium, Uppal",2019-12-06,India,India,West Indies
51,V Kohli,K Pierre,KL Rahul,1,0,1,76,16,18,7,8,-,0,,,,field,India,2,"Rajiv Gandhi International Stadium, Uppal",2019-12-06,India,India,West Indies
52,V Kohli,JO Holder,KL Rahul,1,0,1,77,17,19,1,9,-,0,,,,field,India,2,"Rajiv Gandhi International Stadium, Uppal",2019-12-06,India,India,West Indies
53,KL Rahul,JO Holder,V Kohli,0,1,1,78,38,25,2,9,wides,0,,,,field,India,2,"Rajiv Gandhi International Stadium, Uppal",2019-12-06,India,India,West Indies
54,KL Rahul,JO Holder,V Kohli,0,0,0,78,38,26,3,9,-,0,,,,field,India,2,"Rajiv Gandhi International Stadium, Uppal",2019-12-06,India,India,West Indies
55,KL Rahul,JO Holder,V Kohli,0,0,0,78,38,27,4,9,-,0,,,,field,India,2,"Rajiv Gandhi International Stadium, Uppal",2019-12-06,India,India,West Indies
56,KL Rahul,JO Holder,V Kohli,1,0,1,79,39,28,5,9,-,0,,,,field,India,2,"Rajiv Gandhi International Stadium, Uppal",2019-12-06,India,India,West Indies
57,V Kohli,JO Holder,KL Rahul,1,0,1,80,18,20,6,9,-,0,,,,field,India,2,"Rajiv Gandhi International Stadium, Uppal",2019-12-06,India,India,West Indies
58,KL Rahul,JO Holder,V Kohli,1,0,1,81,40,29,7,9,-,0,,,,field,India,2,"Rajiv Gandhi International Stadium, Uppal",2019-12-06,India,India,West Indies
59,KL Rahul,KOK Williams,V Kohli,0,0,0,81,40,30,1,10,-,0,,,,field,India,2,"Rajiv Gandhi International Stadium, Uppal",2019-12-06,India,India,West Indies
60,KL Rahul,KOK Williams,V Kohli,4,0,4,85,44,31,2,10,-,0,,,,field,India,2,"Rajiv Gandhi International Stadium, Uppal",2019-12-06,India,India,West Indies
61,KL Rahul,KOK Williams,V Kohli,1,0,1,86,45,32,3,10,-,0,,,,field,India,2,"Rajiv Gandhi International Stadium, Uppal",2019-12-06,India,India,West Indies
62,V Kohli,KOK Williams,KL Rahul,1,0,1,87,19,21,4,10,-,0,,,,field,India,2,"Rajiv Gandhi International Stadium, Uppal",2019-12-06,India,India,West Indies
63,KL Rahul,KOK Williams,V Kohli,1,0,1,88,46,33,5,10,-,0,,,,field,India,2,"Rajiv Gandhi International Stadium, Uppal",2019-12-06,India,India,West Indies
64,V Kohli,KOK Williams,KL Rahul,1,0,1,89,20,22,6,10,-,0,,,,field,India,2,"Rajiv Gandhi International Stadium, Uppal",2019-12-06,India,India,West Indies
65,V Kohli,HR Walsh,KL Rahul,1,0,1,90,21,23,1,11,-,0,,,,field,India,2,"Rajiv Gandhi International Stadium, Uppal",2019-12-06,India,India,West Indies
66,KL Rahul,HR Walsh,V Kohli,1,0,1,91,47,34,2,11,-,0,,,,field,India,2,"Rajiv Gandhi International Stadium, Uppal",2019-12-06,India,India,West Indies
67,V Kohli,HR Walsh,KL Rahul,4,0,4,95,25,24,3,11,-,0,,,,field,India,2,"Rajiv Gandhi International Stadium, Uppal",2019-12-06,India,India,West Indies
68,V Kohli,HR Walsh,KL Rahul,1,0,1,96,26,25,4,11,-,0,,,,field,India,2,"Rajiv Gandhi International Stadium, Uppal",2019-12-06,India,India,West Indies
69,KL Rahul,HR Walsh,V Kohli,0,0,0,96,47,35,5,11,-,0,,,,field,India,2,"Rajiv Gandhi International Stadium, Uppal",2019-12-06,India,India,West Indies
70,KL Rahul,HR Walsh,V Kohli,0,0,0,96,47,36,6,11,-,0,,,,field,India,2,"Rajiv Gandhi International Stadium, Uppal",2019-12-06,India,India,West Indies
71,V Kohli,JO Holder,KL Rahul,0,1,1,97,26,26,1,12,legbyes,0,,,,field,India,2,"Rajiv Gandhi International Stadium, Uppal",2019-12-06,India,India,West Indies
72,KL Rahul,JO Holder,V Kohli,1,0,1,98,48,37,2,12,-,0,,,,field,India,2,"Rajiv Gandhi International Stadium, Uppal",2019-12-06,India,India,West Indies
73,V Kohli,JO Holder,KL Rahul,0,0,0,98,26,27,3,12,-,0,,,,field,India,2,"Rajiv Gandhi International Stadium, Uppal",2019-12-06,India,India,West Indies
74,V Kohli,JO Holder,KL Rahul,6,0,6,104,32,28,4,12,-,0,,,,field,India,2,"Rajiv Gandhi International Stadium, Uppal",2019-12-06,India,India,West Indies
75,V Kohli,JO Holder,KL Rahul,4,0,4,108,36,29,5,12,-,0,,,,field,India,2,"Rajiv Gandhi International Stadium, Uppal",2019-12-06,India,India,West Indies
76,V Kohli,JO Holder,KL Rahul,0,1,1,109,36,30,6,12,wides,0,,,,field,India,2,"Rajiv Gandhi International Stadium, Uppal",2019-12-06,India,India,West Indies
77,V Kohli,JO Holder,KL Rahul,1,0,1,110,37,31,7,12,-,0,,,,field,India,2,"Rajiv Gandhi International Stadium, Uppal",2019-12-06,India,India,West Indies
78,V Kohli,KOK Williams,KL Rahul,1,0,1,111,38,32,1,13,-,0,,,,field,India,2,"Rajiv Gandhi International Stadium, Uppal",2019-12-06,India,India,West Indies
79,KL Rahul,KOK Williams,V Kohli,1,0,1,112,49,38,2,13,-,0,,,,field,India,2,"Rajiv Gandhi International Stadium, Uppal",2019-12-06,India,India,West Indies
80,V Kohli,KOK Williams,KL Rahul,1,1,2,114,39,33,3,13,noballs,0,,,,field,India,2,"Rajiv Gandhi International Stadium, Uppal",2019-12-06,India,India,West Indies
81,KL Rahul,KOK Williams,V Kohli,0,0,0,114,49,39,4,13,-,0,,,,field,India,2,"Rajiv Gandhi International Stadium, Uppal",2019-12-06,India,India,West Indies
82,KL Rahul,KOK Williams,V Kohli,1,0,1,115,50,40,5,13,-,0,,,,field,India,2,"Rajiv Gandhi International Stadium, Uppal",2019-12-06,India,India,West Indies
83,V Kohli,KOK Williams,KL Rahul,0,1,1,116,39,34,6,13,wides,0,,,,field,India,2,"Rajiv Gandhi International Stadium, Uppal",2019-12-06,India,India,West Indies
84,V Kohli,KOK Williams,KL Rahul,1,0,1,117,40,35,7,13,-,0,,,,field,India,2,"Rajiv Gandhi International Stadium, Uppal",2019-12-06,India,India,West Indies
85,KL Rahul,KOK Williams,V Kohli,6,0,6,123,56,41,8,13,-,0,,,,field,India,2,"Rajiv Gandhi International Stadium, Uppal",2019-12-06,India,India,West Indies
86,V Kohli,K Pierre,KL Rahul,1,0,1,124,41,36,1,14,-,0,,,,field,India,2,"Rajiv Gandhi International Stadium, Uppal",2019-12-06,India,India,West Indies
87,KL Rahul,K Pierre,V Kohli,6,0,6,130,62,42,2,14,-,0,,,,field,India,2,"Rajiv Gandhi International Stadium, Uppal",2019-12-06,India,India,West Indies
88,KL Rahul,K Pierre,V Kohli,0,0,0,130,62,43,3,14,-,caught,KL Rahul,KA Pollard,,field,India,2,"Rajiv Gandhi International Stadium, Uppal",2019-12-06,India,India,West Indies
89,V Kohli,K Pierre,RR Pant,2,0,2,132,43,37,4,14,-,0,,,,field,India,2,"Rajiv Gandhi International Stadium, Uppal",2019-12-06,India,India,West Indies
90,V Kohli,K Pierre,RR Pant,1,0,1,133,44,38,5,14,-,0,,,,field,India,2,"Rajiv Gandhi International Stadium, Uppal",2019-12-06,India,India,West Indies
91,RR Pant,K Pierre,V Kohli,6,0,6,139,6,1,6,14,-,0,,,,field,India,2,"Rajiv Gandhi International Stadium, Uppal",2019-12-06,India,India,West Indies
92,V Kohli,JO Holder,RR Pant,6,0,6,145,50,39,1,15,-,0,,,,field,India,2,"Rajiv Gandhi International Stadium, Uppal",2019-12-06,India,India,West Indies
93,V Kohli,JO Holder,RR Pant,4,0,4,149,54,40,2,15,-,0,,,,field,India,2,"Rajiv Gandhi International Stadium, Uppal",2019-12-06,India,India,West Indies
94,V Kohli,JO Holder,RR Pant,2,1,3,152,56,41,3,15,noballs,0,,,,field,India,2,"Rajiv Gandhi International Stadium, Uppal",2019-12-06,India,India,West Indies
95,V Kohli,JO Holder,RR Pant,1,0,1,153,57,42,4,15,-,0,,,,field,India,2,"Rajiv Gandhi International Stadium, Uppal",2019-12-06,India,India,West Indies
96,RR Pant,JO Holder,V Kohli,0,0,0,153,6,2,5,15,-,0,,,,field,India,2,"Rajiv Gandhi International Stadium, Uppal",2019-12-06,India,India,West Indies
97,RR Pant,JO Holder,V Kohli,0,0,0,153,6,3,6,15,-,0,,,,field,India,2,"Rajiv Gandhi International Stadium, Uppal",2019-12-06,India,India,West Indies
98,RR Pant,JO Holder,V Kohli,1,0,1,154,7,4,7,15,-,0,,,,field,India,2,"Rajiv Gandhi International Stadium, Uppal",2019-12-06,India,India,West Indies
99,RR Pant,KOK Williams,V Kohli,1,0,1,155,8,5,1,16,-,0,,,,field,India,2,"Rajiv Gandhi International Stadium, Uppal",2019-12-06,India,India,West Indies
100,V Kohli,KOK Williams,RR Pant,4,0,4,159,61,43,2,16,-,0,,,,field,India,2,"Rajiv Gandhi International Stadium, Uppal",2019-12-06,India,India,West Indies
101,V Kohli,KOK Williams,RR Pant,6,0,6,165,67,44,3,16,-,0,,,,field,India,2,"Rajiv Gandhi International Stadium, Uppal",2019-12-06,India,India,West Indies
102,V Kohli,KOK Williams,RR Pant,1,0,1,166,68,45,4,16,-,0,,,,field,India,2,"Rajiv Gandhi International Stadium, Uppal",2019-12-06,India,India,West Indies
103,RR Pant,KOK Williams,V Kohli,6,0,6,172,14,6,5,16,-,0,,,,field,India,2,"Rajiv Gandhi International Stadium, Uppal",2019-12-06,India,India,West Indies
104,RR Pant,KOK Williams,V Kohli,2,1,3,175,16,7,6,16,noballs,0,,,,field,India,2,"Rajiv Gandhi International Stadium, Uppal",2019-12-06,India,India,West Indies
105,RR Pant,KOK Williams,V Kohli,2,0,2,177,18,8,7,16,-,0,,,,field,India,2,"Rajiv Gandhi International Stadium, Uppal",2019-12-06,India,India,West Indies
106,V Kohli,SS Cottrell,RR Pant,1,0,1,178,69,46,1,17,-,0,,,,field,India,2,"Rajiv Gandhi International Stadium, Uppal",2019-12-06,India,India,West Indies
107,RR Pant,SS Cottrell,V Kohli,0,0,0,178,18,9,2,17,-,caught,RR Pant,JO Holder,,field,India,2,"Rajiv Gandhi International Stadium, Uppal",2019-12-06,India,India,West Indies
108,V Kohli,SS Cottrell,SS Iyer,1,0,1,179,70,47,3,17,-,0,,,,field,India,2,"Rajiv Gandhi International Stadium, Uppal",2019-12-06,India,India,West Indies
109,SS Iyer,SS Cottrell,V Kohli,0,0,0,179,0,1,4,17,-,0,,,,field,India,2,"Rajiv Gandhi International Stadium, Uppal",2019-12-06,India,India,West Indies
110,SS Iyer,SS Cottrell,V Kohli,2,0,2,181,2,2,5,17,-,0,,,,field,India,2,"Rajiv Gandhi International Stadium, Uppal",2019-12-06,India,India,West Indies
111,SS Iyer,SS Cottrell,V Kohli,1,0,1,182,3,3,6,17,-,0,,,,field,India,2,"Rajiv Gandhi International Stadium, Uppal",2019-12-06,India,India,West Indies
112,SS Iyer,KA Pollard,V Kohli,1,0,1,183,4,4,1,18,-,0,,,,field,India,2,"Rajiv Gandhi International Stadium, Uppal",2019-12-06,India,India,West Indies
113,V Kohli,KA Pollard,SS Iyer,0,1,1,184,70,48,2,18,wides,0,,,,field,India,2,"Rajiv Gandhi International Stadium, Uppal",2019-12-06,India,India,West Indies
114,V Kohli,KA Pollard,SS Iyer,6,0,6,190,76,49,3,18,-,0,,,,field,India,2,"Rajiv Gandhi International Stadium, Uppal",2019-12-06,India,India,West Indies
115,V Kohli,KA Pollard,SS Iyer,1,0,1,191,77,50,4,18,-,0,,,,field,India,2,"Rajiv Gandhi International Stadium, Uppal",2019-12-06,India,India,West Indies
116,SS Iyer,KA Pollard,V Kohli,0,1,1,192,4,5,5,18,legbyes,0,,,"{'by': 'West Indies', 'umpire': 'C Shamshuddin', 'batter': 'SS Iyer', 'decision': 'struck down'}",field,India,2,"Rajiv Gandhi International Stadium, Uppal",2019-12-06,India,India,West Indies
117,V Kohli,KA Pollard,SS Iyer,1,0,1,193,78,51,6,18,-,0,,,,field,India,2,"Rajiv Gandhi International Stadium, Uppal",2019-12-06,India,India,West Indies
118,SS Iyer,KA Pollard,V Kohli,0,0,0,193,4,6,7,18,-,caught and bowled,SS Iyer,,,field,India,2,"Rajiv Gandhi International Stadium, Uppal",2019-12-06,India,India,West Indies
119,V Kohli,KOK Williams,S Dube,2,0,2,195,80,52,1,19,-,0,,,,field,India,2,"Rajiv Gandhi International Stadium, Uppal",2019-12-06,India,India,West Indies
120,V Kohli,KOK Williams,S Dube,6,0,6,201,86,53,2,19,-,0,,,,field,India,2,"Rajiv Gandhi International Stadium, Uppal",2019-12-06,India,India,West Indies
121,V Kohli,KOK Williams,S Dube,2,0,2,203,88,54,3,19,-,0,,,,field,India,2,"Rajiv Gandhi International Stadium, Uppal",2019-12-06,India,India,West Indies
122,V Kohli,KOK Williams,S Dube,6,0,6,209,94,55,4,19,-,0,,,,field,India,2,"Rajiv Gandhi International Stadium, Uppal",2019-12-06,India,India,West Indies
