,batter,bowler,non_striker,extras,runs_by_bat,extra_runs,total,team_total,batter_runs,balls_faced,delivery,extra_type,over,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,date,batting_team,bowling_team
75,JDP Oram,TM Dilshan,NL McCullum,,1,0,1,61,2,2,1,-,13,0,,,bat,New Zealand,1,Central Broward Regional Park Stadium Turf Ground,2010-05-23,New Zealand,Sri Lanka
76,NL McCullum,TM Dilshan,JDP Oram,,1,0,1,62,22,25,2,-,13,0,,,bat,New Zealand,1,Central Broward Regional Park Stadium Turf Ground,2010-05-23,New Zealand,Sri Lanka
77,JDP Oram,TM Dilshan,NL McCullum,,0,0,0,62,2,3,3,-,13,0,,,bat,New Zealand,1,Central Broward Regional Park Stadium Turf Ground,2010-05-23,New Zealand,Sri Lanka
78,JDP Oram,TM Dilshan,NL McCullum,,0,0,0,62,2,4,4,-,13,0,,,bat,New Zealand,1,Central Broward Regional Park Stadium Turf Ground,2010-05-23,New Zealand,Sri Lanka
79,JDP Oram,TM Dilshan,NL McCullum,,1,0,1,63,3,5,5,-,13,0,,,bat,New Zealand,1,Central Broward Regional Park Stadium Turf Ground,2010-05-23,New Zealand,Sri Lanka
80,NL McCullum,TM Dilshan,JDP Oram,,1,0,1,64,23,26,6,-,13,0,,,bat,New Zealand,1,Central Broward Regional Park Stadium Turf Ground,2010-05-23,New Zealand,Sri Lanka
81,NL McCullum,SL Malinga,JDP Oram,,0,0,0,64,23,27,1,-,14,0,,,bat,New Zealand,1,Central Broward Regional Park Stadium Turf Ground,2010-05-23,New Zealand,Sri Lanka
82,NL McCullum,SL Malinga,JDP Oram,,0,0,0,64,23,28,2,-,14,0,,,bat,New Zealand,1,Central Broward Regional Park Stadium Turf Ground,2010-05-23,New Zealand,Sri Lanka
83,NL McCullum,SL Malinga,JDP Oram,,2,0,2,66,25,29,3,-,14,0,,,bat,New Zealand,1,Central Broward Regional Park Stadium Turf Ground,2010-05-23,New Zealand,Sri Lanka
84,NL McCullum,SL Malinga,JDP Oram,,1,0,1,67,26,30,4,-,14,0,,,bat,New Zealand,1,Central Broward Regional Park Stadium Turf Ground,2010-05-23,New Zealand,Sri Lanka
85,JDP Oram,SL Malinga,NL McCullum,,0,0,0,67,3,6,5,-,14,0,,,bat,New Zealand,1,Central Broward Regional Park Stadium Turf Ground,2010-05-23,New Zealand,Sri Lanka
86,JDP Oram,SL Malinga,NL McCullum,,0,0,0,67,3,7,6,-,14,caught,JDP Oram,CK Kapugedera,bat,New Zealand,1,Central Broward Regional Park Stadium Turf Ground,2010-05-23,New Zealand,Sri Lanka
87,NL McCullum,BAW Mendis,KD Mills,,1,0,1,68,27,31,1,-,15,0,,,bat,New Zealand,1,Central Broward Regional Park Stadium Turf Ground,2010-05-23,New Zealand,Sri Lanka
88,KD Mills,BAW Mendis,NL McCullum,,0,0,0,68,0,1,2,-,15,0,,,bat,New Zealand,1,Central Broward Regional Park Stadium Turf Ground,2010-05-23,New Zealand,Sri Lanka
89,KD Mills,BAW Mendis,NL McCullum,,0,0,0,68,0,2,3,-,15,lbw,KD Mills,,bat,New Zealand,1,Central Broward Regional Park Stadium Turf Ground,2010-05-23,New Zealand,Sri Lanka
90,TG Southee,BAW Mendis,NL McCullum,,1,0,1,69,1,1,4,-,15,0,,,bat,New Zealand,1,Central Broward Regional Park Stadium Turf Ground,2010-05-23,New Zealand,Sri Lanka
91,NL McCullum,BAW Mendis,TG Southee,,1,0,1,70,28,32,5,-,15,0,,,bat,New Zealand,1,Central Broward Regional Park Stadium Turf Ground,2010-05-23,New Zealand,Sri Lanka
92,TG Southee,BAW Mendis,NL McCullum,,1,0,1,71,2,2,6,-,15,0,,,bat,New Zealand,1,Central Broward Regional Park Stadium Turf Ground,2010-05-23,New Zealand,Sri Lanka
93,TG Southee,NLTC Perera,NL McCullum,,0,0,0,71,2,3,1,-,16,0,,,bat,New Zealand,1,Central Broward Regional Park Stadium Turf Ground,2010-05-23,New Zealand,Sri Lanka
94,TG Southee,NLTC Perera,NL McCullum,,1,0,1,72,3,4,2,-,16,0,,,bat,New Zealand,1,Central Broward Regional Park Stadium Turf Ground,2010-05-23,New Zealand,Sri Lanka
95,NL McCullum,NLTC Perera,TG Southee,,4,0,4,76,32,33,3,-,16,0,,,bat,New Zealand,1,Central Broward Regional Park Stadium Turf Ground,2010-05-23,New Zealand,Sri Lanka
96,NL McCullum,NLTC Perera,TG Southee,,1,0,1,77,33,34,4,-,16,0,,,bat,New Zealand,1,Central Broward Regional Park Stadium Turf Ground,2010-05-23,New Zealand,Sri Lanka
97,TG Southee,NLTC Perera,NL McCullum,,0,0,0,77,3,5,5,-,16,0,,,bat,New Zealand,1,Central Broward Regional Park Stadium Turf Ground,2010-05-23,New Zealand,Sri Lanka
98,TG Southee,NLTC Perera,NL McCullum,,0,0,0,77,3,6,6,-,16,0,,,bat,New Zealand,1,Central Broward Regional Park Stadium Turf Ground,2010-05-23,New Zealand,Sri Lanka
99,NL McCullum,BAW Mendis,TG Southee,,0,0,0,77,33,35,1,-,17,0,,,bat,New Zealand,1,Central Broward Regional Park Stadium Turf Ground,2010-05-23,New Zealand,Sri Lanka
100,NL McCullum,BAW Mendis,TG Southee,,1,0,1,78,34,36,2,-,17,0,,,bat,New Zealand,1,Central Broward Regional Park Stadium Turf Ground,2010-05-23,New Zealand,Sri Lanka
101,TG Southee,BAW Mendis,NL McCullum,,1,0,1,79,4,7,3,-,17,0,,,bat,New Zealand,1,Central Broward Regional Park Stadium Turf Ground,2010-05-23,New Zealand,Sri Lanka
102,NL McCullum,BAW Mendis,TG Southee,,0,0,0,79,34,37,4,-,17,0,,,bat,New Zealand,1,Central Broward Regional Park Stadium Turf Ground,2010-05-23,New Zealand,Sri Lanka
103,NL McCullum,BAW Mendis,TG Southee,,1,0,1,80,35,38,5,-,17,0,,,bat,New Zealand,1,Central Broward Regional Park Stadium Turf Ground,2010-05-23,New Zealand,Sri Lanka
104,TG Southee,BAW Mendis,NL McCullum,,0,0,0,80,4,8,6,-,17,0,,,bat,New Zealand,1,Central Broward Regional Park Stadium Turf Ground,2010-05-23,New Zealand,Sri Lanka
105,NL McCullum,SL Malinga,TG Southee,,1,0,1,81,36,39,1,-,18,0,,,bat,New Zealand,1,Central Broward Regional Park Stadium Turf Ground,2010-05-23,New Zealand,Sri Lanka
106,TG Southee,SL Malinga,NL McCullum,,0,0,0,81,4,9,2,-,18,bowled,TG Southee,,bat,New Zealand,1,Central Broward Regional Park Stadium Turf Ground,2010-05-23,New Zealand,Sri Lanka
107,AJ McKay,SL Malinga,NL McCullum,,0,0,0,81,0,1,3,-,18,bowled,AJ McKay,,bat,New Zealand,1,Central Broward Regional Park Stadium Turf Ground,2010-05-23,New Zealand,Sri Lanka
