,batter,bowler,non_striker,runs_by_bat,extra_runs,total_runs_delivery,current_team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,extra_type,wicket_type,player_out,fielder,over,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,won,final_team_total
111,LM Jongwe,J Little,Sikandar Raza,1,0,1,150,,2,2,6,6,-,0,,,17,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
112,LM Jongwe,BJ McCarthy,Sikandar Raza,4,0,4,154,,6,3,6,1,-,0,,,18,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
113,LM Jongwe,BJ McCarthy,Sikandar Raza,2,0,2,156,,8,4,6,2,-,0,,,18,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
114,LM Jongwe,BJ McCarthy,Sikandar Raza,1,0,1,157,,9,5,6,3,-,0,,,18,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
115,Sikandar Raza,BJ McCarthy,LM Jongwe,0,1,1,158,,78,46,6,4,wides,0,,,18,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
116,Sikandar Raza,BJ McCarthy,LM Jongwe,1,0,1,159,,79,47,6,5,-,0,,,18,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
117,LM Jongwe,BJ McCarthy,Sikandar Raza,0,1,1,160,,9,6,6,6,wides,0,,,18,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
118,LM Jongwe,BJ McCarthy,Sikandar Raza,4,0,4,164,,13,7,6,7,-,0,,,18,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
119,LM Jongwe,BJ McCarthy,Sikandar Raza,1,0,1,165,,14,8,6,8,-,0,,,18,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
120,LM Jongwe,MR Adair,Sikandar Raza,1,0,1,166,,15,9,6,1,-,0,,,19,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
121,Sikandar Raza,MR Adair,LM Jongwe,2,0,2,168,,81,48,6,2,-,0,,,19,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
122,Sikandar Raza,MR Adair,LM Jongwe,1,0,1,169,,82,49,6,3,-,0,,,19,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
123,LM Jongwe,MR Adair,Sikandar Raza,4,0,4,173,,19,10,6,4,-,0,,,19,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
124,LM Jongwe,MR Adair,Sikandar Raza,1,0,1,174,,20,11,6,5,-,0,,,19,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
125,Sikandar Raza,MR Adair,LM Jongwe,0,0,0,174,,82,50,7,6,-,bowled,Sikandar Raza,,19,field,Ireland,1,"Bellerive Oval, Hobart",2022,10,Zimbabwe_Ireland_2022-10-17,Zimbabwe,Zimbabwe,Ireland,True,174
