,batter,batter_runs,balls_faced,innings,wickets_fallen,bowling_team,first_ball,strike_rate,last_ball,expected_wickets,expected_runs
30,AJ Finch,44,30,2,0,South Africa,1,146.67,76,6.9900256402024175,38.24810862814773
31,AJ Finch,33,25,2,0,South Africa,1,132.0,28,8.103331586155306,41.70839936717387
32,AJ Finch,1,3,1,0,Sri Lanka,1,33.33,11,7.344224251078769,43.78256967749436
33,AJ Finch,7,6,2,0,Sri Lanka,1,116.67,25,6.557741419755569,47.10719594239726
34,AJ Finch,43,34,1,0,Sri Lanka,1,126.47,69,12.024062822330444,27.89474281331082
35,AJ Finch,12,10,1,0,Sri Lanka,1,120.0,16,8.698131775556629,39.15235464206412
36,AJ Finch,53,32,1,0,Sri Lanka,1,165.62,51,9.312556215918391,36.22929431806145
37,AJ Finch,64,36,1,0,Sri Lanka,1,177.78,65,11.96653552916153,27.117960683708233
38,AJ Finch,0,1,2,0,Sri Lanka,1,0.0,3,9.802110832144141,25.65342346215804
39,AJ Finch,37,25,2,0,Sri Lanka,1,148.0,53,10.658222587648543,28.882031452104894
40,AJ Finch,8,12,1,0,Sri Lanka,1,66.67,29,9.31578526794936,36.30893695711565
41,AJ Finch,25,20,1,0,Sri Lanka,1,125.0,47,9.471259792470937,34.92798078065338
42,AJ Finch,8,12,1,0,Sri Lanka,1,66.67,23,9.277203595610459,37.10833619765428
43,AJ Finch,29,19,1,0,Sri Lanka,1,152.63,34,9.061984049678113,37.11734849190643
44,AJ Finch,4,6,2,0,West Indies,1,66.67,7,7.714194903051621,45.125281947736994
45,AJ Finch,16,11,1,0,West Indies,1,145.45,22,8.652838763263166,41.01046601106156
46,AJ Finch,30,31,1,0,West Indies,1,96.77,71,8.328852098401809,35.03922948229557
47,AJ Finch,53,37,1,0,West Indies,1,143.24,69,9.840569961041727,35.25761733045707
48,AJ Finch,15,19,1,1,West Indies,12,78.95,63,8.702957437698949,36.06455647368837
49,AJ Finch,172,76,1,0,Zimbabwe,1,226.32,118,10.070875870274243,33.592377103818635
50,AJ Finch,71,45,2,0,Bangladesh,1,157.78,91,7.378083042545843,44.72620436732495
51,AJ Finch,40,20,2,0,Bangladesh,1,200.0,30,4.812132575672477,38.32894607526989
52,AJ Finch,156,63,1,0,England,1,247.62,104,8.586560958211235,38.326283549561694
53,AJ Finch,5,5,2,0,England,1,100.0,8,8.640313645199543,40.02826913490045
54,AJ Finch,20,5,2,3,England,80,400.0,87,1.6275458898860393,40.06628040734752
55,AJ Finch,84,41,2,0,England,1,204.88,92,9.476485296734195,34.38177866558651
56,AJ Finch,46,32,2,0,England,1,143.75,66,9.883690632849651,34.51110447208073
57,AJ Finch,39,26,2,0,England,1,150.0,64,9.989879583833922,33.25178619145229
58,AJ Finch,12,7,2,2,England,52,171.43,63,5.249262142902697,39.11647664188795
59,AJ Finch,13,13,2,0,England,1,100.0,22,9.011675573977849,38.97170255597389
60,AJ Finch,0,1,2,1,England,1,0.0,1,3.447408798061979,40.5442023813873
61,AJ Finch,89,52,1,0,India,1,171.15,99,8.192366014803042,41.322145444711154
62,AJ Finch,43,33,1,0,India,1,130.3,78,7.967833716957774,40.44296372728981
63,AJ Finch,8,8,2,0,India,0,100.0,17,11.018775900673864,26.453377637181458
64,AJ Finch,0,1,2,2,India,13,0.0,13,10.882597259109435,27.473722759493825
65,AJ Finch,8,7,2,1,India,15,114.29,24,10.889562487193086,26.72731896642262
66,AJ Finch,35,26,2,0,India,1,134.62,46,9.83819680768683,34.92454427538398
67,AJ Finch,22,13,2,0,India,1,169.23,21,10.06637250349083,33.68664331489875
68,AJ Finch,36,12,2,3,New Zealand,93,300.0,113,1.8234069510620177,43.40774282663572
69,AJ Finch,18,12,2,3,New Zealand,64,150.0,88,3.056688712932474,37.43426653681885
70,AJ Finch,1,2,2,0,New Zealand,1,50.0,5,9.113121355566333,34.91930784018666
71,AJ Finch,12,14,2,0,New Zealand,1,85.71,48,9.696217945161923,34.537465215197116
72,AJ Finch,5,7,2,0,New Zealand,1,71.43,15,9.180576738213476,35.92201769059833
73,AJ Finch,13,11,2,0,New Zealand,1,118.18,24,8.991129952055015,33.57286810552741
74,AJ Finch,68,33,2,0,Pakistan,1,206.06,65,7.176599747262933,35.698161946081534
75,AJ Finch,16,11,2,0,Pakistan,1,145.45,26,8.111435629185179,40.76160067280389
76,AJ Finch,0,3,2,0,Pakistan,1,0.0,3,10.295808737044394,28.710358510880468
77,AJ Finch,3,10,2,0,Pakistan,1,30.0,39,11.23655852774597,28.562675058159567
78,AJ Finch,1,3,2,0,Pakistan,1,33.33,11,11.39946413616581,26.612729894691192
79,AJ Finch,0,1,2,0,Pakistan,1,0.0,3,9.43732937789628,35.84153593200119
80,AJ Finch,55,45,2,0,Pakistan,1,122.22,109,9.137706144468993,34.69009563104316
81,AJ Finch,5,5,2,0,South Africa,1,100.0,9,2.98746379392666,40.144750956919616
82,AJ Finch,39,27,2,0,South Africa,1,144.44,49,9.352988040545025,31.151068379108274
83,AJ Finch,40,18,1,0,South Africa,1,222.22,43,9.635382342254685,34.12660217519249
84,AJ Finch,2,4,2,0,South Africa,1,50.0,4,9.124905588425941,38.94917887707245
85,AJ Finch,7,6,2,0,South Africa,1,116.67,12,5.755055298760362,29.423529611691922
86,AJ Finch,42,27,1,0,South Africa,1,155.56,50,10.457575062822933,26.757411571900843
87,AJ Finch,14,12,2,0,South Africa,1,116.67,28,11.064077699077517,28.873978354891324
88,AJ Finch,55,37,1,0,South Africa,1,148.65,76,10.339681519678386,28.611506015632276
89,AJ Finch,0,5,2,0,South Africa,1,0.0,11,10.79313319832454,29.37346868370105
90,AJ Finch,37,22,2,0,Sri Lanka,1,168.18,41,9.16420831022542,35.66271945557301
91,AJ Finch,35,36,2,1,Sri Lanka,2,97.22,85,7.959089606033185,39.27334349434346
92,AJ Finch,2,5,2,1,Sri Lanka,26,40.0,38,8.091276594640627,31.888878965144315
93,AJ Finch,61,40,2,0,Sri Lanka,1,152.5,84,7.027073338202898,41.15585764954622
94,AJ Finch,24,13,2,0,Sri Lanka,1,184.62,16,8.35794306897044,39.0848175567006
95,AJ Finch,31,42,2,0,Sri Lanka,1,73.81,99,7.969232319022004,40.130564299981096
96,AJ Finch,4,5,2,0,West Indies,1,80.0,7,8.853487467916318,34.50023746087568
97,AJ Finch,6,8,2,0,West Indies,1,75.0,19,9.890072343714294,33.08609367331569
98,AJ Finch,34,23,2,0,West Indies,1,147.83,56,10.833829310150396,33.14284079255218
99,AJ Finch,9,10,2,0,West Indies,1,90.0,21,8.662394572557586,36.0187437072471
100,AJ Finch,58,53,2,2,West Indies,13,109.43,103,8.888905671662771,35.27082540649267
101,AJ Finch,3,5,2,0,Zimbabwe,1,60.0,13,9.523077296669445,35.99697968637616
102,M Klinger,38,32,1,0,Sri Lanka,1,118.75,63,5.082892416225749,49.03705008674532
103,M Klinger,43,37,1,0,Sri Lanka,1,116.22,80,2.234567901234568,122.14901138121547
104,M Klinger,62,42,1,0,Sri Lanka,1,147.62,111,1.7530864197530864,136.83080154929578
105,TM Head,2,5,2,2,India,55,40.0,66,6.49526236703492,27.56806267115296
106,TM Head,26,19,1,3,India,56,136.84,102,7.08513941660724,26.756149576344846
107,TM Head,9,16,1,2,India,40,56.25,81,1.8557082401803864,50.57674367543717
108,TM Head,45,22,1,0,New Zealand,1,204.55,40,12.229676074587301,28.393278602165914
109,TM Head,33,30,1,0,New Zealand,1,110.0,55,6.0865234276331455,30.234821600212165
110,TM Head,19,11,1,3,Pakistan,95,172.73,115,2.5506369483454545,31.169155630545845
111,TM Head,6,3,1,0,South Africa,1,200.0,3,9.167317540310906,35.50894234530465
112,TM Head,31,25,1,1,Sri Lanka,64,124.0,112,5.009441996167622,34.29008862292699
113,TM Head,4,4,1,3,Sri Lanka,81,100.0,86,4.06341165373753,31.31239727655183
114,TM Head,30,16,1,2,Sri Lanka,85,187.5,110,3.225606230614991,30.85831092936053
115,TM Head,6,13,2,4,England,71,46.15,95,4.725769630312751,29.310023728522985
116,TM Head,15,10,2,2,England,23,150.0,44,9.01462079398105,30.092389485881043
117,TM Head,48,34,2,2,India,18,141.18,93,6.733953117821859,37.800233465589415
118,TM Head,35,18,2,0,India,1,194.44,34,12.492026244375818,30.1684252520421
119,TM Head,31,16,2,0,India,1,193.75,28,11.488367161617273,30.19370247487534
120,TM Head,28,18,2,0,India,1,155.56,29,11.81956795047104,30.581787888921504
121,TM Head,24,15,2,0,New Zealand,1,160.0,22,12.472828549431673,29.636885373273522
122,TM Head,20,18,2,1,Pakistan,21,111.11,65,8.112756187552243,26.51645569357433
123,TM Head,7,4,2,1,Pakistan,27,175.0,32,9.070387687146187,30.91928478398235
124,TM Head,26,14,2,0,Pakistan,1,185.71,21,10.621740261685119,32.30933082010375
125,TM Head,18,17,2,0,South Africa,1,105.88,27,8.947969311006563,33.20365880496951
126,TM Head,91,47,2,1,South Africa,1,193.62,101,11.944898642720341,26.600872849904448
127,TM Head,45,18,1,2,Sri Lanka,81,250.0,120,4.015838328932988,30.56753034991225
128,TM Head,9,10,2,5,Sri Lanka,91,90.0,107,2.4298209655866243,29.524813151276774
129,TM Head,48,42,2,1,Zimbabwe,14,114.29,110,11.545282615307658,27.33697653979773
130,MC Henriques,30,25,1,2,Bangladesh,35,120.0,86,8.898484504560194,21.58831426874465
131,MC Henriques,8,9,1,3,India,60,88.89,74,2.4452965277812524,32.54584836474251
132,MC Henriques,26,18,1,3,India,77,144.44,111,3.2538045467840604,31.82664432083131
133,MC Henriques,5,2,1,3,India,111,250.0,120,1.1235692383410125,22.271613663033648
134,MC Henriques,1,1,1,6,New Zealand,113,100.0,114,0.8483449305301467,22.30554968740697
135,MC Henriques,17,10,1,2,Sri Lanka,70,170.0,91,5.030465319431414,26.51197086775152
136,MC Henriques,56,37,1,2,Sri Lanka,41,151.35,120,7.807663834260215,25.408040639443914
137,MC Henriques,2,3,1,4,Sri Lanka,111,66.67,120,0.4403588924973853,22.167010060000003
138,MC Henriques,33,29,1,3,West Indies,68,113.79,117,3.9433228564714993,24.969221031042817
139,MC Henriques,6,5,1,3,West Indies,71,120.0,76,5.32863230456419,24.018941950709003
140,MC Henriques,1,2,2,2,Bangladesh,11,50.0,13,11.436725891033241,21.566207177648543
141,MC Henriques,2,3,2,2,Bangladesh,81,66.67,85,3.788629954508259,24.34606470084038
142,MC Henriques,4,9,2,3,Bangladesh,33,44.44,48,7.200678898129562,24.71945666765341
143,MC Henriques,3,7,2,4,Bangladesh,54,42.86,65,4.870365065919529,22.079646709131676
144,MC Henriques,12,12,1,5,India,82,100.0,106,4.564714613606844,20.470162520448856
145,MC Henriques,62,46,2,1,India,10,134.78,93,9.269302569829705,29.56799046479236
146,MC Henriques,30,20,2,3,India,64,150.0,106,4.998269226674641,28.29865371099731
147,MC Henriques,1,3,2,1,Sri Lanka,52,33.33,55,4.574209855609739,31.195608532258476
148,MC Henriques,16,8,2,3,West Indies,32,200.0,47,7.607350861472722,25.562446578460253
149,MC Henriques,19,21,2,3,West Indies,48,90.48,92,7.3966065372352165,23.409282233460754
150,MC Henriques,21,14,2,2,West Indies,26,150.0,58,7.864901815195747,30.505945991142493
151,AJ Turner,3,7,1,4,Bangladesh,98,42.86,110,2.4266479663394107,13.397328516934461
152,AJ Turner,8,15,2,3,Pakistan,79,53.33,111,5.070673211781206,11.496785055000982
153,AJ Turner,18,12,1,3,Sri Lanka,92,150.0,113,2.579242636746143,22.981986710168567
154,AJ Turner,7,6,1,4,Sri Lanka,87,116.67,96,3.471584852734923,19.16520633150725
155,AJ Turner,1,2,1,4,Sri Lanka,112,50.0,114,0.391304347826087,24.00004
156,AJ Turner,1,1,1,2,Sri Lanka,118,100.0,120,0.2608695652173913,24.000040000000002
157,AJ Turner,22,15,2,3,Sri Lanka,78,146.67,106,3.7703085553997195,17.62495536468234
158,AJ Turner,24,22,1,4,West Indies,72,109.09,120,3.2572791023842917,15.067974974595685
159,AJ Turner,6,10,1,4,West Indies,77,60.0,91,6.157391304347826,11.26573195876289
160,AJ Turner,8,10,2,5,Bangladesh,81,80.0,105,6.497769985974754,8.919139970342615
161,AJ Turner,9,20,2,5,Bangladesh,58,45.0,114,7.480848527349229,12.825793711665787
162,AJ Turner,1,3,2,5,Bangladesh,64,33.33,68,6.086739130434783,9.649551055394834
163,AJ Turner,0,5,2,4,India,93,0.0,98,3.2734782608695654,17.02120972240669
164,AJ Turner,2,2,2,5,South Africa,104,100.0,107,0.9565217391304348,24.00004
165,JP Faulkner,5,3,2,5,Bangladesh,99,166.67,111,1.8896918684152724,15.576703531398921
166,JP Faulkner,10,7,2,6,India,91,142.86,104,4.608342012597332,13.85993266675994
167,JP Faulkner,10,7,2,5,India,93,142.86,102,4.055703162086141,15.99334256174597
168,JP Faulkner,2,4,2,6,New Zealand,110,50.0,115,1.6295619274342679,10.188738286332924
169,JP Faulkner,7,12,2,4,Pakistan,53,58.33,84,4.793561048880198,16.755743627957575
170,JP Faulkner,41,33,1,4,South Africa,63,124.24,120,7.924175115664477,15.423259609495846
171,JP Faulkner,9,8,2,5,South Africa,78,112.5,95,6.6225193246469845,12.351279926897034
172,JP Faulkner,14,7,1,5,Sri Lanka,113,200.0,120,1.3664137281158557,14.982006971071833
173,JP Faulkner,1,2,1,5,Sri Lanka,97,50.0,102,4.330010415116798,14.583248987011201
174,JP Faulkner,2,2,1,5,Sri Lanka,115,100.0,116,0.552638850511191,15.428339849999997
175,JP Faulkner,7,6,2,5,West Indies,88,116.67,99,4.960578428663535,15.644367106782777
176,JP Faulkner,13,16,1,5,West Indies,70,81.25,110,6.286472392855372,13.513252694237101
177,JP Faulkner,5,3,1,6,England,116,166.67,120,0.845147760041377,11.820240758268014
178,JP Faulkner,5,5,2,6,England,92,100.0,105,4.25509951041866,15.619832118441009
179,JP Faulkner,10,5,1,7,India,107,200.0,120,2.1194550130720344,13.70183364161502
180,JP Faulkner,10,10,1,5,India,100,100.0,115,3.210555402044764,12.958866859454343
181,JP Faulkner,7,4,2,5,South Africa,115,175.0,120,1.2894906511927788,15.42833985
182,JP Faulkner,1,2,2,2,Sri Lanka,56,50.0,64,5.7166379719571205,19.04233231735188
183,N Dickwella,30,25,2,0,Australia,1,120.0,53,15.79524745620217,18.43562507060686
184,N Dickwella,14,8,2,0,Australia,1,175.0,14,16.06190423203887,19.624857392141696
185,N Dickwella,5,3,1,3,Australia,54,166.67,60,4.197029342684177,22.801572775947417
186,N Dickwella,0,1,1,0,Australia,1,0.0,6,12.457495996051687,20.70614191501682
187,N Dickwella,11,9,2,3,Bangladesh,52,122.22,70,10.592820259894925,14.835000136362058
188,N Dickwella,3,7,2,0,England,1,42.86,17,15.611889846895966,17.499758368735854
189,N Dickwella,11,19,2,3,England,29,57.89,76,13.618523051815586,14.388079328020611
190,N Dickwella,4,3,2,0,India,1,133.33,3,15.247091310738803,18.698994725583837
191,N Dickwella,1,2,1,0,India,1,50.0,3,12.819084690565719,18.341455390573906
192,N Dickwella,13,8,2,0,India,1,162.5,10,13.805645191202107,18.123526031180983
193,N Dickwella,25,19,2,0,India,1,131.58,27,14.106526243613148,19.074535810814957
194,N Dickwella,18,10,2,0,New Zealand,1,180.0,25,11.470673856230773,24.106902825922067
195,N Dickwella,43,19,2,0,South Africa,1,226.32,31,7.793520570754353,21.29674625134591
196,N Dickwella,22,15,2,0,South Africa,1,146.67,30,14.127790859737006,19.874482343889035
197,N Dickwella,68,51,2,0,South Africa,1,133.33,92,15.874031926663507,17.956546976651563
198,N Dickwella,0,2,1,0,South Africa,1,0.0,2,19.199176588405475,16.861403326822877
199,N Dickwella,20,15,2,0,South Africa,1,133.33,23,15.69560970784961,17.710843680126473
200,N Dickwella,38,22,2,0,South Africa,1,172.73,32,14.027422326075936,17.912706565689508
201,N Dickwella,3,3,1,3,England,76,100.0,81,5.510601733367952,16.467880349708555
202,N Dickwella,17,14,1,0,India,1,121.43,27,15.069688916690142,18.603551244478847
203,N Dickwella,1,6,1,0,India,1,16.67,11,14.878256246677298,17.97950281033374
204,N Dickwella,33,25,1,2,New Zealand,56,132.0,117,8.747824602169766,19.429729987709404
205,N Dickwella,39,30,1,2,New Zealand,39,130.0,95,9.829982647608107,18.90029786016026
206,N Dickwella,24,15,1,2,New Zealand,41,160.0,74,7.849121403588968,20.07227967297859
207,N Dickwella,33,29,1,0,West Indies,1,113.79,60,15.080983175230418,16.90926626182008
208,N Dickwella,0,0,1,6,West Indies,117,0.0,120,0.0,0.0
209,N Dickwella,4,6,1,1,West Indies,14,66.67,22,13.664360365706756,17.132751459595404
210,WU Tharanga,4,8,1,0,Australia,1,50.0,12,12.705555555555554,16.395673458679493
211,WU Tharanga,0,2,2,0,Australia,1,0.0,6,16.548804254887468,21.246289736985645
212,WU Tharanga,4,4,2,0,Australia,1,100.0,5,15.476965349332637,21.00811061220215
213,WU Tharanga,14,12,2,0,Australia,1,116.67,22,16.63913380577656,19.247229677834387
214,WU Tharanga,23,14,1,0,Bangladesh,1,164.29,31,18.24391178644407,11.993787985896038
215,WU Tharanga,4,7,2,1,Bangladesh,30,57.14,51,13.389390678666146,14.361867139062122
216,WU Tharanga,34,25,1,0,England,0,136.0,47,15.27111111111111,19.599218931897557
217,WU Tharanga,23,16,2,0,India,1,143.75,29,13.026283349999275,22.68225187962125
218,WU Tharanga,47,29,2,0,India,1,162.07,80,14.000904018665857,22.534296326821334
219,WU Tharanga,17,18,2,3,India,54,94.44,88,8.659363795776994,19.032392435154865
220,WU Tharanga,6,10,2,0,New Zealand,1,60.0,25,12.358685781777606,13.386937164786735
221,WU Tharanga,0,3,1,0,New Zealand,1,0.0,3,16.25696534933264,17.319618019088566
222,WU Tharanga,37,25,2,0,New Zealand,1,148.0,45,18.555555555555557,13.776752694610778
223,WU Tharanga,0,2,2,0,Pakistan,1,0.0,2,20.945172238888166,13.515523136849936
224,WU Tharanga,12,13,1,0,Pakistan,0,92.31,20,14.428505572221498,20.40797146496605
225,WU Tharanga,20,11,2,0,South Africa,1,181.82,25,18.252896250887645,17.621105471651312
226,WU Tharanga,24,23,2,0,Bangladesh,1,104.35,41,16.21029868266597,18.972952690185636
227,WU Tharanga,23,21,2,1,Bangladesh,3,109.52,29,15.011260452444096,18.11645137072561
228,WU Tharanga,25,13,1,2,Bangladesh,94,192.31,118,3.4183333333333334,16.489506582155045
229,WU Tharanga,32,14,1,4,Bangladesh,91,228.57,120,4.062574670666493,19.134050768658806
230,WU Tharanga,5,5,1,2,Bangladesh,25,100.0,32,14.046409793777082,14.836097127988094
231,WU Tharanga,5,4,2,1,India,6,125.0,13,14.517371563555207,18.750248198051835
232,WU Tharanga,5,4,1,0,India,1,125.0,14,17.476658695998726,17.93618765764234
233,WU Tharanga,11,11,1,0,India,1,100.0,21,11.887777777777776,24.807936816524908
234,WU Tharanga,22,24,1,2,India,20,91.67,64,14.056758256887381,18.507186027228855
235,EMDY Munaweera,44,29,2,1,Australia,6,151.72,64,16.786238102668122,16.338531499586367
236,EMDY Munaweera,10,4,2,1,Australia,6,250.0,26,10.028807146200656,31.58420093061609
237,EMDY Munaweera,37,25,2,0,Australia,1,148.0,49,11.573736321884306,26.94096541757355
238,EMDY Munaweera,1,4,2,0,Pakistan,1,25.0,8,15.780118142286323,17.443072194903067
239,EMDY Munaweera,5,5,1,0,Bangladesh,1,100.0,16,16.80217102986968,16.0573523219334
240,EMDY Munaweera,8,6,2,1,Bangladesh,42,133.33,52,7.267772222486042,28.136715590413882
241,EMDY Munaweera,4,3,2,0,Bangladesh,1,133.33,15,12.313255985129608,20.561861972638507
242,EMDY Munaweera,53,29,1,1,India,15,182.76,68,18.655531962525522,13.215161084402807
243,EMDY Munaweera,4,4,2,0,New Zealand,1,100.0,12,4.534482758620689,29.148973992395444
244,EMDY Munaweera,0,2,1,0,Pakistan,1,0.0,3,12.761875284077417,20.41518775262304
245,EMDY Munaweera,19,20,1,0,Pakistan,1,95.0,40,14.628430128826988,19.36276329760292
246,EMDY Munaweera,13,14,2,1,South Africa,5,92.86,38,3.9314092953523234,26.786358806368582
247,EMDY Munaweera,17,19,1,0,Zimbabwe,1,89.47,39,13.544117647058822,21.57132768729642
248,DAS Gunaratne,52,37,2,2,Australia,54,140.54,103,8.252666028513492,20.503635966288925
249,DAS Gunaratne,84,46,2,3,Australia,22,182.61,120,8.425968083025126,31.080103487168536
250,DAS Gunaratne,4,5,2,2,Australia,46,80.0,57,7.714591271430923,22.52691087388817
251,DAS Gunaratne,4,12,1,2,India,7,33.33,26,6.75902825264034,28.506514960154682
252,DAS Gunaratne,4,4,2,3,India,45,100.0,54,6.8710752182297545,23.807764404323546
253,DAS Gunaratne,0,1,2,3,India,85,0.0,89,2.884815447964897,22.16043318996325
254,DAS Gunaratne,10,6,2,6,South Africa,50,166.67,60,0.3783333333333333,81.22466960352423
255,DAS Gunaratne,3,5,2,4,South Africa,88,60.0,95,3.667911577744447,20.166159524893956
256,DAS Gunaratne,11,6,2,5,South Africa,106,183.33,119,0.49,85.83673469387756
257,DAS Gunaratne,17,18,2,2,Bangladesh,53,94.44,93,5.990345627486236,27.281036882103596
258,DAS Gunaratne,0,1,2,3,Bangladesh,30,0.0,31,5.566389838614012,39.86348179581513
259,DAS Gunaratne,36,37,1,3,India,22,97.3,105,5.488623188405797,46.70982707312887
260,TAM Siriwardana,15,11,2,3,Australia,65,136.36,105,5.631439321826047,27.22111723833561
261,TAM Siriwardana,0,1,2,5,Australia,27,0.0,27,8.486969196239794,32.59675316396464
262,TAM Siriwardana,35,27,2,3,Australia,50,129.63,99,6.063706173085631,31.198652210374576
263,TAM Siriwardana,3,4,2,4,Bangladesh,81,75.0,90,4.422884128456709,28.33254192524491
264,TAM Siriwardana,7,7,2,1,England,4,100.0,17,10.854745111028505,33.21321194670043
265,TAM Siriwardana,21,14,2,3,India,70,150.0,108,4.199503004228173,25.08838543368631
266,TAM Siriwardana,28,20,2,5,India,69,140.0,120,4.524934082311132,29.84570770388386
267,TAM Siriwardana,4,2,1,3,India,14,200.0,31,7.878019136381683,26.160514011477385
268,TAM Siriwardana,22,17,1,4,India,67,129.41,97,5.798212409113603,25.149416701395452
269,TAM Siriwardana,42,30,2,4,New Zealand,31,140.0,102,10.850861861738903,21.43732847804613
270,TAM Siriwardana,0,1,1,4,New Zealand,59,0.0,63,4.702834994882242,18.59528988262744
271,TAM Siriwardana,4,4,1,4,Pakistan,106,100.0,120,2.4348066321824913,14.289804184085298
272,TAM Siriwardana,15,9,1,2,South Africa,31,166.67,56,5.570307705794688,44.12055006303066
273,TAM Siriwardana,0,1,2,5,Bangladesh,32,0.0,32,7.892597319322113,31.083106115069207
274,TAM Siriwardana,35,18,2,4,Pakistan,61,194.44,93,7.899898965901517,20.743899473567385
275,TAM Siriwardana,23,19,1,4,Pakistan,58,121.05,109,8.15747968916487,19.65884882471803
276,TAM Siriwardana,15,10,2,4,West Indies,85,150.0,104,2.8133669609079446,36.871780838189146
277,TAM Siriwardana,0,3,1,4,West Indies,50,0.0,52,5.115630753046374,43.862014447852765
278,CK Kapugedera,12,15,2,5,Australia,43,80.0,70,6.583961869533089,24.62907641527693
279,CK Kapugedera,10,7,2,4,Australia,104,142.86,120,1.754450031164601,24.814214840363018
280,CK Kapugedera,32,32,2,5,Australia,28,100.0,75,10.529797259368166,19.74933181310637
281,CK Kapugedera,7,6,2,4,Australia,58,116.67,70,6.583576384809728,19.925074508540266
282,CK Kapugedera,12,7,2,6,Bangladesh,104,171.43,120,1.4898623825246022,22.522456029220468
283,CK Kapugedera,22,15,1,5,England,73,146.67,112,4.145269659813106,22.721716011171768
284,CK Kapugedera,16,26,1,4,England,55,61.54,99,4.746399554750384,27.78644074917877
285,CK Kapugedera,30,27,2,4,England,19,111.11,78,11.562806291908,19.529712277376333
286,CK Kapugedera,47,20,1,3,India,82,235.0,114,2.8317733204014504,32.59464284624126
287,CK Kapugedera,2,4,1,4,India,78,50.0,87,3.1879878872434917,26.247606000897242
288,CK Kapugedera,37,16,2,4,India,89,231.25,120,3.294729133932895,24.809125933344426
289,CK Kapugedera,25,26,2,2,India,28,96.15,69,7.880354164463084,24.015334342894246
290,CK Kapugedera,32,27,2,3,India,21,118.52,68,9.509958965554073,23.787547435208094
291,CK Kapugedera,30,32,1,2,India,23,93.75,104,8.603496613132252,25.202977318434478
292,CK Kapugedera,12,12,1,0,New Zealand,1,100.0,22,11.353297196650944,23.197826625880175
293,CK Kapugedera,11,10,1,3,New Zealand,95,110.0,118,1.9988757950112597,24.23468237541349
294,CK Kapugedera,7,11,2,3,New Zealand,58,63.64,76,5.684099377619672,24.971401900337657
295,CK Kapugedera,17,15,2,6,New Zealand,89,113.33,118,3.6132726042400165,18.530600188159053
296,CK Kapugedera,27,28,1,2,Pakistan,46,96.43,99,7.9842394970527755,21.809076501810377
297,CK Kapugedera,17,20,2,3,Pakistan,71,85.0,114,4.5760337506308035,24.205986239662412
