,batter,batter_runs,balls_faced,innings,wickets_fallen,bowling_team,first_ball,strike_rate,last_ball,expected_wickets,expected_runs
7259,SS Iyer,17,16,1,3,New Zealand,67,106.25,102,4.983472812157048,27.50827488525283
7260,SS Iyer,1,7,1,2,New Zealand,28,14.29,39,8.348731604169828,30.686774009125106
7261,SS Iyer,33,31,1,2,New Zealand,70,106.45,120,4.26010837816685,31.958844215739266
7262,SS Iyer,5,8,2,3,New Zealand,101,62.5,114,1.6560896148525015,31.56521816885847
7263,SS Iyer,0,1,2,3,New Zealand,17,0.0,17,6.095182760397564,31.73166869690133
7264,SS Iyer,1,4,2,1,South Africa,3,25.0,10,8.722227625621228,37.35768016909469
7265,SS Iyer,30,32,2,1,Sri Lanka,21,93.75,80,8.171315511521698,35.66265304394448
7266,SS Iyer,74,44,2,1,Sri Lanka,7,168.18,103,8.882939587630467,30.199361073394215
7267,SS Iyer,73,45,2,1,Sri Lanka,11,162.22,101,10.243451851699275,28.161475660389417
7268,SS Iyer,24,27,2,1,West Indies,11,88.89,69,7.350729339041312,40.94527714432943
7269,MD Gunathilaka,33,20,2,2,Afghanistan,55,165.0,100,8.854726167782857,17.069427911834044
7270,MD Gunathilaka,11,13,2,0,Australia,1,84.62,21,22.250375272788496,11.673472326448929
7271,MD Gunathilaka,21,22,1,0,Australia,1,95.45,32,18.59926885230232,11.026018368169057
7272,MD Gunathilaka,1,5,2,0,Australia,0,20.0,12,15.90334231627839,16.431439052438847
7273,MD Gunathilaka,0,1,2,0,Australia,1,0.0,5,16.53556346542058,16.707951959287705
7274,MD Gunathilaka,15,12,2,0,Australia,1,125.0,20,17.00736193690725,16.975643904741958
7275,MD Gunathilaka,30,15,2,0,Bangladesh,1,200.0,29,14.58656294053397,18.361653879114268
7276,MD Gunathilaka,11,6,2,2,Bangladesh,37,183.33,46,11.230505403975421,17.40852908817387
7277,MD Gunathilaka,26,16,1,0,England,1,162.5,41,15.913300100017922,15.821511466356148
7278,MD Gunathilaka,4,2,2,0,England,1,200.0,2,20.186439454856604,12.701103162515158
7279,MD Gunathilaka,9,18,2,0,India,1,50.0,27,14.274581035574702,18.39062522015595
7280,MD Gunathilaka,2,7,2,0,India,0,28.57,20,16.6070039780273,17.59003010937436
7281,MD Gunathilaka,19,12,2,0,India,1,158.33,30,15.923793042692655,17.747972436108153
7282,MD Gunathilaka,20,21,1,0,India,0,95.24,46,19.22521466286543,12.627341970277758
7283,MD Gunathilaka,1,2,2,0,India,1,50.0,6,19.683805254249677,11.892240193214766
7284,MD Gunathilaka,1,7,2,2,India,71,14.29,83,6.794137210854134,17.888384680520886
7285,MD Gunathilaka,46,29,2,0,New Zealand,1,158.62,57,16.739812300027552,16.90993930675878
7286,MD Gunathilaka,8,6,1,0,New Zealand,1,133.33,12,12.32951911011961,17.15022119771455
7287,MD Gunathilaka,9,7,2,0,Pakistan,1,128.57,22,15.883970772375813,18.01889805147195
7288,MD Gunathilaka,57,38,1,0,Pakistan,1,150.0,58,21.421502218246715,11.233869947506237
7289,MD Gunathilaka,15,10,1,0,Pakistan,1,150.0,14,22.89456946466083,11.081232184409563
7290,MD Gunathilaka,8,9,1,0,Pakistan,1,88.89,18,21.661512733493822,12.384051072537089
7291,MD Gunathilaka,0,4,2,1,Pakistan,3,0.0,8,15.706520975501277,16.229439377287974
7292,MD Gunathilaka,17,17,1,2,Afghanistan,7,100.0,44,10.895881598504998,17.064024449890386
7293,MD Gunathilaka,9,5,1,0,Australia,1,180.0,13,14.33193846042354,17.052086894934778
7294,MD Gunathilaka,17,17,1,0,Australia,1,100.0,27,16.723300385860203,16.11221372473961
7295,MD Gunathilaka,26,15,1,0,Australia,0,173.33,26,12.878035011762947,17.869061529170185
7296,MD Gunathilaka,4,4,1,0,Australia,1,100.0,5,14.894409088398668,17.82539464467901
7297,MD Gunathilaka,42,37,1,0,Bangladesh,1,113.51,66,16.27488532498802,17.803069835161086
7298,MD Gunathilaka,26,19,1,0,Bangladesh,1,136.84,27,15.531946939388936,18.960372524398153
7299,MD Gunathilaka,4,7,1,0,Bangladesh,1,57.14,13,15.93764367885421,18.301079248433116
7300,MD Gunathilaka,19,16,1,0,England,1,118.75,27,15.883717486612271,16.818760483820306
7301,MD Gunathilaka,3,4,1,0,England,1,75.0,9,15.422204977966715,16.496611240965514
7302,MD Gunathilaka,3,8,1,4,India,52,37.5,70,11.558160000449849,12.279082483239225
7303,MD Gunathilaka,17,8,1,0,India,1,212.5,13,15.722249869262303,16.888092493625933
7304,MD Gunathilaka,38,29,1,0,India,1,131.03,52,16.071544693063487,16.51024248556043
7305,MD Gunathilaka,0,1,1,0,India,1,0.0,6,19.758365806890577,11.609518329699297
7306,MD Gunathilaka,30,25,1,0,New Zealand,1,120.0,53,20.986780895165538,11.207163269817174
7307,MD Gunathilaka,18,11,1,0,Pakistan,1,163.64,22,15.828078815843881,15.807322727604227
7308,MD Gunathilaka,51,48,1,0,Pakistan,1,106.25,101,16.958576060693044,16.784323694472242
7309,MD Gunathilaka,1,4,1,2,Pakistan,21,25.0,31,13.679996095282318,16.35155071989687
7310,MD Gunathilaka,4,6,1,0,West Indies,1,66.67,18,13.546474715217053,17.498040263843066
7311,MD Gunathilaka,56,42,1,0,West Indies,1,133.33,65,19.593278851945563,13.217902524481435
7312,MD Gunathilaka,9,9,1,0,West Indies,1,100.0,13,20.541013961587787,12.53399225965468
7313,S Samarawickrama,23,12,2,3,Afghanistan,52,191.67,89,6.176413982717989,26.950806805658452
7314,S Samarawickrama,5,2,2,4,India,87,250.0,92,2.7302435192458763,25.654737207964093
7315,S Samarawickrama,8,12,2,1,India,17,66.67,42,8.18600500785546,27.42569297044878
7316,S Samarawickrama,6,13,2,1,India,36,46.15,72,6.4309701492537314,24.07607816652161
7317,S Samarawickrama,0,1,2,0,New Zealand,1,0.0,5,11.76154316138605,23.032167317071366
7318,S Samarawickrama,4,7,2,1,Pakistan,9,57.14,17,11.075902559570569,22.906440232337754
7319,S Samarawickrama,12,12,1,0,Pakistan,1,100.0,24,10.758818571615606,25.771521115850863
7320,S Samarawickrama,25,24,1,2,Afghanistan,26,104.17,85,8.25269294972506,26.868771363581065
7321,S Samarawickrama,51,42,1,2,Afghanistan,27,121.43,120,6.966223978790259,29.588494516909634
7322,S Samarawickrama,61,47,1,2,Bangladesh,28,129.79,120,7.693855557737628,30.748073995499286
7323,S Samarawickrama,7,11,1,2,Bangladesh,53,63.64,74,4.170856245090338,35.87247586778416
7324,S Samarawickrama,7,7,1,6,Bangladesh,108,100.0,120,0.6567409662215239,45.88564068627818
7325,S Samarawickrama,21,17,1,2,India,19,123.53,51,8.097532894736842,31.093292645177016
7326,S Samarawickrama,23,23,1,1,Pakistan,4,100.0,50,12.050825368770184,18.135078163721065
7327,S Samarawickrama,32,31,1,1,Pakistan,41,103.23,98,9.157744446626516,18.88891538829973
7328,S Samarawickrama,16,12,1,2,Zimbabwe,11,133.33,28,11.601439622065115,20.887947349146657
7329,S Samarawickrama,9,7,2,2,Zimbabwe,27,128.57,43,10.344860674696694,19.92676329650461
7330,ML Udawatte,16,20,1,0,Pakistan,1,80.0,45,25.50689655172414,8.874940921995403
7331,ML Udawatte,25,19,2,0,Pakistan,0,131.58,42,25.48620689655172,8.968314937085646
7332,ML Udawatte,11,13,2,2,Pakistan,18,84.62,52,19.66551724137931,10.113070384008417
7333,ML Udawatte,0,1,2,1,New Zealand,6,0.0,7,24.90344827586207,8.57101063417336
7334,ML Udawatte,11,8,2,0,Pakistan,0,137.5,23,25.410344827586208,8.775638092007057
7335,ML Udawatte,8,9,1,3,Pakistan,51,88.89,67,11.944827586206896,8.972106062355657
7336,ML Udawatte,0,1,1,7,Pakistan,113,0.0,113,1.793103448275862,7.9184667307692305
7337,SS Pathirana,14,10,2,7,Pakistan,103,140.0,116,9.136363636363637,3.855709054726368
7338,SS Pathirana,2,2,2,6,Australia,93,100.0,96,14.636363636363637,2.406824596273292
7339,SS Pathirana,6,5,1,6,Australia,78,120.0,85,16.818181818181817,1.4189143783783784
7340,SS Pathirana,4,5,1,4,Pakistan,62,80.0,75,16.454545454545453,3.8646318232044203
7341,SS Pathirana,1,2,1,8,Pakistan,114,50.0,117,2.0,6.24998
7342,PC de Silva,1,2,2,5,India,90,50.0,91,2.6666666666666665,18.12501
7343,PC de Silva,21,20,2,4,Pakistan,53,105.0,94,14.5,9.298855172413793
7344,H Klaasen,20,14,2,2,England,13,142.86,48,16.443235193393384,18.97247325911533
7345,H Klaasen,16,8,2,4,India,91,200.0,106,4.12391752459696,19.61894230848063
7346,H Klaasen,69,30,2,2,India,31,230.0,79,12.079752423685237,21.228870510391353
7347,H Klaasen,7,10,2,2,India,56,70.0,77,8.46260628894393,22.427119201794348
7348,H Klaasen,81,46,2,3,India,34,176.09,102,11.36484479742043,22.259388888216023
7349,H Klaasen,29,24,2,3,India,42,120.83,89,10.30760329257572,22.48927451126943
7350,H Klaasen,8,8,2,3,India,33,100.0,50,8.675108670519553,27.015767629106122
7351,H Klaasen,7,5,2,2,India,48,140.0,56,8.83124643857449,17.66494130642577
7352,H Klaasen,5,5,2,2,India,21,100.0,34,12.151825549557696,18.579131100858966
7353,H Klaasen,12,10,2,3,Pakistan,73,120.0,92,6.864032901804858,19.820266299164626
7354,H Klaasen,17,8,2,4,Pakistan,76,212.5,98,4.767013397028504,20.659834952717066
7355,H Klaasen,36,21,2,2,Pakistan,37,171.43,84,9.929738975903044,20.9127793292386
7356,H Klaasen,15,9,2,3,Pakistan,44,166.67,65,9.954442689823162,18.133758526184927
7357,H Klaasen,12,6,1,2,Australia,32,200.0,50,4.439808182446159,20.779915755092155
7358,H Klaasen,22,18,2,2,Australia,17,122.22,45,12.748867566408888,22.436632784049888
7359,H Klaasen,13,13,1,3,Australia,26,100.0,48,13.02031999420169,21.128047553555284
7360,H Klaasen,66,33,1,2,England,50,200.0,99,9.83927957152458,22.686955724484196
7361,H Klaasen,20,12,1,3,England,82,166.67,102,6.070663728089024,17.50358029359154
7362,H Klaasen,7,10,1,4,England,62,70.0,82,8.188828067299998,22.401386192552433
7363,H Klaasen,19,10,1,2,England,70,190.0,85,6.887461994222292,18.16345848513475
7364,H Klaasen,7,5,1,2,Ireland,108,140.0,120,1.7816755977622185,15.387694614235215
7365,H Klaasen,6,7,1,4,Ireland,95,85.71,120,4.211672193930911,15.962263182988549
7366,H Klaasen,39,15,1,3,Ireland,74,260.0,103,7.666245825604471,17.7633320268937
7367,H Klaasen,5,5,1,5,Pakistan,110,100.0,120,1.35772935928105,22.400546759999997
7368,H Klaasen,5,7,1,3,Pakistan,97,71.43,120,4.792815063569877,13.602091700872387
7369,H Klaasen,2,10,2,2,Pakistan,19,20.0,43,17.278897206595815,17.14761633554354
7370,H Klaasen,0,1,1,3,Pakistan,37,0.0,39,10.924491819596305,23.029188373660823
7371,H Klaasen,50,28,1,2,Pakistan,29,178.57,98,13.039815370234734,20.204971659445913
7372,H Klaasen,15,10,1,3,Pakistan,86,150.0,100,4.4298745208559565,17.866754380371667
7373,H Klaasen,9,12,1,2,Pakistan,52,75.0,77,10.310941244615798,19.58131611945997
7374,H Klaasen,18,16,1,3,Sri Lanka,34,112.5,61,11.50036432804807,16.404515076090675
7375,H Klaasen,2,4,1,2,Sri Lanka,68,50.0,78,5.878231022193379,24.587002357398223
7376,H Klaasen,7,12,1,3,West Indies,68,58.33,88,5.756080705061617,18.200177406803498
7377,H Klaasen,10,11,1,4,West Indies,93,90.91,117,4.321184761484603,18.063323904989225
7378,H Klaasen,1,2,1,4,West Indies,33,50.0,39,5.5845203749495225,17.930662487896303
7379,H Klaasen,16,7,2,4,West Indies,95,228.57,113,4.227900767858705,15.012348559009787
7380,H Klaasen,6,2,2,4,West Indies,110,300.0,111,2.305257112866482,13.59295231109212
7381,H Klaasen,22,15,2,3,Zimbabwe,45,146.67,74,8.397884869354504,24.033463561344764
7382,CJ Dala,2,3,2,8,India,108,66.67,120,0.6,33.18521666666667
7383,CJ Dala,5,7,2,7,Pakistan,94,71.43,107,2.4,20.222237500000002
7384,CJ Dala,12,17,1,7,Sri Lanka,67,70.59,100,1.0,39.36499
7385,CJ Dala,0,1,1,6,Zimbabwe,115,0.0,120,0.0,0.0
7386,T Shamsi,0,2,2,9,Australia,92,0.0,93,9.973828271466068,1.7846707919489324
7387,T Shamsi,0,2,2,9,India,119,0.0,120,1.1499062617172853,1.0435633233337682
7388,T Shamsi,0,1,2,9,India,114,0.0,115,1.5749531308586426,0.6984334825254739
7389,T Shamsi,4,3,2,9,India,91,133.33,101,10.873640794900638,1.7128577586206897
7390,T Shamsi,1,1,2,9,India,82,100.0,83,7.274390701162355,2.8799662900498944
7391,T Shamsi,1,1,2,9,Pakistan,83,100.0,84,12.098687664041996,1.7191947240541476
7392,T Shamsi,2,4,2,9,Australia,80,50.0,87,14.998125234345707,1.78355625
7393,T Shamsi,2,4,2,9,Australia,88,50.0,93,14.098312710911136,1.3778244530614199
7394,T Shamsi,0,1,1,9,Australia,119,0.0,120,0.4,0.5
7395,T Shamsi,0,1,2,9,Pakistan,114,0.0,120,4.399625046869141,1.0682728527842644
7396,T Shamsi,0,3,1,9,Pakistan,112,0.0,117,3.5745781777277843,1.2868651268172948
7397,T Shamsi,0,2,1,9,Sri Lanka,97,0.0,100,0.4,0.5
7398,T Shamsi,0,0,1,8,West Indies,119,0.0,120,0.0,0.0
7399,T Shamsi,0,2,2,7,West Indies,104,0.0,105,10.398875140607425,1.2212859399000495
7400,C Jonker,49,24,2,3,India,78,204.17,120,6.32,25.088607594936708
7401,C Jonker,8,5,1,4,Zimbabwe,103,160.0,114,1.68,23.0
7402,A Dananjaya,4,1,2,7,Afghanistan,114,400.0,120,1.2307692307692308,14.666729999999998
7403,A Dananjaya,7,7,2,6,India,68,100.0,84,8.678571428571429,9.906756049382716
7404,A Dananjaya,5,3,2,6,India,92,166.67,95,5.161538461538462,9.125713263785395
7405,A Dananjaya,1,1,2,9,India,110,100.0,111,1.0769230769230769,14.666730000000001
7406,A Dananjaya,2,7,2,6,South Africa,75,28.57,85,6.032967032967033,5.684285992714026
7407,A Dananjaya,8,4,1,7,South Africa,111,200.0,120,1.7538461538461534,11.017585526315791
7408,A Dananjaya,1,2,2,7,South Africa,84,50.0,106,7.770879120879121,6.914300063635721
7409,A Dananjaya,9,11,2,6,South Africa,64,81.82,91,9.274725274725276,7.502819537914691
7410,A Dananjaya,1,1,1,7,Bangladesh,117,100.0,120,0.25384615384615383,10.464684848484849
7411,A Dananjaya,2,4,1,7,England,107,50.0,120,1.4153846153846155,8.637708695652174
7412,A Dananjaya,11,7,1,7,India,106,157.14,120,1.830769230769231,11.170910924369748
7413,A Dananjaya,5,11,1,6,India,86,45.45,108,5.726923076923077,8.514462189388851
7414,A Dananjaya,0,2,1,7,New Zealand,112,0.0,120,1.0384615384615383,11.842008148148148
7415,A Dananjaya,0,2,1,7,New Zealand,103,0.0,104,1.6153846153846154,14.66673
7416,A Dananjaya,0,0,2,9,West Indies,108,0.0,112,0.0,0.0
7417,A Dananjaya,9,9,1,7,West Indies,105,100.0,120,1.1538461538461535,14.666730000000005
7418,PVD Chameera,5,6,2,7,Australia,95,83.33,103,13.023809523809524,2.959409067641682
7419,PVD Chameera,4,1,2,7,Australia,114,400.0,120,0.2857142857142857,7.39998
7420,PVD Chameera,1,1,2,8,Bangladesh,118,100.0,120,0.8571428571428571,7.39998
7421,PVD Chameera,1,4,2,9,England,107,25.0,113,4.726190476190475,3.164730680100756
7422,PVD Chameera,4,4,2,7,England,105,100.0,108,2.5,8.919984
7423,PVD Chameera,0,3,2,8,India,106,0.0,108,4.571428571428571,7.39998
7424,PVD Chameera,9,9,1,8,India,93,100.0,108,2.1904761904761907,6.0912873913043475
7425,PVD Chameera,2,2,1,8,India,113,100.0,120,3.833333333333333,1.9130400000000003
7426,PVD Chameera,12,14,2,7,India,77,85.71,94,9.071428571428571,7.377933858267718
7427,PVD Chameera,3,5,2,7,India,93,60.0,104,5.095238095238096,7.952786355140186
7428,PVD Chameera,1,3,2,8,India,107,33.33,111,3.4285714285714284,5.970819166666667
7429,PVD Chameera,24,14,2,6,India,95,171.43,120,7.583333333333333,7.2922892307692315
7430,PVD Chameera,5,2,1,6,Australia,118,250.0,120,0.2857142857142857,7.39998
7431,PVD Chameera,1,3,1,6,Australia,106,33.33,109,2.142857142857143,8.099980000000002
7432,PVD Chameera,1,5,1,7,Australia,98,20.0,109,4.714285714285714,3.3272654545454543
7433,PVD Chameera,0,1,1,8,Australia,116,0.0,116,0.7142857142857143,7.39998
7434,PVD Chameera,0,1,1,9,India,113,0.0,113,0.2857142857142857,7.39998
7435,PVD Chameera,1,1,1,7,Ireland,118,100.0,120,0.4285714285714285,7.399980000000001
7436,PVD Chameera,1,3,1,7,South Africa,94,33.33,101,1.6666666666666667,6.199986
7437,PVD Chameera,2,2,1,8,South Africa,111,100.0,120,0.1428571428571428,28.399980000000017
7438,PVD Chameera,3,4,1,7,South Africa,111,75.0,119,2.142857142857143,7.39998
7439,PVD Chameera,3,4,2,9,West Indies,114,75.0,120,2.0,7.39998
7440,PVD Chameera,0,0,1,9,West Indies,120,0.0,120,0.0,0.0
7441,PVD Chameera,2,2,1,8,West Indies,118,100.0,120,0.4285714285714285,7.399980000000001
7442,PVD Chameera,6,2,2,7,Zimbabwe,119,300.0,120,0.5714285714285714,7.39998
7443,MVT Fernando,2,2,2,8,India,85,100.0,96,16.0,2.0
7444,N Pradeep,8,6,2,9,Australia,103,133.33,120,3.0,7.666666666666667
7445,N Pradeep,2,3,1,9,Australia,106,66.67,114,0.7,8.142857142857144
7446,N Pradeep,0,1,1,10,England,120,0.0,120,0.1,5.999999999999999
7447,N Pradeep,0,0,2,9,India,95,0.0,96,0.0,0.0
7448,N Pradeep,0,5,2,8,India,96,0.0,104,2.5,6.0
7449,N Pradeep,0,0,1,9,India,114,0.0,114,0.0,0.0
7450,Zakir Hasan,0,2,1,2,India,35,0.0,36,9.25,2.1486486486486487
7451,Zakir Hasan,10,9,1,0,Sri Lanka,1,111.11,24,33.0,4.757575757575758
7452,Zakir Hasan,0,2,2,0,Pakistan,0,0.0,2,6.7,4.2164179104477615
7453,Afif Hossain,24,20,2,0,Afghanistan,1,120.0,57,10.826045206724915,19.966455512833743
7454,Afif Hossain,37,31,2,4,Australia,58,119.35,112,8.32124702001431,16.755257915629123
7455,Afif Hossain,16,14,2,5,Afghanistan,81,114.29,103,4.930566070727146,18.100862805563832
7456,Afif Hossain,2,4,2,5,Afghanistan,87,50.0,95,3.646567982627906,19.045519055413347
7457,Afif Hossain,25,24,1,4,Afghanistan,66,104.17,104,6.435683824257426,16.943458221020016
7458,Afif Hossain,7,9,1,5,Afghanistan,89,77.78,106,3.2643313467374626,17.08469946095989
7459,Afif Hossain,12,15,1,3,Afghanistan,33,80.0,63,8.3755160492126,21.33793057644508
7460,Afif Hossain,23,16,1,4,Australia,88,143.75,120,5.36530748027754,14.73926895908476
7461,Afif Hossain,19,13,1,3,Australia,50,146.15,72,8.792272166947797,18.374616587430218
7462,Afif Hossain,20,17,1,4,Australia,67,117.65,94,5.4979295965019075,20.116683573098136
7463,Afif Hossain,10,11,1,5,Australia,90,90.91,117,1.8817628540748994,20.232464424278938
7464,Afif Hossain,0,4,1,4,Australia,34,0.0,37,4.273269355127135,16.069403609582906
7465,Afif Hossain,5,6,1,4,England,65,83.33,76,5.199866182391449,16.19128589983817
7466,Afif Hossain,7,14,1,3,India,37,50.0,76,4.4774622711108565,26.43373697722659
7467,Afif Hossain,3,3,1,4,New Zealand,96,100.0,98,3.3626253488227382,18.187173311297098
7468,Afif Hossain,24,26,1,2,New Zealand,46,92.31,101,7.314385478481658,20.49258962915839
7469,Afif Hossain,14,13,1,3,New Zealand,34,107.69,52,8.724957832030467,18.36667787799578
7470,Afif Hossain,36,34,1,2,Pakistan,19,105.88,77,11.908409552213078,18.781676849402164
7471,Afif Hossain,20,21,1,2,Pakistan,13,95.24,49,11.42323033685528,19.278963437292198
7472,Afif Hossain,20,21,1,2,Pakistan,45,95.24,86,7.264892323726167,22.64629572866348
7473,Afif Hossain,11,10,1,3,Pakistan,90,110.0,118,4.071542453411496,18.147314155619455
7474,Afif Hossain,24,20,1,3,Pakistan,66,120.0,120,6.207857969005864,18.426879379509842
7475,Afif Hossain,0,1,1,5,South Africa,49,0.0,49,3.907844468650913,32.91735150462842
7476,Afif Hossain,0,2,1,2,Sri Lanka,62,0.0,63,7.203703700511176,16.253614094606856
7477,Afif Hossain,7,6,1,3,Sri Lanka,98,116.67,111,2.490105503279156,17.990799964501647
7478,Afif Hossain,39,22,1,3,Sri Lanka,49,177.27,100,7.949779682758553,19.280931814051545
7479,Afif Hossain,0,2,1,4,West Indies,46,0.0,47,2.3075166629430375,17.309244453757593
7480,Afif Hossain,50,38,1,2,West Indies,34,131.58,113,9.459831283081963,20.16141242826302
7481,Afif Hossain,52,26,2,6,Zimbabwe,58,200.0,104,5.6003614226110034,20.502903533405682
7482,Afif Hossain,7,8,1,4,Zimbabwe,100,87.5,112,2.8323556215056565,16.74424272146621
7483,Afif Hossain,29,19,1,3,Zimbabwe,78,152.63,120,4.87690463540203,20.665505589016266
7484,Afif Hossain,15,13,2,4,England,75,115.38,108,4.766673846551501,19.360980627354298
7485,Afif Hossain,2,3,2,5,England,101,66.67,107,2.2209984963269758,17.324689802192125
7486,Afif Hossain,6,8,1,4,India,79,75.0,99,4.04596777756126,15.914303706790976
7487,Afif Hossain,0,1,2,6,India,94,0.0,94,3.6179476273854214,15.666473326193842
7488,Afif Hossain,3,5,2,2,India,56,60.0,67,7.6786302694371456,16.1157440399941
7489,Afif Hossain,45,33,2,4,New Zealand,37,136.36,100,9.929699864240215,18.96943135998932
7490,Afif Hossain,2,4,2,3,New Zealand,74,50.0,83,2.869902538191859,22.62543035378127
7491,Afif Hossain,8,6,2,3,New Zealand,22,133.33,32,3.5420049597915235,21.385867851652712
7492,Afif Hossain,0,1,2,6,New Zealand,57,0.0,57,6.718219607376545,22.113226223935996
7493,Afif Hossain,6,10,2,4,New Zealand,88,60.0,115,3.7913435205642156,18.310226869041156
7494,Afif Hossain,49,33,2,3,New Zealand,45,148.48,120,7.179509018961049,24.237306414747195
7495,Afif Hossain,4,4,2,3,New Zealand,61,100.0,68,7.041462543022549,19.00622479808758
7496,Afif Hossain,1,6,2,4,New Zealand,82,16.67,87,4.992227638791181,15.741804197660546
7497,Afif Hossain,9,10,1,3,Pakistan,89,90.0,106,4.228977394223015,16.082181023929454
7498,Afif Hossain,21,20,1,3,Pakistan,48,105.0,88,7.21132851641324,19.127701599788786
7499,Afif Hossain,25,23,2,2,Pakistan,36,108.7,84,9.056711247032103,21.681548041442593
7500,Afif Hossain,20,10,2,0,Pakistan,0,200.0,24,1.8888592120315721,36.71419741517551
7501,Afif Hossain,1,5,2,3,South Africa,29,20.0,35,7.62481833181872,27.492921257574153
7502,Afif Hossain,2,2,2,5,West Indies,115,100.0,120,0.9307100085543198,14.447357261029413
7503,Afif Hossain,34,27,2,3,West Indies,19,125.93,62,12.320790830243208,18.19802422500619
7504,Afif Hossain,24,25,2,4,Zimbabwe,50,96.0,103,8.224716719353346,21.004260194578773
7505,Afif Hossain,14,5,2,3,Zimbabwe,82,280.0,94,4.656401482748789,17.924023585425594
7506,Afif Hossain,10,8,2,3,Zimbabwe,60,125.0,75,8.039317869912795,17.59092901765483
7507,Afif Hossain,30,28,2,2,Zimbabwe,55,107.14,105,7.037513872563198,18.787516784225375
7508,Afif Hossain,39,27,2,4,Zimbabwe,57,144.44,120,6.581688558477428,21.877078916859208
7509,Ariful Haque,5,3,2,5,Afghanistan,116,166.67,120,1.3333333333333333,5.00001
7510,Ariful Haque,1,1,1,5,Sri Lanka,118,100.0,120,0.12,23.5
7511,Ariful Haque,15,18,1,5,West Indies,58,83.33,85,2.6,23.5
7512,Ariful Haque,1,1,1,5,West Indies,118,100.0,120,0.41333333333333333,7.774209677419354
7513,Ariful Haque,18,15,1,5,West Indies,97,120.0,120,1.0,27.50002
7514,Ariful Haque,17,18,1,5,West Indies,62,94.44,94,3.8666666666666663,12.12071379310345
7515,Ariful Haque,0,1,2,7,West Indies,58,0.0,58,5.7666666666666675,12.184999421965315
7516,Ariful Haque,2,3,2,4,Sri Lanka,47,66.67,52,8.34,13.637913669064748
7517,Mohammad Mithun,23,22,1,0,Australia,1,104.55,56,23.708012861920963,8.623558675741096
7518,Mohammad Mithun,11,17,2,0,New Zealand,1,64.71,34,20.495564359846693,8.498074848879293
7519,Mohammad Mithun,2,4,2,5,Pakistan,101,50.0,106,4.515963998105163,5.692968325431125
7520,Mohammad Mithun,0,1,2,4,Sri Lanka,102,0.0,104,2.9,11.564537931034483
7521,Mohammad Mithun,0,2,1,0,Sri Lanka,1,0.0,2,20.820303460947706,10.744278555765948
7522,Mohammad Mithun,1,3,2,0,India,1,33.33,14,21.17836441152405,9.324990172165437
7523,Mohammad Mithun,1,3,2,0,India,1,33.33,14,19.459200723483058,9.888895373168051
7524,Mohammad Mithun,27,29,2,2,India,18,93.1,78,27.245358368143776,6.040858695125073
7525,Mohammad Mithun,4,6,2,2,New Zealand,27,66.67,36,22.29220676686333,7.271774467880964
7526,Mohammad Mithun,1,2,2,4,New Zealand,82,50.0,85,4.4,9.60909090909091
7527,Mohammad Mithun,5,3,1,5,Pakistan,114,166.67,120,1.1579030475288172,8.172670432292376
7528,Mohammad Mithun,5,3,2,2,Sri Lanka,15,166.67,18,20.3252128102436,9.188908462787289
7529,Mahedi Hasan,23,24,2,2,Australia,20,95.83,68,19.104337882718443,10.07223548815392
7530,Mahedi Hasan,5,7,1,6,Afghanistan,105,71.43,119,1.1568064476879019,14.435543675760448
7531,Mahedi Hasan,0,1,1,6,Afghanistan,98,0.0,99,2.486870899142282,12.371160887608186
7532,Mahedi Hasan,14,12,1,6,Afghanistan,95,116.67,119,3.204783215304714,13.903009035749571
7533,Mahedi Hasan,7,6,1,6,Australia,109,116.67,120,2.4760690605778293,11.397779831477733
7534,Mahedi Hasan,6,11,1,6,Australia,95,54.55,120,4.0181437281483126,13.286941337114206
7535,Mahedi Hasan,23,16,1,6,Australia,95,143.75,119,3.502433548745003,13.194483023542027
7536,Mahedi Hasan,13,12,1,0,Australia,1,108.33,27,17.192934617678937,11.014569892290181
7537,Mahedi Hasan,0,1,1,7,Australia,66,0.0,66,2.1509086488019404,11.123103723315326
7538,Mahedi Hasan,11,10,1,6,England,90,110.0,103,3.6673659397610066,8.893208514153734
7539,Mahedi Hasan,4,13,1,5,New Zealand,67,30.77,85,6.017596572758954,12.195998703574075
7540,Mahedi Hasan,30,20,1,5,Pakistan,78,150.0,120,6.212565400338148,13.767190281062419
7541,Mahedi Hasan,3,8,1,5,Pakistan,81,37.5,93,5.9138711752767765,11.21929072066653
7542,Mahedi Hasan,5,3,1,6,Pakistan,115,166.67,120,0.2934879571810882,18.772082006079035
7543,Mahedi Hasan,27,24,1,6,South Africa,70,112.5,109,2.4610962434334422,25.90401337213049
7544,Mahedi Hasan,1,2,1,6,Sri Lanka,104,50.0,109,1.2460600654177816,19.38123263095096
7545,Mahedi Hasan,1,3,1,6,West Indies,62,33.33,65,1.2472019279138904,14.983804612343613
7546,Mahedi Hasan,0,1,2,6,New Zealand,47,0.0,47,10.88121671797951,13.66372105743772
7547,Mahedi Hasan,12,6,2,5,New Zealand,84,200.0,96,1.8147487362473982,20.781923825987217
7548,Mahedi Hasan,0,2,2,5,New Zealand,33,0.0,34,3.3616830459632507,15.796022193039459
7549,Mahedi Hasan,1,4,2,1,New Zealand,18,25.0,21,15.861240743305506,12.033152581745904
