identifier,all_names,key_cricinfo
e45810ed,['Abdul-Shakoor Rahimzei'],1156489.0
5f91b34e,['Abdul Stanikzai'],1318791.0
23fa9ea9,['Abdul Waheed'],402106.0
40aea524,['Abdul Wahid'],1172281.0
be7d715b,['Abdul Wasi'],974173.0
edaae5f4,['Abdur Rahman Sudais'],335850.0
43b375d4,['Abdur Rauf'],39084.0
888e32bf,['Abdur Razzak'],56283.0
d094e7d1,['A Rehman' 'Abdur Rehman'],39091.0
01396dc6,['Abeera Waris'],1306410.0
8067b378,['Abeer Maryam'],1306445.0
ef618cab,['A Begg' 'Andrew Begg'],1199198.0
9d87a319,['A Beggs'],1094719.0
c109497d,['A Bengeri'],527897.0
2ccbf856,['A Benjamin' 'Anika Benjamin' 'Annica Benjamin'],474209.0
047d293e,['A Bester'],366042.0
875909c0,['AB Fudadin' 'Assad Fudadin'],51866.0
a74bbdad,['A Bhadauria'],1263722.0
906ef9e5,['A Bhagwat'],1134974.0
e88f436c,['A Bhandari'],26896.0
192f2caf,['A Bhargava'],1329941.0
3cc96a05,['A Bharwad'],1404554.0
2c2013a9,['A Bhattarai'],233409.0
778062fb,['Abhay'],1206027.0
481dd6dc,['Abhay Negi'],1159789.0
b91083bd,['Abhijeet Ahuja'],1204125.0
5fd3f9db,['Abhijeet' 'Abhijeet Saket'],1163686.0
59ec9638,['Abhijit Bhattacharya'],733337.0
ef131544,['Abhijit Roy' 'Abhijit Singha Roy' 'Avijit Singha Roy'],425955.0
89b748cf,['Abhilasha Singh'],1275232.0
ab922bd0,['Abhilash Gogoi'],1206031.0
56fd4f68,['Abhilash Mallick'],425937.0
539d9b74,['Abhimanyu Chauhan'],232307.0
c224c5ef,['A K Rana' 'AK Rana' 'Abhimanyu Rana'],425913.0
f1a7f596,['Abhinav Dixit'],1163697.0
0cb292b1,['Abhinav Raman'],973797.0
2eca546a,['Abhinav Srivastava'],1287016.0
edf3773b,['Abhiraj Singh'],402096.0
f4cd319e,['Abhisek Das'],625374.0
65cf74b4,['Abhishek Ahuja'],1204126.0
18953b31,['ABHISHEK BHANDARI' 'Abhishek Bhandari'],1175432.0
53c5c146,['Abhishek Goswami'],1081436.0
22a2a635,['Abhishek Gupta'],801929.0
cdc4604c,['Abhishek Mohan'],554159.0
8bf38500,['Abhishek Pandey'],1246444.0
43d1ee59,['Abhishek Kumar Raman' 'Abhishek Raman'],1069497.0
a92a9292,['Abhishek Sakuja' 'Sakuja'],339958.0
f29185a1,['A Sharma' 'Abhishek Sharma'],1070183.0
c8ded7bc,['Abhishek Tanwar'],714479.0
ff9c2522,['Abhishek Thakuri'],1126196.0
bca46fdb,['Abhishek Yadav'],955087.0
414c497b,['AB Holder'],1124285.0
7873b849,['AB Howard' 'Anthony Howard' 'Tony Howard'],52067.0
5d836a72,['A Ali' 'Abid Ali'],39950.0
bdac9f0f,['A Bidari'],1171735.0
f9979b69,['Abid Mushtaq'],484045.0
b10e8c85,['Abid Mushtaq' 'Abid Mushtaq (2)'],1201536.0
b51d654f,['A Bierwisch'],1190581.0
ad3b6e95,['Abishek Porel'],1277545.0
376557f7,['A Bishnoi'],1268920.0
ee866f8d,['A Bisson'],303840.0
3951be49,['AB Kamara'],346552.0
9565fda6,['AB Kaur'],1255411.0
4095f16b,['AB Kookna'],
c0ac45da,['AB London'],258556.0
16043342,['A McDonald' 'AB McDonald' 'Andrew McDonald'],6553.0
8ad3d034,['AB Mengoumou'],1286503.0
64fb6b15,['A Bohara' 'Bohara'],1058508.0
71c1f483,['A Bonora'],296136.0
dcf0e8f4,['A Bosch'],482506.0
b6f61482,['A Bose'],1213656.0
8a3c4af3,['AB Perrin'],943419.0
684dc2da,['Abraash Khan'],650561.0
eca0c288,['A Bramble'],480693.0
abb7c76c,['Abrar Ahmed'],734459.0
6ddaee2d,['Abrar Bilal'],1198872.0
053dc208,['A Brindle'],53820.0
4157fefb,['A Brown' 'Alan Brown'],9249.0
9e866d80,['A Brown-Carrera'],1313545.0
91cf746e,['Absar Khan'],1283168.0
4ae7048b,['AB Slebsager'],1302777.0
12dff268,['AB Tancred' 'Augustus Tancred' 'Bernard Tancred'],47521.0
0ec45a9a,['Abubacarr Kuyateh'],1143150.0
31803fac,['Abu Hider'],550137.0
1bb0993e,['A Jayed' 'Abu Jayed'],410763.0
f7cb7c3a,['Abul Farhad'],1230636.0
5c756df3,['A Hasan' 'Abul Hasan'],373439.0
16f4cc7e,['A Bulow'],417263.0
1387be20,['A Burdett'],490953.0
2d645c00,['A Bushell'],526120.0
27f77bd6,['Abu Zar'],271996.0
bc82e1b2,['AB Williams' 'Alvadon Williams' 'Basil Williams'],53228.0
a2421394,['A Agar' 'AC Agar' 'Ashton Agar'],505120.0
4b788e61,['A Campbell'],1007861.0
ffd5fcd8,['A Canning'],1229015.0
910dd54e,['A Capsey'],1187120.0
6fe2c1c0,['A Carter'],297595.0
5e3f2522,['A Cassim'],1013209.0
ed282cc2,['A Cawley'],1112205.0
8a6c2263,['AC Bannerman' 'Alec Bannerman' 'Alexander Bannerman'],4089.0
0d352971,['ACB Langton' 'Arthur Langton' 'Chud Langton'],46132.0
1efb8a28,['A Blizzard' 'AC Blizzard'],4498.0
d8e79af0,['AC Botha'],44102.0
2528611f,['AC Boyce'],380928.0
95569cde,['AC Brodin'],1268907.0
ad75edc3,['AC Cummins'],51488.0
1c7fa06c,['AC Dale' 'Adam Dale'],4890.0
62decd8e,['AC Dawson' 'Alan Dawson'],44682.0
f86ce673,['AC Douglas'],679551.0
e9a870ed,['A Evans' 'AC Evans'],399259.0
7f74b21d,['ACF Stokes' 'Stokes'],1036525.0
916508da,['ACF Wyatt'],395862.0
2b6e6dec,['A Gilchrist' 'AC Gilchrist' 'Adam Gilchrist'],5390.0
78fa5f6d,['A Chandel'],1341621.0
99b202b3,['A Chandila'],27783.0
ef14c0ec,['AC Harris'],516692.0
c144a09d,['A Chatterjee'],27818.0
f52fbc63,['A Chaudary'],278086.0
ffead9c2,['A Chaudhary'],307813.0
465fd722,['A Chaudhary' 'Aryaveer Chaudhary'],1329997.0
e62b4c77,['A Chetty'],294853.0
a0d07fd6,['A Chilia'],1093531.0
95f2b15b,['Achit Shigwan'],1131623.0
e249fdaa,['A Chopra' 'AS Chopra' 'Akash Chopra'],27639.0
57a7b064,['A Chopra' 'Anjum Chopra'],53910.0
18e6906e,['A Choudhary' 'A V Choudhary'],527299.0
55a6eb86,['AC Hudson' 'Andrew Hudson'],45458.0
b9964982,['ACI Lock' 'Alan Lock' 'Charlie Lock'],55560.0
2372b3ad,['ACI Lovell'],1183957.0
2455b2d7,['A Ciric'],1331986.0
ac56b5a7,['AC Jayangani' 'AMC Jayangani' 'C Athapaththu'],318853.0
7673c908,['A Kerr' 'AC Kerr' 'Amelia Kerr'],803971.0
23c38aa6,['A Clark'],297892.0
8c73cd16,['A Clark' 'Amy Clark'],1385362.0
9417b5b6,['A Clarke'],1230753.0
8f9c5014,['AC Lenham'],1260072.0
a3d329d7,['ACL Richards'],52918.0
d58ef4b7,['AC Mace-Cochrane'],701739.0
7cef11e4,['AC MacLaren' 'Archibald MacLaren' 'Archie MacLaren'],16871.0
956887b2,['AC McDermott'],333810.0
db873292,['AC Mushangwe'],922493.0
9cb022df,['A Codrington'],23848.0
6574768e,['A Coningham' 'Arthur Coningham'],4611.0
97b9cb64,['A Conteh'],346649.0
ef160d73,['A Cossa'],1158413.0
06face31,['A Cotter' 'Albert Cotter' 'Tibby Cotter'],4632.0
ff111ad7,['A Coxon' 'Alec Coxon'],10850.0
749316d2,['AC Parore' 'Adam Parore'],38117.0
ea5a4563,['A Crafford' 'Adriaan Crafford'],44670.0
b9a52291,['A Cranstone'],517573.0
9df3a2f4,['ACR Birch'],44413.0
dd45b04b,['AC Sabino'],1339870.0
96cc6866,['AC Smith' 'Alan Smith'],20222.0
ddae3cd2,['AC Smith' 'Asha Smith'],420311.0
ef08e047,['ACS Pigott' 'Anthony Pigott' 'Tony Pigott'],18533.0
a839a4b7,['AC Stanacu'],1331987.0
964c881f,['AC Stockwell'],231309.0
b552a935,['A Thomas' 'AC Thomas'],47569.0
c32a41ba,['A Curr'],1064533.0
864c199e,['A Voges' 'AC Voges' 'Adam Voges'],8119.0
7dd70cda,['AC Waller' 'Andrew Waller' 'Andy Waller'],55840.0
de84588e,['AC Warren'],210346.0
b1c113d7,['Ada Bhasin'],1320240.0
397462b9,['A Dagar'],859423.0
a2b35d9b,['A Dale'],11790.0
020e49e9,['AD Algar'],1156618.0
66498395,['A Dalzell'],1229005.0
e45ac860,['Adama Kamara'],1158423.0
0cabf6f4,['Adam Birss'],1339348.0
96ff4de0,['Adam Khalaf'],1418677.0
5b16a806,['A Dananjaya' 'Akila Dananjaya' 'MKPAD Perera'],574178.0
9e3f1cc4,['A Daniel'],1162381.0
8479657a,['A Das'],372319.0
4cc200ec,['A Dastgir'],1275239.0
2f949d55,['A Daxini'],1382802.0
1b0a9d66,['A Day'],1171104.0
278b5e2b,['AD Brown'],9246.0
c3f4dc55,['AD Carr'],469880.0
40737b8d,['AD Chopra'],1403162.0
6926f6db,['AD Conwana'],1155502.0
3a4d914f,['A Dcosta'],1306424.0
045fe562,['AD Curtis' 'Andrew Curtis'],11499.0
4255615e,['AD Day'],814943.0
95389a96,['AD de Lange'],262438.0
cdaf93fc,['Adeel Malik'],39905.0
79004151,['A Raja' 'Adeel Raja'],24978.0
a421a9c5,['Adel Kolasangiani'],1217431.0
72b95896,['A Dennison'],526444.0
96912eac,['A Denuwan'],1343338.0
d2b1f515,['A Dercksen'],1163087.0
6fda55cc,['A Deshmukh'],412593.0
4d11f9c2,['AD Evans'],438273.0
1f77cf82,['AD Gaekwad' 'Anshuman Gaekwad'],28754.0
4700f66f,['ADG Matthews' 'Austin Matthews'],16942.0
cc5416c1,['ADG Roberts' 'Andrew Roberts' 'Andy Roberts'],38253.0
92aeac25,['A Hales' 'AD Hales' 'Alex Hales'],249866.0
753ada66,['A Dhingra'],1275733.0
b62aea3c,['Adhip Pradhan'],543897.0
94759472,['Adhitya Shetty'],1241218.0
23f222d5,['Adil Afzal'],1156609.0
87addb93,['Adil Amin'],384530.0
fb4c5ea5,['Adil Bhatti'],552880.0
598f5484,['Adil Butt'],1217293.0
fde53ec1,['Adil Butt' 'Adil Butt (2)'],1347279.0
396100de,['Adil Hanif'],39100.0
8d4653f3,['Adil Reshi'],339956.0
42b0cc96,['A Dineshi'],1390771.0
b6b1155c,['Aditya'],1176088.0
8e02f42b,['Aditya Garhwal' 'Aditya N Garhwal'],725435.0
c0c4b2e9,['Aditya Jadeja'],1300584.0
9a2d95ac,['Aditya Kaushik'],735835.0
77e321db,['Aditya Panwar'],1400311.0
56182069,['Aditya Rout'],1247318.0
05d9e607,['Aditya Partap' 'Aditya Pratap' 'Aditya Pratap Singh' 'Aditya Singh'],34825.0
eb67df8f,['Aditya Waghmode'],493811.0
6483c062,['A Dizija'],1321221.0
a5162ca9,['AD Janakanthymala'],54770.0
677c18f9,['A Djorovic' 'Aleksa Djorovic'],1203881.0
9d65b06f,['ADJ Pitcher'],276539.0
b692049a,['AD Kamania'],1013205.0
bb2d4fc2,['AD Louisy'],578121.0
bf09f51d,['ADL Stokoe'],525138.0
3edb58fc,['AD Mascarenhas' 'D Mascarenhas'],16932.0
896d78ad,['A Mathews' 'AD Mathews' 'Angelo Mathews' 'Mathews'],49764.0
bd0438cb,['AD Mullally' 'Alan Mullally'],17121.0
05da443b,['A Akmal' 'Adnan Akmal'],39038.0
ba42c0d7,['Adnan Butt'],554065.0
0e34c23a,['Adnan Idrees'],307817.0
d376bbaa,['A Ilyas' 'Adnan Ilyas'],26038.0
45ec7a99,['Adnan Khan'],1179505.0
24382f7b,['Adnan Liaquat'],822511.0
745c3cbc,['Adnan Mirza'],1209272.0
811425b1,['A Mufti' 'Adnan Mufti'],281653.0
b8a75ca8,['A Rasool' 'Adnan Rasool'],39853.0
91c0d39f,['Adnan Razzaq'],1270824.0
540ef551,['Adnan Syed'],1194058.0
f10e94c4,['A Nath' 'AD Nath' 'Aksh Deep Nath'],500360.0
0091b29e,['AD Nourse' 'Dudley Nourse'],46589.0
fe4f5d2b,['A Doddaballapur'],1190574.0
56ba45bd,['AD Ogilvie' 'David Ogilvie'],6996.0
f68ea742,['A Dolin'],942821.0
3687b435,['A Dolphin' 'Arthur Dolphin'],11919.0
6506e13d,['A Dowse'],1095860.0
3c3eaa36,['AD Pougher' 'Arthur Pougher' 'Dick Pougher'],18585.0
b98cdbf0,['A Poynter' 'AD Poynter'],210279.0
789404d6,['AD Presland'],877969.0
134ba8ae,['ADR Campbell' 'Alistair Campbell'],55301.0
94b5ec3b,['Adriaan van den Dries'],742531.0
a27ce0e3,['AD Ridley'],1130478.0
bbd41817,['A Russell' 'AD Russell' 'Andre Russell'],276298.0
1bae756b,['A Fletcher' 'ADS Fletcher' 'Andre Fletcher'],51862.0
b54003c6,"[""A D'Souza"" ""Antao D'Souza""]",40041.0
0c5bb005,['A Thomason' 'AD Thomason'],739603.0
df4a8cbf,['A Ducat' 'Andrew Ducat' 'Andy Ducat'],11943.0
803dbf1d,['A Dutt'],1195672.0
09040730,['AD Willoughby'],227734.0
cda94d20,['AE Cooper'],54475.0
8efa0387,['AE Dick' 'Artie Dick'],36830.0
7cc55679,['AE Dipper' 'Alfred Dipper'],11898.0
d676814d,['A Edward' 'Ashlene Edward'],530133.0
2a5ca58b,['A Edwards' 'Amanda Edwards'],
7b34c7e2,['AE Dyson'],877527.0
f637987e,['AEE Vogler' 'Albert Vogler' 'Bert Vogler'],47739.0
9a9e4390,['AE Fagg' 'Arthur Fagg'],12800.0
695c8b27,['AE Greenidge' 'Alvin Greenidge'],51899.0
657b94e7,['AE Hall'],217523.0
a6043477,['AE Hodgson'],274178.0
5249f9c4,['AE Isesele'],1176871.0
b05e45e4,['A Jones' 'AE Jones' 'Amy Jones'],515874.0
17ca6573,['AE Knight' 'Albert Knight'],15908.0
f48d5563,['A Elliott'],1312768.0
24403a9f,['A Emch' 'Alina Emch'],1381732.0
aac82442,['AE Moe'],1171473.0
b6c00b69,['AE Moss' 'Alan Moss'],17114.0
0ead3a98,['AEMP Durayalage'],1332047.0
eaa4cfc2,['AEN Riley'],309981.0
27b89b93,['AE Ochse' 'Arthur Ochse'],46673.0
b56f5b6f,['AE Paraam'],307692.0
6e97492f,['AE Relf' 'Albert Relf'],19365.0
0b31d563,['AE Rendel'],438261.0
f4c5219f,['AER Gilligan' 'Arthur Gilligan'],13372.0
72b7ed1e,['A Satterthwaite' 'AE Satterthwaite' 'Amy Satterthwaite'],233007.0
8caf9750,['AE Smith'],54594.0
028b7f77,['AE Stoddart' 'Andrew Stoddart'],20381.0
6a83f39c,['AE Trott' 'Albert Trott'],21593.0
b2022171,['AEV Hartkopf' 'Albert Hartkopf'],5591.0
dc8fccba,['AE White'],547080.0
b8889eb7,['A Faletar'],1382804.0
bb1fdaed,['AFA Lilley' 'Arthur Lilley' 'Dick Lilley'],16293.0
217f5194,['AF Aoina'],1337687.0
e429a2e8,['Afaq Ahmed'],1143518.0
1d67f8e5,['Afaq Hussain'],38975.0
03d3dd8e,['A Buurman' 'AF Buurman'],24996.0
4a8d1b14,['A Ferguson' 'Alejandro Ferguson'],23583.0
4d46eb96,['AFG Griffith' 'Adrian Griffith'],51905.0
a4af4849,['AF Giles' 'Ashley Giles'],13368.0
7f8bcd2f,['AF Gleadall'],1094349.0
7fc47de1,['Afia Amin'],361859.0
9446598e,['Afida Afthab'],1213636.0
6824ecc1,['A Fielder' 'Arthur Fielder'],12835.0
37138918,['A Hossain' 'Afif Hossain'],935995.0
0e6c2f00,['AF Ifill'],333035.0
0c160e0d,['Afif Khattak'],1386879.0
67412324,['A Fillie'],1365296.0
5d857fee,['AF Kippax' 'Alan Kippax'],6154.0
ddc0828d,['A Flintoff' 'Andrew Flintoff'],12856.0
900d48c5,['AF Lissette' 'Alan Lissette' 'Allen Lissette'],37608.0
35aa26af,['A Flower' 'Andy Flower'],55427.0
b786b38f,['AFM Akhtaruddin'],56228.0
350bb1b1,['A Milne' 'AF Milne' 'Adam Milne' 'Milne'],450860.0
c1c5bdb3,['AF Rae' 'Allan Rae'],52801.0
7be2bafa,['A Freeman' 'Arsheena Freeman'],
d60640f9,['A From-Hansen'],331548.0
50930025,['A Zazai' 'Afsar Zazai'],420402.0
ca4db40e,['AF Sattaur'],52995.0
53bc7b84,['Aftab Ahmed'],56266.0
94ed8d37,['Aftab Ahmed' 'Aftab Ahmed (2)'],303415.0
2a3a3786,['A Alam' 'Aftab Alam'],440963.0
41bc340b,['Aftab Baloch'],38978.0
76d536f4,['Aftab Gul'],38979.0
3c6b4b2b,['Aftab Hussain'],1059925.0
8d42cee6,['Aftab Ibrahim'],1339113.0
4d83491d,['Aftab Kayani'],1236053.0
9543a4fe,['A Fujikawa'],1341624.0
34f2b20f,['Afzaal Ahmed'],39442.0
4e5cf2d6,['Afzaal Haider'],39121.0
4017cb2e,['Afzal Faiz'],386985.0
16da2745,['Afzalkhan Pathan'],484936.0
0fbdc01f,['Afzal Pathan'],32836.0
746fd7bf,['Afzal Saleem'],749501.0
ce79545f,['Afzal Virk'],1046661.0
37db06ef,['A Gajjar'],1393188.0
ad5165c2,['A Galan' 'Albertina Galan'],1283417.0
e23617fc,['A Gandotra' 'Ashok Gandotra'],28772.0
d72a2d32,['A Ganeshan'],1319288.0
9fed8473,['AG Archer' 'Alfred Archer'],8555.0
bc969efb,['A Gardner' 'Ashleigh Gardner' 'Gardner'],858809.0
e87c009a,['A Gasteratos'],1323409.0
c725d464,['A Gavde'],1197883.0
443fac6b,['AG Barrett' 'Arthur Barrett'],51213.0
34ab1e6e,['A Gbla'],516372.0
cd5ff718,['AG Botha'],44103.0
ff4df902,['AG Chipperfield' 'Arthur Chipperfield'],4570.0
0863ec79,['AG Chouhan'],1300581.0
9f0270e0,['AG Cremer' 'G Cremer' 'Graeme Cremer'],55346.0
65d3908c,"[""AG D'Costa""]",1393632.0
cf209c55,['AG Dissanayake'],48706.0
1d23ed3a,['AG Dugmore'],44846.0
8a755918,['AGD Wickremasinghe' 'Gamini Wickremasinghe'],50851.0
52b45daa,['A Genford'],1282059.0
f315f713,['A Gentle'],
564523c4,['AG Fairfax' 'Alan Fairfax'],5209.0
46fe40aa,['AG Ganteaume' 'Andrew Ganteaume' 'Andy Ganteaume'],51874.0
a7fcf627,['AG Gerken'],1252498.0
992acb49,['AG Gordon' 'Amy Gordon'],1032093.0
cf4e0e15,['AG Harriott'],437446.0
d2616ffe,['Agha Saadat Ali'],38981.0
89c16049,['Agha Salman'],623977.0
9d1a92d4,['Agha Zahid'],38982.0
1ab18b25,['AGH Orr'],1260069.0
32c6f715,['AG Hotton'],1351919.0
835ea4e8,['AG Huckle' 'Adam Huckle'],55502.0
