File,City,Date,Temperature,Humidity,Wind_Speed
1322012.json,Singapore,2022-07-03,29.80000000000001,78,2.06
1322276.json,Mount Maunganui,2022-11-20,12.960000000000036,94,2.66
1322277.json,Napier,2022-11-22,10.710000000000036,79,2.24
1322334.json,Christchurch,2022-10-07,5.57000000000005,88,1.03
1322335.json,Christchurch,2022-10-08,5.260000000000048,88,2.06
1322336.json,Christchurch,2022-10-09,5.57000000000005,88,1.03
1322337.json,Christchurch,2022-10-11,5.260000000000048,88,2.06
1322338.json,Christchurch,2022-10-12,5.260000000000048,88,2.06
1322339.json,Christchurch,2022-10-13,5.260000000000048,88,2.06
1322340.json,Christchurch,2022-10-14,5.260000000000048,88,2.06
1322362.json,Auckland,2023-04-02,11.350000000000023,74,1.03
1322363.json,Dunedin,2023-04-05,6.560000000000002,70,3.39
1322364.json,Queenstown,2023-04-08,23.860000000000014,25,5.28
1323295.json,Harare,2022-07-30,25.670000000000016,23,3
1323296.json,Harare,2022-07-31,26.010000000000048,42,3
1323297.json,Harare,2022-08-02,26.010000000000048,42,3
1323550.json,Belgrade,2022-07-08,24.970000000000027,38,2.06
1323551.json,Belgrade,2022-07-09,24.970000000000027,38,2.06
1323552.json,Belgrade,2022-07-09,24.970000000000027,38,2.06
1327228.json,Karachi,2022-09-20,29.900000000000034,66,3.09
1327229.json,Karachi,2022-09-22,29.900000000000034,66,3.09
1327230.json,Karachi,2022-09-23,29.900000000000034,66,3.09
1327231.json,Karachi,2022-09-25,29.900000000000034,66,3.09
1327232.json,Lahore,2022-09-28,34.99000000000001,21,0
1327233.json,Lahore,2022-09-30,34.99000000000001,21,0
1327234.json,Lahore,2022-10-02,34.99000000000001,21,0
1327269.json,Dubai,2022-08-27,30.010000000000048,46,3.68
1327270.json,Dubai,2022-08-28,30.010000000000048,46,3.68
1327271.json,Sharjah,2022-08-30,31.160000000000025,48,4.12
1327272.json,Dubai,2022-08-31,30.010000000000048,46,3.68
1327273.json,Dubai,2022-09-01,30.010000000000048,46,3.68
1327274.json,Sharjah,2022-09-02,31.160000000000025,48,4.12
1327275.json,Sharjah,2022-09-03,31.160000000000025,48,4.12
1327276.json,Dubai,2022-09-04,30.010000000000048,46,3.68
1327277.json,Dubai,2022-09-06,30.010000000000048,46,3.68
1327278.json,Sharjah,2022-09-07,31.160000000000025,48,4.12
1327279.json,Dubai,2022-09-08,30.010000000000048,46,3.68
1327280.json,Dubai,2022-09-09,30.010000000000048,46,3.68
1327281.json,Dubai,2022-09-11,30.010000000000048,46,3.68
1327503.json,Chandigarh,2022-09-20,32.01000000000005,17,2.53
1327504.json,Nagpur,2022-09-23,38.01000000000005,32,1.03
1327505.json,Hyderabad,2022-09-25,36.23000000000002,36,4.12
1327506.json,Thiruvananthapuram,2022-09-28,30.99000000000001,66,3.6
1327507.json,Guwahati,2022-10-02,22.950000000000045,88,3.09
1327508.json,Indore,2022-10-04,32.10000000000002,29,2.06
1328474.json,Nairobi,2022-08-25,21.620000000000005,68,2.57
1328476.json,Nairobi,2022-08-28,21.620000000000005,68,2.57
1328477.json,Nairobi,2022-08-29,21.620000000000005,68,2.57
1328478.json,Nairobi,2022-08-30,21.620000000000005,68,2.57
1332496.json,Benoni,2022-09-15,23.420000000000016,36,0.41
1332497.json,Benoni,2022-09-17,23.420000000000016,36,0.41
1332498.json,Benoni,2022-09-16,23.420000000000016,36,0.41
1332501.json,Benoni,2022-09-20,23.420000000000016,36,0.41
1332503.json,Benoni,2022-09-18,23.420000000000016,36,0.41
1332504.json,Benoni,2022-09-19,23.420000000000016,36,0.41
1332505.json,Benoni,2022-09-20,23.420000000000016,36,0.41
1332506.json,Benoni,2022-09-19,23.420000000000016,36,0.41
1332507.json,Benoni,2022-09-18,23.420000000000016,36,0.41
1332508.json,Benoni,2022-09-21,23.420000000000016,36,0.41
1332509.json,Benoni,2022-09-21,23.420000000000016,36,0.41
1332510.json,Benoni,2022-09-22,23.420000000000016,36,0.41
1333920.json,Port Vila,2022-09-10,19.78000000000003,94,1.03
1333921.json,Port Vila,2022-09-10,19.78000000000003,94,1.03
1333922.json,Port Vila,2022-09-11,19.78000000000003,94,1.03
1333923.json,Port Vila,2022-09-11,19.78000000000003,94,1.03
1333924.json,Port Vila,2022-09-13,19.78000000000003,94,1.03
1333925.json,Port Vila,2022-09-13,19.78000000000003,94,1.03
1333926.json,Port Vila,2022-09-14,19.78000000000003,94,1.03
1333927.json,Port Vila,2022-09-14,19.78000000000003,94,1.03
1333928.json,Port Vila,2022-09-15,19.78000000000003,94,1.03
1333929.json,Port Vila,2022-09-15,19.78000000000003,94,1.03
1333931.json,Sano,2022-10-10,20.400000000000034,65,2.76
1333932.json,Sano,2022-10-11,20.400000000000034,65,2.76
1336031.json,Dubai,2022-09-25,30.010000000000048,46,3.68
1336032.json,Dubai,2022-09-27,31.77000000000004,31,4.12
1336048.json,Chester-le-Street,2023-08-30,13.740000000000009,89,3.57
1336049.json,Manchester,2023-09-01,16.99000000000001,71,4.63
1336050.json,Birmingham,2023-09-03,24.58000000000004,81,3.6
1336051.json,Nottingham,2023-09-05,19.110000000000014,54,3.6
1336951.json,Sano,2022-10-15,20.400000000000034,65,2.76
1336952.json,Sano,2022-10-15,20.400000000000034,65,2.76
1336953.json,Sano,2022-10-16,20.400000000000034,65,2.76
1336955.json,Sano,2022-10-18,20.400000000000034,65,2.76
1336956.json,Sano,2022-10-18,20.400000000000034,65,2.76
1339205.json,Almeria,2022-11-04,16.879999999999995,41,2.11
1339206.json,Almeria,2022-11-04,16.879999999999995,41,2.11
1339207.json,Almeria,2022-11-05,16.879999999999995,41,2.11
1339208.json,Almeria,2022-11-05,16.879999999999995,41,2.11
1339209.json,Almeria,2022-11-06,16.879999999999995,41,2.11
1339210.json,Almeria,2022-11-06,16.879999999999995,41,2.11
1339604.json,Centurion,2023-03-25,24.470000000000027,32,0.89
1339605.json,Centurion,2023-03-26,24.470000000000027,32,0.89
1339606.json,Johannesburg,2023-03-28,22.55000000000001,29,0.51
1339614.json,Lahore,2023-04-14,34.99000000000001,21,0
1339615.json,Lahore,2023-04-15,34.99000000000001,21,0
1339616.json,Lahore,2023-04-17,34.99000000000001,21,0
1339617.json,Rawalpindi,2023-04-20,29.650000000000034,29,2.89
1339618.json,Rawalpindi,2023-04-24,29.650000000000034,29,2.89
1348323.json,Harare,2023-01-12,26.010000000000048,42,3
1348324.json,Harare,2023-01-14,25.670000000000016,23,3
1348325.json,Harare,2023-01-15,26.010000000000048,42,3
1348640.json,Mumbai,2023-01-03,29.99000000000001,74,4.12
1348641.json,Pune,2023-01-05,29.850000000000023,38,4.02
1348642.json,Rajkot,2023-01-07,31.610000000000014,37,6.29
1348649.json,Ranchi,2023-01-27,28.060000000000002,54,1.54
1348650.json,Lucknow,2023-01-29,31.99000000000001,48,1.03
1348651.json,Ahmedabad,2023-02-01,36.02000000000004,19,3.09
1349379.json,Bangi,2022-12-15,38.10000000000002,39,2.57
1349380.json,Bangi,2022-12-16,38.10000000000002,39,2.57
1349382.json,Bangi,2022-12-18,38.10000000000002,39,2.57
1349383.json,Bangi,2022-12-18,38.10000000000002,39,2.57
1349384.json,Bangi,2022-12-19,38.10000000000002,39,2.57
1349385.json,Bangi,2022-12-19,38.10000000000002,39,2.57
1349386.json,Bangi,2022-12-21,38.10000000000002,39,2.57
1349387.json,Bangi,2022-12-21,38.10000000000002,39,2.57
1349388.json,Bangi,2022-12-22,38.10000000000002,39,2.57
1349389.json,Bangi,2022-12-22,38.10000000000002,39,2.57
1349390.json,Bangi,2022-12-23,38.10000000000002,39,2.57
1349391.json,Bangi,2022-12-23,38.10000000000002,39,2.57
1351401.json,Dhaka,2023-03-12,23.99000000000001,88,3.09
1351402.json,Dhaka,2023-03-14,23.99000000000001,88,3.09
1354799.json,Murcia,2023-02-24,25.710000000000036,40,4.7
1354800.json,Murcia,2023-02-25,25.710000000000036,40,4.7
1354801.json,Murcia,2023-02-25,25.710000000000036,40,4.7
1354802.json,Murcia,2023-02-26,25.710000000000036,40,4.7
1354803.json,Murcia,2023-02-26,25.710000000000036,40,4.7
1357694.json,Abu Dhabi,2023-02-16,31.610000000000014,47,4.63
1357695.json,Abu Dhabi,2023-02-18,31.610000000000014,47,4.63
1357696.json,Abu Dhabi,2023-02-19,32.19,43,5.71
1359786.json,Buenos Aires,2023-02-21,20.230000000000018,84,5.81
1359787.json,Buenos Aires,2023-02-22,20.230000000000018,84,5.81
1359788.json,Buenos Aires,2023-02-28,20.120000000000005,85,5.81
1359789.json,Buenos Aires,2023-02-28,20.120000000000005,85,5.81
1359792.json,Buenos Aires,2023-02-26,20.230000000000018,84,5.81
1359793.json,Buenos Aires,2023-02-26,20.230000000000018,84,5.81
1359794.json,Buenos Aires,2023-02-25,20.230000000000018,84,5.81
1359795.json,Buenos Aires,2023-02-25,20.230000000000018,84,5.81
1359798.json,Buenos Aires,2023-03-02,20.230000000000018,84,5.81
1359799.json,Buenos Aires,2023-03-02,20.230000000000018,84,5.81
1359800.json,Buenos Aires,2023-03-04,20.120000000000005,85,5.81
1359802.json,Buenos Aires,2023-03-04,20.120000000000005,85,5.81
1361770.json,Mong Kok,2023-03-08,26.610000000000014,85,4.92
1361771.json,Mong Kok,2023-03-08,26.610000000000014,85,4.92
1361772.json,Mong Kok,2023-03-09,26.610000000000014,85,4.92
1361773.json,Mong Kok,2023-03-09,26.610000000000014,85,4.92
1361774.json,Mong Kok,2023-03-11,26.610000000000014,85,4.92
1361775.json,Mong Kok,2023-03-11,26.610000000000014,85,4.92
1361776.json,Mong Kok,2023-03-12,26.610000000000014,85,4.92
1362242.json,Mong Kok,2023-03-12,26.610000000000014,85,4.92
1362815.json,Sharjah,2023-03-24,31.160000000000025,48,4.12
1362816.json,Sharjah,2023-03-26,31.160000000000025,48,4.12
1362817.json,Sharjah,2023-03-27,31.160000000000025,48,4.12
1367722.json,Albergaria,2023-04-10,18.180000000000007,44,5.63
1367723.json,Albergaria,2023-04-11,18.180000000000007,44,5.63
1367724.json,Albergaria,2023-04-11,18.180000000000007,44,5.63
1367725.json,Gibraltar,2023-05-04,23.890000000000043,60,4.63
1367726.json,Gibraltar,2023-05-04,23.890000000000043,60,4.63
1367727.json,Gibraltar,2023-05-05,23.890000000000043,60,4.63
1367728.json,Gibraltar,2023-05-06,23.890000000000043,60,4.63
1367729.json,Gibraltar,2023-05-05,23.890000000000043,60,4.63
1367730.json,Gibraltar,2023-05-06,23.890000000000043,60,4.63
1367731.json,Gibraltar,2023-05-07,23.890000000000043,60,4.63
1367732.json,Gibraltar,2023-05-07,23.890000000000043,60,4.63
1367733.json,Gibraltar,2023-05-06,23.890000000000043,60,4.63
1370790.json,Copenhagen,2023-05-20,13.610000000000014,78,4.12
1370791.json,Copenhagen,2023-05-21,13.610000000000014,78,4.12
1373568.json,Durban,2023-08-30,23.510000000000048,67,3.4
1373569.json,Durban,2023-09-01,23.510000000000048,67,3.4
1373570.json,Durban,2023-09-03,23.510000000000048,67,3.4
1373579.json,Bridgetown,2023-12-12,31.27000000000004,70,8.23
1375850.json,Hobart,2024-02-09,10.950000000000045,81,3.09
1375851.json,Adelaide,2024-02-11,13.450000000000045,69,1.79
1375852.json,Perth,2024-02-13,13.930000000000007,87,3.6
1377015.json,Sylhet,2023-07-14,22.200000000000045,83,2.18
1377016.json,Sylhet,2023-07-16,22.200000000000045,83,2.18
1377727.json,Dubai,2023-08-17,30.010000000000048,46,3.68
1377728.json,Dubai,2023-08-19,30.010000000000048,46,3.68
1377729.json,Dubai,2023-08-20,31.77000000000004,31,4.12
1379575.json,Nairobi,2023-06-17,21.620000000000005,68,2.57
1379576.json,Nairobi,2023-06-17,21.620000000000005,68,2.57
1379577.json,Nairobi,2023-06-10,21.620000000000005,68,2.57
1379578.json,Nairobi,2023-06-11,21.620000000000005,68,2.57
1379579.json,Nairobi,2023-06-18,21.620000000000005,68,2.57
1379580.json,Nairobi,2023-06-11,21.620000000000005,68,2.57
1379581.json,Nairobi,2023-06-18,21.620000000000005,68,2.57
1379582.json,Nairobi,2023-06-14,21.620000000000005,68,2.57
1379583.json,Nairobi,2023-06-14,21.620000000000005,68,2.57
1379584.json,Nairobi,2023-06-15,21.620000000000005,68,2.57
1379585.json,Nairobi,2023-06-19,21.620000000000005,68,2.57
1379586.json,Nairobi,2023-06-13,21.620000000000005,68,2.57
1379587.json,Nairobi,2023-06-19,21.620000000000005,68,2.57
1379589.json,Nairobi,2023-06-13,21.620000000000005,68,2.57
1379590.json,Nairobi,2023-06-15,21.620000000000005,68,2.57
1379592.json,Nairobi,2023-06-21,21.620000000000005,68,2.57
1380583.json,Krefeld,2023-06-10,16.27000000000004,76,2.06
1380584.json,Krefeld,2023-06-11,16.27000000000004,76,2.06
1380586.json,Prague,2023-06-11,19.83000000000004,66,4.12
1380587.json,Prague,2023-06-11,19.83000000000004,66,4.12
1381218.json,Providence,2023-08-06,16.850000000000023,84,1.54
1381219.json,Providence,2023-08-08,16.850000000000023,84,1.54
1381220.json,Lauderhill,2023-08-12,28.939999999999998,62,6.69
1381221.json,Lauderhill,2023-08-13,28.939999999999998,62,6.69
1381451.json,Deventer,2023-06-29,18.28000000000003,57,0.89
1381452.json,Deventer,2023-06-30,18.28000000000003,57,0.89
1381453.json,Sofia,2023-06-23,23.83000000000004,33,2.57
1381454.json,Sofia,2023-06-23,23.83000000000004,33,2.57
1381455.json,Sofia,2023-06-23,23.83000000000004,33,2.57
1381456.json,Sofia,2023-06-24,23.83000000000004,33,2.57
1381457.json,Sofia,2023-06-24,23.83000000000004,33,2.57
1381458.json,Sofia,2023-06-24,23.83000000000004,33,2.57
1383068.json,Edinburgh,2023-07-20,12.210000000000036,87,3.09
1383069.json,Edinburgh,2023-07-20,12.210000000000036,87,3.09
1383070.json,Edinburgh,2023-07-20,12.210000000000036,87,3.09
1383071.json,Edinburgh,2023-07-21,12.210000000000036,87,3.09
1383072.json,Edinburgh,2023-07-21,12.210000000000036,87,3.09
1383073.json,Edinburgh,2023-07-21,12.210000000000036,87,3.09
1383074.json,Edinburgh,2023-07-23,12.210000000000036,87,3.09
1383075.json,Edinburgh,2023-07-23,12.210000000000036,87,3.09
1383076.json,Edinburgh,2023-07-23,12.210000000000036,87,3.09
1383077.json,Edinburgh,2023-07-24,12.210000000000036,87,3.09
1383078.json,Edinburgh,2023-07-24,12.210000000000036,87,3.09
1383079.json,Edinburgh,2023-07-24,12.210000000000036,87,3.09
1383080.json,Edinburgh,2023-07-25,12.210000000000036,87,3.09
1383081.json,Edinburgh,2023-07-25,12.210000000000036,87,3.09
1383082.json,Edinburgh,2023-07-25,12.210000000000036,87,3.09
1383083.json,Edinburgh,2023-07-27,12.210000000000036,87,3.09
1383086.json,Edinburgh,2023-07-28,12.210000000000036,87,3.09
1383087.json,Edinburgh,2023-07-28,12.210000000000036,87,3.09
1383088.json,Edinburgh,2023-07-28,12.210000000000036,87,3.09
1383089.json,Port Moresby,2023-07-22,24.82000000000005,92,2.04
1383090.json,Port Moresby,2023-07-22,24.82000000000005,92,2.04
1383091.json,Port Moresby,2023-07-23,24.82000000000005,92,2.04
1383093.json,Port Moresby,2023-07-25,24.82000000000005,92,2.04
1383094.json,Port Moresby,2023-07-25,24.82000000000005,92,2.04
1383095.json,Port Moresby,2023-07-26,24.82000000000005,92,2.04
1383096.json,Port Moresby,2023-07-26,24.82000000000005,92,2.04
1383097.json,Port Moresby,2023-07-28,24.82000000000005,92,2.04
1383098.json,Port Moresby,2023-07-28,24.82000000000005,92,2.04
1383099.json,Port Moresby,2023-07-29,24.82000000000005,92,2.04
1383100.json,Port Moresby,2023-07-29,24.82000000000005,92,2.04
1383101.json,Kuala Lumpur,2023-07-26,27.430000000000007,85,0.51
1383102.json,Kuala Lumpur,2023-07-26,27.430000000000007,85,0.51
1383103.json,Kuala Lumpur,2023-07-27,27.430000000000007,85,0.51
1383104.json,Kuala Lumpur,2023-07-27,27.430000000000007,85,0.51
1383105.json,Kuala Lumpur,2023-07-28,27.090000000000032,87,1.17
1383106.json,Kuala Lumpur,2023-07-30,27.430000000000007,85,0.51
1383107.json,Kuala Lumpur,2023-07-30,27.430000000000007,85,0.51
1383108.json,Kuala Lumpur,2023-07-31,27.430000000000007,85,0.51
1383109.json,Kuala Lumpur,2023-07-31,27.430000000000007,85,0.51
1383110.json,Kuala Lumpur,2023-08-01,27.430000000000007,85,0.51
1384582.json,Marsa,2023-07-10,21.450000000000045,68,5.66
1384583.json,Marsa,2023-07-10,21.450000000000045,68,5.66
1384584.json,Marsa,2023-07-11,21.450000000000045,68,5.66
1384585.json,Marsa,2023-07-11,21.450000000000045,68,5.66
1384586.json,Marsa,2023-07-12,21.450000000000045,68,5.66
1384587.json,Marsa,2023-07-12,21.450000000000045,68,5.66
1384588.json,Marsa,2023-07-12,21.450000000000045,68,5.66
1384589.json,Marsa,2023-07-13,21.450000000000045,68,5.66
1384590.json,Marsa,2023-07-13,21.450000000000045,68,5.66
1384591.json,Marsa,2023-07-13,21.450000000000045,68,5.66
1384592.json,Marsa,2023-07-14,21.450000000000045,68,5.66
1384593.json,Marsa,2023-07-14,21.450000000000045,68,5.66
1384594.json,Marsa,2023-07-14,21.450000000000045,68,5.66
1384595.json,Marsa,2023-07-15,21.450000000000045,68,5.66
1384596.json,Marsa,2023-07-15,21.450000000000045,68,5.66
1384597.json,Marsa,2023-07-15,21.450000000000045,68,5.66
1384598.json,Marsa,2023-07-16,21.450000000000045,68,5.66
1384599.json,Marsa,2023-07-16,21.450000000000045,68,5.66
1384600.json,Marsa,2023-07-16,21.450000000000045,68,5.66
1384634.json,Dublin,2023-08-18,9.510000000000048,84,1.54
1384637.json,Dublin,2023-08-20,9.510000000000048,84,1.54
1387243.json,Deventer,2023-08-14,18.28000000000003,57,0.89
1387244.json,Deventer,2023-08-14,18.28000000000003,57,0.89
1387245.json,Deventer,2023-08-15,18.28000000000003,57,0.89
1387599.json,Johannesburg,2023-12-14,22.840000000000032,27,0.51
1388213.json,Napier,2023-12-27,10.710000000000036,79,2.24
1388214.json,Mount Maunganui,2023-12-29,12.960000000000036,94,2.66
1388215.json,Mount Maunganui,2023-12-31,12.960000000000036,94,2.66
1388216.json,Auckland,2024-01-12,11.310000000000002,75,1.03
1388217.json,Hamilton,2024-01-14,19.340000000000032,91,3.6
1388218.json,Dunedin,2024-01-17,6.560000000000002,69,0.89
1388219.json,Christchurch,2024-01-19,5.260000000000048,88,2.06
1388220.json,Christchurch,2024-01-21,5.260000000000048,88,2.06
1388223.json,Wellington,2024-02-21,9.600000000000023,61,10.8
1388224.json,Auckland,2024-02-23,11.310000000000002,75,1.03
1388225.json,Auckland,2024-02-25,11.310000000000002,75,1.03
1389391.json,Visakhapatnam,2023-11-23,30.939999999999998,89,5.14
1389392.json,Thiruvananthapuram,2023-11-26,30.99000000000001,66,3.6
1389393.json,Guwahati,2023-11-28,22.950000000000045,94,2.57
1389394.json,Raipur,2023-12-01,35.08000000000004,26,3.6
1389395.json,Bengaluru,2023-12-03,31.78000000000003,49,2.06
1389396.json,Chandigarh,2024-01-11,32.01000000000005,17,2.53
1389397.json,Indore,2024-01-14,32.10000000000002,29,2.06
1389398.json,Bengaluru,2024-01-17,31.78000000000003,49,2.06
1390167.json,Szodliget,2023-08-05,24.0,47,5.49
1390169.json,Szodliget,2023-08-06,24.0,47,5.49
1391338.json,Gibraltar,2023-09-30,23.890000000000043,60,4.63
1391339.json,Gibraltar,2023-09-30,23.890000000000043,60,4.63
1392802.json,Doha,2023-09-15,29.970000000000027,64,5.66
1392803.json,Doha,2023-09-15,29.970000000000027,64,5.66
1392805.json,Doha,2023-09-16,29.970000000000027,64,5.66
1392808.json,Doha,2023-09-18,29.970000000000027,64,5.66
1392809.json,Doha,2023-09-18,29.970000000000027,64,5.66
1392811.json,Doha,2023-09-19,29.970000000000027,64,5.66
1392812.json,Doha,2023-09-20,29.970000000000027,64,5.66
1397437.json,Doha,2023-09-22,29.970000000000027,64,5.66
1397438.json,Doha,2023-09-22,29.970000000000027,64,5.66
1397439.json,Doha,2023-09-23,29.970000000000027,64,5.66
1398295.json,Kuala Lumpur,2023-09-19,27.430000000000007,85,0.51
1398296.json,Kuala Lumpur,2023-09-20,27.430000000000007,85,0.51
1398298.json,Kuala Lumpur,2023-09-22,27.430000000000007,85,0.51
1398299.json,Kuala Lumpur,2023-09-23,27.430000000000007,85,0.51
1398300.json,Kuala Lumpur,2023-09-24,27.430000000000007,85,0.51
1399104.json,Hangzhou,2023-09-27,20.5,87,0.49
1399113.json,Hangzhou,2023-10-03,20.5,87,0.49
1399114.json,Hangzhou,2023-10-03,20.5,87,0.49
1399115.json,Hangzhou,2023-10-04,20.5,87,0.49
1399116.json,Hangzhou,2023-10-04,20.5,87,0.49
1399117.json,Hangzhou,2023-10-06,20.5,87,0.49
1399118.json,Hangzhou,2023-10-06,20.5,87,0.49
1399119.json,Hangzhou,2023-10-07,20.5,87,0.49
1399120.json,Hangzhou,2023-10-07,20.5,87,0.49
1399138.json,Doha,2023-09-28,29.970000000000027,64,5.66
1399140.json,Doha,2023-09-29,29.970000000000027,64,5.66
1399142.json,Doha,2023-10-01,29.970000000000027,64,5.66
1399143.json,Doha,2023-10-01,29.970000000000027,64,5.66
1399144.json,Doha,2023-10-02,29.970000000000027,64,5.66
1399145.json,Doha,2023-10-02,29.970000000000027,64,5.66
1399146.json,Doha,2023-10-04,29.970000000000027,64,5.66
1399148.json,Doha,2023-10-05,29.970000000000027,64,5.66
1399149.json,Doha,2023-10-05,29.970000000000027,64,5.66
1399150.json,Hamilton,2023-09-30,19.340000000000032,91,3.6
1399151.json,Hamilton,2023-09-30,19.340000000000032,91,3.6
1399152.json,Hamilton,2023-10-01,19.350000000000023,91,3.6
1399153.json,Hamilton,2023-10-01,19.350000000000023,91,3.6
1399154.json,Hamilton,2023-10-03,19.350000000000023,91,3.6
1399155.json,Hamilton,2023-10-03,19.350000000000023,91,3.6
1399156.json,Hamilton,2023-10-04,19.350000000000023,91,3.6
1399157.json,Hamilton,2023-10-04,19.350000000000023,91,3.6
1399161.json,Hamilton,2023-10-07,19.350000000000023,91,3.6
1400053.json,Gibraltar,2023-10-05,23.890000000000043,60,4.63
1400054.json,Gibraltar,2023-10-05,23.890000000000043,60,4.63
1400055.json,Gibraltar,2023-10-15,23.890000000000043,60,4.63
1400056.json,Gibraltar,2023-10-15,23.890000000000043,60,4.63
1400972.json,Lagos,2023-10-04,32.43000000000001,62,3.79
1400973.json,Lagos,2023-10-04,32.43000000000001,62,3.79
1400974.json,Lagos,2023-10-05,32.43000000000001,62,3.79
1400975.json,Lagos,2023-10-05,32.43000000000001,62,3.79
1400976.json,Lagos,2023-10-06,32.43000000000001,62,3.79
1400977.json,Lagos,2023-10-06,32.43000000000001,62,3.79
1400978.json,Lagos,2023-10-07,32.43000000000001,62,3.79
1400980.json,Lagos,2023-10-08,32.43000000000001,62,3.79
1400981.json,Lagos,2023-10-08,32.43000000000001,62,3.79
1400982.json,Lagos,2023-10-10,32.43000000000001,62,3.79
1400983.json,Lagos,2023-10-10,32.43000000000001,62,3.79
1400984.json,Lagos,2023-10-11,32.43000000000001,62,3.79
1400985.json,Lagos,2023-10-11,32.43000000000001,62,3.79
1400986.json,Lagos,2023-10-12,32.43000000000001,62,3.79
1400987.json,Lagos,2023-10-12,32.43000000000001,62,3.79
1400988.json,Lagos,2023-10-14,32.43000000000001,62,3.79
1400989.json,Lagos,2023-10-14,32.43000000000001,62,3.79
1400990.json,Lagos,2023-10-15,32.43000000000001,62,3.79
1400991.json,Lagos,2023-10-15,32.43000000000001,62,3.79
1403288.json,Kathmandu,2023-10-18,18.120000000000005,68,2.06
1403289.json,Kathmandu,2023-10-19,18.120000000000005,68,2.06
1403290.json,Kathmandu,2023-10-21,18.120000000000005,68,2.06
1403291.json,Kathmandu,2023-10-22,18.120000000000005,68,2.06
1403292.json,Kathmandu,2023-10-23,18.120000000000005,68,2.06
1403293.json,Kathmandu,2023-10-25,18.120000000000005,68,2.06
1403294.json,Kirtipur,2023-10-27,17.960000000000036,68,2.06
1404390.json,Windhoek,2023-10-24,27.120000000000005,18,3.13
1404391.json,Windhoek,2023-10-25,27.120000000000005,18,3.13
1404392.json,Windhoek,2023-10-27,27.120000000000005,18,3.13
1404393.json,Windhoek,2023-10-29,27.120000000000005,18,3.13
1404394.json,Windhoek,2023-10-30,27.120000000000005,18,3.13
1405313.json,Kathmandu,2023-10-30,18.120000000000005,68,2.06
1405314.json,Kirtipur,2023-10-30,17.960000000000036,68,2.06
1405315.json,Kirtipur,2023-10-30,17.960000000000036,68,2.06
1405316.json,Kathmandu,2023-10-30,18.120000000000005,68,2.06
1405317.json,Kirtipur,2023-10-31,17.960000000000036,68,2.06
1405318.json,Kathmandu,2023-10-31,18.120000000000005,68,2.06
1405319.json,Kirtipur,2023-10-31,17.960000000000036,68,2.06
1405320.json,Kathmandu,2023-10-31,18.120000000000005,68,2.06
1405321.json,Kirtipur,2023-11-02,17.960000000000036,68,2.06
1405322.json,Kathmandu,2023-11-02,18.120000000000005,68,2.06
1405323.json,Kirtipur,2023-11-02,17.960000000000036,68,2.06
1405324.json,Kathmandu,2023-11-02,18.120000000000005,68,2.06
1405325.json,Kirtipur,2023-11-03,17.960000000000036,68,2.06
1405326.json,Kathmandu,2023-11-03,18.120000000000005,68,2.06
1405327.json,Kirtipur,2023-11-05,17.960000000000036,68,2.06
1407089.json,Windhoek,2023-11-22,27.120000000000005,18,3.13
1407090.json,Windhoek,2023-11-22,27.120000000000005,18,3.13
1407091.json,Windhoek,2023-11-22,27.120000000000005,18,3.13
1407092.json,Windhoek,2023-11-23,27.120000000000005,18,3.13
1407093.json,Windhoek,2023-11-23,27.120000000000005,18,3.13
1407094.json,Windhoek,2023-11-24,27.120000000000005,18,3.13
1407095.json,Windhoek,2023-11-24,27.120000000000005,18,3.13
1407096.json,Windhoek,2023-11-25,27.120000000000005,18,3.13
1407097.json,Windhoek,2023-11-25,27.120000000000005,18,3.13
1407098.json,Windhoek,2023-11-26,27.120000000000005,18,3.13
1407099.json,Windhoek,2023-11-26,27.120000000000005,18,3.13
1407100.json,Windhoek,2023-11-27,27.120000000000005,18,3.13
1407101.json,Windhoek,2023-11-27,27.120000000000005,18,3.13
1407102.json,Windhoek,2023-11-27,27.120000000000005,18,3.13
1407103.json,Windhoek,2023-11-28,27.120000000000005,18,3.13
1407104.json,Windhoek,2023-11-29,27.120000000000005,18,3.13
1407105.json,Windhoek,2023-11-29,27.120000000000005,18,3.13
1407106.json,Windhoek,2023-11-29,27.120000000000005,18,3.13
1407107.json,Windhoek,2023-11-30,27.120000000000005,18,3.13
1407108.json,Windhoek,2023-11-30,27.120000000000005,18,3.13
1407109.json,Windhoek,2023-11-30,27.120000000000005,18,3.13
1407714.json,Bali,2023-11-20,26.24000000000001,90,2.53
1407715.json,Bali,2023-11-20,26.24000000000001,90,2.53
1407716.json,Bali,2023-11-21,26.24000000000001,90,2.53
1407717.json,Bali,2023-11-21,26.24000000000001,90,2.53
1407718.json,Bali,2023-11-22,26.24000000000001,90,2.53
1407719.json,Bali,2023-11-23,26.24000000000001,90,2.53
1408103.json,Harare,2023-12-07,26.010000000000048,42,3
1408104.json,Harare,2023-12-09,26.010000000000048,42,3
1408105.json,Harare,2023-12-10,25.670000000000016,23,3
1412530.json,Bali,2023-12-22,26.24000000000001,90,2.53
1412531.json,Bali,2023-12-23,26.24000000000001,90,2.53
1412532.json,Bali,2023-12-23,26.24000000000001,90,2.53
1412533.json,Bali,2023-12-24,26.24000000000001,90,2.53
1412534.json,Bali,2023-12-24,26.24000000000001,90,2.53
1412535.json,Bali,2023-12-26,26.24000000000001,90,2.53
