File,City,Date,Temperature,Humidity,Wind_Speed
1119542.json,Birmingham,2018-06-27,24.58000000000004,81,3.6
1119543.json,Manchester,2018-07-03,17.180000000000007,69,4.63
1119544.json,Cardiff,2018-07-06,15.890000000000043,81,5.14
1119545.json,Bristol,2018-07-08,16.0,78,1.34
1120093.json,Delhi,2017-11-01,36.05000000000001,19,2.06
1120094.json,Rajkot,2017-11-04,31.610000000000014,37,6.29
1120095.json,Thiruvananthapuram,2017-11-07,30.99000000000001,66,3.6
1120291.json,Abu Dhabi,2017-10-26,32.19,43,5.71
1120292.json,Abu Dhabi,2017-10-27,32.19,43,5.71
1120293.json,Lahore,2017-10-29,34.99000000000001,21,0
1122285.json,Johannesburg,2018-02-18,23.160000000000025,28,0.51
1122286.json,Centurion,2018-02-21,24.470000000000027,32,0.89
1122287.json,Cape Town,2018-02-24,17.450000000000045,77,5.66
1122729.json,Cuttack,2017-12-20,29.100000000000023,62,2.72
1122730.json,Indore,2017-12-22,32.10000000000002,29,2.06
1122731.json,Mumbai,2017-12-24,29.99000000000001,74,4.12
1127300.json,Edinburgh,2018-06-12,12.210000000000036,87,3.09
1127301.json,Edinburgh,2018-06-13,12.210000000000036,87,3.09
1130746.json,Dhaka,2018-02-15,23.99000000000001,88,3.09
1133817.json,Colombo,2018-03-06,28.910000000000025,83,3.57
1133818.json,Colombo,2018-03-08,28.910000000000025,83,3.57
1133819.json,Colombo,2018-03-10,28.910000000000025,83,3.57
1133820.json,Colombo,2018-03-12,28.910000000000025,83,3.57
1133821.json,Colombo,2018-03-14,28.910000000000025,83,3.57
1133822.json,Colombo,2018-03-16,28.910000000000025,83,3.57
1133823.json,Colombo,2018-03-18,28.910000000000025,83,3.57
1140069.json,Karachi,2018-04-01,29.900000000000034,66,3.09
1140070.json,Karachi,2018-04-02,29.900000000000034,66,3.09
1140071.json,Karachi,2018-04-03,29.900000000000034,66,3.09
1140384.json,Colombo,2018-10-27,28.910000000000025,83,3.57
1140992.json,Dublin,2018-06-27,9.510000000000048,84,1.54
1140993.json,Dublin,2018-06-29,9.510000000000048,84,1.54
1141232.json,London,2018-05-31,13.79000000000002,91,2.06
1141835.json,London,2018-07-29,13.79000000000002,91,2.06
1142501.json,Rotterdam,2018-06-12,18.430000000000007,61,3.6
1142502.json,Rotterdam,2018-06-13,18.410000000000025,61,3.6
1142503.json,Deventer,2018-06-16,18.28000000000003,57,0.89
1142504.json,Deventer,2018-06-17,18.28000000000003,57,0.89
1142505.json,Amstelveen,2018-06-19,18.230000000000018,60,4.12
1142506.json,Amstelveen,2018-06-20,18.230000000000018,60,4.12
1142589.json,Colombo,2018-08-14,28.910000000000025,83,3.57
1144149.json,East London,2018-10-09,21.52000000000004,60,1.54
1144150.json,Potchefstroom,2018-10-12,24.180000000000007,16,1.54
1144161.json,Cape Town,2019-02-01,17.450000000000045,77,5.66
1144162.json,Johannesburg,2019-02-03,22.840000000000032,27,0.51
1144163.json,Centurion,2019-02-06,24.470000000000027,32,0.89
1144172.json,Cape Town,2019-03-19,17.450000000000045,77,5.66
1144173.json,Centurion,2019-03-22,24.470000000000027,32,0.89
1144174.json,Johannesburg,2019-03-24,23.160000000000025,28,0.51
1144990.json,Brisbane,2018-11-21,15.970000000000027,86,4.12
1145982.json,Dehra Dun,2018-06-03,30.32000000000005,22,2.06
1145983.json,Dehradun,2018-06-05,30.189999999999998,23,2.76
1145984.json,Dehradun,2018-06-07,30.189999999999998,23,2.76
1146724.json,Lauderhill,2018-08-04,28.860000000000014,61,6.69
1146725.json,Lauderhill,2018-08-05,28.879999999999995,61,6.69
1150143.json,Bready,2018-08-20,11.950000000000045,77,5.72
1150144.json,Bready,2018-08-22,11.950000000000045,77,5.72
1152840.json,Cardiff,2019-05-05,15.890000000000043,81,5.14
1153317.json,Sylhet,2018-12-17,22.200000000000045,83,2.18
1153318.json,Dhaka,2018-12-20,23.99000000000001,88,3.09
1153319.json,Dhaka,2018-12-22,23.99000000000001,88,3.09
1153696.json,Wellington,2019-02-06,9.600000000000023,64,10.29
1153697.json,Auckland,2019-02-08,11.350000000000023,74,1.03
1153698.json,Hamilton,2019-02-10,19.350000000000023,91,3.6
1153843.json,Auckland,2019-01-11,11.350000000000023,74,1.03
1157372.json,Abu Dhabi,2018-10-24,32.19,43,5.71
1157375.json,Abu Dhabi,2018-10-31,32.19,43,5.71
1157759.json,Kolkata,2018-11-04,20.970000000000027,100,15.43
1157760.json,Lucknow,2018-11-06,31.99000000000001,48,1.03
1157761.json,Chennai,2018-11-11,31.25,84,5.66
1158071.json,Gros Islet,2019-03-05,31.170000000000016,72,5.64
1158072.json,Basseterre,2019-03-08,29.210000000000036,79,4.94
1158073.json,Basseterre,2019-03-10,29.210000000000036,79,4.94
1162727.json,Abu Dhabi,2018-10-22,32.19,43,5.71
1168112.json,Dehra Dun,2019-02-21,30.32000000000005,22,2.06
1168113.json,Dehra Dun,2019-02-23,30.32000000000005,22,2.06
1168114.json,Dehra Dun,2019-02-24,30.32000000000005,22,2.06
1168247.json,Visakhapatnam,2019-02-24,28.310000000000002,70,1.88
1168248.json,Bengaluru,2019-02-27,31.689999999999998,48,2.57
1168521.json,Bready,2019-07-12,11.950000000000045,77,5.72
1168522.json,Derry,2019-07-14,11.850000000000023,82,5.66
1170457.json,Dubai,2019-01-31,30.010000000000048,46,3.68
1170458.json,Dubai,2019-02-01,30.010000000000048,46,3.68
1170459.json,Dubai,2019-02-03,30.010000000000048,46,3.68
1176792.json,Port Moresby,2019-03-22,24.82000000000005,92,2.04
1176793.json,Port Moresby,2019-03-22,24.82000000000005,92,2.04
1176794.json,Port Moresby,2019-03-23,24.82000000000005,92,2.04
1176795.json,Port Moresby,2019-03-23,24.82000000000005,92,2.04
1176796.json,Port Moresby,2019-03-24,24.82000000000005,92,2.04
1176797.json,Port Moresby,2019-03-24,24.82000000000005,92,2.04
1177484.json,Dubai,2019-03-15,30.010000000000048,46,3.68
1177485.json,Dubai,2019-03-16,30.010000000000048,46,3.68
1178996.json,Utrecht,2019-05-25,18.660000000000025,58,0.45
1183524.json,Adelaide,2019-10-27,13.129999999999995,69,2.06
1183525.json,Brisbane,2019-10-30,15.970000000000027,86,4.12
1183526.json,Melbourne,2019-11-01,28.129999999999995,64,5.14
1183527.json,Sydney,2019-11-03,14.910000000000025,81,7.72
1183528.json,Canberra,2019-11-05,9.590000000000032,87,2.57
1183529.json,Perth,2019-11-08,13.930000000000007,87,3.6
1184258.json,Kampala,2019-05-20,26.660000000000025,75,2.6
1184260.json,Kampala,2019-05-20,26.660000000000025,75,2.6
1184261.json,Kampala,2019-05-21,26.660000000000025,75,2.6
1184262.json,Kampala,2019-05-21,26.660000000000025,75,2.6
1184263.json,Kampala,2019-05-21,26.660000000000025,75,2.6
1184266.json,Kampala,2019-05-23,26.660000000000025,75,2.6
1184900.json,Kampala,2019-05-22,26.660000000000025,75,2.6
1184901.json,Kampala,2019-05-22,26.660000000000025,75,2.6
1184902.json,Kampala,2019-05-22,26.660000000000025,75,2.6
1185181.json,Castel,2019-06-15,17.640000000000043,65,5.51
1185182.json,Castel,2019-06-17,17.640000000000043,65,5.51
1185184.json,Castel,2019-06-16,17.640000000000043,65,5.51
1185185.json,St Peter Port,2019-06-16,12.610000000000014,87,4.12
1185186.json,Castel,2019-06-16,17.640000000000043,65,5.51
1185187.json,Castel,2019-06-18,17.640000000000043,65,5.51
1185188.json,St Peter Port,2019-06-20,12.610000000000014,87,4.12
1185190.json,St Peter Port,2019-06-20,12.610000000000014,87,4.12
1185191.json,Castel,2019-06-19,17.640000000000043,65,5.51
1185192.json,St Peter Port,2019-06-19,12.610000000000014,87,4.12
1185193.json,Castel,2019-06-19,17.640000000000043,65,5.51
1185313.json,East London,2020-02-12,21.52000000000004,60,1.54
1185314.json,Durban,2020-02-14,23.83000000000004,67,3.4
1185315.json,Centurion,2020-02-16,24.470000000000027,32,0.89
1185316.json,Johannesburg,2020-02-21,23.160000000000025,28,0.51
1185317.json,Port Elizabeth,2020-02-23,20.730000000000018,83,2.06
1185318.json,Cape Town,2020-02-26,17.450000000000045,77,5.66
1186488.json,Kuala Lumpur,2019-06-24,27.090000000000032,87,1.17
1186490.json,Kuala Lumpur,2019-06-26,27.090000000000032,87,1.17
1186491.json,Kuala Lumpur,2019-06-27,27.090000000000032,87,1.17
1186492.json,Kuala Lumpur,2019-06-28,27.090000000000032,87,1.17
1186493.json,Kuala Lumpur,2019-06-29,27.090000000000032,87,1.17
1187005.json,Chandigarh,2019-09-18,32.01000000000005,17,2.53
1187006.json,Bengaluru,2019-09-22,31.689999999999998,48,2.57
1187013.json,Delhi,2019-11-03,36.05000000000001,19,2.06
1187014.json,Rajkot,2019-11-07,31.610000000000014,37,6.29
1187015.json,Nagpur,2019-11-10,38.01000000000005,32,1.03
1187018.json,Hyderabad,2019-12-06,36.23000000000002,36,4.12
1187019.json,Thiruvananthapuram,2019-12-08,30.99000000000001,66,3.6
1187020.json,Mumbai,2019-12-11,29.99000000000001,74,4.12
1187665.json,Christchurch,2019-11-01,5.57000000000005,88,1.03
1187666.json,Wellington,2019-11-03,9.600000000000023,64,10.29
1187667.json,Nelson,2019-11-05,7.25,88,2.56
1187668.json,Napier,2019-11-08,10.710000000000036,79,2.24
1187669.json,Auckland,2019-11-10,11.350000000000023,74,1.03
1187677.json,Auckland,2020-01-24,11.350000000000023,74,1.03
1187678.json,Auckland,2020-01-26,11.350000000000023,74,1.03
1187679.json,Hamilton,2020-01-29,19.350000000000023,91,3.6
1187680.json,Wellington,2020-01-31,9.600000000000023,64,10.29
1187681.json,Mount Maunganui,2020-02-02,12.960000000000036,94,2.66
1188379.json,Rotterdam,2019-06-23,18.430000000000007,61,3.6
1188380.json,Rotterdam,2019-06-25,18.430000000000007,61,3.6
1188621.json,Lauderhill,2019-08-03,28.860000000000014,61,6.69
1188622.json,Lauderhill,2019-08-04,28.860000000000014,61,6.69
1188623.json,Providence,2019-08-06,16.640000000000043,84,2.57
1189743.json,Castel,2019-06-20,17.640000000000043,65,5.51
1189744.json,Castel,2019-06-20,17.640000000000043,65,5.51
1190767.json,Singapore,2019-07-22,29.80000000000001,78,2.06
1190768.json,Singapore,2019-07-22,29.80000000000001,78,2.06
1190769.json,Singapore,2019-07-23,29.80000000000001,78,2.06
1190771.json,Singapore,2019-07-24,29.80000000000001,78,2.06
1190772.json,Singapore,2019-07-26,29.80000000000001,78,2.06
1190773.json,Singapore,2019-07-26,29.80000000000001,78,2.06
1190774.json,Singapore,2019-07-27,29.80000000000001,78,2.06
1190775.json,Singapore,2019-07-27,29.80000000000001,78,2.06
1190776.json,Singapore,2019-07-28,29.80000000000001,78,2.06
1191006.json,Amstelveen,2019-08-05,18.230000000000018,60,4.12
1191008.json,The Hague,2019-08-08,18.83000000000004,58,3.6
1192223.json,Kuala Lumpur,2019-07-13,27.090000000000032,87,1.17
1192224.json,Kuala Lumpur,2019-07-14,27.090000000000032,87,1.17
1192875.json,Kandy,2019-09-01,24.110000000000014,91,0.52
1192876.json,Kandy,2019-09-03,24.110000000000014,91,0.52
1192877.json,Kandy,2019-09-06,24.110000000000014,91,0.52
1193494.json,Lucknow,2019-11-14,31.99000000000001,48,1.03
1193495.json,Lucknow,2019-11-16,31.99000000000001,48,1.03
1193496.json,Lucknow,2019-11-17,31.99000000000001,48,1.03
1197140.json,Dhaka,2019-09-13,23.99000000000001,88,3.09
1197141.json,Dhaka,2019-09-14,23.99000000000001,88,3.09
1197142.json,Dhaka,2019-09-15,23.99000000000001,88,3.09
1197396.json,Hamilton,2019-08-18,19.340000000000032,91,3.6
1197397.json,Hamilton,2019-08-18,19.340000000000032,91,3.6
1197398.json,Hamilton,2019-08-19,19.350000000000023,91,3.6
1197399.json,Hamilton,2019-08-19,19.350000000000023,91,3.6
1197400.json,Hamilton,2019-08-21,19.350000000000023,91,3.6
1197401.json,Hamilton,2019-08-21,19.350000000000023,91,3.6
1197402.json,Hamilton,2019-08-22,19.340000000000032,91,3.6
1197403.json,Hamilton,2019-08-22,19.340000000000032,91,3.6
1197404.json,Hamilton,2019-08-24,19.350000000000023,91,3.6
1197406.json,Hamilton,2019-08-25,19.350000000000023,91,3.6
1197407.json,Hamilton,2019-08-25,19.350000000000023,91,3.6
1197507.json,Windhoek,2019-08-19,27.120000000000005,18,3.13
1197508.json,Windhoek,2019-08-20,27.120000000000005,18,3.13
1197509.json,Windhoek,2019-08-22,27.120000000000005,18,3.13
1197510.json,Windhoek,2019-08-23,27.120000000000005,18,3.13
1198235.json,Southampton,2020-09-04,13.54000000000002,90,3.09
1198236.json,Southampton,2020-09-06,13.54000000000002,90,3.09
1198237.json,Southampton,2020-09-08,13.54000000000002,90,3.09
1198244.json,Manchester,2020-08-28,17.180000000000007,69,4.63
1198245.json,Manchester,2020-08-30,17.180000000000007,69,4.63
1198246.json,Manchester,2020-09-01,17.180000000000007,69,4.63
1198489.json,Lahore,2019-10-05,34.99000000000001,21,0
1198490.json,Lahore,2019-10-07,34.99000000000001,21,0
1198491.json,Lahore,2019-10-09,34.99000000000001,21,0
1199499.json,Dubai,2019-10-18,30.010000000000048,46,3.68
1199500.json,Abu Dhabi,2019-10-18,32.19,43,5.71
1199501.json,Dubai,2019-10-18,30.010000000000048,46,3.68
1199502.json,Abu Dhabi,2019-10-18,32.19,43,5.71
1199503.json,Dubai,2019-10-19,30.010000000000048,46,3.68
1199504.json,Abu Dhabi,2019-10-19,32.19,43,5.71
1199505.json,Dubai,2019-10-19,30.010000000000048,46,3.68
1199506.json,Dubai,2019-10-19,30.010000000000048,46,3.68
1199507.json,Abu Dhabi,2019-10-19,32.19,43,5.71
1199508.json,Dubai,2019-10-20,30.010000000000048,46,3.68
1199509.json,Abu Dhabi,2019-10-20,32.19,43,5.71
1199510.json,Dubai,2019-10-20,30.010000000000048,46,3.68
1199511.json,Abu Dhabi,2019-10-20,32.19,43,5.71
1199512.json,Dubai,2019-10-21,30.010000000000048,46,3.68
1199513.json,Abu Dhabi,2019-10-21,32.19,43,5.71
1199514.json,Abu Dhabi,2019-10-21,32.19,43,5.71
1199515.json,Dubai,2019-10-21,30.010000000000048,46,3.68
1199516.json,Abu Dhabi,2019-10-21,32.19,43,5.71
1199517.json,Dubai,2019-10-22,30.010000000000048,46,3.68
1199518.json,Dubai,2019-10-22,30.010000000000048,46,3.68
1199519.json,Abu Dhabi,2019-10-22,32.19,43,5.71
1199520.json,Dubai,2019-10-23,30.010000000000048,46,3.68
1199521.json,Abu Dhabi,2019-10-23,32.19,43,5.71
1199522.json,Dubai,2019-10-23,30.010000000000048,46,3.68
1199523.json,Abu Dhabi,2019-10-23,32.19,43,5.71
1199524.json,Abu Dhabi,2019-10-23,32.19,43,5.71
1199525.json,Dubai,2019-10-24,30.010000000000048,46,3.68
1199526.json,Abu Dhabi,2019-10-24,32.19,43,5.71
1199527.json,Abu Dhabi,2019-10-24,32.19,43,5.71
1199528.json,Dubai,2019-10-24,30.010000000000048,46,3.68
1199529.json,Dubai,2019-10-25,30.010000000000048,46,3.68
1199530.json,Abu Dhabi,2019-10-25,32.19,43,5.71
1199531.json,Dubai,2019-10-25,30.010000000000048,46,3.68
1199532.json,Abu Dhabi,2019-10-25,32.19,43,5.71
1199533.json,Abu Dhabi,2019-10-26,32.19,43,5.71
1199534.json,Dubai,2019-10-26,30.010000000000048,46,3.68
1199535.json,Dubai,2019-10-26,30.010000000000048,46,3.68
1199536.json,Dubai,2019-10-27,30.010000000000048,46,3.68
1199537.json,Abu Dhabi,2019-10-27,32.19,43,5.71
1199538.json,Abu Dhabi,2019-10-27,32.19,43,5.71
1199539.json,Dubai,2019-10-27,30.010000000000048,46,3.68
1199540.json,Abu Dhabi,2019-10-27,32.19,43,5.71
1199541.json,Dubai,2019-10-29,30.010000000000048,46,3.68
1199542.json,Dubai,2019-10-29,30.010000000000048,46,3.68
1199543.json,Dubai,2019-10-30,30.010000000000048,46,3.68
1199544.json,Dubai,2019-10-30,30.010000000000048,46,3.68
1199545.json,Dubai,2019-10-31,30.010000000000048,46,3.68
1199546.json,Dubai,2019-11-01,30.010000000000048,46,3.68
1199547.json,Dubai,2019-11-01,30.010000000000048,46,3.68
1199548.json,Dubai,2019-11-02,30.010000000000048,46,3.68
1199549.json,Dubai,2019-11-02,30.010000000000048,46,3.68
1200425.json,Dublin,2019-09-16,9.510000000000048,84,1.54
1200426.json,Dublin,2019-09-17,9.510000000000048,84,1.54
1200427.json,Dublin,2019-09-18,9.510000000000048,84,1.54
1200428.json,Dublin,2019-09-19,9.510000000000048,84,1.54
1201668.json,Murcia,2019-10-25,25.710000000000036,40,4.7
1201669.json,Murcia,2019-10-26,25.710000000000036,40,4.7
1201670.json,Murcia,2019-10-26,25.710000000000036,40,4.7
1201671.json,Murcia,2019-10-26,25.710000000000036,40,4.7
1201673.json,Murcia,2019-10-27,25.710000000000036,40,4.7
1201680.json,Singapore,2019-09-27,29.80000000000001,78,2.06
1201681.json,Singapore,2019-09-28,29.80000000000001,78,2.06
1201682.json,Singapore,2019-09-29,29.80000000000001,78,2.06
1201683.json,Singapore,2019-10-01,29.80000000000001,78,2.06
1201685.json,Singapore,2019-10-03,29.80000000000001,78,2.06
1202007.json,Kuala Lumpur,2019-09-29,27.090000000000032,87,1.17
1202008.json,Kuala Lumpur,2019-10-01,27.090000000000032,87,1.17
1202009.json,Kuala Lumpur,2019-10-02,27.090000000000032,87,1.17
1202010.json,Kuala Lumpur,2019-10-03,27.090000000000032,87,1.17
1202011.json,Kuala Lumpur,2019-10-04,27.090000000000032,87,1.17
1202243.json,Indore,2020-01-07,32.10000000000002,29,2.06
1202244.json,Pune,2020-01-10,29.850000000000023,38,4.02
1203677.json,Basseterre,2020-01-18,29.210000000000036,79,4.94
1203678.json,Basseterre,2020-01-19,29.210000000000036,79,4.94
1207081.json,Almeria,2020-03-08,16.879999999999995,41,2.11
1207082.json,Almeria,2020-03-08,16.879999999999995,41,2.11
1208606.json,Kirtipur,2019-12-05,17.960000000000036,68,2.06
1208609.json,Kirtipur,2019-12-06,17.960000000000036,68,2.06
1208612.json,Kirtipur,2019-12-07,17.960000000000036,68,2.06
1208613.json,Kirtipur,2019-12-09,17.960000000000036,68,2.06
1213058.json,Lahore,2020-01-24,34.99000000000001,21,0
1213059.json,Lahore,2020-01-25,34.99000000000001,21,0
1213874.json,Kandy,2020-03-04,24.110000000000014,91,0.52
1213875.json,Kandy,2020-03-06,24.110000000000014,91,0.52
1214670.json,Dhaka,2020-03-09,23.99000000000001,88,3.09
1214671.json,Dhaka,2020-03-11,23.99000000000001,88,3.09
1215136.json,Kuala Lumpur,2020-02-20,27.090000000000032,87,1.17
1215137.json,Kuala Lumpur,2020-02-21,27.090000000000032,87,1.17
1215138.json,Kuala Lumpur,2020-02-23,27.090000000000032,87,1.17
1215139.json,Kuala Lumpur,2020-02-24,27.090000000000032,87,1.17
1215140.json,Kuala Lumpur,2020-02-26,27.090000000000032,87,1.17
1216416.json,Greater Noida,2020-03-06,36.120000000000005,13,2.42
1216417.json,Greater Noida,2020-03-08,36.120000000000005,13,2.42
1216418.json,Greater Noida,2020-03-10,36.120000000000005,13,2.42
1217738.json,Bangkok,2020-02-29,32.09000000000003,51,4.94
1217740.json,Bangkok,2020-03-01,32.09000000000003,51,4.94
1217741.json,Bangkok,2020-03-01,32.09000000000003,51,4.94
1217742.json,Bangkok,2020-03-03,32.09000000000003,51,4.94
1217743.json,Bangkok,2020-03-03,32.09000000000003,51,4.94
1217744.json,Bangkok,2020-03-04,32.09000000000003,51,4.94
1217745.json,Bangkok,2020-03-04,32.09000000000003,51,4.94
1217747.json,Bangkok,2020-03-06,32.09000000000003,51,4.94
1223952.json,Canberra,2020-12-04,9.590000000000032,87,2.57
1223953.json,Sydney,2020-12-06,14.910000000000025,81,7.72
1223954.json,Sydney,2020-12-08,14.910000000000025,81,7.72
1229820.json,Walferdange,2020-08-29,15.120000000000005,79,7.72
1229822.json,Walferdange,2020-08-30,15.120000000000005,79,7.72
1229823.json,Walferdange,2020-08-30,15.120000000000005,79,7.72
1229824.json,St Peter Port,2020-08-21,12.610000000000014,87,4.12
1233954.json,Auckland,2020-11-27,11.350000000000023,74,1.03
1233955.json,Mount Maunganui,2020-11-29,12.960000000000036,94,2.66
1233956.json,Mount Maunganui,2020-11-30,12.960000000000036,94,2.66
1233959.json,Auckland,2020-12-18,11.350000000000023,74,1.03
1233960.json,Hamilton,2020-12-20,19.340000000000032,91,3.6
1233961.json,Napier,2020-12-22,10.710000000000036,79,2.24
1233971.json,Christchurch,2021-02-22,5.57000000000005,88,1.03
1233972.json,Dunedin,2021-02-25,6.560000000000002,69,0.89
1233973.json,Wellington,2021-03-03,9.600000000000023,64,10.29
1233974.json,Wellington,2021-03-05,9.600000000000023,64,10.29
1233975.json,Wellington,2021-03-07,9.600000000000023,64,10.29
1233979.json,Hamilton,2021-03-28,19.340000000000032,91,3.6
1233980.json,Napier,2021-03-30,10.710000000000036,79,2.24
1233981.json,Auckland,2021-04-01,11.350000000000023,74,1.03
1237122.json,Cape Town,2020-11-27,17.450000000000045,77,5.66
1237123.json,Paarl,2020-11-29,17.870000000000005,35,4.43
1237124.json,Cape Town,2020-12-01,17.450000000000045,77,5.66
1239540.json,Nottingham,2021-07-16,19.04000000000002,53,3.6
1239541.json,Leeds,2021-07-18,18.07000000000005,61,2.24
1239542.json,Manchester,2021-07-20,17.180000000000007,69,4.63
1243019.json,Lahore,2021-02-11,34.99000000000001,21,0
1243020.json,Lahore,2021-02-13,34.99000000000001,21,0
1243021.json,Lahore,2021-02-14,34.99000000000001,21,0
1243388.json,Ahmedabad,2021-03-12,36.02000000000004,19,3.09
1243389.json,Ahmedabad,2021-03-14,36.02000000000004,19,3.09
1243390.json,Ahmedabad,2021-03-16,36.02000000000004,19,3.09
1243391.json,Ahmedabad,2021-03-18,36.02000000000004,19,3.09
1243392.json,Ahmedabad,2021-03-20,36.02000000000004,19,3.09
1249206.json,Cardiff,2021-06-23,15.890000000000043,81,5.14
1249207.json,Cardiff,2021-06-24,15.890000000000043,81,5.14
1249208.json,Southampton,2021-06-26,13.53000000000003,90,3.09
1251575.json,Johannesburg,2021-04-10,22.840000000000032,27,0.51
1251576.json,Johannesburg,2021-04-12,22.840000000000032,27,0.51
1251577.json,Centurion,2021-04-14,24.470000000000027,32,0.89
1251578.json,Centurion,2021-04-16,24.470000000000027,32,0.89
1251953.json,Dublin,2021-07-19,9.510000000000048,84,1.54
1251954.json,Belfast,2021-07-22,14.920000000000016,73,6.17
1251955.json,Belfast,2021-07-24,14.920000000000016,73,6.17
1252058.json,Abu Dhabi,2021-03-17,32.19,43,5.71
1252059.json,Abu Dhabi,2021-03-19,32.19,43,5.71
1252060.json,Abu Dhabi,2021-03-20,32.19,43,5.71
1252066.json,Coolidge,2021-03-03,18.980000000000018,24,1.68
1252067.json,Coolidge,2021-03-05,18.980000000000018,24,1.68
1252068.json,Coolidge,2021-03-07,18.980000000000018,24,1.68
1256720.json,Bridgetown,2022-01-22,31.27000000000004,70,8.23
1256721.json,Bridgetown,2022-01-23,31.27000000000004,70,8.23
1256722.json,Bridgetown,2022-01-26,31.27000000000004,70,8.23
1256723.json,Bridgetown,2022-01-29,31.27000000000004,70,8.23
1256724.json,Bridgetown,2022-01-30,31.27000000000004,70,8.23
1257183.json,Harare,2021-04-21,26.010000000000048,42,3
1257184.json,Harare,2021-04-23,26.010000000000048,42,3
1257185.json,Harare,2021-04-25,26.010000000000048,42,3
1257404.json,Windhoek,2021-04-03,27.120000000000005,18,3.13
1257405.json,Windhoek,2021-04-05,27.120000000000005,18,3.13
1257406.json,Windhoek,2021-04-05,27.120000000000005,18,3.13
1257945.json,Kirtipur,2021-04-17,17.960000000000036,68,2.06
1257946.json,Kirtipur,2021-04-18,17.960000000000036,68,2.06
1257947.json,Kirtipur,2021-04-19,17.960000000000036,68,2.06
1257948.json,Kirtipur,2021-04-20,17.960000000000036,68,2.06
1257949.json,Kirtipur,2021-04-21,17.960000000000036,68,2.06
